actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
587,PT08M05.00S,2024-12-17T02:04:00.0Z,4,REGULAR,freethrow,1 of 2,[],1626179,,,1610612748,107,89,2024-12-17T02:04:00Z,5830000,False,,,0,,T. Rozier Free Throw 1 of 2 (8 PTS),[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,,,,,,,Made,,,,,,,8.0,,,,,,,,
588,PT08M05.00S,2024-12-17T02:04:00.9Z,4,REGULAR,substitution,out,[],1627736,,,1610612748,107,89,2024-12-17T02:04:14Z,5840000,False,,,0,,SUB out: M. Beasley,[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
589,PT08M05.00S,2024-12-17T02:04:00.9Z,4,REGULAR,substitution,out,[],1631170,,,1610612748,107,89,2024-12-17T02:04:14Z,5850000,False,,,0,,SUB out: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
590,PT08M05.00S,2024-12-17T02:04:00.9Z,4,REGULAR,substitution,out,[],1629130,,,1610612748,107,89,2024-12-17T02:04:14Z,5860000,False,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
591,PT08M05.00S,2024-12-17T02:04:00.9Z,4,REGULAR,substitution,in,[],1641709,,,1610612748,107,89,2024-12-17T02:04:14Z,5870000,False,,,0,,SUB in: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
592,PT08M05.00S,2024-12-17T02:04:00.9Z,4,REGULAR,substitution,in,[],1629639,,,1610612748,107,89,2024-12-17T02:04:14Z,5880000,False,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
593,PT08M05.00S,2024-12-17T02:04:00.9Z,4,REGULAR,substitution,in,[],202710,,,1610612748,107,89,2024-12-17T02:04:14Z,5890000,False,,,0,,SUB in: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
594,PT08M05.00S,2024-12-17T02:04:28.5Z,4,REGULAR,freethrow,2 of 2,[],1626179,,,1610612748,107,90,2024-12-17T02:04:28Z,5900000,False,,,0,,T. Rozier Free Throw 2 of 2 (9 PTS),[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,,,,,,,Made,,,,,,,9.0,,,,,,,,
596,PT07M43.00S,2024-12-17T02:05:10.8Z,4,REGULAR,2pt,Jump Shot,[],203501,97.026938239159,85.5392156862745,1610612765,107,90,2024-12-17T02:07:34Z,5920000,False,178.0,-25.0,1,right,MISS T. Hardaway Jr. 17' step back Shot,[203501],1610612765.0,DET,step back,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,16-24 Right,,,,17.94,Missed,,,,,,,,,,,,,,,
597,PT07M41.00S,2024-12-17T02:05:12.8Z,4,REGULAR,rebound,defensive,[],1626179,,,1610612748,107,90,2024-12-17T02:07:34Z,5930000,False,,,0,,T. Rozier REBOUND (Off:1 Def:3),[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,Mid-Range,16-24 Right,,,,,,596.0,,,,,,,,,,4.0,3.0,1.0,,
598,PT07M24.00S,2024-12-17T02:05:28.8Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628389,6.438896189224707,49.29917279411765,1610612748,107,92,2024-12-17T02:08:16Z,5940000,False,4.0,8.0,1,left,B. Adebayo cutting DUNK (13 PTS) (D. Smith 2 AST),"[1628389, 1630696]",1610612748.0,MIA,cutting,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,0.87,Made,,,,,,,13.0,D. Smith,1630696.0,2.0,,,,,
600,PT07M24.00S,2024-12-17T02:05:36.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,107,92,2024-12-17T02:05:36Z,5960000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,PT07M07.00S,2024-12-17T02:08:43.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641709,90.98226018396846,48.28431372549019,1610612765,107,92,2024-12-17T02:11:19Z,5970000,False,-9.0,32.0,1,right,MISS A. Thompson driving Layup,[1641709],1610612765.0,DET,driving,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,3.34,Missed,,,,,,,,,,,,,,,
602,PT07M04.00S,2024-12-17T02:08:46.3Z,4,REGULAR,rebound,defensive,[],1628389,,,1610612748,107,92,2024-12-17T02:11:19Z,5980000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:6),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,,,601.0,,,,,,,,,,7.0,6.0,1.0,,
603,PT07M00.00S,2024-12-17T02:08:48.1Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1629639,13.058475689881732,5.14705882352942,1610612748,107,92,2024-12-17T02:10:43Z,5990000,False,224.0,70.0,1,left,MISS T. Herro running 3PT,[1629639],1610612748.0,MIA,running,,,Herro,T. Herro,,,,,Right Corner 3,24+ Right,,,,23.5,Missed,,,,,,,,,,,,,,,
604,PT06M58.00S,2024-12-17T02:08:50.1Z,4,REGULAR,rebound,defensive,[],1631105,,,1610612765,107,92,2024-12-17T02:10:43Z,6000000,False,,,0,,J. Duren REBOUND (Off:3 Def:10),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Right Corner 3,24+ Right,,,,,,603.0,,,,,,,,,,13.0,10.0,3.0,,
606,PT06M45.00S,2024-12-17T02:09:08.2Z,4,REGULAR,substitution,out,[],1630595,,,1610612765,107,92,2024-12-17T02:09:19Z,6020000,False,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
607,PT06M45.00S,2024-12-17T02:09:08.2Z,4,REGULAR,substitution,in,[],1627736,,,1610612765,107,92,2024-12-17T02:09:19Z,6030000,False,,,0,,SUB in: M. Beasley,[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
608,PT06M42.00S,2024-12-17T02:09:29.2Z,4,REGULAR,3pt,Jump Shot,[],203501,78.76149802890933,91.66666666666667,1610612765,107,92,2024-12-17T02:11:44Z,6040000,False,208.0,147.0,1,right,MISS T. Hardaway Jr. 25' 3PT,[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Right Center,,,,25.5,Missed,,,,,,,,,,,,,,,
609,PT06M39.00S,2024-12-17T02:09:32.2Z,4,REGULAR,rebound,defensive,[],202710,,,1610612748,107,92,2024-12-17T02:09:34Z,6050000,False,,,0,,J. Butler REBOUND (Off:3 Def:7),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Right Center,,,,,,608.0,,,,,,,,,,10.0,7.0,3.0,,
610,PT06M31.00S,2024-12-17T02:09:40.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,19.49737187910644,60.294117647058826,1610612748,107,94,2024-12-17T02:09:45Z,6060000,False,-51.0,131.0,1,left,T. Herro 14' pullup Jump Shot (12 PTS) (J. Butler 7 AST),"[1629639, 202710]",1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Center,,,,14.06,Made,,,,,,,12.0,J. Butler,202710.0,7.0,,,,,
612,PT06M10.00S,2024-12-17T02:10:01.1Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1641709,93.2161629434954,54.411764705882355,1610612765,109,94,2024-12-17T02:10:20Z,6080000,False,22.0,11.0,1,right,A. Thompson driving DUNK (19 PTS) (J. Duren 2 AST),"[1641709, 1631105]",1610612765.0,DET,driving,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,2.48,Made,,,,,,,19.0,J. Duren,1631105.0,2.0,,,,,
614,PT05M55.00S,2024-12-17T02:10:16.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,13.584099868593952,49.50980392156863,1610612748,109,96,2024-12-17T02:10:24Z,6100000,False,2.0,75.0,1,left,T. Herro 7' driving floating Jump Shot (14 PTS) (T. Rozier 3 AST),"[1629639, 1626179]",1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,In The Paint (Non-RA),0-8 Center,,,,7.52,Made,,,,,,,14.0,T. Rozier,1626179.0,3.0,,,,,
616,PT05M39.00S,2024-12-17T02:10:31.8Z,4,REGULAR,3pt,Jump Shot,[],1627736,69.69448094612352,30.14705882352942,1610612765,112,96,2024-12-17T02:13:04Z,6120000,False,-99.0,232.0,1,right,M. Beasley 25' 3PT  (28 PTS) (M. Sasser 3 AST),"[1627736, 1631204]",1610612765.0,DET,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Left Center,,,,25.27,Made,,,,,,,28.0,M. Sasser,1631204.0,3.0,,,,,
618,PT05M29.00S,2024-12-17T02:10:42.2Z,4,REGULAR,2pt,Jump Shot,[],1629639,17.920499342969777,27.205882352941174,1610612748,112,96,2024-12-17T02:10:47Z,6140000,False,114.0,116.0,1,left,MISS T. Herro 16' pullup Shot,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Mid-Range,16-24 Right Center,,,,16.26,Missed,,,,,,,,,,,,,,,
619,PT05M28.00S,2024-12-17T02:10:43.2Z,4,REGULAR,rebound,offensive,[],202710,,,1610612748,112,96,2024-12-17T02:10:47Z,6150000,False,,,0,,J. Butler REBOUND (Off:4 Def:7),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Mid-Range,16-24 Right Center,,,,,,618.0,,,,,,,,,,11.0,7.0,4.0,,
620,PT05M28.00S,2024-12-17T02:10:47.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202710,5.590000152587891,50.0,1610612748,112,98,2024-12-17T02:10:47Z,6160000,False,0.0,0.0,1,left,J. Butler tip Layup (28 PTS),[202710],1610612748.0,MIA,tip,,,Butler,J. Butler,,,,,Mid-Range,8-16 Left,,,,0.0,Made,,,,,,,28.0,,,,,,,,
621,PT05M28.00S,2024-12-17T02:10:50.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612765,112,98,2024-12-17T02:10:50Z,6170000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,PT05M28.00S,2024-12-17T02:10:58.2Z,4,REGULAR,substitution,out,[],1631105,,,1610612765,112,98,2024-12-17T02:12:15Z,6180000,False,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT05M28.00S,2024-12-17T02:10:58.2Z,4,REGULAR,substitution,out,[],1631204,,,1610612765,112,98,2024-12-17T02:12:15Z,6190000,False,,,0,,SUB out: M. Sasser,[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT05M28.00S,2024-12-17T02:10:58.2Z,4,REGULAR,substitution,in,[],1630194,,,1610612765,112,98,2024-12-17T02:12:15Z,6200000,False,,,0,,SUB in: P. Reed,[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
625,PT05M28.00S,2024-12-17T02:10:58.2Z,4,REGULAR,substitution,in,[],1630595,,,1610612765,112,98,2024-12-17T02:12:15Z,6210000,False,,,0,,SUB in: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT05M11.00S,2024-12-17T02:12:35.8Z,4,REGULAR,3pt,Jump Shot,[],1630595,67.9862023653088,50.49019607843137,1610612765,112,98,2024-12-17T02:12:41Z,6220000,False,2.0,248.0,1,right,MISS C. Cunningham 24' pullup 3PT,[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Center,,,,24.84,Missed,,,,,,,,,,,,,,,
627,PT05M09.00S,2024-12-17T02:12:37.8Z,4,REGULAR,rebound,defensive,[],1626179,,,1610612748,112,98,2024-12-17T02:13:55Z,6230000,False,,,0,,T. Rozier REBOUND (Off:1 Def:4),[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Center,,,,,,626.0,,,,,,,,,,5.0,4.0,1.0,,
628,PT05M04.00S,2024-12-17T02:12:52.5Z,4,REGULAR,foul,personal,[],1641709,,,1610612748,112,98,2024-12-17T02:14:32Z,6240000,False,,,0,,A. Thompson personal FOUL (4 PF),"[1641709, 202710]",1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Right Center,,,,,,,200832.0,4.0,0.0,Butler,202710.0,,,,,,,,,
630,PT05M02.00S,2024-12-17T02:13:13.9Z,4,REGULAR,foul,offensive,[],1626179,,,1610612748,112,98,2024-12-17T02:13:34Z,6260000,False,,,0,,T. Rozier offensive FOUL (3 PF),"[1626179, 1627736]",1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,,,,,,,1630886.0,3.0,0.0,Beasley,1627736.0,,,,,,,,,
632,PT05M02.00S,2024-12-17T02:13:13.9Z,4,REGULAR,turnover,offensive foul,[],1626179,,,1610612748,112,98,2024-12-17T02:13:13Z,6280000,False,,,0,,T. Rozier offensive foul TURNOVER (2 TO),[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,2.0,,,,,,1630886.0,,,,,,,,,,,,,
633,PT04M42.00S,2024-12-17T02:13:48.1Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1641709,94.66162943495401,4.411764705882348,1610612765,112,98,2024-12-17T02:15:31Z,6290000,False,-228.0,-2.0,1,right,MISS A. Thompson 3PT,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Left Corner 3,24+ Left,,,,22.79,Missed,,,,,,,,,,,,,,,
634,PT04M40.00S,2024-12-17T02:13:50.1Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612765,112,98,2024-12-17T02:13:59Z,6300000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Left Corner 3,24+ Left,,,,,,633.0,,,,,,,,,,,,,,
635,PT04M40.00S,2024-12-17T02:14:00.5Z,4,REGULAR,foul,personal,[],1630696,,,1610612765,112,98,2024-12-17T02:14:11Z,6310000,False,,,0,,D. Smith loose ball personal FOUL (5 PF),"[1630696, 1630194]",1610612748.0,MIA,loose ball,,,Smith,D. Smith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1627534.0,5.0,0.0,Reed,1630194.0,,,,,,,,,
637,PT04M27.00S,2024-12-17T02:14:24.4Z,4,REGULAR,turnover,lost ball,[],1630595,,,1610612765,112,98,2024-12-17T02:14:31Z,6330000,False,,,0,,C. Cunningham lost ball TURNOVER (3 TO),"[1630595, 1630696]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Mid-Range,16-24 Left,3.0,Smith,1630696.0,,,,,,,,,,,,,,,,,
638,PT04M27.00S,2024-12-17T02:14:24.4Z,4,REGULAR,steal,,[],1630696,,,1610612748,112,98,2024-12-17T02:15:49Z,6340000,False,,,0,,D. Smith STEAL (5 STL),[1630696],1610612748.0,MIA,,,,Smith,D. Smith,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
639,PT04M23.00S,2024-12-17T02:14:29.1Z,4,REGULAR,foul,personal,['2freethrow'],203501,,,1610612748,112,98,2024-12-17T02:14:55Z,6350000,False,,,0,,T. Hardaway Jr. shooting personal FOUL (5 PF) (Smith 2 FT),"[203501, 1630696]",1610612765.0,DET,shooting,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Restricted Area,0-8 Center,,,,,,,1627534.0,5.0,0.0,Smith,1630696.0,,,,,,,,,
641,PT04M23.00S,2024-12-17T02:15:04.6Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630696,,,1610612748,112,99,2024-12-17T02:16:35Z,6370000,False,,,0,,D. Smith Free Throw 1 of 2 (6 PTS),[1630696],1610612748.0,MIA,,,,Smith,D. Smith,,,,,,,,,,,Made,,,,,,,6.0,,,,,,,,
642,PT04M23.00S,2024-12-17T02:15:07.3Z,4,REGULAR,substitution,out,[],1630194,,,1610612748,112,99,2024-12-17T02:15:16Z,6380000,False,,,0,,SUB out: P. Reed,[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
643,PT04M23.00S,2024-12-17T02:15:07.3Z,4,REGULAR,substitution,in,[],1631105,,,1610612748,112,99,2024-12-17T02:15:16Z,6390000,False,,,0,,SUB in: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
644,PT04M23.00S,2024-12-17T02:15:04.6Z,4,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1630696,,,1610612748,112,100,2024-12-17T02:16:35Z,6400000,False,,,0,,D. Smith Free Throw 2 of 2 (7 PTS),[1630696],1610612748.0,MIA,,,,Smith,D. Smith,,,,,,,,,,,Made,,,,,,,7.0,,,,,,,,
645,PT04M09.00S,2024-12-17T02:15:51.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612765,112,100,2024-12-17T02:15:51Z,6410000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,PT04M00.00S,2024-12-17T02:17:32.7Z,4,REGULAR,3pt,Jump Shot,[],203501,69.82588699080158,30.392156862745097,1610612765,112,100,2024-12-17T02:17:54Z,6420000,False,-98.0,231.0,1,right,MISS T. Hardaway Jr. 25' 3PT,[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,,,,25.1,Missed,,,,,,,,,,,,,,,
647,PT03M58.00S,2024-12-17T02:17:34.7Z,4,REGULAR,rebound,defensive,[],1629639,,,1610612748,112,100,2024-12-17T02:17:54Z,6430000,False,,,0,,T. Herro REBOUND (Off:0 Def:3),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Left Center,,,,,,646.0,,,,,,,,,,3.0,3.0,0.0,,
648,PT03M47.00S,2024-12-17T02:17:44.9Z,4,REGULAR,3pt,Jump Shot,[],1629639,31.84954007884363,20.34313725490196,1610612748,112,100,2024-12-17T02:18:17Z,6440000,False,148.0,247.0,1,left,MISS T. Herro 28' 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,,,,28.8,Missed,,,,,,,,,,,,,,,
649,PT03M45.00S,2024-12-17T02:17:46.9Z,4,REGULAR,rebound,defensive,[],1630595,,,1610612765,112,100,2024-12-17T02:18:17Z,6450000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:8),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Right Center,,,,,,648.0,,,,,,,,,,8.0,8.0,0.0,,
650,PT03M28.00S,2024-12-17T02:18:05.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,93.34756898817345,43.872549019607845,1610612765,112,100,2024-12-17T02:18:51Z,6460000,False,-31.0,10.0,1,right,MISS C. Cunningham driving Layup,[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,,,,3.22,Missed,,,,,,,,,,,,,,,
651,PT03M25.00S,2024-12-17T02:18:08.8Z,4,REGULAR,rebound,defensive,[],202710,,,1610612748,112,100,2024-12-17T02:18:51Z,6470000,False,,,0,,J. Butler REBOUND (Off:4 Def:8),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,,,,650.0,,,,,,,,,,12.0,8.0,4.0,,
652,PT03M18.00S,2024-12-17T02:18:16.4Z,4,REGULAR,foul,personal,['2freethrow'],1641709,,,1610612748,112,100,2024-12-17T02:18:27Z,6480000,False,,,0,,A. Thompson shooting personal FOUL (5 PF) (Butler 2 FT),"[1641709, 202710]",1610612765.0,DET,shooting,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,1627534.0,5.0,0.0,Butler,202710.0,,,,,,,,,
654,PT03M18.00S,2024-12-17T02:18:51.5Z,4,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,112,100,2024-12-17T02:18:51Z,6500000,False,,,0,,MISS J. Butler Free Throw 1 of 2,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
655,PT03M18.00S,2024-12-17T02:18:51.5Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,112,100,2024-12-17T02:18:51Z,6510000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,654.0,,,,,,,,,,,,,,
656,PT03M18.00S,2024-12-17T02:18:53.7Z,4,REGULAR,substitution,out,[],1641709,,,1610612748,112,100,2024-12-17T02:18:57Z,6520000,False,,,0,,SUB out: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
657,PT03M18.00S,2024-12-17T02:18:53.7Z,4,REGULAR,substitution,in,[],1631323,,,1610612748,112,100,2024-12-17T02:18:57Z,6530000,False,,,0,,SUB in: S. Fontecchio,[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
658,PT03M18.00S,2024-12-17T02:19:13.4Z,4,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,112,101,2024-12-17T02:19:13Z,6540000,False,,,0,,J. Butler Free Throw 2 of 2 (29 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,Made,,,,,,,29.0,,,,,,,,
659,PT03M02.00S,2024-12-17T02:19:34.1Z,4,REGULAR,turnover,out-of-bounds,[],1631323,,,1610612765,112,101,2024-12-17T02:19:39Z,6550000,False,,,0,,S. Fontecchio bad pass out-of-bounds TURNOVER (3 TO),[1631323],1610612765.0,DET,bad pass,,,Fontecchio,S. Fontecchio,,,,,Mid-Range,8-16 Left,3.0,,,,,,1630886.0,,,,,,,,,,,,,
660,PT02M52.00S,2024-12-17T02:19:49.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629639,36.97437582128777,55.88235294117647,1610612748,112,104,2024-12-17T02:20:09Z,6560000,False,-29.0,295.0,1,left,T. Herro 29' 3PT  (17 PTS) (T. Rozier 4 AST),"[1629639, 1626179]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Center,,,,29.66,Made,,,,,,,17.0,T. Rozier,1626179.0,4.0,,,,,
662,PT02M33.00S,2024-12-17T02:20:09.5Z,4,REGULAR,2pt,Jump Shot,[],1630595,79.28712220762155,58.33333333333333,1610612765,112,104,2024-12-17T02:21:02Z,6580000,False,42.0,142.0,1,right,MISS C. Cunningham 14' step back Shot,[1630595],1610612765.0,DET,step back,,,Cunningham,C. Cunningham,,,,,Mid-Range,8-16 Center,,,,14.82,Missed,,,,,,,,,,,,,,,
663,PT02M31.00S,2024-12-17T02:20:11.5Z,4,REGULAR,rebound,defensive,[],202710,,,1610612748,112,104,2024-12-17T02:21:02Z,6590000,False,,,0,,J. Butler REBOUND (Off:4 Def:9),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Mid-Range,8-16 Center,,,,,,662.0,,,,,,,,,,13.0,9.0,4.0,,
664,PT02M25.00S,2024-12-17T02:20:17.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626179,8.722076215505908,47.05882352941176,1610612748,112,106,2024-12-17T02:20:25Z,6600000,False,15.0,29.0,1,left,T. Rozier running Layup (11 PTS) (J. Butler 8 AST),"[1626179, 202710]",1610612748.0,MIA,running,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,,,,3.3,Made,,,,,,,11.0,J. Butler,202710.0,8.0,,,,,
666,PT02M24.00S,2024-12-17T02:20:24.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612765,112,106,2024-12-17T02:20:24Z,6620000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,PT02M24.00S,2024-12-17T02:21:08.7Z,4,REGULAR,substitution,out,[],1631323,,,1610612765,112,106,2024-12-17T02:21:51Z,6630000,False,,,0,,SUB out: S. Fontecchio,[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
668,PT02M24.00S,2024-12-17T02:21:08.7Z,4,REGULAR,substitution,in,[],1641709,,,1610612765,112,106,2024-12-17T02:21:51Z,6640000,False,,,0,,SUB in: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
669,PT02M01.00S,2024-12-17T02:22:20.8Z,4,REGULAR,3pt,Jump Shot,[],1627736,79.81274638633377,8.57843137254902,1610612765,112,106,2024-12-17T02:23:04Z,6650000,False,-207.0,137.0,1,right,MISS M. Beasley 24' bank 3PT,[1627736],1610612765.0,DET,bank,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Left Center,,,,24.85,Missed,,,,,,,,,,,,,,,
670,PT02M00.00S,2024-12-17T02:22:21.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612765,112,106,2024-12-17T02:23:04Z,6660000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,669.0,,,,,,,,,,,,,,
671,PT02M00.00S,2024-12-17T02:22:26.3Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612765,112,106,2024-12-17T02:22:31Z,6670000,False,,,0,,DET shot clock Team TURNOVER,[],1610612765.0,DET,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,200832.0,,,,,,,,,,,,,
672,PT01M46.00S,2024-12-17T02:22:46.4Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629639,31.980946123521676,29.65686274509804,1610612748,112,109,2024-12-17T02:22:53Z,6680000,False,102.0,248.0,1,left,T. Herro 26' 3PT pullup (20 PTS) (B. Adebayo 3 AST),"[1629639, 1628389]",1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,,,,26.81,Made,,,,,,,20.0,B. Adebayo,1628389.0,3.0,,,,,
