actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-02-09T18:11:59.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-02-09T18:11:59Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-02-09T18:12:02.9Z,1,REGULAR,jumpball,recovered,[],203552,,,1610612766,0,0,2025-02-09T18:12:02Z,40000,False,,,0,,Jump Ball M. Diabaté vs. J. Duren: Tip to S. Curry,"[203552, 1631217, 1631105]",1610612766.0,CHA,startperiod,S. Curry,203552.0,Curry,S. Curry,Diabaté,1631217.0,Duren,1631105.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2025-02-09T18:12:19.1Z,1,REGULAR,3pt,Jump Shot,[],1629610,7.835085413929041,3.6764705882352944,1610612766,0,0,2025-02-09T18:12:32Z,70000,False,232.0,21.0,1,left,MISS D. Jeffries 3PT,[1629610],1610612766.0,CHA,,,,Jeffries,D. Jeffries,,,,,Right Corner 3,24+ Right,23.26,Missed,,,,,,,,,,,,,,,,,,
8,PT11M39.00S,2025-02-09T18:12:20.1Z,1,REGULAR,rebound,defensive,[],202699,,,1610612765,0,0,2025-02-09T18:12:37Z,80000,False,,,0,,T. Harris REBOUND (Off:0 Def:1),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Right Corner 3,24+ Right,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M23.00S,2025-02-09T18:12:36.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,86.94152431011827,52.20588235294118,1610612765,2,0,2025-02-09T18:13:10Z,90000,False,11.0,70.0,1,right,T. Harris 7' turnaround fadeaway Jump Shot (2 PTS) (T. Hardaway Jr. 1 AST),"[202699, 203501]",1610612765.0,DET,turnaround fadeaway,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,7.11,Made,,,,,2.0,T. Hardaway Jr.,203501.0,1.0,,,,,,,,,,
11,PT11M11.00S,2025-02-09T18:12:50.2Z,1,REGULAR,turnover,out-of-bounds,[],1642354,,,1610612766,2,0,2025-02-09T18:14:21Z,110000,False,,,0,,K. Simpson bad pass out-of-bounds TURNOVER (1 TO),[1642354],1610612766.0,CHA,bad pass,,,Simpson,K. Simpson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,202901.0,1.0,,,,,,,,
12,PT10M58.00S,2025-02-09T18:13:09.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630595,90.22667542706965,42.15686274509804,1610612765,2,0,2025-02-09T18:14:48Z,120000,False,-39.0,39.0,1,right,MISS C. Cunningham driving floating Shot,[1630595],1610612765.0,DET,driving floating,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,5.56,Missed,,,,,,,,,,,,,,,,,,
13,PT10M56.00S,2025-02-09T18:13:11.0Z,1,REGULAR,rebound,defensive,[],1631217,,,1610612766,2,0,2025-02-09T18:13:14Z,130000,False,,,0,,M. Diabaté REBOUND (Off:0 Def:1),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,In The Paint (Non-RA),0-8 Center,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,,
14,PT10M52.00S,2025-02-09T18:13:18.3Z,1,REGULAR,foul,personal,['2freethrow'],1641709,,,1610612766,2,0,2025-02-09T18:13:58Z,140000,False,,,0,,A. Thompson shooting personal FOUL (1 PF) (Bridges 2 FT),"[1641709, 1628970]",1610612765.0,DET,shooting,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,202026.0,,1.0,0.0,Bridges,1628970.0,,,,
16,PT10M52.00S,2025-02-09T18:14:02.6Z,1,REGULAR,freethrow,1 of 2,[],1628970,,,1610612766,2,0,2025-02-09T18:14:02Z,160000,False,,,0,,MISS M. Bridges Free Throw 1 of 2,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
17,PT10M52.00S,2025-02-09T18:14:02.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,2,0,2025-02-09T18:14:02Z,170000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,
18,PT10M52.00S,2025-02-09T18:14:14.2Z,1,REGULAR,freethrow,2 of 2,[],1628970,,,1610612766,2,1,2025-02-09T18:14:14Z,180000,False,,,0,,M. Bridges Free Throw 2 of 2 (1 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
19,PT10M27.00S,2025-02-09T18:14:41.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641709,93.77463863337714,51.9607843137255,1610612765,4,1,2025-02-09T18:16:29Z,190000,False,10.0,6.0,1,right,A. Thompson DUNK (2 PTS),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,1.15,Made,,,,,2.0,,,,,,,,,,,,,
20,PT10M12.00S,2025-02-09T18:14:56.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631217,7.046649145860711,51.470588235294116,1610612766,4,3,2025-02-09T18:16:47Z,200000,False,-7.0,14.0,1,left,M. Diabaté cutting Layup (2 PTS) (D. Jeffries 1 AST),"[1631217, 1629610]",1610612766.0,CHA,cutting,,,Diabaté,M. Diabaté,,,,,Restricted Area,0-8 Center,1.56,Made,,,,,2.0,D. Jeffries,1629610.0,1.0,,,,,,,,,,
22,PT10M06.00S,2025-02-09T18:15:01.9Z,1,REGULAR,turnover,bad pass,[],1630595,,,1610612765,4,3,2025-02-09T18:15:07Z,220000,False,,,0,,C. Cunningham bad pass TURNOVER (1 TO),"[1630595, 1642354]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,1.0,,,,,Simpson,1642354.0,,
23,PT10M06.00S,2025-02-09T18:15:01.9Z,1,REGULAR,steal,,[],1642354,,,1610612766,4,3,2025-02-09T18:15:04Z,230000,False,,,0,,K. Simpson STEAL (1 STL),[1642354],1610612766.0,CHA,,,,Simpson,K. Simpson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
24,PT09M57.00S,2025-02-09T18:15:12.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628970,8.886333771353483,51.470588235294116,1610612766,4,3,2025-02-09T18:17:33Z,240000,False,-7.0,31.0,1,left,MISS M. Bridges driving finger roll Layup,[1628970],1610612766.0,CHA,driving finger roll,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,3.19,Missed,,,,,,,,,,,,,,,,,,
25,PT09M56.00S,2025-02-09T18:15:13.1Z,1,REGULAR,rebound,defensive,[],1641709,,,1610612765,4,3,2025-02-09T18:17:33Z,250000,False,,,0,,A. Thompson REBOUND (Off:0 Def:1),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,24.0,1.0,1.0,0.0,,,,,,,,,,,,,,
26,PT09M46.00S,2025-02-09T18:15:21.7Z,1,REGULAR,3pt,Jump Shot,[],202699,76.16622864651774,86.27450980392157,1610612765,7,3,2025-02-09T18:15:27Z,260000,False,181.0,172.0,1,right,T. Harris 24' 3PT  (5 PTS) (C. Cunningham 1 AST),"[202699, 1630595]",1610612765.0,DET,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Right Center,24.96,Made,,,,,5.0,C. Cunningham,1630595.0,1.0,,,,,,,,,,
29,PT09M31.00S,2025-02-09T18:15:47.0Z,1,REGULAR,foul,personal,['2freethrow'],203501,,,1610612766,7,3,2025-02-09T18:15:50Z,290000,False,,,0,,T. Hardaway Jr. shooting personal FOUL (1 PF) (Diabaté 2 FT),"[203501, 1631217]",1610612765.0,DET,shooting,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,202026.0,,1.0,0.0,Diabaté,1631217.0,,,,
31,PT09M31.00S,2025-02-09T18:16:06.0Z,1,REGULAR,freethrow,1 of 2,[],1631217,,,1610612766,7,4,2025-02-09T18:16:06Z,310000,False,,,0,,M. Diabaté Free Throw 1 of 2 (3 PTS),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
32,PT09M31.00S,2025-02-09T18:16:21.3Z,1,REGULAR,freethrow,2 of 2,[],1631217,,,1610612766,7,4,2025-02-09T18:16:21Z,320000,False,,,0,,MISS M. Diabaté Free Throw 2 of 2,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
33,PT09M29.00S,2025-02-09T18:16:22.5Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,7,4,2025-02-09T18:16:22Z,330000,False,,,0,,J. Duren REBOUND (Off:0 Def:1),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,32.0,1.0,1.0,0.0,,,,,,,,,,,,,,
34,PT09M14.00S,2025-02-09T18:16:37.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641709,93.11760840998686,41.911764705882355,1610612765,9,4,2025-02-09T18:16:41Z,340000,False,-40.0,12.0,1,right,A. Thompson driving floating Jump Shot (4 PTS) (J. Duren 1 AST),"[1641709, 1631105]",1610612765.0,DET,driving floating,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,4.22,Made,,,,,4.0,J. Duren,1631105.0,1.0,,,,,,,,,,
36,PT09M01.00S,2025-02-09T18:16:50.7Z,1,REGULAR,turnover,bad pass,[],1642354,,,1610612766,9,4,2025-02-09T18:16:54Z,360000,False,,,0,,K. Simpson bad pass TURNOVER (2 TO),"[1642354, 203501]",1610612766.0,CHA,,,,Simpson,K. Simpson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,2.0,,,,,Hardaway Jr.,203501.0,,
37,PT09M01.00S,2025-02-09T18:16:50.7Z,1,REGULAR,steal,,[],203501,,,1610612765,9,4,2025-02-09T18:16:51Z,370000,False,,,0,,T. Hardaway Jr. STEAL (1 STL),[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
38,PT08M58.00S,2025-02-09T18:16:54.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202699,93.77463863337714,52.450980392156865,1610612765,11,4,2025-02-09T18:16:59Z,380000,False,12.0,6.0,1,right,T. Harris running DUNK (7 PTS) (C. Cunningham 2 AST),"[202699, 1630595]",1610612765.0,DET,running,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,1.37,Made,,,,,7.0,C. Cunningham,1630595.0,2.0,,,,,,,,,,
