actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-04-11T23:11:44.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-04-11T23:11:44Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT12M00.00S,2025-04-11T23:11:47.6Z,1,REGULAR,jumpball,recovered,[],1627752,,,1610612749,0,0,2025-04-11T23:11:47Z,40000,False,,,0,,Jump Ball B. Lopez vs. J. Duren: Tip to T. Prince,"[1627752, 201572, 1631105]",1610612749.0,MIL,startperiod,T. Prince,1627752.0,Prince,T. Prince,Lopez,201572.0,Duren,1631105.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M38.00S,2025-04-11T23:12:09.1Z,1,REGULAR,3pt,Jump Shot,[],1628398,93.29829172141919,3.1632965686274446,1610612749,0,0,2025-04-11T23:12:37Z,70000,False,-234.0,10.0,1,right,MISS K. Kuzma 3PT,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Left Corner 3,24+ Left,23.44,Missed,,,,,,,,,,,,,,,,,,
8,PT11M36.00S,2025-04-11T23:12:11.1Z,1,REGULAR,rebound,defensive,[],1641709,,,1610612765,0,0,2025-04-11T23:12:37Z,80000,False,,,0,,A. Thompson REBOUND (Off:0 Def:1),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Left Corner 3,24+ Left,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M18.00S,2025-04-11T23:12:28.1Z,1,REGULAR,2pt,Jump Shot,[],202699,6.4881734559789805,68.38235294117646,1610612765,2,0,2025-04-11T23:13:02Z,90000,False,-92.0,8.0,1,left,T. Harris 9' turnaround Jump Shot (2 PTS) (J. Duren 1 AST),"[202699, 1631105]",1610612765.0,DET,turnaround,,,Harris,T. Harris,,,,,Mid-Range,8-16 Left,9.23,Made,,,,,2.0,J. Duren,1631105.0,1.0,,,,,,,,,,
10,PT10M58.00S,2025-04-11T23:12:48.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],201572,91.24507227332458,42.64705882352941,1610612749,2,0,2025-04-11T23:13:35Z,100000,False,-37.0,30.0,1,right,MISS B. Lopez turnaround Hook - blocked,"[201572, 202699]",1610612749.0,MIL,turnaround,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),0-8 Center,4.74,Missed,,,,,,,,,Harris,202699.0,,,,,,,,
11,PT10M58.00S,2025-04-11T23:12:48.8Z,1,REGULAR,block,,[],202699,,,1610612749,2,0,2025-04-11T23:12:54Z,110000,False,,,0,,T. Harris BLOCK (1 BLK),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
12,PT10M58.00S,2025-04-11T23:12:48.8Z,1,REGULAR,rebound,offensive,[],201572,,,1610612749,2,0,2025-04-11T23:13:35Z,120000,False,,,0,,B. Lopez REBOUND (Off:1 Def:0),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),0-8 Center,,,10.0,1.0,0.0,1.0,,,,,,,,,,,,,,
13,PT10M56.00S,2025-04-11T23:12:55.8Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",201572,84.49408672798948,53.36626838235294,1610612749,2,2,2025-04-11T23:13:45Z,130000,False,17.0,93.0,1,right,B. Lopez 9' Hook (2 PTS),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),8-16 Center,9.48,Made,,,,,2.0,,,,,,,,,,,,,
14,PT10M35.00S,2025-04-11T23:13:10.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630595,16.162943495400782,46.08226102941176,1610612765,4,2,2025-04-11T23:14:02Z,140000,False,20.0,99.0,1,left,C. Cunningham 10' driving floating Jump Shot (2 PTS),[1630595],1610612765.0,DET,driving floating,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Center,10.13,Made,,,,,2.0,,,,,,,,,,,,,
15,PT10M25.00S,2025-04-11T23:13:22.5Z,1,REGULAR,turnover,out-of-bounds,[],203507,,,1610612749,4,2,2025-04-11T23:14:12Z,150000,False,,,0,,G. Antetokounmpo step out-of-bounds TURNOVER (1 TO),[203507],1610612749.0,MIL,step,,,Antetokounmpo,G. Antetokounmpo,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,200832.0,1.0,,,,,,
