actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-02-08T00:43:36.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-02-08T00:43:36Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-02-08T00:43:40.8Z,1,REGULAR,jumpball,recovered,[],1642348,,,1610612755,0,0,2025-02-08T00:43:40Z,40000,False,,,0,,Jump Ball J. Embiid vs. J. Duren: Tip to J. Edwards,"[1642348, 203954, 1631105]",1610612755.0,PHI,startperiod,J. Edwards,1642348.0,Edwards,J. Edwards,Embiid,203954.0,Duren,1631105.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2025-02-08T00:43:50.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,6.521024967148489,46.568627450980394,1610612755,0,2,2025-02-08T00:43:56Z,70000,False,17.0,9.0,1,left,T. Maxey cutting Layup (2 PTS) (J. Embiid 1 AST),"[1630178, 203954]",1610612755.0,PHI,cutting,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,1.93,Made,2.0,J. Embiid,203954.0,1.0,,,,,,,,,,,,,,
9,PT11M28.00S,2025-02-08T00:44:07.6Z,1,REGULAR,3pt,Jump Shot,[],1627736,71.43561103810775,75.98039215686273,1610612765,3,2,2025-02-08T00:44:12Z,90000,False,130.0,216.0,1,right,M. Beasley 25' 3PT  (3 PTS) (T. Harris 1 AST),"[1627736, 202699]",1610612765.0,DET,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Right Center,25.21,Made,3.0,T. Harris,202699.0,1.0,,,,,,,,,,,,,,
11,PT11M15.00S,2025-02-08T00:44:20.3Z,1,REGULAR,3pt,Jump Shot,[],203954,32.53942181340342,43.13725490196079,1610612755,3,2,2025-02-08T00:44:25Z,110000,False,34.0,253.0,1,left,MISS J. Embiid 25' 3PT,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Center,25.57,Missed,,,,,,,,,,,,,,,,,,
12,PT11M12.00S,2025-02-08T00:44:23.3Z,1,REGULAR,rebound,defensive,[],1641709,,,1610612765,3,2,2025-02-08T00:44:25Z,120000,False,,,0,,A. Thompson REBOUND (Off:0 Def:1),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Center,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
13,PT11M00.00S,2025-02-08T00:44:36.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202699,94.03745072273325,54.166666666666664,1610612765,5,2,2025-02-08T00:44:40Z,130000,False,21.0,4.0,1,right,T. Harris driving Layup (2 PTS) (J. Duren 1 AST),"[202699, 1631105]",1610612765.0,DET,driving,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,2.11,Made,2.0,J. Duren,1631105.0,1.0,,,,,,,,,,,,,,
15,PT10M49.00S,2025-02-08T00:44:47.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,10.85742444152431,45.09803921568628,1610612755,5,4,2025-02-08T00:44:55Z,150000,False,25.0,50.0,1,left,T. Maxey driving finger roll Layup (4 PTS),[1630178],1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,5.53,Made,4.0,,,,,,,,,,,,,,,,,
16,PT10M36.00S,2025-02-08T00:45:03.1Z,1,REGULAR,foul,personal,['2freethrow'],1630178,,,1610612765,5,4,2025-02-08T00:45:14Z,160000,False,,,0,,T. Maxey shooting personal FOUL (1 PF) (Thompson 2 FT),"[1630178, 1641709]",1610612755.0,PHI,shooting,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1162.0,1.0,0.0,Thompson,1641709.0,,,,,
18,PT10M36.00S,2025-02-08T00:45:33.6Z,1,REGULAR,freethrow,1 of 2,[],1641709,,,1610612765,6,4,2025-02-08T00:45:33Z,180000,False,,,0,,A. Thompson Free Throw 1 of 2 (1 PTS),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
19,PT10M36.00S,2025-02-08T00:45:51.5Z,1,REGULAR,freethrow,2 of 2,[],1641709,,,1610612765,6,4,2025-02-08T00:45:51Z,190000,False,,,0,,MISS A. Thompson Free Throw 2 of 2,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
20,PT10M30.00S,2025-02-08T00:45:55.0Z,1,REGULAR,rebound,offensive,[],1641709,,,1610612765,6,4,2025-02-08T00:45:55Z,200000,False,,,0,,A. Thompson REBOUND (Off:1 Def:1),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,19.0,2.0,1.0,1.0,,,,,,,,,,
21,PT10M30.00S,2025-02-08T00:45:55.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1641709,94.40999984741211,50.0,1610612765,8,4,2025-02-08T00:45:55Z,210000,False,0.0,0.0,1,right,A. Thompson putback DUNK (3 PTS),[1641709],1610612765.0,DET,putback,,,Thompson,A. Thompson,,,,,Mid-Range,8-16 Left,0.0,Made,3.0,,,,,,,,,,,,,,,,,
22,PT10M18.00S,2025-02-08T00:46:07.2Z,1,REGULAR,3pt,Jump Shot,[],1630178,33.327858081471746,54.166666666666664,1610612755,8,4,2025-02-08T00:46:35Z,220000,False,-21.0,261.0,1,left,MISS T. Maxey 26' pullup 3PT,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,26.16,Missed,,,,,,,,,,,,,,,,,,
23,PT10M16.00S,2025-02-08T00:46:09.2Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,8,4,2025-02-08T00:46:10Z,230000,False,,,0,,J. Duren REBOUND (Off:0 Def:1),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Center,,,,,,,22.0,1.0,1.0,0.0,,,,,,,,,,
24,PT10M08.00S,2025-02-08T00:46:17.7Z,1,REGULAR,2pt,Jump Shot,[],202699,79.05716162943496,52.69607843137255,1610612765,8,4,2025-02-08T00:46:22Z,240000,False,13.0,144.0,1,right,MISS T. Harris 14' pullup Shot,[202699],1610612765.0,DET,pullup,,,Harris,T. Harris,,,,,Mid-Range,8-16 Center,14.5,Missed,,,,,,,,,,,,,,,,,,
25,PT10M06.00S,2025-02-08T00:46:19.7Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,8,4,2025-02-08T00:46:22Z,250000,False,,,0,,J. Embiid REBOUND (Off:0 Def:1),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Center,,,,,,,24.0,1.0,1.0,0.0,,,,,,,,,,
26,PT09M58.00S,2025-02-08T00:46:34.5Z,1,REGULAR,foul,offensive,[],203954,,,1610612755,8,4,2025-02-08T00:47:03Z,260000,False,,,0,,J. Embiid offensive FOUL (1 PF),"[203954, 203501]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,202056.0,1.0,0.0,Hardaway Jr.,203501.0,,,,,
28,PT09M58.00S,2025-02-08T00:46:34.5Z,1,REGULAR,turnover,offensive foul,[],203954,,,1610612755,8,4,2025-02-08T00:46:34Z,280000,False,,,0,,J. Embiid offensive foul TURNOVER (1 TO),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,202056.0,,,,,1.0,,,,
29,PT09M43.00S,2025-02-08T00:46:55.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202699,84.57621550591328,44.85294117647059,1610612765,8,4,2025-02-08T00:47:33Z,290000,False,-26.0,92.0,1,right,MISS T. Harris 9' turnaround fadeaway Shot,[202699],1610612765.0,DET,turnaround fadeaway,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Center,9.6,Missed,,,,,,,,,,,,,,,,,,
30,PT09M41.00S,2025-02-08T00:46:57.2Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612755,8,4,2025-02-08T00:46:59Z,300000,False,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:1),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,29.0,1.0,1.0,0.0,,,,,,,,,,
31,PT09M36.00S,2025-02-08T00:47:03.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626162,7.835085413929041,53.18627450980392,1610612755,8,6,2025-02-08T00:47:09Z,310000,False,-16.0,21.0,1,left,K. Oubre Jr. running Layup (2 PTS),[1626162],1610612755.0,PHI,running,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,2.64,Made,2.0,,,,,,,,,,,,,,,,,
32,PT09M22.00S,2025-02-08T00:47:15.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],202699,94.69448094612353,51.470588235294116,1610612765,10,6,2025-02-08T00:47:19Z,320000,False,7.0,-3.0,1,right,T. Harris cutting DUNK (4 PTS) (T. Hardaway Jr. 1 AST),"[202699, 203501]",1610612765.0,DET,cutting,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,0.78,Made,4.0,T. Hardaway Jr.,203501.0,1.0,,,,,,,,,,,,,,
34,PT09M09.00S,2025-02-08T00:47:33.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,14.4053876478318,37.00980392156863,1610612755,10,6,2025-02-08T00:51:13Z,340000,False,65.0,83.0,1,left,MISS J. Embiid 10' turnaround fadeaway Shot,[203954],1610612755.0,PHI,turnaround fadeaway,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Right,10.53,Missed,,,,,,,,,,,,,,,,,,
35,PT09M08.00S,2025-02-08T00:47:34.5Z,1,REGULAR,rebound,offensive,[],1642348,,,1610612755,10,6,2025-02-08T00:51:13Z,350000,False,,,0,,J. Edwards REBOUND (Off:1 Def:0),[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,34.0,1.0,0.0,1.0,,,,,,,,,,
56,PT09M07.00S,2025-02-08T00:47:40.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642348,5.519053876478318,51.88419117647059,1610612755,10,6,2025-02-08T00:51:57Z,355000,False,-9.0,-1.0,1,left,MISS J. Edwards tip Layup,[1642348],1610612755.0,PHI,tip,,,Edwards,J. Edwards,,,,,Restricted Area,0-8 Center,0.94,Missed,,,,,,,,,,,,,,,,,,
57,PT09M05.00S,2025-02-08T00:47:42.0Z,1,REGULAR,rebound,defensive,[],202699,,,1610612765,10,6,2025-02-08T00:51:57Z,357500,False,,,0,,T. Harris REBOUND (Off:0 Def:1),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,,,,56.0,1.0,1.0,0.0,,,,,,,,,,
36,PT08M51.00S,2025-02-08T00:47:46.5Z,1,REGULAR,3pt,Jump Shot,[],1627736,75.1149802890933,85.29411764705883,1610612765,10,6,2025-02-08T00:47:51Z,360000,False,176.0,181.0,1,right,MISS M. Beasley 25' 3PT,[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Right Center,25.31,Missed,,,,,,,,,,,,,,,,,,
37,PT08M48.00S,2025-02-08T00:47:49.5Z,1,REGULAR,rebound,defensive,[],1642348,,,1610612755,10,6,2025-02-08T00:47:51Z,370000,False,,,0,,J. Edwards REBOUND (Off:1 Def:1),[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Above the Break 3,24+ Right Center,,,,,,,36.0,2.0,1.0,1.0,,,,,,,,,,
38,PT08M40.00S,2025-02-08T00:47:57.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,7.046649145860711,47.794117647058826,1610612755,10,8,2025-02-08T00:48:03Z,380000,False,11.0,14.0,1,left,T. Maxey driving finger roll Layup (6 PTS),[1630178],1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,1.76,Made,6.0,,,,,,,,,,,,,,,,,
39,PT08M28.00S,2025-02-08T00:48:41.7Z,1,REGULAR,jumpball,recovered,[],0,,,1610612765,10,8,2025-02-08T00:48:41Z,390000,False,,,0,,Jump Ball J. Duren vs. J. Embiid: Tip to Team (DET),"[1631105, 203954]",1610612765.0,DET,heldball,Team (DET),,,,Duren,1631105.0,Embiid,203954.0,,,,,,,,,,,,,,,,,,,,,,
43,PT08M25.00S,2025-02-08T00:48:59.1Z,1,REGULAR,2pt,Jump Shot,[],202699,91.27792378449409,20.34313725490196,1610612765,10,8,2025-02-08T00:49:03Z,430000,False,-148.0,29.0,1,right,MISS T. Harris 15' Jump Shot,[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Mid-Range,8-16 Left,15.12,Missed,,,,,,,,,,,,,,,,,,
44,PT08M23.00S,2025-02-08T00:49:01.1Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,10,8,2025-02-08T00:49:03Z,440000,False,,,0,,J. Embiid REBOUND (Off:0 Def:2),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Left,,,,,,,43.0,2.0,2.0,0.0,,,,,,,,,,
45,PT08M12.00S,2025-02-08T00:49:12.3Z,1,REGULAR,3pt,Jump Shot,[],203954,29.77989487516426,23.774509803921568,1610612755,10,8,2025-02-08T00:49:16Z,450000,False,131.0,227.0,1,left,MISS J. Embiid 26' 3PT,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Right Center,26.25,Missed,,,,,,,,,,,,,,,,,,
