actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
15,PT10M48.00S,2024-10-26T23:11:59.3Z,1,REGULAR,rebound,offensive,[],201950,,,1610612738,0,3,2024-10-26T23:12:37Z,150000,False,,,0,,J. Holiday REBOUND (Off:1 Def:0),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,,,14.0,1.0,0.0,1.0,,,,,,,,,,,,,,
16,PT10M38.00S,2024-10-26T23:12:08.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",201950,88.48554533508542,50.49019607843137,1610612738,0,3,2024-10-26T23:12:14Z,160000,False,2.0,56.0,1,right,MISS J. Holiday turnaround fadeaway Shot,[201950],1610612738.0,BOS,turnaround fadeaway,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,5.58,Missed,,,,,,,,,,,,,,,,,,
17,PT10M36.00S,2024-10-26T23:12:10.9Z,1,REGULAR,rebound,defensive,[],202699,,,1610612765,0,3,2024-10-26T23:12:14Z,170000,False,,,0,,T. Harris REBOUND (Off:0 Def:1),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,,,
18,PT10M32.00S,2024-10-26T23:12:19.3Z,1,REGULAR,turnover,out-of-bounds,[],202699,,,1610612765,0,3,2024-10-26T23:12:26Z,180000,False,,,0,,T. Harris lost ball out-of-bounds TURNOVER (1 TO),[202699],1610612765.0,DET,lost ball,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1628481.0,1.0,,,,,,,,,,,
19,PT10M18.00S,2024-10-26T23:12:37.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201143,81.7838370565046,95.83333333333333,1610612738,0,3,2024-10-26T23:12:44Z,190000,False,229.0,119.0,1,right,MISS A. Horford 25' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,25.81,Missed,,,,,,,,,,,,,,,,,,
20,PT10M16.00S,2024-10-26T23:12:39.5Z,1,REGULAR,rebound,defensive,[],1631093,,,1610612765,0,3,2024-10-26T23:13:41Z,200000,False,,,0,,J. Ivey REBOUND (Off:0 Def:1),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Right Center,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,,
21,PT10M12.00S,2024-10-26T23:12:42.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631105,9.510512483574246,49.50980392156863,1610612765,2,3,2024-10-26T23:12:48Z,210000,False,2.0,37.0,1,left,J. Duren running DUNK (2 PTS) (J. Ivey 1 AST),"[1631105, 1631093]",1610612765.0,DET,running,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,3.7,Made,,,,,2.0,,,J. Ivey,1631093.0,1.0,,,,,,,,
23,PT09M57.00S,2024-10-26T23:13:01.3Z,1,REGULAR,foul,personal,['2freethrow'],202699,,,1610612738,2,3,2024-10-26T23:13:12Z,230000,False,,,0,,T. Harris shooting personal FOUL (1 PF) (Tatum 2 FT),"[202699, 1628369]",1610612765.0,DET,shooting,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,2003.0,,,,,1.0,0.0,Tatum,1628369.0,,,,
25,PT09M57.00S,2024-10-26T23:13:25.5Z,1,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,2,3,2024-10-26T23:13:25Z,250000,False,,,0,,MISS J. Tatum Free Throw 1 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
26,PT09M57.00S,2024-10-26T23:13:25.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,2,3,2024-10-26T23:13:25Z,260000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,
27,PT09M57.00S,2024-10-26T23:13:41.1Z,1,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,2,4,2024-10-26T23:13:41Z,270000,False,,,0,,J. Tatum Free Throw 2 of 2 (1 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
28,PT09M43.00S,2024-10-26T23:13:58.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203501,8.935611038107751,37.967218137254896,1610612765,2,4,2024-10-26T23:14:48Z,280000,False,60.0,31.0,1,left,MISS T. Hardaway Jr. 6' bank Shot,[203501],1610612765.0,DET,bank,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.79,Missed,,,,,,,,,,,,,,,,,,
29,PT09M42.00S,2024-10-26T23:13:59.7Z,1,REGULAR,rebound,offensive,[],1631105,,,1610612765,2,4,2024-10-26T23:14:48Z,290000,False,,,0,,J. Duren REBOUND (Off:1 Def:1),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,28.0,2.0,1.0,1.0,,,,,,,,,,,,,,
30,PT09M40.00S,2024-10-26T23:14:01.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1631105,5.831143232588701,54.16666666666667,1610612765,4,4,2024-10-26T23:14:57Z,300000,False,-21.0,2.0,1,left,J. Duren putback DUNK (4 PTS),[1631105],1610612765.0,DET,putback,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,2.09,Made,,,,,4.0,,,,,,,,,,,,,
31,PT09M23.00S,2024-10-26T23:14:16.0Z,1,REGULAR,3pt,Jump Shot,[],201143,75.08212877792378,8.57843137254902,1610612738,4,7,2024-10-26T23:14:21Z,310000,False,-207.0,182.0,1,right,A. Horford 27' 3PT  (3 PTS) (J. Brown 1 AST),"[201143, 1627759]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,27.55,Made,,,,,3.0,,,J. Brown,1627759.0,1.0,,,,,,,,
33,PT09M16.00S,2024-10-26T23:14:26.4Z,1,REGULAR,3pt,Jump Shot,[],202699,25.279237844940866,11.274509803921575,1610612765,4,7,2024-10-26T23:16:48Z,330000,False,194.0,185.0,1,left,MISS T. Harris 26' 3PT,[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Right Center,26.78,Missed,,,,,,,,,,,,,,,,,,
34,PT09M13.00S,2024-10-26T23:14:29.4Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,4,7,2024-10-26T23:16:48Z,340000,False,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,33.0,1.0,1.0,0.0,,,,,,,,,,,,,,
35,PT09M00.00S,2024-10-26T23:14:39.2Z,1,REGULAR,3pt,Jump Shot,[],201143,83.75492772667542,3.9215686274509807,1610612738,4,10,2024-10-26T23:14:43Z,350000,False,-230.0,100.0,1,right,A. Horford 25' 3PT  (6 PTS) (J. Brown 2 AST),"[201143, 1627759]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,25.12,Made,,,,,6.0,,,J. Brown,1627759.0,2.0,,,,,,,,
37,PT09M00.00S,2024-10-26T23:14:44.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,4,10,2024-10-26T23:14:44Z,370000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,PT08M45.00S,2024-10-26T23:17:49.9Z,1,REGULAR,foul,personal,['2freethrow'],1628369,,,1610612765,4,10,2024-10-26T23:18:00Z,380000,False,,,0,,J. Tatum shooting personal FOUL (1 PF) (Ivey 2 FT),"[1628369, 1631093]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1179.0,,,,,1.0,0.0,Ivey,1631093.0,,,,
40,PT08M45.00S,2024-10-26T23:18:14.1Z,1,REGULAR,freethrow,1 of 2,[],1631093,,,1610612765,5,10,2024-10-26T23:18:14Z,400000,False,,,0,,J. Ivey Free Throw 1 of 2 (1 PTS),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
41,PT08M45.00S,2024-10-26T23:18:29.3Z,1,REGULAR,freethrow,2 of 2,[],1631093,,,1610612765,6,10,2024-10-26T23:18:29Z,410000,False,,,0,,J. Ivey Free Throw 2 of 2 (2 PTS),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
42,PT08M37.00S,2024-10-26T23:18:45.3Z,1,REGULAR,foul,personal,[],1630595,,,1610612738,6,10,2024-10-26T23:19:00Z,420000,False,,,0,,C. Cunningham personal FOUL (1 PF),"[1630595, 1628369]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,,,,,,,,1179.0,,,,,1.0,0.0,Tatum,1628369.0,,,,
44,PT08M36.00S,2024-10-26T23:18:58.3Z,1,REGULAR,3pt,Jump Shot,[],201143,65.48948751642575,55.14705882352941,1610612738,6,10,2024-10-26T23:19:50Z,440000,False,26.0,272.0,1,right,MISS A. Horford 27' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Center,27.31,Missed,,,,,,,,,,,,,,,,,,
45,PT08M34.00S,2024-10-26T23:19:00.3Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,6,10,2024-10-26T23:19:50Z,450000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:1),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Center,,,44.0,1.0,1.0,0.0,,,,,,,,,,,,,,
46,PT08M27.00S,2024-10-26T23:19:04.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631093,9.247700394218143,50.245098039215684,1610612765,8,10,2024-10-26T23:20:14Z,460000,False,-1.0,34.0,1,left,J. Ivey running finger roll Layup (4 PTS) (C. Cunningham 1 AST),"[1631093, 1630595]",1610612765.0,DET,running finger roll,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,3.44,Made,,,,,4.0,,,C. Cunningham,1630595.0,1.0,,,,,,,,
48,PT08M16.00S,2024-10-26T23:19:16.7Z,1,REGULAR,3pt,Jump Shot,[],1628369,67.32917214191853,33.57843137254902,1610612738,8,10,2024-10-26T23:19:37Z,480000,False,-82.0,255.0,1,right,MISS J. Tatum 26' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,26.75,Missed,,,,,,,,,,,,,,,,,,
49,PT08M12.00S,2024-10-26T23:19:20.1Z,1,REGULAR,rebound,offensive,[],1628401,,,1610612738,8,10,2024-10-26T23:19:20Z,490000,False,,,0,,D. White REBOUND (Off:1 Def:2),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Center,,,48.0,3.0,2.0,1.0,,,,,,,,,,,,,,
50,PT08M05.00S,2024-10-26T23:19:26.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628369,70.87713534822602,17.64705882352942,1610612738,8,13,2024-10-26T23:19:40Z,500000,False,-162.0,221.0,1,right,J. Tatum 27' 3PT  (4 PTS) (J. Holiday 1 AST),"[1628369, 201950]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,27.41,Made,,,,,4.0,,,J. Holiday,201950.0,1.0,,,,,,,,
133,PT07M49.00S,2024-10-26T23:19:45.9Z,1,REGULAR,turnover,bad pass,[],1631105,,,1610612765,8,13,2024-10-26T23:30:58Z,545000,False,,,0,,J. Duren bad pass TURNOVER (1 TO),"[1631105, 201143]",1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,1.0,,,,,,,,Horford,201143.0,,
134,PT07M49.00S,2024-10-26T23:19:45.9Z,1,REGULAR,steal,,[],201143,,,1610612738,8,13,2024-10-26T23:30:58Z,547500,False,,,0,,A. Horford STEAL (1 STL),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
55,PT07M42.00S,2024-10-26T23:19:49.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak', 'fromturnover']",1627759,92.82194480946123,41.17647058823529,1610612738,8,13,2024-10-26T23:30:58Z,550000,False,-44.0,15.0,1,right,MISS J. Brown running Layup,[1627759],1610612738.0,BOS,running,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,4.66,Missed,,,,,,,,,,,,,,,,,,
56,PT07M40.00S,2024-10-26T23:19:51.6Z,1,REGULAR,rebound,defensive,[],202699,,,1610612765,8,13,2024-10-26T23:19:51Z,560000,False,,,0,,T. Harris REBOUND (Off:0 Def:2),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,55.0,2.0,2.0,0.0,,,,,,,,,,,,,,
57,PT07M33.00S,2024-10-26T23:19:58.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,15.949408672798953,48.0392156862745,1610612765,10,13,2024-10-26T23:20:10Z,570000,False,10.0,97.0,1,left,T. Harris 9' pullup Jump Shot (2 PTS),[202699],1610612765.0,DET,pullup,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Center,9.79,Made,,,,,2.0,,,,,,,,,,,,,
58,PT07M19.00S,2024-10-26T23:20:12.4Z,1,REGULAR,3pt,Jump Shot,[],1628369,71.53416557161628,18.627450980392155,1610612738,10,16,2024-10-26T23:23:04Z,580000,False,-157.0,215.0,1,right,J. Tatum 26' 3PT step back (7 PTS),[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,26.62,Made,,,,,7.0,,,,,,,,,,,,,
59,PT06M57.00S,2024-10-26T23:20:35.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202699,8.672798948751648,39.68290441176471,1610612765,10,16,2024-10-26T23:23:48Z,590000,False,52.0,29.0,1,left,MISS T. Harris driving Layup,[202699],1610612765.0,DET,driving,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,5.92,Missed,,,,,,,,,,,,,,,,,,
60,PT06M55.00S,2024-10-26T23:20:37.9Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,10,16,2024-10-26T23:23:48Z,600000,False,,,0,,A. Horford REBOUND (Off:0 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,,,59.0,1.0,1.0,0.0,,,,,,,,,,,,,,
61,PT06M45.00S,2024-10-26T23:20:46.4Z,1,REGULAR,3pt,Jump Shot,[],1628369,67.32917214191853,69.8529411764706,1610612738,10,19,2024-10-26T23:24:07Z,610000,False,99.0,255.0,1,right,J. Tatum 27' 3PT pullup (10 PTS) (A. Horford 1 AST),"[1628369, 201143]",1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,27.33,Made,,,,,10.0,,,A. Horford,201143.0,1.0,,,,,,,,
63,PT06M32.00S,2024-10-26T23:21:04.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630595,8.196452036793687,44.607843137254896,1610612765,10,19,2024-10-26T23:24:48Z,630000,False,27.0,25.0,1,left,MISS C. Cunningham driving DUNK - blocked,"[1630595, 1628401]",1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,3.65,Missed,,,,,,,,,,,,,,,,,White,1628401.0
64,PT06M32.00S,2024-10-26T23:21:04.9Z,1,REGULAR,block,,[],1628401,,,1610612765,10,19,2024-10-26T23:21:07Z,640000,False,,,0,,D. White BLOCK (1 BLK),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
65,PT06M30.00S,2024-10-26T23:21:06.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612765,10,19,2024-10-26T23:24:48Z,650000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Restricted Area,0-8 Center,,,63.0,,,,,,,,,,,,,,,,,
67,PT06M30.00S,2024-10-26T23:21:11.1Z,1,REGULAR,substitution,out,[],1631093,,,1610612765,10,19,2024-10-26T23:21:24Z,670000,False,,,0,,SUB out: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M30.00S,2024-10-26T23:21:11.1Z,1,REGULAR,substitution,out,[],201950,,,1610612765,10,19,2024-10-26T23:21:24Z,690000,False,,,0,,SUB out: J. Holiday,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M30.00S,2024-10-26T23:21:11.1Z,1,REGULAR,substitution,in,[],1627736,,,1610612765,10,19,2024-10-26T23:21:24Z,700000,False,,,0,,SUB in: M. Beasley,[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M30.00S,2024-10-26T23:21:11.1Z,1,REGULAR,substitution,in,[],1628436,,,1610612765,10,19,2024-10-26T23:21:24Z,710000,False,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M30.00S,2024-10-26T23:21:11.1Z,1,REGULAR,substitution,in,[],1630202,,,1610612765,10,19,2024-10-26T23:21:24Z,720000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M30.00S,2024-10-26T23:21:11.1Z,1,REGULAR,substitution,out,[],201143,,,1610612765,10,19,2024-10-26T23:22:30Z,725000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M24.00S,2024-10-26T23:21:39.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630595,17.345597897503282,40.56372549019608,1610612765,10,19,2024-10-26T23:25:33Z,750000,False,47.0,111.0,1,left,MISS C. Cunningham 12' turnaround fadeaway Shot,[1630595],1610612765.0,DET,turnaround fadeaway,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Center,12.02,Missed,,,,,,,,,,,,,,,,,,
76,PT06M22.00S,2024-10-26T23:21:41.3Z,1,REGULAR,rebound,offensive,[],202699,,,1610612765,10,19,2024-10-26T23:25:33Z,760000,False,,,0,,T. Harris REBOUND (Off:1 Def:2),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Center,,,75.0,3.0,2.0,1.0,,,,,,,,,,,,,,
77,PT06M22.00S,2024-10-26T23:21:43.6Z,1,REGULAR,foul,personal,['2freethrow'],1628369,,,1610612765,10,19,2024-10-26T23:21:54Z,770000,False,,,0,,J. Tatum shooting personal FOUL (2 PF) (Harris 2 FT),"[1628369, 202699]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,,1179.0,,,,,2.0,0.0,Harris,202699.0,,,,
79,PT06M22.00S,2024-10-26T23:22:09.0Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],202699,,,1610612765,11,19,2024-10-26T23:24:13Z,790000,False,,,0,,T. Harris Free Throw 1 of 2 (3 PTS),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
80,PT06M22.00S,2024-10-26T23:22:27.2Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],202699,,,1610612765,12,19,2024-10-26T23:24:13Z,800000,False,,,0,,T. Harris Free Throw 2 of 2 (4 PTS),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
82,PT06M01.00S,2024-10-26T23:22:48.7Z,1,REGULAR,2pt,Jump Shot,[],1628369,85.46320630749014,30.882352941176478,1610612738,12,19,2024-10-26T23:23:26Z,810000,False,-96.0,84.0,1,right,MISS J. Tatum 12' fadeaway Shot,[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Left,12.73,Missed,,,,,,,,,,,,,,,,,,
83,PT05M59.00S,2024-10-26T23:22:50.7Z,1,REGULAR,rebound,offensive,[],1628436,,,1610612738,12,19,2024-10-26T23:28:20Z,820000,False,,,0,,L. Kornet REBOUND (Off:1 Def:0),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Mid-Range,8-16 Left,,,82.0,1.0,0.0,1.0,,,,,,,,,,,,,,
85,PT05M57.00S,2024-10-26T23:22:59.6Z,1,REGULAR,substitution,out,[],1627759,,,1610612738,12,19,2024-10-26T23:23:08Z,840000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M57.00S,2024-10-26T23:22:59.6Z,1,REGULAR,substitution,in,[],1630214,,,1610612738,12,19,2024-10-26T23:23:08Z,850000,False,,,0,,SUB in: X. Tillman,[1630214],1610612738.0,BOS,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M48.00S,2024-10-26T23:23:24.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628369,91.24507227332458,42.892156862745104,1610612738,12,21,2024-10-26T23:23:29Z,860000,False,-36.0,30.0,1,right,J. Tatum cutting DUNK (12 PTS) (L. Kornet 1 AST),"[1628369, 1628436]",1610612738.0,BOS,cutting,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,4.63,Made,,,,,12.0,,,L. Kornet,1628436.0,1.0,,,,,,,,
