actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,pointsTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
51,PT11M05.00S,2025-03-15T23:13:14.0Z,1,REGULAR,steal,,[],203501,,,1610612765,0,3,2025-03-15T23:21:16Z,157500,False,,,0,,T. Hardaway Jr. STEAL (1 STL),[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
16,PT10M55.00S,2025-03-15T23:13:19.8Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630595,24.392247043363994,29.166666666666668,1610612765,2,3,2025-03-15T23:20:09Z,160000,False,104.0,177.0,1,left,C. Cunningham 20' pullup Jump Shot (2 PTS),[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,Mid-Range,16-24 Right Center,,,,20.52,Made,,2.0,,,,,,,,,,,,,
17,PT10M41.00S,2025-03-15T23:13:33.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641717,88.78120893561103,41.911764705882355,1610612760,2,5,2025-03-15T23:13:39Z,170000,False,-40.0,53.0,1,right,C. Wallace 6' driving Layup (2 PTS),[1641717],1610612760.0,OKC,driving,,,Wallace,C. Wallace,,,,,In The Paint (Non-RA),0-8 Center,,,,6.66,Made,,2.0,,,,,,,,,,,,,
18,PT10M30.00S,2025-03-15T23:13:45.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631105,6.176084099868594,52.10631127450981,1610612765,4,5,2025-03-15T23:13:52Z,180000,False,-11.0,6.0,1,left,J. Duren cutting DUNK (2 PTS) (C. Cunningham 1 AST),"[1631105, 1630595]",1610612765.0,DET,cutting,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,1.19,Made,,2.0,,,,C. Cunningham,1630595.0,1.0,,,,,,,
20,PT10M12.00S,2025-03-15T23:14:03.2Z,1,REGULAR,3pt,Jump Shot,[],1629026,66.70499342969777,34.55882352941176,1610612760,4,5,2025-03-15T23:14:08Z,200000,False,-77.0,260.0,1,right,MISS K. Williams 27' 3PT,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Above the Break 3,24+ Center,,,,27.17,Missed,,,,,,,,,,,,,,,
21,PT10M09.00S,2025-03-15T23:14:06.2Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,4,5,2025-03-15T23:14:08Z,210000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:1),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Center,,,,,,20.0,,1.0,1.0,0.0,,,,,,,,,,
22,PT09M55.00S,2025-03-15T23:14:20.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1631105,15.719448094612352,46.32352941176471,1610612765,4,5,2025-03-15T23:14:27Z,220000,False,18.0,95.0,1,left,MISS J. Duren 9' turnaround Hook,[1631105],1610612765.0,DET,turnaround,,,Duren,J. Duren,,,,,In The Paint (Non-RA),8-16 Center,,,,9.71,Missed,,,,,,,,,,,,,,,
23,PT09M51.00S,2025-03-15T23:14:24.4Z,1,REGULAR,rebound,offensive,[],1641709,,,1610612765,4,5,2025-03-15T23:14:27Z,230000,False,,,0,,A. Thompson REBOUND (Off:1 Def:0),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,22.0,,1.0,0.0,1.0,,,,,,,,,,
24,PT09M48.00S,2025-03-15T23:14:27.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630595,9.806176084099869,48.03921568627451,1610612765,6,5,2025-03-15T23:18:32Z,240000,False,10.0,40.0,1,left,C. Cunningham driving Layup (4 PTS) (A. Thompson 1 AST),"[1630595, 1641709]",1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,,,,4.09,Made,,4.0,,,,A. Thompson,1641709.0,1.0,,,,,,,
26,PT09M33.00S,2025-03-15T23:14:44.0Z,1,REGULAR,3pt,Jump Shot,[],1641717,92.72339027595268,4.901960784313726,1610612760,6,8,2025-03-15T23:22:11Z,260000,False,-225.0,16.0,1,right,C. Wallace 3PT pullup (5 PTS) (S. Gilgeous-Alexander 1 AST),"[1641717, 1628983]",1610612760.0,OKC,pullup,,,Wallace,C. Wallace,,,,,Left Corner 3,24+ Left,,,,22.61,Made,,5.0,,,,S. Gilgeous-Alexander,1628983.0,1.0,,,,,,,
60,PT09M25.00S,2025-03-15T23:15:20.1Z,1,REGULAR,foul,personal,[],1641717,,,1610612765,6,8,2025-03-15T23:22:30Z,290000,False,,,0,,C. Wallace personal FOUL (1 PF),"[1641717, 203501]",1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,1627541.0,1.0,0.0,Hardaway Jr.,203501.0,,
31,PT09M24.00S,2025-03-15T23:15:56.3Z,1,REGULAR,3pt,Jump Shot,[],202699,30.798291721419176,70.58823529411765,1610612765,6,8,2025-03-16T00:16:36Z,310000,False,-103.0,237.0,1,left,MISS T. Harris 25' 3PT,[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Left Center,,,,25.84,Missed,,,,,,,,,,,,,,,
32,PT09M22.00S,2025-03-15T23:15:58.3Z,1,REGULAR,rebound,defensive,[],1629652,,,1610612760,6,8,2025-03-15T23:24:51Z,320000,False,,,0,,L. Dort REBOUND (Off:0 Def:2),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Mid-Range,16-24 Left Center,,,,,,31.0,,2.0,2.0,0.0,,,,,,,,,,
96,PT09M12.00S,2025-03-15T23:15:57.4Z,1,REGULAR,turnover,backcourt,[],1641717,,,1610612760,6,8,2025-03-15T23:27:20Z,322500,False,,,0,,C. Wallace backcourt TURNOVER (1 TO),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Center,1.0,,,,,,,,,,,,,101283.0,,,,,,
70,PT09M01.00S,2025-03-15T23:15:58.5Z,1,REGULAR,turnover,lost ball,[],1630595,,,1610612765,6,8,2025-03-15T23:23:01Z,325000,False,,,0,,C. Cunningham lost ball TURNOVER (2 TO),"[1630595, 1628983]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Mid-Range,16-24 Left Center,2.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,,,,,,,,
71,PT09M01.00S,2025-03-15T23:15:58.5Z,1,REGULAR,steal,,[],1628983,,,1610612760,6,8,2025-03-15T23:23:01Z,327500,False,,,0,,S. Gilgeous-Alexander STEAL (1 STL),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
36,PT08M48.00S,2025-03-15T23:16:12.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628983,91.27792378449409,46.32352941176471,1610612760,6,10,2025-03-15T23:27:42Z,360000,False,-18.0,29.0,1,right,S. Gilgeous-Alexander driving Layup (5 PTS),[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,3.48,Made,,5.0,,,,,,,,,,,,,
37,PT08M41.00S,2025-03-15T23:16:20.8Z,1,REGULAR,turnover,lost ball,[],1641709,,,1610612765,6,10,2025-03-15T23:17:01Z,370000,False,,,0,,A. Thompson lost ball TURNOVER (1 TO),"[1641709, 1641717]",1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Mid-Range,8-16 Left,1.0,Wallace,1641717.0,,,,,,,,,,,,,,,,,
38,PT08M41.00S,2025-03-15T23:16:20.8Z,1,REGULAR,steal,,[],1641717,,,1610612760,6,10,2025-03-15T23:16:23Z,380000,False,,,0,,C. Wallace STEAL (1 STL),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
39,PT08M36.00S,2025-03-15T23:16:24.8Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1641717,91.80354796320631,55.63725490196079,1610612760,6,12,2025-03-16T00:19:40Z,390000,False,28.0,25.0,1,right,C. Wallace running DUNK (7 PTS),[1641717],1610612760.0,OKC,running,,,Wallace,C. Wallace,,,,,Restricted Area,0-8 Center,,,,3.74,Made,,7.0,,,,,,,,,,,,,
41,PT08M25.00S,2025-03-15T23:16:52.7Z,1,REGULAR,3pt,Jump Shot,[],202699,9.806176084099869,5.392156862745098,1610612765,9,12,2025-03-15T23:17:08Z,410000,False,223.0,40.0,1,left,T. Harris 3PT  (3 PTS) (C. Cunningham 2 AST),"[202699, 1630595]",1610612765.0,DET,,,,Harris,T. Harris,,,,,Right Corner 3,24+ Right,,,,22.65,Made,,3.0,,,,C. Cunningham,1630595.0,2.0,,,,,,,
43,PT08M07.00S,2025-03-15T23:17:10.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,88.38699080157687,49.50980392156863,1610612760,9,14,2025-03-15T23:17:16Z,430000,False,-2.0,57.0,1,right,S. Gilgeous-Alexander driving floating bank Jump Shot (7 PTS),[1628983],1610612760.0,OKC,driving floating bank,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,,,,5.68,Made,,7.0,,,,,,,,,,,,,
45,PT07M51.00S,2025-03-15T23:17:40.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630595,20.18725361366623,53.431372549019606,1610612765,9,14,2025-03-15T23:17:44Z,450000,False,-17.0,137.0,1,left,MISS C. Cunningham 13' pullup Shot,[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Center,,,,13.84,Missed,,,,,,,,,,,,,,,
46,PT07M48.00S,2025-03-15T23:17:43.8Z,1,REGULAR,rebound,defensive,[],1641717,,,1610612760,9,14,2025-03-15T23:17:44Z,460000,False,,,0,,C. Wallace REBOUND (Off:0 Def:1),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,In The Paint (Non-RA),8-16 Center,,,,,,45.0,,1.0,1.0,0.0,,,,,,,,,,
47,PT07M37.00S,2025-03-15T23:17:53.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641717,85.62746386333771,46.32352941176471,1610612760,9,16,2025-03-15T23:17:58Z,470000,False,-18.0,83.0,1,right,C. Wallace 8' floating Jump Shot (9 PTS) (S. Gilgeous-Alexander 2 AST),"[1641717, 1628983]",1610612760.0,OKC,floating,,,Wallace,C. Wallace,,,,,In The Paint (Non-RA),8-16 Center,,,,8.46,Made,,9.0,,,,S. Gilgeous-Alexander,1628983.0,2.0,,,,,,,
49,PT07M37.00S,2025-03-15T23:18:00.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,9,16,2025-03-15T23:18:00Z,490000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M15.00S,2025-03-15T23:21:18.0Z,1,REGULAR,2pt,Jump Shot,[],202699,9.411957950065702,31.862745098039213,1610612765,9,16,2025-03-16T00:21:32Z,500000,False,91.0,36.0,1,left,MISS T. Harris 9' pullup Shot,[202699],1610612765.0,DET,pullup,,,Harris,T. Harris,,,,,Mid-Range,8-16 Right,,,,9.76,Missed,,,,,,,,,,,,,,,
53,PT07M14.00S,2025-03-15T23:21:19.0Z,1,REGULAR,rebound,offensive,[],1641709,,,1610612765,9,16,2025-03-16T00:21:32Z,510000,False,,,0,,A. Thompson REBOUND (Off:2 Def:0),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Mid-Range,8-16 Right,,,,,,52.0,,2.0,0.0,2.0,,,,,,,,,,
54,PT07M13.00S,2025-03-15T23:21:22.8Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1641709,5.590000152587891,50.0,1610612765,9,16,2025-03-16T00:21:47Z,520000,False,0.0,0.0,1,left,MISS A. Thompson tip Layup,[1641709],1610612765.0,DET,tip,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,0.0,Missed,,,,,,,,,,,,,,,
55,PT07M12.00S,2025-03-15T23:21:23.8Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612760,9,16,2025-03-16T00:21:47Z,530000,False,,,0,,I. Hartenstein REBOUND (Off:0 Def:1),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,54.0,,1.0,1.0,0.0,,,,,,,,,,
56,PT07M01.00S,2025-03-15T23:21:30.4Z,1,REGULAR,3pt,Jump Shot,[],1629026,64.20827858081472,28.431372549019606,1610612760,9,16,2025-03-15T23:22:11Z,540000,False,-108.0,284.0,1,right,MISS K. Williams 30' 3PT,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Above the Break 3,24+ Left Center,,,,30.37,Missed,,,,,,,,,,,,,,,
57,PT06M58.00S,2025-03-15T23:21:34.6Z,1,REGULAR,rebound,offensive,[],1628392,,,1610612760,9,16,2025-03-15T23:21:34Z,550000,False,,,0,,I. Hartenstein REBOUND (Off:1 Def:1),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Left Center,,,,,,56.0,,2.0,1.0,1.0,,,,,,,,,,
58,PT06M57.00S,2025-03-15T23:21:36.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629026,90.22667542706965,49.754901960784316,1610612760,9,18,2025-03-15T23:30:09Z,560000,False,-1.0,39.0,1,right,K. Williams cutting Layup (2 PTS) (I. Hartenstein 1 AST),"[1629026, 1628392]",1610612760.0,OKC,cutting,,,Williams,K. Williams,,,,,Restricted Area,0-8 Center,,,,3.94,Made,,2.0,,,,I. Hartenstein,1628392.0,1.0,,,,,,,
62,PT06M41.00S,2025-03-15T23:21:52.5Z,1,REGULAR,foul,personal,['2freethrow'],1628392,,,1610612765,9,18,2025-03-15T23:22:19Z,580000,False,,,0,,I. Hartenstein shooting personal FOUL (1 PF) (Duren 2 FT),"[1628392, 1631105]",1610612760.0,OKC,shooting,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,101283.0,1.0,0.0,Duren,1631105.0,,
64,PT06M41.00S,2025-03-15T23:22:23.5Z,1,REGULAR,freethrow,1 of 2,[],1631105,,,1610612765,9,18,2025-03-15T23:23:17Z,600000,False,,,0,,MISS J. Duren Free Throw 1 of 2,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
65,PT06M41.00S,2025-03-15T23:22:23.5Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612765,9,18,2025-03-15T23:23:17Z,610000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,64.0,,,,,,,,,,,,,,
66,PT06M41.00S,2025-03-15T23:22:24.6Z,1,REGULAR,substitution,out,[],1641709,,,1610612765,9,18,2025-03-15T23:22:30Z,620000,False,,,0,,SUB out: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M41.00S,2025-03-15T23:22:24.6Z,1,REGULAR,substitution,in,[],1627736,,,1610612765,9,18,2025-03-15T23:22:30Z,630000,False,,,0,,SUB in: M. Beasley,[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M41.00S,2025-03-15T23:22:23.5Z,1,REGULAR,freethrow,2 of 2,[],1631105,,,1610612765,9,18,2025-03-15T23:23:17Z,640000,False,,,0,,MISS J. Duren Free Throw 2 of 2,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
69,PT06M38.00S,2025-03-15T23:22:26.5Z,1,REGULAR,rebound,defensive,[],1629652,,,1610612760,9,18,2025-03-15T23:23:17Z,650000,False,,,0,,L. Dort REBOUND (Off:0 Def:3),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,68.0,,3.0,3.0,0.0,,,,,,,,,,
72,PT06M17.00S,2025-03-15T23:23:09.2Z,1,REGULAR,3pt,Jump Shot,[],1641717,66.17936925098554,28.676470588235293,1610612760,9,18,2025-03-15T23:23:17Z,660000,False,-107.0,265.0,1,right,MISS C. Wallace 28' 3PT,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Left Center,,,,28.6,Missed,,,,,,,,,,,,,,,
73,PT06M12.00S,2025-03-15T23:23:13.3Z,1,REGULAR,rebound,defensive,[],203501,,,1610612765,9,18,2025-03-15T23:23:13Z,670000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:1),[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,72.0,,1.0,1.0,0.0,,,,,,,,,,
74,PT06M07.00S,2025-03-15T23:23:18.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203501,13.222733245729303,44.6078431372549,1610612765,9,18,2025-03-15T23:31:14Z,680000,False,27.0,72.0,1,left,MISS T. Hardaway Jr. 7' running Layup,[203501],1610612765.0,DET,running,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,7.67,Missed,,,,,,,,,,,,,,,
75,PT06M04.00S,2025-03-15T23:23:21.8Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,9,18,2025-03-15T23:23:27Z,690000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:1),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,,,,,,74.0,,1.0,1.0,0.0,,,,,,,,,,
76,PT05M59.00S,2025-03-15T23:23:26.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641717,91.27792378449409,56.86274509803921,1610612760,9,18,2025-03-15T23:31:54Z,700000,False,34.0,29.0,1,right,MISS C. Wallace driving Layup,[1641717],1610612760.0,OKC,driving,,,Wallace,C. Wallace,,,,,In The Paint (Non-RA),0-8 Center,,,,4.52,Missed,,,,,,,,,,,,,,,
77,PT05M58.00S,2025-03-15T23:23:27.9Z,1,REGULAR,rebound,offensive,[],1628392,,,1610612760,9,18,2025-03-15T23:31:54Z,710000,False,,,0,,I. Hartenstein REBOUND (Off:2 Def:1),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,,,,,,76.0,,3.0,1.0,2.0,,,,,,,,,,
78,PT05M57.00S,2025-03-15T23:23:31.2Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628392,94.40999984741211,50.0,1610612760,9,18,2025-03-15T23:32:08Z,720000,False,0.0,0.0,1,right,MISS I. Hartenstein tip Layup,[1628392],1610612760.0,OKC,tip,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,0.0,Missed,,,,,,,,,,,,,,,
79,PT05M56.00S,2025-03-15T23:23:32.2Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,9,18,2025-03-15T23:32:08Z,730000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:2),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,,,,,,78.0,,2.0,2.0,0.0,,,,,,,,,,
80,PT05M49.00S,2025-03-15T23:23:38.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,11.12023653088042,57.107843137254896,1610612765,11,18,2025-03-15T23:23:47Z,740000,False,-36.0,52.0,1,left,C. Cunningham 6' driving Layup (6 PTS),[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,,,,6.3,Made,,6.0,,,,,,,,,,,,,
81,PT05M49.00S,2025-03-15T23:23:41.7Z,1,REGULAR,foul,personal,['1freethrow'],1628392,,,1610612765,11,18,2025-03-15T23:24:03Z,750000,False,,,0,,I. Hartenstein shooting personal FOUL (2 PF) (Cunningham 1 FT),"[1628392, 1630595]",1610612760.0,OKC,shooting,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,202035.0,2.0,0.0,Cunningham,1630595.0,,
83,PT05M49.00S,2025-03-15T23:23:56.7Z,1,REGULAR,substitution,out,[],1628392,,,1610612765,11,18,2025-03-15T23:24:33Z,770000,False,,,0,,SUB out: I. Hartenstein,[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M49.00S,2025-03-15T23:23:56.7Z,1,REGULAR,substitution,in,[],1631119,,,1610612765,11,18,2025-03-15T23:24:33Z,780000,False,,,0,,SUB in: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M49.00S,2025-03-15T23:24:17.6Z,1,REGULAR,freethrow,1 of 1,[],1630595,,,1610612765,12,18,2025-03-15T23:24:17Z,790000,False,,,0,,C. Cunningham Free Throw 1 of 1 (7 PTS),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,Made,,7.0,,,,,,,,,,,,,
86,PT05M38.00S,2025-03-15T23:24:30.4Z,1,REGULAR,3pt,Jump Shot,[],1631119,85.89027595269383,94.36274509803921,1610612760,12,18,2025-03-15T23:24:34Z,800000,False,222.0,80.0,1,right,MISS J. Williams 3PT,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Right Corner 3,24+ Right,,,,23.58,Missed,,,,,,,,,,,,,,,
87,PT05M35.00S,2025-03-15T23:24:33.4Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,12,18,2025-03-15T23:24:34Z,810000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:3),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Right Corner 3,24+ Right,,,,,,86.0,,3.0,3.0,0.0,,,,,,,,,,
