actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2024-10-23T23:13:13.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-10-23T23:13:13Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2024-10-23T23:13:15.5Z,1,REGULAR,jumpball,recovered,[],1630595,,,1610612765,0,0,2024-10-23T23:13:15Z,40000,False,,,0,,Jump Ball J. Duren vs. M. Turner: Tip to C. Cunningham,"[1630595, 1631105, 1626167]",1610612765.0,DET,startperiod,C. Cunningham,1630595.0,Cunningham,C. Cunningham,Duren,1631105.0,Turner,1626167.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2024-10-23T23:13:27.2Z,1,REGULAR,3pt,Jump Shot,[],203501,23.47240473061761,12.745098039215685,1610612765,3,0,2024-10-23T23:13:33Z,70000,False,186.0,168.0,1,left,T. Hardaway Jr. 25' 3PT  (3 PTS) (C. Cunningham 1 AST),"[203501, 1630595]",1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Right Center,25.09,Made,3.0,C. Cunningham,1630595.0,1.0,,,,,,,,,,,,,,
9,PT11M18.00S,2024-10-23T23:13:54.7Z,1,REGULAR,3pt,Jump Shot,[],1630169,68.54467805519053,27.205882352941174,1610612754,3,0,2024-10-23T23:14:00Z,90000,False,-114.0,243.0,1,right,MISS T. Haliburton 26' 3PT,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Left Center,26.86,Missed,,,,,,,,,,,,,,,,,,
10,PT11M15.00S,2024-10-23T23:13:58.4Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,3,0,2024-10-23T23:13:58Z,100000,False,,,0,,J. Duren REBOUND (Off:0 Def:1),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Left Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M08.00S,2024-10-23T23:14:04.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631093,7.703679369250986,54.90196078431373,1610612765,3,0,2024-10-23T23:14:09Z,110000,False,-25.0,20.0,1,left,MISS J. Ivey driving Layup,[1631093],1610612765.0,DET,driving,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,3.16,Missed,,,,,,,,,,,,,,,,,,
12,PT11M08.00S,2024-10-23T23:14:04.5Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,3,0,2024-10-23T23:14:09Z,120000,False,,,0,,M. Turner REBOUND (Off:0 Def:1),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
13,PT11M03.00S,2024-10-23T23:14:09.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630174,72.61826544021025,82.35294117647058,1610612754,3,0,2024-10-23T23:16:36Z,130000,False,162.0,205.0,1,right,MISS A. Nesmith 26' running 3PT,[1630174],1610612754.0,IND,running,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Right Center,26.11,Missed,,,,,,,,,,,,,,,,,,
14,PT11M00.00S,2024-10-23T23:14:12.5Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,3,0,2024-10-23T23:14:15Z,140000,False,,,0,,J. Duren REBOUND (Off:0 Def:2),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Right Center,,,,,,,13.0,2.0,2.0,0.0,,,,,,,,,,
15,PT10M52.00S,2024-10-23T23:14:20.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,6.915243101182654,47.30392156862745,1610612765,3,0,2024-10-23T23:14:26Z,150000,False,13.0,13.0,1,left,MISS C. Cunningham driving Layup,[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,1.84,Missed,,,,,,,,,,,,,,,,,,
16,PT10M48.00S,2024-10-23T23:14:24.4Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612754,3,0,2024-10-23T23:14:24Z,160000,False,,,0,,P. Siakam REBOUND (Off:0 Def:1),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,
17,PT10M40.00S,2024-10-23T23:14:32.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629614,82.86793692509855,42.15686274509804,1610612754,3,2,2024-10-23T23:14:38Z,170000,False,-39.0,109.0,1,right,A. Nembhard 11' pullup Jump Shot (2 PTS) (P. Siakam 1 AST),"[1629614, 1627783]",1610612754.0,IND,pullup,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),8-16 Center,11.54,Made,2.0,P. Siakam,1627783.0,1.0,,,,,,,,,,,,,,
