actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
91,PT05M24.00S,2025-02-02T20:27:35.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202696,90.09526938239159,42.8921568627451,1610612741,18,15,2025-02-02T20:27:41Z,900000,False,-36.0,41.0,1,right,N. Vučević turnaround Hook (6 PTS) (C. White 2 AST),"[202696, 1629632]",1610612741.0,CHI,turnaround,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),0-8 Center,5.39,Made,,,,6.0,C. White,1629632.0,2.0,,,,,,,,,,,
93,PT05M06.00S,2025-02-02T20:27:54.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,13.091327201051248,59.068627450980394,1610612765,18,15,2025-02-02T20:28:07Z,920000,False,-45.0,71.0,1,left,MISS T. Harris 8' fadeaway Shot,[202699],1610612765.0,DET,fadeaway,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Left,8.39,Missed,,,,,,,,,,,,,,,,,,
94,PT05M02.00S,2025-02-02T20:27:58.2Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,18,15,2025-02-02T20:28:07Z,930000,False,,,0,,N. Vučević REBOUND (Off:0 Def:3),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),8-16 Left,,,,,93.0,,,,,3.0,3.0,0.0,,,,,,,,
95,PT05M02.00S,2025-02-02T20:28:07.3Z,1,REGULAR,foul,personal,[],202699,,,1610612741,18,15,2025-02-02T20:28:20Z,940000,False,,,0,,T. Harris personal FOUL (1 PF),"[202699, 1630172]",1610612765.0,DET,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,2530.0,1.0,0.0,Williams,1630172.0
97,PT04M55.00S,2025-02-02T20:29:30.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,93.9060446780552,50.73529411764706,1610612741,18,17,2025-02-02T20:29:36Z,960000,False,4.0,5.0,1,right,A. Dosunmu driving Layup (5 PTS),[1630245],1610612741.0,CHI,driving,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,0.61,Made,,,,5.0,,,,,,,,,,,,,,
98,PT04M42.00S,2025-02-02T20:29:43.0Z,1,REGULAR,2pt,Jump Shot,[],203501,23.078186596583443,27.696078431372552,1610612765,20,17,2025-02-02T20:29:50Z,970000,False,112.0,164.0,1,left,T. Hardaway Jr. 19' pullup Jump Shot (6 PTS) (C. Cunningham 5 AST),"[203501, 1630595]",1610612765.0,DET,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,16-24 Right Center,19.86,Made,,,,6.0,C. Cunningham,1630595.0,5.0,,,,,,,,,,,
99,PT04M24.00S,2025-02-02T20:30:01.0Z,1,REGULAR,3pt,Jump Shot,[],1641824,93.51182654402102,95.58823529411765,1610612741,20,17,2025-02-02T20:30:06Z,980000,False,228.0,8.0,1,right,MISS M. Buzelis 3PT,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Right Corner 3,24+ Right,22.81,Missed,,,,,,,,,,,,,,,,,,
100,PT04M22.00S,2025-02-02T20:30:03.0Z,1,REGULAR,rebound,defensive,[],202699,,,1610612765,20,17,2025-02-02T20:30:06Z,990000,False,,,0,,T. Harris REBOUND (Off:0 Def:3),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Right Corner 3,24+ Right,,,,,99.0,,,,,3.0,3.0,0.0,,,,,,,,
104,PT04M13.00S,2025-02-02T20:30:09.1Z,1,REGULAR,turnover,out-of-bounds,[],1630595,,,1610612765,20,17,2025-02-02T20:32:35Z,995000,False,,,0,,C. Cunningham lost ball out-of-bounds TURNOVER (1 TO),[1630595],1610612765.0,DET,lost ball,,,Cunningham,C. Cunningham,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,1.0,,,1179.0,,,,
102,PT04M13.00S,2025-02-02T20:30:33.0Z,1,REGULAR,timeout,challenge,['team'],0,,,1610612741,20,17,2025-02-02T20:32:58Z,1010000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M13.00S,2025-02-02T20:32:05.9Z,1,REGULAR,substitution,out,[],203501,,,1610612741,20,17,2025-02-02T20:32:18Z,1030000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M13.00S,2025-02-02T20:32:05.9Z,1,REGULAR,substitution,out,[],1629632,,,1610612741,20,17,2025-02-02T20:32:18Z,1040000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M13.00S,2025-02-02T20:32:05.9Z,1,REGULAR,substitution,in,[],1631323,,,1610612741,20,17,2025-02-02T20:32:18Z,1050000,False,,,0,,SUB in: S. Fontecchio,[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M13.00S,2025-02-02T20:32:05.9Z,1,REGULAR,substitution,in,[],1630581,,,1610612741,20,17,2025-02-02T20:32:18Z,1060000,False,,,0,,SUB in: J. Giddey,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M52.00S,2025-02-02T20:32:45.7Z,1,REGULAR,turnover,out-of-bounds,[],1630172,,,1610612741,20,17,2025-02-02T20:33:15Z,1070000,False,,,0,,P. Williams bad pass out-of-bounds TURNOVER (1 TO),[1630172],1610612741.0,CHI,bad pass,,,Williams,P. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1.0,,,1179.0,,,,
110,PT03M52.00S,2025-02-02T20:33:00.2Z,1,REGULAR,substitution,out,[],1630245,,,1610612765,20,17,2025-02-02T20:33:03Z,1080000,False,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M52.00S,2025-02-02T20:33:00.2Z,1,REGULAR,substitution,in,[],1628366,,,1610612765,20,17,2025-02-02T20:33:03Z,1090000,False,,,0,,SUB in: L. Ball,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M36.00S,2025-02-02T20:33:26.0Z,1,REGULAR,substitution,out,[],1631105,,,1610612765,20,17,2025-02-02T20:33:34Z,1110000,False,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M36.00S,2025-02-02T20:33:26.0Z,1,REGULAR,substitution,out,[],1630595,,,1610612765,20,17,2025-02-02T20:33:34Z,1120000,False,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M36.00S,2025-02-02T20:33:26.0Z,1,REGULAR,substitution,in,[],1631204,,,1610612765,20,17,2025-02-02T20:33:34Z,1130000,False,,,0,,SUB in: M. Sasser,[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M36.00S,2025-02-02T20:33:26.0Z,1,REGULAR,substitution,in,[],1630191,,,1610612765,20,17,2025-02-02T20:33:34Z,1140000,False,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M30.00S,2025-02-02T20:33:51.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627736,8.360709592641262,4.411764705882353,1610612765,23,17,2025-02-02T20:33:56Z,1150000,False,228.0,26.0,1,left,M. Beasley 3PT  (3 PTS) (M. Sasser 1 AST),"[1627736, 1631204]",1610612765.0,DET,,,,Beasley,M. Beasley,,,,,Right Corner 3,24+ Right,22.94,Made,,,,3.0,M. Sasser,1631204.0,1.0,,,,,,,,,,,
119,PT03M21.00S,2025-02-02T20:34:01.9Z,1,REGULAR,3pt,Jump Shot,[],202696,78.66294349540078,11.519607843137255,1610612741,23,20,2025-02-02T20:45:28Z,1170000,False,-192.0,148.0,1,right,N. Vučević 24' 3PT  (9 PTS) (M. Buzelis 1 AST),"[202696, 1641824]",1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Left Center,24.28,Made,,,,9.0,M. Buzelis,1641824.0,1.0,,,,,,,,,,,
121,PT02M54.00S,2025-02-02T20:34:27.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,9.280551905387648,49.26470588235294,1610612765,25,20,2025-02-02T20:45:38Z,1190000,False,4.0,35.0,1,left,T. Harris turnaround fadeaway Jump Shot (6 PTS),[202699],1610612765.0,DET,turnaround fadeaway,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,3.49,Made,,,,6.0,,,,,,,,,,,,,,
123,PT02M43.00S,2025-02-02T20:34:38.6Z,1,REGULAR,3pt,Jump Shot,[],1641824,67.7562417871222,38.23529411764706,1610612741,25,23,2025-02-02T20:34:49Z,1200000,False,-59.0,251.0,1,right,M. Buzelis 25' 3PT step back (3 PTS) (N. Vučević 2 AST),"[1641824, 202696]",1610612741.0,CHI,step back,,,Buzelis,M. Buzelis,,,,,Above the Break 3,24+ Center,25.74,Made,,,,3.0,N. Vučević,202696.0,2.0,,,,,,,,,,,
126,PT02M27.00S,2025-02-02T20:34:54.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631323,8.360709592641262,53.67647058823529,1610612765,25,23,2025-02-02T20:34:59Z,1220000,False,-18.0,26.0,1,left,MISS S. Fontecchio driving Layup - blocked,"[1631323, 1630172]",1610612765.0,DET,driving,,,Fontecchio,S. Fontecchio,,,,,Restricted Area,0-8 Center,3.19,Missed,Williams,1630172.0,,,,,,,,,,,,,,,,
127,PT02M27.00S,2025-02-02T20:34:54.9Z,1,REGULAR,block,,[],1630172,,,1610612765,25,23,2025-02-02T20:34:57Z,1230000,False,,,0,,P. Williams BLOCK (1 BLK),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
128,PT02M23.00S,2025-02-02T20:34:58.9Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612741,25,23,2025-02-02T20:34:59Z,1240000,False,,,0,,J. Giddey REBOUND (Off:0 Def:3),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,,126.0,,,,,3.0,3.0,0.0,,,,,,,,
129,PT02M19.00S,2025-02-02T20:35:02.7Z,1,REGULAR,3pt,Jump Shot,[],1630172,89.17542706964521,95.58823529411765,1610612741,25,26,2025-02-02T20:35:10Z,1250000,False,228.0,49.0,1,right,P. Williams 3PT  (3 PTS) (N. Vučević 3 AST),"[1630172, 202696]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,Right Corner 3,24+ Right,23.32,Made,,,,3.0,N. Vučević,202696.0,3.0,,,,,,,,,,,
131,PT02M06.00S,2025-02-02T20:35:28.2Z,1,REGULAR,turnover,traveling,[],1631204,,,1610612765,25,26,2025-02-02T20:35:34Z,1270000,False,,,0,,M. Sasser traveling TURNOVER (1 TO),[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1.0,,,2530.0,,,,
132,PT02M06.00S,2025-02-02T20:35:36.8Z,1,REGULAR,substitution,out,[],202696,,,1610612741,25,26,2025-02-02T20:35:38Z,1280000,False,,,0,,SUB out: N. Vučević,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M06.00S,2025-02-02T20:35:36.8Z,1,REGULAR,substitution,in,[],1641763,,,1610612741,25,26,2025-02-02T20:35:38Z,1290000,False,,,0,,SUB in: J. Phillips,[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT01M51.00S,2025-02-02T20:35:53.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628366,62.23718791064389,42.64705882352941,1610612741,25,29,2025-02-02T20:35:59Z,1300000,False,-37.0,302.0,1,right,L. Ball 30' 3PT  (6 PTS) (J. Phillips 1 AST),"[1628366, 1641763]",1610612741.0,CHI,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Center,30.47,Made,,,,6.0,J. Phillips,1641763.0,1.0,,,,,,,,,,,
136,PT01M32.00S,2025-02-02T20:36:13.1Z,1,REGULAR,turnover,lost ball,[],1627736,,,1610612765,25,29,2025-02-02T20:36:17Z,1320000,False,,,0,,M. Beasley lost ball TURNOVER (1 TO),"[1627736, 1630172]",1610612765.0,DET,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1.0,Williams,1630172.0,,,,,
137,PT01M32.00S,2025-02-02T20:36:13.1Z,1,REGULAR,steal,,[],1630172,,,1610612741,25,29,2025-02-02T20:36:14Z,1330000,False,,,0,,P. Williams STEAL (1 STL),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
138,PT01M30.00S,2025-02-02T20:36:18.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630172,92.85479632063075,48.03921568627451,1610612741,25,31,2025-02-02T20:49:13Z,1340000,False,-10.0,15.0,1,right,P. Williams running Layup (5 PTS),[1630172],1610612741.0,CHI,running,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,1.77,Made,,,,5.0,,,,,,,,,,,,,,
139,PT01M30.00S,2025-02-02T20:36:21.2Z,1,REGULAR,foul,personal,['1freethrow'],1627736,,,1610612741,25,31,2025-02-02T20:36:26Z,1350000,False,,,0,,M. Beasley shooting personal FOUL (1 PF) (Williams 1 FT),"[1627736, 1630172]",1610612765.0,DET,shooting,,,Beasley,M. Beasley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2530.0,1.0,0.0,Williams,1630172.0
141,PT01M30.00S,2025-02-02T20:36:44.5Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1630172,,,1610612741,25,31,2025-02-02T20:36:49Z,1370000,False,,,0,,MISS P. Williams Free Throw 1 of 1,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
142,PT01M28.00S,2025-02-02T20:36:46.5Z,1,REGULAR,rebound,defensive,[],1631204,,,1610612765,25,31,2025-02-02T20:36:49Z,1380000,False,,,0,,M. Sasser REBOUND (Off:0 Def:1),[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,,,,,,,141.0,,,,,1.0,1.0,0.0,,,,,,,,
143,PT01M15.00S,2025-02-02T20:36:58.2Z,1,REGULAR,3pt,Jump Shot,[],1627736,28.33442838370565,21.07843137254902,1610612765,25,31,2025-02-02T20:37:03Z,1390000,False,145.0,214.0,1,left,MISS M. Beasley 25' 3PT,[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Right Center,25.81,Missed,,,,,,,,,,,,,,,,,,
144,PT01M12.00S,2025-02-02T20:37:01.2Z,1,REGULAR,rebound,defensive,[],1630172,,,1610612741,25,31,2025-02-02T20:37:03Z,1400000,False,,,0,,P. Williams REBOUND (Off:0 Def:1),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Right Center,,,,,143.0,,,,,1.0,1.0,0.0,,,,,,,,
145,PT01M06.00S,2025-02-02T20:37:07.6Z,1,REGULAR,turnover,bad pass,[],1630172,,,1610612741,25,31,2025-02-02T20:37:12Z,1410000,False,,,0,,P. Williams bad pass TURNOVER (2 TO),"[1630172, 1627736]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,2.0,Beasley,1627736.0,,,,,
146,PT01M06.00S,2025-02-02T20:37:07.6Z,1,REGULAR,steal,,[],1627736,,,1610612765,25,31,2025-02-02T20:37:08Z,1420000,False,,,0,,M. Beasley STEAL (1 STL),[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
147,PT01M01.00S,2025-02-02T20:37:13.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630191,5.863994743758213,46.568627450980394,1610612765,27,31,2025-02-02T20:37:22Z,1430000,False,17.0,3.0,1,left,I. Stewart running Layup (2 PTS) (M. Beasley 1 AST),"[1630191, 1627736]",1610612765.0,DET,running,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,1.74,Made,,,,2.0,M. Beasley,1627736.0,1.0,,,,,,,,,,,
149,PT00M55.10S,2025-02-02T20:37:22.8Z,1,REGULAR,3pt,Jump Shot,[],1630581,75.77201051248358,8.823529411764707,1610612741,27,31,2025-02-02T20:37:26Z,1450000,False,-206.0,175.0,1,right,MISS J. Giddey 27' 3PT,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,27.04,Missed,,,,,,,,,,,,,,,,,,
150,PT00M53.00S,2025-02-02T20:37:24.9Z,1,REGULAR,rebound,defensive,[],202699,,,1610612765,27,31,2025-02-02T20:37:26Z,1460000,False,,,0,,T. Harris REBOUND (Off:0 Def:4),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Left Center,,,,,149.0,,,,,4.0,4.0,0.0,,,,,,,,
151,PT00M47.20S,2025-02-02T20:37:30.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627736,29.517082785808146,72.54901960784314,1610612765,27,31,2025-02-02T20:51:17Z,1470000,False,-113.0,225.0,1,left,MISS M. Beasley 25' running 3PT,[1627736],1610612765.0,DET,running,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Left Center,25.16,Missed,,,,,,,,,,,,,,,,,,
152,PT00M44.80S,2025-02-02T20:37:33.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612741,27,31,2025-02-02T20:37:38Z,1480000,False,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,151.0,,,,,,,,,,,,,,,
154,PT00M41.00S,2025-02-02T20:37:51.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631204,,,1610612741,27,31,2025-02-02T20:38:04Z,1500000,False,,,0,,M. Sasser shooting personal FOUL (1 PF) (Giddey 2 FT),"[1631204, 1630581]",1610612765.0,DET,shooting,,,Sasser,M. Sasser,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1179.0,1.0,0.0,Giddey,1630581.0
156,PT00M41.00S,2025-02-02T20:38:12.8Z,1,REGULAR,freethrow,1 of 2,[],1630581,,,1610612741,27,32,2025-02-02T20:38:12Z,1520000,False,,,0,,J. Giddey Free Throw 1 of 2 (1 PTS),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,Made,,,,1.0,,,,,,,,,,,,,,
157,PT00M41.00S,2025-02-02T20:38:25.3Z,1,REGULAR,freethrow,2 of 2,[],1630581,,,1610612741,27,33,2025-02-02T20:38:25Z,1530000,False,,,0,,J. Giddey Free Throw 2 of 2 (2 PTS),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,Made,,,,2.0,,,,,,,,,,,,,,
158,PT00M35.50S,2025-02-02T20:38:37.7Z,1,REGULAR,3pt,Jump Shot,[],1627736,32.14520367936925,35.53921568627451,1610612765,30,33,2025-02-02T20:38:57Z,1540000,False,72.0,250.0,1,left,M. Beasley 26' 3PT pullup (6 PTS) (M. Sasser 2 AST),"[1627736, 1631204]",1610612765.0,DET,pullup,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Center,26.0,Made,,,,6.0,M. Sasser,1631204.0,2.0,,,,,,,,,,,
160,PT00M27.30S,2025-02-02T20:38:54.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631204,,,1610612741,30,33,2025-02-02T20:38:58Z,1560000,False,,,0,,M. Sasser personal FOUL (2 PF) (Ball 2 FT),"[1631204, 1628366]",1610612765.0,DET,,,,Sasser,M. Sasser,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,1179.0,2.0,0.0,Ball,1628366.0
162,PT00M27.30S,2025-02-02T20:39:15.6Z,1,REGULAR,freethrow,1 of 2,[],1628366,,,1610612741,30,34,2025-02-02T20:39:15Z,1580000,False,,,0,,L. Ball Free Throw 1 of 2 (7 PTS),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,Made,,,,7.0,,,,,,,,,,,,,,
163,PT00M27.30S,2025-02-02T20:39:26.1Z,1,REGULAR,freethrow,2 of 2,[],1628366,,,1610612741,30,35,2025-02-02T20:39:26Z,1590000,False,,,0,,L. Ball Free Throw 2 of 2 (8 PTS),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,Made,,,,8.0,,,,,,,,,,,,,,
164,PT00M03.50S,2025-02-02T20:39:52.3Z,1,REGULAR,turnover,bad pass,[],1631204,,,1610612765,30,35,2025-02-02T20:40:00Z,1600000,False,,,0,,M. Sasser bad pass TURNOVER (2 TO),"[1631204, 1630581]",1610612765.0,DET,,,,Sasser,M. Sasser,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,2.0,Giddey,1630581.0,,,,,
165,PT00M03.50S,2025-02-02T20:39:52.3Z,1,REGULAR,steal,,[],1630581,,,1610612741,30,35,2025-02-02T20:39:55Z,1610000,False,,,0,,J. Giddey STEAL (1 STL),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
166,PT00M00.30S,2025-02-02T20:39:56.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630581,91.93495400788436,48.28431372549019,1610612741,30,35,2025-02-02T20:40:28Z,1620000,False,-9.0,23.0,1,right,MISS J. Giddey running Layup,[1630581],1610612741.0,CHI,running,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,2.48,Missed,,,,,,,,,,,,,,,,,,
167,PT00M00.10S,2025-02-02T20:39:57.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,30,35,2025-02-02T20:40:28Z,1630000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Restricted Area,0-8 Center,,,,,166.0,,,,,,,,,,,,,,,
168,PT00M00.00S,2025-02-02T20:40:13.5Z,1,REGULAR,period,end,[],0,,,1610612741,30,35,2025-02-02T20:40:13Z,1640000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2025-02-02T20:42:21.2Z,2,REGULAR,substitution,out,['startperiod'],202699,,,1610612741,30,35,2025-02-02T20:42:36Z,1660000,False,,,0,,SUB out: T. Harris,[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2025-02-02T20:42:21.2Z,2,REGULAR,substitution,out,['startperiod'],1631204,,,1610612741,30,35,2025-02-02T20:42:36Z,1670000,False,,,0,,SUB out: M. Sasser,[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2025-02-02T20:42:21.2Z,2,REGULAR,substitution,out,['startperiod'],1628366,,,1610612741,30,35,2025-02-02T20:42:36Z,1680000,False,,,0,,SUB out: L. Ball,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2025-02-02T20:42:21.2Z,2,REGULAR,substitution,out,['startperiod'],1641824,,,1610612741,30,35,2025-02-02T20:42:36Z,1690000,False,,,0,,SUB out: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2025-02-02T20:42:21.2Z,2,REGULAR,substitution,in,['startperiod'],1641842,,,1610612741,30,35,2025-02-02T20:42:36Z,1700000,False,,,0,,SUB in: R. Holland II,[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2025-02-02T20:42:21.2Z,2,REGULAR,substitution,in,['startperiod'],1630595,,,1610612741,30,35,2025-02-02T20:42:36Z,1710000,False,,,0,,SUB in: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2025-02-02T20:42:21.2Z,2,REGULAR,substitution,in,['startperiod'],1629632,,,1610612741,30,35,2025-02-02T20:42:36Z,1720000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2025-02-02T20:42:21.2Z,2,REGULAR,substitution,in,['startperiod'],1631207,,,1610612741,30,35,2025-02-02T20:42:36Z,1730000,False,,,0,,SUB in: D. Terry,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2025-02-02T20:42:38.4Z,2,REGULAR,foul,technical,['1freethrow'],1630581,,,1610612741,30,35,2025-02-02T20:42:46Z,1740000,False,,,0,,J. Giddey technical FOUL (1 Tech),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,2530.0,1.0,1.0,,
179,PT12M00.00S,2025-02-02T20:42:54.1Z,2,REGULAR,freethrow,1 of 1,[],1627736,,,1610612741,30,35,2025-02-02T20:42:54Z,1750000,False,,,0,,MISS M. Beasley technical Free Throw 1 of 1,[1627736],1610612765.0,DET,technical,,,Beasley,M. Beasley,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2025-02-02T20:42:54.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,30,35,2025-02-02T20:43:04Z,1760000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,179.0,,,,,,,,,,,,,,,
181,PT12M00.00S,2025-02-02T20:43:16.6Z,2,REGULAR,period,start,[],0,,,1610612765,30,35,2025-02-02T20:43:16Z,1770000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
