actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
419,PT04M52.00S,2024-11-10T21:36:48.8Z,3,REGULAR,foul,personal,['2freethrow'],1630595,,,1610612745,56,53,2024-11-10T21:36:59Z,4110000,False,,,0,,C. Cunningham shooting personal FOUL (2 PF) (Sengun 2 FT),"[1630595, 1630578]",1610612765.0,DET,shooting,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,2530.0,2.0,0.0,Sengun,1630578.0,,,,,,
422,PT04M52.00S,2024-11-10T21:37:21.9Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1630578,,,1610612745,56,54,2024-11-10T21:37:21Z,4130000,False,,,0,,A. Sengun Free Throw 1 of 2 (19 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Made,,,,,19.0,,,,,,,,,,,,,
423,PT04M52.00S,2024-11-10T21:37:51.1Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1630578,,,1610612745,56,55,2024-11-10T21:37:51Z,4140000,False,,,0,,A. Sengun Free Throw 2 of 2 (20 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Made,,,,,20.0,,,,,,,,,,,,,
424,PT04M34.00S,2024-11-10T21:38:15.7Z,3,REGULAR,turnover,traveling,[],1630595,,,1610612765,56,55,2024-11-10T21:38:20Z,4150000,False,,,0,,C. Cunningham traveling TURNOVER (3 TO),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,1627963.0,,,,,3.0,,,,,
425,PT04M23.00S,2024-11-10T21:38:36.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1627832,31.61957950065703,58.08823529411765,1610612745,56,58,2024-11-10T21:39:01Z,4160000,False,-40.0,245.0,1,left,F. VanVleet 24' 3PT pullup (5 PTS),[1627832],1610612745.0,HOU,pullup,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Center,24.8,Made,,,,,5.0,,,,,,,,,,,,,
426,PT04M18.00S,2024-11-10T21:38:47.5Z,3,REGULAR,foul,technical,['1freethrow'],1630595,,,1610612765,56,58,2024-11-10T21:39:02Z,4170000,False,,,0,,C. Cunningham technical FOUL (1 Tech),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,1627963.0,2.0,1.0,,,,,,,,
427,PT04M18.00S,2024-11-10T21:39:12.2Z,3,REGULAR,freethrow,1 of 1,[],1627832,,,1610612765,56,58,2024-11-10T21:39:12Z,4180000,False,,,0,,MISS F. VanVleet technical Free Throw 1 of 1,[1627832],1610612745.0,HOU,technical,,,VanVleet,F. VanVleet,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
428,PT04M18.00S,2024-11-10T21:39:12.2Z,3,REGULAR,rebound,defensive,"['deadball', 'team']",0,,,1610612765,56,58,2024-11-10T21:39:12Z,4190000,False,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,427.0,,,,,,,,,,,,,,,,,
429,PT04M18.00S,2024-11-10T21:39:13.2Z,3,REGULAR,substitution,out,[],203501,,,1610612765,56,58,2024-11-10T21:39:27Z,4200000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT04M18.00S,2024-11-10T21:39:13.2Z,3,REGULAR,substitution,in,[],1631323,,,1610612765,56,58,2024-11-10T21:39:27Z,4210000,False,,,0,,SUB in: S. Fontecchio,[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT04M08.00S,2024-11-10T21:39:37.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,90.75229960578186,50.98039215686274,1610612765,56,58,2024-11-10T21:39:42Z,4220000,False,5.0,34.0,1,right,MISS C. Cunningham driving Layup,[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,3.47,Missed,,,,,,,,,,,,,,,,,,
432,PT04M06.00S,2024-11-10T21:39:39.7Z,3,REGULAR,rebound,defensive,[],1630578,,,1610612745,56,58,2024-11-10T21:39:42Z,4230000,False,,,0,,A. Sengun REBOUND (Off:1 Def:7),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,431.0,8.0,7.0,1.0,,,,,,,,,,,,,,
433,PT03M53.00S,2024-11-10T21:39:52.7Z,3,REGULAR,3pt,Jump Shot,[],1628415,19.530223390275953,92.8921568627451,1610612745,56,58,2024-11-10T21:39:57Z,4240000,False,-214.0,131.0,1,left,MISS D. Brooks 25' 3PT,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Left Center,25.14,Missed,,,,,,,,,,,,,,,,,,
434,PT03M51.00S,2024-11-10T21:39:54.7Z,3,REGULAR,rebound,defensive,[],202699,,,1610612765,56,58,2024-11-10T21:39:57Z,4250000,False,,,0,,T. Harris REBOUND (Off:0 Def:5),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Left Center,,,433.0,5.0,5.0,0.0,,,,,,,,,,,,,,
435,PT03M44.00S,2024-11-10T21:40:03.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,93.9060446780552,54.41176470588235,1610612765,58,58,2024-11-10T21:40:09Z,4260000,False,22.0,5.0,1,right,C. Cunningham cutting Layup (20 PTS) (T. Harris 1 AST),"[1630595, 202699]",1610612765.0,DET,cutting,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,2.26,Made,,,,,20.0,,,,,,,,,T. Harris,202699.0,1.0,,
437,PT03M44.00S,2024-11-10T21:40:08.1Z,3,REGULAR,foul,personal,['1freethrow'],1631106,,,1610612765,58,58,2024-11-10T21:40:19Z,4280000,False,,,0,,T. Eason shooting personal FOUL (1 PF) (Cunningham 1 FT),"[1631106, 1630595]",1610612745.0,HOU,shooting,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,,,,,,,,,,2530.0,1.0,0.0,Cunningham,1630595.0,,,,,,
439,PT03M44.00S,2024-11-10T21:40:38.8Z,3,REGULAR,freethrow,1 of 1,[],1630595,,,1610612765,58,58,2024-11-10T21:40:38Z,4300000,False,,,0,,MISS C. Cunningham Free Throw 1 of 1,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
440,PT03M41.00S,2024-11-10T21:40:40.1Z,3,REGULAR,rebound,defensive,[],1641708,,,1610612745,58,58,2024-11-10T21:40:40Z,4310000,False,,,0,,A. Thompson REBOUND (Off:1 Def:3),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,439.0,4.0,3.0,1.0,,,,,,,,,,,,,,
441,PT03M30.00S,2024-11-10T21:40:53.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627736,,,1610612745,58,58,2024-11-10T21:41:04Z,4320000,False,,,0,,M. Beasley shooting personal FOUL (1 PF) (Thompson 2 FT),"[1627736, 1641708]",1610612765.0,DET,shooting,,,Beasley,M. Beasley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,2530.0,1.0,0.0,Thompson,1641708.0,,,,,,
443,PT03M30.00S,2024-11-10T21:41:17.1Z,3,REGULAR,freethrow,1 of 2,[],1641708,,,1610612745,58,59,2024-11-10T21:41:17Z,4340000,False,,,0,,A. Thompson Free Throw 1 of 2 (5 PTS),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
444,PT03M30.00S,2024-11-10T21:41:18.0Z,3,REGULAR,substitution,out,[],1630595,,,1610612745,58,59,2024-11-10T21:41:42Z,4350000,False,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT03M30.00S,2024-11-10T21:41:18.0Z,3,REGULAR,substitution,out,[],202699,,,1610612745,58,59,2024-11-10T21:41:42Z,4360000,False,,,0,,SUB out: T. Harris,[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT03M30.00S,2024-11-10T21:41:18.0Z,3,REGULAR,substitution,in,[],1641842,,,1610612745,58,59,2024-11-10T21:41:42Z,4370000,False,,,0,,SUB in: R. Holland II,[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT03M30.00S,2024-11-10T21:41:18.0Z,3,REGULAR,substitution,in,[],1631093,,,1610612745,58,59,2024-11-10T21:41:42Z,4380000,False,,,0,,SUB in: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT03M30.00S,2024-11-10T21:41:43.6Z,3,REGULAR,freethrow,2 of 2,[],1641708,,,1610612745,58,60,2024-11-10T21:41:43Z,4390000,False,,,0,,A. Thompson Free Throw 2 of 2 (6 PTS),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
449,PT03M13.00S,2024-11-10T21:42:03.1Z,3,REGULAR,foul,personal,['2freethrow'],1630578,,,1610612765,58,60,2024-11-10T21:42:13Z,4400000,False,,,0,,A. Sengun shooting personal FOUL (2 PF) (Reed 2 FT),"[1630578, 1630194]",1610612745.0,HOU,shooting,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,2530.0,2.0,0.0,Reed,1630194.0,,,,,,
451,PT03M13.00S,2024-11-10T21:42:35.6Z,3,REGULAR,freethrow,1 of 2,[],1630194,,,1610612765,59,60,2024-11-10T21:42:35Z,4420000,False,,,0,,P. Reed Free Throw 1 of 2 (3 PTS),[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
452,PT03M13.00S,2024-11-10T21:42:45.3Z,3,REGULAR,freethrow,2 of 2,[],1630194,,,1610612765,60,60,2024-11-10T21:42:45Z,4430000,False,,,0,,P. Reed Free Throw 2 of 2 (4 PTS),[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
453,PT02M47.00S,2024-11-10T21:43:11.6Z,3,REGULAR,2pt,Jump Shot,[],1630578,21.23850197109067,46.81372549019608,1610612745,60,62,2024-11-10T21:43:16Z,4440000,False,16.0,147.0,1,left,A. Sengun 14' turnaround fadeaway Jump Shot (22 PTS),[1630578],1610612745.0,HOU,turnaround fadeaway,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Center,14.8,Made,,,,,22.0,,,,,,,,,,,,,
454,PT02M38.00S,2024-11-10T21:43:20.2Z,3,REGULAR,turnover,bad pass,[],1627736,,,1610612765,60,62,2024-11-10T21:43:25Z,4450000,False,,,0,,M. Beasley bad pass TURNOVER (3 TO),"[1627736, 1631106]",1610612765.0,DET,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,3.0,,,,Eason,1631106.0
455,PT02M38.00S,2024-11-10T21:43:20.2Z,3,REGULAR,steal,,[],1631106,,,1610612745,60,62,2024-11-10T21:43:22Z,4460000,False,,,0,,T. Eason STEAL (1 STL),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
456,PT02M37.00S,2024-11-10T21:43:23.8Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631106,7.5722733245729295,55.88235294117647,1610612745,60,64,2024-11-10T21:44:01Z,4470000,False,-29.0,19.0,1,left,T. Eason running Layup (4 PTS),[1631106],1610612745.0,HOU,running,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,3.48,Made,,,,,4.0,,,,,,,,,,,,,
457,PT02M37.00S,2024-11-10T21:43:28.4Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630194,,,1610612745,60,64,2024-11-10T21:43:38Z,4480000,False,,,0,,P. Reed shooting personal FOUL (4 PF) (Eason 1 FT),"[1630194, 1631106]",1610612765.0,DET,shooting,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,,,,,,,,,2530.0,4.0,0.0,Eason,1631106.0,,,,,,
459,PT02M37.00S,2024-11-10T21:43:48.7Z,3,REGULAR,substitution,out,[],1630194,,,1610612745,60,64,2024-11-10T21:44:01Z,4500000,False,,,0,,SUB out: P. Reed,[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT02M37.00S,2024-11-10T21:43:48.7Z,3,REGULAR,substitution,in,[],1630191,,,1610612745,60,64,2024-11-10T21:44:01Z,4510000,False,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT02M37.00S,2024-11-10T21:44:07.7Z,3,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1631106,,,1610612745,60,65,2024-11-10T21:44:07Z,4520000,False,,,0,,T. Eason Free Throw 1 of 1 (5 PTS),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
545,PT02M18.00S,2024-11-10T21:44:21.7Z,3,REGULAR,turnover,lost ball,[],1631093,,,1610612765,60,65,2024-11-10T21:57:51Z,4525000,False,,,0,,J. Ivey lost ball TURNOVER (4 TO),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,4.0,,,,,
462,PT02M18.00S,2024-11-10T21:44:35.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631093,,,1610612745,60,65,2024-11-10T21:57:51Z,4530000,False,,,0,,J. Ivey loose ball personal FOUL (3 PF) (Eason 2 FT),"[1631093, 1631106]",1610612765.0,DET,loose ball,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,1627519.0,3.0,0.0,Eason,1631106.0,,,,,,
465,PT02M18.00S,2024-11-10T21:45:06.9Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1631106,,,1610612745,60,66,2024-11-10T21:57:51Z,4560000,False,,,0,,T. Eason Free Throw 1 of 2 (6 PTS),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
466,PT02M18.00S,2024-11-10T21:45:07.9Z,3,REGULAR,substitution,out,[],1630578,,,1610612745,60,66,2024-11-10T21:45:14Z,4570000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT02M18.00S,2024-11-10T21:45:07.9Z,3,REGULAR,substitution,in,[],1629111,,,1610612745,60,66,2024-11-10T21:45:14Z,4580000,False,,,0,,SUB in: J. Landale,[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT02M18.00S,2024-11-10T21:45:28.2Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1631106,,,1610612745,60,66,2024-11-10T21:57:51Z,4590000,False,,,0,,MISS T. Eason Free Throw 2 of 2,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
469,PT02M17.00S,2024-11-10T21:45:32.2Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612765,60,66,2024-11-10T21:45:32Z,4600000,False,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,468.0,,,,,,,,,,,,,,,,,
471,PT02M00.00S,2024-11-10T21:45:52.7Z,3,REGULAR,3pt,Jump Shot,[],1627736,67.8014126149803,40.26118259803921,1610612765,60,66,2024-11-10T21:46:16Z,4620000,False,-49.0,250.0,1,right,MISS M. Beasley 25' pullup 3PT,[1627736],1610612765.0,DET,pullup,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Center,25.49,Missed,,,,,,,,,,,,,,,,,,
472,PT01M57.00S,2024-11-10T21:45:55.7Z,3,REGULAR,rebound,defensive,[],1629111,,,1610612745,60,66,2024-11-10T21:45:59Z,4630000,False,,,0,,J. Landale REBOUND (Off:1 Def:3),[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,Above the Break 3,24+ Center,,,471.0,4.0,3.0,1.0,,,,,,,,,,,,,,
473,PT01M44.00S,2024-11-10T21:46:08.7Z,3,REGULAR,2pt,Jump Shot,[],1627832,23.47240473061761,66.17647058823529,1610612745,60,68,2024-11-10T21:46:13Z,4640000,False,-81.0,168.0,1,left,F. VanVleet 18' pullup Jump Shot (7 PTS),[1627832],1610612745.0,HOU,pullup,,,VanVleet,F. VanVleet,,,,,Mid-Range,16-24 Left Center,18.66,Made,,,,,7.0,,,,,,,,,,,,,
474,PT01M26.00S,2024-11-10T21:46:27.6Z,3,REGULAR,2pt,Jump Shot,[],1631093,96.27135348226018,88.97058823529412,1610612765,60,68,2024-11-10T21:46:32Z,4650000,False,195.0,-17.0,1,right,MISS J. Ivey 19' step back Shot,[1631093],1610612765.0,DET,step back,,,Ivey,J. Ivey,,,,,Mid-Range,16-24 Right,19.57,Missed,,,,,,,,,,,,,,,,,,
475,PT01M22.00S,2024-11-10T21:46:31.6Z,3,REGULAR,rebound,defensive,[],1629111,,,1610612745,60,68,2024-11-10T22:00:19Z,4660000,False,,,0,,J. Landale REBOUND (Off:1 Def:4),[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,Mid-Range,16-24 Right,,,474.0,5.0,4.0,1.0,,,,,,,,,,,,,,
476,PT01M18.00S,2024-11-10T21:46:37.8Z,3,REGULAR,foul,offensive,[],1629111,,,1610612745,60,68,2024-11-10T21:46:53Z,4670000,False,,,0,,J. Landale offensive FOUL (1 PF),"[1629111, 1641842]",1610612745.0,HOU,,,,Landale,J. Landale,,,,,Above the Break 3,24+ Center,,,,,,,,,,1627963.0,1.0,0.0,Holland II,1641842.0,,,,,,
478,PT01M18.00S,2024-11-10T21:46:37.8Z,3,REGULAR,turnover,offensive foul,[],1629111,,,1610612745,60,68,2024-11-10T21:46:37Z,4690000,False,,,0,,J. Landale offensive foul TURNOVER (1 TO),[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,Above the Break 3,24+ Center,,,,,,,,,,1627963.0,,,,,1.0,,,,,
479,PT01M18.00S,2024-11-10T21:46:46.9Z,3,REGULAR,substitution,out,[],1628415,,,1610612765,60,68,2024-11-10T21:46:49Z,4700000,False,,,0,,SUB out: D. Brooks,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT01M18.00S,2024-11-10T21:46:46.9Z,3,REGULAR,substitution,in,[],1630224,,,1610612765,60,68,2024-11-10T21:46:49Z,4710000,False,,,0,,SUB in: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT01M07.00S,2024-11-10T21:47:03.9Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630191,90.62089356110381,52.69607843137255,1610612765,62,68,2024-11-10T21:47:10Z,4720000,False,13.0,36.0,1,right,I. Stewart cutting DUNK (10 PTS) (M. Beasley 3 AST),"[1630191, 1627736]",1610612765.0,DET,cutting,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,3.82,Made,,,,,10.0,,,,,,,,,M. Beasley,1627736.0,3.0,,
483,PT00M43.30S,2024-11-10T21:47:28.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631106,6.258212877792378,51.470588235294116,1610612745,62,70,2024-11-10T21:48:14Z,4740000,False,-7.0,6.0,1,left,T. Eason cutting Layup (8 PTS) (F. VanVleet 6 AST),"[1631106, 1627832]",1610612745.0,HOU,cutting,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,0.97,Made,,,,,8.0,,,,,,,,,F. VanVleet,1627832.0,6.0,,
485,PT00M29.50S,2024-11-10T21:47:46.1Z,3,REGULAR,turnover,lost ball,[],1631093,,,1610612765,62,70,2024-11-10T21:47:52Z,4760000,False,,,0,,J. Ivey lost ball TURNOVER (5 TO),"[1631093, 1630224]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,5.0,,,,Green,1630224.0
486,PT00M29.50S,2024-11-10T21:47:46.1Z,3,REGULAR,steal,,[],1630224,,,1610612745,62,70,2024-11-10T21:49:44Z,4770000,False,,,0,,J. Green STEAL (2 STL),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
487,PT00M25.70S,2024-11-10T21:47:49.9Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631106,5.601182654402102,47.549019607843135,1610612745,62,70,2024-11-10T21:47:57Z,4780000,False,12.0,0.0,1,left,MISS T. Eason running DUNK,[1631106],1610612745.0,HOU,running,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,1.23,Missed,,,,,,,,,,,,,,,,,,
488,PT00M22.90S,2024-11-10T21:47:52.7Z,3,REGULAR,rebound,defensive,[],1631093,,,1610612765,62,70,2024-11-10T21:47:57Z,4790000,False,,,0,,J. Ivey REBOUND (Off:0 Def:5),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,,,487.0,5.0,5.0,0.0,,,,,,,,,,,,,,
489,PT00M06.60S,2024-11-10T21:48:11.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641708,,,1610612765,62,70,2024-11-10T21:48:19Z,4800000,False,,,0,,A. Thompson personal FOUL (2 PF) (Fontecchio 2 FT),"[1641708, 1631323]",1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Mid-Range,16-24 Center,,,,,,,,,,1627519.0,2.0,0.0,Fontecchio,1631323.0,,,,,,
491,PT00M06.60S,2024-11-10T21:48:39.5Z,3,REGULAR,freethrow,1 of 2,[],1631323,,,1610612765,63,70,2024-11-10T21:48:39Z,4820000,False,,,0,,S. Fontecchio Free Throw 1 of 2 (4 PTS),[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
492,PT00M06.60S,2024-11-10T21:48:54.9Z,3,REGULAR,freethrow,2 of 2,[],1631323,,,1610612765,64,70,2024-11-10T21:48:55Z,4830000,False,,,0,,S. Fontecchio Free Throw 2 of 2 (5 PTS),[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
493,PT00M02.00S,2024-11-10T21:49:08.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627736,,,1610612745,64,70,2024-11-10T21:49:16Z,4840000,False,,,0,,M. Beasley shooting personal FOUL (2 PF) (Thompson 2 FT),"[1627736, 1641708]",1610612765.0,DET,shooting,,,Beasley,M. Beasley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1627519.0,2.0,0.0,Thompson,1641708.0,,,,,,
495,PT00M02.00S,2024-11-10T21:49:35.3Z,3,REGULAR,freethrow,1 of 2,[],1641708,,,1610612745,64,71,2024-11-10T21:49:35Z,4860000,False,,,0,,A. Thompson Free Throw 1 of 2 (7 PTS),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
496,PT00M02.00S,2024-11-10T21:49:41.6Z,3,REGULAR,substitution,out,[],1629111,,,1610612745,64,71,2024-11-10T21:49:46Z,4870000,False,,,0,,SUB out: J. Landale,[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT00M02.00S,2024-11-10T21:49:41.6Z,3,REGULAR,substitution,in,[],1628415,,,1610612745,64,71,2024-11-10T21:49:46Z,4880000,False,,,0,,SUB in: D. Brooks,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT00M02.00S,2024-11-10T21:50:00.6Z,3,REGULAR,freethrow,2 of 2,[],1641708,,,1610612745,64,72,2024-11-10T21:50:00Z,4890000,False,,,0,,A. Thompson Free Throw 2 of 2 (8 PTS),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
500,PT00M00.80S,2024-11-10T21:50:05.9Z,3,REGULAR,3pt,Jump Shot,[],1641842,21.23850197109067,65.19607843137256,1610612765,64,72,2024-11-10T21:52:16Z,4910000,False,76.0,688.0,1,right,MISS R. Holland II 69' pullup 3PT,[1641842],1610612765.0,DET,pullup,,,Holland II,R. Holland II,,,,,Mid-Range,16-24 Left Center,69.21,Missed,,,,,,,,,,,,,,,,,,
501,PT00M00.10S,2024-11-10T21:50:06.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612765,64,72,2024-11-10T21:50:42Z,4920000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Mid-Range,16-24 Left Center,,,500.0,,,,,,,,,,,,,,,,,
502,PT00M00.00S,2024-11-10T21:50:15.0Z,3,REGULAR,period,end,[],0,,,1610612765,64,72,2024-11-10T21:50:15Z,4930000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT12M00.00S,2024-11-10T21:52:11.5Z,4,REGULAR,substitution,out,['startperiod'],1631093,,,1610612765,64,72,2024-11-10T21:52:45Z,4940000,False,,,0,,SUB out: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT12M00.00S,2024-11-10T21:52:11.5Z,4,REGULAR,substitution,out,['startperiod'],1627832,,,1610612765,64,72,2024-11-10T21:52:45Z,4950000,False,,,0,,SUB out: F. VanVleet,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT12M00.00S,2024-11-10T21:52:11.5Z,4,REGULAR,substitution,out,['startperiod'],1628415,,,1610612765,64,72,2024-11-10T21:52:45Z,4960000,False,,,0,,SUB out: D. Brooks,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT12M00.00S,2024-11-10T21:52:11.5Z,4,REGULAR,substitution,in,['startperiod'],1630595,,,1610612765,64,72,2024-11-10T21:52:45Z,4970000,False,,,0,,SUB in: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
