actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-03-18T00:10:37.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-03-18T00:10:37Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2025-03-18T00:10:40.8Z,1,REGULAR,jumpball,recovered,[],202699,,,1610612765,0,0,2025-03-18T00:10:40Z,40000,False,,,0,,Jump Ball J. Duren vs. Y. Missi: Tip to T. Harris,"[202699, 1631105, 1642274]",1610612765.0,DET,startperiod,T. Harris,202699.0,Harris,T. Harris,Duren,1631105.0,Missi,1642274.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M37.00S,2025-03-18T00:10:59.6Z,1,REGULAR,3pt,Jump Shot,[],202699,31.882391590013142,65.68627450980392,1610612765,0,0,2025-03-18T00:11:05Z,70000,False,-78.0,247.0,1,left,MISS T. Harris 25' 3PT,[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Center,25.93,Missed,,,,,,,,,,,,,,,,,,
8,PT11M34.00S,2025-03-18T00:11:02.6Z,1,REGULAR,rebound,defensive,[],1629627,,,1610612740,0,0,2025-03-18T00:11:05Z,80000,False,,,0,,Z. Williamson REBOUND (Off:0 Def:1),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Above the Break 3,24+ Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M19.00S,2025-03-18T00:11:17.7Z,1,REGULAR,turnover,bad pass,[],1630530,,,1610612740,0,0,2025-03-18T00:11:21Z,90000,False,,,0,,T. Murphy III bad pass TURNOVER (1 TO),"[1630530, 1641709]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Center,,,,,,,1.0,Thompson,1641709.0,,,,,,,,,,,
10,PT11M19.00S,2025-03-18T00:11:17.7Z,1,REGULAR,steal,,[],1641709,,,1610612765,0,0,2025-03-18T00:11:20Z,100000,False,,,0,,A. Thompson STEAL (1 STL),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
11,PT11M11.00S,2025-03-18T00:11:29.3Z,1,REGULAR,foul,personal,['2freethrow'],203482,,,1610612765,0,0,2025-03-18T00:12:11Z,110000,False,,,0,,K. Olynyk shooting personal FOUL (1 PF) (Duren 2 FT),"[203482, 1631105]",1610612740.0,NOP,shooting,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1628159.0,1.0,0.0,Duren,1631105.0,,,,,,
13,PT11M11.00S,2025-03-18T00:12:07.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,0,0,2025-03-18T00:12:07Z,130000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,PT11M11.00S,2025-03-18T00:14:23.6Z,1,REGULAR,substitution,out,[],1630530,,,1610612765,0,0,2025-03-18T00:14:29Z,140000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
15,PT11M11.00S,2025-03-18T00:14:23.6Z,1,REGULAR,substitution,in,[],1641722,,,1610612765,0,0,2025-03-18T00:14:29Z,150000,False,,,0,,SUB in: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
