actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
15,PT10M43.00S,2024-12-08T00:11:42.1Z,1,REGULAR,rebound,defensive,[],1642274,,,1610612740,0,2,2024-12-08T00:11:43Z,150000,False,,,0,,Y. Missi REBOUND (Off:0 Def:1),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,,
16,PT10M38.00S,2024-12-08T00:11:47.2Z,1,REGULAR,turnover,bad pass,[],1627749,,,1610612740,0,2,2024-12-08T00:11:51Z,160000,False,,,0,,D. Murray bad pass TURNOVER (1 TO),"[1627749, 1629652]",1610612740.0,NOP,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Center,1.0,Dort,1629652.0,,,,,,,,,,,,,,,,,
17,PT10M38.00S,2024-12-08T00:11:47.2Z,1,REGULAR,steal,,[],1629652,,,1610612760,0,2,2024-12-08T00:11:49Z,170000,False,,,0,,L. Dort STEAL (1 STL),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
18,PT10M28.00S,2024-12-08T00:11:57.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628983,5.732588699080158,53.67647058823529,1610612760,0,4,2024-12-08T00:12:01Z,180000,False,-18.0,1.0,1,left,S. Gilgeous-Alexander driving Layup (4 PTS),[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,1.85,Made,,,,,4.0,,,,,,,,,,
19,PT10M09.00S,2024-12-08T00:12:17.6Z,1,REGULAR,foul,offensive,[],1630529,,,1610612740,0,4,2024-12-08T00:12:27Z,190000,False,,,0,,H. Jones offensive FOUL (1 PF),"[1630529, 1629652]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1628951.0,1.0,0.0,Dort,1629652.0,,,,,
21,PT10M09.00S,2024-12-08T00:12:17.6Z,1,REGULAR,turnover,offensive foul,[],1630529,,,1610612740,0,4,2024-12-08T00:12:17Z,210000,False,,,0,,H. Jones offensive foul TURNOVER (1 TO),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Center,1.0,,,,,,,,,,1628951.0,,,,,,,,,
22,PT09M58.00S,2024-12-08T00:12:49.5Z,1,REGULAR,foul,personal,[],203468,,,1610612760,0,4,2024-12-08T00:12:58Z,220000,False,,,0,,C. McCollum personal FOUL (1 PF),"[203468, 1641717]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1628951.0,1.0,0.0,Wallace,1641717.0,,,,,
24,PT09M52.00S,2024-12-08T00:13:17.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628983,6.652431011826544,51.225490196078425,1610612760,0,6,2024-12-08T00:13:23Z,240000,False,-6.0,10.0,1,left,S. Gilgeous-Alexander driving finger roll Layup (6 PTS) (C. Wallace 1 AST),"[1628983, 1641717]",1610612760.0,OKC,driving finger roll,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,1.17,Made,,,,,6.0,,,,,,C. Wallace,1641717.0,1.0,,
26,PT09M35.00S,2024-12-08T00:13:33.8Z,1,REGULAR,turnover,bad pass,[],203468,,,1610612740,0,6,2024-12-08T00:13:37Z,260000,False,,,0,,C. McCollum bad pass TURNOVER (1 TO),"[203468, 1641717]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,1.0,Wallace,1641717.0,,,,,,,,,,,,,,,,,
27,PT09M35.00S,2024-12-08T00:13:33.8Z,1,REGULAR,steal,,[],1641717,,,1610612760,0,6,2024-12-08T00:13:35Z,270000,False,,,0,,C. Wallace STEAL (1 STL),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
28,PT09M31.00S,2024-12-08T00:13:37.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641717,5.863994743758213,47.794117647058826,1610612760,0,8,2024-12-08T00:13:53Z,280000,False,11.0,3.0,1,left,C. Wallace running Layup (2 PTS) (S. Gilgeous-Alexander 1 AST),"[1641717, 1628983]",1610612760.0,OKC,running,,,Wallace,C. Wallace,,,,,Restricted Area,0-8 Center,,,,1.13,Made,,,,,2.0,,,,,,S. Gilgeous-Alexander,1628983.0,1.0,,
30,PT09M31.00S,2024-12-08T00:14:10.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,0,8,2024-12-08T00:14:10Z,300000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,PT09M19.00S,2024-12-08T00:16:46.4Z,1,REGULAR,turnover,out-of-bounds,[],1630529,,,1610612740,0,8,2024-12-08T00:16:54Z,310000,False,,,0,,H. Jones bad pass out-of-bounds TURNOVER (2 TO),[1630529],1610612740.0,NOP,bad pass,,,Jones,H. Jones,,,,,Above the Break 3,24+ Right Center,2.0,,,,,,,,,,1628951.0,,,,,,,,,
32,PT09M02.00S,2024-12-08T00:17:09.0Z,1,REGULAR,turnover,bad pass,[],1631114,,,1610612760,0,8,2024-12-08T00:17:12Z,320000,False,,,0,,J. Williams bad pass TURNOVER (1 TO),"[1631114, 1642274]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Center,1.0,Missi,1642274.0,,,,,,,,,,,,,,,,,
33,PT09M02.00S,2024-12-08T00:17:09.0Z,1,REGULAR,steal,,[],1642274,,,1610612740,0,8,2024-12-08T00:22:21Z,330000,False,,,0,,Y. Missi STEAL (1 STL),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
34,PT08M51.00S,2024-12-08T00:17:20.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203468,86.28449408672799,48.77450980392157,1610612740,0,8,2024-12-08T00:18:36Z,340000,False,-6.0,76.0,1,right,MISS C. McCollum 7' step back Shot,[203468],1610612740.0,NOP,step back,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,,,,7.66,Missed,,,,,,,,,,,,,,,
35,PT08M49.00S,2024-12-08T00:17:22.6Z,1,REGULAR,rebound,defensive,[],1641717,,,1610612760,0,8,2024-12-08T00:17:25Z,350000,False,,,0,,C. Wallace REBOUND (Off:0 Def:3),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,In The Paint (Non-RA),0-8 Center,,,,,,34.0,3.0,3.0,0.0,,,,,,,,,,,
36,PT08M40.00S,2024-12-08T00:17:31.5Z,1,REGULAR,2pt,Jump Shot,[],1631114,21.50131406044678,41.17647058823529,1610612760,0,10,2024-12-08T00:17:37Z,360000,False,44.0,150.0,1,left,J. Williams 15' pullup Jump Shot (2 PTS) (I. Hartenstein 1 AST),"[1631114, 1628392]",1610612760.0,OKC,pullup,,,Williams,J. Williams,,,,,Mid-Range,8-16 Center,,,,15.6,Made,,,,,2.0,,,,,,I. Hartenstein,1628392.0,1.0,,
38,PT08M29.00S,2024-12-08T00:17:44.4Z,1,REGULAR,foul,personal,[],1628392,,,1610612740,0,10,2024-12-08T00:17:52Z,380000,False,,,0,,I. Hartenstein personal FOUL (1 PF),"[1628392, 1627742]",1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,2004.0,1.0,0.0,Ingram,1627742.0,,,,,
40,PT08M20.00S,2024-12-08T00:18:12.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642274,93.64323258869908,52.69607843137255,1610612740,2,10,2024-12-08T00:19:39Z,400000,False,13.0,7.0,1,right,Y. Missi cutting Layup (2 PTS) (B. Ingram 1 AST),"[1642274, 1627742]",1610612740.0,NOP,cutting,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,,,1.53,Made,,,,,2.0,,,,,,B. Ingram,1627742.0,1.0,,
42,PT08M04.00S,2024-12-08T00:18:28.0Z,1,REGULAR,3pt,Jump Shot,[],1641717,11.514454664914586,3.6764705882352944,1610612760,2,10,2024-12-08T00:18:32Z,420000,False,232.0,56.0,1,left,MISS C. Wallace 3PT,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Right Corner 3,24+ Right,,,,23.82,Missed,,,,,,,,,,,,,,,
43,PT08M01.00S,2024-12-08T00:18:31.0Z,1,REGULAR,rebound,defensive,[],1630529,,,1610612740,2,10,2024-12-08T00:18:32Z,430000,False,,,0,,H. Jones REBOUND (Off:0 Def:1),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Right Corner 3,24+ Right,,,,,,42.0,1.0,1.0,0.0,,,,,,,,,,,
44,PT07M54.00S,2024-12-08T00:18:37.4Z,1,REGULAR,turnover,lost ball,[],1630529,,,1610612740,2,10,2024-12-08T00:18:42Z,440000,False,,,0,,H. Jones lost ball TURNOVER (3 TO),"[1630529, 1631114]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,In The Paint (Non-RA),8-16 Left,3.0,Williams,1631114.0,,,,,,,,,,,,,,,,,
45,PT07M54.00S,2024-12-08T00:18:37.4Z,1,REGULAR,steal,,[],1631114,,,1610612760,2,10,2024-12-08T00:18:39Z,450000,False,,,0,,J. Williams STEAL (1 STL),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
46,PT07M49.00S,2024-12-08T00:18:42.9Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1628983,29.25427069645204,76.47058823529412,1610612760,2,13,2024-12-08T00:21:34Z,460000,False,-132.0,222.0,1,left,S. Gilgeous-Alexander 25' 3PT running pullup (9 PTS) (I. Hartenstein 2 AST),"[1628983, 1628392]",1610612760.0,OKC,running pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Left Center,,,,25.89,Made,,,,,9.0,,,,,,I. Hartenstein,1628392.0,2.0,,
47,PT07M34.00S,2024-12-08T00:18:57.6Z,1,REGULAR,3pt,Jump Shot,[],1627742,69.59592641261499,28.431372549019606,1610612740,2,13,2024-12-08T00:19:02Z,470000,False,-108.0,233.0,1,right,MISS B. Ingram 25' step back 3PT,[1627742],1610612740.0,NOP,step back,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Left Center,,,,25.7,Missed,,,,,,,,,,,,,,,
48,PT07M31.00S,2024-12-08T00:19:00.6Z,1,REGULAR,rebound,defensive,[],1631114,,,1610612760,2,13,2024-12-08T00:19:02Z,480000,False,,,0,,J. Williams REBOUND (Off:0 Def:1),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,47.0,1.0,1.0,0.0,,,,,,,,,,,
49,PT07M21.00S,2024-12-08T00:19:10.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628392,6.1268068331143235,48.77450980392157,1610612760,2,15,2024-12-08T00:19:15Z,490000,False,6.0,5.0,1,left,I. Hartenstein driving DUNK (2 PTS) (S. Gilgeous-Alexander 2 AST),"[1628392, 1628983]",1610612760.0,OKC,driving,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,0.8,Made,,,,,2.0,,,,,,S. Gilgeous-Alexander,1628983.0,2.0,,
51,PT06M57.00S,2024-12-08T00:19:35.3Z,1,REGULAR,3pt,Jump Shot,[],1630529,77.21747700394218,89.2156862745098,1610612740,5,15,2024-12-08T00:19:39Z,510000,False,196.0,162.0,1,right,H. Jones 25' 3PT  (3 PTS) (C. McCollum 1 AST),"[1630529, 203468]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Right Center,,,,25.42,Made,,,,,3.0,,,,,,C. McCollum,203468.0,1.0,,
53,PT06M38.00S,2024-12-08T00:19:53.9Z,1,REGULAR,3pt,Jump Shot,[],1629652,6.258212877792378,96.07843137254902,1610612760,5,18,2024-12-08T00:19:57Z,530000,False,-230.0,6.0,1,left,L. Dort 3PT  (3 PTS) (J. Williams 1 AST),"[1629652, 1631114]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Left Corner 3,24+ Left,,,,23.05,Made,,,,,3.0,,,,,,J. Williams,1631114.0,1.0,,
55,PT06M18.00S,2024-12-08T00:20:13.3Z,1,REGULAR,turnover,bad pass,[],1627749,,,1610612740,5,18,2024-12-08T00:20:17Z,550000,False,,,0,,D. Murray bad pass TURNOVER (2 TO),"[1627749, 1641717]",1610612740.0,NOP,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Right Center,2.0,Wallace,1641717.0,,,,,,,,,,,,,,,,,
56,PT06M18.00S,2024-12-08T00:20:13.3Z,1,REGULAR,steal,,[],1641717,,,1610612760,5,18,2024-12-08T00:20:34Z,560000,False,,,0,,C. Wallace STEAL (2 STL),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
57,PT06M13.00S,2024-12-08T00:20:19.8Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631114,7.046649145860711,50.98039215686274,1610612760,5,20,2024-12-08T00:26:39Z,570000,False,-5.0,14.0,1,left,J. Williams running alley-oop DUNK (4 PTS) (S. Gilgeous-Alexander 3 AST),"[1631114, 1628983]",1610612760.0,OKC,running alley-oop,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,1.45,Made,,,,,4.0,,,,,,S. Gilgeous-Alexander,1628983.0,3.0,,
59,PT05M51.00S,2024-12-08T00:20:40.8Z,1,REGULAR,3pt,Jump Shot,[],1627749,67.62483574244416,51.225490196078425,1610612740,8,20,2024-12-08T00:20:45Z,590000,False,6.0,252.0,1,right,D. Murray 25' 3PT pullup (3 PTS),[1627749],1610612740.0,NOP,pullup,,,Murray,D. Murray,,,,,Above the Break 3,24+ Center,,,,25.19,Made,,,,,3.0,,,,,,,,,,
60,PT05M31.00S,2024-12-08T00:21:01.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631114,11.251642575558476,64.4607843137255,1610612760,8,20,2024-12-08T00:21:05Z,600000,False,-72.0,53.0,1,left,MISS J. Williams 8' pullup Shot,[1631114],1610612760.0,OKC,pullup,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Left,,,,8.98,Missed,,,,,,,,,,,,,,,
61,PT05M29.00S,2024-12-08T00:21:03.3Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612740,8,20,2024-12-08T00:21:05Z,610000,False,,,0,,D. Murray REBOUND (Off:0 Def:1),[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Left,,,,,,60.0,1.0,1.0,0.0,,,,,,,,,,,
62,PT05M24.00S,2024-12-08T00:21:08.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,80.76544021024968,44.85294117647059,1610612740,10,20,2024-12-08T00:21:24Z,620000,False,-26.0,128.0,1,right,D. Murray 13' turnaround Jump Shot (5 PTS),[1627749],1610612740.0,NOP,turnaround,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,,13.08,Made,,,,,5.0,,,,,,,,,,
63,PT05M22.00S,2024-12-08T00:21:16.7Z,1,REGULAR,timeout,full,['team'],0,,,1610612760,10,20,2024-12-08T00:21:16Z,630000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT05M22.00S,2024-12-08T00:23:49.9Z,1,REGULAR,substitution,out,[],203468,,,1610612760,10,20,2024-12-08T00:24:02Z,640000,False,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT05M22.00S,2024-12-08T00:23:49.9Z,1,REGULAR,substitution,out,[],1642274,,,1610612760,10,20,2024-12-08T00:24:02Z,650000,False,,,0,,SUB out: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT05M22.00S,2024-12-08T00:23:49.9Z,1,REGULAR,substitution,out,[],1628392,,,1610612760,10,20,2024-12-08T00:24:02Z,660000,False,,,0,,SUB out: I. Hartenstein,[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT05M22.00S,2024-12-08T00:23:49.9Z,1,REGULAR,substitution,in,[],1630530,,,1610612760,10,20,2024-12-08T00:24:02Z,670000,False,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT05M22.00S,2024-12-08T00:23:49.9Z,1,REGULAR,substitution,in,[],1630527,,,1610612760,10,20,2024-12-08T00:24:02Z,680000,False,,,0,,SUB in: B. Boston Jr.,[1630527],1610612740.0,NOP,,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M22.00S,2024-12-08T00:23:49.9Z,1,REGULAR,substitution,in,[],1630198,,,1610612760,10,20,2024-12-08T00:24:02Z,690000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M03.00S,2024-12-08T00:24:30.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,6.1268068331143235,46.32352941176471,1610612760,10,22,2024-12-08T00:24:37Z,700000,False,18.0,5.0,1,left,S. Gilgeous-Alexander driving Layup (11 PTS),[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,1.91,Made,,,,,11.0,,,,,,,,,,
72,PT04M38.00S,2024-12-08T00:24:54.5Z,1,REGULAR,2pt,Jump Shot,[],1627742,91.27792378449409,75.73529411764706,1610612740,10,22,2024-12-08T00:24:59Z,710000,False,129.0,29.0,1,right,MISS B. Ingram 13' turnaround Shot - blocked,"[1627742, 1629652]",1610612740.0,NOP,turnaround,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Right,,,,13.2,Missed,,,,,,,,,,,,,,Dort,1629652.0
73,PT04M38.00S,2024-12-08T00:24:54.5Z,1,REGULAR,block,,[],1629652,,,1610612740,10,22,2024-12-08T00:24:56Z,720000,False,,,0,,L. Dort BLOCK (1 BLK),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
74,PT04M36.00S,2024-12-08T00:24:56.5Z,1,REGULAR,rebound,defensive,[],1641717,,,1610612760,10,22,2024-12-08T00:24:59Z,730000,False,,,0,,C. Wallace REBOUND (Off:0 Def:4),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Mid-Range,8-16 Right,,,,,,72.0,4.0,4.0,0.0,,,,,,,,,,,
75,PT04M33.00S,2024-12-08T00:24:59.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631114,27.283180026281208,79.90196078431373,1610612760,10,22,2024-12-08T00:25:05Z,740000,False,-150.0,204.0,1,left,MISS J. Williams 25' running 3PT,[1631114],1610612760.0,OKC,running,,,Williams,J. Williams,,,,,Above the Break 3,24+ Left Center,,,,25.29,Missed,,,,,,,,,,,,,,,
76,PT04M30.00S,2024-12-08T00:25:02.4Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612740,10,22,2024-12-08T00:25:05Z,750000,False,,,0,,D. Murray REBOUND (Off:0 Def:2),[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,,,,,,75.0,2.0,2.0,0.0,,,,,,,,,,,
77,PT04M21.00S,2024-12-08T00:25:11.3Z,1,REGULAR,3pt,Jump Shot,[],1630527,94.43166885676742,3.9215686274509802,1610612740,10,22,2024-12-08T00:25:15Z,760000,False,-230.0,0.0,1,right,MISS B. Boston Jr. 3PT,[1630527],1610612740.0,NOP,,,,Boston Jr.,B. Boston Jr.,,,,,Left Corner 3,24+ Left,,,,23.04,Missed,,,,,,,,,,,,,,,
78,PT04M19.00S,2024-12-08T00:25:13.3Z,1,REGULAR,rebound,defensive,[],1630198,,,1610612760,10,22,2024-12-08T00:25:15Z,770000,False,,,0,,I. Joe REBOUND (Off:0 Def:1),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Left Corner 3,24+ Left,,,,,,77.0,1.0,1.0,0.0,,,,,,,,,,,
79,PT04M06.00S,2024-12-08T00:25:26.7Z,1,REGULAR,3pt,Jump Shot,[],1641717,26.363337713534822,80.88235294117648,1610612760,10,25,2024-12-08T00:25:31Z,780000,False,-154.0,195.0,1,left,C. Wallace 24' 3PT  (5 PTS) (I. Joe 1 AST),"[1641717, 1630198]",1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Left Center,,,,24.9,Made,,,,,5.0,,,,,,I. Joe,1630198.0,1.0,,
82,PT03M58.00S,2024-12-08T00:25:41.7Z,1,REGULAR,substitution,out,[],1631114,,,1610612740,10,25,2024-12-08T00:25:45Z,810000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT03M58.00S,2024-12-08T00:25:41.7Z,1,REGULAR,substitution,in,[],1629026,,,1610612740,10,25,2024-12-08T00:25:45Z,820000,False,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT03M47.00S,2024-12-08T00:26:12.5Z,1,REGULAR,3pt,Jump Shot,[],1627749,87.33574244415243,4.166666666666666,1610612740,10,25,2024-12-08T00:26:17Z,830000,False,-229.0,67.0,1,right,MISS D. Murray 3PT,[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,Left Corner 3,24+ Left,,,,23.87,Missed,,,,,,,,,,,,,,,
