actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
174,PT00M38.00S,2025-01-16T01:36:18.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641722,74.98357424441524,14.460784313725492,1610612740,31,27,2025-01-16T01:36:25Z,1730000,False,-178.0,183.0,1,right,MISS J. Hawkins 25' running 3PT,[1641722],1610612740.0,NOP,running,,,,,,Above the Break 3,24+ Left Center,25.49,Missed,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,
175,PT00M35.40S,2025-01-16T01:36:20.7Z,1,REGULAR,rebound,defensive,[],1630702,,,1610612742,31,27,2025-01-16T01:36:20Z,1740000,False,,,0,,J. Hardy REBOUND (Off:0 Def:2),[1630702],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Left Center,,,,Hardy,J. Hardy,,,,,,,,,174.0,2.0,2.0,0.0,,,,,
176,PT00M32.10S,2025-01-16T01:36:23.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203915,22.683968462549277,87.5,1610612742,31,27,2025-01-16T01:36:29Z,1750000,False,-188.0,161.0,1,left,MISS S. Dinwiddie 24' running 3PT,[203915],1610612742.0,DAL,running,,,,,,Above the Break 3,24+ Left Center,24.69,Missed,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,
177,PT00M28.40S,2025-01-16T01:36:27.6Z,1,REGULAR,rebound,defensive,[],1641722,,,1610612740,31,27,2025-01-16T01:36:29Z,1760000,False,,,0,,J. Hawkins REBOUND (Off:0 Def:1),[1641722],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Left Center,,,,Hawkins,J. Hawkins,,,,,,,,,176.0,1.0,1.0,0.0,,,,,
178,PT00M11.80S,2025-01-16T01:36:44.3Z,1,REGULAR,2pt,Jump Shot,[],1630526,89.83245729303549,26.96078431372549,1610612740,33,27,2025-01-16T01:39:09Z,1770000,False,-115.0,43.0,1,right,J. Robinson-Earl 12' bank Jump Shot (2 PTS) (J. Alvarado 1 AST),"[1630526, 1630631]",1610612740.0,NOP,bank,,,,,,Mid-Range,8-16 Left,12.3,Made,2.0,Robinson-Earl,J. Robinson-Earl,J. Alvarado,1630631.0,1.0,,,,,,,,,,,,,,
180,PT00M01.10S,2025-01-16T01:36:58.6Z,1,REGULAR,3pt,Jump Shot,[],1629656,22.552562417871222,89.4607843137255,1610612742,33,27,2025-01-16T01:39:34Z,1790000,False,-197.0,159.0,1,left,MISS Q. Grimes 25' step back 3PT,[1629656],1610612742.0,DAL,step back,,,,,,Above the Break 3,24+ Left Center,25.37,Missed,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,
181,PT00M01.10S,2025-01-16T01:36:58.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612742,33,27,2025-01-16T01:37:03Z,1800000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,180.0,,,,,,,,
182,PT00M00.00S,2025-01-16T01:37:06.1Z,1,REGULAR,period,end,[],0,,,1610612742,33,27,2025-01-16T01:37:06Z,1810000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2025-01-16T01:39:23.5Z,2,REGULAR,substitution,out,['startperiod'],1630526,,,1610612742,33,27,2025-01-16T01:39:41Z,1820000,False,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612740.0,NOP,,,,,,,,,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2025-01-16T01:39:23.5Z,2,REGULAR,substitution,out,['startperiod'],1629656,,,1610612742,33,27,2025-01-16T01:39:41Z,1830000,False,,,0,,SUB out: Q. Grimes,[1629656],1610612742.0,DAL,,,,,,,,,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,
185,PT12M00.00S,2025-01-16T01:39:23.5Z,2,REGULAR,substitution,out,['startperiod'],1641765,,,1610612742,33,27,2025-01-16T01:39:41Z,1840000,False,,,0,,SUB out: O. Prosper,[1641765],1610612742.0,DAL,,,,,,,,,,,,Prosper,O. Prosper,,,,,,,,,,,,,,,,,
186,PT12M00.00S,2025-01-16T01:39:23.5Z,2,REGULAR,substitution,out,['startperiod'],203915,,,1610612742,33,27,2025-01-16T01:39:41Z,1850000,False,,,0,,SUB out: S. Dinwiddie,[203915],1610612742.0,DAL,,,,,,,,,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,
187,PT12M00.00S,2025-01-16T01:39:23.5Z,2,REGULAR,substitution,out,['startperiod'],1628467,,,1610612742,33,27,2025-01-16T01:39:41Z,1860000,False,,,0,,SUB out: M. Kleber,[1628467],1610612742.0,DAL,,,,,,,,,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,
188,PT12M00.00S,2025-01-16T01:39:23.5Z,2,REGULAR,substitution,in,['startperiod'],1630530,,,1610612742,33,27,2025-01-16T01:39:41Z,1870000,False,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,,,,,,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,
189,PT12M00.00S,2025-01-16T01:39:23.5Z,2,REGULAR,substitution,in,['startperiod'],1629655,,,1610612742,33,27,2025-01-16T01:39:41Z,1880000,False,,,0,,SUB in: D. Gafford,[1629655],1610612742.0,DAL,,,,,,,,,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,
190,PT12M00.00S,2025-01-16T01:39:23.5Z,2,REGULAR,substitution,in,['startperiod'],1630230,,,1610612742,33,27,2025-01-16T01:39:41Z,1890000,False,,,0,,SUB in: N. Marshall,[1630230],1610612742.0,DAL,,,,,,,,,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,
191,PT12M00.00S,2025-01-16T01:39:23.5Z,2,REGULAR,substitution,in,['startperiod'],202691,,,1610612742,33,27,2025-01-16T01:39:41Z,1900000,False,,,0,,SUB in: K. Thompson,[202691],1610612742.0,DAL,,,,,,,,,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,
192,PT12M00.00S,2025-01-16T01:39:23.5Z,2,REGULAR,substitution,in,['startperiod'],1630314,,,1610612742,33,27,2025-01-16T01:39:41Z,1910000,False,,,0,,SUB in: B. Williams,[1630314],1610612742.0,DAL,,,,,,,,,,,,Williams,B. Williams,,,,,,,,,,,,,,,,,
193,PT12M00.00S,2025-01-16T01:39:49.5Z,2,REGULAR,period,start,[],0,,,1610612740,33,27,2025-01-16T01:39:49Z,1920000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT11M47.00S,2025-01-16T01:40:00.7Z,2,REGULAR,3pt,Jump Shot,[],1630631,71.04139290407359,18.137254901960784,1610612740,33,27,2025-01-16T01:40:04Z,1930000,False,-159.0,220.0,1,right,MISS J. Alvarado 27' 3PT,[1630631],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Left Center,27.14,Missed,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,
195,PT11M46.00S,2025-01-16T01:40:02.5Z,2,REGULAR,rebound,offensive,[],1641722,,,1610612740,33,27,2025-01-16T01:40:02Z,1940000,False,,,0,,J. Hawkins REBOUND (Off:1 Def:1),[1641722],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Left Center,,,,Hawkins,J. Hawkins,,,,,,,,,194.0,2.0,1.0,1.0,,,,,
196,PT11M32.00S,2025-01-16T01:40:16.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630527,93.51182654402102,53.92156862745098,1610612740,33,27,2025-01-16T01:40:20Z,1950000,False,20.0,8.0,1,right,MISS B. Boston cutting Layup,[1630527],1610612740.0,NOP,cutting,,,,,,Restricted Area,0-8 Center,2.14,Missed,,Boston,B. Boston,,,,,,,,,,,,,,,,,
197,PT11M29.00S,2025-01-16T01:40:19.7Z,2,REGULAR,rebound,defensive,[],1630230,,,1610612742,33,27,2025-01-16T01:40:20Z,1960000,False,,,0,,N. Marshall REBOUND (Off:0 Def:1),[1630230],1610612742.0,DAL,,,,,,,Restricted Area,0-8 Center,,,,Marshall,N. Marshall,,,,,,,,,196.0,1.0,1.0,0.0,,,,,
198,PT11M12.00S,2025-01-16T01:40:36.6Z,2,REGULAR,2pt,Jump Shot,[],1630702,3.3672798948751645,75.0,1610612742,33,27,2025-01-16T01:41:02Z,1970000,False,-125.0,-21.0,1,left,MISS J. Hardy 12' step back Shot,[1630702],1610612742.0,DAL,step back,,,,,,Mid-Range,8-16 Left,12.67,Missed,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,
199,PT11M09.00S,2025-01-16T01:40:39.6Z,2,REGULAR,rebound,defensive,[],1630527,,,1610612740,33,27,2025-01-16T01:40:41Z,1980000,False,,,0,,B. Boston REBOUND (Off:0 Def:1),[1630527],1610612740.0,NOP,,,,,,,Mid-Range,8-16 Left,,,,Boston,B. Boston,,,,,,,,,198.0,1.0,1.0,0.0,,,,,
200,PT11M03.00S,2025-01-16T01:40:44.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1641722,89.43823915900131,96.07843137254902,1610612740,33,27,2025-01-16T01:40:54Z,1990000,False,230.0,47.0,1,right,MISS J. Hawkins running 3PT,[1641722],1610612740.0,NOP,running,,,,,,Right Corner 3,24+ Right,23.51,Missed,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,
201,PT10M59.00S,2025-01-16T01:40:48.7Z,2,REGULAR,rebound,defensive,[],1629655,,,1610612742,33,27,2025-01-16T01:40:49Z,2000000,False,,,0,,D. Gafford REBOUND (Off:0 Def:3),[1629655],1610612742.0,DAL,,,,,,,Right Corner 3,24+ Right,,,,Gafford,D. Gafford,,,,,,,,,200.0,3.0,3.0,0.0,,,,,
202,PT10M54.00S,2025-01-16T01:40:55.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630230,11.383048620236531,55.63725490196079,1610612742,33,27,2025-01-16T01:41:46Z,2010000,False,-28.0,55.0,1,left,MISS N. Marshall 6' driving floating Shot,[1630230],1610612742.0,DAL,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,6.14,Missed,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,
203,PT10M51.00S,2025-01-16T01:40:58.1Z,2,REGULAR,rebound,defensive,[],1641722,,,1610612740,33,27,2025-01-16T01:41:01Z,2020000,False,,,0,,J. Hawkins REBOUND (Off:1 Def:2),[1641722],1610612740.0,NOP,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Hawkins,J. Hawkins,,,,,,,,,202.0,3.0,2.0,1.0,,,,,
204,PT10M48.00S,2025-01-16T01:41:01.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630527,89.83245729303549,95.58823529411765,1610612740,36,27,2025-01-16T01:42:41Z,2030000,False,228.0,43.0,1,right,B. Boston 3PT step back (5 PTS) (J. Hawkins 1 AST),"[1630527, 1641722]",1610612740.0,NOP,step back,,,,,,Right Corner 3,24+ Right,23.19,Made,5.0,Boston,B. Boston,J. Hawkins,1641722.0,1.0,,,,,,,,,,,,,,
205,PT10M36.00S,2025-01-16T01:41:16.6Z,2,REGULAR,foul,personal,[],1630631,,,1610612742,36,27,2025-01-16T01:41:27Z,2040000,False,,,0,,J. Alvarado personal FOUL (1 PF),"[1630631, 1630702]",1610612740.0,NOP,,,,,,,Mid-Range,8-16 Right,,,,Alvarado,J. Alvarado,,,,1179.0,1.0,0.0,Hardy,1630702.0,,,,,,,,,
207,PT10M32.00S,2025-01-16T01:41:41.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630314,5.995400788436268,45.83333333333333,1610612742,36,27,2025-01-16T01:43:50Z,2060000,False,21.0,4.0,1,left,MISS B. Williams driving Layup,[1630314],1610612742.0,DAL,driving,,,,,,Restricted Area,0-8 Center,2.12,Missed,,Williams,B. Williams,,,,,,,,,,,,,,,,,
208,PT10M30.00S,2025-01-16T01:41:43.0Z,2,REGULAR,rebound,offensive,[],1629655,,,1610612742,36,27,2025-01-16T01:44:11Z,2070000,False,,,0,,D. Gafford REBOUND (Off:1 Def:3),[1629655],1610612742.0,DAL,,,,,,,Restricted Area,0-8 Center,,,,Gafford,D. Gafford,,,,,,,,,207.0,4.0,3.0,1.0,,,,,
217,PT10M29.00S,2025-01-16T01:41:50.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629655,11.826544021024969,46.10140931372549,1610612742,36,29,2025-01-16T01:42:46Z,2075000,False,19.0,59.0,1,left,D. Gafford 6' putback Layup (8 PTS),[1629655],1610612742.0,DAL,putback,,,,,,In The Paint (Non-RA),0-8 Center,6.19,Made,8.0,Gafford,D. Gafford,,,,,,,,,,,,,,,,,
209,PT10M09.00S,2025-01-16T01:42:00.2Z,2,REGULAR,3pt,Jump Shot,[],1630530,74.32654402102497,86.51960784313727,1610612740,36,29,2025-01-16T01:44:58Z,2080000,False,183.0,189.0,1,right,MISS T. Murphy III 26' pullup 3PT,[1630530],1610612740.0,NOP,pullup,,,,,,Above the Break 3,24+ Right Center,26.27,Missed,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,
210,PT10M07.00S,2025-01-16T01:42:02.2Z,2,REGULAR,rebound,defensive,[],1630702,,,1610612742,36,29,2025-01-16T01:42:04Z,2090000,False,,,0,,J. Hardy REBOUND (Off:0 Def:3),[1630702],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Right Center,,,,Hardy,J. Hardy,,,,,,,,,209.0,3.0,3.0,0.0,,,,,
211,PT10M02.00S,2025-01-16T01:42:06.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630702,5.995400788436268,52.20588235294118,1610612742,36,31,2025-01-16T01:45:31Z,2100000,False,-11.0,4.0,1,left,J. Hardy running Layup (11 PTS),[1630702],1610612742.0,DAL,running,,,,,,Restricted Area,0-8 Center,1.17,Made,11.0,Hardy,J. Hardy,,,,,,,,,,,,,,,,,
212,PT09M53.00S,2025-01-16T01:42:16.5Z,2,REGULAR,2pt,Jump Shot,[],1641722,92.59198423127464,82.59803921568627,1610612740,38,31,2025-01-16T01:45:42Z,2110000,False,163.0,17.0,1,right,J. Hawkins 16' pullup Jump Shot (7 PTS),[1641722],1610612740.0,NOP,pullup,,,,,,Mid-Range,16-24 Right,16.39,Made,7.0,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,
213,PT09M36.00S,2025-01-16T01:42:33.9Z,2,REGULAR,3pt,Jump Shot,[],202691,3.3672798948751645,95.83333333333334,1610612742,38,34,2025-01-16T01:42:51Z,2120000,False,-229.0,-21.0,1,left,K. Thompson 3PT  (3 PTS) (N. Marshall 3 AST),"[202691, 1630230]",1610612742.0,DAL,,,,,,,Left Corner 3,24+ Left,23.01,Made,3.0,Thompson,K. Thompson,N. Marshall,1630230.0,3.0,,,,,,,,,,,,,,
215,PT09M26.00S,2025-01-16T01:42:44.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630530,93.77463863337714,55.392156862745104,1610612740,38,34,2025-01-16T01:46:21Z,2140000,False,27.0,6.0,1,right,MISS T. Murphy III driving reverse Layup,[1630530],1610612740.0,NOP,driving reverse,,,,,,Restricted Area,0-8 Center,2.77,Missed,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,
216,PT09M26.00S,2025-01-16T01:42:44.3Z,2,REGULAR,rebound,offensive,[],1628464,,,1610612740,38,34,2025-01-16T01:42:59Z,2150000,False,,,0,,D. Theis REBOUND (Off:1 Def:0),[1628464],1610612740.0,NOP,,,,,,,Restricted Area,0-8 Center,,,,Theis,D. Theis,,,,,,,,,215.0,1.0,0.0,1.0,,,,,
218,PT09M21.00S,2025-01-16T01:42:48.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630527,70.38436268068331,74.26470588235294,1610612740,38,34,2025-01-16T01:43:02Z,2160000,False,121.0,226.0,1,right,MISS B. Boston 25' 3PT,[1630527],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Right Center,25.64,Missed,,Boston,B. Boston,,,,,,,,,,,,,,,,,
219,PT09M19.00S,2025-01-16T01:42:50.0Z,2,REGULAR,rebound,defensive,[],1629655,,,1610612742,38,34,2025-01-16T01:43:02Z,2170000,False,,,0,,D. Gafford REBOUND (Off:1 Def:4),[1629655],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Right Center,,,,Gafford,D. Gafford,,,,,,,,,218.0,5.0,4.0,1.0,,,,,
220,PT09M10.00S,2025-01-16T01:42:58.9Z,2,REGULAR,turnover,lost ball,[],1630702,,,1610612742,38,34,2025-01-16T01:43:08Z,2180000,False,,,0,,J. Hardy lost ball TURNOVER (2 TO),"[1630702, 1641722]",1610612742.0,DAL,,,,,,,Mid-Range,16-24 Left Center,,,,Hardy,J. Hardy,,,,,,,,,,,,,2.0,Hawkins,1641722.0,,
221,PT09M10.00S,2025-01-16T01:42:58.9Z,2,REGULAR,steal,,[],1641722,,,1610612740,38,34,2025-01-16T01:43:01Z,2190000,False,,,0,,J. Hawkins STEAL (2 STL),[1641722],1610612740.0,NOP,,,,,,,Mid-Range,16-24 Left Center,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,
222,PT09M07.00S,2025-01-16T01:43:02.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630530,93.64323258869908,50.73529411764706,1610612740,40,34,2025-01-16T01:43:16Z,2200000,False,4.0,7.0,1,right,T. Murphy III running alley-oop DUNK (5 PTS) (J. Hawkins 2 AST),"[1630530, 1641722]",1610612740.0,NOP,running alley-oop,,,,,,Restricted Area,0-8 Center,0.82,Made,5.0,Murphy III,T. Murphy III,J. Hawkins,1641722.0,2.0,,,,,,,,,,,,,,
224,PT08M48.00S,2025-01-16T01:43:22.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630314,9.017739816031538,53.67647058823529,1610612742,40,34,2025-01-16T01:43:36Z,2220000,False,-18.0,32.0,1,left,MISS B. Williams driving Layup - blocked,"[1630314, 1628464]",1610612742.0,DAL,driving,,,,,,Restricted Area,0-8 Center,3.72,Missed,,Williams,B. Williams,,,,,,,,,,,,,,,,Theis,1628464.0
225,PT08M48.00S,2025-01-16T01:43:22.8Z,2,REGULAR,block,,[],1628464,,,1610612742,40,34,2025-01-16T01:43:25Z,2230000,False,,,0,,D. Theis BLOCK (1 BLK),[1628464],1610612740.0,NOP,,,,,,,Restricted Area,0-8 Center,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,
226,PT08M48.00S,2025-01-16T01:43:22.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612742,40,34,2025-01-16T01:43:36Z,2240000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,224.0,,,,,,,,
228,PT08M48.00S,2025-01-16T01:43:32.9Z,2,REGULAR,substitution,out,[],1630230,,,1610612742,40,34,2025-01-16T01:43:35Z,2260000,False,,,0,,SUB out: N. Marshall,[1630230],1610612742.0,DAL,,,,,,,,,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,
229,PT08M48.00S,2025-01-16T01:43:32.9Z,2,REGULAR,substitution,in,[],1629023,,,1610612742,40,34,2025-01-16T01:43:35Z,2270000,False,,,0,,SUB in: P. Washington,[1629023],1610612742.0,DAL,,,,,,,,,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,
230,PT08M45.00S,2025-01-16T01:43:46.5Z,2,REGULAR,turnover,bad pass,[],1630314,,,1610612742,40,34,2025-01-16T01:43:53Z,2280000,False,,,0,,B. Williams bad pass TURNOVER (1 TO),"[1630314, 1641722]",1610612742.0,DAL,,,,,,,Mid-Range,8-16 Left,,,,Williams,B. Williams,,,,,,,,,,,,,1.0,Hawkins,1641722.0,,
231,PT08M45.00S,2025-01-16T01:43:46.5Z,2,REGULAR,steal,,[],1641722,,,1610612740,40,34,2025-01-16T01:43:51Z,2290000,False,,,0,,J. Hawkins STEAL (3 STL),[1641722],1610612740.0,NOP,,,,,,,Mid-Range,8-16 Left,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,
232,PT08M42.00S,2025-01-16T01:43:52.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630530,93.51182654402102,50.245098039215684,1610612740,42,34,2025-01-16T01:43:59Z,2300000,False,1.0,8.0,1,right,T. Murphy III running DUNK (7 PTS),[1630530],1610612740.0,NOP,running,,,,,,Restricted Area,0-8 Center,0.86,Made,7.0,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,
234,PT08M42.00S,2025-01-16T01:44:07.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,42,34,2025-01-16T01:44:07Z,2320000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT08M42.00S,2025-01-16T01:46:09.7Z,2,REGULAR,substitution,out,[],1630702,,,1610612742,42,34,2025-01-16T01:46:32Z,2330000,False,,,0,,SUB out: J. Hardy,[1630702],1610612742.0,DAL,,,,,,,,,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,
237,PT08M42.00S,2025-01-16T01:46:09.7Z,2,REGULAR,substitution,in,[],203915,,,1610612742,42,34,2025-01-16T01:46:32Z,2340000,False,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,,,,,,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,
238,PT08M27.00S,2025-01-16T01:47:01.8Z,2,REGULAR,3pt,Jump Shot,[],1630314,4.418528252299605,95.34313725490196,1610612742,42,34,2025-01-16T01:47:06Z,2350000,False,-227.0,-11.0,1,left,MISS B. Williams 3PT,[1630314],1610612742.0,DAL,,,,,,,Left Corner 3,24+ Left,22.7,Missed,,Williams,B. Williams,,,,,,,,,,,,,,,,,
239,PT08M24.00S,2025-01-16T01:47:04.8Z,2,REGULAR,rebound,defensive,[],1630631,,,1610612740,42,34,2025-01-16T01:47:06Z,2360000,False,,,0,,J. Alvarado REBOUND (Off:0 Def:1),[1630631],1610612740.0,NOP,,,,,,,Left Corner 3,24+ Left,,,,Alvarado,J. Alvarado,,,,,,,,,238.0,1.0,1.0,0.0,,,,,
240,PT08M21.00S,2025-01-16T01:47:07.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1641722,75.24638633377135,10.784313725490197,1610612740,45,34,2025-01-16T01:47:12Z,2370000,False,-196.0,180.0,1,right,J. Hawkins 26' 3PT running (10 PTS) (J. Alvarado 2 AST),"[1641722, 1630631]",1610612740.0,NOP,running,,,,,,Above the Break 3,24+ Left Center,26.63,Made,10.0,Hawkins,J. Hawkins,J. Alvarado,1630631.0,2.0,,,,,,,,,,,,,,
242,PT08M03.00S,2025-01-16T01:47:26.1Z,2,REGULAR,3pt,Jump Shot,[],202691,9.411957950065702,96.07843137254902,1610612742,45,34,2025-01-16T01:47:31Z,2390000,False,-230.0,36.0,1,left,MISS K. Thompson 3PT,[202691],1610612742.0,DAL,,,,,,,Left Corner 3,24+ Left,23.32,Missed,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,
243,PT07M58.00S,2025-01-16T01:47:31.1Z,2,REGULAR,rebound,defensive,[],1630530,,,1610612740,45,34,2025-01-16T01:47:31Z,2400000,False,,,0,,T. Murphy III REBOUND (Off:2 Def:1),[1630530],1610612740.0,NOP,,,,,,,Left Corner 3,24+ Left,,,,Murphy III,T. Murphy III,,,,,,,,,242.0,3.0,1.0,2.0,,,,,
244,PT07M54.00S,2025-01-16T01:47:34.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630530,69.33311432325887,77.94117647058823,1610612740,45,34,2025-01-16T01:47:40Z,2410000,False,140.0,236.0,1,right,MISS T. Murphy III 27' running 3PT,[1630530],1610612740.0,NOP,running,,,,,,Above the Break 3,24+ Right Center,27.41,Missed,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,
245,PT07M51.00S,2025-01-16T01:47:37.9Z,2,REGULAR,rebound,defensive,[],203915,,,1610612742,45,34,2025-01-16T01:47:40Z,2420000,False,,,0,,S. Dinwiddie REBOUND (Off:1 Def:1),[203915],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Right Center,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,244.0,2.0,1.0,1.0,,,,,
246,PT07M44.00S,2025-01-16T01:47:44.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629655,6.389618922470433,50.0,1610612742,45,36,2025-01-16T01:50:41Z,2430000,False,0.0,8.0,1,left,D. Gafford Layup (10 PTS) (K. Thompson 1 AST),"[1629655, 202691]",1610612742.0,DAL,,,,,,,Restricted Area,0-8 Center,0.76,Made,10.0,Gafford,D. Gafford,K. Thompson,202691.0,1.0,,,,,,,,,,,,,,
248,PT07M22.00S,2025-01-16T01:48:06.7Z,2,REGULAR,3pt,Jump Shot,[],1630631,70.64717477003943,80.88235294117648,1610612740,45,36,2025-01-16T01:48:12Z,2450000,False,154.0,223.0,1,right,MISS J. Alvarado 27' pullup 3PT,[1630631],1610612740.0,NOP,pullup,,,,,,Above the Break 3,24+ Right Center,27.16,Missed,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,
249,PT07M18.00S,2025-01-16T01:48:10.7Z,2,REGULAR,rebound,defensive,[],1629655,,,1610612742,45,36,2025-01-16T01:48:12Z,2460000,False,,,0,,D. Gafford REBOUND (Off:1 Def:5),[1629655],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Right Center,,,,Gafford,D. Gafford,,,,,,,,,248.0,6.0,5.0,1.0,,,,,
250,PT07M10.00S,2025-01-16T01:48:18.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203915,5.995400788436268,54.166666666666664,1610612742,45,36,2025-01-16T01:48:22Z,2470000,False,-21.0,4.0,1,left,MISS S. Dinwiddie driving Layup,[203915],1610612742.0,DAL,driving,,,,,,Restricted Area,0-8 Center,2.12,Missed,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,
251,PT07M09.00S,2025-01-16T01:48:19.4Z,2,REGULAR,rebound,offensive,[],1629655,,,1610612742,45,36,2025-01-16T01:48:22Z,2480000,False,,,0,,D. Gafford REBOUND (Off:2 Def:5),[1629655],1610612742.0,DAL,,,,,,,Restricted Area,0-8 Center,,,,Gafford,D. Gafford,,,,,,,,,250.0,7.0,5.0,2.0,,,,,
253,PT07M05.00S,2025-01-16T01:48:26.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629655,4.812746386333772,49.754901960784316,1610612742,45,38,2025-01-16T01:51:20Z,2500000,False,1.0,-7.0,1,left,D. Gafford putback DUNK (12 PTS),[1629655],1610612742.0,DAL,putback,,,,,,Restricted Area,0-8 Center,0.74,Made,12.0,Gafford,D. Gafford,,,,,,,,,,,,,,,,,
