actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
252,PT05M22.00S,2024-11-12T01:51:26.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203471,6.521024967148489,46.07843137254902,1610612751,38,40,2024-11-12T01:51:36Z,2490000,False,20.0,9.0,1,left,MISS D. Schröder Layup,[203471],1610612751.0,BKN,,,,Schröder,D. Schröder,,,,,Restricted Area,0-8 Center,2.15,Missed,,,,,,,,,,,,,,,,,,
253,PT05M20.00S,2024-11-12T01:51:28.0Z,2,REGULAR,rebound,defensive,[],1642274,,,1610612740,38,40,2024-11-12T01:51:36Z,2500000,False,,,0,,Y. Missi REBOUND (Off:2 Def:3),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,,252.0,5.0,3.0,2.0,,,,,,,,,,,,,,
254,PT05M18.00S,2024-11-12T01:51:30.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630526,93.24901445466492,51.71568627450981,1610612740,40,40,2024-11-12T01:51:40Z,2510000,False,9.0,11.0,1,right,J. Robinson-Earl running DUNK (9 PTS) (J. Nowell 2 AST),"[1630526, 1629669]",1610612740.0,NOP,running,,,Robinson-Earl,J. Robinson-Earl,,,,,Restricted Area,0-8 Center,1.4,Made,,,,,,,,,,,9.0,J. Nowell,1629669.0,2.0,,,,
256,PT04M53.00S,2024-11-12T01:51:54.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630560,20.05584756898817,41.17647058823529,1610612751,40,40,2024-11-12T01:52:00Z,2530000,False,44.0,136.0,1,left,MISS C. Thomas 14' turnaround Shot,[1630560],1610612751.0,BKN,turnaround,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),8-16 Center,14.3,Missed,,,,,,,,,,,,,,,,,,
257,PT04M50.00S,2024-11-12T01:51:57.6Z,2,REGULAR,rebound,defensive,[],1630527,,,1610612740,40,40,2024-11-12T01:52:00Z,2540000,False,,,0,,B. Boston Jr. REBOUND (Off:0 Def:4),[1630527],1610612740.0,NOP,,,,Boston Jr.,B. Boston Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,256.0,4.0,4.0,0.0,,,,,,,,,,,,,,
258,PT04M42.00S,2024-11-12T01:52:05.4Z,2,REGULAR,3pt,Jump Shot,[],1629750,89.17542706964521,95.58823529411765,1610612740,43,40,2024-11-12T01:52:10Z,2550000,False,228.0,49.0,1,right,J. Green 3PT  (3 PTS) (J. Nowell 3 AST),"[1629750, 1629669]",1610612740.0,NOP,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,23.32,Made,,,,,,,,,,,3.0,J. Nowell,1629669.0,3.0,,,,
260,PT04M20.00S,2024-11-12T01:52:27.2Z,2,REGULAR,3pt,Jump Shot,[],1630533,30.962549277266753,67.40196078431373,1610612751,43,43,2024-11-12T01:52:32Z,2570000,False,-87.0,239.0,1,left,Z. Williams 25' 3PT  (3 PTS) (N. Claxton 1 AST),"[1630533, 1629651]",1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Left Center,25.39,Made,,,,,,,,,,,3.0,N. Claxton,1629651.0,1.0,,,,
263,PT04M03.00S,2024-11-12T01:52:52.1Z,2,REGULAR,substitution,out,[],1629669,,,1610612740,43,43,2024-11-12T01:53:09Z,2600000,False,,,0,,SUB out: J. Nowell,[1629669],1610612740.0,NOP,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT04M03.00S,2024-11-12T01:52:52.1Z,2,REGULAR,substitution,out,[],1630526,,,1610612740,43,43,2024-11-12T01:53:09Z,2610000,False,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612740.0,NOP,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT04M03.00S,2024-11-12T01:52:52.1Z,2,REGULAR,substitution,out,[],1629750,,,1610612740,43,43,2024-11-12T01:53:09Z,2620000,False,,,0,,SUB out: J. Green,[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT04M03.00S,2024-11-12T01:52:52.1Z,2,REGULAR,substitution,out,[],1630553,,,1610612740,43,43,2024-11-12T01:53:09Z,2630000,False,,,0,,SUB out: K. Johnson,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT04M03.00S,2024-11-12T01:52:52.1Z,2,REGULAR,substitution,in,[],1630530,,,1610612740,43,43,2024-11-12T01:53:09Z,2640000,False,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT04M03.00S,2024-11-12T01:52:52.1Z,2,REGULAR,substitution,in,[],1630631,,,1610612740,43,43,2024-11-12T01:53:09Z,2650000,False,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT04M03.00S,2024-11-12T01:52:52.1Z,2,REGULAR,substitution,in,[],1627742,,,1610612740,43,43,2024-11-12T01:53:09Z,2660000,False,,,0,,SUB in: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT04M03.00S,2024-11-12T01:52:52.1Z,2,REGULAR,substitution,in,[],1629661,,,1610612740,43,43,2024-11-12T01:53:09Z,2670000,False,,,0,,SUB in: C. Johnson,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT03M56.00S,2024-11-12T01:54:02.2Z,2,REGULAR,2pt,Jump Shot,[],1627742,92.72339027595268,84.31372549019608,1610612740,45,43,2024-11-12T01:54:08Z,2690000,False,172.0,16.0,1,right,B. Ingram 17' fadeaway Jump Shot (16 PTS) (Y. Missi 2 AST),"[1627742, 1642274]",1610612740.0,NOP,fadeaway,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Right,17.23,Made,,,,,,,,,,,16.0,Y. Missi,1642274.0,2.0,,,,
274,PT03M37.00S,2024-11-12T01:54:21.3Z,2,REGULAR,3pt,Jump Shot,[],203471,28.86005256241787,69.85294117647058,1610612751,45,46,2024-11-12T01:54:26Z,2710000,False,-99.0,219.0,1,left,D. Schröder 24' 3PT  (6 PTS) (N. Claxton 2 AST),"[203471, 1629651]",1610612751.0,BKN,,,,Schröder,D. Schröder,,,,,Above the Break 3,24+ Left Center,24.03,Made,,,,,,,,,,,6.0,N. Claxton,1629651.0,2.0,,,,
276,PT03M19.00S,2024-11-12T01:54:41.4Z,2,REGULAR,foul,personal,['2freethrow'],1629651,,,1610612740,45,46,2024-11-12T01:56:21Z,2730000,False,,,0,,N. Claxton shooting personal FOUL (1 PF) (Missi 2 FT),"[1629651, 1642274]",1610612751.0,BKN,shooting,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1628171.0,,,,,,,1.0,0.0,Missi,1642274.0
278,PT03M19.00S,2024-11-12T01:55:12.2Z,2,REGULAR,freethrow,1 of 2,[],1642274,,,1610612740,46,46,2024-11-12T01:55:40Z,2750000,False,,,0,,Y. Missi Free Throw 1 of 2 (5 PTS),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,Made,,,,,,,,,,,5.0,,,,,,,
279,PT03M19.00S,2024-11-12T01:55:12.2Z,2,REGULAR,freethrow,2 of 2,[],1642274,,,1610612740,47,46,2024-11-12T01:55:40Z,2760000,False,,,0,,Y. Missi Free Throw 2 of 2 (6 PTS),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,Made,,,,,,,,,,,6.0,,,,,,,
280,PT03M03.00S,2024-11-12T01:55:43.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629661,11.777266754270697,50.73529411764706,1610612751,47,48,2024-11-12T02:23:12Z,2770000,False,-4.0,58.0,1,left,C. Johnson driving Layup (8 PTS),[1629661],1610612751.0,BKN,driving,,,Johnson,C. Johnson,,,,,In The Paint (Non-RA),0-8 Center,5.83,Made,,,,,,,,,,,8.0,,,,,,,
281,PT02M52.00S,2024-11-12T01:55:54.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,81.553876478318,49.754901960784316,1610612740,47,48,2024-11-12T01:56:00Z,2780000,False,-1.0,121.0,1,right,MISS B. Ingram 12' pullup Shot - blocked,"[1627742, 1630533]",1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Center,12.09,Missed,,,,,,,,,Williams,1630533.0,,,,,,,,
282,PT02M52.00S,2024-11-12T01:55:54.9Z,2,REGULAR,block,,[],1630533,,,1610612740,47,48,2024-11-12T01:55:57Z,2790000,False,,,0,,Z. Williams BLOCK (1 BLK),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
283,PT02M48.00S,2024-11-12T01:55:58.9Z,2,REGULAR,rebound,offensive,[],1627742,,,1610612740,47,48,2024-11-12T01:56:00Z,2800000,False,,,0,,B. Ingram REBOUND (Off:1 Def:3),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Center,,,281.0,4.0,3.0,1.0,,,,,,,,,,,,,,
284,PT02M45.00S,2024-11-12T01:56:01.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630530,94.95729303547962,4.411764705882353,1610612740,50,48,2024-11-12T01:56:06Z,2810000,False,-228.0,-5.0,1,right,T. Murphy III 3PT  (7 PTS) (B. Ingram 4 AST),"[1630530, 1627742]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Left Corner 3,24+ Left,22.8,Made,,,,,,,,,,,7.0,B. Ingram,1627742.0,4.0,,,,
287,PT02M40.00S,2024-11-12T01:56:10.8Z,2,REGULAR,foul,personal,[],1630631,,,1610612751,50,48,2024-11-12T01:56:31Z,2840000,False,,,0,,J. Alvarado personal FOUL (1 PF),"[1630631, 203471]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,1627962.0,,,,,,,1.0,0.0,Schröder,203471.0
289,PT02M28.00S,2024-11-12T01:56:38.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630560,19.530223390275953,55.63725490196079,1610612751,50,48,2024-11-12T01:56:45Z,2860000,False,-28.0,131.0,1,left,MISS C. Thomas 13' floating Shot,[1630560],1610612751.0,BKN,floating,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),8-16 Center,13.41,Missed,,,,,,,,,,,,,,,,,,
290,PT02M26.00S,2024-11-12T01:56:40.6Z,2,REGULAR,rebound,defensive,[],1642274,,,1610612740,50,48,2024-11-12T01:56:45Z,2870000,False,,,0,,Y. Missi REBOUND (Off:2 Def:4),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,In The Paint (Non-RA),8-16 Center,,,289.0,6.0,4.0,2.0,,,,,,,,,,,,,,
291,PT02M22.00S,2024-11-12T01:56:44.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627742,76.2976346911958,12.5,1610612740,53,48,2024-11-12T01:56:53Z,2880000,False,-188.0,170.0,1,right,B. Ingram 25' 3PT running (19 PTS) (B. Boston Jr. 4 AST),"[1627742, 1630527]",1610612740.0,NOP,running,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Left Center,25.33,Made,,,,,,,,,,,19.0,B. Boston Jr.,1630527.0,4.0,,,,
293,PT01M59.00S,2024-11-12T01:57:07.3Z,2,REGULAR,3pt,Jump Shot,[],1630533,21.50131406044678,8.088235294117647,1610612751,53,48,2024-11-12T02:11:38Z,2900000,False,210.0,150.0,1,left,MISS Z. Williams 25' 3PT,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Right Center,25.75,Missed,,,,,,,,,,,,,,,,,,
294,PT01M56.00S,2024-11-12T01:57:10.3Z,2,REGULAR,rebound,defensive,[],1630527,,,1610612740,53,48,2024-11-12T01:57:15Z,2910000,False,,,0,,B. Boston Jr. REBOUND (Off:0 Def:5),[1630527],1610612740.0,NOP,,,,Boston Jr.,B. Boston Jr.,,,,,Above the Break 3,24+ Right Center,,,293.0,5.0,5.0,0.0,,,,,,,,,,,,,,
295,PT01M50.00S,2024-11-12T01:57:16.6Z,2,REGULAR,3pt,Jump Shot,[],1627742,68.67608409986859,26.96078431372549,1610612740,56,48,2024-11-12T02:28:40Z,2920000,False,-115.0,242.0,1,right,B. Ingram 26' 3PT  (22 PTS) (B. Boston Jr. 5 AST),"[1627742, 1630527]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Left Center,26.79,Made,,,,,,,,,,,22.0,B. Boston Jr.,1630527.0,5.0,,,,
297,PT01M24.00S,2024-11-12T01:57:43.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630533,8.886333771353483,56.61764705882353,1610612751,56,48,2024-11-12T01:57:51Z,2940000,False,-33.0,31.0,1,left,MISS Z. Williams turnaround Shot,[1630533],1610612751.0,BKN,turnaround,,,Williams,Z. Williams,,,,,In The Paint (Non-RA),0-8 Center,4.53,Missed,,,,,,,,,,,,,,,,,,
298,PT01M21.00S,2024-11-12T01:57:46.3Z,2,REGULAR,rebound,defensive,[],1630527,,,1610612740,56,48,2024-11-12T01:57:51Z,2950000,False,,,0,,B. Boston Jr. REBOUND (Off:0 Def:6),[1630527],1610612740.0,NOP,,,,Boston Jr.,B. Boston Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,297.0,6.0,6.0,0.0,,,,,,,,,,,,,,
299,PT01M13.00S,2024-11-12T01:57:54.3Z,2,REGULAR,3pt,Jump Shot,[],1627742,71.82982917214193,79.65686274509804,1610612740,56,48,2024-11-12T01:57:59Z,2960000,False,148.0,212.0,1,right,MISS B. Ingram 25' pullup 3PT,[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Right Center,25.9,Missed,,,,,,,,,,,,,,,,,,
300,PT01M09.00S,2024-11-12T01:57:58.3Z,2,REGULAR,rebound,defensive,[],1630560,,,1610612751,56,48,2024-11-12T01:57:59Z,2970000,False,,,0,,C. Thomas REBOUND (Off:0 Def:2),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Right Center,,,299.0,2.0,2.0,0.0,,,,,,,,,,,,,,
301,PT01M02.00S,2024-11-12T01:58:04.9Z,2,REGULAR,2pt,Jump Shot,[],1630560,25.57490144546649,42.15686274509804,1610612751,56,50,2024-11-12T01:58:09Z,2980000,False,39.0,188.0,1,left,C. Thomas 19' pullup Jump Shot (7 PTS),[1630560],1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,Mid-Range,16-24 Center,19.19,Made,,,,,,,,,,,7.0,,,,,,,
302,PT00M47.10S,2024-11-12T01:58:21.2Z,2,REGULAR,turnover,bad pass,[],1627742,,,1610612740,56,50,2024-11-12T01:59:22Z,2990000,False,,,0,,B. Ingram bad pass TURNOVER (1 TO),"[1627742, 1630533]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Center,,,,,,,1.0,Williams,1630533.0,,,,,,,,,,,
303,PT00M47.10S,2024-11-12T01:58:21.2Z,2,REGULAR,steal,,[],1630533,,,1610612751,56,50,2024-11-12T01:58:24Z,3000000,False,,,0,,Z. Williams STEAL (1 STL),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
304,PT00M43.50S,2024-11-12T01:58:30.0Z,2,REGULAR,foul,personal,['2freethrow'],1627742,,,1610612751,56,50,2024-11-12T01:58:42Z,3010000,False,,,0,,B. Ingram shooting personal FOUL (1 PF) (Williams 2 FT),"[1627742, 1630533]",1610612740.0,NOP,shooting,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,,,,,,,,,,1628171.0,,,,,,,1.0,0.0,Williams,1630533.0
306,PT00M43.50S,2024-11-12T01:59:04.7Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630533,,,1610612751,56,51,2024-11-12T01:59:04Z,3030000,False,,,0,,Z. Williams Free Throw 1 of 2 (4 PTS),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,Made,,,,,,,,,,,4.0,,,,,,,
307,PT00M43.50S,2024-11-12T01:59:27.8Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630533,,,1610612751,56,52,2024-11-12T01:59:27Z,3040000,False,,,0,,Z. Williams Free Throw 2 of 2 (5 PTS),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,Made,,,,,,,,,,,5.0,,,,,,,
308,PT00M30.20S,2024-11-12T01:59:44.0Z,2,REGULAR,3pt,Jump Shot,[],1630527,92.59198423127464,96.32352941176471,1610612740,56,52,2024-11-12T01:59:50Z,3050000,False,232.0,17.0,1,right,MISS B. Boston Jr. 3PT,[1630527],1610612740.0,NOP,,,,Boston Jr.,B. Boston Jr.,,,,,Right Corner 3,24+ Right,23.22,Missed,,,,,,,,,,,,,,,,,,
309,PT00M24.50S,2024-11-12T01:59:49.7Z,2,REGULAR,rebound,defensive,[],1630533,,,1610612751,56,52,2024-11-12T01:59:50Z,3060000,False,,,0,,Z. Williams REBOUND (Off:1 Def:4),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Right Corner 3,24+ Right,,,308.0,5.0,4.0,1.0,,,,,,,,,,,,,,
310,PT00M16.50S,2024-11-12T02:00:00.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630631,,,1610612751,56,52,2024-11-12T02:00:07Z,3070000,False,,,0,,J. Alvarado personal FOUL (2 PF) (Schröder 2 FT),"[1630631, 203471]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,1151.0,,,,,,,2.0,0.0,Schröder,203471.0
312,PT00M16.50S,2024-11-12T02:00:28.2Z,2,REGULAR,freethrow,1 of 2,[],203471,,,1610612751,56,53,2024-11-12T02:00:28Z,3090000,False,,,0,,D. Schröder Free Throw 1 of 2 (7 PTS),[203471],1610612751.0,BKN,,,,Schröder,D. Schröder,,,,,,,,Made,,,,,,,,,,,7.0,,,,,,,
313,PT00M16.50S,2024-11-12T02:00:29.9Z,2,REGULAR,substitution,out,[],1642274,,,1610612751,56,53,2024-11-12T02:00:41Z,3100000,False,,,0,,SUB out: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT00M16.50S,2024-11-12T02:00:29.9Z,2,REGULAR,substitution,out,[],1630560,,,1610612751,56,53,2024-11-12T02:00:41Z,3110000,False,,,0,,SUB out: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT00M16.50S,2024-11-12T02:00:29.9Z,2,REGULAR,substitution,in,[],1629750,,,1610612751,56,53,2024-11-12T02:00:41Z,3120000,False,,,0,,SUB in: J. Green,[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT00M16.50S,2024-11-12T02:00:29.9Z,2,REGULAR,substitution,in,[],1630553,,,1610612751,56,53,2024-11-12T02:00:41Z,3130000,False,,,0,,SUB in: K. Johnson,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT00M16.50S,2024-11-12T02:00:58.6Z,2,REGULAR,freethrow,2 of 2,[],203471,,,1610612751,56,54,2024-11-12T02:00:58Z,3140000,False,,,0,,D. Schröder Free Throw 2 of 2 (8 PTS),[203471],1610612751.0,BKN,,,,Schröder,D. Schröder,,,,,,,,Made,,,,,,,,,,,8.0,,,,,,,
318,PT00M04.20S,2024-11-12T02:01:14.8Z,2,REGULAR,foul,personal,[],1630533,,,1610612740,56,54,2024-11-12T02:01:36Z,3150000,False,,,0,,Z. Williams personal FOUL (1 PF),"[1630533, 1627742]",1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Center,,,,,,,,,,1628171.0,,,,,,,1.0,0.0,Ingram,1627742.0
320,PT00M04.20S,2024-11-12T02:01:29.5Z,2,REGULAR,substitution,out,[],1629750,,,1610612740,56,54,2024-11-12T02:01:37Z,3170000,False,,,0,,SUB out: J. Green,[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT00M04.20S,2024-11-12T02:01:29.5Z,2,REGULAR,substitution,in,[],1642274,,,1610612740,56,54,2024-11-12T02:01:37Z,3180000,False,,,0,,SUB in: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT00M01.20S,2024-11-12T02:01:49.6Z,2,REGULAR,turnover,out-of-bounds,[],1630530,,,1610612740,56,54,2024-11-12T02:01:56Z,3190000,False,,,0,,T. Murphy III bad pass out-of-bounds TURNOVER (4 TO),[1630530],1610612740.0,NOP,bad pass,,,Murphy III,T. Murphy III,,,,,Mid-Range,16-24 Right,,,,,,,4.0,,,1628171.0,,,,,,,,,,
323,PT00M00.00S,2024-11-12T02:02:09.0Z,2,REGULAR,period,end,[],0,,,1610612751,56,54,2024-11-12T02:02:09Z,3200000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT12M00.00S,2024-11-12T02:16:40.8Z,3,REGULAR,substitution,out,['startperiod'],1630553,,,1610612751,56,54,2024-11-12T02:17:24Z,3210000,False,,,0,,SUB out: K. Johnson,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT12M00.00S,2024-11-12T02:16:40.8Z,3,REGULAR,substitution,in,['startperiod'],1630560,,,1610612751,56,54,2024-11-12T02:17:24Z,3220000,False,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT12M00.00S,2024-11-12T02:17:31.4Z,3,REGULAR,period,start,[],0,,,1610612751,56,54,2024-11-12T02:17:31Z,3230000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT11M34.00S,2024-11-12T02:17:55.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629651,90.22667542706965,43.13725490196079,1610612751,56,54,2024-11-12T02:18:03Z,3240000,False,-34.0,39.0,1,right,MISS N. Claxton pullup Shot,[1629651],1610612751.0,BKN,pullup,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,5.22,Missed,,,,,,,,,,,,,,,,,,
328,PT11M30.00S,2024-11-12T02:18:00.2Z,3,REGULAR,rebound,offensive,[],1629651,,,1610612751,56,54,2024-11-12T02:18:00Z,3250000,False,,,0,,N. Claxton REBOUND (Off:2 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,327.0,3.0,1.0,2.0,,,,,,,,,,,,,,
329,PT11M30.00S,2024-11-12T02:18:00.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629651,94.40999984741211,50.0,1610612751,56,56,2024-11-12T02:18:00Z,3260000,False,0.0,0.0,1,right,N. Claxton tip Layup (6 PTS),[1629651],1610612751.0,BKN,tip,,,Claxton,N. Claxton,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,,6.0,,,,,,,
330,PT11M08.00S,2024-11-12T02:18:23.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630527,15.456636005256241,44.85294117647059,1610612740,56,56,2024-11-12T02:18:39Z,3270000,False,26.0,93.0,1,left,MISS B. Boston Jr. 9' floating Shot,[1630527],1610612740.0,NOP,floating,,,Boston Jr.,B. Boston Jr.,,,,,In The Paint (Non-RA),8-16 Center,9.63,Missed,,,,,,,,,,,,,,,,,,
331,PT11M04.00S,2024-11-12T02:18:25.7Z,3,REGULAR,rebound,defensive,[],1629651,,,1610612751,56,56,2024-11-12T02:18:25Z,3280000,False,,,0,,N. Claxton REBOUND (Off:2 Def:2),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),8-16 Center,,,330.0,4.0,2.0,2.0,,,,,,,,,,,,,,
332,PT11M01.00S,2024-11-12T02:18:31.1Z,3,REGULAR,foul,personal,['2freethrow'],1630530,,,1610612751,56,56,2024-11-12T02:18:47Z,3290000,False,,,0,,T. Murphy III shooting personal FOUL (2 PF) (Johnson 2 FT),"[1630530, 1629661]",1610612740.0,NOP,shooting,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,,,,,,,,,,1151.0,,,,,,,2.0,0.0,Johnson,1629661.0
334,PT11M01.00S,2024-11-12T02:19:13.7Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1629661,,,1610612751,56,57,2024-11-12T02:19:13Z,3310000,False,,,0,,C. Johnson Free Throw 1 of 2 (9 PTS),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,Made,,,,,,,,,,,9.0,,,,,,,
335,PT11M01.00S,2024-11-12T02:19:27.1Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1629661,,,1610612751,56,58,2024-11-12T02:19:27Z,3320000,False,,,0,,C. Johnson Free Throw 2 of 2 (10 PTS),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,Made,,,,,,,,,,,10.0,,,,,,,
336,PT10M44.00S,2024-11-12T02:19:50.0Z,3,REGULAR,2pt,Jump Shot,[],1627742,6.258212877792378,69.6078431372549,1610612740,56,58,2024-11-12T02:19:56Z,3330000,False,-98.0,6.0,1,left,MISS B. Ingram 9' fadeaway Shot,[1627742],1610612740.0,NOP,fadeaway,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Left,9.82,Missed,,,,,,,,,,,,,,,,,,
337,PT10M41.00S,2024-11-12T02:19:53.0Z,3,REGULAR,rebound,defensive,[],1630560,,,1610612751,56,58,2024-11-12T02:19:53Z,3340000,False,,,0,,C. Thomas REBOUND (Off:0 Def:3),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Mid-Range,8-16 Left,,,336.0,3.0,3.0,0.0,,,,,,,,,,,,,,
