actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
94,PT03M55.00S,2024-11-02T00:24:11.3Z,1,REGULAR,turnover,bad pass,[],1630167,,,1610612754,24,23,2024-11-02T00:26:45Z,940000,False,,,0,,O. Toppin bad pass TURNOVER (1 TO),"[1630167, 1630631]",1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,1.0,Alvarado,1630631.0,,
95,PT03M55.00S,2024-11-02T00:24:11.3Z,1,REGULAR,steal,,[],1630631,,,1610612740,24,23,2024-11-02T00:24:14Z,950000,False,,,0,,J. Alvarado STEAL (1 STL),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
96,PT03M52.00S,2024-11-02T00:24:15.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630631,29.122864651773984,21.568627450980394,1610612740,24,23,2024-11-02T00:27:06Z,960000,False,142.0,221.0,1,left,MISS J. Alvarado 26' pullup 3PT,[1630631],1610612740.0,NOP,pullup,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Right Center,26.3,Missed,,,,,,,,,,,,,,,,,,
97,PT03M51.00S,2024-11-02T00:24:16.0Z,1,REGULAR,rebound,defensive,[],1641767,,,1610612754,24,23,2024-11-02T00:24:25Z,970000,False,,,0,,B. Sheppard REBOUND (Off:0 Def:1),[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Above the Break 3,24+ Right Center,,,,,,,96.0,,,,,,1.0,1.0,0.0,,,,,
98,PT03M50.00S,2024-11-02T00:24:22.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,24,23,2024-11-02T00:24:22Z,980000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M50.00S,2024-11-02T00:26:52.0Z,1,REGULAR,substitution,out,[],1627742,,,1610612754,24,23,2024-11-02T00:27:05Z,990000,False,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M50.00S,2024-11-02T00:26:52.0Z,1,REGULAR,substitution,out,[],1642274,,,1610612754,24,23,2024-11-02T00:27:05Z,1000000,False,,,0,,SUB out: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M50.00S,2024-11-02T00:26:52.0Z,1,REGULAR,substitution,in,[],1630526,,,1610612754,24,23,2024-11-02T00:27:05Z,1010000,False,,,0,,SUB in: J. Robinson-Earl,[1630526],1610612740.0,NOP,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M50.00S,2024-11-02T00:26:52.0Z,1,REGULAR,substitution,in,[],1629627,,,1610612754,24,23,2024-11-02T00:27:05Z,1020000,False,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M50.00S,2024-11-02T00:27:13.7Z,1,REGULAR,substitution,out,[],1630543,,,1610612754,24,23,2024-11-02T00:27:22Z,1030000,False,,,0,,SUB out: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M50.00S,2024-11-02T00:27:13.7Z,1,REGULAR,substitution,in,[],1626167,,,1610612754,24,23,2024-11-02T00:27:22Z,1040000,False,,,0,,SUB in: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M39.00S,2024-11-02T00:27:33.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],204456,93.51182654402102,47.549019607843135,1610612754,24,25,2024-11-02T00:27:39Z,1050000,False,-12.0,8.0,1,right,T. McConnell driving reverse Layup (2 PTS),[204456],1610612754.0,IND,driving reverse,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,1.5,Made,2.0,,,,,,,,,,,,,,,,,
106,PT03M23.00S,2024-11-02T00:27:51.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,5.995400788436268,46.32352941176471,1610612740,26,25,2024-11-02T00:27:56Z,1060000,False,18.0,4.0,1,left,Z. Williamson driving Layup (6 PTS) (J. Alvarado 3 AST),"[1629627, 1630631]",1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,1.88,Made,6.0,J. Alvarado,1630631.0,3.0,,,,,,,,,,,,,,
107,PT03M23.00S,2024-11-02T00:27:53.9Z,1,REGULAR,foul,personal,['1freethrow'],1626167,,,1610612740,26,25,2024-11-02T00:28:04Z,1070000,False,,,0,,M. Turner shooting personal FOUL (1 PF) (Williamson 1 FT),"[1626167, 1629627]",1610612754.0,IND,shooting,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,,2534.0,1.0,0.0,Williamson,1629627.0,,,,,,,,
109,PT03M23.00S,2024-11-02T00:28:14.9Z,1,REGULAR,freethrow,1 of 1,[],1629627,,,1610612740,27,25,2024-11-02T00:28:14Z,1090000,False,,,0,,Z. Williamson Free Throw 1 of 1 (7 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
110,PT03M02.00S,2024-11-02T00:28:37.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],204456,93.77463863337714,46.568627450980394,1610612754,27,27,2024-11-02T00:28:44Z,1100000,False,-17.0,6.0,1,right,T. McConnell driving Layup (4 PTS),[204456],1610612754.0,IND,driving,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,1.82,Made,4.0,,,,,,,,,,,,,,,,,
111,PT02M51.00S,2024-11-02T00:28:51.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,8.229303547963205,41.911764705882355,1610612740,27,27,2024-11-02T00:29:39Z,1110000,False,40.0,25.0,1,left,MISS Z. Williamson driving Layup,[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,4.75,Missed,,,,,,,,,,,,,,,,,,
112,PT02M49.00S,2024-11-02T00:28:53.0Z,1,REGULAR,rebound,defensive,[],1630167,,,1610612754,27,27,2024-11-02T00:29:39Z,1120000,False,,,0,,O. Toppin REBOUND (Off:0 Def:1),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,111.0,,,,,,1.0,1.0,0.0,,,,,
114,PT02M43.00S,2024-11-02T00:28:56.6Z,1,REGULAR,turnover,lost ball,[],204456,,,1610612754,27,27,2024-11-02T00:29:01Z,1130000,False,,,0,,T. McConnell lost ball TURNOVER (1 TO),"[204456, 1630631]",1610612754.0,IND,,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1.0,Alvarado,1630631.0,,
115,PT02M43.00S,2024-11-02T00:28:56.6Z,1,REGULAR,steal,,[],1630631,,,1610612740,27,27,2024-11-02T00:28:58Z,1140000,False,,,0,,J. Alvarado STEAL (2 STL),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
116,PT02M39.00S,2024-11-02T00:29:01.5Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629627,5.601182654402102,50.0,1610612740,29,27,2024-11-02T00:30:08Z,1150000,False,0.0,0.0,1,left,Z. Williamson running alley-oop DUNK (9 PTS) (B. Boston Jr. 1 AST),"[1629627, 1630527]",1610612740.0,NOP,running alley-oop,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,0.02,Made,9.0,B. Boston Jr.,1630527.0,1.0,,,,,,,,,,,,,,
118,PT02M26.00S,2024-11-02T00:29:13.8Z,1,REGULAR,3pt,Jump Shot,[],1630169,75.24638633377135,12.254901960784313,1610612754,29,30,2024-11-02T00:29:20Z,1170000,False,-189.0,180.0,1,right,T. Haliburton 26' 3PT step back (5 PTS),[1630169],1610612754.0,IND,step back,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Left Center,26.09,Made,5.0,,,,,,,,,,,,,,,,,
119,PT02M04.00S,2024-11-02T00:29:40.3Z,1,REGULAR,foul,personal,[],1626167,,,1610612740,29,30,2024-11-02T00:29:48Z,1180000,False,,,0,,M. Turner personal FOUL (2 PF),"[1626167, 1629627]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Mid-Range,16-24 Right,,,,,,,,1628172.0,2.0,0.0,Williamson,1629627.0,,,,,,,,
121,PT02M04.00S,2024-11-02T00:29:47.6Z,1,REGULAR,substitution,out,[],1630631,,,1610612740,29,30,2024-11-02T00:29:57Z,1200000,False,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M04.00S,2024-11-02T00:29:47.6Z,1,REGULAR,substitution,out,[],1626167,,,1610612740,29,30,2024-11-02T00:29:57Z,1210000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M04.00S,2024-11-02T00:29:47.6Z,1,REGULAR,substitution,in,[],1641722,,,1610612740,29,30,2024-11-02T00:29:57Z,1220000,False,,,0,,SUB in: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M04.00S,2024-11-02T00:29:47.6Z,1,REGULAR,substitution,in,[],1630543,,,1610612740,29,30,2024-11-02T00:29:57Z,1230000,False,,,0,,SUB in: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT01M55.00S,2024-11-02T00:30:19.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641722,6.258212877792378,54.166666666666664,1610612740,29,30,2024-11-02T00:31:53Z,1240000,False,-21.0,6.0,1,left,MISS J. Hawkins driving Layup,[1641722],1610612740.0,NOP,driving,,,Hawkins,J. Hawkins,,,,,Restricted Area,0-8 Center,2.17,Missed,,,,,,,,,,,,,,,,,,
126,PT01M53.00S,2024-11-02T00:30:21.4Z,1,REGULAR,rebound,defensive,[],204456,,,1610612754,29,30,2024-11-02T00:31:53Z,1250000,False,,,0,,T. McConnell REBOUND (Off:0 Def:1),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,,,,,,,125.0,,,,,,1.0,1.0,0.0,,,,,
127,PT01M49.00S,2024-11-02T00:30:24.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641767,92.72339027595268,94.85294117647058,1610612754,29,30,2024-11-02T00:30:30Z,1260000,False,224.0,16.0,1,right,MISS B. Sheppard running 3PT,[1641767],1610612754.0,IND,running,,,Sheppard,B. Sheppard,,,,,Right Corner 3,24+ Right,22.49,Missed,,,,,,,,,,,,,,,,,,
128,PT01M44.00S,2024-11-02T00:30:28.3Z,1,REGULAR,rebound,offensive,[],1630169,,,1610612754,29,30,2024-11-02T00:30:28Z,1270000,False,,,0,,T. Haliburton REBOUND (Off:1 Def:0),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Right Corner 3,24+ Right,,,,,,,127.0,,,,,,1.0,0.0,1.0,,,,,
129,PT01M43.00S,2024-11-02T00:30:30.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641767,88.51839684625493,96.07843137254902,1610612754,29,30,2024-11-02T00:30:34Z,1280000,False,230.0,55.0,1,right,MISS B. Sheppard 3PT,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Right Corner 3,24+ Right,23.7,Missed,,,,,,,,,,,,,,,,,,
130,PT01M39.00S,2024-11-02T00:30:34.0Z,1,REGULAR,rebound,defensive,[],1629627,,,1610612740,29,30,2024-11-02T00:30:34Z,1290000,False,,,0,,Z. Williamson REBOUND (Off:0 Def:1),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Right Corner 3,24+ Right,,,,,,,129.0,,,,,,1.0,1.0,0.0,,,,,
131,PT01M34.00S,2024-11-02T00:30:38.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630526,6.258212877792378,52.94117647058824,1610612740,31,30,2024-11-02T00:30:44Z,1300000,False,-15.0,6.0,1,left,J. Robinson-Earl running Layup (2 PTS) (Z. Williamson 3 AST),"[1630526, 1629627]",1610612740.0,NOP,running,,,Robinson-Earl,J. Robinson-Earl,,,,,Restricted Area,0-8 Center,1.6,Made,2.0,Z. Williamson,1629627.0,3.0,,,,,,,,,,,,,,
133,PT01M23.00S,2024-11-02T00:30:49.4Z,1,REGULAR,3pt,Jump Shot,[],1630169,68.41327201051249,73.2843137254902,1610612754,31,30,2024-11-02T00:35:01Z,1320000,False,116.0,244.0,1,right,MISS T. Haliburton 27' pullup 3PT,[1630169],1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,27.07,Missed,,,,,,,,,,,,,,,,,,
134,PT01M19.00S,2024-11-02T00:30:53.4Z,1,REGULAR,rebound,defensive,[],1629750,,,1610612740,31,30,2024-11-02T00:30:57Z,1330000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,,,,133.0,,,,,,1.0,1.0,0.0,,,,,
135,PT01M08.00S,2024-11-02T00:31:03.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,4.28712220762155,53.18627450980392,1610612740,33,30,2024-11-02T00:31:08Z,1340000,False,-16.0,-12.0,1,left,Z. Williamson driving reverse Layup (11 PTS),[1629627],1610612740.0,NOP,driving reverse,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,2.0,Made,11.0,,,,,,,,,,,,,,,,,
137,PT01M01.00S,2024-11-02T00:31:12.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630167,93.77463863337714,49.50980392156863,1610612754,33,32,2024-11-02T00:35:48Z,1360000,False,-2.0,6.0,1,right,O. Toppin driving DUNK (2 PTS) (T. McConnell 1 AST),"[1630167, 204456]",1610612754.0,IND,driving,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,0.65,Made,2.0,T. McConnell,204456.0,1.0,,,,,,,,,,,,,,
139,PT00M39.80S,2024-11-02T00:31:36.0Z,1,REGULAR,2pt,Jump Shot,[],1641722,5.075558475689881,16.666666666666664,1610612740,33,32,2024-11-02T00:36:17Z,1380000,False,167.0,-5.0,1,left,MISS J. Hawkins 16' step back Shot,[1641722],1610612740.0,NOP,step back,,,Hawkins,J. Hawkins,,,,,Mid-Range,16-24 Right,16.68,Missed,,,,,,,,,,,,,,,,,,
140,PT00M37.30S,2024-11-02T00:31:38.5Z,1,REGULAR,rebound,offensive,[],1630526,,,1610612740,33,32,2024-11-02T00:31:46Z,1390000,False,,,0,,J. Robinson-Earl REBOUND (Off:1 Def:0),[1630526],1610612740.0,NOP,,,,Robinson-Earl,J. Robinson-Earl,,,,,Mid-Range,16-24 Right,,,,,,,139.0,,,,,,1.0,0.0,1.0,,,,,
141,PT00M34.90S,2024-11-02T00:31:41.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629627,26.363337713534822,84.31372549019608,1610612740,33,32,2024-11-02T00:31:49Z,1400000,False,-172.0,195.0,1,left,MISS Z. Williamson 26' 3PT,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Above the Break 3,24+ Left Center,26.0,Missed,,,,,,,,,,,,,,,,,,
142,PT00M31.30S,2024-11-02T00:31:45.0Z,1,REGULAR,rebound,defensive,[],1630167,,,1610612754,33,32,2024-11-02T00:31:49Z,1410000,False,,,0,,O. Toppin REBOUND (Off:0 Def:2),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Left Center,,,,,,,141.0,,,,,,2.0,2.0,0.0,,,,,
143,PT00M21.90S,2024-11-02T00:31:54.4Z,1,REGULAR,turnover,bad pass,[],1630169,,,1610612754,33,32,2024-11-02T00:31:58Z,1420000,False,,,0,,T. Haliburton bad pass TURNOVER (2 TO),"[1630169, 1630527]",1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,2.0,Boston Jr.,1630527.0,,
144,PT00M21.90S,2024-11-02T00:31:54.4Z,1,REGULAR,steal,,[],1630527,,,1610612740,33,32,2024-11-02T00:32:55Z,1430000,False,,,0,,B. Boston Jr. STEAL (1 STL),[1630527],1610612740.0,NOP,,,,Boston Jr.,B. Boston Jr.,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
145,PT00M17.60S,2024-11-02T00:31:59.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629750,7.178055190538765,45.83333333333333,1610612740,35,32,2024-11-02T00:37:44Z,1440000,False,21.0,15.0,1,left,J. Green running finger roll Layup (7 PTS),[1629750],1610612740.0,NOP,running finger roll,,,Green,J. Green,,,,,Restricted Area,0-8 Center,2.56,Made,7.0,,,,,,,,,,,,,,,,,
146,PT00M00.00S,2024-11-02T00:32:18.8Z,1,REGULAR,3pt,Jump Shot,[],1641767,93.11760840998686,95.83333333333334,1610612754,35,35,2024-11-02T00:32:59Z,1450000,False,229.0,12.0,1,right,B. Sheppard 3PT  (3 PTS) (T. McConnell 2 AST),"[1641767, 204456]",1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Right Corner 3,24+ Right,22.95,Made,3.0,T. McConnell,204456.0,2.0,,,,,,,,,,,,,,
149,PT00M00.00S,2024-11-02T00:33:09.8Z,1,REGULAR,period,end,[],0,,,1610612740,35,35,2024-11-02T00:33:09Z,1480000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2024-11-02T00:34:39.7Z,2,REGULAR,substitution,out,['startperiod'],1629750,,,1610612740,35,35,2024-11-02T00:34:55Z,1490000,False,,,0,,SUB out: J. Green,[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2024-11-02T00:34:39.7Z,2,REGULAR,substitution,out,['startperiod'],1630169,,,1610612740,35,35,2024-11-02T00:34:55Z,1500000,False,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2024-11-02T00:34:39.7Z,2,REGULAR,substitution,out,['startperiod'],1630167,,,1610612740,35,35,2024-11-02T00:34:55Z,1510000,False,,,0,,SUB out: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2024-11-02T00:34:39.7Z,2,REGULAR,substitution,in,['startperiod'],1631288,,,1610612740,35,35,2024-11-02T00:34:55Z,1520000,False,,,0,,SUB in: J. Cain,[1631288],1610612740.0,NOP,,,,Cain,J. Cain,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2024-11-02T00:34:39.7Z,2,REGULAR,substitution,in,['startperiod'],1630174,,,1610612740,35,35,2024-11-02T00:34:55Z,1530000,False,,,0,,SUB in: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2024-11-02T00:34:39.7Z,2,REGULAR,substitution,in,['startperiod'],1627783,,,1610612740,35,35,2024-11-02T00:34:55Z,1540000,False,,,0,,SUB in: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2024-11-02T00:35:13.5Z,2,REGULAR,period,start,[],0,,,1610612740,35,35,2024-11-02T00:35:13Z,1550000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT11M58.00S,2024-11-02T00:35:18.1Z,2,REGULAR,turnover,bad pass,[],1630526,,,1610612740,35,35,2024-11-02T00:38:48Z,1560000,False,,,0,,J. Robinson-Earl bad pass TURNOVER (1 TO),"[1630526, 204456]",1610612740.0,NOP,,,,Robinson-Earl,J. Robinson-Earl,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,1.0,McConnell,204456.0,,
159,PT11M58.00S,2024-11-02T00:35:18.1Z,2,REGULAR,steal,,[],204456,,,1610612754,35,35,2024-11-02T00:35:20Z,1570000,False,,,0,,T. McConnell STEAL (1 STL),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
160,PT11M50.00S,2024-11-02T00:35:23.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630174,93.11760840998686,96.56862745098039,1610612754,35,38,2024-11-02T00:39:15Z,1580000,False,233.0,12.0,1,right,A. Nesmith 3PT step back (10 PTS) (I. Jackson 1 AST),"[1630174, 1630543]",1610612754.0,IND,step back,,,Nesmith,A. Nesmith,,,,,Right Corner 3,24+ Right,23.31,Made,10.0,I. Jackson,1630543.0,1.0,,,,,,,,,,,,,,
161,PT11M49.00S,2024-11-02T00:35:36.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,35,38,2024-11-02T00:35:36Z,1590000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT11M35.00S,2024-11-02T00:38:33.9Z,2,REGULAR,3pt,Jump Shot,[],1630526,22.946780551905388,90.68627450980392,1610612740,35,38,2024-11-02T00:38:41Z,1600000,False,-203.0,163.0,1,left,MISS J. Robinson-Earl 26' 3PT,[1630526],1610612740.0,NOP,,,,Robinson-Earl,J. Robinson-Earl,,,,,Above the Break 3,24+ Left Center,26.08,Missed,,,,,,,,,,,,,,,,,,
164,PT11M33.00S,2024-11-02T00:38:35.9Z,2,REGULAR,rebound,defensive,[],1630543,,,1610612754,35,38,2024-11-02T00:38:41Z,1610000,False,,,0,,I. Jackson REBOUND (Off:0 Def:2),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Above the Break 3,24+ Left Center,,,,,,,163.0,,,,,,2.0,2.0,0.0,,,,,
165,PT11M22.00S,2024-11-02T00:38:47.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630543,93.38042049934296,46.07843137254902,1610612754,35,40,2024-11-02T00:38:54Z,1620000,False,-20.0,10.0,1,right,I. Jackson cutting Layup (2 PTS) (P. Siakam 4 AST),"[1630543, 1627783]",1610612754.0,IND,cutting,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,2.19,Made,2.0,P. Siakam,1627783.0,4.0,,,,,,,,,,,,,,
167,PT11M10.00S,2024-11-02T00:38:59.3Z,2,REGULAR,3pt,Jump Shot,[],1641722,29.38567674113009,22.794117647058822,1610612740,38,40,2024-11-02T00:39:03Z,1640000,False,136.0,224.0,1,left,J. Hawkins 26' 3PT  (5 PTS) (Z. Williamson 4 AST),"[1641722, 1629627]",1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Right Center,26.18,Made,5.0,Z. Williamson,1629627.0,4.0,,,,,,,,,,,,,,
169,PT10M52.00S,2024-11-02T00:39:17.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],204456,94.43166885676742,51.225490196078425,1610612754,38,42,2024-11-02T00:39:21Z,1660000,False,6.0,0.0,1,right,T. McConnell driving Layup (6 PTS),[204456],1610612754.0,IND,driving,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,0.61,Made,6.0,,,,,,,,,,,,,,,,,
170,PT10M44.00S,2024-11-02T00:39:30.4Z,2,REGULAR,foul,offensive,[],1629627,,,1610612740,38,42,2024-11-02T00:39:45Z,1670000,False,,,0,,Z. Williamson offensive FOUL (1 PF),"[1629627, 1641767]",1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Above the Break 3,24+ Right Center,,,,,,,,1628172.0,1.0,0.0,Sheppard,1641767.0,,,,,,,,
172,PT10M44.00S,2024-11-02T00:39:30.4Z,2,REGULAR,turnover,offensive foul,[],1629627,,,1610612740,38,42,2024-11-02T00:39:30Z,1690000,False,,,0,,Z. Williamson offensive foul TURNOVER (1 TO),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Above the Break 3,24+ Right Center,,,,,,,,1628172.0,,,,,,,,1.0,,,,
173,PT10M25.00S,2024-11-02T00:39:58.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630174,92.32917214191852,49.50980392156863,1610612754,38,44,2024-11-02T00:40:04Z,1700000,False,-2.0,20.0,1,right,A. Nesmith driving finger roll Layup (12 PTS) (B. Sheppard 1 AST),"[1630174, 1641767]",1610612754.0,IND,driving finger roll,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,1.98,Made,12.0,B. Sheppard,1641767.0,1.0,,,,,,,,,,,,,,
175,PT10M13.00S,2024-11-02T00:40:09.2Z,2,REGULAR,3pt,Jump Shot,[],1641722,31.882391590013142,38.23529411764706,1610612740,38,44,2024-11-02T00:40:22Z,1720000,False,59.0,247.0,1,left,MISS J. Hawkins 25' 3PT,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Center,25.41,Missed,,,,,,,,,,,,,,,,,,
176,PT10M07.00S,2024-11-02T00:40:15.2Z,2,REGULAR,rebound,defensive,[],1627783,,,1610612754,38,44,2024-11-02T00:40:22Z,1730000,False,,,0,,P. Siakam REBOUND (Off:0 Def:1),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Center,,,,,,,175.0,,,,,,1.0,1.0,0.0,,,,,
177,PT10M01.00S,2024-11-02T00:40:21.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204456,87.07293035479631,45.588235294117645,1610612754,38,46,2024-11-02T00:40:42Z,1740000,False,-22.0,69.0,1,right,T. McConnell 7' pullup Jump Shot (8 PTS) (A. Nesmith 1 AST),"[204456, 1630174]",1610612754.0,IND,pullup,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),0-8 Center,7.25,Made,8.0,A. Nesmith,1630174.0,1.0,,,,,,,,,,,,,,
