actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,blockPlayerName,blockPersonId,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
20,PT10M27.00S,2025-03-07T01:16:26.2Z,1,REGULAR,3pt,Jump Shot,[],1628415,72.88107752956637,8.57843137254902,1610612745,6,2,2025-03-07T01:16:33Z,210000,False,-207.0,202.0,1,right,MISS D. Brooks 28' 3PT,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Left Center,28.96,Missed,,,,,,,,,,,,,,,,,,
21,PT10M24.00S,2025-03-07T01:16:30.5Z,1,REGULAR,rebound,offensive,[],1628415,,,1610612745,6,2,2025-03-07T01:16:30Z,220000,False,,,0,,D. Brooks REBOUND (Off:1 Def:0),[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Left Center,,,20.0,1.0,0.0,1.0,,,,,,,,,,,,,,
22,PT10M20.00S,2025-03-07T01:16:33.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630578,84.31340341655716,48.03921568627451,1610612745,6,2,2025-03-07T01:16:44Z,230000,False,-10.0,95.0,1,right,MISS A. Sengun 9' Jump Shot - blocked,"[1630578, 203482]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,9.55,Missed,,,,,,,,,,,,Olynyk,203482.0,,,,,
23,PT10M20.00S,2025-03-07T01:16:33.3Z,1,REGULAR,block,,[],203482,,,1610612745,6,2,2025-03-07T01:17:15Z,240000,False,,,0,,K. Olynyk BLOCK (1 BLK),[203482],1610612740.0,NOP,,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
24,PT10M13.00S,2025-03-07T01:16:40.3Z,1,REGULAR,rebound,defensive,[],203468,,,1610612740,6,2,2025-03-07T01:17:15Z,250000,False,,,0,,C. McCollum REBOUND (Off:0 Def:1),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Center,,,22.0,1.0,1.0,0.0,,,,,,,,,,,,,,
25,PT10M12.00S,2025-03-07T01:16:41.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630530,6.521024967148489,44.85294117647059,1610612740,8,2,2025-03-07T01:16:53Z,260000,False,26.0,9.0,1,left,T. Murphy III running Layup (6 PTS) (C. McCollum 1 AST),"[1630530, 203468]",1610612740.0,NOP,running,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,2.72,Made,,,,,6.0,C. McCollum,203468.0,1.0,,,,,,,,,,
27,PT10M05.00S,2025-03-07T01:16:48.4Z,1,REGULAR,3pt,Jump Shot,[],1631106,74.85216819973719,85.29411764705883,1610612745,8,5,2025-03-07T01:16:57Z,280000,False,176.0,184.0,1,right,T. Eason 25' 3PT  (3 PTS) (A. Thompson 1 AST),"[1631106, 1641708]",1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Right Center,25.49,Made,,,,,3.0,A. Thompson,1641708.0,1.0,,,,,,,,,,
29,PT09M56.00S,2025-03-07T01:17:07.7Z,1,REGULAR,foul,personal,[],1631106,,,1610612740,8,5,2025-03-07T01:17:18Z,300000,False,,,0,,T. Eason personal FOUL (1 PF),"[1631106, 1629627]",1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1627519.0,1.0,0.0,,,Williamson,1629627.0,,,
31,PT09M45.00S,2025-03-07T01:17:27.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630530,6.389618922470433,63.725490196078425,1610612740,8,5,2025-03-07T01:20:04Z,320000,False,-69.0,8.0,1,left,MISS T. Murphy III 6' fadeaway Shot,[1630530],1610612740.0,NOP,fadeaway,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),0-8 Center,6.9,Missed,,,,,,,,,,,,,,,,,,
32,PT09M43.00S,2025-03-07T01:17:29.2Z,1,REGULAR,rebound,defensive,[],1628415,,,1610612745,8,5,2025-03-07T01:17:34Z,330000,False,,,0,,D. Brooks REBOUND (Off:1 Def:1),[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),0-8 Center,,,31.0,2.0,1.0,1.0,,,,,,,,,,,,,,
33,PT09M41.00S,2025-03-07T01:17:34.0Z,1,REGULAR,foul,personal,['2freethrow'],203482,,,1610612745,8,5,2025-03-07T01:17:45Z,340000,False,,,0,,K. Olynyk shooting personal FOUL (1 PF) (Thompson 2 FT),"[203482, 1641708]",1610612740.0,NOP,shooting,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627519.0,1.0,0.0,,,Thompson,1641708.0,,,
35,PT09M41.00S,2025-03-07T01:18:03.7Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1641708,,,1610612745,8,5,2025-03-07T01:18:35Z,360000,False,,,0,,MISS A. Thompson Free Throw 1 of 2,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
36,PT09M41.00S,2025-03-07T01:18:03.7Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612745,8,5,2025-03-07T01:18:35Z,370000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,
37,PT09M41.00S,2025-03-07T01:18:03.7Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1641708,,,1610612745,8,5,2025-03-07T01:18:35Z,380000,False,,,0,,MISS A. Thompson Free Throw 2 of 2,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
38,PT09M37.00S,2025-03-07T01:18:07.7Z,1,REGULAR,rebound,defensive,[],203482,,,1610612740,8,5,2025-03-07T01:18:35Z,390000,False,,,0,,K. Olynyk REBOUND (Off:0 Def:1),[203482],1610612740.0,NOP,,,,Olynyk,K. Olynyk,,,,,,,,,37.0,1.0,1.0,0.0,,,,,,,,,,,,,,
39,PT09M36.00S,2025-03-07T01:18:33.3Z,1,REGULAR,turnover,lost ball,[],203482,,,1610612740,8,5,2025-03-07T01:18:45Z,400000,False,,,0,,K. Olynyk lost ball TURNOVER (1 TO),"[203482, 1631106]",1610612740.0,NOP,,,,Olynyk,K. Olynyk,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,1.0,Eason,1631106.0
40,PT09M36.00S,2025-03-07T01:18:33.3Z,1,REGULAR,steal,,[],1631106,,,1610612745,8,5,2025-03-07T01:18:37Z,410000,False,,,0,,T. Eason STEAL (1 STL),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
41,PT09M31.00S,2025-03-07T01:18:38.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631106,92.9862023653088,54.65686274509803,1610612745,8,5,2025-03-07T01:18:54Z,420000,False,23.0,13.0,1,right,MISS T. Eason Layup,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,2.69,Missed,,,,,,,,,,,,,,,,,,
43,PT09M23.00S,2025-03-07T01:18:46.6Z,1,REGULAR,rebound,defensive,[],1629627,,,1610612740,8,5,2025-03-07T01:18:54Z,440000,False,,,0,,Z. Williamson REBOUND (Off:0 Def:1),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,41.0,1.0,1.0,0.0,,,,,,,,,,,,,,
45,PT09M17.00S,2025-03-07T01:19:17.6Z,1,REGULAR,violation,kicked ball,[],1630578,,,1610612740,8,5,2025-03-07T01:19:28Z,460000,False,,,0,,A. Sengun kicked ball VIOLATION,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,1626301.0,,,,,,,,,
46,PT09M08.00S,2025-03-07T01:19:45.9Z,1,REGULAR,turnover,lost ball,[],1629627,,,1610612740,8,5,2025-03-07T01:19:52Z,470000,False,,,0,,Z. Williamson lost ball TURNOVER (1 TO),"[1629627, 1630578]",1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Sengun,1630578.0
47,PT09M08.00S,2025-03-07T01:19:45.9Z,1,REGULAR,steal,,[],1630578,,,1610612745,8,5,2025-03-07T01:31:33Z,480000,False,,,0,,A. Sengun STEAL (1 STL),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
48,PT09M03.00S,2025-03-07T01:19:51.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641708,93.38042049934296,53.18627450980392,1610612745,8,7,2025-03-07T01:20:00Z,490000,False,16.0,10.0,1,right,A. Thompson running Layup (2 PTS) (J. Green 1 AST),"[1641708, 1630224]",1610612745.0,HOU,running,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,1.86,Made,,,,,2.0,J. Green,1630224.0,1.0,,,,,,,,,,
50,PT08M53.00S,2025-03-07T01:20:00.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,5.338370565045992,54.41176470588235,1610612740,10,7,2025-03-07T01:20:08Z,510000,False,-22.0,-2.0,1,left,Z. Williamson cutting Layup (2 PTS) (K. Olynyk 2 AST),"[1629627, 203482]",1610612740.0,NOP,cutting,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,2.22,Made,,,,,2.0,K. Olynyk,203482.0,2.0,,,,,,,,,,
52,PT08M39.00S,2025-03-07T01:20:14.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630578,80.89684625492772,36.029411764705884,1610612745,10,9,2025-03-07T01:25:26Z,530000,False,-70.0,127.0,1,right,A. Sengun 14' Jump Shot (4 PTS) (J. Green 2 AST),"[1630578, 1630224]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,14.51,Made,,,,,4.0,J. Green,1630224.0,2.0,,,,,,,,,,
54,PT08M23.00S,2025-03-07T01:20:30.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642274,4.681340341655716,55.14705882352941,1610612740,12,9,2025-03-07T01:20:38Z,550000,False,-26.0,-8.0,1,left,Y. Missi reverse Layup (4 PTS) (Z. Williamson 1 AST),"[1642274, 1629627]",1610612740.0,NOP,reverse,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,2.71,Made,,,,,4.0,Z. Williamson,1629627.0,1.0,,,,,,,,,,
56,PT08M00.00S,2025-03-07T01:20:53.7Z,1,REGULAR,foul,personal,['2freethrow'],203482,,,1610612745,12,9,2025-03-07T01:21:06Z,570000,False,,,0,,K. Olynyk shooting personal FOUL (2 PF) (Eason 2 FT),"[203482, 1631106]",1610612740.0,NOP,shooting,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1626301.0,2.0,0.0,,,Eason,1631106.0,,,
58,PT08M00.00S,2025-03-07T01:21:22.2Z,1,REGULAR,freethrow,1 of 2,[],1631106,,,1610612745,12,10,2025-03-07T01:21:22Z,590000,False,,,0,,T. Eason Free Throw 1 of 2 (4 PTS),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
59,PT08M00.00S,2025-03-07T01:21:25.3Z,1,REGULAR,substitution,out,[],203482,,,1610612745,12,10,2025-03-07T01:21:37Z,600000,False,,,0,,SUB out: K. Olynyk,[203482],1610612740.0,NOP,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT08M00.00S,2025-03-07T01:21:25.3Z,1,REGULAR,substitution,in,[],1628971,,,1610612745,12,10,2025-03-07T01:21:37Z,610000,False,,,0,,SUB in: B. Brown,[1628971],1610612740.0,NOP,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT08M00.00S,2025-03-07T01:21:45.1Z,1,REGULAR,freethrow,2 of 2,[],1631106,,,1610612745,12,11,2025-03-07T01:21:45Z,620000,False,,,0,,T. Eason Free Throw 2 of 2 (5 PTS),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
62,PT07M41.00S,2025-03-07T01:22:08.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,4.812746386333772,56.372549019607845,1610612740,12,11,2025-03-07T01:22:17Z,630000,False,-32.0,-7.0,1,left,MISS Z. Williamson cutting Layup,[1629627],1610612740.0,NOP,cutting,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,3.27,Missed,,,,,,,,,,,,,,,,,,
63,PT07M38.00S,2025-03-07T01:22:11.0Z,1,REGULAR,rebound,offensive,[],1629627,,,1610612740,12,11,2025-03-07T01:22:17Z,640000,False,,,0,,Z. Williamson REBOUND (Off:1 Def:1),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,62.0,2.0,1.0,1.0,,,,,,,,,,,,,,
64,PT07M38.00S,2025-03-07T01:22:14.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629627,5.590000152587891,50.0,1610612740,12,11,2025-03-07T01:22:14Z,650000,False,0.0,0.0,1,left,MISS Z. Williamson putback Layup,[1629627],1610612740.0,NOP,putback,,,Williamson,Z. Williamson,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
65,PT07M38.00S,2025-03-07T01:22:15.8Z,1,REGULAR,rebound,offensive,[],1629627,,,1610612740,12,11,2025-03-07T01:22:15Z,660000,False,,,0,,Z. Williamson REBOUND (Off:2 Def:1),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Mid-Range,8-16 Left,,,64.0,3.0,1.0,2.0,,,,,,,,,,,,,,
66,PT07M38.00S,2025-03-07T01:22:16.9Z,1,REGULAR,foul,personal,['2freethrow'],1628415,,,1610612740,12,11,2025-03-07T01:22:25Z,670000,False,,,0,,D. Brooks shooting personal FOUL (1 PF) (Williamson 2 FT),"[1628415, 1629627]",1610612745.0,HOU,shooting,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1626301.0,1.0,0.0,,,Williamson,1629627.0,,,
68,PT07M38.00S,2025-03-07T01:22:44.6Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629627,,,1610612740,13,11,2025-03-07T01:22:44Z,690000,False,,,0,,Z. Williamson Free Throw 1 of 2 (3 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
69,PT07M38.00S,2025-03-07T01:22:59.8Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629627,,,1610612740,14,11,2025-03-07T01:22:59Z,700000,False,,,0,,Z. Williamson Free Throw 2 of 2 (4 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
70,PT07M23.00S,2025-03-07T01:23:16.0Z,1,REGULAR,3pt,Jump Shot,[],1630224,67.23061760840999,64.70588235294117,1610612745,14,11,2025-03-07T01:23:24Z,710000,False,74.0,256.0,1,right,MISS J. Green 26' pullup 3PT,[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Above the Break 3,24+ Center,26.59,Missed,,,,,,,,,,,,,,,,,,
71,PT07M18.00S,2025-03-07T01:23:21.0Z,1,REGULAR,rebound,defensive,[],1642274,,,1610612740,14,11,2025-03-07T01:23:24Z,720000,False,,,0,,Y. Missi REBOUND (Off:0 Def:1),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Above the Break 3,24+ Center,,,70.0,1.0,1.0,0.0,,,,,,,,,,,,,,
72,PT07M09.00S,2025-03-07T01:23:28.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630530,5.206964520367937,50.98039215686274,1610612740,16,11,2025-03-07T01:23:33Z,730000,False,-5.0,-4.0,1,left,T. Murphy III driving DUNK (8 PTS),[1630530],1610612740.0,NOP,driving,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,0.61,Made,,,,,8.0,,,,,,,,,,,,,
73,PT07M00.00S,2025-03-07T01:23:38.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630578,93.51182654402102,49.754901960784316,1610612745,16,13,2025-03-07T01:23:43Z,740000,False,-1.0,8.0,1,right,A. Sengun cutting DUNK (6 PTS) (T. Eason 1 AST),"[1630578, 1631106]",1610612745.0,HOU,cutting,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,0.86,Made,,,,,6.0,T. Eason,1631106.0,1.0,,,,,,,,,,
75,PT06M52.00S,2025-03-07T01:23:45.3Z,1,REGULAR,3pt,Jump Shot,[],1630530,30.042706964520367,71.56862745098039,1610612740,19,13,2025-03-07T01:23:50Z,760000,False,-108.0,230.0,1,left,T. Murphy III 25' 3PT  (11 PTS) (Z. Williamson 2 AST),"[1630530, 1629627]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,25.39,Made,,,,,11.0,Z. Williamson,1629627.0,2.0,,,,,,,,,,
77,PT06M51.00S,2025-03-07T01:23:53.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,19,13,2025-03-07T01:23:53Z,780000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M51.00S,2025-03-07T01:26:04.2Z,1,REGULAR,substitution,out,[],1629627,,,1610612745,19,13,2025-03-07T01:26:29Z,790000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M51.00S,2025-03-07T01:26:04.2Z,1,REGULAR,substitution,in,[],1641722,,,1610612745,19,13,2025-03-07T01:26:29Z,800000,False,,,0,,SUB in: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M31.00S,2025-03-07T01:27:03.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,91.27792378449409,48.77450980392157,1610612745,19,13,2025-03-07T01:32:57Z,810000,False,-6.0,29.0,1,right,MISS A. Sengun driving Hook,[1630578],1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,3.01,Missed,,,,,,,,,,,,,,,,,,
81,PT06M31.00S,2025-03-07T01:27:03.5Z,1,REGULAR,rebound,offensive,[],1630578,,,1610612745,19,13,2025-03-07T01:27:10Z,820000,False,,,0,,A. Sengun REBOUND (Off:1 Def:0),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,80.0,1.0,0.0,1.0,,,,,,,,,,,,,,
82,PT06M31.00S,2025-03-07T01:27:09.5Z,1,REGULAR,turnover,traveling,[],1630578,,,1610612745,19,13,2025-03-07T01:27:22Z,830000,False,,,0,,A. Sengun traveling TURNOVER (1 TO),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627519.0,,,,,,,1.0,,
83,PT06M20.00S,2025-03-07T01:27:27.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203468,29.38567674113009,25.735294117647058,1610612740,22,13,2025-03-07T01:27:31Z,840000,False,121.0,224.0,1,left,C. McCollum 25' 3PT  (3 PTS) (B. Brown 1 AST),"[203468, 1628971]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,25.45,Made,,,,,3.0,B. Brown,1628971.0,1.0,,,,,,,,,,
85,PT06M00.00S,2025-03-07T01:27:47.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631106,93.51182654402102,45.34313725490196,1610612745,22,13,2025-03-07T01:34:50Z,860000,False,-23.0,8.0,1,right,MISS T. Eason cutting DUNK - blocked,"[1631106, 1630530]",1610612745.0,HOU,cutting,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,2.48,Missed,,,,,,,,,,,,Murphy III,1630530.0,,,,,
174,PT06M00.00S,2025-03-07T01:27:47.2Z,1,REGULAR,block,,[],1630530,,,1610612745,22,13,2025-03-07T01:40:43Z,865000,False,,,0,,T. Murphy III BLOCK (1 BLK),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
86,PT05M58.00S,2025-03-07T01:27:49.2Z,1,REGULAR,rebound,defensive,[],1628971,,,1610612740,22,13,2025-03-07T01:27:53Z,870000,False,,,0,,B. Brown REBOUND (Off:0 Def:1),[1628971],1610612740.0,NOP,,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,,,85.0,1.0,1.0,0.0,,,,,,,,,,,,,,
87,PT05M41.00S,2025-03-07T01:28:05.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203468,5.995400788436268,55.63725490196079,1610612740,22,13,2025-03-07T01:28:12Z,880000,False,-28.0,4.0,1,left,MISS C. McCollum driving Layup,[203468],1610612740.0,NOP,driving,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,2.85,Missed,,,,,,,,,,,,,,,,,,
88,PT05M40.00S,2025-03-07T01:28:06.7Z,1,REGULAR,rebound,offensive,[],1642274,,,1610612740,22,13,2025-03-07T01:28:12Z,890000,False,,,0,,Y. Missi REBOUND (Off:1 Def:1),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,,87.0,2.0,1.0,1.0,,,,,,,,,,,,,,
89,PT05M38.00S,2025-03-07T01:28:08.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642274,5.995400788436268,51.71568627450981,1610612740,24,13,2025-03-07T01:28:21Z,900000,False,-9.0,4.0,1,left,Y. Missi putback Layup (6 PTS),[1642274],1610612740.0,NOP,putback,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,0.94,Made,,,,,6.0,,,,,,,,,,,,,
