actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
11,PT10M56.00S,2024-11-04T00:11:48.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630552,7.178055190538765,46.07843137254902,1610612737,0,2,2024-11-04T00:15:15Z,110000,False,20.0,15.0,1,left,MISS J. Johnson driving floating Shot,[1630552],1610612737.0,ATL,driving floating,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,2.47,Missed,,,,,,,,,,,,,,,,,,
12,PT10M54.00S,2024-11-04T00:11:50.9Z,1,REGULAR,rebound,defensive,[],1629750,,,1610612740,0,2,2024-11-04T00:12:10Z,120000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
13,PT10M50.00S,2024-11-04T00:11:55.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630631,91.80354796320631,53.18627450980392,1610612740,0,2,2024-11-04T00:16:58Z,130000,False,16.0,25.0,1,right,MISS J. Alvarado running Layup,[1630631],1610612740.0,NOP,running,,,Alvarado,J. Alvarado,,,,,Restricted Area,0-8 Center,2.92,Missed,,,,,,,,,,,,,,,,,,
14,PT10M48.00S,2024-11-04T00:11:57.1Z,1,REGULAR,rebound,defensive,[],1642258,,,1610612737,0,2,2024-11-04T00:12:20Z,140000,False,,,0,,Z. Risacher REBOUND (Off:1 Def:2),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,,,13.0,3.0,2.0,1.0,,,,,,,,,,,,,,
15,PT10M31.00S,2024-11-04T00:12:13.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630552,9.017739816031538,50.0,1610612737,0,2,2024-11-04T00:17:23Z,150000,False,0.0,32.0,1,left,MISS J. Johnson alley-oop Layup,[1630552],1610612737.0,ATL,alley-oop,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,3.23,Missed,,,,,,,,,,,,,,,,,,
16,PT10M29.00S,2024-11-04T00:12:15.6Z,1,REGULAR,rebound,defensive,[],1642274,,,1610612740,0,2,2024-11-04T00:12:25Z,160000,False,,,0,,Y. Missi REBOUND (Off:0 Def:1),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,
17,PT10M23.00S,2024-11-04T00:12:24.2Z,1,REGULAR,turnover,out-of-bounds,[],1641722,,,1610612740,0,2,2024-11-04T00:17:39Z,170000,False,,,0,,J. Hawkins bad pass out-of-bounds TURNOVER (1 TO),[1641722],1610612740.0,NOP,bad pass,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Left Center,,,,,,,,204059.0,1.0,,,,,,,,,,,
20,PT10M13.00S,2024-11-04T00:12:44.1Z,1,REGULAR,foul,personal,[],1629750,,,1610612737,0,2,2024-11-04T00:13:03Z,180000,False,,,0,,J. Green personal FOUL (1 PF),"[1629750, 1642258]",1610612740.0,NOP,,,,Green,J. Green,,,,,Mid-Range,16-24 Left Center,,,,,,,,204059.0,,1.0,0.0,Risacher,1642258.0,,,,,,,
22,PT10M05.00S,2024-11-04T00:13:05.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630552,9.543363994743759,53.431372549019606,1610612737,0,2,2024-11-04T00:13:15Z,200000,False,-17.0,37.0,1,left,MISS J. Johnson driving Layup - blocked,"[1630552, 1642274]",1610612737.0,ATL,driving,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,4.1,Missed,,,,,,,,,,,,Missi,1642274.0,,,,,
23,PT10M05.00S,2024-11-04T00:13:05.0Z,1,REGULAR,block,,[],1642274,,,1610612737,0,2,2024-11-04T00:13:07Z,210000,False,,,0,,Y. Missi BLOCK (1 BLK),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
24,PT10M02.00S,2024-11-04T00:13:08.0Z,1,REGULAR,rebound,defensive,[],1630631,,,1610612740,0,2,2024-11-04T00:13:15Z,220000,False,,,0,,J. Alvarado REBOUND (Off:0 Def:1),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Restricted Area,0-8 Center,,,22.0,1.0,1.0,0.0,,,,,,,,,,,,,,
28,PT09M57.00S,2024-11-04T00:13:30.7Z,1,REGULAR,3pt,Jump Shot,[],1630631,72.09264126149803,79.65686274509804,1610612740,0,2,2024-11-04T00:13:37Z,240000,False,148.0,210.0,1,right,MISS J. Alvarado 25' 3PT,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Right Center,25.69,Missed,,,,,,,,,,,,,,,,,,
29,PT09M53.00S,2024-11-04T00:13:34.7Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,0,2,2024-11-04T00:13:37Z,250000,False,,,0,,C. Capela REBOUND (Off:0 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Right Center,,,28.0,1.0,1.0,0.0,,,,,,,,,,,,,,
31,PT09M47.00S,2024-11-04T00:13:39.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1642258,13.87976346911958,4.901960784313726,1610612737,0,5,2024-11-04T01:02:42Z,260000,False,225.0,78.0,1,left,Z. Risacher 3PT running (5 PTS) (T. Young 1 AST),"[1642258, 1629027]",1610612737.0,ATL,running,,,Risacher,Z. Risacher,,,,,Right Corner 3,24+ Right,23.86,Made,,,,,5.0,,,,,,,,,T. Young,1629027.0,1.0,,
33,PT09M31.00S,2024-11-04T00:13:57.9Z,1,REGULAR,turnover,out-of-bounds,[],1627742,,,1610612740,0,5,2024-11-04T00:19:23Z,280000,False,,,0,,B. Ingram bad pass out-of-bounds TURNOVER (1 TO),[1627742],1610612740.0,NOP,bad pass,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,,,,,,,,204059.0,1.0,,,,,,,,,,,
34,PT09M14.00S,2024-11-04T00:14:17.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203991,8.754927726675426,48.28431372549019,1610612737,0,7,2024-11-04T00:19:53Z,290000,False,9.0,30.0,1,left,C. Capela alley-oop Layup (2 PTS) (J. Johnson 1 AST),"[203991, 1630552]",1610612737.0,ATL,alley-oop,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,3.1,Made,,,,,2.0,,,,,,,,,J. Johnson,1630552.0,1.0,,
36,PT08M56.00S,2024-11-04T00:14:35.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641722,93.38042049934296,47.549019607843135,1610612740,2,7,2024-11-04T00:20:33Z,310000,False,-12.0,10.0,1,right,J. Hawkins driving Layup (2 PTS) (J. Alvarado 1 AST),"[1641722, 1630631]",1610612740.0,NOP,driving,,,Hawkins,J. Hawkins,,,,,Restricted Area,0-8 Center,1.57,Made,,,,,2.0,,,,,,,,,J. Alvarado,1630631.0,1.0,,
37,PT08M40.00S,2024-11-04T00:14:52.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642258,10.33180026281209,54.41176470588235,1610612737,2,7,2024-11-04T00:21:28Z,320000,False,-22.0,45.0,1,left,MISS Z. Risacher driving floating Shot,[1642258],1610612737.0,ATL,driving floating,,,Risacher,Z. Risacher,,,,,In The Paint (Non-RA),0-8 Center,4.98,Missed,,,,,,,,,,,,,,,,,,
38,PT08M40.00S,2024-11-04T00:14:52.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,2,7,2024-11-04T00:15:01Z,330000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,37.0,,,,,,,,,,,,,,,,,
40,PT08M28.00S,2024-11-04T00:15:24.4Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1629027,12.614980289093296,28.408394607843135,1610612737,2,7,2024-11-04T00:22:15Z,350000,False,108.0,66.0,1,left,MISS T. Young 12' pullup Shot,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Mid-Range,8-16 Right,12.66,Missed,,,,,,,,,,,,,,,,,,
41,PT08M26.00S,2024-11-04T00:15:26.4Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612740,2,7,2024-11-04T00:22:15Z,360000,False,,,0,,B. Ingram REBOUND (Off:0 Def:1),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Right,,,40.0,1.0,1.0,0.0,,,,,,,,,,,,,,
42,PT08M20.00S,2024-11-04T00:15:31.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627742,90.62089356110381,47.05882352941176,1610612740,2,7,2024-11-04T00:22:44Z,370000,False,-15.0,36.0,1,right,MISS B. Ingram running finger roll Layup,[1627742],1610612740.0,NOP,running finger roll,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,3.86,Missed,,,,,,,,,,,,,,,,,,
43,PT08M19.00S,2024-11-04T00:15:32.2Z,1,REGULAR,rebound,offensive,[],1642274,,,1610612740,2,7,2024-11-04T00:22:44Z,380000,False,,,0,,Y. Missi REBOUND (Off:1 Def:1),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,,42.0,2.0,1.0,1.0,,,,,,,,,,,,,,
44,PT08M17.00S,2024-11-04T00:15:34.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642274,92.59198423127464,48.28431372549019,1610612740,4,7,2024-11-04T00:22:50Z,390000,False,-9.0,17.0,1,right,Y. Missi putback Layup (2 PTS),[1642274],1610612740.0,NOP,putback,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,1.91,Made,,,,,2.0,,,,,,,,,,,,,
45,PT08M03.00S,2024-11-04T00:15:46.3Z,1,REGULAR,2pt,Jump Shot,[],1630552,7.178055190538765,91.91176470588235,1610612737,4,9,2024-11-04T00:15:54Z,400000,False,-210.0,15.0,1,left,J. Johnson 21' Jump Shot (2 PTS) (T. Young 2 AST),"[1630552, 1629027]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Mid-Range,16-24 Left,21.01,Made,,,,,2.0,,,,,,,,,T. Young,1629027.0,2.0,,
47,PT07M56.00S,2024-11-04T00:15:53.8Z,1,REGULAR,3pt,Jump Shot,[],1627742,68.15045992115637,44.85294117647059,1610612740,4,9,2024-11-04T00:23:45Z,420000,False,-26.0,247.0,1,right,MISS B. Ingram 24' pullup 3PT,[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Center,24.82,Missed,,,,,,,,,,,,,,,,,,
48,PT07M55.00S,2024-11-04T00:16:02.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612740,4,9,2024-11-04T00:16:02Z,430000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Above the Break 3,24+ Center,,,47.0,,,,,,,,,,,,,,,,,
49,PT07M55.00S,2024-11-04T00:16:03.8Z,1,REGULAR,foul,personal,[],203991,,,1610612740,4,9,2024-11-04T00:16:18Z,440000,False,,,0,,C. Capela loose ball personal FOUL (1 PF),"[203991, 1642274]",1610612737.0,ATL,loose ball,,,Capela,C. Capela,,,,,Mid-Range,16-24 Left Center,,,,,,,,1627529.0,,1.0,0.0,Missi,1642274.0,,,,,,,
51,PT07M47.00S,2024-11-04T00:16:24.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630631,71.17279894875165,15.931372549019606,1610612740,4,9,2024-11-04T00:16:33Z,460000,False,-170.0,218.0,1,right,MISS J. Alvarado 27' 3PT,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Left Center,27.7,Missed,,,,,,,,,,,,,,,,,,
52,PT07M43.00S,2024-11-04T00:16:28.9Z,1,REGULAR,rebound,defensive,[],1642258,,,1610612737,4,9,2024-11-04T00:16:33Z,470000,False,,,0,,Z. Risacher REBOUND (Off:1 Def:3),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Left Center,,,51.0,4.0,3.0,1.0,,,,,,,,,,,,,,
53,PT07M34.00S,2024-11-04T00:16:36.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630700,13.748357424441524,49.26470588235294,1610612737,4,11,2024-11-04T00:24:10Z,480000,False,4.0,77.0,1,left,D. Daniels 7' driving floating Jump Shot (2 PTS),[1630700],1610612737.0,ATL,driving floating,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,7.68,Made,,,,,2.0,,,,,,,,,,,,,
54,PT07M12.00S,2024-11-04T00:16:59.0Z,1,REGULAR,3pt,Jump Shot,[],1629750,73.01248357424441,84.31372549019608,1610612740,4,11,2024-11-04T00:17:04Z,490000,False,172.0,201.0,1,right,MISS J. Green 26' 3PT,[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,26.44,Missed,,,,,,,,,,,,,,,,,,
55,PT07M09.00S,2024-11-04T00:17:02.0Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,4,11,2024-11-04T00:17:04Z,500000,False,,,0,,C. Capela REBOUND (Off:0 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Right Center,,,54.0,2.0,2.0,0.0,,,,,,,,,,,,,,
56,PT07M04.00S,2024-11-04T00:17:08.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630552,7.703679369250986,51.470588235294116,1610612737,4,13,2024-11-04T00:24:34Z,510000,False,-7.0,20.0,1,left,J. Johnson running finger roll Layup (4 PTS) (T. Young 3 AST),"[1630552, 1629027]",1610612737.0,ATL,running finger roll,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,2.12,Made,,,,,4.0,,,,,,,,,T. Young,1629027.0,3.0,,
58,PT07M04.00S,2024-11-04T00:17:16.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,4,13,2024-11-04T00:17:16Z,530000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M41.00S,2024-11-04T00:20:30.7Z,1,REGULAR,2pt,Jump Shot,[],1641722,83.78777923784494,23.03921568627451,1610612740,4,13,2024-11-04T00:20:38Z,540000,False,-135.0,100.0,1,right,MISS J. Hawkins 16' step back Shot,[1641722],1610612740.0,NOP,step back,,,Hawkins,J. Hawkins,,,,,Mid-Range,16-24 Left Center,16.78,Missed,,,,,,,,,,,,,,,,,,
60,PT06M38.00S,2024-11-04T00:20:33.7Z,1,REGULAR,rebound,defensive,[],1630700,,,1610612737,4,13,2024-11-04T00:20:38Z,550000,False,,,0,,D. Daniels REBOUND (Off:1 Def:1),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Mid-Range,16-24 Left Center,,,59.0,2.0,1.0,1.0,,,,,,,,,,,,,,
61,PT06M24.00S,2024-11-04T00:20:47.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642258,10.200394218134035,55.392156862745104,1610612737,4,13,2024-11-04T00:25:05Z,560000,False,-27.0,43.0,1,left,MISS Z. Risacher cutting Layup,[1642258],1610612737.0,ATL,cutting,,,Risacher,Z. Risacher,,,,,In The Paint (Non-RA),0-8 Center,5.11,Missed,,,,,,,,,,,,,,,,,,
62,PT06M22.00S,2024-11-04T00:20:49.9Z,1,REGULAR,rebound,defensive,[],1642274,,,1610612740,4,13,2024-11-04T00:20:54Z,570000,False,,,0,,Y. Missi REBOUND (Off:1 Def:2),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,In The Paint (Non-RA),0-8 Center,,,61.0,3.0,2.0,1.0,,,,,,,,,,,,,,
63,PT06M11.00S,2024-11-04T00:21:00.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642274,90.88370565045992,55.88235294117647,1610612740,6,13,2024-11-04T00:21:07Z,580000,False,29.0,33.0,1,right,Y. Missi driving Layup (4 PTS) (J. Alvarado 2 AST),"[1642274, 1630631]",1610612740.0,NOP,driving,,,Missi,Y. Missi,,,,,In The Paint (Non-RA),0-8 Center,4.43,Made,,,,,4.0,,,,,,,,,J. Alvarado,1630631.0,2.0,,
65,PT06M03.00S,2024-11-04T00:21:12.6Z,1,REGULAR,foul,personal,[],1630631,,,1610612737,6,13,2024-11-04T00:21:30Z,600000,False,,,0,,J. Alvarado personal FOUL (1 PF),"[1630631, 203991]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Mid-Range,16-24 Center,,,,,,,,1627963.0,,1.0,0.0,Capela,203991.0,,,,,,,
67,PT06M03.00S,2024-11-04T00:21:28.2Z,1,REGULAR,substitution,out,[],1641722,,,1610612737,6,13,2024-11-04T00:21:41Z,620000,False,,,0,,SUB out: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M03.00S,2024-11-04T00:21:28.2Z,1,REGULAR,substitution,out,[],203991,,,1610612737,6,13,2024-11-04T00:21:41Z,630000,False,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M03.00S,2024-11-04T00:21:28.2Z,1,REGULAR,substitution,out,[],1630552,,,1610612737,6,13,2024-11-04T00:21:41Z,640000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M03.00S,2024-11-04T00:21:28.2Z,1,REGULAR,substitution,in,[],1630527,,,1610612737,6,13,2024-11-04T00:21:41Z,650000,False,,,0,,SUB in: B. Boston Jr.,[1630527],1610612740.0,NOP,,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M03.00S,2024-11-04T00:21:28.2Z,1,REGULAR,substitution,in,[],1631223,,,1610612737,6,13,2024-11-04T00:21:41Z,660000,False,,,0,,SUB in: D. Roddy,[1631223],1610612737.0,ATL,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M03.00S,2024-11-04T00:21:28.2Z,1,REGULAR,substitution,in,[],1626204,,,1610612737,6,13,2024-11-04T00:21:41Z,670000,False,,,0,,SUB in: L. Nance Jr.,[1626204],1610612737.0,ATL,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M53.00S,2024-11-04T00:21:48.4Z,1,REGULAR,foul,personal,['2freethrow'],1627742,,,1610612737,6,13,2024-11-04T00:22:03Z,680000,False,,,0,,B. Ingram shooting personal FOUL (1 PF) (Risacher 2 FT),"[1627742, 1642258]",1610612740.0,NOP,shooting,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,,,,,,,,204059.0,,1.0,0.0,Risacher,1642258.0,,,,,,,
75,PT05M53.00S,2024-11-04T00:22:12.8Z,1,REGULAR,freethrow,1 of 2,[],1642258,,,1610612737,6,14,2024-11-04T00:22:12Z,700000,False,,,0,,Z. Risacher Free Throw 1 of 2 (6 PTS),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
76,PT05M53.00S,2024-11-04T00:22:31.1Z,1,REGULAR,freethrow,2 of 2,[],1642258,,,1610612737,6,15,2024-11-04T00:22:31Z,710000,False,,,0,,Z. Risacher Free Throw 2 of 2 (7 PTS),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
77,PT05M37.00S,2024-11-04T00:22:58.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,91.27792378449409,48.03921568627451,1610612740,8,15,2024-11-04T00:40:36Z,720000,False,-10.0,29.0,1,right,B. Ingram driving finger roll Layup (2 PTS),[1627742],1610612740.0,NOP,driving finger roll,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,3.11,Made,,,,,2.0,,,,,,,,,,,,,
79,PT05M37.00S,2024-11-04T00:23:05.4Z,1,REGULAR,foul,personal,['1freethrow'],1631223,,,1610612740,8,15,2024-11-04T00:23:18Z,740000,False,,,0,,D. Roddy shooting personal FOUL (1 PF) (Ingram 1 FT),"[1631223, 1627742]",1610612737.0,ATL,shooting,,,Roddy,D. Roddy,,,,,Restricted Area,0-8 Center,,,,,,,,1627963.0,,1.0,0.0,Ingram,1627742.0,,,,,,,
81,PT05M37.00S,2024-11-04T00:23:19.8Z,1,REGULAR,substitution,out,[],1630631,,,1610612740,8,15,2024-11-04T00:23:50Z,760000,False,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M37.00S,2024-11-04T00:23:19.8Z,1,REGULAR,substitution,in,[],1630526,,,1610612740,8,15,2024-11-04T00:23:50Z,770000,False,,,0,,SUB in: J. Robinson-Earl,[1630526],1610612740.0,NOP,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M37.00S,2024-11-04T00:23:29.2Z,1,REGULAR,freethrow,1 of 1,[],1627742,,,1610612740,9,15,2024-11-04T00:23:29Z,780000,False,,,0,,B. Ingram Free Throw 1 of 1 (3 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
