actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
85,PT05M16.00S,2025-01-08T01:22:53.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642274,5.590000152587891,50.0,1610612740,13,25,2025-01-08T01:22:53Z,850000,False,0.0,0.0,1,left,MISS Y. Missi tip Layup,[1642274],1610612740.0,NOP,tip,,,Missi,Y. Missi,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
86,PT05M15.00S,2025-01-08T01:22:54.0Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,13,25,2025-01-08T01:22:54Z,860000,False,,,0,,R. Gobert REBOUND (Off:0 Def:3),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,8-16 Left,,,,85.0,3.0,3.0,0.0,,,,,,,,,,,,,
88,PT05M13.00S,2025-01-08T01:23:03.7Z,1,REGULAR,substitution,out,[],1628978,,,1610612750,13,25,2025-01-08T01:23:13Z,880000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M13.00S,2025-01-08T01:23:03.7Z,1,REGULAR,substitution,out,[],203944,,,1610612750,13,25,2025-01-08T01:23:13Z,890000,False,,,0,,SUB out: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M13.00S,2025-01-08T01:23:03.7Z,1,REGULAR,substitution,in,[],1629675,,,1610612750,13,25,2025-01-08T01:23:13Z,900000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M13.00S,2025-01-08T01:23:03.7Z,1,REGULAR,substitution,in,[],201144,,,1610612750,13,25,2025-01-08T01:23:13Z,910000,False,,,0,,SUB in: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M07.00S,2025-01-08T01:23:29.5Z,1,REGULAR,3pt,Jump Shot,[],1630162,74.72076215505913,15.931372549019606,1610612750,13,25,2025-01-08T01:23:34Z,920000,False,-170.0,185.0,1,right,MISS A. Edwards 25' 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,25.15,Missed,,,,,,,,,,,,,,,,,,
93,PT05M02.00S,2025-01-08T01:23:34.5Z,1,REGULAR,rebound,offensive,[],1629675,,,1610612750,13,25,2025-01-08T01:23:34Z,930000,False,,,0,,N. Reid REBOUND (Off:1 Def:0),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Left Center,,,,92.0,1.0,0.0,1.0,,,,,,,,,,,,,
94,PT04M58.00S,2025-01-08T01:23:37.5Z,1,REGULAR,turnover,bad pass,[],201144,,,1610612750,13,25,2025-01-08T01:23:41Z,940000,False,,,0,,M. Conley bad pass TURNOVER (1 TO),"[201144, 1627749]",1610612750.0,MIN,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,1.0,Murray,1627749.0
95,PT04M58.00S,2025-01-08T01:23:37.5Z,1,REGULAR,steal,,[],1627749,,,1610612740,13,25,2025-01-08T01:23:39Z,950000,False,,,0,,D. Murray STEAL (2 STL),[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
96,PT04M54.00S,2025-01-08T01:23:43.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627749,8.886333771353483,49.50980392156863,1610612740,15,25,2025-01-08T01:27:34Z,960000,False,2.0,31.0,1,left,D. Murray running finger roll Layup (8 PTS),[1627749],1610612740.0,NOP,running finger roll,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,3.11,Made,8.0,,,,,,,,,,,,,,,,,
97,PT04M54.00S,2025-01-08T01:23:48.6Z,1,REGULAR,foul,personal,['1freethrow'],1629675,,,1610612740,15,25,2025-01-08T01:24:07Z,970000,False,,,0,,N. Reid shooting personal FOUL (1 PF) (Murray 1 FT),"[1629675, 1627749]",1610612750.0,MIN,shooting,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,2003.0,1.0,0.0,Murray,1627749.0,,,
99,PT04M54.00S,2025-01-08T01:24:09.3Z,1,REGULAR,substitution,out,[],203468,,,1610612740,15,25,2025-01-08T01:24:13Z,990000,False,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M54.00S,2025-01-08T01:24:09.3Z,1,REGULAR,substitution,in,[],1641722,,,1610612740,15,25,2025-01-08T01:24:13Z,1000000,False,,,0,,SUB in: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M54.00S,2025-01-08T01:24:23.5Z,1,REGULAR,substitution,out,[],1630183,,,1610612740,15,25,2025-01-08T01:24:27Z,1010000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M54.00S,2025-01-08T01:24:23.5Z,1,REGULAR,substitution,in,[],1629638,,,1610612740,15,25,2025-01-08T01:24:27Z,1020000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M54.00S,2025-01-08T01:24:43.9Z,1,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1627749,,,1610612740,15,25,2025-01-08T01:24:43Z,1030000,False,,,0,,MISS D. Murray Free Throw 1 of 1,[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
104,PT04M52.00S,2025-01-08T01:24:45.9Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,15,25,2025-01-08T01:24:46Z,1040000,False,,,0,,R. Gobert REBOUND (Off:0 Def:4),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,103.0,4.0,4.0,0.0,,,,,,,,,,,,,
105,PT04M36.00S,2025-01-08T01:25:01.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629638,83.52496714848883,50.73529411764706,1610612750,15,25,2025-01-08T01:25:07Z,1050000,False,4.0,102.0,1,right,MISS N. Alexander-Walker 10' floating Shot,[1629638],1610612750.0,MIN,floating,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),8-16 Center,10.25,Missed,,,,,,,,,,,,,,,,,,
106,PT04M33.00S,2025-01-08T01:25:04.9Z,1,REGULAR,rebound,defensive,[],1630526,,,1610612740,15,25,2025-01-08T01:25:07Z,1060000,False,,,0,,J. Robinson-Earl REBOUND (Off:0 Def:1),[1630526],1610612740.0,NOP,,,,Robinson-Earl,J. Robinson-Earl,,,,,In The Paint (Non-RA),8-16 Center,,,,105.0,1.0,1.0,0.0,,,,,,,,,,,,,
107,PT04M23.00S,2025-01-08T01:25:15.1Z,1,REGULAR,3pt,Jump Shot,[],1630526,5.206964520367937,3.6764705882352944,1610612740,18,25,2025-01-08T01:25:19Z,1070000,False,232.0,-4.0,1,left,J. Robinson-Earl 3PT  (3 PTS) (H. Jones 2 AST),"[1630526, 1630529]",1610612740.0,NOP,,,,Robinson-Earl,J. Robinson-Earl,,,,,Right Corner 3,24+ Right,23.16,Made,3.0,,,,,H. Jones,1630529.0,2.0,,,,,,,,,,
109,PT04M03.00S,2025-01-08T01:25:34.5Z,1,REGULAR,3pt,Jump Shot,[],1630162,66.96780551905388,43.872549019607845,1610612750,18,25,2025-01-08T01:25:38Z,1090000,False,-31.0,258.0,1,right,MISS A. Edwards 25' 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,25.98,Missed,,,,,,,,,,,,,,,,,,
110,PT04M00.00S,2025-01-08T01:25:37.5Z,1,REGULAR,rebound,offensive,[],1629675,,,1610612750,18,25,2025-01-08T01:25:38Z,1100000,False,,,0,,N. Reid REBOUND (Off:2 Def:0),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Center,,,,109.0,2.0,0.0,2.0,,,,,,,,,,,,,
111,PT03M59.00S,2025-01-08T01:25:39.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629675,93.24901445466492,48.529411764705884,1610612750,18,25,2025-01-08T01:32:05Z,1110000,False,-7.0,11.0,1,right,MISS N. Reid putback Layup - blocked,"[1629675, 1627749]",1610612750.0,MIN,putback,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,1.33,Missed,,,,,,,,,Murray,1627749.0,,,,,,,,
112,PT03M59.00S,2025-01-08T01:25:39.1Z,1,REGULAR,block,,[],1627749,,,1610612750,18,25,2025-01-08T01:25:41Z,1120000,False,,,0,,D. Murray BLOCK (1 BLK),[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
113,PT03M58.00S,2025-01-08T01:25:40.1Z,1,REGULAR,rebound,offensive,[],1629675,,,1610612750,18,25,2025-01-08T01:39:01Z,1130000,False,,,0,,N. Reid REBOUND (Off:3 Def:0),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,,111.0,3.0,0.0,3.0,,,,,,,,,,,,,
175,PT03M58.00S,2025-01-08T01:25:43.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629675,88.38699080157687,53.431372549019606,1610612750,18,25,2025-01-08T01:38:44Z,1135000,False,17.0,57.0,1,right,MISS N. Reid tip Layup,[1629675],1610612750.0,MIN,tip,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,5.93,Missed,,,,,,,,,,,,,,,,,,
176,PT03M58.00S,2025-01-08T01:25:43.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612740,18,25,2025-01-08T01:38:54Z,1137500,False,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,175.0,,,,,,,,,,,,,,,,
114,PT03M57.00S,2025-01-08T01:25:47.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203497,,,1610612740,18,25,2025-01-08T01:38:54Z,1140000,False,,,0,,R. Gobert loose ball personal FOUL (2 PF) (Jones 2 FT),"[203497, 1630529]",1610612750.0,MIN,loose ball,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2003.0,2.0,0.0,Jones,1630529.0,,,
116,PT03M57.00S,2025-01-08T01:26:30.3Z,1,REGULAR,freethrow,1 of 2,[],1630529,,,1610612740,19,25,2025-01-08T01:26:30Z,1160000,False,,,0,,H. Jones Free Throw 1 of 2 (4 PTS),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
117,PT03M57.00S,2025-01-08T01:26:49.1Z,1,REGULAR,freethrow,2 of 2,[],1630529,,,1610612740,20,25,2025-01-08T01:26:49Z,1170000,False,,,0,,H. Jones Free Throw 2 of 2 (5 PTS),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
118,PT03M43.00S,2025-01-08T01:27:04.6Z,1,REGULAR,3pt,Jump Shot,[],201144,71.96123521681997,74.50980392156863,1610612750,20,28,2025-01-08T01:27:11Z,1180000,False,123.0,211.0,1,right,M. Conley 24' 3PT  (3 PTS) (N. Reid 1 AST),"[201144, 1629675]",1610612750.0,MIN,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Right Center,24.41,Made,3.0,,,,,N. Reid,1629675.0,1.0,,,,,,,,,,
120,PT03M20.00S,2025-01-08T01:27:27.8Z,1,REGULAR,3pt,Jump Shot,[],1630529,4.28712220762155,94.6078431372549,1610612740,23,28,2025-01-08T01:27:31Z,1200000,False,-223.0,-12.0,1,left,H. Jones 3PT  (8 PTS) (D. Murray 2 AST),"[1630529, 1627749]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,Left Corner 3,24+ Left,22.33,Made,8.0,,,,,D. Murray,1627749.0,2.0,,,,,,,,,,
122,PT03M19.00S,2025-01-08T01:27:32.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,23,28,2025-01-08T01:27:32Z,1220000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M19.00S,2025-01-08T01:29:54.6Z,1,REGULAR,substitution,out,[],1642274,,,1610612750,23,28,2025-01-08T01:30:21Z,1230000,False,,,0,,SUB out: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M19.00S,2025-01-08T01:29:54.6Z,1,REGULAR,substitution,out,[],1630162,,,1610612750,23,28,2025-01-08T01:30:21Z,1240000,False,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M19.00S,2025-01-08T01:29:54.6Z,1,REGULAR,substitution,out,[],203497,,,1610612750,23,28,2025-01-08T01:30:21Z,1250000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT03M19.00S,2025-01-08T01:29:54.6Z,1,REGULAR,substitution,in,[],1629627,,,1610612750,23,28,2025-01-08T01:30:21Z,1260000,False,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M19.00S,2025-01-08T01:29:54.6Z,1,REGULAR,substitution,in,[],203944,,,1610612750,23,28,2025-01-08T01:30:21Z,1270000,False,,,0,,SUB in: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT03M19.00S,2025-01-08T01:29:54.6Z,1,REGULAR,substitution,in,[],1631169,,,1610612750,23,28,2025-01-08T01:30:21Z,1280000,False,,,0,,SUB in: J. Minott,[1631169],1610612750.0,MIN,,,,Minott,J. Minott,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M57.00S,2025-01-08T01:30:50.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629675,89.83245729303549,41.911764705882355,1610612750,23,28,2025-01-08T01:34:15Z,1290000,False,-40.0,43.0,1,right,MISS N. Reid driving floating bank Shot,[1629675],1610612750.0,MIN,driving floating bank,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,5.91,Missed,,,,,,,,,,,,,,,,,,
130,PT02M54.00S,2025-01-08T01:30:53.8Z,1,REGULAR,rebound,defensive,[],1629627,,,1610612740,23,28,2025-01-08T01:30:55Z,1300000,False,,,0,,Z. Williamson REBOUND (Off:2 Def:1),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,,,,129.0,3.0,1.0,2.0,,,,,,,,,,,,,
131,PT02M46.00S,2025-01-08T01:31:01.8Z,1,REGULAR,3pt,Jump Shot,[],1641722,6.783837056504599,3.1862745098039214,1610612740,23,28,2025-01-08T01:31:05Z,1310000,False,234.0,11.0,1,left,MISS J. Hawkins 3PT,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Right Corner 3,24+ Right,23.44,Missed,,,,,,,,,,,,,,,,,,
132,PT02M43.00S,2025-01-08T01:31:04.8Z,1,REGULAR,rebound,defensive,[],201144,,,1610612750,23,28,2025-01-08T01:31:05Z,1320000,False,,,0,,M. Conley REBOUND (Off:0 Def:1),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Right Corner 3,24+ Right,,,,131.0,1.0,1.0,0.0,,,,,,,,,,,,,
133,PT02M36.00S,2025-01-08T01:31:13.8Z,1,REGULAR,foul,personal,['2freethrow'],1630529,,,1610612750,23,28,2025-01-08T01:31:20Z,1330000,False,,,0,,H. Jones shooting personal FOUL (2 PF) (Randle 2 FT),"[1630529, 203944]",1610612740.0,NOP,shooting,,,Jones,H. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2003.0,2.0,0.0,Randle,203944.0,,,
135,PT02M36.00S,2025-01-08T01:31:40.6Z,1,REGULAR,freethrow,1 of 2,[],203944,,,1610612750,23,29,2025-01-08T01:32:21Z,1350000,False,,,0,,J. Randle Free Throw 1 of 2 (8 PTS),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
136,PT02M36.00S,2025-01-08T01:31:41.6Z,1,REGULAR,substitution,out,[],1627749,,,1610612750,23,29,2025-01-08T01:31:45Z,1360000,False,,,0,,SUB out: D. Murray,[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M36.00S,2025-01-08T01:31:41.6Z,1,REGULAR,substitution,in,[],1630631,,,1610612750,23,29,2025-01-08T01:31:45Z,1370000,False,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT02M36.00S,2025-01-08T01:31:53.7Z,1,REGULAR,substitution,out,[],1630529,,,1610612750,23,29,2025-01-08T01:31:58Z,1380000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT02M36.00S,2025-01-08T01:31:53.7Z,1,REGULAR,substitution,in,[],1630527,,,1610612750,23,29,2025-01-08T01:31:58Z,1390000,False,,,0,,SUB in: B. Boston,[1630527],1610612740.0,NOP,,,,Boston,B. Boston,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT02M36.00S,2025-01-08T01:31:40.6Z,1,REGULAR,freethrow,2 of 2,[],203944,,,1610612750,23,29,2025-01-08T01:32:21Z,1400000,False,,,0,,MISS J. Randle Free Throw 2 of 2,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
141,PT02M34.00S,2025-01-08T01:31:42.6Z,1,REGULAR,rebound,defensive,[],1630526,,,1610612740,23,29,2025-01-08T01:32:21Z,1410000,False,,,0,,J. Robinson-Earl REBOUND (Off:0 Def:2),[1630526],1610612740.0,NOP,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,140.0,2.0,2.0,0.0,,,,,,,,,,,,,
142,PT02M26.00S,2025-01-08T01:32:27.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630526,7.703679369250986,42.40196078431372,1610612740,25,29,2025-01-08T01:36:05Z,1420000,False,38.0,20.0,1,left,J. Robinson-Earl driving Layup (5 PTS) (J. Alvarado 1 AST),"[1630526, 1630631]",1610612740.0,NOP,driving,,,Robinson-Earl,J. Robinson-Earl,,,,,Restricted Area,0-8 Center,4.29,Made,5.0,,,,,J. Alvarado,1630631.0,1.0,,,,,,,,,,
145,PT02M16.00S,2025-01-08T01:32:41.9Z,1,REGULAR,turnover,out-of-bounds,[],203944,,,1610612750,25,29,2025-01-08T01:32:50Z,1450000,False,,,0,,J. Randle lost ball out-of-bounds TURNOVER (1 TO),[203944],1610612750.0,MIN,lost ball,,,Randle,J. Randle,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,1628954.0,,,,,1.0,,
146,PT02M00.00S,2025-01-08T01:33:01.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629627,6.1268068331143235,50.98039215686274,1610612740,27,29,2025-01-08T01:33:06Z,1460000,False,-5.0,5.0,1,left,Z. Williamson driving Layup (6 PTS) (J. Robinson-Earl 1 AST),"[1629627, 1630526]",1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,0.71,Made,6.0,,,,,J. Robinson-Earl,1630526.0,1.0,,,,,,,,,,
148,PT01M34.00S,2025-01-08T01:33:26.7Z,1,REGULAR,3pt,Jump Shot,[],1629638,68.67608409986859,25.98039215686275,1610612750,27,29,2025-01-08T01:33:39Z,1480000,False,-120.0,242.0,1,right,MISS N. Alexander-Walker 27' 3PT,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Left Center,27.01,Missed,,,,,,,,,,,,,,,,,,
149,PT01M32.00S,2025-01-08T01:33:28.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612750,27,29,2025-01-08T01:33:39Z,1490000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Above the Break 3,24+ Left Center,,,,148.0,,,,,,,,,,,,,,,,
151,PT01M23.00S,2025-01-08T01:33:57.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203944,89.56964520367937,52.69607843137255,1610612750,27,29,2025-01-08T01:37:45Z,1510000,False,13.0,46.0,1,right,MISS J. Randle driving floating bank Shot,[203944],1610612750.0,MIN,driving floating bank,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,4.75,Missed,,,,,,,,,,,,,,,,,,
152,PT01M21.00S,2025-01-08T01:33:59.3Z,1,REGULAR,rebound,defensive,[],1630526,,,1610612740,27,29,2025-01-08T01:34:00Z,1520000,False,,,0,,J. Robinson-Earl REBOUND (Off:0 Def:3),[1630526],1610612740.0,NOP,,,,Robinson-Earl,J. Robinson-Earl,,,,,In The Paint (Non-RA),0-8 Center,,,,151.0,3.0,3.0,0.0,,,,,,,,,,,,,
153,PT01M15.00S,2025-01-08T01:34:04.4Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1629627,6.258212877792378,51.225490196078425,1610612740,27,29,2025-01-08T01:39:51Z,1530000,False,-6.0,6.0,1,left,MISS Z. Williamson driving floating Shot,[1629627],1610612740.0,NOP,driving floating,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,0.88,Missed,,,,,,,,,,,,,,,,,,
154,PT01M13.00S,2025-01-08T01:34:06.4Z,1,REGULAR,rebound,offensive,[],1630526,,,1610612740,27,29,2025-01-08T01:39:51Z,1540000,False,,,0,,J. Robinson-Earl REBOUND (Off:1 Def:3),[1630526],1610612740.0,NOP,,,,Robinson-Earl,J. Robinson-Earl,,,,,Restricted Area,0-8 Center,,,,153.0,4.0,3.0,1.0,,,,,,,,,,,,,
155,PT01M13.00S,2025-01-08T01:34:07.0Z,1,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint']",1630526,5.590000152587891,50.0,1610612740,27,29,2025-01-08T01:40:19Z,1550000,False,0.0,0.0,1,left,MISS J. Robinson-Earl tip Layup,[1630526],1610612740.0,NOP,tip,,,Robinson-Earl,J. Robinson-Earl,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
156,PT01M12.00S,2025-01-08T01:34:08.0Z,1,REGULAR,rebound,defensive,[],203944,,,1610612750,27,29,2025-01-08T01:44:59Z,1560000,False,,,0,,J. Randle REBOUND (Off:0 Def:1),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,155.0,1.0,1.0,0.0,,,,,,,,,,,,,
157,PT01M05.00S,2025-01-08T01:34:15.1Z,1,REGULAR,3pt,Jump Shot,[],1631169,78.79434954007884,8.57843137254902,1610612750,27,29,2025-01-08T01:34:20Z,1570000,False,-207.0,147.0,1,right,MISS J. Minott 25' 3PT,[1631169],1610612750.0,MIN,,,,Minott,J. Minott,,,,,Above the Break 3,24+ Left Center,25.39,Missed,,,,,,,,,,,,,,,,,,
158,PT01M02.00S,2025-01-08T01:34:18.1Z,1,REGULAR,rebound,defensive,[],1630526,,,1610612740,27,29,2025-01-08T01:34:20Z,1580000,False,,,0,,J. Robinson-Earl REBOUND (Off:1 Def:4),[1630526],1610612740.0,NOP,,,,Robinson-Earl,J. Robinson-Earl,,,,,Above the Break 3,24+ Left Center,,,,157.0,5.0,4.0,1.0,,,,,,,,,,,,,
159,PT00M52.20S,2025-01-08T01:34:28.7Z,1,REGULAR,3pt,Jump Shot,[],1641722,25.04927726675427,84.80392156862744,1610612740,30,29,2025-01-08T01:34:32Z,1590000,False,-174.0,183.0,1,left,J. Hawkins 25' 3PT  (3 PTS) (B. Boston 1 AST),"[1641722, 1630527]",1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Left Center,25.25,Made,3.0,,,,,B. Boston,1630527.0,1.0,,,,,,,,,,
161,PT00M41.60S,2025-01-08T01:34:41.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631169,93.38042049934296,48.529411764705884,1610612750,30,29,2025-01-08T01:42:09Z,1610000,False,-7.0,10.0,1,right,MISS J. Minott cutting DUNK - blocked,"[1631169, 1630526]",1610612750.0,MIN,cutting,,,Minott,J. Minott,,,,,Restricted Area,0-8 Center,1.22,Missed,,,,,,,,,Robinson-Earl,1630526.0,,,,,,,,
162,PT00M41.60S,2025-01-08T01:34:41.6Z,1,REGULAR,block,,[],1630526,,,1610612750,30,29,2025-01-08T01:34:43Z,1620000,False,,,0,,J. Robinson-Earl BLOCK (1 BLK),[1630526],1610612740.0,NOP,,,,Robinson-Earl,J. Robinson-Earl,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
163,PT00M40.50S,2025-01-08T01:34:42.7Z,1,REGULAR,rebound,offensive,[],1631169,,,1610612750,30,29,2025-01-08T01:35:21Z,1630000,False,,,0,,J. Minott REBOUND (Off:1 Def:0),[1631169],1610612750.0,MIN,,,,Minott,J. Minott,,,,,Restricted Area,0-8 Center,,,,161.0,1.0,0.0,1.0,,,,,,,,,,,,,
164,PT00M40.50S,2025-01-08T01:34:50.6Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631169,94.40999984741211,50.0,1610612750,30,31,2025-01-08T01:35:15Z,1640000,False,0.0,0.0,1,right,J. Minott putback Layup (2 PTS),[1631169],1610612750.0,MIN,putback,,,Minott,J. Minott,,,,,Restricted Area,0-8 Center,0.0,Made,2.0,,,,,,,,,,,,,,,,,
