actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
17,PT11M05.00S,2024-11-23T00:45:25.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631218,92.32917214191852,48.28431372549019,1610612744,4,0,2024-11-23T00:45:29Z,170000,False,-9.0,20.0,1,right,MISS T. Jackson-Davis Layup - blocked,"[1631218, 1628464]",1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,2.14,,,,,,,,Theis,1628464.0
18,PT11M05.00S,2024-11-23T00:45:25.0Z,1,REGULAR,block,,[],1628464,,,1610612744,4,0,2024-11-23T00:45:28Z,180000,False,,,0,,D. Theis BLOCK (1 BLK),[1628464],1610612740.0,NOP,,,,Theis,D. Theis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
19,PT11M05.00S,2024-11-23T00:45:25.0Z,1,REGULAR,rebound,offensive,[],1631218,,,1610612744,4,0,2024-11-23T00:45:29Z,190000,False,,,0,,T. Jackson-Davis REBOUND (Off:1 Def:0),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,17.0,1.0,0.0,1.0,,
77,PT11M05.00S,2024-11-23T00:45:27.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631218,91.5407358738502,47.549019607843135,1610612744,4,0,2024-11-23T03:16:23Z,195000,False,-12.0,27.0,1,right,MISS T. Jackson-Davis tip Layup,[1631218],1610612744.0,GSW,tip,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,2.97,,,,,,,,,
78,PT11M05.00S,2024-11-23T00:45:27.4Z,1,REGULAR,rebound,offensive,[],1631218,,,1610612744,4,0,2024-11-23T00:55:37Z,197500,False,,,0,,T. Jackson-Davis REBOUND (Off:2 Def:0),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,77.0,2.0,0.0,2.0,,
20,PT11M00.00S,2024-11-23T00:45:29.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631218,90.88370565045992,51.71568627450981,1610612744,4,0,2024-11-23T00:55:37Z,200000,False,9.0,33.0,1,right,MISS T. Jackson-Davis Layup - blocked,"[1631218, 1628464]",1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,3.43,,,,,,,,Theis,1628464.0
21,PT11M00.00S,2024-11-23T00:45:29.9Z,1,REGULAR,block,,[],1628464,,,1610612744,4,0,2024-11-23T00:45:32Z,210000,False,,,0,,D. Theis BLOCK (2 BLK),[1628464],1610612740.0,NOP,,,,Theis,D. Theis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
22,PT10M59.00S,2024-11-23T00:45:30.9Z,1,REGULAR,rebound,defensive,[],1629750,,,1610612740,4,0,2024-11-23T00:45:34Z,220000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,20.0,1.0,1.0,0.0,,
23,PT10M59.00S,2024-11-23T00:45:35.7Z,1,REGULAR,foul,personal,['2freethrow'],1630322,,,1610612740,4,0,2024-11-23T00:45:45Z,230000,False,,,0,,L. Waters III shooting personal FOUL (1 PF) (Green 2 FT),"[1630322, 1629750]",1610612744.0,GSW,shooting,,,Waters III,L. Waters III,,,,,Restricted Area,0-8 Center,2882.0,1.0,0.0,Green,1629750.0,,,,,,,,,,,,,,,
25,PT10M59.00S,2024-11-23T00:46:06.1Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1629750,,,1610612740,5,0,2024-11-23T00:46:06Z,250000,False,,,0,,J. Green Free Throw 1 of 2 (1 PTS),[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
26,PT10M59.00S,2024-11-23T00:46:25.2Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1629750,,,1610612740,6,0,2024-11-23T00:46:25Z,260000,False,,,0,,J. Green Free Throw 2 of 2 (2 PTS),[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
27,PT10M40.00S,2024-11-23T00:46:43.9Z,1,REGULAR,2pt,Jump Shot,[],203952,92.46057818659659,69.11764705882352,1610612744,6,2,2024-11-23T00:49:33Z,270000,False,96.0,18.0,1,right,A. Wiggins 9' floating Jump Shot (2 PTS),[203952],1610612744.0,GSW,floating,,,Wiggins,A. Wiggins,,,,,Mid-Range,8-16 Right,,,,,,Made,2.0,,,,9.74,,,,,,,,,
28,PT10M28.00S,2024-11-23T00:46:56.4Z,1,REGULAR,2pt,Jump Shot,[],1630530,6.783837056504599,33.82352941176471,1610612740,8,2,2024-11-23T03:59:28Z,280000,False,81.0,11.0,1,left,T. Murphy III 8' driving floating Jump Shot (2 PTS) (D. Theis 1 AST),"[1630530, 1628464]",1610612740.0,NOP,driving floating,,,Murphy III,T. Murphy III,,,,,Mid-Range,0-8 Center,,,,,,Made,2.0,,,,8.17,D. Theis,1628464.0,1.0,,,,,,
30,PT10M17.00S,2024-11-23T00:47:11.4Z,1,REGULAR,foul,personal,[],203901,,,1610612744,8,2,2024-11-23T00:47:22Z,300000,False,,,0,,E. Payton personal FOUL (1 PF),"[203901, 201939]",1610612740.0,NOP,,,,Payton,E. Payton,,,,,Mid-Range,16-24 Left Center,202041.0,1.0,0.0,Curry,201939.0,,,,,,,,,,,,,,,
32,PT10M08.00S,2024-11-23T00:47:35.4Z,1,REGULAR,3pt,Jump Shot,[],203110,96.13994743758212,96.32352941176471,1610612744,8,5,2024-11-23T00:47:41Z,320000,False,232.0,-16.0,1,right,D. Green 3PT  (3 PTS) (S. Curry 1 AST),"[203110, 201939]",1610612744.0,GSW,,,,Green,D. Green,,,,,Right Corner 3,24+ Right,,,,,,Made,3.0,,,,23.22,S. Curry,201939.0,1.0,,,,,,
35,PT09M48.00S,2024-11-23T00:48:07.9Z,1,REGULAR,3pt,Jump Shot,[],1627742,32.276609724047304,61.51960784313726,1610612740,8,5,2024-11-23T00:56:10Z,350000,False,-58.0,251.0,1,left,MISS B. Ingram 25' pullup 3PT - blocked,"[1627742, 203952]",1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,25.74,,,,,,,,Wiggins,203952.0
36,PT09M48.00S,2024-11-23T00:48:07.9Z,1,REGULAR,block,,[],203952,,,1610612740,8,5,2024-11-23T00:48:12Z,360000,False,,,0,,A. Wiggins BLOCK (1 BLK),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
37,PT09M44.00S,2024-11-23T00:48:11.9Z,1,REGULAR,rebound,defensive,[],1631218,,,1610612744,8,5,2024-11-23T00:48:14Z,370000,False,,,0,,T. Jackson-Davis REBOUND (Off:2 Def:1),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,35.0,3.0,1.0,2.0,,
38,PT09M36.00S,2024-11-23T00:48:21.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203110,91.27792378449409,50.49019607843137,1610612744,8,5,2024-11-23T00:48:25Z,380000,False,2.0,29.0,1,right,MISS D. Green driving Layup,[203110],1610612744.0,GSW,driving,,,Green,D. Green,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,2.96,,,,,,,,,
39,PT09M33.00S,2024-11-23T00:48:24.0Z,1,REGULAR,rebound,defensive,[],1629750,,,1610612740,8,5,2024-11-23T00:48:25Z,390000,False,,,0,,J. Green REBOUND (Off:0 Def:2),[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,38.0,2.0,2.0,0.0,,
40,PT09M28.00S,2024-11-23T00:48:28.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629750,7.703679369250986,50.73529411764706,1610612740,10,5,2024-11-23T00:48:33Z,400000,False,-4.0,20.0,1,left,J. Green running Layup (4 PTS),[1629750],1610612740.0,NOP,running,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,,,,2.02,,,,,,,,,
41,PT09M18.00S,2024-11-23T00:48:38.2Z,1,REGULAR,3pt,Jump Shot,[],201939,62.63140604467805,46.07843137254902,1610612744,10,8,2024-11-23T00:48:43Z,410000,False,-20.0,299.0,1,right,S. Curry 29' 3PT pullup (3 PTS),[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,,,,,,Made,3.0,,,,29.94,,,,,,,,,
42,PT09M06.00S,2024-11-23T00:48:50.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,8.623521681997373,43.872549019607845,1610612740,10,8,2024-11-23T00:48:54Z,420000,False,31.0,29.0,1,left,MISS B. Ingram driving Layup,[1627742],1610612740.0,NOP,driving,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,4.19,,,,,,,,,
43,PT09M04.00S,2024-11-23T00:48:52.2Z,1,REGULAR,rebound,defensive,[],1631218,,,1610612744,10,8,2024-11-23T00:48:54Z,430000,False,,,0,,T. Jackson-Davis REBOUND (Off:2 Def:2),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,42.0,4.0,2.0,2.0,,
44,PT08M58.00S,2024-11-23T00:48:57.8Z,1,REGULAR,3pt,Jump Shot,[],203952,95.0886990801577,97.05882352941177,1610612744,10,11,2024-11-23T00:49:04Z,440000,False,235.0,-6.0,1,right,A. Wiggins 3PT  (5 PTS) (L. Waters III 1 AST),"[203952, 1630322]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Right Corner 3,24+ Right,,,,,,Made,5.0,,,,23.54,L. Waters III,1630322.0,1.0,,,,,,
46,PT08M45.00S,2024-11-23T00:49:11.1Z,1,REGULAR,3pt,Jump Shot,[],1628464,25.04927726675427,14.950980392156863,1610612740,13,11,2024-11-23T00:49:15Z,460000,False,175.0,183.0,1,left,D. Theis 25' 3PT  (3 PTS) (E. Payton 1 AST),"[1628464, 203901]",1610612740.0,NOP,,,,Theis,D. Theis,,,,,Above the Break 3,24+ Right Center,,,,,,Made,3.0,,,,25.33,E. Payton,203901.0,1.0,,,,,,
48,PT08M29.00S,2024-11-23T00:49:26.7Z,1,REGULAR,3pt,Jump Shot,[],203952,74.98357424441524,87.74509803921569,1610612744,13,14,2024-11-23T00:49:31Z,480000,False,189.0,183.0,1,right,A. Wiggins 26' 3PT  (8 PTS) (S. Curry 2 AST),"[203952, 201939]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,,,,,,Made,8.0,,,,26.27,S. Curry,201939.0,2.0,,,,,,
50,PT08M15.00S,2024-11-23T00:49:41.0Z,1,REGULAR,3pt,Jump Shot,[],1627742,31.09395532194481,69.11764705882352,1610612740,13,14,2024-11-23T00:59:24Z,500000,False,-96.0,240.0,1,left,MISS B. Ingram 25' 3PT,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,25.82,,,,,,,,,
51,PT08M13.00S,2024-11-23T00:49:43.0Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,13,14,2024-11-23T00:49:45Z,510000,False,,,0,,S. Curry REBOUND (Off:0 Def:1),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,50.0,1.0,1.0,0.0,,
52,PT08M11.00S,2024-11-23T00:49:46.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",203952,93.38042049934296,52.450980392156865,1610612744,13,16,2024-11-23T00:49:50Z,520000,False,12.0,10.0,1,right,A. Wiggins running DUNK (10 PTS) (S. Curry 3 AST),"[203952, 201939]",1610612744.0,GSW,running,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,,,,Made,10.0,,,,1.57,S. Curry,201939.0,3.0,,,,,,
54,PT07M42.00S,2024-11-23T00:50:13.7Z,1,REGULAR,3pt,Jump Shot,[],1630530,6.521024967148489,3.9215686274509802,1610612740,16,16,2024-11-23T00:50:17Z,540000,False,230.0,9.0,1,left,T. Murphy III 3PT  (5 PTS) (E. Payton 2 AST),"[1630530, 203901]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Right Corner 3,24+ Right,,,,,,Made,5.0,,,,23.06,E. Payton,203901.0,2.0,,,,,,
56,PT07M32.00S,2024-11-23T00:50:23.7Z,1,REGULAR,3pt,Jump Shot,[],1630322,95.0886990801577,3.9215686274509802,1610612744,16,16,2024-11-23T00:50:27Z,560000,False,-230.0,-6.0,1,right,MISS L. Waters III 3PT,[1630322],1610612744.0,GSW,,,,Waters III,L. Waters III,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,,,23.05,,,,,,,,,
57,PT07M30.00S,2024-11-23T00:50:25.7Z,1,REGULAR,rebound,defensive,[],1628464,,,1610612740,16,16,2024-11-23T00:50:27Z,570000,False,,,0,,D. Theis REBOUND (Off:0 Def:1),[1628464],1610612740.0,NOP,,,,Theis,D. Theis,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,56.0,1.0,1.0,0.0,,
59,PT07M20.00S,2024-11-23T00:50:35.9Z,1,REGULAR,3pt,Jump Shot,[],1629750,5.075558475689881,3.1862745098039214,1610612740,19,16,2024-11-23T00:50:40Z,580000,False,234.0,-5.0,1,left,J. Green 3PT  (7 PTS) (B. Ingram 1 AST),"[1629750, 1627742]",1610612740.0,NOP,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,,,,,,Made,7.0,,,,23.41,B. Ingram,1627742.0,1.0,,,,,,
61,PT07M04.00S,2024-11-23T00:50:55.3Z,1,REGULAR,turnover,out-of-bounds,[],1630322,,,1610612744,19,16,2024-11-23T00:51:01Z,600000,False,,,0,,L. Waters III bad pass out-of-bounds TURNOVER (1 TO),[1630322],1610612744.0,GSW,bad pass,,,Waters III,L. Waters III,,,,,Above the Break 3,24+ Right Center,2882.0,,,,,,,1.0,,,,,,,,,,,,
62,PT07M04.00S,2024-11-23T00:50:59.5Z,1,REGULAR,substitution,out,[],203901,,,1610612740,19,16,2024-11-23T00:51:06Z,610000,False,,,0,,SUB out: E. Payton,[203901],1610612740.0,NOP,,,,Payton,E. Payton,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT07M04.00S,2024-11-23T00:50:59.5Z,1,REGULAR,substitution,in,[],1630527,,,1610612740,19,16,2024-11-23T00:51:06Z,620000,False,,,0,,SUB in: B. Boston Jr.,[1630527],1610612740.0,NOP,,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M47.00S,2024-11-23T00:51:38.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630530,7.5722733245729295,45.83333333333333,1610612740,21,16,2024-11-23T00:51:44Z,630000,False,21.0,19.0,1,left,T. Murphy III driving Layup (7 PTS) (J. Green 1 AST),"[1630530, 1629750]",1610612740.0,NOP,driving,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,,,,,,Made,7.0,,,,2.8,J. Green,1629750.0,1.0,,,,,,
66,PT06M34.00S,2024-11-23T00:51:52.7Z,1,REGULAR,3pt,Jump Shot,[],203952,72.7496714848883,14.950980392156863,1610612744,21,19,2024-11-23T00:51:56Z,650000,False,-175.0,204.0,1,right,A. Wiggins 26' 3PT  (13 PTS) (L. Waters III 2 AST),"[203952, 1630322]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,,,,,,Made,13.0,,,,26.87,L. Waters III,1630322.0,2.0,,,,,,
68,PT06M16.00S,2024-11-23T00:52:09.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,8.623521681997373,36.76470588235294,1610612740,23,19,2024-11-23T00:52:17Z,670000,False,66.0,29.0,1,left,B. Ingram 7' driving floating Jump Shot (4 PTS),[1627742],1610612740.0,NOP,driving floating,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,4.0,,,,7.21,,,,,,,,,
69,PT06M03.00S,2024-11-23T00:52:22.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631218,93.11760840998686,54.65686274509803,1610612744,23,21,2024-11-23T00:52:27Z,680000,False,23.0,12.0,1,right,T. Jackson-Davis reverse Layup (2 PTS) (A. Wiggins 1 AST),"[1631218, 203952]",1610612744.0,GSW,reverse,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,,,2.63,A. Wiggins,203952.0,1.0,,,,,,
71,PT05M53.00S,2024-11-23T00:52:32.8Z,1,REGULAR,3pt,Jump Shot,[],1628464,27.414586070959263,19.607843137254903,1610612740,23,21,2024-11-23T00:52:37Z,700000,False,152.0,205.0,1,left,MISS D. Theis 25' 3PT,[1628464],1610612740.0,NOP,,,,Theis,D. Theis,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,25.54,,,,,,,,,
72,PT05M50.00S,2024-11-23T00:52:35.8Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,23,21,2024-11-23T00:52:37Z,710000,False,,,0,,S. Curry REBOUND (Off:0 Def:2),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,71.0,2.0,2.0,0.0,,
73,PT05M44.00S,2024-11-23T00:52:44.7Z,1,REGULAR,foul,personal,[],1629750,,,1610612744,23,21,2024-11-23T00:52:51Z,720000,False,,,0,,J. Green personal FOUL (1 PF),"[1629750, 203110]",1610612740.0,NOP,,,,Green,J. Green,,,,,Above the Break 3,24+ Center,1628481.0,1.0,0.0,Green,203110.0,,,,,,,,,,,,,,,
75,PT05M44.00S,2024-11-23T00:52:52.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,23,21,2024-11-23T00:52:53Z,740000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M44.00S,2024-11-23T00:52:56.0Z,1,REGULAR,substitution,out,[],1630530,,,1610612744,23,21,2024-11-23T00:56:08Z,750000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M44.00S,2024-11-23T00:52:56.0Z,1,REGULAR,substitution,out,[],1631218,,,1610612744,23,21,2024-11-23T00:56:08Z,760000,False,,,0,,SUB out: T. Jackson-Davis,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M44.00S,2024-11-23T00:52:56.0Z,1,REGULAR,substitution,out,[],1630322,,,1610612744,23,21,2024-11-23T00:56:08Z,770000,False,,,0,,SUB out: L. Waters III,[1630322],1610612744.0,GSW,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M44.00S,2024-11-23T00:52:56.0Z,1,REGULAR,substitution,in,[],1641810,,,1610612744,23,21,2024-11-23T00:56:08Z,780000,False,,,0,,SUB in: A. Reeves,[1641810],1610612740.0,NOP,,,,Reeves,A. Reeves,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M44.00S,2024-11-23T00:52:56.0Z,1,REGULAR,substitution,in,[],1627741,,,1610612744,23,21,2024-11-23T00:56:08Z,790000,False,,,0,,SUB in: B. Hield,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M44.00S,2024-11-23T00:52:56.0Z,1,REGULAR,substitution,in,[],1627780,,,1610612744,23,21,2024-11-23T00:56:08Z,800000,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M37.00S,2024-11-23T00:56:23.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201939,93.51182654402102,49.26470588235294,1610612744,23,23,2024-11-23T00:56:44Z,810000,False,-4.0,8.0,1,right,S. Curry reverse Layup (5 PTS) (D. Green 1 AST),"[201939, 203110]",1610612744.0,GSW,reverse,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,,,,,,Made,5.0,,,,0.93,D. Green,203110.0,1.0,,,,,,
87,PT05M19.00S,2024-11-23T00:56:44.8Z,1,REGULAR,foul,personal,[],203952,,,1610612740,23,23,2024-11-23T00:56:53Z,830000,False,,,0,,A. Wiggins personal FOUL (2 PF),"[203952, 1627742]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Mid-Range,16-24 Right,1628481.0,2.0,0.0,Ingram,1627742.0,,,,,,,,,,,,,,,
89,PT05M13.00S,2024-11-23T00:57:10.0Z,1,REGULAR,3pt,Jump Shot,[],1630527,32.40801576872536,64.4607843137255,1610612740,23,23,2024-11-23T00:57:14Z,850000,False,-72.0,252.0,1,left,MISS B. Boston Jr. 26' 3PT,[1630527],1610612740.0,NOP,,,,Boston Jr.,B. Boston Jr.,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,26.23,,,,,,,,,
90,PT05M09.00S,2024-11-23T00:57:14.0Z,1,REGULAR,rebound,defensive,[],1627741,,,1610612744,23,23,2024-11-23T00:57:14Z,860000,False,,,0,,B. Hield REBOUND (Off:0 Def:1),[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,89.0,1.0,1.0,0.0,,
