actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-10-24T00:13:11.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-10-24T00:13:11Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M53.00S,2024-10-24T00:13:17.8Z,1,REGULAR,jumpball,recovered,[],1630529,,,1610612740,0,0,2024-10-24T00:13:17Z,40000,False,,,0,,Jump Ball D. Theis vs. N. Vučević: Tip to H. Jones,"[1630529, 1628464, 202696]",1610612740.0,NOP,startperiod,H. Jones,1630529.0,Jones,H. Jones,Theis,1628464.0,Vučević,202696.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2024-10-24T00:13:28.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628464,5.338370565045992,52.94117647058824,1610612740,2,0,2024-10-24T00:13:33Z,70000,False,-15.0,-2.0,1,left,D. Theis Layup (2 PTS) (D. Murray 1 AST),"[1628464, 1627749]",1610612740.0,NOP,,,,Theis,D. Theis,,,,,Restricted Area,0-8 Center,1.49,Made,2.0,D. Murray,1627749.0,1.0,,,,,,,,,,,,,,
9,PT11M31.00S,2024-10-24T00:13:40.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202696,82.47371879106439,46.81372549019608,1610612741,2,2,2024-10-24T00:13:46Z,90000,False,-16.0,112.0,1,right,N. Vučević 11' Hook (2 PTS) (J. Giddey 1 AST),"[202696, 1630581]",1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),8-16 Center,11.33,Made,2.0,J. Giddey,1630581.0,1.0,,,,,,,,,,,,,,
11,PT11M12.00S,2024-10-24T00:13:57.9Z,1,REGULAR,3pt,Jump Shot,[],1627749,32.013797634691194,48.28431372549019,1610612740,2,2,2024-10-24T00:14:06Z,110000,False,9.0,248.0,1,left,MISS D. Murray 24' 3PT,[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Center,24.85,Missed,,,,,,,,,,,,,,,,,,
12,PT11M10.00S,2024-10-24T00:13:59.9Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612741,2,2,2024-10-24T00:14:06Z,120000,False,,,0,,J. Giddey REBOUND (Off:0 Def:1),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Center,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
14,PT10M57.00S,2024-10-24T00:14:31.0Z,1,REGULAR,3pt,Jump Shot,[],1630172,68.9388961892247,23.52941176470588,1610612741,2,2,2024-10-24T00:14:36Z,140000,False,-132.0,239.0,1,right,MISS P. Williams 27' step back 3PT,[1630172],1610612741.0,CHI,step back,,,Williams,P. Williams,,,,,Above the Break 3,24+ Left Center,27.37,Missed,,,,,,,,,,,,,,,,,,
15,PT10M53.00S,2024-10-24T00:14:35.0Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612740,2,2,2024-10-24T00:14:36Z,150000,False,,,0,,D. Murray REBOUND (Off:0 Def:1),[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,
16,PT10M39.00S,2024-10-24T00:14:48.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,18.478975032851512,48.529411764705884,1610612740,4,2,2024-10-24T00:14:56Z,160000,False,7.0,121.0,1,left,C. McCollum 12' driving floating Jump Shot (2 PTS),[203468],1610612740.0,NOP,driving floating,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Center,12.14,Made,2.0,,,,,,,,,,,,,,,,,
17,PT10M33.00S,2024-10-24T00:14:54.3Z,1,REGULAR,3pt,Jump Shot,[],202696,72.7496714848883,18.38235294117647,1610612741,4,2,2024-10-24T00:16:57Z,170000,False,-158.0,204.0,1,right,MISS N. Vučević 25' 3PT,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Left Center,25.79,Missed,,,,,,,,,,,,,,,,,,
