actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-02-01T01:11:07.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-02-01T01:11:07Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-02-01T01:11:10.1Z,1,REGULAR,jumpball,recovered,[],1628401,,,1610612738,0,0,2025-02-01T01:11:10Z,40000,False,,,0,,Jump Ball K. Porziņģis vs. Y. Missi: Tip to D. White,"[1628401, 204001, 1642274]",1610612738.0,BOS,startperiod,D. White,1628401.0,White,D. White,Porziņģis,204001.0,Missi,1642274.0,,,,,,,,,,,,,,,,,,,,,,
8,PT11M41.00S,2025-02-01T01:11:42.5Z,1,REGULAR,turnover,bad pass,[],1628369,,,1610612738,0,0,2025-02-01T01:11:58Z,80000,False,,,0,,J. Tatum bad pass TURNOVER (1 TO),"[1628369, 1629750]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Left,1.0,Green,1629750.0,,,,,,,,,,,,,,,,,
9,PT11M41.00S,2025-02-01T01:11:42.5Z,1,REGULAR,steal,,[],1629750,,,1610612740,0,0,2025-02-01T01:11:44Z,90000,False,,,0,,J. Green STEAL (1 STL),[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
10,PT11M33.00S,2025-02-01T01:11:50.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627749,90.22667542706965,46.07843137254902,1610612740,0,0,2025-02-01T01:12:08Z,100000,False,-20.0,39.0,1,right,MISS D. Murray driving Layup,[1627749],1610612740.0,NOP,driving,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,,,,4.4,Missed,,,,,,,,,,,,,,,
11,PT11M30.00S,2025-02-01T01:11:53.3Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,0,0,2025-02-01T01:11:53Z,110000,False,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,10.0,1.0,1.0,0.0,,,,,,,,,,,
12,PT11M21.00S,2025-02-01T01:12:05.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1627759,8.360709592641262,46.32352941176471,1610612738,0,2,2025-02-01T01:13:14Z,120000,False,18.0,26.0,1,left,J. Brown driving Layup (2 PTS) (J. Holiday 1 AST),"[1627759, 201950]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,3.19,Made,,,,,2.0,J. Holiday,201950.0,1.0,,,,,,,
15,PT11M21.00S,2025-02-01T01:12:26.9Z,1,REGULAR,violation,defensive goaltending,[],1642274,,,1610612738,0,2,2025-02-01T01:12:55Z,150000,False,,,0,,Y. Missi defensive goaltending VIOLATION,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,2530.0,,,,,,
16,PT11M21.00S,2025-02-01T01:12:32.0Z,1,REGULAR,foul,personal,['1freethrow'],1642274,,,1610612738,0,2,2025-02-01T01:12:44Z,160000,False,,,0,,Y. Missi shooting personal FOUL (1 PF) (Brown 1 FT),"[1642274, 1627759]",1610612740.0,NOP,shooting,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2530.0,1.0,0.0,Brown,1627759.0,,
18,PT11M21.00S,2025-02-01T01:12:45.4Z,1,REGULAR,freethrow,1 of 1,[],1627759,,,1610612738,0,3,2025-02-01T01:12:45Z,180000,False,,,0,,J. Brown Free Throw 1 of 1 (3 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,Made,,,,,3.0,,,,,,,,,,
19,PT11M08.00S,2025-02-01T01:12:51.8Z,1,REGULAR,turnover,bad pass,[],1627749,,,1610612740,0,3,2025-02-01T01:13:03Z,190000,False,,,0,,D. Murray bad pass TURNOVER (1 TO),"[1627749, 204001]",1610612740.0,NOP,,,,Murray,D. Murray,,,,,Mid-Range,8-16 Center,1.0,Porziņģis,204001.0,,,,,,,,,,,,,,,,,
