actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,turnoverTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
511,PT07M38.00S,2025-01-09T02:53:25.3Z,4,REGULAR,rebound,defensive,[],1629057,,,1610612757,83,104,2025-01-09T02:53:25Z,5020000,False,,,0,,R. Williams III REBOUND (Off:1 Def:5),[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,510.0,,6.0,5.0,1.0,,,,
512,PT07M34.00S,2025-01-09T02:53:29.1Z,4,REGULAR,turnover,bad pass,[],1630166,,,1610612757,83,104,2025-01-09T02:53:33Z,5030000,False,,,0,,D. Avdija bad pass TURNOVER (3 TO),"[1630166, 1630527]",1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,3.0,,,,Boston,1630527.0,,
513,PT07M34.00S,2025-01-09T02:53:29.1Z,4,REGULAR,steal,,[],1630527,,,1610612740,83,104,2025-01-09T02:53:31Z,5040000,False,,,0,,B. Boston STEAL (1 STL),[1630527],1610612740.0,NOP,,,,Boston,B. Boston,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
514,PT07M33.00S,2025-01-09T02:53:33.9Z,4,REGULAR,foul,personal,['2freethrow'],1629057,,,1610612740,83,104,2025-01-09T02:53:53Z,5050000,False,,,0,,R. Williams III shooting personal FOUL (2 PF) (Boston 2 FT),"[1629057, 1630527]",1610612757.0,POR,shooting,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,,,,,,,1627534.0,2.0,0.0,Boston,1630527.0,,,,,,,,,
516,PT07M33.00S,2025-01-09T02:54:01.6Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1630527,,,1610612740,83,104,2025-01-09T02:54:29Z,5070000,False,,,0,,MISS B. Boston Free Throw 1 of 2,[1630527],1610612740.0,NOP,,,,Boston,B. Boston,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
517,PT07M33.00S,2025-01-09T02:54:01.6Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612740,83,104,2025-01-09T02:54:29Z,5080000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,516.0,,,,,,,,
518,PT07M33.00S,2025-01-09T02:54:03.8Z,4,REGULAR,substitution,out,[],1630631,,,1610612740,83,104,2025-01-09T02:54:14Z,5090000,False,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT07M33.00S,2025-01-09T02:54:03.8Z,4,REGULAR,substitution,out,[],1629057,,,1610612740,83,104,2025-01-09T02:54:14Z,5100000,False,,,0,,SUB out: R. Williams III,[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT07M33.00S,2025-01-09T02:54:03.8Z,4,REGULAR,substitution,in,[],203468,,,1610612740,83,104,2025-01-09T02:54:14Z,5110000,False,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT07M33.00S,2025-01-09T02:54:03.8Z,4,REGULAR,substitution,in,[],1629028,,,1610612740,83,104,2025-01-09T02:54:14Z,5120000,False,,,0,,SUB in: D. Ayton,[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT07M33.00S,2025-01-09T02:54:01.6Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1630527,,,1610612740,83,104,2025-01-09T02:54:29Z,5130000,False,,,0,,MISS B. Boston Free Throw 2 of 2,[1630527],1610612740.0,NOP,,,,Boston,B. Boston,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
523,PT07M32.00S,2025-01-09T02:54:02.6Z,4,REGULAR,rebound,defensive,[],1629028,,,1610612757,83,104,2025-01-09T02:54:40Z,5140000,False,,,0,,D. Ayton REBOUND (Off:2 Def:5),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,522.0,,7.0,5.0,2.0,,,,
524,PT07M19.00S,2025-01-09T02:54:39.2Z,4,REGULAR,2pt,Jump Shot,[],1631101,20.318659658344284,67.64705882352942,1610612757,83,104,2025-01-09T02:55:00Z,5150000,False,-88.0,138.0,1,left,MISS S. Sharpe 16' step back Shot,[1631101],1610612757.0,POR,step back,,,Sharpe,S. Sharpe,,,,,Mid-Range,16-24 Left Center,16.42,Missed,,,,,,,,,,,,,,,,,,
525,PT07M17.00S,2025-01-09T02:54:41.2Z,4,REGULAR,rebound,offensive,[],1629028,,,1610612757,83,104,2025-01-09T02:54:42Z,5160000,False,,,0,,D. Ayton REBOUND (Off:3 Def:5),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,524.0,,8.0,5.0,3.0,,,,
526,PT07M12.00S,2025-01-09T02:54:49.2Z,4,REGULAR,foul,personal,[],203468,,,1610612757,83,104,2025-01-09T02:54:57Z,5170000,False,,,0,,C. McCollum personal FOUL (3 PF),"[203468, 1629028]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,,,,,,,1627534.0,3.0,0.0,Ayton,1629028.0,,,,,,,,,
528,PT07M05.00S,2025-01-09T02:55:17.6Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630166,19.530223390275953,6.372549019607843,1610612757,83,107,2025-01-09T02:55:22Z,5190000,False,218.0,131.0,1,left,D. Avdija 25' 3PT  (24 PTS) (S. Henderson 5 AST),"[1630166, 1630703]",1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,25.45,Made,24.0,S. Henderson,1630703.0,5.0,,,,,,,,,,,,,,
530,PT06M47.00S,2025-01-09T02:55:35.5Z,4,REGULAR,3pt,Jump Shot,[],1641722,88.38699080157687,96.07843137254902,1610612740,83,107,2025-01-09T02:55:40Z,5210000,False,230.0,57.0,1,right,MISS J. Hawkins 3PT,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Right Corner 3,24+ Right,23.73,Missed,,,,,,,,,,,,,,,,,,
531,PT06M44.00S,2025-01-09T02:55:38.5Z,4,REGULAR,rebound,defensive,[],1630166,,,1610612757,83,107,2025-01-09T02:55:40Z,5220000,False,,,0,,D. Avdija REBOUND (Off:3 Def:3),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,530.0,,6.0,3.0,3.0,,,,
532,PT06M29.00S,2025-01-09T02:55:55.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631101,8.492115637319317,49.50980392156863,1610612757,83,107,2025-01-09T02:56:43Z,5230000,False,2.0,27.0,1,left,MISS S. Sharpe driving reverse Layup,[1631101],1610612757.0,POR,driving reverse,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,2.74,Missed,,,,,,,,,,,,,,,,,,
534,PT06M27.00S,2025-01-09T02:55:57.3Z,4,REGULAR,rebound,offensive,[],1629028,,,1610612757,83,107,2025-01-09T02:56:43Z,5250000,False,,,0,,D. Ayton REBOUND (Off:4 Def:5),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,532.0,,9.0,5.0,4.0,,,,
535,PT06M26.00S,2025-01-09T02:55:59.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629028,8.886333771353483,50.0,1610612757,83,107,2025-01-09T02:56:49Z,5260000,False,0.0,31.0,1,left,MISS D. Ayton putback Layup,[1629028],1610612757.0,POR,putback,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,3.1,Missed,,,,,,,,,,,,,,,,,,
536,PT06M26.00S,2025-01-09T02:55:59.9Z,4,REGULAR,rebound,offensive,[],1629028,,,1610612757,83,107,2025-01-09T02:58:54Z,5270000,False,,,0,,D. Ayton REBOUND (Off:5 Def:5),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,535.0,,10.0,5.0,5.0,,,,
543,PT06M25.00S,2025-01-09T02:56:05.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629028,8.804204993429698,50.75827205882353,1610612757,83,107,2025-01-09T02:58:50Z,5275000,False,-4.0,30.0,1,left,MISS D. Ayton putback Layup,[1629028],1610612757.0,POR,putback,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,3.05,Missed,,,,,,,,,,,,,,,,,,
544,PT06M24.00S,2025-01-09T02:56:06.4Z,4,REGULAR,rebound,offensive,[],1629028,,,1610612757,83,107,2025-01-09T02:58:50Z,5277500,False,,,0,,D. Ayton REBOUND (Off:6 Def:5),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,543.0,,11.0,5.0,6.0,,,,
537,PT06M22.00S,2025-01-09T02:56:10.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629028,7.835085413929041,51.225490196078425,1610612757,83,109,2025-01-09T02:57:48Z,5280000,False,-6.0,21.0,1,left,D. Ayton putback Layup (11 PTS),[1629028],1610612757.0,POR,putback,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,2.2,Made,11.0,,,,,,,,,,,,,,,,,
538,PT06M10.00S,2025-01-09T02:56:19.7Z,4,REGULAR,2pt,Jump Shot,[],1627749,94.03745072273325,7.8431372549019605,1610612740,83,109,2025-01-09T02:57:52Z,5290000,False,-211.0,4.0,1,right,MISS D. Murray 21' fadeaway Shot,[1627749],1610612740.0,NOP,fadeaway,,,Murray,D. Murray,,,,,Mid-Range,16-24 Left,21.08,Missed,,,,,,,,,,,,,,,,,,
539,PT06M08.00S,2025-01-09T02:56:21.7Z,4,REGULAR,rebound,defensive,[],1629028,,,1610612757,83,109,2025-01-09T02:57:52Z,5300000,False,,,0,,D. Ayton REBOUND (Off:6 Def:6),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,538.0,,12.0,6.0,6.0,,,,
540,PT06M01.00S,2025-01-09T02:56:25.4Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630166,7.703679369250986,49.754901960784316,1610612757,83,111,2025-01-09T02:58:13Z,5310000,False,1.0,20.0,1,left,D. Avdija running finger roll Layup (26 PTS),[1630166],1610612757.0,POR,running finger roll,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,1.99,Made,26.0,,,,,,,,,,,,,,,,,
542,PT06M01.00S,2025-01-09T02:56:40.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,83,111,2025-01-09T02:56:40Z,5330000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,PT06M01.00S,2025-01-09T02:58:28.8Z,4,REGULAR,substitution,out,[],1627749,,,1610612740,83,111,2025-01-09T02:58:56Z,5340000,False,,,0,,SUB out: D. Murray,[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
546,PT06M01.00S,2025-01-09T02:58:28.8Z,4,REGULAR,substitution,out,[],1642274,,,1610612740,83,111,2025-01-09T02:58:56Z,5350000,False,,,0,,SUB out: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
547,PT06M01.00S,2025-01-09T02:58:28.8Z,4,REGULAR,substitution,out,[],203468,,,1610612740,83,111,2025-01-09T02:58:56Z,5360000,False,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
548,PT06M01.00S,2025-01-09T02:58:28.8Z,4,REGULAR,substitution,in,[],1631255,,,1610612740,83,111,2025-01-09T02:58:56Z,5370000,False,,,0,,SUB in: K. Matković,[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT06M01.00S,2025-01-09T02:58:28.8Z,4,REGULAR,substitution,in,[],1629750,,,1610612740,83,111,2025-01-09T02:58:56Z,5380000,False,,,0,,SUB in: J. Green,[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
550,PT06M01.00S,2025-01-09T02:58:28.8Z,4,REGULAR,substitution,in,[],1641810,,,1610612740,83,111,2025-01-09T02:58:56Z,5390000,False,,,0,,SUB in: A. Reeves,[1641810],1610612740.0,NOP,,,,Reeves,A. Reeves,,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT05M52.00S,2025-01-09T02:59:02.9Z,4,REGULAR,turnover,bad pass,[],1630527,,,1610612740,83,111,2025-01-09T03:02:10Z,5395000,False,,,0,,B. Boston bad pass TURNOVER (3 TO),[1630527],1610612740.0,NOP,,,,Boston,B. Boston,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,3.0,,,,,,,
551,PT05M52.00S,2025-01-09T02:59:37.1Z,4,REGULAR,foul,personal,[],1630527,,,1610612757,83,111,2025-01-09T03:02:10Z,5400000,False,,,0,,B. Boston loose ball personal FOUL (1 PF),"[1630527, 1641739]",1610612740.0,NOP,loose ball,,,Boston,B. Boston,,,,,Above the Break 3,24+ Center,,,,,,,202901.0,1.0,0.0,Camara,1641739.0,,,,,,,,,
554,PT05M37.00S,2025-01-09T02:59:57.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630703,6.783837056504599,46.07843137254902,1610612757,83,111,2025-01-09T03:00:33Z,5430000,False,20.0,11.0,1,left,MISS S. Henderson driving reverse Layup,[1630703],1610612757.0,POR,driving reverse,,,Henderson,S. Henderson,,,,,Restricted Area,0-8 Center,2.26,Missed,,,,,,,,,,,,,,,,,,
555,PT05M35.00S,2025-01-09T02:59:59.3Z,4,REGULAR,rebound,defensive,[],1631255,,,1610612740,83,111,2025-01-09T03:00:01Z,5440000,False,,,0,,K. Matković REBOUND (Off:0 Def:1),[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,554.0,,1.0,1.0,0.0,,,,
556,PT05M18.00S,2025-01-09T03:00:16.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641722,87.86136662286465,56.372549019607845,1610612740,83,111,2025-01-09T03:00:20Z,5450000,False,32.0,62.0,1,right,MISS J. Hawkins 6' driving floating Shot,[1641722],1610612740.0,NOP,driving floating,,,Hawkins,J. Hawkins,,,,,In The Paint (Non-RA),0-8 Center,6.94,Missed,,,,,,,,,,,,,,,,,,
557,PT05M16.00S,2025-01-09T03:00:18.1Z,4,REGULAR,rebound,offensive,[],1641722,,,1610612740,83,111,2025-01-09T03:00:18Z,5460000,False,,,0,,J. Hawkins REBOUND (Off:1 Def:0),[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,556.0,,1.0,0.0,1.0,,,,
558,PT05M15.00S,2025-01-09T03:00:19.7Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1641722,82.60512483574244,56.61764705882353,1610612740,85,111,2025-01-09T03:01:02Z,5470000,False,33.0,111.0,1,right,J. Hawkins 11' Jump Shot (8 PTS),[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,In The Paint (Non-RA),8-16 Center,11.58,Made,8.0,,,,,,,,,,,,,,,,,
559,PT05M04.00S,2025-01-09T03:00:32.9Z,4,REGULAR,foul,personal,[],1630527,,,1610612757,85,111,2025-01-09T03:00:46Z,5480000,False,,,0,,B. Boston personal FOUL (2 PF),"[1630527, 1630703]",1610612740.0,NOP,,,,Boston,B. Boston,,,,,Above the Break 3,24+ Center,,,,,,,1627534.0,2.0,0.0,Henderson,1630703.0,,,,,,,,,
561,PT05M04.00S,2025-01-09T03:00:46.2Z,4,REGULAR,substitution,out,[],1630527,,,1610612757,85,111,2025-01-09T03:00:49Z,5500000,False,,,0,,SUB out: B. Boston,[1630527],1610612740.0,NOP,,,,Boston,B. Boston,,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT05M04.00S,2025-01-09T03:00:46.2Z,4,REGULAR,substitution,in,[],1630526,,,1610612757,85,111,2025-01-09T03:00:49Z,5510000,False,,,0,,SUB in: J. Robinson-Earl,[1630526],1610612740.0,NOP,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT04M58.00S,2025-01-09T03:01:11.0Z,4,REGULAR,2pt,Jump Shot,[],1630703,19.398817345597898,32.59803921568628,1610612757,85,111,2025-01-09T03:01:16Z,5530000,False,87.0,130.0,1,left,MISS S. Henderson 15' pullup Shot,[1630703],1610612757.0,POR,pullup,,,Henderson,S. Henderson,,,,,Mid-Range,8-16 Right,15.63,Missed,,,,,,,,,,,,,,,,,,
565,PT04M55.00S,2025-01-09T03:01:14.0Z,4,REGULAR,rebound,offensive,[],1629028,,,1610612757,85,111,2025-01-09T03:01:16Z,5540000,False,,,0,,D. Ayton REBOUND (Off:7 Def:6),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,564.0,,13.0,6.0,7.0,,,,
566,PT04M45.00S,2025-01-09T03:01:28.1Z,4,REGULAR,foul,personal,['2freethrow'],1630526,,,1610612757,85,111,2025-01-09T03:01:43Z,5550000,False,,,0,,J. Robinson-Earl shooting personal FOUL (3 PF) (Camara 2 FT),"[1630526, 1641739]",1610612740.0,NOP,shooting,,,Robinson-Earl,J. Robinson-Earl,,,,,Restricted Area,0-8 Center,,,,,,,202041.0,3.0,0.0,Camara,1641739.0,,,,,,,,,
568,PT04M45.00S,2025-01-09T03:01:59.0Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1641739,,,1610612757,85,112,2025-01-09T03:01:59Z,5570000,False,,,0,,T. Camara Free Throw 1 of 2 (14 PTS),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
569,PT04M45.00S,2025-01-09T03:02:00.0Z,4,REGULAR,substitution,out,[],1629028,,,1610612757,85,112,2025-01-09T03:02:08Z,5580000,False,,,0,,SUB out: D. Ayton,[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
570,PT04M45.00S,2025-01-09T03:02:00.0Z,4,REGULAR,substitution,out,[],1630166,,,1610612757,85,112,2025-01-09T03:02:08Z,5590000,False,,,0,,SUB out: D. Avdija,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
571,PT04M45.00S,2025-01-09T03:02:00.0Z,4,REGULAR,substitution,out,[],1631101,,,1610612757,85,112,2025-01-09T03:02:08Z,5600000,False,,,0,,SUB out: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT04M45.00S,2025-01-09T03:02:00.0Z,4,REGULAR,substitution,in,[],1641712,,,1610612757,85,112,2025-01-09T03:02:08Z,5610000,False,,,0,,SUB in: R. Rupert,[1641712],1610612757.0,POR,,,,Rupert,R. Rupert,,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT04M45.00S,2025-01-09T03:02:00.0Z,4,REGULAR,substitution,in,[],1631200,,,1610612757,85,112,2025-01-09T03:02:08Z,5620000,False,,,0,,SUB in: K. Murray,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT04M45.00S,2025-01-09T03:02:00.0Z,4,REGULAR,substitution,in,[],1631133,,,1610612757,85,112,2025-01-09T03:02:08Z,5630000,False,,,0,,SUB in: J. Walker,[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT04M45.00S,2025-01-09T03:02:26.6Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1641739,,,1610612757,85,113,2025-01-09T03:02:26Z,5640000,False,,,0,,T. Camara Free Throw 2 of 2 (15 PTS),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
577,PT04M33.00S,2025-01-09T03:02:39.6Z,4,REGULAR,3pt,Jump Shot,[],1641722,67.09921156373193,57.59803921568627,1610612740,85,113,2025-01-09T03:03:03Z,5650000,False,38.0,257.0,1,right,MISS J. Hawkins 25' pullup 3PT,[1641722],1610612740.0,NOP,pullup,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Center,25.96,Missed,,,,,,,,,,,,,,,,,,
578,PT04M29.00S,2025-01-09T03:02:43.6Z,4,REGULAR,rebound,offensive,[],1631255,,,1610612740,85,113,2025-01-09T03:02:45Z,5660000,False,,,0,,K. Matković REBOUND (Off:1 Def:1),[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,577.0,,2.0,1.0,1.0,,,,
579,PT04M29.00S,2025-01-09T03:02:44.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631255,94.40999984741211,50.0,1610612740,87,113,2025-01-09T03:02:44Z,5670000,False,0.0,0.0,1,right,K. Matković tip Layup (2 PTS),[1631255],1610612740.0,NOP,tip,,,Matković,K. Matković,,,,,Mid-Range,8-16 Left,0.0,Made,2.0,,,,,,,,,,,,,,,,,
580,PT04M16.00S,2025-01-09T03:02:56.1Z,4,REGULAR,turnover,lost ball,[],1641739,,,1610612757,87,113,2025-01-09T03:03:00Z,5680000,False,,,0,,T. Camara lost ball TURNOVER (2 TO),"[1641739, 1631255]",1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,2.0,,,,Matković,1631255.0,,
581,PT04M16.00S,2025-01-09T03:02:56.1Z,4,REGULAR,steal,,[],1631255,,,1610612740,87,113,2025-01-09T03:02:58Z,5690000,False,,,0,,K. Matković STEAL (1 STL),[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
582,PT04M11.00S,2025-01-09T03:03:00.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641722,93.64323258869908,53.18627450980392,1610612740,89,113,2025-01-09T03:03:11Z,5700000,False,16.0,7.0,1,right,J. Hawkins running finger roll Layup (10 PTS) (J. Robinson-Earl 2 AST),"[1641722, 1630526]",1610612740.0,NOP,running finger roll,,,Hawkins,J. Hawkins,,,,,Restricted Area,0-8 Center,1.75,Made,10.0,J. Robinson-Earl,1630526.0,2.0,,,,,,,,,,,,,,
584,PT03M57.00S,2025-01-09T03:03:15.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630703,16.245072273324574,57.35294117647059,1610612757,89,113,2025-01-09T03:03:19Z,5720000,False,-37.0,100.0,1,left,MISS S. Henderson 10' pullup Shot,[1630703],1610612757.0,POR,pullup,,,Henderson,S. Henderson,,,,,In The Paint (Non-RA),8-16 Center,10.67,Missed,,,,,,,,,,,,,,,,,,
585,PT03M54.00S,2025-01-09T03:03:18.0Z,4,REGULAR,rebound,defensive,[],1630526,,,1610612740,89,113,2025-01-09T03:03:19Z,5730000,False,,,0,,J. Robinson-Earl REBOUND (Off:1 Def:3),[1630526],1610612740.0,NOP,,,,Robinson-Earl,J. Robinson-Earl,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,584.0,,4.0,3.0,1.0,,,,
586,PT03M50.00S,2025-01-09T03:03:22.8Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1641722,89.96386333771353,95.58823529411765,1610612740,89,113,2025-01-09T03:03:28Z,5740000,False,228.0,42.0,1,right,MISS J. Hawkins running 3PT,[1641722],1610612740.0,NOP,running,,,Hawkins,J. Hawkins,,,,,Right Corner 3,24+ Right,23.17,Missed,,,,,,,,,,,,,,,,,,
587,PT03M46.00S,2025-01-09T03:03:26.8Z,4,REGULAR,rebound,defensive,[],1630703,,,1610612757,89,113,2025-01-09T03:03:28Z,5750000,False,,,0,,S. Henderson REBOUND (Off:0 Def:2),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,586.0,,2.0,2.0,0.0,,,,
588,PT03M43.00S,2025-01-09T03:03:31.8Z,4,REGULAR,violation,kicked ball,[],1629750,,,1610612757,89,113,2025-01-09T03:03:45Z,5760000,False,,,0,,J. Green kicked ball VIOLATION,[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,,,,,,,,,202901.0,,,,,,,,,,,,,
589,PT03M43.00S,2025-01-09T03:03:37.6Z,4,REGULAR,substitution,out,[],1641739,,,1610612757,89,113,2025-01-09T03:03:44Z,5770000,False,,,0,,SUB out: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
590,PT03M43.00S,2025-01-09T03:03:37.6Z,4,REGULAR,substitution,in,[],1641871,,,1610612757,89,113,2025-01-09T03:03:44Z,5780000,False,,,0,,SUB in: D. Reath,[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,,,,,,,,,,,,,,,,,,,,,,
591,PT03M36.00S,2025-01-09T03:04:00.0Z,4,REGULAR,3pt,Jump Shot,[],1630703,32.276609724047304,53.92156862745098,1610612757,89,113,2025-01-09T03:04:30Z,5790000,False,-20.0,251.0,1,left,MISS S. Henderson 25' step back 3PT,[1630703],1610612757.0,POR,step back,,,Henderson,S. Henderson,,,,,Above the Break 3,24+ Center,25.17,Missed,,,,,,,,,,,,,,,,,,
592,PT03M34.00S,2025-01-09T03:04:02.0Z,4,REGULAR,rebound,offensive,[],1641871,,,1610612757,89,113,2025-01-09T03:13:12Z,5800000,False,,,0,,D. Reath REBOUND (Off:1 Def:0),[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,591.0,,1.0,0.0,1.0,,,,
593,PT03M33.00S,2025-01-09T03:04:06.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641871,6.652431011826544,46.07843137254902,1610612757,89,113,2025-01-09T03:04:57Z,5810000,False,20.0,10.0,1,left,MISS D. Reath putback Layup,[1641871],1610612757.0,POR,putback,,,Reath,D. Reath,,,,,Restricted Area,0-8 Center,2.2,Missed,,,,,,,,,,,,,,,,,,
