actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
84,PT04M31.00S,2025-03-14T00:25:01.4Z,1,REGULAR,freethrow,1 of 2,[],1630530,,,1610612740,15,24,2025-03-14T00:25:01Z,840000,False,,,0,,T. Murphy III Free Throw 1 of 2 (4 PTS),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
85,PT04M31.00S,2025-03-14T00:25:02.4Z,1,REGULAR,substitution,out,[],1631255,,,1610612740,15,24,2025-03-14T00:25:15Z,850000,False,,,0,,SUB out: K. Matković,[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M31.00S,2025-03-14T00:25:02.4Z,1,REGULAR,substitution,out,[],202709,,,1610612740,15,24,2025-03-14T00:25:15Z,860000,False,,,0,,SUB out: C. Joseph,[202709],1610612753.0,ORL,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M31.00S,2025-03-14T00:25:02.4Z,1,REGULAR,substitution,in,[],1630526,,,1610612740,15,24,2025-03-14T00:25:15Z,870000,False,,,0,,SUB in: J. Robinson-Earl,[1630526],1610612740.0,NOP,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M31.00S,2025-03-14T00:25:02.4Z,1,REGULAR,substitution,in,[],1641710,,,1610612740,15,24,2025-03-14T00:25:15Z,880000,False,,,0,,SUB in: A. Black,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M31.00S,2025-03-14T00:25:26.3Z,1,REGULAR,freethrow,2 of 2,[],1630530,,,1610612740,16,24,2025-03-14T00:25:26Z,890000,False,,,0,,T. Murphy III Free Throw 2 of 2 (5 PTS),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
90,PT04M16.00S,2025-03-14T00:25:42.5Z,1,REGULAR,3pt,Jump Shot,[],1628371,3.630091984231275,96.56862745098039,1610612753,16,24,2025-03-14T00:25:48Z,900000,False,-233.0,-18.0,1,left,MISS J. Isaac 3PT,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Left Corner 3,24+ Left,23.35,Missed,,,,,,,,,,,,,,,,,,
91,PT04M13.00S,2025-03-14T00:25:45.5Z,1,REGULAR,rebound,offensive,[],1631094,,,1610612753,16,24,2025-03-14T00:25:48Z,910000,False,,,0,,P. Banchero REBOUND (Off:1 Def:3),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Left Corner 3,24+ Left,,,,,90.0,4.0,3.0,1.0,,,,,,,,,,,,
92,PT04M11.00S,2025-03-14T00:25:47.4Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1631094,5.601182654402102,21.568627450980394,1610612753,16,26,2025-03-14T00:25:52Z,920000,False,142.0,0.0,1,left,P. Banchero 14' pullup Jump Shot (11 PTS),[1631094],1610612753.0,ORL,pullup,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Right,14.22,Made,,,,,,,11.0,,,,,,,,,,,
93,PT03M55.00S,2025-03-14T00:26:10.0Z,1,REGULAR,turnover,backcourt,[],1630530,,,1610612740,16,26,2025-03-14T00:26:37Z,930000,False,,,0,,T. Murphy III backcourt TURNOVER (1 TO),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Center,,,,,,,,,,202027.0,,,,,,,,1.0,,
94,PT03M55.00S,2025-03-14T00:26:17.1Z,1,REGULAR,substitution,out,[],203484,,,1610612753,16,26,2025-03-14T00:26:21Z,940000,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT03M55.00S,2025-03-14T00:26:17.1Z,1,REGULAR,substitution,in,[],1641783,,,1610612753,16,26,2025-03-14T00:26:21Z,950000,False,,,0,,SUB in: T. da Silva,[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT03M47.00S,2025-03-14T00:26:34.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641724,23.73521681997372,87.25490196078431,1610612753,16,26,2025-03-14T00:26:41Z,960000,False,-186.0,171.0,1,left,MISS J. Howard 25' 3PT,[1641724],1610612753.0,ORL,,,,Howard,J. Howard,,,,,Above the Break 3,24+ Left Center,25.26,Missed,,,,,,,,,,,,,,,,,,
97,PT03M44.00S,2025-03-14T00:26:36.9Z,1,REGULAR,rebound,defensive,[],1628964,,,1610612740,16,26,2025-03-14T00:26:36Z,970000,False,,,0,,M. Bamba REBOUND (Off:1 Def:1),[1628964],1610612740.0,NOP,,,,Bamba,M. Bamba,,,,,Above the Break 3,24+ Left Center,,,,,96.0,2.0,1.0,1.0,,,,,,,,,,,,
98,PT03M36.00S,2025-03-14T00:26:44.3Z,1,REGULAR,3pt,Jump Shot,[],1630631,73.27529566360053,85.29411764705883,1610612740,16,26,2025-03-14T00:27:10Z,980000,False,176.0,199.0,1,right,MISS J. Alvarado 26' pullup 3PT,[1630631],1610612740.0,NOP,pullup,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Right Center,26.58,Missed,,,,,,,,,,,,,,,,,,
99,PT03M33.00S,2025-03-14T00:26:47.3Z,1,REGULAR,rebound,defensive,[],1641724,,,1610612753,16,26,2025-03-14T00:26:49Z,990000,False,,,0,,J. Howard REBOUND (Off:0 Def:1),[1641724],1610612753.0,ORL,,,,Howard,J. Howard,,,,,Above the Break 3,24+ Right Center,,,,,98.0,1.0,1.0,0.0,,,,,,,,,,,,
100,PT03M19.00S,2025-03-14T00:27:01.6Z,1,REGULAR,3pt,Jump Shot,[],1631094,30.962549277266753,66.17647058823529,1610612753,16,29,2025-03-14T00:27:32Z,1000000,False,-81.0,239.0,1,left,P. Banchero 25' 3PT step back (14 PTS),[1631094],1610612753.0,ORL,step back,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Left Center,25.18,Made,,,,,,,14.0,,,,,,,,,,,
101,PT02M59.00S,2025-03-14T00:27:20.9Z,1,REGULAR,3pt,Jump Shot,[],1630530,70.64717477003943,22.058823529411764,1610612740,16,29,2025-03-14T00:27:28Z,1010000,False,-140.0,223.0,1,right,MISS T. Murphy III 26' step back 3PT,[1630530],1610612740.0,NOP,step back,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,26.35,Missed,,,,,,,,,,,,,,,,,,
102,PT02M56.00S,2025-03-14T00:27:23.9Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,16,29,2025-03-14T00:27:28Z,1020000,False,,,0,,P. Banchero REBOUND (Off:1 Def:4),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Left Center,,,,,101.0,5.0,4.0,1.0,,,,,,,,,,,,
103,PT02M50.00S,2025-03-14T00:27:30.6Z,1,REGULAR,3pt,Jump Shot,[],1641710,9.017739816031538,2.450980392156863,1610612753,16,32,2025-03-14T00:27:39Z,1030000,False,238.0,32.0,1,left,A. Black 3PT  (3 PTS) (J. Howard 1 AST),"[1641710, 1641724]",1610612753.0,ORL,,,,Black,A. Black,,,,,Right Corner 3,24+ Right,23.99,Made,,,,,,,3.0,,,,,,J. Howard,1641724.0,1.0,,,
105,PT02M48.00S,2025-03-14T00:27:36.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,16,32,2025-03-14T00:27:36Z,1050000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT02M48.00S,2025-03-14T00:30:08.7Z,1,REGULAR,substitution,out,[],1628371,,,1610612740,16,32,2025-03-14T00:30:24Z,1060000,False,,,0,,SUB out: J. Isaac,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT02M48.00S,2025-03-14T00:30:08.7Z,1,REGULAR,substitution,out,[],1631094,,,1610612740,16,32,2025-03-14T00:30:24Z,1070000,False,,,0,,SUB out: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M48.00S,2025-03-14T00:30:08.7Z,1,REGULAR,substitution,in,[],1630532,,,1610612740,16,32,2025-03-14T00:30:24Z,1080000,False,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M48.00S,2025-03-14T00:30:08.7Z,1,REGULAR,substitution,in,[],1628976,,,1610612740,16,32,2025-03-14T00:30:24Z,1090000,False,,,0,,SUB in: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M27.00S,2025-03-14T00:31:02.0Z,1,REGULAR,3pt,Jump Shot,[],1641722,69.72733245729303,75.73529411764706,1610612740,16,32,2025-03-14T00:31:21Z,1100000,False,129.0,232.0,1,right,MISS J. Hawkins 26' pullup 3PT,[1641722],1610612740.0,NOP,pullup,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Right Center,26.54,Missed,,,,,,,,,,,,,,,,,,
111,PT02M24.00S,2025-03-14T00:31:05.0Z,1,REGULAR,rebound,defensive,[],1630532,,,1610612753,16,32,2025-03-14T00:31:09Z,1110000,False,,,0,,F. Wagner REBOUND (Off:0 Def:1),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Right Center,,,,,110.0,1.0,1.0,0.0,,,,,,,,,,,,
112,PT02M20.00S,2025-03-14T00:31:09.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641724,15.325229960578188,3.1862745098039214,1610612753,16,32,2025-03-14T00:31:16Z,1120000,False,234.0,92.0,1,left,MISS J. Howard 25' running 3PT,[1641724],1610612753.0,ORL,running,,,Howard,J. Howard,,,,,Above the Break 3,24+ Right,25.14,Missed,,,,,,,,,,,,,,,,,,
113,PT02M16.00S,2025-03-14T00:31:13.7Z,1,REGULAR,rebound,defensive,[],1630526,,,1610612740,16,32,2025-03-14T00:31:16Z,1130000,False,,,0,,J. Robinson-Earl REBOUND (Off:0 Def:1),[1630526],1610612740.0,NOP,,,,Robinson-Earl,J. Robinson-Earl,,,,,Above the Break 3,24+ Right,,,,,112.0,1.0,1.0,0.0,,,,,,,,,,,,
115,PT01M55.00S,2025-03-14T00:31:51.2Z,1,REGULAR,3pt,Jump Shot,[],1630530,65.39093298291722,18.38235294117647,1610612740,16,32,2025-03-14T00:31:59Z,1150000,False,-158.0,273.0,1,right,MISS T. Murphy III 31' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,31.53,Missed,,,,,,,,,,,,,,,,,,
116,PT01M49.00S,2025-03-14T00:31:57.2Z,1,REGULAR,rebound,offensive,[],1630526,,,1610612740,16,32,2025-03-14T00:31:59Z,1160000,False,,,0,,J. Robinson-Earl REBOUND (Off:1 Def:1),[1630526],1610612740.0,NOP,,,,Robinson-Earl,J. Robinson-Earl,,,,,Above the Break 3,24+ Left Center,,,,,115.0,2.0,1.0,1.0,,,,,,,,,,,,
117,PT01M43.00S,2025-03-14T00:32:03.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630526,94.1688567674113,2.941176470588235,1610612740,19,32,2025-03-14T00:32:07Z,1170000,False,-235.0,2.0,1,right,J. Robinson-Earl 3PT  (3 PTS) (J. Alvarado 1 AST),"[1630526, 1630631]",1610612740.0,NOP,,,,Robinson-Earl,J. Robinson-Earl,,,,,Left Corner 3,24+ Left,23.53,Made,,,,,,,3.0,,,,,,J. Alvarado,1630631.0,1.0,,,
119,PT01M17.00S,2025-03-14T00:32:31.3Z,1,REGULAR,turnover,out-of-bounds,[],1641783,,,1610612753,19,32,2025-03-14T00:32:37Z,1190000,False,,,0,,T. da Silva bad pass out-of-bounds TURNOVER (1 TO),[1641783],1610612753.0,ORL,bad pass,,,da Silva,T. da Silva,,,,,Mid-Range,8-16 Center,,,,,,,,,,202058.0,,,,,,,,1.0,,
120,PT01M17.00S,2025-03-14T00:32:34.7Z,1,REGULAR,substitution,out,[],1628964,,,1610612740,19,32,2025-03-14T00:32:39Z,1200000,False,,,0,,SUB out: M. Bamba,[1628964],1610612740.0,NOP,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT01M17.00S,2025-03-14T00:32:34.7Z,1,REGULAR,substitution,in,[],1629627,,,1610612740,19,32,2025-03-14T00:32:39Z,1210000,False,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT01M04.00S,2025-03-14T00:33:00.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629627,90.22667542706965,49.26470588235294,1610612740,19,32,2025-03-14T00:33:58Z,1220000,False,-4.0,39.0,1,right,MISS Z. Williamson Layup,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,3.96,Missed,,,,,,,,,,,,,,,,,,
124,PT01M01.00S,2025-03-14T00:33:03.5Z,1,REGULAR,rebound,defensive,[],1641783,,,1610612753,19,32,2025-03-14T00:38:23Z,1240000,False,,,0,,T. da Silva REBOUND (Off:0 Def:1),[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,Restricted Area,0-8 Center,,,,,122.0,1.0,1.0,0.0,,,,,,,,,,,,
126,PT00M58.60S,2025-03-14T00:33:22.2Z,1,REGULAR,3pt,Jump Shot,[],1641783,8.886333771353483,3.9215686274509802,1610612753,19,32,2025-03-14T00:33:27Z,1260000,False,230.0,31.0,1,left,MISS T. da Silva 3PT,[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,Right Corner 3,24+ Right,23.25,Missed,,,,,,,,,,,,,,,,,,
127,PT00M55.40S,2025-03-14T00:33:25.4Z,1,REGULAR,rebound,defensive,[],1630530,,,1610612740,19,32,2025-03-14T00:33:27Z,1270000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:2),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Right Corner 3,24+ Right,,,,,126.0,2.0,2.0,0.0,,,,,,,,,,,,
128,PT00M44.30S,2025-03-14T00:33:36.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629627,91.67214191852825,37.254901960784316,1610612740,19,32,2025-03-14T00:33:51Z,1280000,False,-64.0,26.0,1,right,MISS Z. Williamson 6' driving floating Shot,[1629627],1610612740.0,NOP,driving floating,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,6.87,Missed,,,,,,,,,,,,,,,,,,
129,PT00M42.20S,2025-03-14T00:33:38.7Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,19,32,2025-03-14T00:33:38Z,1290000,False,,,0,,W. Carter Jr. REBOUND (Off:0 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,128.0,1.0,1.0,0.0,,,,,,,,,,,,
130,PT00M29.80S,2025-03-14T00:33:51.1Z,1,REGULAR,turnover,bad pass,[],1641710,,,1610612753,19,32,2025-03-14T00:33:55Z,1300000,False,,,0,,A. Black bad pass TURNOVER (1 TO),"[1641710, 1630631]",1610612753.0,ORL,,,,Black,A. Black,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Alvarado,1630631.0
131,PT00M29.80S,2025-03-14T00:33:51.1Z,1,REGULAR,steal,,[],1630631,,,1610612740,19,32,2025-03-14T00:33:53Z,1310000,False,,,0,,J. Alvarado STEAL (1 STL),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
132,PT00M26.40S,2025-03-14T00:33:55.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630530,93.24901445466492,50.0,1610612740,21,32,2025-03-14T00:34:01Z,1320000,False,0.0,11.0,1,right,T. Murphy III running DUNK (7 PTS) (J. Alvarado 2 AST),"[1630530, 1630631]",1610612740.0,NOP,running,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,1.1,Made,,,,,,,7.0,,,,,,J. Alvarado,1630631.0,2.0,,,
134,PT00M06.50S,2025-03-14T00:34:19.0Z,1,REGULAR,turnover,out-of-bounds,[],1628976,,,1610612753,21,32,2025-03-14T00:34:27Z,1340000,False,,,0,,W. Carter Jr. bad pass out-of-bounds TURNOVER (1 TO),[1628976],1610612753.0,ORL,bad pass,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,202058.0,,,,,,,,1.0,,
135,PT00M03.60S,2025-03-14T00:34:32.6Z,1,REGULAR,foul,personal,[],1628976,,,1610612740,21,32,2025-03-14T00:35:55Z,1350000,False,,,0,,W. Carter Jr. take personal FOUL (1 PF),"[1628976, 1629627]",1610612753.0,ORL,take,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,202027.0,1.0,0.0,Williamson,1629627.0,,,,,,
137,PT00M01.00S,2025-03-14T00:35:01.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629627,87.46714848883047,48.28431372549019,1610612740,23,32,2025-03-14T00:37:12Z,1370000,False,-9.0,65.0,1,right,Z. Williamson 6' driving floating Jump Shot (8 PTS) (J. Alvarado 3 AST),"[1629627, 1630631]",1610612740.0,NOP,driving floating,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,6.59,Made,,,,,,,8.0,,,,,,J. Alvarado,1630631.0,3.0,,,
139,PT00M00.00S,2025-03-14T00:35:20.3Z,1,REGULAR,period,end,[],0,,,1610612753,23,32,2025-03-14T00:35:20Z,1390000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT12M00.00S,2025-03-14T00:37:28.5Z,2,REGULAR,substitution,out,['startperiod'],1630631,,,1610612753,23,32,2025-03-14T00:37:53Z,1400000,False,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT12M00.00S,2025-03-14T00:37:28.5Z,2,REGULAR,substitution,out,['startperiod'],1630530,,,1610612753,23,32,2025-03-14T00:37:53Z,1410000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT12M00.00S,2025-03-14T00:37:28.5Z,2,REGULAR,substitution,out,['startperiod'],1641724,,,1610612753,23,32,2025-03-14T00:37:53Z,1420000,False,,,0,,SUB out: J. Howard,[1641724],1610612753.0,ORL,,,,Howard,J. Howard,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT12M00.00S,2025-03-14T00:37:28.5Z,2,REGULAR,substitution,in,['startperiod'],1628964,,,1610612753,23,32,2025-03-14T00:37:53Z,1430000,False,,,0,,SUB in: M. Bamba,[1628964],1610612740.0,NOP,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2025-03-14T00:37:28.5Z,2,REGULAR,substitution,in,['startperiod'],203468,,,1610612753,23,32,2025-03-14T00:37:53Z,1440000,False,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2025-03-14T00:37:28.5Z,2,REGULAR,substitution,in,['startperiod'],1631216,,,1610612753,23,32,2025-03-14T00:37:53Z,1450000,False,,,0,,SUB in: C. Houstan,[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2025-03-14T00:37:56.0Z,2,REGULAR,foul,technical,['1freethrow'],1629627,,,1610612753,23,32,2025-03-14T00:38:03Z,1460000,False,,,0,,Z. Williamson technical FOUL (1 Tech),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,202058.0,0.0,1.0,,,,,,,,
147,PT12M00.00S,2025-03-14T00:38:04.7Z,2,REGULAR,freethrow,1 of 1,[],1630532,,,1610612753,23,33,2025-03-14T00:38:04Z,1470000,False,,,0,,F. Wagner technical Free Throw 1 of 1 (9 PTS),[1630532],1610612753.0,ORL,technical,,,Wagner,F. Wagner,,,,,,,,Made,,,,,,,9.0,,,,,,,,,,,
148,PT12M00.00S,2025-03-14T00:38:12.8Z,2,REGULAR,period,start,[],0,,,1610612740,23,33,2025-03-14T00:38:12Z,1480000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT11M42.00S,2025-03-14T00:38:34.3Z,2,REGULAR,foul,personal,['2freethrow'],1631216,,,1610612740,23,33,2025-03-14T00:38:41Z,1490000,False,,,0,,C. Houstan shooting personal FOUL (1 PF) (Williamson 2 FT),"[1631216, 1629627]",1610612753.0,ORL,shooting,,,Houstan,C. Houstan,,,,,Restricted Area,0-8 Center,,,,,,,,,,202058.0,1.0,0.0,Williamson,1629627.0,,,,,,
151,PT11M42.00S,2025-03-14T00:38:57.2Z,2,REGULAR,freethrow,1 of 2,[],1629627,,,1610612740,23,33,2025-03-14T00:38:57Z,1510000,False,,,0,,MISS Z. Williamson Free Throw 1 of 2,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
152,PT11M42.00S,2025-03-14T00:38:57.2Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,23,33,2025-03-14T00:38:57Z,1520000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,151.0,,,,,,,,,,,,,,,
153,PT11M42.00S,2025-03-14T00:39:12.2Z,2,REGULAR,freethrow,2 of 2,[],1629627,,,1610612740,24,33,2025-03-14T00:39:12Z,1530000,False,,,0,,Z. Williamson Free Throw 2 of 2 (9 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Made,,,,,,,9.0,,,,,,,,,,,
154,PT11M20.00S,2025-03-14T00:39:37.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628976,5.075558475689881,52.69607843137255,1610612753,24,35,2025-03-14T00:39:41Z,1540000,False,-13.0,-5.0,1,left,W. Carter Jr. Layup (2 PTS) (A. Black 1 AST),"[1628976, 1641710]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,1.43,Made,,,,,,,2.0,,,,,,A. Black,1641710.0,1.0,,,
156,PT11M03.00S,2025-03-14T00:39:54.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,93.77463863337714,47.05882352941176,1610612740,26,35,2025-03-14T00:40:07Z,1560000,False,-15.0,6.0,1,right,Z. Williamson cutting Layup (11 PTS) (J. Hawkins 1 AST),"[1629627, 1641722]",1610612740.0,NOP,cutting,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,1.59,Made,,,,,,,11.0,,,,,,J. Hawkins,1641722.0,1.0,,,
158,PT10M42.00S,2025-03-14T00:40:15.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628976,5.863994743758213,50.0,1610612753,26,37,2025-03-14T00:40:23Z,1580000,False,0.0,3.0,1,left,W. Carter Jr. cutting DUNK (4 PTS) (T. da Silva 1 AST),"[1628976, 1641783]",1610612753.0,ORL,cutting,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,0.26,Made,,,,,,,4.0,,,,,,T. da Silva,1641783.0,1.0,,,
160,PT10M17.00S,2025-03-14T00:40:40.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630526,87.46714848883047,49.50980392156863,1610612740,26,37,2025-03-14T00:41:09Z,1600000,False,-2.0,65.0,1,right,MISS J. Robinson-Earl 6' turnaround fadeaway Shot,[1630526],1610612740.0,NOP,turnaround fadeaway,,,Robinson-Earl,J. Robinson-Earl,,,,,In The Paint (Non-RA),0-8 Center,6.53,Missed,,,,,,,,,,,,,,,,,,
161,PT10M16.00S,2025-03-14T00:40:41.9Z,2,REGULAR,rebound,defensive,[],1641710,,,1610612753,26,37,2025-03-14T00:40:46Z,1610000,False,,,0,,A. Black REBOUND (Off:0 Def:1),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,In The Paint (Non-RA),0-8 Center,,,,,160.0,1.0,1.0,0.0,,,,,,,,,,,,
162,PT10M16.00S,2025-03-14T00:40:45.3Z,2,REGULAR,foul,personal,[],1628964,,,1610612753,26,37,2025-03-14T00:40:55Z,1620000,False,,,0,,M. Bamba personal FOUL (1 PF),"[1628964, 1641710]",1610612740.0,NOP,,,,Bamba,M. Bamba,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1628485.0,1.0,0.0,Black,1641710.0,,,,,,
164,PT10M01.00S,2025-03-14T00:41:09.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630532,14.536793692509855,48.77450980392157,1610612753,26,39,2025-03-14T00:41:51Z,1640000,False,6.0,84.0,1,left,F. Wagner 8' driving floating Jump Shot (11 PTS),[1630532],1610612753.0,ORL,driving floating,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),8-16 Center,8.43,Made,,,,,,,11.0,,,,,,,,,,,
167,PT09M42.00S,2025-03-14T00:41:58.3Z,2,REGULAR,foul,personal,[],1628976,,,1610612740,26,39,2025-03-14T00:42:04Z,1670000,False,,,0,,W. Carter Jr. personal FOUL (2 PF),"[1628976, 1629627]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,202058.0,2.0,0.0,Williamson,1629627.0,,,,,,
169,PT09M32.00S,2025-03-14T00:42:08.0Z,2,REGULAR,2pt,Jump Shot,[],1641722,78.66294349540078,33.088235294117645,1610612740,28,39,2025-03-14T00:42:34Z,1690000,False,-85.0,148.0,1,right,J. Hawkins 17' pullup Jump Shot (5 PTS) (Z. Williamson 1 AST),"[1641722, 1629627]",1610612740.0,NOP,pullup,,,Hawkins,J. Hawkins,,,,,Mid-Range,16-24 Left Center,17.06,Made,,,,,,,5.0,,,,,,Z. Williamson,1629627.0,1.0,,,
