actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-12-13T01:10:13.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-12-13T01:10:13Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2024-12-13T01:10:17.7Z,1,REGULAR,jumpball,recovered,[],1627749,,,1610612740,0,0,2024-12-13T01:10:17Z,40000,False,,,0,,Jump Ball Y. Missi vs. D. Sabonis: Tip to D. Murray,"[1627749, 1642274, 1627734]",1610612740.0,NOP,startperiod,D. Murray,1627749.0,Murray,D. Murray,Missi,1642274.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2024-12-13T01:10:29.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,93.9060446780552,47.30392156862745,1610612740,0,0,2024-12-13T01:10:33Z,70000,False,-13.0,5.0,1,right,MISS H. Jones driving Layup,[1630529],1610612740.0,NOP,driving,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,1.43,Missed,,,,,,,,,,,,,,,,,,
8,PT11M40.00S,2024-12-13T01:10:32.8Z,1,REGULAR,rebound,offensive,[],1642274,,,1610612740,0,0,2024-12-13T01:10:32Z,80000,False,,,0,,Y. Missi REBOUND (Off:1 Def:0),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
11,PT11M32.00S,2024-12-13T01:10:40.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630529,88.38699080157687,53.92156862745098,1610612740,0,0,2024-12-13T01:10:51Z,110000,False,20.0,57.0,1,right,MISS H. Jones 6' driving floating Shot,[1630529],1610612740.0,NOP,driving floating,,,Jones,H. Jones,,,,,In The Paint (Non-RA),0-8 Center,6.0,Missed,,,,,,,,,,,,,,,,,,
12,PT11M28.00S,2024-12-13T01:10:44.2Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,0,0,2024-12-13T01:10:47Z,120000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
13,PT11M16.00S,2024-12-13T01:10:56.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631099,12.565703022339028,49.754901960784316,1610612758,0,0,2024-12-13T01:11:05Z,130000,False,1.0,66.0,1,left,MISS K. Murray 6' cutting Layup - blocked,"[1631099, 1627749]",1610612758.0,SAC,cutting,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,6.56,Missed,,,,,Murray,1627749.0,,,,,,,,,,,,
14,PT11M16.00S,2024-12-13T01:10:56.7Z,1,REGULAR,block,,[],1627749,,,1610612758,0,0,2024-12-13T01:10:58Z,140000,False,,,0,,D. Murray BLOCK (1 BLK),[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
15,PT11M14.00S,2024-12-13T01:10:58.7Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612740,0,0,2024-12-13T01:11:00Z,150000,False,,,0,,D. Murray REBOUND (Off:0 Def:1),[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
16,PT11M07.00S,2024-12-13T01:11:05.6Z,1,REGULAR,3pt,Jump Shot,[],1630530,88.78120893561103,3.9215686274509802,1610612740,3,0,2024-12-13T01:11:10Z,160000,False,-230.0,53.0,1,right,T. Murphy III 3PT  (3 PTS) (H. Jones 1 AST),"[1630530, 1630529]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Left Corner 3,24+ Left,23.64,Made,,,,,,,3.0,H. Jones,1630529.0,1.0,,,,,,,,
18,PT10M52.00S,2024-12-13T01:11:20.7Z,1,REGULAR,2pt,Jump Shot,[],201942,13.748357424441524,82.59803921568627,1610612758,3,0,2024-12-13T01:11:26Z,180000,False,-163.0,77.0,1,left,MISS D. DeRozan 18' Jump Shot,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Left,18.01,Missed,,,,,,,,,,,,,,,,,,
19,PT10M49.00S,2024-12-13T01:11:23.7Z,1,REGULAR,rebound,defensive,[],1642274,,,1610612740,3,0,2024-12-13T01:11:26Z,190000,False,,,0,,Y. Missi REBOUND (Off:1 Def:1),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Mid-Range,16-24 Left,,,18.0,2.0,1.0,1.0,,,,,,,,,,,,,,
20,PT10M46.00S,2024-12-13T01:11:27.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630530,92.46057818659659,96.07843137254902,1610612740,3,0,2024-12-13T01:11:32Z,200000,False,230.0,18.0,1,right,MISS T. Murphy III running 3PT,[1630530],1610612740.0,NOP,running,,,Murphy III,T. Murphy III,,,,,Right Corner 3,24+ Right,23.11,Missed,,,,,,,,,,,,,,,,,,
21,PT10M42.00S,2024-12-13T01:11:31.4Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,3,0,2024-12-13T01:11:32Z,210000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:2),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Right Corner 3,24+ Right,,,20.0,2.0,2.0,0.0,,,,,,,,,,,,,,
22,PT10M32.00S,2024-12-13T01:11:40.2Z,1,REGULAR,3pt,Jump Shot,[],1628370,25.312089356110377,14.460784313725492,1610612758,3,0,2024-12-13T01:13:00Z,220000,False,178.0,185.0,1,left,MISS M. Monk 25' pullup 3PT,[1628370],1610612758.0,SAC,pullup,,,Monk,M. Monk,,,,,Above the Break 3,24+ Right Center,25.68,Missed,,,,,,,,,,,,,,,,,,
23,PT10M30.00S,2024-12-13T01:11:42.2Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612740,3,0,2024-12-13T01:11:44Z,230000,False,,,0,,D. Murray REBOUND (Off:0 Def:2),[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Right Center,,,22.0,2.0,2.0,0.0,,,,,,,,,,,,,,
24,PT10M16.00S,2024-12-13T01:11:56.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,80.89684625492772,54.41176470588235,1610612740,3,0,2024-12-13T01:12:02Z,240000,False,22.0,127.0,1,right,MISS D. Murray 12' pullup Shot,[1627749],1610612740.0,NOP,pullup,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Center,12.9,Missed,,,,,,,,,,,,,,,,,,
25,PT10M13.00S,2024-12-13T01:11:59.5Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,3,0,2024-12-13T01:11:59Z,250000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:3),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Center,,,24.0,3.0,3.0,0.0,,,,,,,,,,,,,,
27,PT09M56.00S,2024-12-13T01:12:35.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,18.74178712220762,63.725490196078425,1610612758,3,0,2024-12-13T01:12:40Z,270000,False,-69.0,124.0,1,left,MISS D. Fox 14' pullup Shot,[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Center,14.14,Missed,,,,,,,,,,,,,,,,,,
28,PT09M53.00S,2024-12-13T01:12:38.1Z,1,REGULAR,rebound,defensive,[],1630530,,,1610612740,3,0,2024-12-13T01:12:40Z,280000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:1),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),8-16 Center,,,27.0,1.0,1.0,0.0,,,,,,,,,,,,,,
29,PT09M46.00S,2024-12-13T01:12:45.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630530,94.1688567674113,46.568627450980394,1610612740,5,0,2024-12-13T01:12:49Z,290000,False,-17.0,2.0,1,right,T. Murphy III driving Layup (5 PTS) (D. Murray 1 AST),"[1630530, 1627749]",1610612740.0,NOP,driving,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,1.74,Made,,,,,,,5.0,D. Murray,1627749.0,1.0,,,,,,,,
31,PT09M20.00S,2024-12-13T01:13:11.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627734,6.652431011826544,50.0,1610612758,5,2,2024-12-13T01:13:16Z,310000,False,0.0,10.0,1,left,D. Sabonis cutting DUNK (2 PTS) (D. DeRozan 1 AST),"[1627734, 201942]",1610612758.0,SAC,cutting,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,1.0,Made,,,,,,,2.0,D. DeRozan,201942.0,1.0,,,,,,,,
33,PT09M12.00S,2024-12-13T01:13:20.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203468,93.38042049934296,49.26470588235294,1610612740,7,2,2024-12-13T01:13:33Z,330000,False,-4.0,10.0,1,right,C. McCollum driving Layup (2 PTS),[203468],1610612740.0,NOP,driving,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,1.04,Made,,,,,,,2.0,,,,,,,,,,,
34,PT08M59.00S,2024-12-13T01:13:31.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,6.258212877792378,49.754901960784316,1610612758,7,4,2024-12-13T01:14:42Z,340000,False,1.0,6.0,1,left,D. Fox cutting Layup (2 PTS) (M. Monk 1 AST),"[1628368, 1628370]",1610612758.0,SAC,cutting,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,0.64,Made,,,,,,,2.0,M. Monk,1628370.0,1.0,,,,,,,,
36,PT08M46.00S,2024-12-13T01:13:45.0Z,1,REGULAR,2pt,Jump Shot,[],1630529,87.33574244415243,8.333333333333332,1610612740,7,4,2024-12-13T01:13:50Z,360000,False,-208.0,67.0,1,right,MISS H. Jones 21' Jump Shot,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Mid-Range,16-24 Left,21.87,Missed,,,,,,,,,,,,,,,,,,
37,PT08M44.00S,2024-12-13T01:13:47.0Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,7,4,2024-12-13T01:13:50Z,370000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:4),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,16-24 Left,,,36.0,4.0,4.0,0.0,,,,,,,,,,,,,,
38,PT08M37.00S,2024-12-13T01:13:54.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,5.469776609724048,51.71568627450981,1610612758,7,6,2024-12-13T01:14:00Z,380000,False,-9.0,-1.0,1,left,D. Sabonis driving Layup (4 PTS),[1627734],1610612758.0,SAC,driving,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,0.87,Made,,,,,,,4.0,,,,,,,,,,,
39,PT08M21.00S,2024-12-13T01:14:09.3Z,1,REGULAR,3pt,Jump Shot,[],203468,74.85216819973719,85.29411764705883,1610612740,7,6,2024-12-13T01:14:14Z,390000,False,176.0,184.0,1,right,MISS C. McCollum 25' pullup 3PT,[203468],1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,25.49,Missed,,,,,,,,,,,,,,,,,,
40,PT08M18.00S,2024-12-13T01:14:12.3Z,1,REGULAR,rebound,defensive,[],201942,,,1610612758,7,6,2024-12-13T01:14:14Z,400000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:1),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Right Center,,,39.0,1.0,1.0,0.0,,,,,,,,,,,,,,
41,PT08M07.00S,2024-12-13T01:14:24.5Z,1,REGULAR,3pt,Jump Shot,[],1628370,33.196452036793694,50.73529411764706,1610612758,7,9,2024-12-13T01:14:28Z,410000,False,-4.0,260.0,1,left,M. Monk 25' 3PT  (3 PTS) (D. Sabonis 1 AST),"[1628370, 1627734]",1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Center,25.95,Made,,,,,,,3.0,D. Sabonis,1627734.0,1.0,,,,,,,,
