actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
171,PT00M00.00S,2025-03-09T23:37:19.6Z,1,REGULAR,rebound,defensive,[],1641744,,,1610612763,27,26,2025-03-09T23:38:05Z,1680000,False,,,0,,Z. Edey REBOUND (Off:3 Def:4),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,In The Paint (Non-RA),8-16 Center,,,169.0,7.0,4.0,3.0,,,,,,,,,,,,,,
172,PT00M00.00S,2025-03-09T23:38:05.8Z,1,REGULAR,period,end,[],0,,,1610612763,27,26,2025-03-09T23:38:05Z,1690000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2025-03-09T23:39:34.6Z,2,REGULAR,substitution,out,['startperiod'],1630530,,,1610612763,27,26,2025-03-09T23:40:01Z,1700000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2025-03-09T23:39:34.6Z,2,REGULAR,substitution,out,['startperiod'],1630526,,,1610612763,27,26,2025-03-09T23:40:01Z,1710000,False,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612740.0,NOP,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2025-03-09T23:39:34.6Z,2,REGULAR,substitution,out,['startperiod'],1630590,,,1610612763,27,26,2025-03-09T23:40:01Z,1720000,False,,,0,,SUB out: S. Pippen Jr.,[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2025-03-09T23:39:34.6Z,2,REGULAR,substitution,out,['startperiod'],1630205,,,1610612763,27,26,2025-03-09T23:40:01Z,1730000,False,,,0,,SUB out: L. Stevens,[1630205],1610612763.0,MEM,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2025-03-09T23:39:34.6Z,2,REGULAR,substitution,out,['startperiod'],1630217,,,1610612763,27,26,2025-03-09T23:40:01Z,1740000,False,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2025-03-09T23:39:34.6Z,2,REGULAR,substitution,out,['startperiod'],1641713,,,1610612763,27,26,2025-03-09T23:40:01Z,1750000,False,,,0,,SUB out: G. Jackson,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2025-03-09T23:39:34.6Z,2,REGULAR,substitution,in,['startperiod'],1631288,,,1610612763,27,26,2025-03-09T23:40:01Z,1760000,False,,,0,,SUB in: J. Cain,[1631288],1610612740.0,NOP,,,,Cain,J. Cain,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2025-03-09T23:39:34.6Z,2,REGULAR,substitution,in,['startperiod'],203482,,,1610612763,27,26,2025-03-09T23:40:01Z,1770000,False,,,0,,SUB in: K. Olynyk,[203482],1610612740.0,NOP,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2025-03-09T23:39:34.6Z,2,REGULAR,substitution,in,['startperiod'],1642377,,,1610612763,27,26,2025-03-09T23:40:01Z,1780000,False,,,0,,SUB in: J. Wells,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2025-03-09T23:39:34.6Z,2,REGULAR,substitution,in,['startperiod'],1629723,,,1610612763,27,26,2025-03-09T23:40:01Z,1790000,False,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2025-03-09T23:39:34.6Z,2,REGULAR,substitution,in,['startperiod'],1631246,,,1610612763,27,26,2025-03-09T23:40:01Z,1800000,False,,,0,,SUB in: V. Williams Jr.,[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2025-03-09T23:39:34.6Z,2,REGULAR,substitution,in,['startperiod'],1629630,,,1610612763,27,26,2025-03-09T23:40:01Z,1810000,False,,,0,,SUB in: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT12M00.00S,2025-03-09T23:40:06.0Z,2,REGULAR,period,start,[],0,,,1610612763,27,26,2025-03-09T23:40:06Z,1820000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT11M45.00S,2025-03-09T23:40:20.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,83.39356110381078,49.50980392156863,1610612763,27,28,2025-03-09T23:40:47Z,1830000,False,-2.0,104.0,1,right,J. Morant 10' driving floating Jump Shot (5 PTS),[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,In The Paint (Non-RA),8-16 Center,10.36,Made,,,,,,,5.0,,,,,,,,,,,
187,PT11M27.00S,2025-03-09T23:40:38.0Z,2,REGULAR,3pt,Jump Shot,[],1631255,6.258212877792378,3.1862745098039214,1610612740,30,28,2025-03-09T23:40:43Z,1840000,False,234.0,6.0,1,left,K. Matković 3PT  (3 PTS) (A. Reeves 1 AST),"[1631255, 1641810]",1610612740.0,NOP,,,,Matković,K. Matković,,,,,Right Corner 3,24+ Right,23.42,Made,,,,,,,3.0,,,,,A. Reeves,1641810.0,1.0,,,,
189,PT11M10.00S,2025-03-09T23:41:06.4Z,2,REGULAR,foul,personal,['2freethrow'],1631288,,,1610612763,30,28,2025-03-09T23:41:20Z,1860000,False,,,0,,J. Cain shooting personal FOUL (1 PF) (Morant 2 FT),"[1631288, 1629630]",1610612740.0,NOP,shooting,,,Cain,J. Cain,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1146.0,,,1.0,0.0,Morant,1629630.0,,,,,,,
191,PT11M10.00S,2025-03-09T23:41:22.5Z,2,REGULAR,freethrow,1 of 2,[],1629630,,,1610612763,30,28,2025-03-09T23:41:22Z,1880000,False,,,0,,MISS J. Morant Free Throw 1 of 2,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
192,PT11M10.00S,2025-03-09T23:41:22.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,30,28,2025-03-09T23:41:22Z,1890000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,191.0,,,,,,,,,,,,,,,,,
193,PT11M10.00S,2025-03-09T23:41:38.2Z,2,REGULAR,freethrow,2 of 2,[],1629630,,,1610612763,30,29,2025-03-09T23:41:38Z,1900000,False,,,0,,J. Morant Free Throw 2 of 2 (6 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,Made,,,,,,,6.0,,,,,,,,,,,
194,PT10M47.00S,2025-03-09T23:42:01.4Z,2,REGULAR,3pt,Jump Shot,[],1641810,26.10052562417871,78.67647058823529,1610612740,33,29,2025-03-09T23:42:09Z,1910000,False,-143.0,193.0,1,left,A. Reeves 24' 3PT  (3 PTS),[1641810],1610612740.0,NOP,,,,Reeves,A. Reeves,,,,,Above the Break 3,24+ Left Center,24.03,Made,,,,,,,3.0,,,,,,,,,,,
196,PT10M31.00S,2025-03-09T23:42:17.9Z,2,REGULAR,2pt,Jump Shot,[],1629630,79.58278580814718,48.03921568627451,1610612763,33,31,2025-03-09T23:42:22Z,1930000,False,-10.0,139.0,1,right,J. Morant 13' pullup Jump Shot (8 PTS),[1629630],1610612763.0,MEM,pullup,,,Morant,J. Morant,,,,,Mid-Range,8-16 Center,13.97,Made,,,,,,,8.0,,,,,,,,,,,
197,PT10M20.00S,2025-03-09T23:42:28.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,16.376478318002626,34.80392156862745,1610612740,33,31,2025-03-09T23:43:50Z,1940000,False,76.0,101.0,1,left,MISS B. Brown 12' driving floating bank Shot,[1628971],1610612740.0,NOP,driving floating bank,,,Brown,B. Brown,,,,,In The Paint (Non-RA),8-16 Right,12.67,Missed,,,,,,,,,,,,,,,,,,
198,PT10M18.00S,2025-03-09T23:42:30.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612740,33,31,2025-03-09T23:43:23Z,1950000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,In The Paint (Non-RA),8-16 Right,,,197.0,,,,,,,,,,,,,,,,,
200,PT10M15.00S,2025-03-09T23:42:49.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1641810,33.065045992115635,56.61764705882353,1610612740,36,31,2025-03-09T23:42:54Z,1970000,False,-33.0,258.0,1,left,A. Reeves 26' 3PT  (6 PTS) (K. Matković 1 AST),"[1641810, 1631255]",1610612740.0,NOP,,,,Reeves,A. Reeves,,,,,Above the Break 3,24+ Center,26.04,Made,,,,,,,6.0,,,,,K. Matković,1631255.0,1.0,,,,
202,PT09M52.00S,2025-03-09T23:43:13.5Z,2,REGULAR,3pt,Jump Shot,[],1631246,68.54467805519053,29.901960784313726,1610612763,36,31,2025-03-09T23:45:04Z,1990000,False,-100.0,243.0,1,right,MISS V. Williams Jr. 26' 3PT,[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Above the Break 3,24+ Left Center,26.31,Missed,,,,,,,,,,,,,,,,,,
203,PT09M52.00S,2025-03-09T23:43:13.5Z,2,REGULAR,rebound,offensive,[],1641744,,,1610612763,36,31,2025-03-09T23:43:23Z,2000000,False,,,0,,Z. Edey REBOUND (Off:4 Def:4),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,Above the Break 3,24+ Left Center,,,202.0,8.0,4.0,4.0,,,,,,,,,,,,,,
204,PT09M46.00S,2025-03-09T23:43:18.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641744,92.32917214191852,51.470588235294116,1610612763,36,31,2025-03-09T23:45:19Z,2010000,False,7.0,20.0,1,right,MISS Z. Edey putback Layup,[1641744],1610612763.0,MEM,putback,,,Edey,Z. Edey,,,,,Restricted Area,0-8 Center,2.1,Missed,,,,,,,,,,,,,,,,,,
205,PT09M44.00S,2025-03-09T23:43:20.9Z,2,REGULAR,rebound,defensive,[],1631255,,,1610612740,36,31,2025-03-09T23:43:20Z,2020000,False,,,0,,K. Matković REBOUND (Off:1 Def:3),[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,Restricted Area,0-8 Center,,,204.0,4.0,3.0,1.0,,,,,,,,,,,,,,
206,PT09M39.00S,2025-03-09T23:43:29.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,5.995400788436268,40.931372549019606,1610612740,38,31,2025-03-09T23:45:44Z,2030000,False,45.0,4.0,1,left,B. Brown Jump Shot (4 PTS),[1628971],1610612740.0,NOP,,,,Brown,B. Brown,,,,,In The Paint (Non-RA),0-8 Center,4.55,Made,,,,,,,4.0,,,,,,,,,,,
207,PT09M39.00S,2025-03-09T23:43:32.4Z,2,REGULAR,foul,personal,['1freethrow'],1631246,,,1610612740,38,31,2025-03-09T23:43:50Z,2040000,False,,,0,,V. Williams Jr. shooting personal FOUL (1 PF) (Brown 1 FT),"[1631246, 1628971]",1610612763.0,MEM,shooting,,,Williams Jr.,V. Williams Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628951.0,,,1.0,0.0,Brown,1628971.0,,,,,,,
209,PT09M39.00S,2025-03-09T23:43:58.8Z,2,REGULAR,freethrow,1 of 1,[],1628971,,,1610612740,39,31,2025-03-09T23:43:58Z,2060000,False,,,0,,B. Brown Free Throw 1 of 1 (5 PTS),[1628971],1610612740.0,NOP,,,,Brown,B. Brown,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
210,PT09M25.00S,2025-03-09T23:44:13.5Z,2,REGULAR,3pt,Jump Shot,[],1642377,90.75229960578186,95.83333333333334,1610612763,39,31,2025-03-09T23:44:21Z,2070000,False,229.0,34.0,1,right,MISS J. Wells 3PT,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Right Corner 3,24+ Right,23.18,Missed,,,,,,,,,,,,,,,,,,
211,PT09M21.00S,2025-03-09T23:44:17.5Z,2,REGULAR,rebound,defensive,[],1631255,,,1610612740,39,31,2025-03-09T23:44:21Z,2080000,False,,,0,,K. Matković REBOUND (Off:1 Def:4),[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,Right Corner 3,24+ Right,,,210.0,5.0,4.0,1.0,,,,,,,,,,,,,,
212,PT09M05.00S,2025-03-09T23:44:33.4Z,2,REGULAR,3pt,Jump Shot,[],1631288,15.456636005256241,95.34313725490196,1610612740,42,31,2025-03-09T23:44:38Z,2090000,False,-227.0,93.0,1,left,J. Cain 24' 3PT pullup (3 PTS) (A. Reeves 2 AST),"[1631288, 1641810]",1610612740.0,NOP,pullup,,,Cain,J. Cain,,,,,Above the Break 3,24+ Left,24.5,Made,,,,,,,3.0,,,,,A. Reeves,1641810.0,2.0,,,,
214,PT09M05.00S,2025-03-09T23:44:43.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,42,31,2025-03-09T23:44:43Z,2110000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT08M50.00S,2025-03-09T23:47:42.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641744,93.64323258869908,50.73529411764706,1610612763,42,31,2025-03-09T23:49:02Z,2120000,False,4.0,7.0,1,right,MISS Z. Edey alley-oop Layup,[1641744],1610612763.0,MEM,alley-oop,,,Edey,Z. Edey,,,,,Restricted Area,0-8 Center,0.82,Missed,,,,,,,,,,,,,,,,,,
216,PT08M46.00S,2025-03-09T23:47:46.2Z,2,REGULAR,rebound,defensive,[],1631288,,,1610612740,42,31,2025-03-09T23:47:54Z,2130000,False,,,0,,J. Cain REBOUND (Off:0 Def:1),[1631288],1610612740.0,NOP,,,,Cain,J. Cain,,,,,Restricted Area,0-8 Center,,,215.0,1.0,1.0,0.0,,,,,,,,,,,,,,
217,PT08M44.00S,2025-03-09T23:47:48.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631288,5.469776609724048,46.07843137254902,1610612740,42,31,2025-03-09T23:48:04Z,2140000,False,20.0,-1.0,1,left,MISS J. Cain running Layup,[1631288],1610612740.0,NOP,running,,,Cain,J. Cain,,,,,Restricted Area,0-8 Center,1.96,Missed,,,,,,,,,,,,,,,,,,
218,PT08M40.00S,2025-03-09T23:47:52.8Z,2,REGULAR,rebound,offensive,[],1641810,,,1610612740,42,31,2025-03-09T23:48:04Z,2150000,False,,,0,,A. Reeves REBOUND (Off:1 Def:0),[1641810],1610612740.0,NOP,,,,Reeves,A. Reeves,,,,,Restricted Area,0-8 Center,,,217.0,1.0,0.0,1.0,,,,,,,,,,,,,,
219,PT08M40.00S,2025-03-09T23:47:54.0Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1641810,5.590000152587891,50.0,1610612740,42,31,2025-03-09T23:49:29Z,2160000,False,0.0,0.0,1,left,MISS A. Reeves tip Layup,[1641810],1610612740.0,NOP,tip,,,Reeves,A. Reeves,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
220,PT08M40.00S,2025-03-09T23:47:54.0Z,2,REGULAR,rebound,defensive,[],1631246,,,1610612763,42,31,2025-03-09T23:49:29Z,2170000,False,,,0,,V. Williams Jr. REBOUND (Off:0 Def:1),[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Restricted Area,0-8 Center,,,219.0,1.0,1.0,0.0,,,,,,,,,,,,,,
221,PT08M40.00S,2025-03-09T23:47:57.6Z,2,REGULAR,violation,kicked ball,[],1631288,,,1610612763,42,31,2025-03-09T23:48:15Z,2180000,False,,,0,,J. Cain kicked ball VIOLATION,[1631288],1610612740.0,NOP,,,,Cain,J. Cain,,,,,,,,,,,,,1146.0,,,,,,,,,,,,,
222,PT08M28.00S,2025-03-09T23:48:21.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631246,89.43823915900131,48.03921568627451,1610612763,42,33,2025-03-09T23:48:26Z,2190000,False,-10.0,47.0,1,right,V. Williams Jr. pullup Jump Shot (2 PTS),[1631246],1610612763.0,MEM,pullup,,,Williams Jr.,V. Williams Jr.,,,,,In The Paint (Non-RA),0-8 Center,4.78,Made,,,,,,,2.0,,,,,,,,,,,
223,PT08M11.00S,2025-03-09T23:48:37.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203482,5.601182654402102,45.588235294117645,1610612740,44,33,2025-03-09T23:48:52Z,2200000,False,22.0,0.0,1,left,K. Olynyk driving Layup (2 PTS),[203482],1610612740.0,NOP,driving,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,2.21,Made,,,,,,,2.0,,,,,,,,,,,
224,PT07M58.00S,2025-03-09T23:48:50.3Z,2,REGULAR,turnover,lost ball,[],1642377,,,1610612763,44,33,2025-03-09T23:48:56Z,2210000,False,,,0,,J. Wells lost ball TURNOVER (2 TO),"[1642377, 203482]",1610612763.0,MEM,,,,Wells,J. Wells,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,2.0,,,,,,,,,,,Olynyk,203482.0
225,PT07M58.00S,2025-03-09T23:48:50.3Z,2,REGULAR,steal,,[],203482,,,1610612740,44,33,2025-03-09T23:48:52Z,2220000,False,,,0,,K. Olynyk STEAL (1 STL),[203482],1610612740.0,NOP,,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
226,PT07M52.00S,2025-03-09T23:48:56.3Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1641810,11.514454664914586,3.9215686274509802,1610612740,47,33,2025-03-09T23:49:04Z,2230000,False,230.0,56.0,1,left,A. Reeves 3PT running (9 PTS) (B. Brown 2 AST),"[1641810, 1628971]",1610612740.0,NOP,running,,,Reeves,A. Reeves,,,,,Right Corner 3,24+ Right,23.7,Made,,,,,,,9.0,,,,,B. Brown,1628971.0,2.0,,,,
228,PT07M32.00S,2025-03-09T23:49:15.6Z,2,REGULAR,3pt,Jump Shot,[],1631246,69.33311432325887,19.362745098039216,1610612763,47,33,2025-03-09T23:49:20Z,2250000,False,-153.0,236.0,1,right,MISS V. Williams Jr. 28' 3PT,[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Above the Break 3,24+ Left Center,28.12,Missed,,,,,,,,,,,,,,,,,,
229,PT07M29.00S,2025-03-09T23:49:18.6Z,2,REGULAR,rebound,defensive,[],1631255,,,1610612740,47,33,2025-03-09T23:49:20Z,2260000,False,,,0,,K. Matković REBOUND (Off:1 Def:5),[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,Above the Break 3,24+ Left Center,,,228.0,6.0,5.0,1.0,,,,,,,,,,,,,,
230,PT07M21.00S,2025-03-09T23:49:27.3Z,2,REGULAR,3pt,Jump Shot,[],203482,28.597240473061763,24.754901960784316,1610612740,47,33,2025-03-09T23:49:32Z,2270000,False,126.0,216.0,1,left,MISS K. Olynyk 25' pullup 3PT,[203482],1610612740.0,NOP,pullup,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Right Center,25.04,Missed,,,,,,,,,,,,,,,,,,
231,PT07M17.00S,2025-03-09T23:49:31.3Z,2,REGULAR,rebound,defensive,[],1642377,,,1610612763,47,33,2025-03-09T23:49:32Z,2280000,False,,,0,,J. Wells REBOUND (Off:0 Def:2),[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Above the Break 3,24+ Right Center,,,230.0,2.0,2.0,0.0,,,,,,,,,,,,,,
232,PT07M13.00S,2025-03-09T23:49:35.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629630,68.15045992115637,66.66666666666666,1610612763,47,33,2025-03-09T23:49:42Z,2290000,False,83.0,247.0,1,right,MISS J. Morant 26' running 3PT,[1629630],1610612763.0,MEM,running,,,Morant,J. Morant,,,,,Above the Break 3,24+ Right Center,26.06,Missed,,,,,,,,,,,,,,,,,,
233,PT07M10.00S,2025-03-09T23:49:38.8Z,2,REGULAR,rebound,offensive,[],1629723,,,1610612763,47,33,2025-03-09T23:49:38Z,2300000,False,,,0,,J. Konchar REBOUND (Off:1 Def:0),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Above the Break 3,24+ Right Center,,,232.0,1.0,0.0,1.0,,,,,,,,,,,,,,
234,PT07M09.00S,2025-03-09T23:49:40.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629630,67.49342969776609,38.970588235294116,1610612763,47,33,2025-03-09T23:51:47Z,2310000,False,-55.0,253.0,1,right,MISS J. Morant 25' 3PT,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Above the Break 3,24+ Center,25.9,Missed,,,,,,,,,,,,,,,,,,
235,PT07M05.00S,2025-03-09T23:49:44.1Z,2,REGULAR,rebound,offensive,[],1629723,,,1610612763,47,33,2025-03-09T23:51:47Z,2320000,False,,,0,,J. Konchar REBOUND (Off:2 Def:0),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Above the Break 3,24+ Center,,,234.0,2.0,0.0,2.0,,,,,,,,,,,,,,
236,PT07M02.00S,2025-03-09T23:49:50.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629630,93.77463863337714,52.450980392156865,1610612763,47,35,2025-03-09T23:49:58Z,2330000,False,12.0,6.0,1,right,J. Morant driving Layup (10 PTS),[1629630],1610612763.0,MEM,driving,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,1.37,Made,,,,,,,10.0,,,,,,,,,,,
237,PT07M02.00S,2025-03-09T23:50:00.8Z,2,REGULAR,foul,personal,['1freethrow'],1631255,,,1610612763,47,35,2025-03-09T23:50:26Z,2340000,False,,,0,,K. Matković shooting personal FOUL (1 PF) (Morant 1 FT),"[1631255, 1629630]",1610612740.0,NOP,shooting,,,Matković,K. Matković,,,,,Restricted Area,0-8 Center,,,,,,,1628951.0,,,1.0,0.0,Morant,1629630.0,,,,,,,
239,PT07M02.00S,2025-03-09T23:50:07.9Z,2,REGULAR,substitution,out,[],203482,,,1610612763,47,35,2025-03-09T23:51:45Z,2360000,False,,,0,,SUB out: K. Olynyk,[203482],1610612740.0,NOP,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M02.00S,2025-03-09T23:50:07.9Z,2,REGULAR,substitution,out,[],1641744,,,1610612763,47,35,2025-03-09T23:51:45Z,2370000,False,,,0,,SUB out: Z. Edey,[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M02.00S,2025-03-09T23:50:07.9Z,2,REGULAR,substitution,out,[],1629723,,,1610612763,47,35,2025-03-09T23:51:45Z,2380000,False,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M02.00S,2025-03-09T23:50:07.9Z,2,REGULAR,substitution,out,[],1631246,,,1610612763,47,35,2025-03-09T23:51:45Z,2390000,False,,,0,,SUB out: V. Williams Jr.,[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT07M02.00S,2025-03-09T23:50:07.9Z,2,REGULAR,substitution,in,[],1642274,,,1610612763,47,35,2025-03-09T23:51:45Z,2400000,False,,,0,,SUB in: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT07M02.00S,2025-03-09T23:50:07.9Z,2,REGULAR,substitution,in,[],1630217,,,1610612763,47,35,2025-03-09T23:51:45Z,2410000,False,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT07M02.00S,2025-03-09T23:50:07.9Z,2,REGULAR,substitution,in,[],1630590,,,1610612763,47,35,2025-03-09T23:51:45Z,2420000,False,,,0,,SUB in: S. Pippen Jr.,[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT07M02.00S,2025-03-09T23:50:07.9Z,2,REGULAR,substitution,in,[],1629634,,,1610612763,47,35,2025-03-09T23:51:45Z,2430000,False,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT07M02.00S,2025-03-09T23:50:07.9Z,2,REGULAR,substitution,out,[],1628971,,,1610612763,47,35,2025-03-09T23:51:45Z,2435000,False,,,0,,SUB out: B. Brown,[1628971],1610612740.0,NOP,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT07M02.00S,2025-03-09T23:50:07.9Z,2,REGULAR,substitution,in,[],1630631,,,1610612763,47,35,2025-03-09T23:51:45Z,2437500,False,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT07M02.00S,2025-03-09T23:50:30.2Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1629630,,,1610612763,47,36,2025-03-09T23:50:30Z,2440000,False,,,0,,J. Morant Free Throw 1 of 1 (11 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,Made,,,,,,,11.0,,,,,,,,,,,
250,PT06M46.00S,2025-03-09T23:50:57.9Z,2,REGULAR,foul,personal,['2freethrow'],1629634,,,1610612740,47,36,2025-03-09T23:51:04Z,2470000,False,,,0,,B. Clarke shooting personal FOUL (3 PF) (Missi 2 FT),"[1629634, 1642274]",1610612763.0,MEM,shooting,,,Clarke,B. Clarke,,,,,Restricted Area,0-8 Center,,,,,,,1628954.0,,,3.0,0.0,Missi,1642274.0,,,,,,,
254,PT06M46.00S,2025-03-09T23:51:22.7Z,2,REGULAR,freethrow,1 of 2,[],1642274,,,1610612740,48,36,2025-03-09T23:51:22Z,2490000,False,,,0,,Y. Missi Free Throw 1 of 2 (6 PTS),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,Made,,,,,,,6.0,,,,,,,,,,,
