actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2025-04-13T19:41:06.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-04-13T19:41:06Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT12M00.00S,2025-04-13T19:41:08.2Z,1,REGULAR,jumpball,recovered,[],1641794,,,1610612760,0,0,2025-04-13T19:41:08Z,40000,False,,,0,,Jump Ball J. Williams vs. J. Robinson-Earl: Tip to D. Jones,"[1641794, 1631119, 1630526]",1610612760.0,OKC,startperiod,D. Jones,1641794.0,Jones,D. Jones,Williams,1631119.0,Robinson-Earl,1630526.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M47.00S,2025-04-13T19:41:15.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630598,13.485545335085414,49.50980392156863,1610612760,0,0,2025-04-13T19:41:21Z,70000,False,2.0,74.0,1,left,MISS A. Wiggins 7' floating Shot,[1630598],1610612760.0,OKC,floating,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,7.43,Missed,,,,,,,,,,,,,,,,,,
8,PT11M44.00S,2025-04-13T19:41:18.2Z,1,REGULAR,rebound,offensive,[],1630198,,,1610612760,0,0,2025-04-13T19:41:18Z,80000,False,,,0,,I. Joe REBOUND (Off:1 Def:0),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,In The Paint (Non-RA),0-8 Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M37.00S,2025-04-13T19:41:25.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1631119,12.828515111695138,49.01960784313725,1610612760,0,0,2025-04-13T19:41:58Z,90000,False,5.0,68.0,1,left,MISS J. Williams 6' floating Shot,[1631119],1610612760.0,OKC,floating,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,6.83,Missed,,,,,,,,,,,,,,,,,,
10,PT11M34.00S,2025-04-13T19:41:27.9Z,1,REGULAR,rebound,defensive,[],1630526,,,1610612740,0,0,2025-04-13T19:41:27Z,100000,False,,,0,,J. Robinson-Earl REBOUND (Off:0 Def:1),[1630526],1610612740.0,NOP,,,,Robinson-Earl,J. Robinson-Earl,,,,,In The Paint (Non-RA),0-8 Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M24.00S,2025-04-13T19:41:38.8Z,1,REGULAR,turnover,bad pass,[],1630526,,,1610612740,0,0,2025-04-13T19:42:30Z,110000,False,,,0,,J. Robinson-Earl bad pass TURNOVER (1 TO),"[1630526, 1629026]",1610612740.0,NOP,,,,Robinson-Earl,J. Robinson-Earl,,,,,Mid-Range,16-24 Left Center,,,,,,,1.0,Williams,1629026.0,,,,,,,,,,,
12,PT11M24.00S,2025-04-13T19:41:38.8Z,1,REGULAR,steal,,[],1629026,,,1610612760,0,0,2025-04-13T19:41:40Z,120000,False,,,0,,K. Williams STEAL (1 STL),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
13,PT11M19.00S,2025-04-13T19:41:43.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630598,5.601182654402102,55.14705882352941,1610612760,0,2,2025-04-13T19:42:49Z,130000,False,-26.0,0.0,1,left,A. Wiggins running Layup (2 PTS) (K. Williams 1 AST),"[1630598, 1629026]",1610612760.0,OKC,running,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,2.57,Made,,,,,,,,2.0,K. Williams,1629026.0,1.0,,,,,,,
15,PT11M01.00S,2025-04-13T19:42:01.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630526,83.26215505913272,58.57843137254902,1610612740,0,2,2025-04-13T19:42:08Z,150000,False,43.0,105.0,1,right,MISS J. Robinson-Earl 11' Jump Shot,[1630526],1610612740.0,NOP,,,,Robinson-Earl,J. Robinson-Earl,,,,,In The Paint (Non-RA),8-16 Center,11.32,Missed,,,,,,,,,,,,,,,,,,
16,PT10M58.00S,2025-04-13T19:42:04.6Z,1,REGULAR,rebound,defensive,[],1631119,,,1610612760,0,2,2025-04-13T19:42:08Z,160000,False,,,0,,J. Williams REBOUND (Off:0 Def:1),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,
17,PT10M49.00S,2025-04-13T19:42:13.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641794,11.514454664914586,49.50980392156863,1610612760,0,2,2025-04-13T19:42:17Z,170000,False,2.0,56.0,1,left,MISS D. Jones turnaround Shot - blocked,"[1641794, 203901]",1610612760.0,OKC,turnaround,,,Jones,D. Jones,,,,,In The Paint (Non-RA),0-8 Center,5.58,Missed,,,,,,,,,,,,Payton,203901.0,,,,,
41,PT10M49.00S,2025-04-13T19:42:13.7Z,1,REGULAR,block,,[],203901,,,1610612760,0,2,2025-04-13T19:47:30Z,175000,False,,,0,,E. Payton BLOCK (1 BLK),[203901],1610612740.0,NOP,,,,Payton,E. Payton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
18,PT10M48.00S,2025-04-13T19:42:14.7Z,1,REGULAR,rebound,defensive,[],1630526,,,1610612740,0,2,2025-04-13T19:43:26Z,180000,False,,,0,,J. Robinson-Earl REBOUND (Off:0 Def:2),[1630526],1610612740.0,NOP,,,,Robinson-Earl,J. Robinson-Earl,,,,,In The Paint (Non-RA),0-8 Center,,,17.0,2.0,2.0,0.0,,,,,,,,,,,,,,
19,PT10M44.00S,2025-04-13T19:42:18.7Z,1,REGULAR,turnover,lost ball,[],1630631,,,1610612740,0,2,2025-04-13T19:44:14Z,190000,False,,,0,,J. Alvarado lost ball TURNOVER (1 TO),"[1630631, 1630198]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Center,,,,,,,1.0,Joe,1630198.0,,,,,,,,,,,
20,PT10M44.00S,2025-04-13T19:42:18.7Z,1,REGULAR,steal,,[],1630198,,,1610612760,0,2,2025-04-13T19:42:20Z,200000,False,,,0,,I. Joe STEAL (1 STL),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
