actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-02-13T01:10:26.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-02-13T01:10:26Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-02-13T01:10:29.0Z,1,REGULAR,jumpball,recovered,[],203897,,,1610612758,0,0,2025-02-13T01:10:29Z,40000,False,,,0,,Jump Ball D. Sabonis vs. Y. Missi: Tip to Z. LaVine,"[203897, 1627734, 1642274]",1610612758.0,SAC,startperiod,Z. LaVine,203897.0,LaVine,Z. LaVine,Sabonis,1627734.0,Missi,1642274.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M49.00S,2025-02-13T01:10:37.1Z,1,REGULAR,turnover,bad pass,[],203897,,,1610612758,0,0,2025-02-13T01:10:42Z,70000,False,,,0,,Z. LaVine bad pass TURNOVER (1 TO),"[203897, 1629627]",1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Left Center,1.0,Williamson,1629627.0,,,,,,,,,,,,,,,,,
8,PT11M49.00S,2025-02-13T01:10:37.1Z,1,REGULAR,steal,,[],1629627,,,1610612740,0,0,2025-02-13T01:19:05Z,80000,False,,,0,,Z. Williamson STEAL (1 STL),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
9,PT11M45.00S,2025-02-13T01:10:41.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630631,74.72076215505913,86.27450980392157,1610612740,3,0,2025-02-13T01:10:52Z,90000,False,181.0,185.0,1,right,J. Alvarado 25' 3PT running pullup (3 PTS) (Z. Williamson 1 AST),"[1630631, 1629627]",1610612740.0,NOP,running pullup,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Right Center,,,,25.92,Made,3.0,Z. Williamson,1629627.0,1.0,,,,,,,,,,,
11,PT11M22.00S,2025-02-13T01:11:03.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628370,15.588042049934298,34.80392156862745,1610612758,3,2,2025-02-13T01:11:11Z,110000,False,76.0,94.0,1,left,M. Monk 12' driving floating Jump Shot (2 PTS),[1628370],1610612758.0,SAC,driving floating,,,Monk,M. Monk,,,,,In The Paint (Non-RA),8-16 Right,,,,12.09,Made,2.0,,,,,,,,,,,,,,
12,PT11M08.00S,2025-02-13T01:11:17.9Z,1,REGULAR,3pt,Jump Shot,[],203468,69.99014454664915,75.49019607843137,1610612740,3,2,2025-02-13T01:11:24Z,120000,False,127.0,230.0,1,right,MISS C. McCollum 26' 3PT,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,,,,26.26,Missed,,,,,,,,,,,,,,,
13,PT11M05.00S,2025-02-13T01:11:20.9Z,1,REGULAR,rebound,defensive,[],1628370,,,1610612758,3,2,2025-02-13T01:11:24Z,130000,False,,,0,,M. Monk REBOUND (Off:0 Def:1),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,12.0,1.0,1.0,0.0,,,,,,,
14,PT11M03.00S,2025-02-13T01:11:25.2Z,1,REGULAR,foul,personal,['2freethrow'],203468,,,1610612758,3,2,2025-02-13T01:11:36Z,140000,False,,,0,,C. McCollum shooting personal FOUL (1 PF) (Murray 2 FT),"[203468, 1631099]",1610612740.0,NOP,shooting,,,McCollum,C. McCollum,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,1628172.0,1.0,0.0,Murray,1631099.0,,
16,PT11M03.00S,2025-02-13T01:11:52.7Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1631099,,,1610612758,3,3,2025-02-13T01:11:52Z,160000,False,,,0,,K. Murray Free Throw 1 of 2 (1 PTS),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
