actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
16,PT10M57.00S,2025-02-24T00:11:57.8Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203482,5.590000152587891,50.0,1610612740,4,2,2025-02-24T00:12:44Z,160000,False,0.0,0.0,1,left,K. Olynyk tip Layup (4 PTS),[203482],1610612740.0,NOP,tip,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,0.0,Made,4.0,,,,,,,,,,,,,,,,,
17,PT10M44.00S,2025-02-24T00:12:02.5Z,1,REGULAR,3pt,Jump Shot,[],1630170,75.64060446780552,88.23529411764706,1610612759,4,2,2025-02-24T00:12:08Z,170000,False,191.0,176.0,1,right,MISS D. Vassell 26' 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Right Center,26.02,Missed,,,,,,,,,,,,,,,,,,
18,PT10M41.00S,2025-02-24T00:12:05.5Z,1,REGULAR,rebound,defensive,[],1629627,,,1610612740,4,2,2025-02-24T00:12:08Z,180000,False,,,0,,Z. Williamson REBOUND (Off:0 Def:2),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Above the Break 3,24+ Right Center,,,,,,,17.0,2.0,2.0,0.0,,,,,,,,,,
19,PT10M33.00S,2025-02-24T00:12:16.6Z,1,REGULAR,turnover,out-of-bounds,[],203468,,,1610612740,4,2,2025-02-24T00:12:22Z,190000,False,,,0,,C. McCollum lost ball out-of-bounds TURNOVER (1 TO),[203468],1610612740.0,NOP,lost ball,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,200834.0,1.0,,,,,,,,
20,PT10M20.00S,2025-02-24T00:12:31.7Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630170,93.51182654402102,16.42156862745098,1610612759,4,2,2025-02-24T00:12:37Z,200000,False,-168.0,8.0,1,right,MISS D. Vassell 16' pullup Shot,[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,Mid-Range,16-24 Left,16.81,Missed,,,,,,,,,,,,,,,,,,
21,PT10M17.00S,2025-02-24T00:12:34.7Z,1,REGULAR,rebound,defensive,[],1629627,,,1610612740,4,2,2025-02-24T00:12:37Z,210000,False,,,0,,Z. Williamson REBOUND (Off:0 Def:3),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Mid-Range,16-24 Left,,,,,,,20.0,3.0,3.0,0.0,,,,,,,,,,
22,PT10M10.00S,2025-02-24T00:12:41.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,5.732588699080158,54.41176470588235,1610612740,4,2,2025-02-24T00:13:31Z,220000,False,-22.0,1.0,1,left,MISS Z. Williamson driving finger roll Layup,[1629627],1610612740.0,NOP,driving finger roll,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,2.21,Missed,,,,,,,,,,,,,,,,,,
23,PT10M07.00S,2025-02-24T00:12:44.8Z,1,REGULAR,rebound,defensive,[],101108,,,1610612759,4,2,2025-02-24T00:13:31Z,230000,False,,,0,,C. Paul REBOUND (Off:0 Def:1),[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,Restricted Area,0-8 Center,,,,,,,22.0,1.0,1.0,0.0,,,,,,,,,,
24,PT10M03.00S,2025-02-24T00:12:48.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628368,81.15965834428384,4.411764705882353,1610612759,4,5,2025-02-24T00:12:55Z,240000,False,-228.0,125.0,1,right,D. Fox 25' 3PT running (3 PTS) (C. Paul 1 AST),"[1628368, 101108]",1610612759.0,SAS,running,,,Fox,D. Fox,,,,,Above the Break 3,24+ Left Center,25.97,Made,3.0,C. Paul,101108.0,1.0,,,,,,,,,,,,,,
26,PT09M40.00S,2025-02-24T00:13:12.1Z,1,REGULAR,3pt,Jump Shot,[],203468,25.18068331143233,14.215686274509803,1610612740,4,5,2025-02-24T00:14:01Z,260000,False,179.0,184.0,1,left,MISS C. McCollum 25' pullup 3PT,[203468],1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,25.68,Missed,,,,,,,,,,,,,,,,,,
27,PT09M35.00S,2025-02-24T00:13:17.1Z,1,REGULAR,rebound,offensive,[],203482,,,1610612740,4,5,2025-02-24T00:13:18Z,270000,False,,,0,,K. Olynyk REBOUND (Off:3 Def:0),[203482],1610612740.0,NOP,,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Right Center,,,,,,,26.0,3.0,0.0,3.0,,,,,,,,,,
28,PT09M31.00S,2025-02-24T00:13:21.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629627,5.995400788436268,49.754901960784316,1610612740,6,5,2025-02-24T00:14:22Z,280000,False,1.0,4.0,1,left,Z. Williamson DUNK (2 PTS) (C. McCollum 1 AST),"[1629627, 203468]",1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,0.41,Made,2.0,C. McCollum,203468.0,1.0,,,,,,,,,,,,,,
30,PT09M21.00S,2025-02-24T00:13:31.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203084,94.03745072273325,53.92156862745098,1610612759,6,5,2025-02-24T00:13:36Z,300000,False,20.0,4.0,1,right,MISS H. Barnes driving Layup,[203084],1610612759.0,SAS,driving,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,1.99,Missed,,,,,,,,,,,,,,,,,,
31,PT09M19.00S,2025-02-24T00:13:33.1Z,1,REGULAR,rebound,defensive,[],1642274,,,1610612740,6,5,2025-02-24T00:13:36Z,310000,False,,,0,,Y. Missi REBOUND (Off:0 Def:1),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,,,,,,30.0,1.0,1.0,0.0,,,,,,,,,,
32,PT09M13.00S,2025-02-24T00:13:38.8Z,1,REGULAR,turnover,bad pass,[],203468,,,1610612740,6,5,2025-02-24T00:13:44Z,320000,False,,,0,,C. McCollum bad pass TURNOVER (2 TO),"[203468, 1628368]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,2.0,Fox,1628368.0,,,,,,
33,PT09M13.00S,2025-02-24T00:13:38.8Z,1,REGULAR,steal,,[],1628368,,,1610612759,6,5,2025-02-24T00:13:41Z,330000,False,,,0,,D. Fox STEAL (1 STL),[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
34,PT09M03.00S,2025-02-24T00:13:48.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628368,80.1084099868594,44.36274509803921,1610612759,6,5,2025-02-24T00:13:55Z,340000,False,-28.0,134.0,1,right,MISS D. Fox 13' pullup Shot,[1628368],1610612759.0,SAS,pullup,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Center,13.74,Missed,,,,,,,,,,,,,,,,,,
35,PT09M01.00S,2025-02-24T00:13:50.2Z,1,REGULAR,rebound,defensive,[],1629627,,,1610612740,6,5,2025-02-24T00:13:55Z,350000,False,,,0,,Z. Williamson REBOUND (Off:0 Def:4),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,34.0,4.0,4.0,0.0,,,,,,,,,,
36,PT08M56.00S,2025-02-24T00:13:57.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,6.258212877792378,46.568627450980394,1610612740,8,5,2025-02-24T00:14:25Z,360000,False,17.0,6.0,1,left,Z. Williamson driving Layup (4 PTS),[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,1.83,Made,4.0,,,,,,,,,,,,,,,,,
37,PT08M55.00S,2025-02-24T00:14:05.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,8,5,2025-02-24T00:14:05Z,370000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,PT08M37.00S,2025-02-24T00:17:10.1Z,1,REGULAR,3pt,Jump Shot,[],203084,69.59592641261499,26.96078431372549,1610612759,8,5,2025-02-24T00:17:15Z,380000,False,-115.0,233.0,1,right,MISS H. Barnes 26' 3PT,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Left Center,26.02,Missed,,,,,,,,,,,,,,,,,,
39,PT08M33.00S,2025-02-24T00:17:14.1Z,1,REGULAR,rebound,defensive,[],1629627,,,1610612740,8,5,2025-02-24T00:17:15Z,390000,False,,,0,,Z. Williamson REBOUND (Off:0 Def:5),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Above the Break 3,24+ Left Center,,,,,,,38.0,5.0,5.0,0.0,,,,,,,,,,
41,PT08M19.00S,2025-02-24T00:17:44.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,3.7614980289093296,53.18627450980392,1610612740,8,5,2025-02-24T00:18:13Z,410000,False,-16.0,-17.0,1,left,MISS Z. Williamson driving finger roll Layup,[1629627],1610612740.0,NOP,driving finger roll,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,2.33,Missed,,,,,,,,,,,,,,,,,,
42,PT08M17.00S,2025-02-24T00:17:46.3Z,1,REGULAR,rebound,defensive,[],202687,,,1610612759,8,5,2025-02-24T00:17:52Z,420000,False,,,0,,B. Biyombo REBOUND (Off:0 Def:1),[202687],1610612759.0,SAS,,,,Biyombo,B. Biyombo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,41.0,1.0,1.0,0.0,,,,,,,,,,
43,PT08M10.00S,2025-02-24T00:17:53.4Z,1,REGULAR,3pt,Jump Shot,[],1628368,68.15045992115637,63.725490196078425,1610612759,8,5,2025-02-24T00:17:59Z,430000,False,69.0,247.0,1,right,MISS D. Fox 25' 3PT,[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Center,25.63,Missed,,,,,,,,,,,,,,,,,,
44,PT08M05.00S,2025-02-24T00:17:58.4Z,1,REGULAR,rebound,defensive,[],1630530,,,1610612740,8,5,2025-02-24T00:17:59Z,440000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:1),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Center,,,,,,,43.0,1.0,1.0,0.0,,,,,,,,,,
45,PT07M55.00S,2025-02-24T00:18:07.3Z,1,REGULAR,3pt,Jump Shot,[],203482,18.478975032851512,5.147058823529411,1610612740,11,5,2025-02-24T00:18:12Z,450000,False,224.0,121.0,1,left,K. Olynyk 25' 3PT  (7 PTS) (C. McCollum 2 AST),"[203482, 203468]",1610612740.0,NOP,,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Right Center,25.5,Made,7.0,C. McCollum,203468.0,2.0,,,,,,,,,,,,,,
47,PT07M41.00S,2025-02-24T00:18:24.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202687,93.77463863337714,52.450980392156865,1610612759,11,5,2025-02-24T00:19:35Z,470000,False,12.0,6.0,1,right,MISS B. Biyombo Layup - blocked,"[202687, 1629627]",1610612759.0,SAS,,,,Biyombo,B. Biyombo,,,,,Restricted Area,0-8 Center,1.37,Missed,,,,,,,,,,,,,Williamson,1629627.0,,,,
48,PT07M41.00S,2025-02-24T00:18:24.2Z,1,REGULAR,block,,[],1629627,,,1610612759,11,5,2025-02-24T00:18:26Z,480000,False,,,0,,Z. Williamson BLOCK (1 BLK),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
49,PT07M39.00S,2025-02-24T00:18:26.2Z,1,REGULAR,rebound,defensive,[],1629627,,,1610612740,11,5,2025-02-24T00:19:35Z,490000,False,,,0,,Z. Williamson REBOUND (Off:0 Def:6),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,,,,47.0,6.0,6.0,0.0,,,,,,,,,,
50,PT07M25.00S,2025-02-24T00:18:38.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630530,4.944152431011826,49.01960784313725,1610612740,13,5,2025-02-24T00:18:42Z,500000,False,5.0,-6.0,1,left,T. Murphy III cutting DUNK (2 PTS) (Z. Williamson 1 AST),"[1630530, 1629627]",1610612740.0,NOP,cutting,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,0.77,Made,2.0,Z. Williamson,1629627.0,1.0,,,,,,,,,,,,,,
52,PT07M04.00S,2025-02-24T00:18:59.0Z,1,REGULAR,3pt,Jump Shot,[],1630170,77.7431011826544,90.93137254901961,1610612759,13,8,2025-02-24T00:20:31Z,520000,False,205.0,157.0,1,right,D. Vassell 25' 3PT step back (3 PTS) (C. Paul 2 AST),"[1630170, 101108]",1610612759.0,SAS,step back,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Right Center,25.78,Made,3.0,C. Paul,101108.0,2.0,,,,,,,,,,,,,,
54,PT06M43.00S,2025-02-24T00:19:19.3Z,1,REGULAR,3pt,Jump Shot,[],1630530,13.61695137976347,94.6078431372549,1610612740,13,8,2025-02-24T00:19:24Z,540000,False,-223.0,75.0,1,left,MISS T. Murphy III 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Left Corner 3,24+ Left,23.54,Missed,,,,,,,,,,,,,,,,,,
55,PT06M39.00S,2025-02-24T00:19:23.3Z,1,REGULAR,rebound,defensive,[],1628368,,,1610612759,13,8,2025-02-24T00:19:24Z,550000,False,,,0,,D. Fox REBOUND (Off:0 Def:1),[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,Left Corner 3,24+ Left,,,,,,,54.0,1.0,1.0,0.0,,,,,,,,,,
56,PT06M32.00S,2025-02-24T00:19:35.9Z,1,REGULAR,foul,personal,['2freethrow'],203482,,,1610612759,13,8,2025-02-24T00:19:41Z,560000,False,,,0,,K. Olynyk shooting personal FOUL (1 PF) (Biyombo 2 FT),"[203482, 202687]",1610612740.0,NOP,shooting,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,,,,,,,,,,,200834.0,,,,,,1.0,0.0,Biyombo,202687.0
58,PT06M32.00S,2025-02-24T00:20:03.4Z,1,REGULAR,freethrow,1 of 2,[],202687,,,1610612759,13,8,2025-02-24T00:20:36Z,580000,False,,,0,,MISS B. Biyombo Free Throw 1 of 2,[202687],1610612759.0,SAS,,,,Biyombo,B. Biyombo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
59,PT06M32.00S,2025-02-24T00:20:03.4Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612759,13,8,2025-02-24T00:20:36Z,590000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,58.0,,,,,,,,,,,,,
60,PT06M32.00S,2025-02-24T00:20:04.5Z,1,REGULAR,substitution,out,[],1629627,,,1610612759,13,8,2025-02-24T00:20:31Z,600000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M32.00S,2025-02-24T00:20:04.5Z,1,REGULAR,substitution,out,[],203482,,,1610612759,13,8,2025-02-24T00:20:31Z,610000,False,,,0,,SUB out: K. Olynyk,[203482],1610612740.0,NOP,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M32.00S,2025-02-24T00:20:04.5Z,1,REGULAR,substitution,out,[],203084,,,1610612759,13,8,2025-02-24T00:20:31Z,620000,False,,,0,,SUB out: H. Barnes,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M32.00S,2025-02-24T00:20:04.5Z,1,REGULAR,substitution,out,[],101108,,,1610612759,13,8,2025-02-24T00:20:31Z,630000,False,,,0,,SUB out: C. Paul,[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M32.00S,2025-02-24T00:20:04.5Z,1,REGULAR,substitution,in,[],1641722,,,1610612759,13,8,2025-02-24T00:20:31Z,640000,False,,,0,,SUB in: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M32.00S,2025-02-24T00:20:04.5Z,1,REGULAR,substitution,in,[],1628971,,,1610612759,13,8,2025-02-24T00:20:31Z,650000,False,,,0,,SUB in: B. Brown,[1628971],1610612740.0,NOP,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M32.00S,2025-02-24T00:20:04.5Z,1,REGULAR,substitution,in,[],1631110,,,1610612759,13,8,2025-02-24T00:20:31Z,660000,False,,,0,,SUB in: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M32.00S,2025-02-24T00:20:04.5Z,1,REGULAR,substitution,in,[],1642264,,,1610612759,13,8,2025-02-24T00:20:31Z,670000,False,,,0,,SUB in: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M32.00S,2025-02-24T00:20:03.4Z,1,REGULAR,freethrow,2 of 2,[],202687,,,1610612759,13,8,2025-02-24T00:20:36Z,680000,False,,,0,,MISS B. Biyombo Free Throw 2 of 2,[202687],1610612759.0,SAS,,,,Biyombo,B. Biyombo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
69,PT06M31.00S,2025-02-24T00:20:04.4Z,1,REGULAR,rebound,defensive,[],1630530,,,1610612740,13,8,2025-02-24T00:21:19Z,690000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:2),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,68.0,2.0,2.0,0.0,,,,,,,,,,
70,PT06M14.00S,2025-02-24T00:20:47.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642274,6.389618922470433,50.98039215686274,1610612740,13,8,2025-02-24T00:30:19Z,700000,False,-5.0,8.0,1,left,MISS Y. Missi cutting DUNK - blocked,"[1642274, 202687]",1610612740.0,NOP,cutting,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,0.9,Missed,,,,,,,,,,,,,Biyombo,202687.0,,,,
71,PT06M14.00S,2025-02-24T00:20:47.5Z,1,REGULAR,block,,[],202687,,,1610612740,13,8,2025-02-24T00:20:50Z,710000,False,,,0,,B. Biyombo BLOCK (1 BLK),[202687],1610612759.0,SAS,,,,Biyombo,B. Biyombo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
72,PT06M12.00S,2025-02-24T00:20:49.5Z,1,REGULAR,rebound,defensive,[],1630170,,,1610612759,13,8,2025-02-24T00:22:17Z,720000,False,,,0,,D. Vassell REBOUND (Off:0 Def:1),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,,,,,,,70.0,1.0,1.0,0.0,,,,,,,,,,
73,PT06M03.00S,2025-02-24T00:20:58.2Z,1,REGULAR,2pt,Jump Shot,[],1642264,76.16622864651774,81.86274509803921,1610612759,13,8,2025-02-24T00:22:37Z,730000,False,159.0,172.0,1,right,MISS S. Castle 23' pullup Shot,[1642264],1610612759.0,SAS,pullup,,,Castle,S. Castle,,,,,Mid-Range,16-24 Right Center,23.41,Missed,,,,,,,,,,,,,,,,,,
74,PT05M59.00S,2025-02-24T00:21:02.2Z,1,REGULAR,rebound,defensive,[],1630530,,,1610612740,13,8,2025-02-24T00:21:04Z,740000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:3),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Mid-Range,16-24 Right Center,,,,,,,73.0,3.0,3.0,0.0,,,,,,,,,,
75,PT05M52.00S,2025-02-24T00:21:09.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630530,10.5946123521682,49.754901960784316,1610612740,13,8,2025-02-24T00:21:26Z,750000,False,1.0,47.0,1,left,MISS T. Murphy III driving floating Shot,[1630530],1610612740.0,NOP,driving floating,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),0-8 Center,4.71,Missed,,,,,,,,,,,,,,,,,,
76,PT05M52.00S,2025-02-24T00:21:09.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612759,13,8,2025-02-24T00:21:38Z,760000,False,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,75.0,,,,,,,,,,,,,
78,PT05M51.00S,2025-02-24T00:21:18.8Z,1,REGULAR,substitution,out,[],202687,,,1610612759,13,8,2025-02-24T00:21:25Z,780000,False,,,0,,SUB out: B. Biyombo,[202687],1610612759.0,SAS,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M51.00S,2025-02-24T00:21:18.8Z,1,REGULAR,substitution,in,[],1629646,,,1610612759,13,8,2025-02-24T00:21:25Z,790000,False,,,0,,SUB in: C. Bassey,[1629646],1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M39.00S,2025-02-24T00:21:37.0Z,1,REGULAR,turnover,out-of-bounds,[],1628368,,,1610612759,13,8,2025-02-24T00:21:43Z,800000,False,,,0,,D. Fox bad pass out-of-bounds TURNOVER (1 TO),[1628368],1610612759.0,SAS,bad pass,,,Fox,D. Fox,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,1628481.0,1.0,,,,,,,,
81,PT05M32.00S,2025-02-24T00:21:57.2Z,1,REGULAR,foul,personal,['2freethrow'],1642264,,,1610612740,13,8,2025-02-24T00:22:03Z,810000,False,,,0,,S. Castle shooting personal FOUL (1 PF) (McCollum 2 FT),"[1642264, 203468]",1610612759.0,SAS,shooting,,,Castle,S. Castle,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,200834.0,,,,,,1.0,0.0,McCollum,203468.0
