actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal
2,PT12M00.00S,2024-02-11T03:14:05.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-02-11T03:14:05Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2024-02-11T03:14:08.0Z,1,REGULAR,jumpball,recovered,[],1627742,,,1610612740,0,0,2024-02-11T03:14:08Z,40000,False,,,0,,Jump Ball J. Valanciunas vs. D. Ayton: Tip to B. Ingram,"[1627742, 202685, 1629028]",1610612740.0,NOP,startperiod,B. Ingram,1627742.0,Ingram,B. Ingram,Valanciunas,202685.0,Ayton,1629028.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M53.00S,2024-02-11T03:14:12.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,94.03745072273325,47.05882352941176,1610612740,0,2,2024-02-11T03:14:17Z,70000,False,-15.0,4.0,1,right,H. Jones cutting Layup (2 PTS) (B. Ingram 1 AST),"[1630529, 1627742]",1610612740.0,NOP,cutting,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,1.51,Made,2.0,B. Ingram,1627742.0,1.0,,,,,,,,,,,,,,
9,PT11M27.00S,2024-02-11T03:14:37.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629680,6.652431011826544,48.03921568627451,1610612757,2,2,2024-02-11T03:14:40Z,90000,False,10.0,10.0,1,left,M. Thybulle driving Layup (2 PTS) (J. Grant 1 AST),"[1629680, 203924]",1610612757.0,POR,driving,,,Thybulle,M. Thybulle,,,,,Restricted Area,0-8 Center,1.4,Made,2.0,J. Grant,203924.0,1.0,,,,,,,,,,,,,,
11,PT11M13.00S,2024-02-11T03:14:56.2Z,1,REGULAR,foul,offensive,[],202685,,,1610612740,2,2,2024-02-11T03:16:01Z,110000,False,,,0,,J. Valanciunas offensive FOUL (1 PF),"[202685, 1629680]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,16-24 Center,,,,,,,1628172.0,1.0,0.0,Thybulle,1629680.0,,,,,,,,,
13,PT11M13.00S,2024-02-11T03:14:56.2Z,1,REGULAR,turnover,offensive foul,[],202685,,,1610612740,2,2,2024-02-11T03:14:56Z,130000,False,,,0,,J. Valanciunas offensive foul TURNOVER (1 TO),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,16-24 Center,,,,,,,1628172.0,,,,,1.0,,,,,,,,
14,PT10M58.00S,2024-02-11T03:15:19.3Z,1,REGULAR,turnover,bad pass,[],203924,,,1610612757,2,2,2024-02-11T03:15:24Z,140000,False,,,0,,J. Grant bad pass TURNOVER (1 TO),"[203924, 1630529]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,1.0,Jones,1630529.0,,,,,,
15,PT10M58.00S,2024-02-11T03:15:19.3Z,1,REGULAR,steal,,[],1630529,,,1610612740,2,2,2024-02-11T03:15:21Z,150000,False,,,0,,H. Jones STEAL (1 STL),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
17,PT10M55.00S,2024-02-11T03:15:32.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627742,94.69448094612353,54.166666666666664,1610612740,2,2,2024-02-11T03:17:23Z,170000,False,21.0,-3.0,1,right,MISS B. Ingram running Layup - blocked,"[1627742, 1630204]",1610612740.0,NOP,running,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,2.1,Missed,,,,,,,,,,,,,Hagans,1630204.0,,,,
18,PT10M55.00S,2024-02-11T03:15:32.2Z,1,REGULAR,block,,[],1630204,,,1610612740,2,2,2024-02-11T03:15:34Z,180000,False,,,0,,A. Hagans BLOCK (1 BLK),[1630204],1610612757.0,POR,,,,Hagans,A. Hagans,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
