actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
89,PT05M00.00S,2023-11-16T03:26:07.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631133,93.51182654402102,51.225490196078425,1610612757,11,19,2023-11-16T03:26:37Z,860000,False,6.0,8.0,1,right,J. Walker cutting Layup (2 PTS) (S. Sharpe 1 AST),"[1631133, 1631101]",1610612757.0,POR,cutting,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,1.05,Made,,2.0,S. Sharpe,1631101.0,1.0,,,,,,,,,,,,,
91,PT04M41.00S,2023-11-16T03:26:25.1Z,1,REGULAR,3pt,Jump Shot,[],1627777,5.206964520367937,94.6078431372549,1610612739,11,22,2023-11-16T03:26:30Z,880000,False,-223.0,-4.0,1,left,G. Niang 3PT  (3 PTS) (C. LeVert 1 AST),"[1627777, 1627747]",1610612739.0,CLE,,,,Niang,G. Niang,,,,,Left Corner 3,24+ Left,22.3,Made,,3.0,C. LeVert,1627747.0,1.0,,,,,,,,,,,,,
93,PT04M17.00S,2023-11-16T03:26:49.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631133,91.14651773981603,52.450980392156865,1610612757,11,22,2023-11-16T03:26:55Z,900000,False,12.0,31.0,1,right,MISS J. Walker driving floating Shot - blocked,"[1631133, 1627777]",1610612757.0,POR,driving floating,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,3.31,Missed,,,,,,,,,,,,,,Niang,1627777.0,,,
94,PT04M17.00S,2023-11-16T03:26:49.2Z,1,REGULAR,block,,[],1627777,,,1610612757,11,22,2023-11-16T03:26:51Z,910000,False,,,0,,G. Niang BLOCK (1 BLK),[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
95,PT04M15.00S,2023-11-16T03:26:51.2Z,1,REGULAR,rebound,defensive,[],1627747,,,1610612739,11,22,2023-11-16T03:26:55Z,920000,False,,,0,,C. LeVert REBOUND (Off:0 Def:1),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,,,93.0,,,,,1.0,1.0,0.0,,,,,,,,,,
96,PT04M13.00S,2023-11-16T03:26:53.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630596,7.835085413929041,49.50980392156863,1610612739,11,24,2023-11-16T03:27:01Z,930000,False,2.0,21.0,1,left,E. Mobley running DUNK (9 PTS) (C. LeVert 2 AST),"[1630596, 1627747]",1610612739.0,CLE,running,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,2.12,Made,,9.0,C. LeVert,1627747.0,2.0,,,,,,,,,,,,,
98,PT04M00.00S,2023-11-16T03:27:05.9Z,1,REGULAR,3pt,Jump Shot,[],1631101,69.72733245729303,22.54901960784314,1610612757,11,24,2023-11-16T03:28:18Z,950000,False,-137.0,232.0,1,right,MISS S. Sharpe 26' pullup 3PT - blocked,"[1631101, 1627747]",1610612757.0,POR,pullup,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Left Center,26.97,Missed,,,,,,,,,,,,,,LeVert,1627747.0,,,
99,PT04M00.00S,2023-11-16T03:27:05.9Z,1,REGULAR,block,,[],1627747,,,1610612757,11,24,2023-11-16T03:27:33Z,960000,False,,,0,,C. LeVert BLOCK (1 BLK),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
100,PT03M57.00S,2023-11-16T03:27:08.9Z,1,REGULAR,rebound,defensive,[],1627747,,,1610612739,11,24,2023-11-16T03:27:13Z,970000,False,,,0,,C. LeVert REBOUND (Off:0 Def:2),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Left Center,,,98.0,,,,,2.0,2.0,0.0,,,,,,,,,,
101,PT03M57.00S,2023-11-16T03:27:12.0Z,1,REGULAR,foul,personal,['2freethrow'],1629028,,,1610612739,11,24,2023-11-16T03:27:27Z,980000,False,,,0,,D. Ayton shooting personal FOUL (2 PF) (Mobley 2 FT),"[1629028, 1630596]",1610612757.0,POR,shooting,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,201246.0,2.0,0.0,Mobley,1630596.0,,,,,
103,PT03M57.00S,2023-11-16T03:27:42.1Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630596,,,1610612739,11,24,2023-11-16T03:27:42Z,1000000,False,,,0,,MISS E. Mobley Free Throw 1 of 2,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
104,PT03M57.00S,2023-11-16T03:27:42.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,11,24,2023-11-16T03:27:42Z,1010000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,103.0,,,,,,,,,,,,,,,,,
105,PT03M57.00S,2023-11-16T03:27:42.7Z,1,REGULAR,substitution,out,[],1629028,,,1610612739,11,24,2023-11-16T03:27:49Z,1020000,False,,,0,,SUB out: D. Ayton,[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M57.00S,2023-11-16T03:27:42.7Z,1,REGULAR,substitution,out,[],1641739,,,1610612739,11,24,2023-11-16T03:27:49Z,1030000,False,,,0,,SUB out: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M57.00S,2023-11-16T03:27:42.7Z,1,REGULAR,substitution,out,[],1629622,,,1610612739,11,24,2023-11-16T03:27:49Z,1040000,False,,,0,,SUB out: M. Strus,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M57.00S,2023-11-16T03:27:42.7Z,1,REGULAR,substitution,in,[],1629680,,,1610612739,11,24,2023-11-16T03:27:49Z,1050000,False,,,0,,SUB in: M. Thybulle,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M57.00S,2023-11-16T03:27:42.7Z,1,REGULAR,substitution,in,[],1641871,,,1610612739,11,24,2023-11-16T03:27:49Z,1060000,False,,,0,,SUB in: D. Reath,[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M57.00S,2023-11-16T03:27:42.7Z,1,REGULAR,substitution,in,[],1629731,,,1610612739,11,24,2023-11-16T03:27:49Z,1070000,False,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M57.00S,2023-11-16T03:28:03.8Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630596,,,1610612739,11,25,2023-11-16T03:28:03Z,1080000,False,,,0,,E. Mobley Free Throw 2 of 2 (10 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,Made,,10.0,,,,,,,,,,,,,,,,
112,PT03M39.00S,2023-11-16T03:28:22.7Z,1,REGULAR,3pt,Jump Shot,[],1641871,67.88764783180025,33.33333333333333,1610612757,11,25,2023-11-16T03:28:26Z,1090000,False,-83.0,249.0,1,right,MISS D. Reath 26' 3PT,[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,Above the Break 3,24+ Left Center,26.29,Missed,,,,,,,,,,,,,,,,,,
113,PT03M38.00S,2023-11-16T03:28:23.7Z,1,REGULAR,rebound,offensive,[],1631101,,,1610612757,11,25,2023-11-16T03:28:26Z,1100000,False,,,0,,S. Sharpe REBOUND (Off:1 Def:1),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Left Center,,,112.0,,,,,2.0,1.0,1.0,,,,,,,,,,
114,PT03M28.00S,2023-11-16T03:28:33.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631123,80.76544021024968,7.107843137254902,1610612757,11,25,2023-11-16T03:28:37Z,1110000,False,-214.0,128.0,1,right,MISS J. Bouyea 24' 3PT,[1631123],1610612757.0,POR,,,,Bouyea,J. Bouyea,,,,,Above the Break 3,24+ Left Center,24.99,Missed,,,,,,,,,,,,,,,,,,
115,PT03M26.00S,2023-11-16T03:28:35.8Z,1,REGULAR,rebound,offensive,[],1641871,,,1610612757,11,25,2023-11-16T03:28:37Z,1120000,False,,,0,,D. Reath REBOUND (Off:1 Def:0),[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,Above the Break 3,24+ Left Center,,,114.0,,,,,1.0,0.0,1.0,,,,,,,,,,
116,PT03M25.00S,2023-11-16T03:28:37.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641871,93.51182654402102,46.07843137254902,1610612757,13,25,2023-11-16T03:28:41Z,1130000,False,-20.0,8.0,1,right,D. Reath putback Layup (2 PTS),[1641871],1610612757.0,POR,putback,,,Reath,D. Reath,,,,,Restricted Area,0-8 Center,2.14,Made,,2.0,,,,,,,,,,,,,,,,
117,PT03M14.00S,2023-11-16T03:28:49.1Z,1,REGULAR,turnover,bad pass,[],1627747,,,1610612739,13,25,2023-11-16T03:28:52Z,1140000,False,,,0,,C. LeVert bad pass TURNOVER (1 TO),"[1627747, 1629680]",1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Thybulle,1629680.0
118,PT03M14.00S,2023-11-16T03:28:49.1Z,1,REGULAR,steal,,[],1629680,,,1610612757,13,25,2023-11-16T03:30:32Z,1150000,False,,,0,,M. Thybulle STEAL (1 STL),[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
119,PT03M10.00S,2023-11-16T03:28:52.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631123,92.9862023653088,51.225490196078425,1610612757,15,25,2023-11-16T03:31:04Z,1160000,False,6.0,13.0,1,right,J. Bouyea running finger roll Layup (2 PTS) (M. Thybulle 1 AST),"[1631123, 1629680]",1610612757.0,POR,running finger roll,,,Bouyea,J. Bouyea,,,,,Restricted Area,0-8 Center,1.47,Made,,2.0,M. Thybulle,1629680.0,1.0,,,,,,,,,,,,,
121,PT02M54.00S,2023-11-16T03:29:10.7Z,1,REGULAR,turnover,out-of-bounds,[],1628378,,,1610612739,15,25,2023-11-16T03:29:16Z,1180000,False,,,0,,D. Mitchell bad pass out-of-bounds TURNOVER (1 TO),[1628378],1610612739.0,CLE,bad pass,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,204059.0,,,,,,,1.0,,
122,PT02M54.00S,2023-11-16T03:29:15.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,15,25,2023-11-16T03:29:15Z,1190000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M54.00S,2023-11-16T03:31:10.0Z,1,REGULAR,substitution,out,[],1631101,,,1610612757,15,25,2023-11-16T03:31:57Z,1200000,False,,,0,,SUB out: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M54.00S,2023-11-16T03:31:10.0Z,1,REGULAR,substitution,out,[],1631123,,,1610612757,15,25,2023-11-16T03:31:57Z,1210000,False,,,0,,SUB out: J. Bouyea,[1631123],1610612757.0,POR,,,,Bouyea,J. Bouyea,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M54.00S,2023-11-16T03:31:10.0Z,1,REGULAR,substitution,out,[],1630596,,,1610612757,15,25,2023-11-16T03:31:57Z,1220000,False,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M54.00S,2023-11-16T03:31:10.0Z,1,REGULAR,substitution,out,[],1628378,,,1610612757,15,25,2023-11-16T03:31:57Z,1230000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M54.00S,2023-11-16T03:31:10.0Z,1,REGULAR,substitution,in,[],1630219,,,1610612757,15,25,2023-11-16T03:31:57Z,1240000,False,,,0,,SUB in: S. Mays,[1630219],1610612757.0,POR,,,,Mays,S. Mays,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M54.00S,2023-11-16T03:31:10.0Z,1,REGULAR,substitution,in,[],1631200,,,1610612757,15,25,2023-11-16T03:31:57Z,1250000,False,,,0,,SUB in: K. Murray,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M54.00S,2023-11-16T03:31:10.0Z,1,REGULAR,substitution,in,[],1628386,,,1610612757,15,25,2023-11-16T03:31:57Z,1260000,False,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M54.00S,2023-11-16T03:31:10.0Z,1,REGULAR,substitution,in,[],1641854,,,1610612757,15,25,2023-11-16T03:31:57Z,1270000,False,,,0,,SUB in: C. Porter,[1641854],1610612739.0,CLE,,,,Porter,C. Porter,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M44.00S,2023-11-16T03:32:14.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631200,91.80354796320631,46.568627450980394,1610612757,15,25,2023-11-16T03:32:19Z,1280000,False,-17.0,25.0,1,right,MISS K. Murray driving Layup - blocked,"[1631200, 1629731]",1610612757.0,POR,driving,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,2.99,Missed,,,,,,,,,,,,,,Wade,1629731.0,,,
132,PT02M44.00S,2023-11-16T03:32:14.8Z,1,REGULAR,block,,[],1629731,,,1610612757,15,25,2023-11-16T03:32:17Z,1290000,False,,,0,,D. Wade BLOCK (1 BLK),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
133,PT02M44.00S,2023-11-16T03:32:14.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,15,25,2023-11-16T03:32:19Z,1300000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Restricted Area,0-8 Center,,,131.0,,,,,,,,,,,,,,,,,
135,PT02M44.00S,2023-11-16T03:32:23.0Z,1,REGULAR,substitution,out,[],1631133,,,1610612757,15,25,2023-11-16T03:32:27Z,1320000,False,,,0,,SUB out: J. Walker,[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M44.00S,2023-11-16T03:32:23.0Z,1,REGULAR,substitution,in,[],203924,,,1610612757,15,25,2023-11-16T03:32:27Z,1330000,False,,,0,,SUB in: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M29.00S,2023-11-16T03:32:53.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630219,87.72996057818659,53.67647058823529,1610612757,15,25,2023-11-16T03:33:01Z,1340000,False,18.0,63.0,1,right,MISS S. Mays 6' driving floating Shot,[1630219],1610612757.0,POR,driving floating,,,Mays,S. Mays,,,,,In The Paint (Non-RA),0-8 Center,6.54,Missed,,,,,,,,,,,,,,,,,,
138,PT02M28.00S,2023-11-16T03:32:54.1Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,15,25,2023-11-16T03:33:01Z,1350000,False,,,0,,J. Allen REBOUND (Off:0 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,137.0,,,,,1.0,1.0,0.0,,,,,,,,,,
139,PT02M18.00S,2023-11-16T03:33:04.4Z,1,REGULAR,3pt,Jump Shot,[],1627747,5.732588699080158,3.1862745098039214,1610612739,15,25,2023-11-16T03:33:09Z,1360000,False,234.0,1.0,1,left,MISS C. LeVert 3PT - blocked,"[1627747, 1629680]",1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Right Corner 3,24+ Right,23.41,Missed,,,,,,,,,,,,,,Thybulle,1629680.0,,,
140,PT02M18.00S,2023-11-16T03:33:04.4Z,1,REGULAR,block,,[],1629680,,,1610612739,15,25,2023-11-16T03:33:06Z,1370000,False,,,0,,M. Thybulle BLOCK (1 BLK),[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,,,,,
141,PT02M15.00S,2023-11-16T03:33:07.4Z,1,REGULAR,rebound,offensive,[],1629731,,,1610612739,15,25,2023-11-16T03:33:09Z,1380000,False,,,0,,D. Wade REBOUND (Off:1 Def:1),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Right Corner 3,24+ Right,,,139.0,,,,,2.0,1.0,1.0,,,,,,,,,,
142,PT02M14.00S,2023-11-16T03:33:08.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627777,34.247700394218136,60.29411764705882,1610612739,15,25,2023-11-16T03:33:14Z,1390000,False,-51.0,269.0,1,left,MISS G. Niang 27' 3PT,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Center,27.43,Missed,,,,,,,,,,,,,,,,,,
143,PT02M12.00S,2023-11-16T03:33:10.9Z,1,REGULAR,rebound,defensive,[],1629680,,,1610612757,15,25,2023-11-16T03:33:14Z,1400000,False,,,0,,M. Thybulle REBOUND (Off:0 Def:1),[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Above the Break 3,24+ Center,,,142.0,,,,,1.0,1.0,0.0,,,,,,,,,,
144,PT02M09.00S,2023-11-16T03:33:13.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641871,93.38042049934296,51.71568627450981,1610612757,17,25,2023-11-16T03:33:19Z,1410000,False,9.0,10.0,1,right,D. Reath running Layup (4 PTS) (M. Thybulle 2 AST),"[1641871, 1629680]",1610612757.0,POR,running,,,Reath,D. Reath,,,,,Restricted Area,0-8 Center,1.3,Made,,4.0,M. Thybulle,1629680.0,2.0,,,,,,,,,,,,,
146,PT01M58.00S,2023-11-16T03:33:32.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631200,,,1610612739,17,25,2023-11-16T03:33:41Z,1430000,False,,,0,,K. Murray personal FOUL (1 PF) (Allen 2 FT),"[1631200, 1628386]",1610612757.0,POR,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1193.0,1.0,0.0,Allen,1628386.0,,,,,
148,PT01M58.00S,2023-11-16T03:33:56.8Z,1,REGULAR,freethrow,1 of 2,[],1628386,,,1610612739,17,25,2023-11-16T03:33:56Z,1450000,False,,,0,,MISS J. Allen Free Throw 1 of 2,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
149,PT01M58.00S,2023-11-16T03:33:56.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,17,25,2023-11-16T03:33:56Z,1460000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,148.0,,,,,,,,,,,,,,,,,
150,PT01M58.00S,2023-11-16T03:34:14.3Z,1,REGULAR,freethrow,2 of 2,[],1628386,,,1610612739,17,26,2023-11-16T03:34:14Z,1470000,False,,,0,,J. Allen Free Throw 2 of 2 (3 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,Made,,3.0,,,,,,,,,,,,,,,,
151,PT01M46.00S,2023-11-16T03:34:28.4Z,1,REGULAR,3pt,Jump Shot,[],203924,72.88107752956637,81.61764705882352,1610612757,17,26,2023-11-16T03:34:41Z,1480000,False,158.0,202.0,1,right,MISS J. Grant 25' 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right Center,25.68,Missed,,,,,,,,,,,,,,,,,,
152,PT01M43.00S,2023-11-16T03:34:31.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,17,26,2023-11-16T03:34:41Z,1490000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Above the Break 3,24+ Right Center,,,151.0,,,,,,,,,,,,,,,,,
154,PT01M38.00S,2023-11-16T03:35:00.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629680,73.14388961892247,16.911764705882355,1610612757,17,26,2023-11-16T03:35:04Z,1510000,False,-165.0,200.0,1,right,MISS M. Thybulle 25' 3PT,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Above the Break 3,24+ Left Center,25.95,Missed,,,,,,,,,,,,,,,,,,
155,PT01M36.00S,2023-11-16T03:35:02.2Z,1,REGULAR,rebound,defensive,[],1641854,,,1610612739,17,26,2023-11-16T03:35:04Z,1520000,False,,,0,,C. Porter REBOUND (Off:0 Def:1),[1641854],1610612739.0,CLE,,,,Porter,C. Porter,,,,,Above the Break 3,24+ Left Center,,,154.0,,,,,1.0,1.0,0.0,,,,,,,,,,
156,PT01M33.00S,2023-11-16T03:35:08.7Z,1,REGULAR,turnover,out-of-bounds,[],1627777,,,1610612739,17,26,2023-11-16T03:35:15Z,1530000,False,,,0,,G. Niang step out-of-bounds TURNOVER (1 TO),[1627777],1610612739.0,CLE,step,,,Niang,G. Niang,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,201246.0,,,,,,,1.0,,
157,PT01M20.00S,2023-11-16T03:35:30.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630219,94.82588699080158,53.18627450980392,1610612757,17,26,2023-11-16T03:35:34Z,1540000,False,16.0,-4.0,1,right,MISS S. Mays driving Layup - blocked,"[1630219, 1628386]",1610612757.0,POR,driving,,,Mays,S. Mays,,,,,Restricted Area,0-8 Center,1.64,Missed,,,,,,,,,,,,,,Allen,1628386.0,,,
161,PT01M20.00S,2023-11-16T03:35:30.7Z,1,REGULAR,block,,[],1628386,,,1610612757,17,26,2023-11-16T03:35:43Z,1545000,False,,,0,,J. Allen BLOCK (1 BLK),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
158,PT01M19.00S,2023-11-16T03:35:31.7Z,1,REGULAR,rebound,defensive,[],1627777,,,1610612739,17,26,2023-11-16T03:35:34Z,1550000,False,,,0,,G. Niang REBOUND (Off:0 Def:1),[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,Restricted Area,0-8 Center,,,157.0,,,,,1.0,1.0,0.0,,,,,,,,,,
159,PT01M18.00S,2023-11-16T03:35:33.7Z,1,REGULAR,turnover,bad pass,[],1627777,,,1610612739,17,26,2023-11-16T03:35:40Z,1560000,False,,,0,,G. Niang bad pass TURNOVER (2 TO),"[1627777, 203924]",1610612739.0,CLE,,,,Niang,G. Niang,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,2.0,Grant,203924.0
160,PT01M18.00S,2023-11-16T03:35:33.7Z,1,REGULAR,steal,,[],203924,,,1610612757,17,26,2023-11-16T03:35:35Z,1570000,False,,,0,,J. Grant STEAL (1 STL),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
162,PT01M07.00S,2023-11-16T03:35:44.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630219,90.75229960578186,3.6764705882352944,1610612757,20,26,2023-11-16T03:35:50Z,1580000,False,-232.0,34.0,1,right,S. Mays 3PT  (3 PTS) (J. Grant 1 AST),"[1630219, 203924]",1610612757.0,POR,,,,Mays,S. Mays,,,,,Left Corner 3,24+ Left,23.41,Made,,3.0,J. Grant,203924.0,1.0,,,,,,,,,,,,,
164,PT00M46.90S,2023-11-16T03:36:06.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627777,5.469776609724048,51.71568627450981,1610612739,20,28,2023-11-16T03:36:14Z,1600000,False,-9.0,-1.0,1,left,G. Niang cutting Layup (5 PTS) (C. LeVert 3 AST),"[1627777, 1627747]",1610612739.0,CLE,cutting,,,Niang,G. Niang,,,,,Restricted Area,0-8 Center,0.87,Made,,5.0,C. LeVert,1627747.0,3.0,,,,,,,,,,,,,
166,PT00M37.00S,2023-11-16T03:36:17.3Z,1,REGULAR,2pt,Jump Shot,[],203924,80.89684625492772,82.1078431372549,1610612757,22,28,2023-11-16T03:36:22Z,1620000,False,161.0,127.0,1,right,J. Grant 20' pullup Jump Shot (3 PTS) (D. Reath 1 AST),"[203924, 1641871]",1610612757.0,POR,pullup,,,Grant,J. Grant,,,,,Mid-Range,16-24 Right Center,20.47,Made,,3.0,D. Reath,1641871.0,1.0,,,,,,,,,,,,,
168,PT00M30.70S,2023-11-16T03:36:26.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641854,5.469776609724048,51.225490196078425,1610612739,22,30,2023-11-16T03:36:32Z,1640000,False,-6.0,-1.0,1,left,C. Porter driving Layup (2 PTS),[1641854],1610612739.0,CLE,driving,,,Porter,C. Porter,,,,,Restricted Area,0-8 Center,0.62,Made,,2.0,,,,,,,,,,,,,,,,
169,PT00M10.00S,2023-11-16T03:36:52.4Z,1,REGULAR,2pt,Jump Shot,[],1630219,74.85216819973719,33.33333333333333,1610612757,24,30,2023-11-16T03:36:56Z,1650000,False,-83.0,184.0,1,right,S. Mays 20' driving floating Jump Shot (5 PTS),[1630219],1610612757.0,POR,driving floating,,,Mays,S. Mays,,,,,Mid-Range,16-24 Left Center,20.19,Made,,5.0,,,,,,,,,,,,,,,,
170,PT00M10.00S,2023-11-16T03:36:54.6Z,1,REGULAR,foul,personal,['1freethrow'],1641854,,,1610612757,24,30,2023-11-16T03:37:01Z,1660000,False,,,0,,C. Porter shooting personal FOUL (1 PF) (Mays 1 FT),"[1641854, 1630219]",1610612739.0,CLE,shooting,,,Porter,C. Porter,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,201246.0,1.0,0.0,Mays,1630219.0,,,,,
172,PT00M10.00S,2023-11-16T03:37:02.7Z,1,REGULAR,substitution,out,[],1641854,,,1610612757,24,30,2023-11-16T03:41:09Z,1680000,False,,,0,,SUB out: C. Porter,[1641854],1610612739.0,CLE,,,,Porter,C. Porter,,,,,,,,,,,,,,,,,,,,,,,,,,
