actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
263,PT05M05.00S,2023-11-16T03:55:27.4Z,2,REGULAR,substitution,in,[],1627777,,,1610612739,41,50,2023-11-16T03:55:39Z,2590000,False,,,0,,SUB in: G. Niang,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT04M42.00S,2023-11-16T03:56:06.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628378,7.835085413929041,50.0,1610612739,41,50,2023-11-16T03:56:11Z,2600000,False,0.0,21.0,1,left,MISS D. Mitchell floating Shot,[1628378],1610612739.0,CLE,floating,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,2.11,Missed,,,,,,,,,,,,,,,,,,
265,PT04M40.00S,2023-11-16T03:56:08.6Z,2,REGULAR,rebound,defensive,[],1629028,,,1610612757,41,50,2023-11-16T03:56:11Z,2610000,False,,,0,,D. Ayton REBOUND (Off:0 Def:2),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,264.0,,,,,2.0,2.0,0.0,,,,,,,,,,
266,PT04M31.00S,2023-11-16T03:56:17.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1631101,92.72339027595268,61.274509803921575,1610612757,41,50,2023-11-16T03:56:24Z,2620000,False,56.0,16.0,1,right,MISS S. Sharpe driving bank Hook,[1631101],1610612757.0,POR,driving bank,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,5.86,Missed,,,,,,,,,,,,,,,,,,
267,PT04M29.00S,2023-11-16T03:56:19.7Z,2,REGULAR,rebound,offensive,[],1629028,,,1610612757,41,50,2023-11-16T03:56:19Z,2630000,False,,,0,,D. Ayton REBOUND (Off:1 Def:2),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,,,266.0,,,,,3.0,2.0,1.0,,,,,,,,,,
268,PT04M27.00S,2023-11-16T03:56:21.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629028,85.75886990801577,42.8921568627451,1610612757,41,50,2023-11-16T03:58:19Z,2640000,False,-36.0,81.0,1,right,MISS D. Ayton 8' floating Shot,[1629028],1610612757.0,POR,floating,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Center,8.88,Missed,,,,,,,,,,,,,,,,,,
269,PT04M25.00S,2023-11-16T03:56:23.7Z,2,REGULAR,rebound,offensive,[],1631101,,,1610612757,41,50,2023-11-16T03:56:28Z,2650000,False,,,0,,S. Sharpe REBOUND (Off:2 Def:1),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),8-16 Center,,,268.0,,,,,3.0,1.0,2.0,,,,,,,,,,
271,PT04M22.00S,2023-11-16T03:56:31.3Z,2,REGULAR,substitution,out,[],1631123,,,1610612757,41,50,2023-11-16T03:56:35Z,2670000,False,,,0,,SUB out: J. Bouyea,[1631123],1610612757.0,POR,,,,Bouyea,J. Bouyea,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT04M22.00S,2023-11-16T03:56:31.3Z,2,REGULAR,substitution,in,[],1631200,,,1610612757,41,50,2023-11-16T03:56:35Z,2680000,False,,,0,,SUB in: K. Murray,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT04M19.00S,2023-11-16T03:56:52.5Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1629028,74.06373193166885,46.32352941176471,1610612757,41,50,2023-11-16T03:57:00Z,2690000,False,-18.0,191.0,1,right,MISS D. Ayton 19' Jump Shot,[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Mid-Range,16-24 Center,19.22,Missed,,,,,,,,,,,,,,,,,,
274,PT04M12.00S,2023-11-16T03:56:59.5Z,2,REGULAR,rebound,defensive,[],1641854,,,1610612739,41,50,2023-11-16T03:57:00Z,2700000,False,,,0,,C. Porter REBOUND (Off:0 Def:2),[1641854],1610612739.0,CLE,,,,Porter,C. Porter,,,,,Mid-Range,16-24 Center,,,273.0,,,,,2.0,2.0,0.0,,,,,,,,,,
275,PT04M11.00S,2023-11-16T03:57:00.0Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1641854,4.681340341655716,53.431372549019606,1610612739,41,52,2023-11-16T03:59:22Z,2710000,False,-17.0,-8.0,1,left,C. Porter running finger roll Layup (4 PTS),[1641854],1610612739.0,CLE,running finger roll,,,Porter,C. Porter,,,,,Restricted Area,0-8 Center,1.92,Made,,4.0,,,,,,,,,,,,,,,,
276,PT03M52.00S,2023-11-16T03:57:18.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631101,88.38699080157687,50.0,1610612757,41,52,2023-11-16T03:57:24Z,2720000,False,0.0,57.0,1,right,MISS S. Sharpe driving finger roll Layup,[1631101],1610612757.0,POR,driving finger roll,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,5.67,Missed,,,,,,,,,,,,,,,,,,
277,PT03M51.00S,2023-11-16T03:57:19.8Z,2,REGULAR,rebound,defensive,[],1627747,,,1610612739,41,52,2023-11-16T03:57:24Z,2730000,False,,,0,,C. LeVert REBOUND (Off:0 Def:4),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),0-8 Center,,,276.0,,,,,4.0,4.0,0.0,,,,,,,,,,
278,PT03M46.00S,2023-11-16T03:57:24.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627777,22.158344283837057,9.558823529411764,1610612739,41,52,2023-11-16T03:57:31Z,2740000,False,202.0,156.0,1,left,MISS G. Niang 25' running 3PT,[1627777],1610612739.0,CLE,running,,,Niang,G. Niang,,,,,Above the Break 3,24+ Right Center,25.53,Missed,,,,,,,,,,,,,,,,,,
279,PT03M44.00S,2023-11-16T03:57:26.9Z,2,REGULAR,rebound,defensive,[],1629680,,,1610612757,41,52,2023-11-16T03:57:31Z,2750000,False,,,0,,M. Thybulle REBOUND (Off:0 Def:2),[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Above the Break 3,24+ Right Center,,,278.0,,,,,2.0,2.0,0.0,,,,,,,,,,
280,PT03M34.00S,2023-11-16T03:57:39.0Z,2,REGULAR,foul,personal,['2freethrow'],1628378,,,1610612757,41,52,2023-11-16T03:57:48Z,2760000,False,,,0,,D. Mitchell shooting personal FOUL (2 PF) (Sharpe 2 FT),"[1628378, 1631101]",1610612739.0,CLE,shooting,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,201246.0,2.0,0.0,Sharpe,1631101.0,,,,,
282,PT03M34.00S,2023-11-16T03:57:59.8Z,2,REGULAR,freethrow,1 of 2,[],1631101,,,1610612757,42,52,2023-11-16T03:57:59Z,2780000,False,,,0,,S. Sharpe Free Throw 1 of 2 (7 PTS),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,Made,,7.0,,,,,,,,,,,,,,,,
283,PT03M34.00S,2023-11-16T03:58:00.4Z,2,REGULAR,substitution,out,[],1629680,,,1610612757,42,52,2023-11-16T03:58:08Z,2790000,False,,,0,,SUB out: M. Thybulle,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT03M34.00S,2023-11-16T03:58:00.4Z,2,REGULAR,substitution,out,[],1631200,,,1610612757,42,52,2023-11-16T03:58:08Z,2800000,False,,,0,,SUB out: K. Murray,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT03M34.00S,2023-11-16T03:58:00.4Z,2,REGULAR,substitution,out,[],1630596,,,1610612757,42,52,2023-11-16T03:58:08Z,2810000,False,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT03M34.00S,2023-11-16T03:58:00.4Z,2,REGULAR,substitution,out,[],1628378,,,1610612757,42,52,2023-11-16T03:58:08Z,2820000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT03M34.00S,2023-11-16T03:58:00.4Z,2,REGULAR,substitution,in,[],1630219,,,1610612757,42,52,2023-11-16T03:58:08Z,2830000,False,,,0,,SUB in: S. Mays,[1630219],1610612757.0,POR,,,,Mays,S. Mays,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT03M34.00S,2023-11-16T03:58:00.4Z,2,REGULAR,substitution,in,[],203924,,,1610612757,42,52,2023-11-16T03:58:08Z,2840000,False,,,0,,SUB in: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT03M34.00S,2023-11-16T03:58:00.4Z,2,REGULAR,substitution,in,[],1629622,,,1610612757,42,52,2023-11-16T03:58:08Z,2850000,False,,,0,,SUB in: M. Strus,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT03M34.00S,2023-11-16T03:58:00.4Z,2,REGULAR,substitution,in,[],1628386,,,1610612757,42,52,2023-11-16T03:58:08Z,2860000,False,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT03M34.00S,2023-11-16T03:58:21.2Z,2,REGULAR,freethrow,2 of 2,[],1631101,,,1610612757,43,52,2023-11-16T03:58:21Z,2870000,False,,,0,,S. Sharpe Free Throw 2 of 2 (8 PTS),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,Made,,8.0,,,,,,,,,,,,,,,,
292,PT03M11.00S,2023-11-16T03:58:45.5Z,2,REGULAR,3pt,Jump Shot,[],1627747,24.392247043363994,87.00980392156863,1610612739,43,52,2023-11-16T03:58:51Z,2880000,False,-185.0,177.0,1,left,MISS C. LeVert 25' step back 3PT,[1627747],1610612739.0,CLE,step back,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Left Center,25.59,Missed,,,,,,,,,,,,,,,,,,
293,PT03M09.00S,2023-11-16T03:58:47.5Z,2,REGULAR,rebound,defensive,[],1631101,,,1610612757,43,52,2023-11-16T03:58:51Z,2890000,False,,,0,,S. Sharpe REBOUND (Off:2 Def:2),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Left Center,,,292.0,,,,,4.0,2.0,2.0,,,,,,,,,,
294,PT02M54.00S,2023-11-16T03:59:03.0Z,2,REGULAR,3pt,Jump Shot,[],1631101,79.97700394218134,91.17647058823529,1610612757,43,52,2023-11-16T03:59:06Z,2900000,False,206.0,136.0,1,right,MISS S. Sharpe 24' 3PT,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Right Center,24.66,Missed,,,,,,,,,,,,,,,,,,
295,PT02M52.00S,2023-11-16T03:59:05.0Z,2,REGULAR,rebound,defensive,[],1628386,,,1610612739,43,52,2023-11-16T03:59:06Z,2910000,False,,,0,,J. Allen REBOUND (Off:0 Def:2),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Right Center,,,294.0,,,,,2.0,2.0,0.0,,,,,,,,,,
297,PT02M51.00S,2023-11-16T03:59:12.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,43,52,2023-11-16T03:59:12Z,2930000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT02M51.00S,2023-11-16T04:01:33.7Z,2,REGULAR,substitution,out,[],1630219,,,1610612739,43,52,2023-11-16T04:01:57Z,2940000,False,,,0,,SUB out: S. Mays,[1630219],1610612757.0,POR,,,,Mays,S. Mays,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT02M51.00S,2023-11-16T04:01:33.7Z,2,REGULAR,substitution,in,[],1641739,,,1610612739,43,52,2023-11-16T04:01:57Z,2950000,False,,,0,,SUB in: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT02M38.00S,2023-11-16T04:02:14.5Z,2,REGULAR,3pt,Jump Shot,[],1629622,28.597240473061763,77.94117647058823,1610612739,43,52,2023-11-16T04:02:19Z,2960000,False,-140.0,216.0,1,left,MISS M. Strus 25' 3PT,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Left Center,25.75,Missed,,,,,,,,,,,,,,,,,,
301,PT02M35.00S,2023-11-16T04:02:17.5Z,2,REGULAR,rebound,defensive,[],203924,,,1610612757,43,52,2023-11-16T04:02:19Z,2970000,False,,,0,,J. Grant REBOUND (Off:0 Def:2),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Left Center,,,300.0,,,,,2.0,2.0,0.0,,,,,,,,,,
302,PT02M25.00S,2023-11-16T04:02:32.4Z,2,REGULAR,turnover,out-of-bounds,[],1631133,,,1610612757,43,52,2023-11-16T04:02:41Z,2980000,False,,,0,,J. Walker step out-of-bounds TURNOVER (1 TO),[1631133],1610612757.0,POR,step,,,Walker,J. Walker,,,,,Right Corner 3,24+ Right,,,,,,,,,,,201246.0,,,,,,,1.0,,
303,PT02M03.00S,2023-11-16T04:03:08.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1641854,7.966491458607096,49.50980392156863,1610612739,43,52,2023-11-16T04:03:12Z,2990000,False,2.0,22.0,1,left,MISS C. Porter driving Layup - blocked,"[1641854, 1631133]",1610612739.0,CLE,driving,,,Porter,C. Porter,,,,,Restricted Area,0-8 Center,2.25,Missed,,,,,,,,,,,,,,Walker,1631133.0,,,
304,PT02M03.00S,2023-11-16T04:03:08.1Z,2,REGULAR,block,,[],1631133,,,1610612739,43,52,2023-11-16T04:03:10Z,3000000,False,,,0,,J. Walker BLOCK (1 BLK),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
305,PT02M00.00S,2023-11-16T04:03:11.1Z,2,REGULAR,rebound,offensive,[],1628386,,,1610612739,43,52,2023-11-16T04:03:12Z,3010000,False,,,0,,J. Allen REBOUND (Off:1 Def:2),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,303.0,,,,,3.0,2.0,1.0,,,,,,,,,,
306,PT01M59.00S,2023-11-16T04:03:11.9Z,2,REGULAR,turnover,lost ball,[],1628386,,,1610612739,43,52,2023-11-16T04:03:15Z,3020000,False,,,0,,J. Allen lost ball TURNOVER (1 TO),"[1628386, 203924]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,1.0,Grant,203924.0
307,PT01M59.00S,2023-11-16T04:03:11.9Z,2,REGULAR,steal,,[],203924,,,1610612757,43,52,2023-11-16T04:03:13Z,3030000,False,,,0,,J. Grant STEAL (2 STL),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
308,PT01M52.00S,2023-11-16T04:03:18.4Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631101,91.80354796320631,49.50980392156863,1610612757,43,52,2023-11-16T04:05:40Z,3040000,False,-2.0,25.0,1,right,MISS S. Sharpe running Layup,[1631101],1610612757.0,POR,running,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,2.46,Missed,,,,,,,,,,,,,,,,,,
309,PT01M51.00S,2023-11-16T04:03:19.4Z,2,REGULAR,rebound,offensive,[],1631101,,,1610612757,43,52,2023-11-16T04:05:54Z,3050000,False,,,0,,S. Sharpe REBOUND (Off:3 Def:2),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,,,308.0,,,,,5.0,2.0,3.0,,,,,,,,,,
310,PT01M51.00S,2023-11-16T04:03:21.2Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1631101,94.40999984741211,50.0,1610612757,45,52,2023-11-16T04:06:00Z,3060000,False,0.0,0.0,1,right,S. Sharpe tip Layup (10 PTS),[1631101],1610612757.0,POR,tip,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,0.0,Made,,10.0,,,,,,,,,,,,,,,,
311,PT01M38.00S,2023-11-16T04:03:36.8Z,2,REGULAR,foul,personal,[],203924,,,1610612739,45,52,2023-11-16T04:03:44Z,3070000,False,,,0,,J. Grant personal FOUL (1 PF),"[203924, 1627747]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1193.0,1.0,0.0,LeVert,1627747.0,,,,,
313,PT01M38.00S,2023-11-16T04:03:45.2Z,2,REGULAR,substitution,out,[],1641854,,,1610612739,45,52,2023-11-16T04:03:50Z,3090000,False,,,0,,SUB out: C. Porter,[1641854],1610612739.0,CLE,,,,Porter,C. Porter,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT01M38.00S,2023-11-16T04:03:45.2Z,2,REGULAR,substitution,out,[],1627777,,,1610612739,45,52,2023-11-16T04:03:50Z,3100000,False,,,0,,SUB out: G. Niang,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT01M38.00S,2023-11-16T04:03:45.2Z,2,REGULAR,substitution,in,[],1630596,,,1610612739,45,52,2023-11-16T04:03:50Z,3110000,False,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT01M38.00S,2023-11-16T04:03:45.2Z,2,REGULAR,substitution,in,[],1628378,,,1610612739,45,52,2023-11-16T04:03:50Z,3120000,False,,,0,,SUB in: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT01M31.00S,2023-11-16T04:04:16.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631101,,,1610612739,45,52,2023-11-16T04:04:26Z,3130000,False,,,0,,S. Sharpe personal FOUL (3 PF) (Allen 2 FT),"[1631101, 1628386]",1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,201246.0,3.0,0.0,Allen,1628386.0,,,,,
319,PT01M31.00S,2023-11-16T04:04:41.5Z,2,REGULAR,freethrow,1 of 2,[],1628386,,,1610612739,45,53,2023-11-16T04:04:41Z,3150000,False,,,0,,J. Allen Free Throw 1 of 2 (6 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,Made,,6.0,,,,,,,,,,,,,,,,
320,PT01M31.00S,2023-11-16T04:05:01.0Z,2,REGULAR,substitution,out,[],1631101,,,1610612739,45,53,2023-11-16T04:05:06Z,3160000,False,,,0,,SUB out: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT01M31.00S,2023-11-16T04:05:01.0Z,2,REGULAR,substitution,in,[],1631123,,,1610612739,45,53,2023-11-16T04:05:06Z,3170000,False,,,0,,SUB in: J. Bouyea,[1631123],1610612757.0,POR,,,,Bouyea,J. Bouyea,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT01M31.00S,2023-11-16T04:05:21.2Z,2,REGULAR,freethrow,2 of 2,[],1628386,,,1610612739,45,54,2023-11-16T04:05:21Z,3180000,False,,,0,,J. Allen Free Throw 2 of 2 (7 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,Made,,7.0,,,,,,,,,,,,,,,,
323,PT01M15.00S,2023-11-16T04:05:40.7Z,2,REGULAR,3pt,Jump Shot,[],1641739,89.70105124835742,94.6078431372549,1610612757,45,54,2023-11-16T04:05:46Z,3190000,False,223.0,44.0,1,right,MISS T. Camara 3PT,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Right Corner 3,24+ Right,22.74,Missed,,,,,,,,,,,,,,,,,,
324,PT01M13.00S,2023-11-16T04:05:42.9Z,2,REGULAR,rebound,offensive,[],1631133,,,1610612757,45,54,2023-11-16T04:05:42Z,3200000,False,,,0,,J. Walker REBOUND (Off:1 Def:0),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,Right Corner 3,24+ Right,,,323.0,,,,,1.0,0.0,1.0,,,,,,,,,,
325,PT01M11.00S,2023-11-16T04:05:44.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631133,93.24901445466492,46.568627450980394,1610612757,45,54,2023-11-16T04:05:48Z,3210000,False,-17.0,11.0,1,right,MISS J. Walker putback Layup,[1631133],1610612757.0,POR,putback,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,2.04,Missed,,,,,,,,,,,,,,,,,,
326,PT01M10.00S,2023-11-16T04:05:45.5Z,2,REGULAR,rebound,defensive,[],1629622,,,1610612739,45,54,2023-11-16T04:05:48Z,3220000,False,,,0,,M. Strus REBOUND (Off:1 Def:1),[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,,,325.0,,,,,2.0,1.0,1.0,,,,,,,,,,
327,PT01M07.00S,2023-11-16T04:05:51.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631123,,,1610612739,45,54,2023-11-16T04:06:00Z,3230000,False,,,0,,J. Bouyea personal FOUL (1 PF) (Mobley 2 FT),"[1631123, 1630596]",1610612757.0,POR,,,,Bouyea,J. Bouyea,,,,,Restricted Area,0-8 Center,,,,,,,,,,,204059.0,1.0,0.0,Mobley,1630596.0,,,,,
329,PT01M07.00S,2023-11-16T04:06:14.8Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1630596,,,1610612739,45,54,2023-11-16T04:06:14Z,3250000,False,,,0,,MISS E. Mobley Free Throw 1 of 2,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
330,PT01M07.00S,2023-11-16T04:06:14.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,45,54,2023-11-16T04:06:14Z,3260000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,329.0,,,,,,,,,,,,,,,,,
331,PT01M07.00S,2023-11-16T04:06:32.0Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1630596,,,1610612739,45,55,2023-11-16T04:06:32Z,3270000,False,,,0,,E. Mobley Free Throw 2 of 2 (11 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,Made,,11.0,,,,,,,,,,,,,,,,
332,PT00M53.00S,2023-11-16T04:06:47.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629028,83.78777923784494,38.72549019607843,1610612757,47,55,2023-11-16T04:08:05Z,3280000,False,-56.0,100.0,1,right,D. Ayton 11' turnaround Jump Shot (4 PTS),[1629028],1610612757.0,POR,turnaround,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Center,11.47,Made,,4.0,,,,,,,,,,,,,,,,
333,PT00M28.90S,2023-11-16T04:07:15.9Z,2,REGULAR,3pt,Jump Shot,[],1627747,27.54599211563732,76.9607843137255,1610612739,47,55,2023-11-16T04:07:19Z,3290000,False,-135.0,206.0,1,left,MISS C. LeVert 24' 3PT,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Left Center,24.65,Missed,,,,,,,,,,,,,,,,,,
334,PT00M26.30S,2023-11-16T04:07:18.5Z,2,REGULAR,rebound,defensive,[],1631123,,,1610612757,47,55,2023-11-16T04:07:19Z,3300000,False,,,0,,J. Bouyea REBOUND (Off:0 Def:1),[1631123],1610612757.0,POR,,,,Bouyea,J. Bouyea,,,,,Above the Break 3,24+ Left Center,,,333.0,,,,,1.0,1.0,0.0,,,,,,,,,,
335,PT00M17.10S,2023-11-16T04:07:31.7Z,2,REGULAR,foul,personal,[],1628378,,,1610612757,47,55,2023-11-16T04:07:40Z,3310000,False,,,0,,D. Mitchell personal FOUL (3 PF),"[1628378, 203924]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,201246.0,3.0,0.0,Grant,203924.0,,,,,
337,PT00M17.10S,2023-11-16T04:07:41.1Z,2,REGULAR,substitution,out,[],1628378,,,1610612757,47,55,2023-11-16T04:07:45Z,3330000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT00M17.10S,2023-11-16T04:07:41.1Z,2,REGULAR,substitution,in,[],1629731,,,1610612757,47,55,2023-11-16T04:07:45Z,3340000,False,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT00M06.30S,2023-11-16T04:08:02.2Z,2,REGULAR,turnover,bad pass,[],203924,,,1610612757,47,55,2023-11-16T04:08:10Z,3350000,False,,,0,,J. Grant bad pass TURNOVER (3 TO),"[203924, 1630596]",1610612757.0,POR,,,,Grant,J. Grant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,3.0,Mobley,1630596.0
340,PT00M06.30S,2023-11-16T04:08:02.2Z,2,REGULAR,steal,,[],1630596,,,1610612739,47,55,2023-11-16T04:08:03Z,3360000,False,,,0,,E. Mobley STEAL (1 STL),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
341,PT00M02.40S,2023-11-16T04:08:06.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627747,5.601182654402102,47.549019607843135,1610612739,47,55,2023-11-16T04:08:14Z,3370000,False,12.0,0.0,1,left,MISS C. LeVert running Layup - blocked,"[1627747, 1631133]",1610612739.0,CLE,running,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,1.23,Missed,,,,,,,,,,,,,,Walker,1631133.0,,,
342,PT00M02.40S,2023-11-16T04:08:06.1Z,2,REGULAR,block,,[],1631133,,,1610612739,47,55,2023-11-16T04:08:08Z,3380000,False,,,0,,J. Walker BLOCK (2 BLK),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
