actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
179,PT00M00.10S,2023-12-27T03:37:59.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,32,33,2023-12-27T03:42:11Z,1790000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Left Corner 3,24+ Left,,,,,177.0,,,,,,,,,,,,,,,
180,PT00M00.00S,2023-12-27T03:38:03.5Z,1,REGULAR,period,end,[],0,,,1610612757,32,33,2023-12-27T03:38:03Z,1800000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2023-12-27T03:40:06.8Z,2,REGULAR,substitution,out,['startperiod'],1630556,,,1610612757,32,33,2023-12-27T03:40:29Z,1810000,False,,,0,,SUB out: K. Edwards,[1630556],1610612758.0,SAC,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2023-12-27T03:40:06.8Z,2,REGULAR,substitution,out,['startperiod'],1631165,,,1610612757,32,33,2023-12-27T03:40:29Z,1820000,False,,,0,,SUB out: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2023-12-27T03:40:06.8Z,2,REGULAR,substitution,out,['startperiod'],1630537,,,1610612757,32,33,2023-12-27T03:40:29Z,1830000,False,,,0,,SUB out: C. Duarte,[1630537],1610612758.0,SAC,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2023-12-27T03:40:06.8Z,2,REGULAR,substitution,in,['startperiod'],201580,,,1610612757,32,33,2023-12-27T03:40:29Z,1840000,False,,,0,,SUB in: J. McGee,[201580],1610612758.0,SAC,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT12M00.00S,2023-12-27T03:40:06.8Z,2,REGULAR,substitution,in,['startperiod'],1628368,,,1610612757,32,33,2023-12-27T03:40:29Z,1850000,False,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT12M00.00S,2023-12-27T03:40:06.8Z,2,REGULAR,substitution,in,['startperiod'],1628426,,,1610612757,32,33,2023-12-27T03:40:29Z,1860000,False,,,0,,SUB in: A. Vezenkov,[1628426],1610612758.0,SAC,,,,Vezenkov,A. Vezenkov,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT12M00.00S,2023-12-27T03:40:49.0Z,2,REGULAR,period,start,[],0,,,1610612758,32,33,2023-12-27T03:40:49Z,1870000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT11M39.00S,2023-12-27T03:41:10.0Z,2,REGULAR,3pt,Jump Shot,[],1628368,23.866622864651774,88.23529411764706,1610612758,32,36,2023-12-27T03:41:14Z,1880000,False,-191.0,172.0,1,left,D. Fox 25' 3PT pullup (7 PTS) (M. Monk 4 AST),"[1628368, 1628370]",1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,Above the Break 3,24+ Left Center,25.7,Made,,,,,7.0,M. Monk,1628370.0,4.0,,,,,,,,,,
190,PT11M22.00S,2023-12-27T03:41:25.6Z,2,REGULAR,3pt,Jump Shot,[],1641871,68.01905387647832,33.57843137254902,1610612757,32,36,2023-12-27T03:41:32Z,1900000,False,-82.0,248.0,1,right,MISS D. Reath 26' 3PT,[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,Above the Break 3,24+ Center,26.13,Missed,,,,,,,,,,,,,,,,,,
191,PT11M19.00S,2023-12-27T03:41:28.9Z,2,REGULAR,rebound,offensive,[],1631133,,,1610612757,32,36,2023-12-27T03:41:28Z,1910000,False,,,0,,J. Walker REBOUND (Off:1 Def:0),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Center,,,,,190.0,,,,,,,,,,1.0,0.0,1.0,,,
192,PT11M18.00S,2023-12-27T03:41:29.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631133,94.03745072273325,49.01960784313725,1610612757,34,36,2023-12-27T03:42:52Z,1920000,False,-5.0,4.0,1,right,J. Walker putback Layup (6 PTS),[1631133],1610612757.0,POR,putback,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,0.6,Made,,,,,6.0,,,,,,,,,,,,,
193,PT11M17.00S,2023-12-27T03:41:36.6Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612758,34,36,2023-12-27T03:41:42Z,1930000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612757.0,POR,,,,,,,,,,,,,,,,,1199.0,,,,,,,,,,,,,,
194,PT11M02.00S,2023-12-27T03:41:59.8Z,2,REGULAR,turnover,out-of-bounds,[],1628368,,,1610612758,34,36,2023-12-27T03:42:07Z,1940000,False,,,0,,D. Fox bad pass out-of-bounds TURNOVER (2 TO),[1628368],1610612758.0,SAC,bad pass,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,,,,,,1199.0,,,,,,,,,,,,2.0,,
195,PT10M45.00S,2023-12-27T03:42:16.9Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1627763,84.83902759526939,22.794117647058822,1610612757,36,36,2023-12-27T03:42:21Z,1950000,False,-136.0,90.0,1,right,M. Brogdon 16' step back Jump Shot (9 PTS),[1627763],1610612757.0,POR,step back,,,Brogdon,M. Brogdon,,,,,Mid-Range,16-24 Left,16.31,Made,,,,,9.0,,,,,,,,,,,,,
196,PT10M30.00S,2023-12-27T03:42:31.5Z,2,REGULAR,2pt,Jump Shot,[],1628370,23.209592641261498,28.921568627450984,1610612758,36,38,2023-12-27T03:42:35Z,1960000,False,105.0,166.0,1,left,M. Monk 19' pullup Jump Shot (4 PTS) (A. Vezenkov 1 AST),"[1628370, 1628426]",1610612758.0,SAC,pullup,,,Monk,M. Monk,,,,,Mid-Range,16-24 Right Center,19.64,Made,,,,,4.0,A. Vezenkov,1628426.0,1.0,,,,,,,,,,
197,PT10M20.00S,2023-12-27T03:42:43.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630703,92.85479632063075,53.431372549019606,1610612757,38,38,2023-12-27T03:42:50Z,1970000,False,17.0,15.0,1,right,S. Henderson driving Layup (2 PTS),[1630703],1610612757.0,POR,driving,,,Henderson,S. Henderson,,,,,Restricted Area,0-8 Center,2.26,Made,,,,,2.0,,,,,,,,,,,,,
198,PT10M20.00S,2023-12-27T03:42:45.1Z,2,REGULAR,foul,personal,['1freethrow'],1628368,,,1610612757,38,38,2023-12-27T03:42:54Z,1980000,False,,,0,,D. Fox shooting personal FOUL (2 PF) (Henderson 1 FT),"[1628368, 1630703]",1610612758.0,SAC,shooting,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,,,,,,1204.0,,,,,2.0,0.0,Henderson,1630703.0,,,,,,
200,PT10M20.00S,2023-12-27T03:43:06.8Z,2,REGULAR,freethrow,1 of 1,[],1630703,,,1610612757,39,38,2023-12-27T03:43:06Z,2000000,False,,,0,,S. Henderson Free Throw 1 of 1 (3 PTS),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
201,PT10M03.00S,2023-12-27T03:43:25.0Z,2,REGULAR,3pt,Jump Shot,[],1628426,33.196452036793694,32.1078431372549,1610612758,39,38,2023-12-27T03:43:30Z,2010000,False,89.0,260.0,1,left,MISS A. Vezenkov 27' 3PT,[1628426],1610612758.0,SAC,,,,Vezenkov,A. Vezenkov,,,,,Above the Break 3,24+ Right Center,27.45,Missed,,,,,,,,,,,,,,,,,,
202,PT10M00.00S,2023-12-27T03:43:28.0Z,2,REGULAR,rebound,defensive,[],1631133,,,1610612757,39,38,2023-12-27T03:43:30Z,2020000,False,,,0,,J. Walker REBOUND (Off:1 Def:1),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Right Center,,,,,201.0,,,,,,,,,,2.0,1.0,1.0,,,
203,PT09M57.00S,2023-12-27T03:43:32.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627763,68.80749014454665,25.98039215686275,1610612757,39,38,2023-12-27T03:45:12Z,2030000,False,-120.0,241.0,1,right,MISS M. Brogdon 26' pullup 3PT - blocked,"[1627763, 1628370]",1610612757.0,POR,pullup,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Left Center,26.9,Missed,Monk,1628370.0,,,,,,,,,,,,,,,,
204,PT09M57.00S,2023-12-27T03:43:32.7Z,2,REGULAR,block,,[],1628370,,,1610612757,39,38,2023-12-27T03:43:35Z,2040000,False,,,0,,M. Monk BLOCK (1 BLK),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
205,PT09M55.00S,2023-12-27T03:43:34.7Z,2,REGULAR,rebound,offensive,[],1631133,,,1610612757,39,38,2023-12-27T03:45:12Z,2050000,False,,,0,,J. Walker REBOUND (Off:2 Def:1),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Left Center,,,,,203.0,,,,,,,,,,3.0,1.0,2.0,,,
206,PT09M54.00S,2023-12-27T03:43:36.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631133,93.11760840998686,52.450980392156865,1610612757,41,38,2023-12-27T03:45:35Z,2060000,False,12.0,12.0,1,right,J. Walker putback Layup (8 PTS),[1631133],1610612757.0,POR,putback,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,1.73,Made,,,,,8.0,,,,,,,,,,,,,
207,PT09M45.00S,2023-12-27T03:43:43.3Z,2,REGULAR,turnover,lost ball,[],201580,,,1610612758,41,38,2023-12-27T03:45:36Z,2070000,False,,,0,,J. McGee lost ball TURNOVER (1 TO),"[201580, 1641871]",1610612758.0,SAC,,,,McGee,J. McGee,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,1.0,Reath,1641871.0
208,PT09M45.00S,2023-12-27T03:43:43.3Z,2,REGULAR,steal,,[],1641871,,,1610612757,41,38,2023-12-27T03:45:44Z,2080000,False,,,0,,D. Reath STEAL (1 STL),[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
209,PT09M44.00S,2023-12-27T03:43:47.2Z,2,REGULAR,foul,personal,['2freethrow'],201580,,,1610612757,41,38,2023-12-27T03:43:59Z,2090000,False,,,0,,J. McGee shooting personal FOUL (1 PF) (Walker 2 FT),"[201580, 1631133]",1610612758.0,SAC,shooting,,,McGee,J. McGee,,,,,Restricted Area,0-8 Center,,,,,,1204.0,,,,,1.0,0.0,Walker,1631133.0,,,,,,
211,PT09M44.00S,2023-12-27T03:44:12.8Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1631133,,,1610612757,42,38,2023-12-27T03:44:12Z,2110000,False,,,0,,J. Walker Free Throw 1 of 2 (9 PTS),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
212,PT09M44.00S,2023-12-27T03:44:26.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,42,38,2023-12-27T03:44:26Z,2120000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT09M44.00S,2023-12-27T03:46:18.3Z,2,REGULAR,substitution,out,[],1626168,,,1610612757,42,38,2023-12-27T03:47:09Z,2130000,False,,,0,,SUB out: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT09M44.00S,2023-12-27T03:46:18.3Z,2,REGULAR,substitution,in,[],203084,,,1610612757,42,38,2023-12-27T03:47:09Z,2140000,False,,,0,,SUB in: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT09M44.00S,2023-12-27T03:47:36.0Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1631133,,,1610612757,43,38,2023-12-27T03:47:36Z,2150000,False,,,0,,J. Walker Free Throw 2 of 2 (10 PTS),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
216,PT09M24.00S,2023-12-27T03:47:57.9Z,2,REGULAR,3pt,Jump Shot,[],1628370,8.360709592641262,95.58823529411765,1610612758,43,38,2023-12-27T03:48:04Z,2160000,False,-228.0,26.0,1,left,MISS M. Monk step back 3PT,[1628370],1610612758.0,SAC,step back,,,Monk,M. Monk,,,,,Left Corner 3,24+ Left,22.94,Missed,,,,,,,,,,,,,,,,,,
217,PT09M22.00S,2023-12-27T03:47:59.9Z,2,REGULAR,rebound,offensive,[],201580,,,1610612758,43,38,2023-12-27T03:48:04Z,2170000,False,,,0,,J. McGee REBOUND (Off:1 Def:0),[201580],1610612758.0,SAC,,,,McGee,J. McGee,,,,,Left Corner 3,24+ Left,,,,,216.0,,,,,,,,,,1.0,0.0,1.0,,,
218,PT09M19.00S,2023-12-27T03:48:03.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628368,12.565703022339028,41.911764705882355,1610612758,43,40,2023-12-27T03:48:07Z,2180000,False,40.0,66.0,1,left,D. Fox 7' driving floating Jump Shot (9 PTS) (J. McGee 1 AST),"[1628368, 201580]",1610612758.0,SAC,driving floating,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,7.7,Made,,,,,9.0,J. McGee,201580.0,1.0,,,,,,,,,,
220,PT09M03.00S,2023-12-27T03:48:17.8Z,2,REGULAR,3pt,Jump Shot,[],1641871,92.19776609724047,94.11764705882352,1610612757,43,40,2023-12-27T03:48:23Z,2200000,False,221.0,21.0,1,right,MISS D. Reath 3PT,[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,Right Corner 3,24+ Right,22.16,Missed,,,,,,,,,,,,,,,,,,
221,PT09M01.00S,2023-12-27T03:48:19.8Z,2,REGULAR,rebound,defensive,[],1628368,,,1610612758,43,40,2023-12-27T03:48:23Z,2210000,False,,,0,,D. Fox REBOUND (Off:0 Def:2),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Right Corner 3,24+ Right,,,,,220.0,,,,,,,,,,2.0,2.0,0.0,,,
222,PT08M54.00S,2023-12-27T03:48:27.6Z,2,REGULAR,3pt,Jump Shot,[],203084,6.915243101182654,93.87254901960785,1610612758,43,40,2023-12-27T03:48:32Z,2220000,False,-219.0,13.0,1,left,MISS H. Barnes 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Left Corner 3,24+ Left,21.98,Missed,,,,,,,,,,,,,,,,,,
223,PT08M50.00S,2023-12-27T03:48:31.9Z,2,REGULAR,rebound,offensive,[],1628368,,,1610612758,43,40,2023-12-27T03:48:31Z,2230000,False,,,0,,D. Fox REBOUND (Off:1 Def:2),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Left Corner 3,24+ Left,,,,,222.0,,,,,,,,,,3.0,2.0,1.0,,,
224,PT08M46.00S,2023-12-27T03:48:35.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628370,29.77989487516426,19.607843137254903,1610612758,43,40,2023-12-27T03:48:39Z,2240000,False,152.0,227.0,1,left,MISS M. Monk 27' 3PT,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Right Center,27.35,Missed,,,,,,,,,,,,,,,,,,
225,PT08M42.00S,2023-12-27T03:48:39.8Z,2,REGULAR,rebound,defensive,[],1631133,,,1610612757,43,40,2023-12-27T03:48:39Z,2250000,False,,,0,,J. Walker REBOUND (Off:2 Def:2),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Right Center,,,,,224.0,,,,,,,,,,4.0,2.0,2.0,,,
226,PT08M38.00S,2023-12-27T03:48:45.9Z,2,REGULAR,foul,personal,['2freethrow'],1628370,,,1610612757,43,40,2023-12-27T03:49:17Z,2260000,False,,,0,,M. Monk shooting personal FOUL (1 PF) (Henderson 2 FT),"[1628370, 1630703]",1610612758.0,SAC,shooting,,,Monk,M. Monk,,,,,In The Paint (Non-RA),0-8 Center,,,,,,202041.0,,,,,1.0,0.0,Henderson,1630703.0,,,,,,
228,PT08M38.00S,2023-12-27T03:49:18.5Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1630703,,,1610612757,44,40,2023-12-27T03:50:16Z,2280000,False,,,0,,S. Henderson Free Throw 1 of 2 (4 PTS),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
229,PT08M38.00S,2023-12-27T03:49:19.6Z,2,REGULAR,substitution,out,[],1627763,,,1610612757,44,40,2023-12-27T03:49:32Z,2290000,False,,,0,,SUB out: M. Brogdon,[1627763],1610612757.0,POR,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT08M38.00S,2023-12-27T03:49:19.6Z,2,REGULAR,substitution,out,[],201580,,,1610612757,44,40,2023-12-27T03:49:32Z,2300000,False,,,0,,SUB out: J. McGee,[201580],1610612758.0,SAC,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT08M38.00S,2023-12-27T03:49:19.6Z,2,REGULAR,substitution,out,[],1628368,,,1610612757,44,40,2023-12-27T03:49:32Z,2310000,False,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT08M38.00S,2023-12-27T03:49:19.6Z,2,REGULAR,substitution,in,[],1629014,,,1610612757,44,40,2023-12-27T03:49:32Z,2320000,False,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT08M38.00S,2023-12-27T03:49:19.6Z,2,REGULAR,substitution,in,[],1627734,,,1610612757,44,40,2023-12-27T03:49:32Z,2330000,False,,,0,,SUB in: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT08M38.00S,2023-12-27T03:49:19.6Z,2,REGULAR,substitution,in,[],1631165,,,1610612757,44,40,2023-12-27T03:49:32Z,2340000,False,,,0,,SUB in: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT08M38.00S,2023-12-27T03:49:18.5Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1630703,,,1610612757,45,40,2023-12-27T03:50:16Z,2350000,False,,,0,,S. Henderson Free Throw 2 of 2 (5 PTS),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
236,PT08M19.00S,2023-12-27T03:50:05.4Z,2,REGULAR,2pt,Jump Shot,[],203084,6.652431011826544,32.59803921568628,1610612758,45,40,2023-12-27T03:50:08Z,2360000,False,87.0,10.0,1,left,MISS H. Barnes 8' driving floating Shot,[203084],1610612758.0,SAC,driving floating,,,Barnes,H. Barnes,,,,,Mid-Range,8-16 Right,8.76,Missed,,,,,,,,,,,,,,,,,,
237,PT08M17.00S,2023-12-27T03:50:07.4Z,2,REGULAR,rebound,defensive,[],1631133,,,1610612757,45,40,2023-12-27T03:50:08Z,2370000,False,,,0,,J. Walker REBOUND (Off:2 Def:3),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,Mid-Range,8-16 Right,,,,,236.0,,,,,,,,,,5.0,3.0,2.0,,,
238,PT08M14.00S,2023-12-27T03:50:10.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1641871,93.11760840998686,48.77450980392157,1610612757,47,40,2023-12-27T03:50:15Z,2380000,False,-6.0,12.0,1,right,D. Reath running DUNK (8 PTS) (J. Walker 1 AST),"[1641871, 1631133]",1610612757.0,POR,running,,,Reath,D. Reath,,,,,Restricted Area,0-8 Center,1.36,Made,,,,,8.0,J. Walker,1631133.0,1.0,,,,,,,,,,
240,PT07M56.00S,2023-12-27T03:50:27.2Z,2,REGULAR,3pt,Jump Shot,[],1628370,7.046649145860711,3.1862745098039214,1610612758,47,40,2023-12-27T03:50:30Z,2400000,False,234.0,14.0,1,left,MISS M. Monk 3PT,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Right Corner 3,24+ Right,23.45,Missed,,,,,,,,,,,,,,,,,,
241,PT07M55.00S,2023-12-27T03:50:28.2Z,2,REGULAR,rebound,defensive,[],1629680,,,1610612757,47,40,2023-12-27T03:50:30Z,2410000,False,,,0,,M. Thybulle REBOUND (Off:0 Def:1),[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Right Corner 3,24+ Right,,,,,240.0,,,,,,,,,,1.0,1.0,0.0,,,
242,PT07M50.00S,2023-12-27T03:50:34.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629014,94.03745072273325,47.794117647058826,1610612757,49,40,2023-12-27T03:50:39Z,2420000,False,-11.0,4.0,1,right,A. Simons running finger roll Layup (10 PTS),[1629014],1610612757.0,POR,running finger roll,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,1.15,Made,,,,,10.0,,,,,,,,,,,,,
243,PT07M36.00S,2023-12-27T03:50:55.7Z,2,REGULAR,foul,personal,[],1630703,,,1610612758,49,40,2023-12-27T03:51:11Z,2430000,False,,,0,,S. Henderson personal FOUL (1 PF),"[1630703, 1627734]",1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Restricted Area,0-8 Center,,,,,,202041.0,,,,,1.0,0.0,Sabonis,1627734.0,,,,,,
245,PT07M36.00S,2023-12-27T03:51:03.5Z,2,REGULAR,substitution,out,[],1628370,,,1610612758,49,40,2023-12-27T03:51:20Z,2450000,False,,,0,,SUB out: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT07M36.00S,2023-12-27T03:51:03.5Z,2,REGULAR,substitution,in,[],1631099,,,1610612758,49,40,2023-12-27T03:51:20Z,2460000,False,,,0,,SUB in: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT07M21.00S,2023-12-27T03:51:34.1Z,2,REGULAR,3pt,Jump Shot,[],1628426,21.107095926412615,10.294117647058822,1610612758,49,40,2023-12-27T03:51:38Z,2470000,False,199.0,146.0,1,left,MISS A. Vezenkov 24' pullup 3PT - blocked,"[1628426, 1641871]",1610612758.0,SAC,pullup,,,Vezenkov,A. Vezenkov,,,,,Above the Break 3,24+ Right Center,24.64,Missed,Reath,1641871.0,,,,,,,,,,,,,,,,
267,PT07M21.00S,2023-12-27T03:51:34.1Z,2,REGULAR,block,,[],1641871,,,1610612758,49,40,2023-12-27T03:56:46Z,2475000,False,,,0,,D. Reath BLOCK (1 BLK),[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
248,PT07M20.00S,2023-12-27T03:51:35.1Z,2,REGULAR,rebound,defensive,[],1631133,,,1610612757,49,40,2023-12-27T03:56:46Z,2480000,False,,,0,,J. Walker REBOUND (Off:2 Def:4),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Right Center,,,,,247.0,,,,,,,,,,6.0,4.0,2.0,,,
249,PT07M13.00S,2023-12-27T03:51:42.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1641871,93.51182654402102,53.431372549019606,1610612757,51,40,2023-12-27T03:51:46Z,2490000,False,17.0,8.0,1,right,D. Reath bank Hook (10 PTS) (S. Henderson 4 AST),"[1641871, 1630703]",1610612757.0,POR,bank,,,Reath,D. Reath,,,,,Restricted Area,0-8 Center,1.92,Made,,,,,10.0,S. Henderson,1630703.0,4.0,,,,,,,,,,
251,PT07M08.00S,2023-12-27T03:51:51.5Z,2,REGULAR,foul,offensive,[],1627734,,,1610612758,51,40,2023-12-27T03:51:59Z,2510000,False,,,0,,D. Sabonis charge offensive FOUL (1 PF),"[1627734, 1641871]",1610612758.0,SAC,charge,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,1204.0,,,,,1.0,0.0,Reath,1641871.0,,,,,,
253,PT07M08.00S,2023-12-27T03:51:51.5Z,2,REGULAR,turnover,offensive foul,[],1627734,,,1610612758,51,40,2023-12-27T03:51:51Z,2530000,False,,,0,,D. Sabonis offensive foul TURNOVER (1 TO),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,1204.0,,,,,,,,,,,,1.0,,
254,PT07M08.00S,2023-12-27T03:51:58.3Z,2,REGULAR,substitution,out,[],1628426,,,1610612757,51,40,2023-12-27T03:52:01Z,2540000,False,,,0,,SUB out: A. Vezenkov,[1628426],1610612758.0,SAC,,,,Vezenkov,A. Vezenkov,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT07M08.00S,2023-12-27T03:51:58.3Z,2,REGULAR,substitution,in,[],1628989,,,1610612757,51,40,2023-12-27T03:52:01Z,2550000,False,,,0,,SUB in: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT06M55.00S,2023-12-27T03:52:26.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630703,93.77463863337714,46.81372549019608,1610612757,53,40,2023-12-27T03:52:30Z,2560000,False,-16.0,6.0,1,right,S. Henderson driving reverse Layup (7 PTS),[1630703],1610612757.0,POR,driving reverse,,,Henderson,S. Henderson,,,,,Restricted Area,0-8 Center,1.7,Made,,,,,7.0,,,,,,,,,,,,,
257,PT06M43.00S,2023-12-27T03:52:41.1Z,2,REGULAR,foul,personal,[],1630703,,,1610612758,53,40,2023-12-27T03:52:48Z,2570000,False,,,0,,S. Henderson personal FOUL (2 PF),"[1630703, 1627734]",1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Mid-Range,8-16 Right,,,,,,1204.0,,,,,2.0,0.0,Sabonis,1627734.0,,,,,,
259,PT06M34.00S,2023-12-27T03:53:13.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1627734,6.652431011826544,49.26470588235294,1610612758,53,42,2023-12-27T03:53:19Z,2590000,False,4.0,10.0,1,left,D. Sabonis DUNK (16 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,1.07,Made,,,,,16.0,,,,,,,,,,,,,
