actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
15,PT10M41.00S,2024-03-21T02:12:48.6Z,1,REGULAR,rebound,defensive,[],1629014,,,1610612757,2,0,2024-03-21T02:12:49Z,150000,False,,,0,,A. Simons REBOUND (Off:0 Def:1),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,,
16,PT10M32.00S,2024-03-21T02:12:57.3Z,1,REGULAR,turnover,bad pass,[],1629028,,,1610612757,2,0,2024-03-21T02:13:01Z,160000,False,,,0,,D. Ayton bad pass TURNOVER (1 TO),"[1629028, 1629599]",1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Mid-Range,8-16 Right,,,,,,,,1.0,Coffey,1629599.0,,,,,,,,,,
17,PT10M32.00S,2024-03-21T02:12:57.3Z,1,REGULAR,steal,,[],1629599,,,1610612746,2,0,2024-03-21T02:12:59Z,170000,False,,,0,,A. Coffey STEAL (1 STL),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
18,PT10M21.00S,2024-03-21T02:13:08.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629599,91.5407358738502,94.11764705882352,1610612746,2,0,2024-03-21T02:13:12Z,180000,False,221.0,27.0,1,right,MISS A. Coffey 3PT,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,Right Corner 3,24+ Right,22.22,Missed,,,,,,,,,,,,,,,,,,
19,PT10M18.00S,2024-03-21T02:13:11.3Z,1,REGULAR,rebound,defensive,[],1629014,,,1610612757,2,0,2024-03-21T02:13:12Z,190000,False,,,0,,A. Simons REBOUND (Off:0 Def:2),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Right Corner 3,24+ Right,,,,18.0,2.0,2.0,0.0,,,,,,,,,,,,,
20,PT10M06.00S,2024-03-21T02:13:23.3Z,1,REGULAR,3pt,Jump Shot,[],1630703,30.56833114323259,61.51960784313726,1610612757,2,0,2024-03-21T02:13:28Z,200000,False,-58.0,235.0,1,left,MISS S. Henderson 24' pullup 3PT,[1630703],1610612757.0,POR,pullup,,,Henderson,S. Henderson,,,,,Above the Break 3,24+ Center,24.18,Missed,,,,,,,,,,,,,,,,,,
21,PT10M02.00S,2024-03-21T02:13:27.3Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,2,0,2024-03-21T02:13:28Z,210000,False,,,0,,K. Leonard REBOUND (Off:0 Def:1),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Center,,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,,
22,PT09M59.00S,2024-03-21T02:13:31.6Z,1,REGULAR,foul,personal,[],1629014,,,1610612746,2,0,2024-03-21T02:13:45Z,220000,False,,,0,,A. Simons personal FOUL (1 PF),"[1629014, 201935]",1610612757.0,POR,,,,Simons,A. Simons,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1627534.0,1.0,0.0,Harden,201935.0,,,,,
24,PT09M48.00S,2024-03-21T02:14:03.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,84.44480946123521,58.08823529411765,1610612746,2,0,2024-03-21T02:14:10Z,240000,False,40.0,94.0,1,right,MISS K. Leonard 10' pullup Shot,[202695],1610612746.0,LAC,pullup,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),8-16 Center,10.2,Missed,,,,,,,,,,,,,,,,,,
25,PT09M45.00S,2024-03-21T02:14:06.5Z,1,REGULAR,rebound,defensive,[],1630703,,,1610612757,2,0,2024-03-21T02:14:10Z,250000,False,,,0,,S. Henderson REBOUND (Off:0 Def:1),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,In The Paint (Non-RA),8-16 Center,,,,24.0,1.0,1.0,0.0,,,,,,,,,,,,,
26,PT09M34.00S,2024-03-21T02:14:17.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630703,8.360709592641262,60.29411764705882,1610612757,2,0,2024-03-21T02:14:26Z,260000,False,-51.0,26.0,1,left,MISS S. Henderson driving finger roll Layup,[1630703],1610612757.0,POR,driving finger roll,,,Henderson,S. Henderson,,,,,In The Paint (Non-RA),0-8 Center,5.77,Missed,,,,,,,,,,,,,,,,,,
27,PT09M32.00S,2024-03-21T02:14:19.3Z,1,REGULAR,rebound,defensive,[],202331,,,1610612746,2,0,2024-03-21T02:14:26Z,270000,False,,,0,,P. George REBOUND (Off:0 Def:2),[202331],1610612746.0,LAC,,,,George,P. George,,,,,In The Paint (Non-RA),0-8 Center,,,,26.0,2.0,2.0,0.0,,,,,,,,,,,,,
28,PT09M26.00S,2024-03-21T02:14:25.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",202331,91.93495400788436,52.20588235294118,1610612746,2,2,2024-03-21T02:15:31Z,280000,False,11.0,23.0,1,right,P. George running Layup (2 PTS),[202331],1610612746.0,LAC,running,,,George,P. George,,,,,Restricted Area,0-8 Center,2.58,Made,2.0,,,,,,,,,,,,,,,,,
29,PT09M07.00S,2024-03-21T02:14:44.0Z,1,REGULAR,3pt,Jump Shot,[],1641739,7.30946123521682,3.1862745098039214,1610612757,5,2,2024-03-21T02:14:49Z,290000,False,234.0,16.0,1,left,T. Camara 3PT  (3 PTS) (K. Murray 1 AST),"[1641739, 1631200]",1610612757.0,POR,,,,Camara,T. Camara,,,,,Right Corner 3,24+ Right,23.47,Made,3.0,,,,,,,,,,,,,K. Murray,1631200.0,1.0,,
31,PT08M54.00S,2024-03-21T02:14:58.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627826,82.9993429697766,50.245098039215684,1610612746,5,2,2024-03-21T02:18:10Z,310000,False,1.0,107.0,1,right,MISS I. Zubac 10' floating Shot - blocked,"[1627826, 1629028]",1610612746.0,LAC,floating,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Center,10.73,Missed,,,,,,,,,,,,,,,,,Ayton,1629028.0
114,PT08M54.00S,2024-03-21T02:14:58.9Z,1,REGULAR,block,,[],1629028,,,1610612746,5,2,2024-03-21T02:31:22Z,320000,False,,,0,,D. Ayton BLOCK (1 BLK),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
33,PT08M53.00S,2024-03-21T02:14:59.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612757,5,2,2024-03-21T02:18:10Z,330000,False,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,31.0,,,,,,,,,,,,,,,,
34,PT08M46.00S,2024-03-21T02:15:20.3Z,1,REGULAR,2pt,Jump Shot,[],1630703,15.193823915900131,75.98039215686273,1610612757,7,2,2024-03-21T02:15:23Z,340000,False,-130.0,90.0,1,left,S. Henderson 15' pullup Jump Shot (4 PTS),[1630703],1610612757.0,POR,pullup,,,Henderson,S. Henderson,,,,,Mid-Range,8-16 Left,15.82,Made,4.0,,,,,,,,,,,,,,,,,
35,PT08M22.00S,2024-03-21T02:15:43.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,81.02825229960578,34.31372549019608,1610612746,7,2,2024-03-21T02:15:46Z,350000,False,-78.0,126.0,1,right,MISS K. Leonard 14' pullup Shot,[202695],1610612746.0,LAC,pullup,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),8-16 Left,14.82,Missed,,,,,,,,,,,,,,,,,,
36,PT08M20.00S,2024-03-21T02:15:45.3Z,1,REGULAR,rebound,defensive,[],1631200,,,1610612757,7,2,2024-03-21T02:15:46Z,360000,False,,,0,,K. Murray REBOUND (Off:0 Def:1),[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,In The Paint (Non-RA),8-16 Left,,,,35.0,1.0,1.0,0.0,,,,,,,,,,,,,
37,PT08M12.00S,2024-03-21T02:15:53.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629028,17.821944809461236,49.50980392156863,1610612757,7,2,2024-03-21T02:30:44Z,370000,False,2.0,115.0,1,left,MISS D. Ayton 11' turnaround fadeaway Shot,[1629028],1610612757.0,POR,turnaround fadeaway,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Center,11.5,Missed,,,,,,,,,,,,,,,,,,
38,PT08M08.00S,2024-03-21T02:15:57.7Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,7,2,2024-03-21T02:15:59Z,380000,False,,,0,,I. Zubac REBOUND (Off:1 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Center,,,,37.0,2.0,1.0,1.0,,,,,,,,,,,,,
39,PT07M44.00S,2024-03-21T02:16:21.4Z,1,REGULAR,3pt,Jump Shot,[],201935,74.06373193166885,15.686274509803921,1610612746,7,2,2024-03-21T02:16:25Z,390000,False,-172.0,191.0,1,right,MISS J. Harden 25' 3PT,[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Left Center,25.7,Missed,,,,,,,,,,,,,,,,,,
40,PT07M43.00S,2024-03-21T02:16:23.8Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,7,2,2024-03-21T02:16:23Z,400000,False,,,0,,I. Zubac REBOUND (Off:2 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Left Center,,,,39.0,3.0,1.0,2.0,,,,,,,,,,,,,
41,PT07M42.00S,2024-03-21T02:16:24.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627826,92.32917214191852,46.568627450980394,1610612746,7,4,2024-03-21T02:16:31Z,410000,False,-17.0,20.0,1,right,I. Zubac putback Layup (2 PTS),[1627826],1610612746.0,LAC,putback,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,2.61,Made,2.0,,,,,,,,,,,,,,,,,
42,PT07M28.00S,2024-03-21T02:16:38.7Z,1,REGULAR,3pt,Jump Shot,[],1631200,11.383048620236531,2.696078431372549,1610612757,10,4,2024-03-21T02:16:42Z,420000,False,237.0,55.0,1,left,K. Murray 24' 3PT  (3 PTS) (S. Henderson 1 AST),"[1631200, 1630703]",1610612757.0,POR,,,,Murray,K. Murray,,,,,Right Corner 3,24+ Right,24.27,Made,3.0,,,,,,,,,,,,,S. Henderson,1630703.0,1.0,,
44,PT07M06.00S,2024-03-21T02:16:59.1Z,1,REGULAR,2pt,Jump Shot,[],201935,92.85479632063075,72.79411764705883,1610612746,10,6,2024-03-21T02:17:03Z,440000,False,114.0,15.0,1,right,J. Harden 11' step back Jump Shot (2 PTS),[201935],1610612746.0,LAC,step back,,,Harden,J. Harden,,,,,Mid-Range,8-16 Right,11.49,Made,2.0,,,,,,,,,,,,,,,,,
45,PT06M53.00S,2024-03-21T02:17:13.5Z,1,REGULAR,2pt,Jump Shot,[],1629028,21.50131406044678,45.83333333333333,1610612757,12,6,2024-03-21T02:17:16Z,450000,False,21.0,150.0,1,left,D. Ayton 15' Jump Shot (2 PTS) (T. Camara 1 AST),"[1629028, 1641739]",1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Mid-Range,8-16 Center,15.1,Made,2.0,,,,,,,,,,,,,T. Camara,1641739.0,1.0,,
47,PT06M31.00S,2024-03-21T02:17:35.5Z,1,REGULAR,3pt,Jump Shot,[],1629599,68.54467805519053,69.6078431372549,1610612746,12,6,2024-03-21T02:17:43Z,470000,False,98.0,243.0,1,right,MISS A. Coffey 26' 3PT,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,Above the Break 3,24+ Right Center,26.22,Missed,,,,,,,,,,,,,,,,,,
48,PT06M27.00S,2024-03-21T02:17:39.5Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612757,12,6,2024-03-21T02:17:43Z,480000,False,,,0,,D. Ayton REBOUND (Off:0 Def:2),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Above the Break 3,24+ Right Center,,,,47.0,2.0,2.0,0.0,,,,,,,,,,,,,
49,PT06M19.00S,2024-03-21T02:17:46.7Z,1,REGULAR,turnover,bad pass,[],1630703,,,1610612757,12,6,2024-03-21T02:17:52Z,490000,False,,,0,,S. Henderson bad pass TURNOVER (1 TO),"[1630703, 1627826]",1610612757.0,POR,,,,Henderson,S. Henderson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1.0,Zubac,1627826.0,,,,,,,,,,
50,PT06M19.00S,2024-03-21T02:17:46.7Z,1,REGULAR,steal,,[],1627826,,,1610612746,12,6,2024-03-21T02:21:03Z,500000,False,,,0,,I. Zubac STEAL (1 STL),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
51,PT06M15.00S,2024-03-21T02:17:51.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629599,92.72339027595268,45.83333333333333,1610612746,12,8,2024-03-21T02:17:56Z,510000,False,-21.0,16.0,1,right,A. Coffey running Layup (2 PTS),[1629599],1610612746.0,LAC,running,,,Coffey,A. Coffey,,,,,Restricted Area,0-8 Center,2.62,Made,2.0,,,,,,,,,,,,,,,,,
52,PT06M00.00S,2024-03-21T02:18:05.9Z,1,REGULAR,3pt,Jump Shot,[],1629014,31.61957950065703,29.901960784313726,1610612757,12,8,2024-03-21T02:18:09Z,520000,False,100.0,245.0,1,left,MISS A. Simons 26' pullup 3PT,[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,26.45,Missed,,,,,,,,,,,,,,,,,,
53,PT05M58.00S,2024-03-21T02:18:07.9Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,12,8,2024-03-21T02:18:09Z,530000,False,,,0,,I. Zubac REBOUND (Off:2 Def:2),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Right Center,,,,52.0,4.0,2.0,2.0,,,,,,,,,,,,,
54,PT05M52.00S,2024-03-21T02:18:15.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202331,79.84559789750328,34.80392156862745,1610612746,12,10,2024-03-21T02:18:23Z,540000,False,-76.0,137.0,1,right,P. George 15' pullup bank Jump Shot (4 PTS),[202331],1610612746.0,LAC,pullup bank,,,George,P. George,,,,,In The Paint (Non-RA),8-16 Center,15.67,Made,4.0,,,,,,,,,,,,,,,,,
55,PT05M52.00S,2024-03-21T02:18:19.2Z,1,REGULAR,foul,personal,['1freethrow'],1630703,,,1610612746,12,10,2024-03-21T02:18:30Z,550000,False,,,0,,S. Henderson shooting personal FOUL (1 PF) (George 1 FT),"[1630703, 202331]",1610612757.0,POR,shooting,,,Henderson,S. Henderson,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,202007.0,1.0,0.0,George,202331.0,,,,,
58,PT05M52.00S,2024-03-21T02:18:38.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,12,10,2024-03-21T02:18:38Z,570000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT05M52.00S,2024-03-21T02:20:43.7Z,1,REGULAR,substitution,out,[],1641739,,,1610612746,12,10,2024-03-21T02:21:16Z,580000,False,,,0,,SUB out: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT05M52.00S,2024-03-21T02:20:43.7Z,1,REGULAR,substitution,out,[],1630703,,,1610612746,12,10,2024-03-21T02:21:16Z,590000,False,,,0,,SUB out: S. Henderson,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT05M52.00S,2024-03-21T02:20:43.7Z,1,REGULAR,substitution,in,[],1631133,,,1610612746,12,10,2024-03-21T02:21:16Z,600000,False,,,0,,SUB in: J. Walker,[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT05M52.00S,2024-03-21T02:20:43.7Z,1,REGULAR,substitution,in,[],1630625,,,1610612746,12,10,2024-03-21T02:21:16Z,610000,False,,,0,,SUB in: D. Banton,[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT05M52.00S,2024-03-21T02:21:44.6Z,1,REGULAR,freethrow,1 of 1,[],202331,,,1610612746,12,11,2024-03-21T02:21:44Z,620000,False,,,0,,P. George Free Throw 1 of 1 (5 PTS),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
64,PT05M29.00S,2024-03-21T02:22:10.5Z,1,REGULAR,3pt,Jump Shot,[],1630625,30.17411300919842,73.2843137254902,1610612757,12,11,2024-03-21T02:22:16Z,630000,False,-116.0,231.0,1,left,MISS D. Banton 25' 3PT,[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,Above the Break 3,24+ Left Center,25.88,Missed,,,,,,,,,,,,,,,,,,
65,PT05M26.00S,2024-03-21T02:22:13.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612746,12,11,2024-03-21T02:22:16Z,640000,False,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Above the Break 3,24+ Left Center,,,,64.0,,,,,,,,,,,,,,,,
67,PT05M14.00S,2024-03-21T02:22:32.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627826,92.06636005256242,50.73529411764706,1610612746,12,13,2024-03-21T02:22:36Z,660000,False,4.0,22.0,1,right,I. Zubac cutting DUNK (4 PTS) (J. Harden 1 AST),"[1627826, 201935]",1610612746.0,LAC,cutting,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,2.24,Made,4.0,,,,,,,,,,,,,J. Harden,201935.0,1.0,,
69,PT04M54.00S,2024-03-21T02:22:52.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631200,7.440867279894875,52.94117647058824,1610612757,14,13,2024-03-21T02:22:58Z,680000,False,-15.0,17.0,1,left,K. Murray cutting Layup (5 PTS) (D. Ayton 1 AST),"[1631200, 1629028]",1610612757.0,POR,cutting,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,2.28,Made,5.0,,,,,,,,,,,,,D. Ayton,1629028.0,1.0,,
71,PT04M40.00S,2024-03-21T02:23:05.5Z,1,REGULAR,3pt,Jump Shot,[],201935,89.04402102496715,94.85294117647058,1610612746,14,16,2024-03-21T02:23:09Z,700000,False,224.0,50.0,1,right,J. Harden 3PT step back (5 PTS) (I. Zubac 1 AST),"[201935, 1627826]",1610612746.0,LAC,step back,,,Harden,J. Harden,,,,,Right Corner 3,24+ Right,22.99,Made,5.0,,,,,,,,,,,,,I. Zubac,1627826.0,1.0,,
73,PT04M25.00S,2024-03-21T02:23:20.6Z,1,REGULAR,3pt,Jump Shot,[],1631200,7.966491458607096,2.696078431372549,1610612757,14,16,2024-03-21T02:23:29Z,720000,False,237.0,22.0,1,left,MISS K. Murray 3PT,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,Right Corner 3,24+ Right,23.76,Missed,,,,,,,,,,,,,,,,,,
74,PT04M18.00S,2024-03-21T02:23:27.6Z,1,REGULAR,rebound,offensive,[],1630625,,,1610612757,14,16,2024-03-21T02:23:29Z,730000,False,,,0,,D. Banton REBOUND (Off:1 Def:0),[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,Right Corner 3,24+ Right,,,,73.0,1.0,0.0,1.0,,,,,,,,,,,,,
75,PT04M18.00S,2024-03-21T02:23:27.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630625,5.590000152587891,50.0,1610612757,16,16,2024-03-21T02:23:27Z,740000,False,0.0,0.0,1,left,D. Banton tip Layup (2 PTS),[1630625],1610612757.0,POR,tip,,,Banton,D. Banton,,,,,Mid-Range,8-16 Left,0.0,Made,2.0,,,,,,,,,,,,,,,,,
76,PT04M08.00S,2024-03-21T02:23:40.1Z,1,REGULAR,foul,personal,[],1631133,,,1610612746,16,16,2024-03-21T02:24:01Z,750000,False,,,0,,J. Walker personal FOUL (1 PF),"[1631133, 201935]",1610612757.0,POR,,,,Walker,J. Walker,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,2534.0,1.0,0.0,Harden,201935.0,,,,,
78,PT03M55.00S,2024-03-21T02:24:15.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627826,92.32917214191852,53.92156862745098,1610612746,16,18,2024-03-21T02:24:22Z,770000,False,20.0,20.0,1,right,I. Zubac alley-oop Layup (6 PTS) (J. Harden 2 AST),"[1627826, 201935]",1610612746.0,LAC,alley-oop,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,2.77,Made,6.0,,,,,,,,,,,,,J. Harden,201935.0,2.0,,
80,PT03M39.00S,2024-03-21T02:24:35.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629028,10.988830486202366,48.28431372549019,1610612757,18,18,2024-03-21T02:24:45Z,790000,False,9.0,51.0,1,left,D. Ayton turnaround Hook (4 PTS) (K. Murray 2 AST),"[1629028, 1631200]",1610612757.0,POR,turnaround,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,5.15,Made,4.0,,,,,,,,,,,,,K. Murray,1631200.0,2.0,,
82,PT03M39.00S,2024-03-21T02:24:39.0Z,1,REGULAR,foul,personal,['1freethrow'],201935,,,1610612757,18,18,2024-03-21T02:24:49Z,810000,False,,,0,,J. Harden shooting personal FOUL (1 PF) (Ayton 1 FT),"[201935, 1629028]",1610612746.0,LAC,shooting,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627534.0,1.0,0.0,Ayton,1629028.0,,,,,
84,PT03M39.00S,2024-03-21T02:24:51.9Z,1,REGULAR,substitution,out,[],201935,,,1610612757,18,18,2024-03-21T02:25:22Z,830000,False,,,0,,SUB out: J. Harden,[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
