actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal
83,PT04M46.00S,2024-02-14T03:25:37.9Z,1,REGULAR,3pt,Jump Shot,[],1629675,69.20170827858082,21.07843137254902,1610612750,13,16,2024-02-14T03:25:42Z,830000,False,-145.0,237.0,1,right,MISS N. Reid 27' 3PT,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Left Center,27.76,Missed,,,,,,,,,,,,,,,,,,
84,PT04M43.00S,2024-02-14T03:25:40.9Z,1,REGULAR,rebound,defensive,[],1629014,,,1610612757,13,16,2024-02-14T03:25:42Z,840000,False,,,0,,A. Simons REBOUND (Off:0 Def:1),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,83.0,,,1.0,1.0,0.0
85,PT04M35.00S,2024-02-14T03:25:48.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629028,18.084756898817346,46.568627450980394,1610612757,15,16,2024-02-14T04:12:30Z,850000,False,17.0,117.0,1,left,D. Ayton 11' turnaround fadeaway Jump Shot (6 PTS) (J. Grant 1 AST),"[1629028, 203924]",1610612757.0,POR,turnaround fadeaway,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Center,11.88,Made,6.0,J. Grant,203924.0,1.0,,,,,,,,,,,,,,
87,PT04M32.00S,2024-02-14T03:25:55.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,15,16,2024-02-14T03:25:55Z,870000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M32.00S,2024-02-14T03:28:18.7Z,1,REGULAR,substitution,out,[],1629028,,,1610612750,15,16,2024-02-14T03:28:54Z,880000,False,,,0,,SUB out: D. Ayton,[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M32.00S,2024-02-14T03:28:18.7Z,1,REGULAR,substitution,out,[],203924,,,1610612750,15,16,2024-02-14T03:28:54Z,890000,False,,,0,,SUB out: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M32.00S,2024-02-14T03:28:18.7Z,1,REGULAR,substitution,out,[],1641739,,,1610612750,15,16,2024-02-14T03:28:54Z,900000,False,,,0,,SUB out: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M32.00S,2024-02-14T03:28:18.7Z,1,REGULAR,substitution,out,[],1630183,,,1610612750,15,16,2024-02-14T03:28:54Z,910000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M32.00S,2024-02-14T03:28:18.7Z,1,REGULAR,substitution,out,[],201144,,,1610612750,15,16,2024-02-14T03:28:54Z,920000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M32.00S,2024-02-14T03:28:18.7Z,1,REGULAR,substitution,in,[],1630625,,,1610612750,15,16,2024-02-14T03:28:54Z,930000,False,,,0,,SUB in: D. Banton,[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M32.00S,2024-02-14T03:28:18.7Z,1,REGULAR,substitution,in,[],1631133,,,1610612750,15,16,2024-02-14T03:28:54Z,940000,False,,,0,,SUB in: J. Walker,[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M32.00S,2024-02-14T03:28:18.7Z,1,REGULAR,substitution,in,[],1641871,,,1610612750,15,16,2024-02-14T03:28:54Z,950000,False,,,0,,SUB in: D. Reath,[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M32.00S,2024-02-14T03:28:18.7Z,1,REGULAR,substitution,in,[],203937,,,1610612750,15,16,2024-02-14T03:28:54Z,960000,False,,,0,,SUB in: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M32.00S,2024-02-14T03:28:18.7Z,1,REGULAR,substitution,in,[],1629638,,,1610612750,15,16,2024-02-14T03:28:54Z,970000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M18.00S,2024-02-14T03:29:04.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,93.9060446780552,46.568627450980394,1610612750,15,18,2024-02-14T03:29:08Z,980000,False,-17.0,5.0,1,right,N. Reid driving Layup (2 PTS) (K. Anderson 1 AST),"[1629675, 203937]",1610612750.0,MIN,driving,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,1.79,Made,2.0,K. Anderson,203937.0,1.0,,,,,,,,,,,,,,
101,PT04M05.00S,2024-02-14T03:29:17.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631133,5.863994743758213,47.549019607843135,1610612757,17,18,2024-02-14T03:29:21Z,1000000,False,12.0,3.0,1,left,J. Walker Layup (2 PTS) (S. Henderson 1 AST),"[1631133, 1630703]",1610612757.0,POR,,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,1.26,Made,2.0,S. Henderson,1630703.0,1.0,,,,,,,,,,,,,,
103,PT03M54.00S,2024-02-14T03:29:30.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,93.9060446780552,49.01960784313725,1610612750,17,20,2024-02-14T03:29:40Z,1020000,False,-5.0,5.0,1,right,N. Alexander-Walker driving Layup (2 PTS),[1629638],1610612750.0,MIN,driving,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,0.69,Made,2.0,,,,,,,,,,,,,,,,,
104,PT03M54.00S,2024-02-14T03:29:37.9Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629014,,,1610612750,17,20,2024-02-14T03:29:43Z,1030000,False,,,0,,A. Simons shooting personal FOUL (1 PF) (Alexander-Walker 1 FT),"[1629014, 1629638]",1610612757.0,POR,shooting,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,,,,,,,2003.0,1.0,0.0,Alexander-Walker,1629638.0,,,,,,,,,
106,PT03M54.00S,2024-02-14T03:29:43.8Z,1,REGULAR,substitution,out,[],203497,,,1610612750,17,20,2024-02-14T03:30:30Z,1050000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M54.00S,2024-02-14T03:29:43.8Z,1,REGULAR,substitution,in,[],1626157,,,1610612750,17,20,2024-02-14T03:30:30Z,1060000,False,,,0,,SUB in: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M54.00S,2024-02-14T03:30:03.8Z,1,REGULAR,freethrow,1 of 1,[],1629638,,,1610612750,17,21,2024-02-14T03:30:03Z,1070000,False,,,0,,N. Alexander-Walker Free Throw 1 of 1 (3 PTS),[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
109,PT03M33.00S,2024-02-14T03:30:27.4Z,1,REGULAR,3pt,Jump Shot,[],1629014,34.37910643889619,52.450980392156865,1610612757,17,21,2024-02-14T03:30:32Z,1080000,False,-12.0,271.0,1,left,MISS A. Simons 27' pullup 3PT,[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,Above the Break 3,24+ Center,27.1,Missed,,,,,,,,,,,,,,,,,,
110,PT03M29.00S,2024-02-14T03:30:31.4Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,17,21,2024-02-14T03:30:32Z,1090000,False,,,0,,A. Edwards REBOUND (Off:0 Def:1),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,109.0,,,1.0,1.0,0.0
111,PT03M23.00S,2024-02-14T03:30:36.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630162,69.72733245729303,77.69607843137256,1610612750,17,24,2024-02-14T03:30:48Z,1100000,False,138.0,232.0,1,right,A. Edwards 27' 3PT running pullup (10 PTS),[1630162],1610612750.0,MIN,running pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,27.03,Made,10.0,,,,,,,,,,,,,,,,,
113,PT03M06.00S,2024-02-14T03:30:58.7Z,1,REGULAR,substitution,out,[],1629014,,,1610612757,17,24,2024-02-14T03:31:03Z,1120000,False,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M06.00S,2024-02-14T03:30:58.7Z,1,REGULAR,substitution,in,[],203924,,,1610612757,17,24,2024-02-14T03:31:03Z,1130000,False,,,0,,SUB in: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M59.00S,2024-02-14T03:31:23.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203924,9.674770039421814,49.01960784313725,1610612757,17,24,2024-02-14T03:31:28Z,1150000,False,5.0,38.0,1,left,MISS J. Grant driving floating Shot,[203924],1610612757.0,POR,driving floating,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,3.87,Missed,,,,,,,,,,,,,,,,,,
117,PT02M58.00S,2024-02-14T03:31:24.6Z,1,REGULAR,rebound,offensive,[],1641871,,,1610612757,17,24,2024-02-14T03:31:24Z,1160000,False,,,0,,D. Reath REBOUND (Off:1 Def:0),[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,116.0,,,1.0,0.0,1.0
118,PT02M58.00S,2024-02-14T03:31:26.2Z,1,REGULAR,foul,personal,['2freethrow'],1626157,,,1610612757,17,24,2024-02-14T03:31:35Z,1170000,False,,,0,,K. Towns shooting personal FOUL (2 PF) (Reath 2 FT),"[1626157, 1641871]",1610612750.0,MIN,shooting,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,,,2003.0,2.0,0.0,Reath,1641871.0,,,,,,,,,
120,PT02M58.00S,2024-02-14T03:31:51.3Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1641871,,,1610612757,17,24,2024-02-14T03:31:51Z,1190000,False,,,0,,MISS D. Reath Free Throw 1 of 2,[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
121,PT02M58.00S,2024-02-14T03:31:51.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,17,24,2024-02-14T03:31:51Z,1200000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,,,,,
122,PT02M58.00S,2024-02-14T03:32:11.1Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1641871,,,1610612757,18,24,2024-02-14T03:32:11Z,1210000,False,,,0,,D. Reath Free Throw 2 of 2 (1 PTS),[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
123,PT02M50.00S,2024-02-14T03:32:23.6Z,1,REGULAR,3pt,Jump Shot,[],1626157,73.80091984231275,82.84313725490196,1610612750,18,24,2024-02-14T03:32:28Z,1220000,False,164.0,194.0,1,right,MISS K. Towns 25' 3PT,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Right Center,25.4,Missed,,,,,,,,,,,,,,,,,,
124,PT02M46.00S,2024-02-14T03:32:27.6Z,1,REGULAR,rebound,defensive,[],1630625,,,1610612757,18,24,2024-02-14T03:32:28Z,1230000,False,,,0,,D. Banton REBOUND (Off:0 Def:1),[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,123.0,,,1.0,1.0,0.0
125,PT02M40.00S,2024-02-14T03:32:32.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630625,8.09789750328515,49.26470588235294,1610612757,18,24,2024-02-14T03:32:41Z,1240000,False,4.0,24.0,1,left,MISS D. Banton running Layup,[1630625],1610612757.0,POR,running,,,Banton,D. Banton,,,,,Restricted Area,0-8 Center,2.39,Missed,,,,,,,,,,,,,,,,,,
127,PT02M38.00S,2024-02-14T03:32:34.8Z,1,REGULAR,rebound,defensive,[],203937,,,1610612750,18,24,2024-02-14T03:32:41Z,1260000,False,,,0,,K. Anderson REBOUND (Off:0 Def:1),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,125.0,,,1.0,1.0,0.0
128,PT02M35.00S,2024-02-14T03:32:37.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630162,79.71419185282524,91.17647058823529,1610612750,18,27,2024-02-14T03:32:46Z,1270000,False,206.0,138.0,1,right,A. Edwards 24' 3PT running (13 PTS) (K. Anderson 2 AST),"[1630162, 203937]",1610612750.0,MIN,running,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,24.8,Made,13.0,K. Anderson,203937.0,2.0,,,,,,,,,,,,,,
130,PT02M13.00S,2024-02-14T03:32:59.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630703,4.155716162943495,50.245098039215684,1610612757,20,27,2024-02-14T03:33:03Z,1290000,False,-1.0,-13.0,1,left,S. Henderson driving Layup (4 PTS),[1630703],1610612757.0,POR,driving,,,Henderson,S. Henderson,,,,,Restricted Area,0-8 Center,1.35,Made,4.0,,,,,,,,,,,,,,,,,
131,PT02M05.00S,2024-02-14T03:33:10.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641871,,,1610612750,20,27,2024-02-14T03:33:21Z,1300000,False,,,0,,D. Reath shooting personal FOUL (1 PF) (Towns 2 FT),"[1641871, 1626157]",1610612757.0,POR,shooting,,,Reath,D. Reath,,,,,Restricted Area,0-8 Center,,,,,,,2003.0,1.0,0.0,Towns,1626157.0,,,,,,,,,
133,PT02M05.00S,2024-02-14T03:33:44.3Z,1,REGULAR,freethrow,1 of 2,[],1626157,,,1610612750,20,28,2024-02-14T03:33:44Z,1320000,False,,,0,,K. Towns Free Throw 1 of 2 (3 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
134,PT02M05.00S,2024-02-14T03:34:03.9Z,1,REGULAR,freethrow,2 of 2,[],1626157,,,1610612750,20,29,2024-02-14T03:34:03Z,1330000,False,,,0,,K. Towns Free Throw 2 of 2 (4 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
135,PT01M52.00S,2024-02-14T03:34:18.1Z,1,REGULAR,3pt,Jump Shot,[],1630703,28.33442838370565,18.627450980392158,1610612757,23,29,2024-02-14T03:34:23Z,1340000,False,157.0,214.0,1,left,S. Henderson 26' 3PT  (7 PTS) (J. Grant 2 AST),"[1630703, 203924]",1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Above the Break 3,24+ Right Center,26.52,Made,7.0,J. Grant,203924.0,2.0,,,,,,,,,,,,,,
137,PT01M43.00S,2024-02-14T03:34:31.0Z,1,REGULAR,foul,offensive,[],1626157,,,1610612750,23,29,2024-02-14T03:34:40Z,1360000,False,,,0,,K. Towns charge offensive FOUL (3 PF),"[1626157, 1641871]",1610612750.0,MIN,charge,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,,,1629178.0,3.0,0.0,Reath,1641871.0,,,,,,,,,
139,PT01M43.00S,2024-02-14T03:34:31.0Z,1,REGULAR,turnover,offensive foul,[],1626157,,,1610612750,23,29,2024-02-14T03:34:31Z,1380000,False,,,0,,K. Towns offensive foul TURNOVER (3 TO),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,,,1629178.0,,,,,3.0,,,,,,,,
140,PT01M43.00S,2024-02-14T03:34:45.2Z,1,REGULAR,substitution,out,[],1626157,,,1610612757,23,29,2024-02-14T03:34:55Z,1390000,False,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M43.00S,2024-02-14T03:34:45.2Z,1,REGULAR,substitution,in,[],1628420,,,1610612757,23,29,2024-02-14T03:34:55Z,1400000,False,,,0,,SUB in: M. Morris,[1628420],1610612750.0,MIN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M24.00S,2024-02-14T03:35:17.3Z,1,REGULAR,turnover,lost ball,[],1630625,,,1610612757,23,29,2024-02-14T03:41:20Z,1410000,False,,,0,,D. Banton lost ball TURNOVER (1 TO),"[1630625, 1629675]",1610612757.0,POR,,,,Banton,D. Banton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,1.0,Reid,1629675.0,,,,,,
143,PT01M24.00S,2024-02-14T03:35:17.3Z,1,REGULAR,steal,,[],1629675,,,1610612750,23,29,2024-02-14T03:35:18Z,1420000,False,,,0,,N. Reid STEAL (1 STL),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
144,PT01M10.00S,2024-02-14T03:35:31.0Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630162,91.5407358738502,82.59803921568627,1610612750,23,31,2024-02-14T03:36:59Z,1430000,False,163.0,27.0,1,right,A. Edwards 16' pullup Jump Shot (15 PTS),[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Right,16.52,Made,15.0,,,,,,,,,,,,,,,,,
145,PT00M59.20S,2024-02-14T03:35:45.9Z,1,REGULAR,foul,offensive,['inpenalty'],203924,,,1610612757,23,31,2024-02-14T03:37:46Z,1440000,False,,,0,,J. Grant charge offensive FOUL (2 PF),"[203924, 1629638]",1610612757.0,POR,charge,,,Grant,J. Grant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2003.0,2.0,0.0,Alexander-Walker,1629638.0,,,,,,,,,
147,PT00M59.20S,2024-02-14T03:35:45.9Z,1,REGULAR,turnover,offensive foul,[],203924,,,1610612757,23,31,2024-02-14T03:35:45Z,1460000,False,,,0,,J. Grant offensive foul TURNOVER (3 TO),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2003.0,,,,,3.0,,,,,,,,
148,PT00M48.60S,2024-02-14T03:36:12.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629675,69.07030223390277,72.79411764705883,1610612750,23,34,2024-02-14T03:36:17Z,1470000,False,114.0,238.0,1,right,N. Reid 26' 3PT  (5 PTS) (A. Edwards 1 AST),"[1629675, 1630162]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Right Center,26.41,Made,5.0,A. Edwards,1630162.0,1.0,,,,,,,,,,,,,,
150,PT00M39.40S,2024-02-14T03:36:24.0Z,1,REGULAR,turnover,bad pass,[],1630625,,,1610612757,23,34,2024-02-14T03:36:27Z,1490000,False,,,0,,D. Banton bad pass TURNOVER (2 TO),"[1630625, 1628420]",1610612757.0,POR,,,,Banton,D. Banton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,2.0,Morris,1628420.0,,,,,,
151,PT00M39.40S,2024-02-14T03:36:24.0Z,1,REGULAR,steal,,[],1628420,,,1610612750,23,34,2024-02-14T03:36:25Z,1500000,False,,,0,,M. Morris STEAL (1 STL),[1628420],1610612750.0,MIN,,,,Morris,M. Morris,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
152,PT00M30.10S,2024-02-14T03:36:33.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630162,81.15965834428384,93.38235294117648,1610612750,23,34,2024-02-14T03:36:37Z,1510000,False,217.0,125.0,1,right,MISS A. Edwards 25' 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,25.01,Missed,,,,,,,,,,,,,,,,,,
153,PT00M27.10S,2024-02-14T03:36:36.4Z,1,REGULAR,rebound,defensive,[],1630625,,,1610612757,23,34,2024-02-14T03:36:37Z,1520000,False,,,0,,D. Banton REBOUND (Off:0 Def:2),[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,152.0,,,2.0,2.0,0.0
154,PT00M08.20S,2024-02-14T03:36:56.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203924,7.30946123521682,49.01960784313725,1610612757,25,34,2024-02-14T03:37:02Z,1530000,False,5.0,16.0,1,left,J. Grant driving floating Jump Shot (2 PTS) (D. Banton 1 AST),"[203924, 1630625]",1610612757.0,POR,driving floating,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,1.69,Made,2.0,D. Banton,1630625.0,1.0,,,,,,,,,,,,,,
156,PT00M01.60S,2024-02-14T03:37:07.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630162,92.72339027595268,51.71568627450981,1610612750,25,36,2024-02-14T03:37:16Z,1550000,False,9.0,16.0,1,right,A. Edwards driving floating bank Jump Shot (17 PTS),[1630162],1610612750.0,MIN,driving floating bank,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,1.81,Made,17.0,,,,,,,,,,,,,,,,,
157,PT00M01.60S,2024-02-14T03:37:11.3Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1631133,,,1610612750,25,36,2024-02-14T03:37:17Z,1560000,False,,,0,,J. Walker shooting personal FOUL (1 PF) (Edwards 1 FT),"[1631133, 1630162]",1610612757.0,POR,shooting,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,,,,,,,2003.0,1.0,0.0,Edwards,1630162.0,,,,,,,,,
159,PT00M01.60S,2024-02-14T03:37:32.4Z,1,REGULAR,freethrow,1 of 1,[],1630162,,,1610612750,25,37,2024-02-14T03:37:32Z,1580000,False,,,0,,A. Edwards Free Throw 1 of 1 (18 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
160,PT00M00.00S,2024-02-14T03:37:44.7Z,1,REGULAR,3pt,Jump Shot,[],1630703,80.50262812089356,69.6078431372549,1610612757,25,37,2024-02-14T03:38:22Z,1590000,False,-98.0,704.0,1,left,MISS S. Henderson 71' 3PT,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Mid-Range,16-24 Right Center,71.1,Missed,,,,,,,,,,,,,,,,,,
161,PT00M00.00S,2024-02-14T03:37:44.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,25,37,2024-02-14T03:38:22Z,1600000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,160.0,,,,,
162,PT00M00.00S,2024-02-14T03:37:51.8Z,1,REGULAR,period,end,[],0,,,1610612757,25,37,2024-02-14T03:37:51Z,1610000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2024-02-14T03:38:16.4Z,2,REGULAR,substitution,out,['startperiod'],1641871,,,1610612757,25,37,2024-02-14T03:40:08Z,1620000,False,,,0,,SUB out: D. Reath,[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2024-02-14T03:38:16.4Z,2,REGULAR,substitution,out,['startperiod'],1630162,,,1610612757,25,37,2024-02-14T03:40:08Z,1630000,False,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2024-02-14T03:38:16.4Z,2,REGULAR,substitution,out,['startperiod'],1629675,,,1610612757,25,37,2024-02-14T03:40:08Z,1640000,False,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2024-02-14T03:38:16.4Z,2,REGULAR,substitution,in,['startperiod'],1629028,,,1610612757,25,37,2024-02-14T03:40:08Z,1650000,False,,,0,,SUB in: D. Ayton,[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2024-02-14T03:38:16.4Z,2,REGULAR,substitution,in,['startperiod'],203497,,,1610612757,25,37,2024-02-14T03:40:08Z,1660000,False,,,0,,SUB in: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2024-02-14T03:38:16.4Z,2,REGULAR,substitution,in,['startperiod'],1630183,,,1610612757,25,37,2024-02-14T03:40:08Z,1670000,False,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2024-02-14T03:40:16.3Z,2,REGULAR,period,start,[],0,,,1610612750,25,37,2024-02-14T03:40:16Z,1680000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT11M41.00S,2024-02-14T03:40:34.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,94.1688567674113,49.50980392156863,1610612750,25,39,2024-02-14T03:40:41Z,1690000,False,-2.0,2.0,1,right,R. Gobert alley-oop DUNK (4 PTS) (K. Anderson 3 AST),"[203497, 203937]",1610612750.0,MIN,alley-oop,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,0.34,Made,4.0,K. Anderson,203937.0,3.0,,,,,,,,,,,,,,
172,PT11M19.00S,2024-02-14T03:40:57.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630703,4.5499342969776615,49.754901960784316,1610612757,27,39,2024-02-14T03:41:01Z,1710000,False,1.0,-10.0,1,left,S. Henderson driving finger roll Layup (9 PTS) (J. Grant 3 AST),"[1630703, 203924]",1610612757.0,POR,driving finger roll,,,Henderson,S. Henderson,,,,,Restricted Area,0-8 Center,0.98,Made,9.0,J. Grant,203924.0,3.0,,,,,,,,,,,,,,
