actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-11-20T02:12:37.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-11-20T02:12:37Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-11-20T02:12:39.4Z,1,REGULAR,jumpball,recovered,[],203924,,,1610612757,0,0,2023-11-20T02:12:39Z,40000,False,,,0,,Jump Ball D. Ayton vs. C. Holmgren: Tip to J. Grant,"[203924, 1629028, 1631096]",1610612757.0,POR,startperiod,J. Grant,203924.0,Grant,J. Grant,Ayton,1629028.0,Holmgren,1631096.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2023-11-20T02:12:51.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641739,92.46057818659659,48.77450980392157,1610612757,2,0,2023-11-20T02:13:11Z,70000,False,-6.0,18.0,1,right,T. Camara driving DUNK (2 PTS) (D. Ayton 1 AST),"[1641739, 1629028]",1610612757.0,POR,driving,,,Camara,T. Camara,,,,,Restricted Area,0-8 Center,1.94,Made,2.0,D. Ayton,1629028.0,1.0,,,,,,,,,,,,,,
9,PT11M30.00S,2023-11-20T02:13:06.1Z,1,REGULAR,3pt,Jump Shot,[],1631096,26.10052562417871,83.57843137254902,1610612760,2,3,2023-11-20T02:13:11Z,90000,False,-168.0,193.0,1,left,C. Holmgren 25' 3PT  (3 PTS) (S. Gilgeous-Alexander 1 AST),"[1631096, 1628983]",1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Left Center,25.57,Made,3.0,S. Gilgeous-Alexander,1628983.0,1.0,,,,,,,,,,,,,,
11,PT11M12.00S,2023-11-20T02:13:23.8Z,1,REGULAR,turnover,bad pass,[],1630219,,,1610612757,2,3,2023-11-20T02:13:29Z,110000,False,,,0,,S. Mays bad pass TURNOVER (1 TO),"[1630219, 1630581]",1610612757.0,POR,,,,Mays,S. Mays,,,,,Restricted Area,0-8 Center,,,,,,,1.0,Giddey,1630581.0,,,,,,,,,,,
12,PT11M12.00S,2023-11-20T02:13:23.8Z,1,REGULAR,steal,,[],1630581,,,1610612760,2,3,2023-11-20T02:13:26Z,120000,False,,,0,,J. Giddey STEAL (1 STL),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
13,PT11M02.00S,2023-11-20T02:13:34.1Z,1,REGULAR,turnover,bad pass,[],1628983,,,1610612760,2,3,2023-11-20T02:13:39Z,130000,False,,,0,,S. Gilgeous-Alexander bad pass TURNOVER (1 TO),"[1628983, 1629028]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1.0,Ayton,1629028.0,,,,,,,,,,,
14,PT11M02.00S,2023-11-20T02:13:34.1Z,1,REGULAR,steal,,[],1629028,,,1610612757,2,3,2023-11-20T02:13:36Z,140000,False,,,0,,D. Ayton STEAL (1 STL),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
15,PT10M56.00S,2023-11-20T02:13:39.5Z,1,REGULAR,turnover,lost ball,[],203924,,,1610612757,2,3,2023-11-20T02:13:49Z,150000,False,,,0,,J. Grant lost ball TURNOVER (1 TO),"[203924, 1641717]",1610612757.0,POR,,,,Grant,J. Grant,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1.0,Wallace,1641717.0,,,,,,,,,,,
16,PT10M56.00S,2023-11-20T02:13:39.5Z,1,REGULAR,steal,,[],1641717,,,1610612760,2,3,2023-11-20T02:16:44Z,160000,False,,,0,,C. Wallace STEAL (1 STL),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
