actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-04-12T02:13:26.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-04-12T02:13:26Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-04-12T02:13:28.8Z,1,REGULAR,jumpball,recovered,[],1631200,,,1610612757,0,0,2024-04-12T02:13:28Z,40000,False,,,0,,Jump Ball D. Ayton vs. T. Jackson-Davis: Tip to K. Murray,"[1631200, 1629028, 1631218]",1610612757.0,POR,startperiod,K. Murray,1631200.0,Murray,K. Murray,Ayton,1629028.0,Jackson-Davis,1631218.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M35.00S,2024-04-12T02:13:50.1Z,1,REGULAR,3pt,Jump Shot,[],1630703,18.478975032851512,5.637254901960785,1610612757,3,0,2024-04-12T02:13:54Z,70000,False,222.0,121.0,1,left,S. Henderson 25' 3PT step back (3 PTS),[1630703],1610612757.0,POR,step back,,,Henderson,S. Henderson,,,,,Above the Break 3,24+ Right Center,25.28,Made,3.0,,,,,,,,,,,,,,,,,
8,PT11M10.00S,2024-04-12T02:14:15.3Z,1,REGULAR,2pt,Jump Shot,[],1630228,80.6340341655716,25.245098039215684,1610612744,3,0,2024-04-12T02:14:31Z,80000,False,-124.0,130.0,1,right,MISS J. Kuminga 17' fadeaway Shot,[1630228],1610612744.0,GSW,fadeaway,,,Kuminga,J. Kuminga,,,,,Mid-Range,16-24 Left Center,17.92,Missed,,,,,,,,,,,,,,,,,,
9,PT11M07.00S,2024-04-12T02:14:18.3Z,1,REGULAR,rebound,offensive,[],1631218,,,1610612744,3,0,2024-04-12T02:14:20Z,90000,False,,,0,,T. Jackson-Davis REBOUND (Off:1 Def:0),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Mid-Range,16-24 Left Center,,,,8.0,1.0,0.0,1.0,,,,,,,,,,,,,
10,PT11M07.00S,2024-04-12T02:14:19.2Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631218,94.40999984741211,50.0,1610612744,3,0,2024-04-12T02:14:31Z,100000,False,0.0,0.0,1,right,MISS T. Jackson-Davis putback Layup,[1631218],1610612744.0,GSW,putback,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
11,PT11M06.00S,2024-04-12T02:14:20.2Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612757,3,0,2024-04-12T02:14:31Z,110000,False,,,0,,D. Ayton REBOUND (Off:0 Def:1),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,10.0,1.0,1.0,0.0,,,,,,,,,,,,,
12,PT10M53.00S,2024-04-12T02:14:32.6Z,1,REGULAR,turnover,bad pass,[],1630703,,,1610612757,3,0,2024-04-12T02:14:39Z,120000,False,,,0,,S. Henderson bad pass TURNOVER (1 TO),"[1630703, 203952]",1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Mid-Range,16-24 Right Center,,,,,,,,1.0,Wiggins,203952.0,,,,,,,,,,
13,PT10M53.00S,2024-04-12T02:14:32.6Z,1,REGULAR,steal,,[],203952,,,1610612744,3,0,2024-04-12T02:14:34Z,130000,False,,,0,,A. Wiggins STEAL (1 STL),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
14,PT10M47.00S,2024-04-12T02:14:38.8Z,1,REGULAR,turnover,bad pass,[],1630228,,,1610612744,3,0,2024-04-12T02:14:44Z,140000,False,,,0,,J. Kuminga bad pass TURNOVER (1 TO),"[1630228, 1631133]",1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,1.0,Walker,1631133.0,,,,,,,,,,
15,PT10M47.00S,2024-04-12T02:14:38.8Z,1,REGULAR,steal,,[],1631133,,,1610612757,3,0,2024-04-12T02:14:41Z,150000,False,,,0,,J. Walker STEAL (1 STL),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
16,PT10M40.00S,2024-04-12T02:14:45.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641712,11.645860709592641,95.09803921568627,1610612757,3,0,2024-04-12T02:14:51Z,160000,False,-225.0,57.0,1,left,MISS R. Rupert 3PT,[1641712],1610612757.0,POR,,,,Rupert,R. Rupert,,,,,Left Corner 3,24+ Left,23.26,Missed,,,,,,,,,,,,,,,,,,
