actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
84,PT04M21.00S,2024-02-26T02:27:43.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629028,6.521024967148489,47.30392156862745,1610612757,17,17,2024-02-26T02:27:56Z,840000,False,13.0,9.0,1,left,D. Ayton alley-oop Layup (8 PTS) (K. Murray 3 AST),"[1629028, 1631200]",1610612757.0,POR,alley-oop,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,,1.61,Made,8.0,,,,,,,,,,,K. Murray,1631200.0,3.0
86,PT04M00.00S,2024-02-26T02:28:04.0Z,1,REGULAR,3pt,Jump Shot,[],1641706,63.9454664914586,24.754901960784316,1610612766,17,17,2024-02-26T02:28:08Z,860000,False,-126.0,286.0,1,right,MISS B. Miller 31' 3PT,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Left Center,,,,,31.3,Missed,,,,,,,,,,,,,,
87,PT03M58.00S,2024-02-26T02:28:06.0Z,1,REGULAR,rebound,defensive,[],1629014,,,1610612757,17,17,2024-02-26T02:28:08Z,870000,False,,,0,,A. Simons REBOUND (Off:0 Def:1),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,86.0,1.0,1.0,0.0,,,,,
88,PT03M51.00S,2024-02-26T02:28:13.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629014,5.338370565045992,53.18627450980392,1610612757,17,17,2024-02-26T02:28:17Z,880000,False,-16.0,-2.0,1,left,MISS A. Simons driving finger roll Layup,[1629014],1610612757.0,POR,driving finger roll,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,,,,,1.61,Missed,,,,,,,,,,,,,,
89,PT03M50.00S,2024-02-26T02:28:14.7Z,1,REGULAR,rebound,defensive,[],1641706,,,1610612766,17,17,2024-02-26T02:28:17Z,890000,False,,,0,,B. Miller REBOUND (Off:0 Def:1),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,88.0,1.0,1.0,0.0,,,,,
90,PT03M48.00S,2024-02-26T02:28:17.3Z,1,REGULAR,turnover,bad pass,[],1641706,,,1610612766,17,17,2024-02-26T02:38:24Z,900000,False,,,0,,B. Miller bad pass TURNOVER (3 TO),"[1641706, 1629680]",1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Right Center,,3.0,Thybulle,1629680.0,,,,,,,,,,,,,,,,
91,PT03M48.00S,2024-02-26T02:28:17.3Z,1,REGULAR,steal,,[],1629680,,,1610612757,17,17,2024-02-26T02:30:23Z,910000,False,,,0,,M. Thybulle STEAL (2 STL),[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
92,PT03M45.00S,2024-02-26T02:28:21.2Z,1,REGULAR,foul,personal,['2freethrow'],1630208,,,1610612757,17,17,2024-02-26T02:28:29Z,920000,False,,,0,,N. Richards shooting personal FOUL (2 PF) (Murray 2 FT),"[1630208, 1631200]",1610612766.0,CHA,shooting,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,1198.0,,,,,,,2.0,0.0,Murray,1631200.0,,,,,,,,,
94,PT03M45.00S,2024-02-26T02:28:44.2Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1631200,,,1610612757,18,17,2024-02-26T02:29:28Z,940000,False,,,0,,K. Murray Free Throw 1 of 2 (3 PTS),[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
95,PT03M45.00S,2024-02-26T02:28:44.8Z,1,REGULAR,substitution,out,[],1630208,,,1610612757,18,17,2024-02-26T02:28:47Z,950000,False,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT03M45.00S,2024-02-26T02:28:44.8Z,1,REGULAR,substitution,in,[],1629684,,,1610612757,18,17,2024-02-26T02:28:47Z,960000,False,,,0,,SUB in: G. Williams,[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT03M45.00S,2024-02-26T02:28:52.8Z,1,REGULAR,substitution,out,[],1641739,,,1610612757,18,17,2024-02-26T02:28:58Z,970000,False,,,0,,SUB out: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M45.00S,2024-02-26T02:28:52.8Z,1,REGULAR,substitution,in,[],1631133,,,1610612757,18,17,2024-02-26T02:28:58Z,980000,False,,,0,,SUB in: J. Walker,[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M45.00S,2024-02-26T02:28:44.2Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1631200,,,1610612757,18,17,2024-02-26T02:29:28Z,990000,False,,,0,,MISS K. Murray Free Throw 2 of 2,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
100,PT03M42.00S,2024-02-26T02:28:47.2Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,18,17,2024-02-26T02:38:59Z,1000000,False,,,0,,M. Bridges REBOUND (Off:0 Def:3),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,99.0,3.0,3.0,0.0,,,,,
101,PT03M26.00S,2024-02-26T02:29:43.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,94.30026281208936,52.20588235294118,1610612766,18,19,2024-02-26T02:29:48Z,1010000,False,11.0,1.0,1,right,M. Bridges driving finger roll Layup (5 PTS),[1628970],1610612766.0,CHA,driving finger roll,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,1.11,Made,5.0,,,,,,,,,,,,,
102,PT03M03.00S,2024-02-26T02:30:05.7Z,1,REGULAR,3pt,Jump Shot,[],1629014,22.026938239159,10.294117647058822,1610612757,18,19,2024-02-26T02:30:13Z,1020000,False,199.0,155.0,1,left,MISS A. Simons 25' step back 3PT,[1629014],1610612757.0,POR,step back,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,,,,,25.16,Missed,,,,,,,,,,,,,,
103,PT03M01.00S,2024-02-26T02:30:07.7Z,1,REGULAR,rebound,defensive,[],203995,,,1610612766,18,19,2024-02-26T02:30:13Z,1030000,False,,,0,,V. Micic REBOUND (Off:0 Def:1),[203995],1610612766.0,CHA,,,,Micic,V. Micic,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,102.0,1.0,1.0,0.0,,,,,
104,PT02M57.00S,2024-02-26T02:30:11.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1641706,94.1688567674113,50.98039215686274,1610612766,18,21,2024-02-26T02:30:17Z,1040000,False,5.0,2.0,1,right,B. Miller running DUNK (5 PTS) (V. Micic 1 AST),"[1641706, 203995]",1610612766.0,CHA,running,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,,,,,0.54,Made,5.0,,,,,,,,,,,V. Micic,203995.0,1.0
106,PT02M37.00S,2024-02-26T02:30:31.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629028,9.543363994743759,37.99019607843137,1610612757,18,21,2024-02-26T02:30:34Z,1060000,False,60.0,37.0,1,left,MISS D. Ayton 7' Hook,[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,,,,,7.06,Missed,,,,,,,,,,,,,,
107,PT02M36.00S,2024-02-26T02:30:32.4Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,18,21,2024-02-26T02:30:34Z,1070000,False,,,0,,M. Bridges REBOUND (Off:0 Def:4),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,106.0,4.0,4.0,0.0,,,,,
108,PT02M28.00S,2024-02-26T02:30:41.1Z,1,REGULAR,3pt,Jump Shot,[],1641706,66.17936925098554,27.205882352941174,1610612766,18,21,2024-02-26T02:30:44Z,1080000,False,-114.0,265.0,1,right,MISS B. Miller 28' 3PT,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Left Center,,,,,28.88,Missed,,,,,,,,,,,,,,
109,PT02M26.00S,2024-02-26T02:30:43.1Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612757,18,21,2024-02-26T02:30:44Z,1090000,False,,,0,,D. Ayton REBOUND (Off:0 Def:3),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,108.0,3.0,3.0,0.0,,,,,
110,PT02M19.00S,2024-02-26T02:30:49.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629014,37.53285151116951,20.833333333333336,1610612757,18,21,2024-02-26T02:39:40Z,1100000,False,146.0,300.0,1,left,MISS A. Simons 33' running pullup 3PT,[1629014],1610612757.0,POR,running pullup,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,,,,,33.38,Missed,,,,,,,,,,,,,,
111,PT02M16.00S,2024-02-26T02:30:52.8Z,1,REGULAR,rebound,defensive,[],1631121,,,1610612766,18,21,2024-02-26T02:31:10Z,1110000,False,,,0,,B. McGowens REBOUND (Off:0 Def:1),[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,110.0,1.0,1.0,0.0,,,,,
113,PT01M56.00S,2024-02-26T02:31:13.1Z,1,REGULAR,3pt,Jump Shot,[],1628970,94.30026281208936,2.941176470588235,1610612766,18,24,2024-02-26T02:31:17Z,1120000,False,-235.0,1.0,1,right,M. Bridges 3PT  (8 PTS) (V. Micic 2 AST),"[1628970, 203995]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,,,,,23.53,Made,8.0,,,,,,,,,,,V. Micic,203995.0,2.0
115,PT01M54.00S,2024-02-26T02:31:19.6Z,1,REGULAR,timeout,full,['team'],0,,,1610612757,18,24,2024-02-26T02:31:19Z,1140000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT01M54.00S,2024-02-26T02:33:42.3Z,1,REGULAR,substitution,out,[],1629014,,,1610612757,18,24,2024-02-26T02:34:06Z,1150000,False,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT01M54.00S,2024-02-26T02:33:42.3Z,1,REGULAR,substitution,out,[],1629028,,,1610612757,18,24,2024-02-26T02:34:06Z,1160000,False,,,0,,SUB out: D. Ayton,[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT01M54.00S,2024-02-26T02:33:42.3Z,1,REGULAR,substitution,out,[],1631200,,,1610612757,18,24,2024-02-26T02:34:06Z,1170000,False,,,0,,SUB out: K. Murray,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT01M54.00S,2024-02-26T02:33:42.3Z,1,REGULAR,substitution,out,[],1641706,,,1610612757,18,24,2024-02-26T02:34:06Z,1180000,False,,,0,,SUB out: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT01M54.00S,2024-02-26T02:33:42.3Z,1,REGULAR,substitution,in,[],1630625,,,1610612757,18,24,2024-02-26T02:34:06Z,1190000,False,,,0,,SUB in: D. Banton,[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT01M54.00S,2024-02-26T02:33:42.3Z,1,REGULAR,substitution,in,[],203924,,,1610612757,18,24,2024-02-26T02:34:06Z,1200000,False,,,0,,SUB in: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT01M54.00S,2024-02-26T02:33:42.3Z,1,REGULAR,substitution,in,[],1641871,,,1610612757,18,24,2024-02-26T02:34:06Z,1210000,False,,,0,,SUB in: D. Reath,[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT01M54.00S,2024-02-26T02:33:42.3Z,1,REGULAR,substitution,in,[],1630550,,,1610612757,18,24,2024-02-26T02:34:06Z,1220000,False,,,0,,SUB in: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT01M40.00S,2024-02-26T02:34:26.7Z,1,REGULAR,2pt,Jump Shot,[],203924,16.90210249671485,79.41176470588235,1610612757,18,24,2024-02-26T02:34:32Z,1230000,False,-147.0,106.0,1,left,MISS J. Grant 18' pullup Shot,[203924],1610612757.0,POR,pullup,,,Grant,J. Grant,,,,,Mid-Range,16-24 Left,,,,,18.15,Missed,,,,,,,,,,,,,,
125,PT01M37.00S,2024-02-26T02:34:29.7Z,1,REGULAR,rebound,offensive,[],1631133,,,1610612757,18,24,2024-02-26T02:34:32Z,1240000,False,,,0,,J. Walker REBOUND (Off:1 Def:0),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,124.0,1.0,0.0,1.0,,,,,
126,PT01M36.00S,2024-02-26T02:34:30.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631133,7.178055190538765,46.568627450980394,1610612757,18,24,2024-02-26T02:40:56Z,1250000,False,17.0,15.0,1,left,MISS J. Walker putback Layup - blocked,"[1631133, 1631121]",1610612757.0,POR,putback,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,,,,,2.28,Missed,,,,,,,,,,McGowens,1631121.0,,,
127,PT01M36.00S,2024-02-26T02:34:30.3Z,1,REGULAR,block,,[],1631121,,,1610612757,18,24,2024-02-26T02:34:32Z,1260000,False,,,0,,B. McGowens BLOCK (1 BLK),[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
128,PT01M34.00S,2024-02-26T02:34:32.3Z,1,REGULAR,rebound,offensive,[],1631133,,,1610612757,18,24,2024-02-26T02:34:32Z,1270000,False,,,0,,J. Walker REBOUND (Off:2 Def:0),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,126.0,2.0,0.0,2.0,,,,,
129,PT01M23.00S,2024-02-26T02:34:43.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631133,14.011169513797633,3.1862745098039214,1610612757,18,24,2024-02-26T02:34:48Z,1280000,False,234.0,79.0,1,left,MISS J. Walker 24' 3PT,[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,Right Corner 3,24+ Right,,,,,24.71,Missed,,,,,,,,,,,,,,
130,PT01M20.00S,2024-02-26T02:34:46.8Z,1,REGULAR,rebound,offensive,[],1630625,,,1610612757,18,24,2024-02-26T02:34:48Z,1290000,False,,,0,,D. Banton REBOUND (Off:1 Def:0),[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,129.0,1.0,0.0,1.0,,,,,
131,PT01M13.00S,2024-02-26T02:34:55.7Z,1,REGULAR,foul,personal,['2freethrow'],1630550,,,1610612757,18,24,2024-02-26T02:35:02Z,1300000,False,,,0,,J. Thor shooting personal FOUL (1 PF) (Banton 2 FT),"[1630550, 1630625]",1610612766.0,CHA,shooting,,,Thor,J. Thor,,,,,Restricted Area,0-8 Center,1198.0,,,,,,,1.0,0.0,Banton,1630625.0,,,,,,,,,
133,PT01M13.00S,2024-02-26T02:35:22.3Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630625,,,1610612757,18,24,2024-02-26T02:35:49Z,1320000,False,,,0,,MISS D. Banton Free Throw 1 of 2,[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
134,PT01M13.00S,2024-02-26T02:35:22.3Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612757,18,24,2024-02-26T02:35:49Z,1330000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,133.0,,,,,,,,
135,PT01M13.00S,2024-02-26T02:35:22.3Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630625,,,1610612757,18,24,2024-02-26T02:35:49Z,1340000,False,,,0,,MISS D. Banton Free Throw 2 of 2,[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
136,PT01M10.00S,2024-02-26T02:35:25.3Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,18,24,2024-02-26T02:35:49Z,1350000,False,,,0,,M. Bridges REBOUND (Off:0 Def:5),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,135.0,5.0,5.0,0.0,,,,,
138,PT00M48.30S,2024-02-26T02:36:28.7Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612766,18,24,2024-02-26T02:36:35Z,1370000,False,,,0,,CHA shot clock Team TURNOVER,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Right Center,1148.0,,,,,,,,,,,,,,,,,,,
139,PT00M33.60S,2024-02-26T02:36:55.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203924,8.492115637319317,1.9607843137254901,1610612757,18,24,2024-02-26T02:37:00Z,1380000,False,240.0,27.0,1,left,MISS J. Grant 24' 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Right Corner 3,24+ Right,,,,,24.17,Missed,,,,,,,,,,,,,,
140,PT00M30.40S,2024-02-26T02:36:58.6Z,1,REGULAR,rebound,defensive,[],1630550,,,1610612766,18,24,2024-02-26T02:36:58Z,1390000,False,,,0,,J. Thor REBOUND (Off:0 Def:1),[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,139.0,1.0,1.0,0.0,,,,,
141,PT00M24.30S,2024-02-26T02:37:04.7Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1628970,93.64323258869908,55.392156862745104,1610612766,18,24,2024-02-26T02:42:37Z,1400000,False,27.0,7.0,1,right,MISS M. Bridges driving floating Shot,[1628970],1610612766.0,CHA,driving floating,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,2.8,Missed,,,,,,,,,,,,,,
142,PT00M22.80S,2024-02-26T02:37:06.2Z,1,REGULAR,rebound,defensive,[],1630625,,,1610612757,18,24,2024-02-26T02:37:11Z,1410000,False,,,0,,D. Banton REBOUND (Off:1 Def:1),[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,141.0,2.0,1.0,1.0,,,,,
143,PT00M00.10S,2024-02-26T02:37:28.8Z,1,REGULAR,3pt,Jump Shot,[],1629680,14.14257555847569,1.715686274509804,1610612757,18,24,2024-02-26T02:37:36Z,1420000,False,241.0,80.0,1,left,MISS M. Thybulle 25' pullup 3PT,[1629680],1610612757.0,POR,pullup,,,Thybulle,M. Thybulle,,,,,Right Corner 3,24+ Right,,,,,25.44,Missed,,,,,,,,,,,,,,
144,PT00M00.10S,2024-02-26T02:37:28.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,18,24,2024-02-26T02:37:36Z,1430000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,143.0,,,,,,,,
145,PT00M00.00S,2024-02-26T02:37:33.0Z,1,REGULAR,period,end,[],0,,,1610612757,18,24,2024-02-26T02:37:33Z,1440000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2024-02-26T02:39:42.7Z,2,REGULAR,substitution,out,['startperiod'],1628970,,,1610612757,18,24,2024-02-26T02:40:15Z,1460000,False,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2024-02-26T02:39:42.7Z,2,REGULAR,substitution,out,['startperiod'],1631121,,,1610612757,18,24,2024-02-26T02:40:15Z,1470000,False,,,0,,SUB out: B. McGowens,[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2024-02-26T02:39:42.7Z,2,REGULAR,substitution,out,['startperiod'],1630550,,,1610612757,18,24,2024-02-26T02:40:15Z,1480000,False,,,0,,SUB out: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2024-02-26T02:39:42.7Z,2,REGULAR,substitution,in,['startperiod'],1630204,,,1610612757,18,24,2024-02-26T02:40:15Z,1490000,False,,,0,,SUB in: A. Hagans,[1630204],1610612757.0,POR,,,,Hagans,A. Hagans,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2024-02-26T02:39:42.7Z,2,REGULAR,substitution,in,['startperiod'],1630544,,,1610612757,18,24,2024-02-26T02:40:15Z,1500000,False,,,0,,SUB in: T. Mann,[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2024-02-26T02:39:42.7Z,2,REGULAR,substitution,in,['startperiod'],1641706,,,1610612757,18,24,2024-02-26T02:40:15Z,1510000,False,,,0,,SUB in: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2024-02-26T02:39:42.7Z,2,REGULAR,substitution,in,['startperiod'],1630208,,,1610612757,18,24,2024-02-26T02:40:15Z,1520000,False,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2024-02-26T02:39:42.7Z,2,REGULAR,substitution,out,['startperiod'],1629680,,,1610612757,18,24,2024-02-26T02:40:23Z,1525000,False,,,0,,SUB out: M. Thybulle,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2024-02-26T02:40:13.7Z,2,REGULAR,period,start,[],0,,,1610612757,18,24,2024-02-26T02:40:15Z,1530000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT11M40.00S,2024-02-26T02:40:33.6Z,2,REGULAR,turnover,lost ball,[],1631133,,,1610612757,18,24,2024-02-26T02:40:37Z,1540000,False,,,0,,J. Walker lost ball TURNOVER (1 TO),"[1631133, 1641706]",1610612757.0,POR,,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,,1.0,Miller,1641706.0,,,,,,,,,,,,,,,,
157,PT11M40.00S,2024-02-26T02:40:33.6Z,2,REGULAR,steal,,[],1641706,,,1610612766,18,24,2024-02-26T02:40:35Z,1550000,False,,,0,,B. Miller STEAL (1 STL),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
158,PT11M32.00S,2024-02-26T02:40:41.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1641706,83.919185282523,37.00980392156863,1610612766,18,26,2024-02-26T02:40:45Z,1560000,False,-65.0,99.0,1,right,B. Miller 11' driving floating Jump Shot (7 PTS),[1641706],1610612766.0,CHA,driving floating,,,Miller,B. Miller,,,,,In The Paint (Non-RA),8-16 Left,,,,,11.82,Made,7.0,,,,,,,,,,,,,
159,PT11M19.00S,2024-02-26T02:40:54.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631133,5.469776609724048,52.20588235294118,1610612757,18,26,2024-02-26T02:41:01Z,1570000,False,-11.0,-1.0,1,left,MISS J. Walker cutting Layup,[1631133],1610612757.0,POR,cutting,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,,,,,1.11,Missed,,,,,,,,,,,,,,
160,PT11M16.00S,2024-02-26T02:40:57.4Z,2,REGULAR,rebound,offensive,[],1631133,,,1610612757,18,26,2024-02-26T02:40:57Z,1580000,False,,,0,,J. Walker REBOUND (Off:3 Def:0),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,159.0,3.0,0.0,3.0,,,,,
161,PT11M13.00S,2024-02-26T02:41:00.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203924,29.6484888304862,23.52941176470588,1610612757,18,26,2024-02-26T02:41:07Z,1590000,False,132.0,226.0,1,left,MISS J. Grant 26' 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right Center,,,,,26.21,Missed,,,,,,,,,,,,,,
162,PT11M09.00S,2024-02-26T02:41:04.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612766,18,26,2024-02-26T02:41:07Z,1600000,False,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,161.0,,,,,,,,
164,PT10M57.00S,2024-02-26T02:41:28.4Z,2,REGULAR,2pt,Jump Shot,[],1641706,76.82325886990802,61.51960784313726,1610612766,18,28,2024-02-26T02:41:31Z,1620000,False,58.0,165.0,1,right,B. Miller 17' pullup Jump Shot (9 PTS) (V. Micic 3 AST),"[1641706, 203995]",1610612766.0,CHA,pullup,,,Miller,B. Miller,,,,,Mid-Range,16-24 Right Center,,,,,17.51,Made,9.0,,,,,,,,,,,V. Micic,203995.0,3.0
165,PT10M39.00S,2024-02-26T02:41:46.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641871,8.754927726675426,53.92156862745098,1610612757,20,28,2024-02-26T02:41:49Z,1630000,False,-20.0,30.0,1,left,D. Reath driving floating Jump Shot (2 PTS) (J. Grant 2 AST),"[1641871, 203924]",1610612757.0,POR,driving floating,,,Reath,D. Reath,,,,,Restricted Area,0-8 Center,,,,,3.57,Made,2.0,,,,,,,,,,,J. Grant,203924.0,2.0
166,PT10M26.00S,2024-02-26T02:41:59.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641706,87.07293035479631,62.5,1610612766,20,28,2024-02-26T02:42:04Z,1640000,False,62.0,69.0,1,right,MISS B. Miller 9' driving floating Shot,[1641706],1610612766.0,CHA,driving floating,,,Miller,B. Miller,,,,,In The Paint (Non-RA),8-16 Right,,,,,9.31,Missed,,,,,,,,,,,,,,
