actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
23,PT09M46.00S,2024-03-09T03:13:53.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627832,81.02825229960578,47.549019607843135,1610612745,5,6,2024-03-09T03:13:58Z,230000,False,-12.0,126.0,1,right,MISS F. VanVleet 12' pullup Shot,[1627832],1610612745.0,HOU,pullup,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),8-16 Center,12.64,Missed,,,,,,,,,,,,,,,,,,
24,PT09M43.00S,2024-03-09T03:13:56.0Z,1,REGULAR,rebound,defensive,[],1630625,,,1610612757,5,6,2024-03-09T03:13:58Z,240000,False,,,0,,D. Banton REBOUND (Off:0 Def:1),[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,,,
25,PT09M37.00S,2024-03-09T03:14:01.8Z,1,REGULAR,3pt,Jump Shot,[],1630625,33.85348226018397,62.745098039215684,1610612757,8,6,2024-03-09T03:14:06Z,250000,False,-64.0,266.0,1,left,D. Banton 27' 3PT  (3 PTS) (K. Murray 1 AST),"[1630625, 1631200]",1610612757.0,POR,,,,Banton,D. Banton,,,,,Above the Break 3,24+ Center,27.32,Made,3.0,K. Murray,1631200.0,1.0,,,,,,,,,,,,,,
27,PT09M21.00S,2024-03-09T03:14:18.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,92.19776609724047,62.254901960784316,1610612745,8,6,2024-03-09T03:14:22Z,270000,False,61.0,21.0,1,right,MISS A. Sengun 6' Hook,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,6.47,Missed,,,,,,,,,,,,,,,,,,
28,PT09M18.00S,2024-03-09T03:14:21.5Z,1,REGULAR,rebound,defensive,[],1641739,,,1610612757,8,6,2024-03-09T03:14:22Z,280000,False,,,0,,T. Camara REBOUND (Off:0 Def:1),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,27.0,1.0,1.0,0.0,,,,,,,,,,
29,PT09M15.00S,2024-03-09T03:14:25.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630625,11.645860709592641,44.11764705882353,1610612757,8,6,2024-03-09T04:08:16Z,290000,False,29.0,57.0,1,left,MISS D. Banton 6' running finger roll Layup - blocked,"[1630625, 1631095]",1610612757.0,POR,running finger roll,,,Banton,D. Banton,,,,,In The Paint (Non-RA),0-8 Center,6.41,Missed,,,,,,,,,Smith Jr.,1631095.0,,,,,,,,
30,PT09M15.00S,2024-03-09T03:14:25.7Z,1,REGULAR,block,,[],1631095,,,1610612757,8,6,2024-03-09T03:14:30Z,300000,False,,,0,,J. Smith Jr. BLOCK (1 BLK),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
31,PT09M14.00S,2024-03-09T03:14:26.7Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,8,6,2024-03-09T04:08:16Z,310000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,29.0,1.0,1.0,0.0,,,,,,,,,,
32,PT09M02.00S,2024-03-09T03:14:39.2Z,1,REGULAR,turnover,3-second-violation,[],1630578,,,1610612745,8,6,2024-03-09T03:14:52Z,320000,False,,,0,,A. Sengun 3-second-violation TURNOVER (1 TO),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,2002.0,1.0,,,,,,
35,PT08M49.00S,2024-03-09T03:15:21.0Z,1,REGULAR,foul,technical,['1freethrow'],1630578,,,1610612757,8,6,2024-03-09T03:15:31Z,350000,False,,,0,,A. Sengun defensive-3-second technical FOUL (1 Tech),[1630578],1610612745.0,HOU,defensive-3-second,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,202035.0,,0.0,1.0,,,,
36,PT08M49.00S,2024-03-09T03:15:33.1Z,1,REGULAR,freethrow,1 of 1,[],1629014,,,1610612757,9,6,2024-03-09T03:15:33Z,360000,False,,,0,,A. Simons technical Free Throw 1 of 1 (4 PTS),[1629014],1610612757.0,POR,technical,,,Simons,A. Simons,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
37,PT08M41.00S,2024-03-09T03:15:47.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631200,16.90210249671485,44.36274509803921,1610612757,11,6,2024-03-09T03:15:53Z,370000,False,28.0,106.0,1,left,K. Murray 11' driving floating Jump Shot (4 PTS) (A. Simons 1 AST),"[1631200, 1629014]",1610612757.0,POR,driving floating,,,Murray,K. Murray,,,,,In The Paint (Non-RA),8-16 Center,11.01,Made,4.0,A. Simons,1629014.0,1.0,,,,,,,,,,,,,,
39,PT08M27.00S,2024-03-09T03:16:01.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630224,88.78120893561103,53.431372549019606,1610612745,11,6,2024-03-09T03:19:27Z,390000,False,17.0,53.0,1,right,MISS J. Green driving floating bank Shot,[1630224],1610612745.0,HOU,driving floating bank,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,5.57,Missed,,,,,,,,,,,,,,,,,,
40,PT08M25.00S,2024-03-09T03:16:03.7Z,1,REGULAR,rebound,offensive,[],1630578,,,1610612745,11,6,2024-03-09T03:19:27Z,400000,False,,,0,,A. Sengun REBOUND (Off:1 Def:0),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,39.0,1.0,0.0,1.0,,,,,,,,,,
41,PT08M19.00S,2024-03-09T03:16:12.6Z,1,REGULAR,foul,personal,['2freethrow'],1641871,,,1610612745,11,6,2024-03-09T03:16:22Z,410000,False,,,0,,D. Reath shooting personal FOUL (1 PF) (Sengun 2 FT),"[1641871, 1630578]",1610612757.0,POR,shooting,,,Reath,D. Reath,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,204058.0,,1.0,0.0,Sengun,1630578.0,,
43,PT08M19.00S,2024-03-09T03:16:37.2Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630578,,,1610612745,11,7,2024-03-09T03:16:37Z,430000,False,,,0,,A. Sengun Free Throw 1 of 2 (1 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
44,PT08M19.00S,2024-03-09T03:16:37.2Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630578,,,1610612745,11,7,2024-03-09T03:17:02Z,440000,False,,,0,,MISS A. Sengun Free Throw 2 of 2,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
45,PT08M16.00S,2024-03-09T03:16:40.2Z,1,REGULAR,rebound,defensive,[],1641871,,,1610612757,11,7,2024-03-09T03:17:02Z,450000,False,,,0,,D. Reath REBOUND (Off:0 Def:3),[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,,,,,,,,,44.0,3.0,3.0,0.0,,,,,,,,,,
46,PT07M56.00S,2024-03-09T03:17:19.6Z,1,REGULAR,3pt,Jump Shot,[],1630625,30.699737187910642,69.36274509803921,1610612757,14,7,2024-03-09T03:17:26Z,460000,False,-97.0,236.0,1,left,D. Banton 25' 3PT pullup (6 PTS) (D. Reath 1 AST),"[1630625, 1641871]",1610612757.0,POR,pullup,,,Banton,D. Banton,,,,,Above the Break 3,24+ Left Center,25.52,Made,6.0,D. Reath,1641871.0,1.0,,,,,,,,,,,,,,
48,PT07M38.00S,2024-03-09T03:17:36.6Z,1,REGULAR,3pt,Jump Shot,[],1631095,91.93495400788436,98.0392156862745,1610612745,14,10,2024-03-09T03:17:41Z,480000,False,240.0,23.0,1,right,J. Smith Jr. 24' 3PT  (3 PTS) (J. Green 1 AST),"[1631095, 1630224]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Right Corner 3,24+ Right,24.13,Made,3.0,J. Green,1630224.0,1.0,,,,,,,,,,,,,,
50,PT07M19.00S,2024-03-09T03:17:56.2Z,1,REGULAR,3pt,Jump Shot,[],1630625,33.85348226018397,37.254901960784316,1610612757,17,10,2024-03-09T03:18:00Z,500000,False,64.0,266.0,1,left,D. Banton 27' 3PT  (9 PTS) (K. Murray 2 AST),"[1630625, 1631200]",1610612757.0,POR,,,,Banton,D. Banton,,,,,Above the Break 3,24+ Center,27.32,Made,9.0,K. Murray,1631200.0,2.0,,,,,,,,,,,,,,
52,PT07M05.00S,2024-03-09T03:18:10.8Z,1,REGULAR,turnover,bad pass,[],1631095,,,1610612745,17,10,2024-03-09T03:18:15Z,520000,False,,,0,,J. Smith Jr. bad pass TURNOVER (1 TO),"[1631095, 1641739]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,1.0,,,,,Camara,1641739.0
53,PT07M05.00S,2024-03-09T03:18:10.8Z,1,REGULAR,steal,,[],1641739,,,1610612757,17,10,2024-03-09T03:18:13Z,530000,False,,,0,,T. Camara STEAL (1 STL),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
54,PT07M00.00S,2024-03-09T03:18:15.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630625,33.459264126149804,38.72549019607843,1610612757,17,10,2024-03-09T03:18:24Z,540000,False,56.0,262.0,1,left,MISS D. Banton 26' running pullup 3PT,[1630625],1610612757.0,POR,running pullup,,,Banton,D. Banton,,,,,Above the Break 3,24+ Center,26.8,Missed,,,,,,,,,,,,,,,,,,
55,PT06M58.00S,2024-03-09T03:18:18.4Z,1,REGULAR,rebound,offensive,[],1631200,,,1610612757,17,10,2024-03-09T03:18:18Z,550000,False,,,0,,K. Murray REBOUND (Off:1 Def:0),[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Center,,,,,,,54.0,1.0,0.0,1.0,,,,,,,,,,
56,PT06M54.00S,2024-03-09T03:18:21.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631200,6.783837056504599,50.98039215686274,1610612757,19,10,2024-03-09T03:18:40Z,560000,False,-5.0,11.0,1,left,K. Murray driving Layup (6 PTS),[1631200],1610612757.0,POR,driving,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,1.23,Made,6.0,,,,,,,,,,,,,,,,,
57,PT06M54.00S,2024-03-09T03:18:30.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,19,10,2024-03-09T03:18:30Z,570000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M43.00S,2024-03-09T03:21:40.8Z,1,REGULAR,3pt,Jump Shot,[],1631095,70.38436268068331,74.50980392156863,1610612745,19,10,2024-03-09T03:21:45Z,580000,False,123.0,226.0,1,right,MISS J. Smith Jr. 25' 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Right Center,25.7,Missed,,,,,,,,,,,,,,,,,,
59,PT06M40.00S,2024-03-09T03:21:43.8Z,1,REGULAR,rebound,defensive,[],1641739,,,1610612757,19,10,2024-03-09T03:21:45Z,590000,False,,,0,,T. Camara REBOUND (Off:0 Def:2),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Right Center,,,,,,,58.0,2.0,2.0,0.0,,,,,,,,,,
60,PT06M35.00S,2024-03-09T03:21:48.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631200,16.245072273324574,3.6764705882352944,1610612757,19,10,2024-03-09T03:22:53Z,600000,False,232.0,100.0,1,left,MISS K. Murray 25' running 3PT,[1631200],1610612757.0,POR,running,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,25.23,Missed,,,,,,,,,,,,,,,,,,
61,PT06M32.00S,2024-03-09T03:21:51.8Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,19,10,2024-03-09T03:22:53Z,610000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:2),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,60.0,2.0,2.0,0.0,,,,,,,,,,
62,PT06M22.00S,2024-03-09T03:22:02.8Z,1,REGULAR,3pt,Jump Shot,[],1630224,67.62483574244416,22.54901960784314,1610612745,19,10,2024-03-09T03:22:07Z,620000,False,-137.0,252.0,1,right,MISS J. Green 28' 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,28.68,Missed,,,,,,,,,,,,,,,,,,
63,PT06M17.00S,2024-03-09T03:22:07.8Z,1,REGULAR,rebound,defensive,[],1631200,,,1610612757,19,10,2024-03-09T03:22:07Z,630000,False,,,0,,K. Murray REBOUND (Off:1 Def:1),[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,,,,,,,62.0,2.0,1.0,1.0,,,,,,,,,,
64,PT05M59.00S,2024-03-09T03:22:25.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641871,10.85742444152431,50.245098039215684,1610612757,21,10,2024-03-09T03:22:29Z,640000,False,-1.0,50.0,1,left,D. Reath driving Layup (2 PTS) (A. Simons 2 AST),"[1641871, 1629014]",1610612757.0,POR,driving,,,Reath,D. Reath,,,,,In The Paint (Non-RA),0-8 Center,4.96,Made,2.0,A. Simons,1629014.0,2.0,,,,,,,,,,,,,,
66,PT05M37.00S,2024-03-09T03:22:46.5Z,1,REGULAR,2pt,Jump Shot,[],1627832,79.188567674113,46.32352941176471,1610612745,21,12,2024-03-09T03:22:50Z,660000,False,-18.0,143.0,1,right,F. VanVleet 14' driving floating Jump Shot (5 PTS) (A. Sengun 2 AST),"[1627832, 1630578]",1610612745.0,HOU,driving floating,,,VanVleet,F. VanVleet,,,,,Mid-Range,8-16 Center,14.43,Made,5.0,A. Sengun,1630578.0,2.0,,,,,,,,,,,,,,
68,PT05M22.00S,2024-03-09T03:23:02.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630625,15.062417871222076,38.72549019607843,1610612757,21,12,2024-03-09T03:23:07Z,680000,False,56.0,89.0,1,left,MISS D. Banton 10' driving Layup,[1630625],1610612757.0,POR,driving,,,Banton,D. Banton,,,,,In The Paint (Non-RA),8-16 Right,10.55,Missed,,,,,,,,,,,,,,,,,,
69,PT05M18.00S,2024-03-09T03:23:05.3Z,1,REGULAR,rebound,defensive,[],1628415,,,1610612745,21,12,2024-03-09T03:23:05Z,690000,False,,,0,,D. Brooks REBOUND (Off:0 Def:2),[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,68.0,2.0,2.0,0.0,,,,,,,,,,
70,PT05M16.00S,2024-03-09T03:23:08.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631095,92.59198423127464,47.549019607843135,1610612745,21,14,2024-03-09T03:23:14Z,700000,False,-12.0,17.0,1,right,J. Smith Jr. running DUNK (5 PTS) (F. VanVleet 1 AST),"[1631095, 1627832]",1610612745.0,HOU,running,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,2.11,Made,5.0,F. VanVleet,1627832.0,1.0,,,,,,,,,,,,,,
72,PT05M01.00S,2024-03-09T03:23:22.4Z,1,REGULAR,3pt,Jump Shot,[],1629014,29.77989487516426,70.34313725490196,1610612757,24,14,2024-03-09T03:23:26Z,720000,False,-102.0,227.0,1,left,A. Simons 24' 3PT pullup (7 PTS),[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,24.91,Made,7.0,,,,,,,,,,,,,,,,,
73,PT04M38.00S,2024-03-09T03:23:46.9Z,1,REGULAR,3pt,Jump Shot,[],1628415,86.81011826544021,95.83333333333334,1610612745,24,17,2024-03-09T03:23:51Z,730000,False,229.0,71.0,1,right,D. Brooks 24' 3PT  (3 PTS) (F. VanVleet 2 AST),"[1628415, 1627832]",1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Right Corner 3,24+ Right,24.01,Made,3.0,F. VanVleet,1627832.0,2.0,,,,,,,,,,,,,,
76,PT04M20.00S,2024-03-09T03:24:08.4Z,1,REGULAR,substitution,out,[],1630625,,,1610612757,24,17,2024-03-09T03:24:20Z,760000,False,,,0,,SUB out: D. Banton,[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT04M20.00S,2024-03-09T03:24:08.4Z,1,REGULAR,substitution,out,[],1631200,,,1610612757,24,17,2024-03-09T03:24:20Z,770000,False,,,0,,SUB out: K. Murray,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT04M20.00S,2024-03-09T03:24:08.4Z,1,REGULAR,substitution,out,[],1641739,,,1610612757,24,17,2024-03-09T03:24:20Z,780000,False,,,0,,SUB out: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT04M20.00S,2024-03-09T03:24:08.4Z,1,REGULAR,substitution,out,[],1631095,,,1610612757,24,17,2024-03-09T03:24:20Z,790000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M20.00S,2024-03-09T03:24:08.4Z,1,REGULAR,substitution,in,[],1641712,,,1610612757,24,17,2024-03-09T03:24:20Z,800000,False,,,0,,SUB in: R. Rupert,[1641712],1610612757.0,POR,,,,Rupert,R. Rupert,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M20.00S,2024-03-09T03:24:08.4Z,1,REGULAR,substitution,in,[],1630204,,,1610612757,24,17,2024-03-09T03:24:20Z,810000,False,,,0,,SUB in: A. Hagans,[1630204],1610612757.0,POR,,,,Hagans,A. Hagans,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M20.00S,2024-03-09T03:24:08.4Z,1,REGULAR,substitution,in,[],1629680,,,1610612757,24,17,2024-03-09T03:24:20Z,820000,False,,,0,,SUB in: M. Thybulle,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M20.00S,2024-03-09T03:24:08.4Z,1,REGULAR,substitution,in,[],1641708,,,1610612757,24,17,2024-03-09T03:24:20Z,830000,False,,,0,,SUB in: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M10.00S,2024-03-09T03:24:38.5Z,1,REGULAR,3pt,Jump Shot,[],1629014,28.728646517739815,20.34313725490196,1610612757,24,17,2024-03-09T03:24:46Z,840000,False,148.0,218.0,1,left,MISS A. Simons 26' step back 3PT,[1629014],1610612757.0,POR,step back,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,26.32,Missed,,,,,,,,,,,,,,,,,,
85,PT04M07.00S,2024-03-09T03:24:41.5Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,24,17,2024-03-09T03:24:46Z,850000,False,,,0,,A. Sengun REBOUND (Off:1 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Right Center,,,,,,,84.0,2.0,1.0,1.0,,,,,,,,,,
86,PT04M04.00S,2024-03-09T03:24:45.3Z,1,REGULAR,foul,personal,['2freethrow'],1629014,,,1610612745,24,17,2024-03-09T03:25:02Z,860000,False,,,0,,A. Simons shooting personal FOUL (1 PF) (Brooks 2 FT),"[1629014, 1628415]",1610612757.0,POR,shooting,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202035.0,,1.0,0.0,Brooks,1628415.0,,
