actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-12-17T02:11:53.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-12-17T02:11:53Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-12-17T02:11:56.2Z,1,REGULAR,jumpball,recovered,[],1629014,,,1610612757,0,0,2023-12-17T02:11:56Z,40000,False,,,0,,Jump Ball D. Ayton vs. D. Lively II: Tip to A. Simons,"[1629014, 1629028, 1641726]",1610612757.0,POR,startperiod,A. Simons,1629014.0,Simons,A. Simons,Ayton,1629028.0,Lively II,1641726.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M53.00S,2023-12-17T02:11:59.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629028,93.77463863337714,50.73529411764706,1610612757,2,0,2023-12-17T02:13:19Z,70000,False,4.0,6.0,1,right,D. Ayton alley-oop DUNK (2 PTS) (A. Simons 1 AST),"[1629028, 1629014]",1610612757.0,POR,alley-oop,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,0.7,Made,2.0,A. Simons,1629014.0,1.0,,,,,,,,,,,,,,
9,PT11M37.00S,2023-12-17T02:12:15.9Z,1,REGULAR,3pt,Jump Shot,[],1629029,28.728646517739815,84.31372549019608,1610612742,2,3,2023-12-17T02:12:23Z,90000,False,-172.0,218.0,1,left,L. Doncic 27' 3PT pullup (3 PTS),[1629029],1610612742.0,DAL,pullup,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Left Center,27.7,Made,3.0,,,,,,,,,,,,,,,,,
10,PT11M14.00S,2023-12-17T02:12:39.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629028,94.30026281208936,48.529411764705884,1610612757,4,3,2023-12-17T02:14:00Z,100000,False,-7.0,1.0,1,right,D. Ayton DUNK (4 PTS) (S. Sharpe 1 AST),"[1629028, 1631101]",1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,0.75,Made,4.0,S. Sharpe,1631101.0,1.0,,,,,,,,,,,,,,
12,PT11M00.00S,2023-12-17T02:12:52.7Z,1,REGULAR,3pt,Jump Shot,[],1629029,35.43035479632063,48.529411764705884,1610612742,4,3,2023-12-17T02:12:58Z,120000,False,7.0,281.0,1,left,MISS L. Doncic 28' step back 3PT,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Center,28.06,Missed,,,,,,,,,,,,,,,,,,
13,PT10M57.00S,2023-12-17T02:12:55.7Z,1,REGULAR,rebound,defensive,[],1631101,,,1610612757,4,3,2023-12-17T02:12:58Z,130000,False,,,0,,S. Sharpe REBOUND (Off:0 Def:1),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Center,,,,,,,12.0,1.0,1.0,0.0,,,,,,,,,,
14,PT10M46.00S,2023-12-17T02:13:06.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631101,80.23981603153744,40.44117647058824,1610612757,4,3,2023-12-17T02:15:10Z,140000,False,-48.0,133.0,1,right,MISS S. Sharpe 14' driving floating Shot,[1631101],1610612757.0,POR,driving floating,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),8-16 Center,14.15,Missed,,,,,,,,,,,,,,,,,,
15,PT10M44.00S,2023-12-17T02:13:08.5Z,1,REGULAR,rebound,defensive,[],1641726,,,1610612742,4,3,2023-12-17T02:13:12Z,150000,False,,,0,,D. Lively II REBOUND (Off:0 Def:1),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,
16,PT10M35.00S,2023-12-17T02:13:18.0Z,1,REGULAR,3pt,Jump Shot,[],1627884,26.888961892247043,17.892156862745097,1610612742,4,3,2023-12-17T02:15:22Z,160000,False,161.0,200.0,1,left,MISS D. Jones Jr. 25' 3PT,[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,Above the Break 3,24+ Right Center,25.67,Missed,,,,,,,,,,,,,,,,,,
17,PT10M28.00S,2023-12-17T02:13:25.0Z,1,REGULAR,rebound,offensive,[],1641726,,,1610612742,4,3,2023-12-17T02:13:26Z,170000,False,,,0,,D. Lively II REBOUND (Off:1 Def:1),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Above the Break 3,24+ Right Center,,,,,,,16.0,2.0,1.0,1.0,,,,,,,,,,
18,PT10M28.00S,2023-12-17T02:13:24.8Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1641726,5.590000152587891,50.0,1610612742,4,3,2023-12-17T02:16:13Z,180000,False,0.0,0.0,1,left,MISS D. Lively II putback DUNK,[1641726],1610612742.0,DAL,putback,,,Lively II,D. Lively II,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
19,PT10M28.00S,2023-12-17T02:13:24.8Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612757,4,3,2023-12-17T02:16:13Z,190000,False,,,0,,D. Ayton REBOUND (Off:0 Def:1),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,,,,18.0,1.0,1.0,0.0,,,,,,,,,,
20,PT10M25.00S,2023-12-17T02:13:28.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641739,79.45137976346912,91.91176470588235,1610612757,4,3,2023-12-17T02:13:55Z,200000,False,210.0,141.0,1,right,MISS T. Camara 25' running pullup 3PT,[1641739],1610612757.0,POR,running pullup,,,Camara,T. Camara,,,,,Above the Break 3,24+ Right Center,25.24,Missed,,,,,,,,,,,,,,,,,,
21,PT10M21.00S,2023-12-17T02:13:32.3Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,4,3,2023-12-17T02:13:37Z,210000,False,,,0,,L. Doncic REBOUND (Off:0 Def:1),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Right Center,,,,,,,20.0,1.0,1.0,0.0,,,,,,,,,,
22,PT10M10.00S,2023-12-17T02:13:42.3Z,1,REGULAR,3pt,Jump Shot,[],1627884,5.338370565045992,95.34313725490196,1610612742,4,6,2023-12-17T02:14:08Z,220000,False,-227.0,-2.0,1,left,D. Jones Jr. 3PT  (3 PTS) (L. Doncic 1 AST),"[1627884, 1629029]",1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,Left Corner 3,24+ Left,22.67,Made,3.0,L. Doncic,1629029.0,1.0,,,,,,,,,,,,,,
