actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal
19,PT10M29.00S,2023-11-06T02:14:33.0Z,1,REGULAR,turnover,bad pass,[],1629680,,,1610612757,5,2,2023-11-06T02:14:37Z,180000,False,,,0,,M. Thybulle bad pass TURNOVER (1 TO),"[1629680, 1630217]",1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,1.0,Bane,1630217.0,,,,,,
20,PT10M29.00S,2023-11-06T02:14:33.0Z,1,REGULAR,steal,,[],1630217,,,1610612763,5,2,2023-11-06T02:14:34Z,190000,False,,,0,,D. Bane STEAL (1 STL),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
21,PT10M24.00S,2023-11-06T02:14:37.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630217,94.1688567674113,46.81372549019608,1610612763,5,2,2023-11-06T02:14:43Z,200000,False,-16.0,2.0,1,right,MISS D. Bane running Layup - blocked,"[1630217, 1631101]",1610612763.0,MEM,running,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,1.61,Missed,,,,,,,,,,,,,Sharpe,1631101.0,,,,
22,PT10M24.00S,2023-11-06T02:14:37.8Z,1,REGULAR,block,,[],1631101,,,1610612763,5,2,2023-11-06T02:14:39Z,210000,False,,,0,,S. Sharpe BLOCK (1 BLK),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
23,PT10M21.00S,2023-11-06T02:14:40.8Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612757,5,2,2023-11-06T02:14:43Z,220000,False,,,0,,D. Ayton REBOUND (Off:0 Def:1),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,21.0,1.0,1.0,0.0
24,PT10M16.00S,2023-11-06T02:14:45.2Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],203924,17.95335085413929,77.45098039215686,1610612757,7,2,2023-11-06T02:14:55Z,230000,False,-137.0,116.0,1,left,J. Grant 17' running Jump Shot (4 PTS) (M. Brogdon 1 AST),"[203924, 1627763]",1610612757.0,POR,running,,,Grant,J. Grant,,,,,Mid-Range,16-24 Left Center,17.99,Made,4.0,M. Brogdon,1627763.0,1.0,,,,,,,,,,,,,,
26,PT10M02.00S,2023-11-06T02:14:58.7Z,1,REGULAR,3pt,Jump Shot,[],203935,68.41327201051249,22.30392156862745,1610612763,7,2,2023-11-06T02:15:02Z,250000,False,-138.0,244.0,1,right,MISS M. Smart 28' 3PT,[203935],1610612763.0,MEM,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,28.09,Missed,,,,,,,,,,,,,,,,,,
27,PT10M01.00S,2023-11-06T02:14:59.7Z,1,REGULAR,rebound,defensive,[],1629680,,,1610612757,7,2,2023-11-06T02:15:02Z,260000,False,,,0,,M. Thybulle REBOUND (Off:0 Def:1),[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,26.0,1.0,1.0,0.0
28,PT09M53.00S,2023-11-06T02:15:08.8Z,1,REGULAR,3pt,Jump Shot,[],1629680,26.62614980289093,81.61764705882352,1610612757,10,2,2023-11-06T02:15:34Z,270000,False,-158.0,198.0,1,left,M. Thybulle 25' 3PT  (3 PTS) (M. Brogdon 2 AST),"[1629680, 1627763]",1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Above the Break 3,24+ Left Center,25.32,Made,3.0,M. Brogdon,1627763.0,2.0,,,,,,,,,,,,,,
30,PT09M53.00S,2023-11-06T02:15:13.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,10,2,2023-11-06T02:15:13Z,290000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,PT09M40.00S,2023-11-06T02:18:18.9Z,1,REGULAR,2pt,Jump Shot,[],203935,74.58935611038108,54.65686274509803,1610612763,10,2,2023-11-06T02:18:24Z,300000,False,23.0,186.0,1,right,MISS M. Smart 18' pullup Shot,[203935],1610612763.0,MEM,pullup,,,Smart,M. Smart,,,,,Mid-Range,16-24 Center,18.79,Missed,,,,,,,,,,,,,,,,,,
32,PT09M36.00S,2023-11-06T02:18:22.9Z,1,REGULAR,rebound,defensive,[],1631101,,,1610612757,10,2,2023-11-06T02:18:24Z,310000,False,,,0,,S. Sharpe REBOUND (Off:0 Def:1),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,31.0,1.0,1.0,0.0
33,PT09M34.00S,2023-11-06T02:18:24.7Z,1,REGULAR,turnover,lost ball,[],1631101,,,1610612757,10,2,2023-11-06T02:18:36Z,320000,False,,,0,,S. Sharpe lost ball TURNOVER (1 TO),"[1631101, 203935]",1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,1.0,Smart,203935.0,,,,,,
35,PT09M34.00S,2023-11-06T02:18:24.7Z,1,REGULAR,steal,,[],203935,,,1610612763,10,2,2023-11-06T02:18:36Z,325000,False,,,0,,M. Smart STEAL (1 STL),[203935],1610612763.0,MEM,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
34,PT09M33.00S,2023-11-06T02:18:33.7Z,1,REGULAR,foul,personal,[],1631101,,,1610612763,10,2,2023-11-06T02:18:49Z,330000,False,,,0,,S. Sharpe personal FOUL (1 PF),"[1631101, 1630533]",1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,204058.0,1.0,0.0,Williams,1630533.0,,,,,,,,,
37,PT09M22.00S,2023-11-06T02:19:03.6Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1628991,87.33574244415243,49.50980392156863,1610612763,10,2,2023-11-06T02:19:08Z,350000,False,-2.0,67.0,1,right,MISS J. Jackson Jr. 6' turnaround Hook,[1628991],1610612763.0,MEM,turnaround,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.65,Missed,,,,,,,,,,,,,,,,,,
38,PT09M20.00S,2023-11-06T02:19:05.5Z,1,REGULAR,rebound,offensive,[],202687,,,1610612763,10,2,2023-11-06T02:19:05Z,360000,False,,,0,,B. Biyombo REBOUND (Off:1 Def:0),[202687],1610612763.0,MEM,,,,Biyombo,B. Biyombo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,37.0,1.0,0.0,1.0
39,PT09M20.00S,2023-11-06T02:19:07.6Z,1,REGULAR,foul,personal,['2freethrow'],1629028,,,1610612763,10,2,2023-11-06T02:19:16Z,370000,False,,,0,,D. Ayton shooting personal FOUL (1 PF) (Biyombo 2 FT),"[1629028, 202687]",1610612757.0,POR,shooting,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,,,,1201.0,1.0,0.0,Biyombo,202687.0,,,,,,,,,
41,PT09M20.00S,2023-11-06T02:19:32.8Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",202687,,,1610612763,10,3,2023-11-06T02:19:32Z,390000,False,,,0,,B. Biyombo Free Throw 1 of 2 (1 PTS),[202687],1610612763.0,MEM,,,,Biyombo,B. Biyombo,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
42,PT09M20.00S,2023-11-06T02:19:51.2Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",202687,,,1610612763,10,4,2023-11-06T02:19:51Z,400000,False,,,0,,B. Biyombo Free Throw 2 of 2 (2 PTS),[202687],1610612763.0,MEM,,,,Biyombo,B. Biyombo,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
43,PT09M11.00S,2023-11-06T02:20:10.4Z,1,REGULAR,foul,personal,[],202687,,,1610612757,10,4,2023-11-06T02:20:30Z,410000,False,,,0,,B. Biyombo personal FOUL (1 PF),"[202687, 1629028]",1610612763.0,MEM,,,,Biyombo,B. Biyombo,,,,,Mid-Range,8-16 Center,,,,,,,1201.0,1.0,0.0,Ayton,1629028.0,,,,,,,,,
45,PT09M03.00S,2023-11-06T02:20:28.3Z,1,REGULAR,2pt,Jump Shot,[],1627763,6.652431011826544,84.55882352941177,1610612757,10,4,2023-11-06T02:20:34Z,430000,False,-173.0,10.0,1,left,MISS M. Brogdon 17' step back Shot,[1627763],1610612757.0,POR,step back,,,Brogdon,M. Brogdon,,,,,Mid-Range,16-24 Left,17.31,Missed,,,,,,,,,,,,,,,,,,
46,PT09M01.00S,2023-11-06T02:20:30.5Z,1,REGULAR,rebound,defensive,[],202687,,,1610612763,10,4,2023-11-06T02:20:30Z,440000,False,,,0,,B. Biyombo REBOUND (Off:1 Def:1),[202687],1610612763.0,MEM,,,,Biyombo,B. Biyombo,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,45.0,2.0,1.0,1.0
47,PT08M55.00S,2023-11-06T02:20:36.4Z,1,REGULAR,3pt,Jump Shot,[],1630217,73.66951379763469,81.12745098039215,1610612763,10,4,2023-11-06T02:20:41Z,450000,False,156.0,195.0,1,right,MISS D. Bane 24' pullup 3PT,[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,Above the Break 3,24+ Right Center,24.95,Missed,,,,,,,,,,,,,,,,,,
48,PT08M53.00S,2023-11-06T02:20:38.4Z,1,REGULAR,rebound,defensive,[],1629680,,,1610612757,10,4,2023-11-06T02:20:41Z,460000,False,,,0,,M. Thybulle REBOUND (Off:0 Def:2),[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,47.0,2.0,2.0,0.0
49,PT08M48.00S,2023-11-06T02:20:44.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631101,6.389618922470433,47.30392156862745,1610612757,10,4,2023-11-06T02:20:54Z,470000,False,13.0,8.0,1,left,MISS S. Sharpe driving Layup - blocked,"[1631101, 202687]",1610612757.0,POR,driving,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,1.55,Missed,,,,,,,,,,,,,Biyombo,202687.0,,,,
50,PT08M48.00S,2023-11-06T02:20:44.6Z,1,REGULAR,block,,[],202687,,,1610612757,10,4,2023-11-06T02:20:46Z,480000,False,,,0,,B. Biyombo BLOCK (1 BLK),[202687],1610612763.0,MEM,,,,Biyombo,B. Biyombo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
51,PT08M45.00S,2023-11-06T02:20:47.6Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,10,4,2023-11-06T02:20:54Z,490000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:1),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,49.0,1.0,1.0,0.0
52,PT08M40.00S,2023-11-06T02:20:51.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628991,92.46057818659659,49.50980392156863,1610612763,10,4,2023-11-06T02:21:00Z,500000,False,-2.0,18.0,1,right,MISS J. Jackson Jr. running Layup,[1628991],1610612763.0,MEM,running,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,1.86,Missed,,,,,,,,,,,,,,,,,,
53,PT08M38.00S,2023-11-06T02:20:53.4Z,1,REGULAR,rebound,offensive,[],1628991,,,1610612763,10,4,2023-11-06T02:21:00Z,510000,False,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:1),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,52.0,2.0,1.0,1.0
54,PT08M38.00S,2023-11-06T02:20:53.8Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628991,94.40999984741211,50.0,1610612763,10,6,2023-11-06T02:22:25Z,520000,False,0.0,0.0,1,right,J. Jackson Jr. tip Layup (2 PTS),[1628991],1610612763.0,MEM,tip,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,0.0,Made,2.0,,,,,,,,,,,,,,,,,
55,PT08M26.00S,2023-11-06T02:21:05.5Z,1,REGULAR,3pt,Jump Shot,[],203924,29.25427069645204,20.833333333333336,1610612757,10,6,2023-11-06T02:21:11Z,530000,False,146.0,222.0,1,left,MISS J. Grant 26' 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right Center,26.6,Missed,,,,,,,,,,,,,,,,,,
56,PT08M24.00S,2023-11-06T02:21:07.5Z,1,REGULAR,rebound,defensive,[],202687,,,1610612763,10,6,2023-11-06T02:21:11Z,540000,False,,,0,,B. Biyombo REBOUND (Off:1 Def:2),[202687],1610612763.0,MEM,,,,Biyombo,B. Biyombo,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,55.0,3.0,2.0,1.0
57,PT08M20.00S,2023-11-06T02:21:15.9Z,1,REGULAR,foul,offensive,[],202687,,,1610612763,10,6,2023-11-06T02:21:23Z,550000,False,,,0,,B. Biyombo offensive FOUL (2 PF),"[202687, 1631101]",1610612763.0,MEM,,,,Biyombo,B. Biyombo,,,,,Above the Break 3,24+ Center,,,,,,,204058.0,2.0,0.0,Sharpe,1631101.0,,,,,,,,,
59,PT08M20.00S,2023-11-06T02:21:15.9Z,1,REGULAR,turnover,offensive foul,[],202687,,,1610612763,10,6,2023-11-06T02:21:15Z,570000,False,,,0,,B. Biyombo offensive foul TURNOVER (1 TO),[202687],1610612763.0,MEM,,,,Biyombo,B. Biyombo,,,,,Above the Break 3,24+ Center,,,,,,,204058.0,,,,,1.0,,,,,,,,
60,PT08M20.00S,2023-11-06T02:21:21.2Z,1,REGULAR,substitution,out,[],202687,,,1610612757,10,6,2023-11-06T02:21:27Z,580000,False,,,0,,SUB out: B. Biyombo,[202687],1610612763.0,MEM,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT08M20.00S,2023-11-06T02:21:21.2Z,1,REGULAR,substitution,in,[],1630583,,,1610612757,10,6,2023-11-06T02:21:27Z,590000,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT08M10.00S,2023-11-06T02:21:49.4Z,1,REGULAR,turnover,out-of-bounds,[],1629028,,,1610612757,10,6,2023-11-06T02:21:54Z,600000,False,,,0,,D. Ayton bad pass out-of-bounds TURNOVER (1 TO),[1629028],1610612757.0,POR,bad pass,,,Ayton,D. Ayton,,,,,Above the Break 3,24+ Right Center,,,,,,,204058.0,,,,,1.0,,,,,,,,
63,PT07M57.00S,2023-11-06T02:22:07.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630583,92.06636005256242,95.34313725490196,1610612763,10,6,2023-11-06T02:22:13Z,610000,False,227.0,22.0,1,right,MISS S. Aldama 3PT,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Right Corner 3,24+ Right,22.78,Missed,,,,,,,,,,,,,,,,,,
64,PT07M54.00S,2023-11-06T02:22:10.2Z,1,REGULAR,rebound,defensive,[],1631101,,,1610612757,10,6,2023-11-06T02:22:13Z,620000,False,,,0,,S. Sharpe REBOUND (Off:0 Def:2),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,,63.0,2.0,2.0,0.0
65,PT07M36.00S,2023-11-06T02:22:28.1Z,1,REGULAR,2pt,Jump Shot,[],1627763,20.45006570302234,63.48039215686274,1610612757,12,6,2023-11-06T02:23:59Z,630000,False,-67.0,140.0,1,left,M. Brogdon 15' step back Jump Shot (5 PTS),[1627763],1610612757.0,POR,step back,,,Brogdon,M. Brogdon,,,,,Mid-Range,8-16 Center,15.51,Made,5.0,,,,,,,,,,,,,,,,,
66,PT07M25.00S,2023-11-06T02:22:37.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,94.03745072273325,54.41176470588235,1610612763,12,6,2023-11-06T02:22:48Z,640000,False,22.0,4.0,1,right,MISS D. Bane driving Layup,[1630217],1610612763.0,MEM,driving,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,2.24,Missed,,,,,,,,,,,,,,,,,,
67,PT07M24.00S,2023-11-06T02:22:38.6Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612757,12,6,2023-11-06T02:22:48Z,650000,False,,,0,,D. Ayton REBOUND (Off:0 Def:2),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,66.0,2.0,2.0,0.0
68,PT07M19.00S,2023-11-06T02:22:44.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203924,5.469776609724048,45.83333333333333,1610612757,14,6,2023-11-06T02:22:52Z,660000,False,21.0,-1.0,1,left,J. Grant running reverse Layup (6 PTS) (S. Sharpe 1 AST),"[203924, 1631101]",1610612757.0,POR,running reverse,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,2.08,Made,6.0,S. Sharpe,1631101.0,1.0,,,,,,,,,,,,,,
70,PT07M09.00S,2023-11-06T02:22:59.4Z,1,REGULAR,foul,personal,[],203924,,,1610612763,14,6,2023-11-06T02:23:06Z,680000,False,,,0,,J. Grant personal FOUL (1 PF),"[203924, 1628991]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Mid-Range,8-16 Right,,,,,,,2530.0,1.0,0.0,Jackson Jr.,1628991.0,,,,,,,,,
72,PT06M59.00S,2023-11-06T02:23:28.4Z,1,REGULAR,3pt,Jump Shot,[],1630583,92.46057818659659,6.127450980392156,1610612763,14,9,2023-11-06T02:23:32Z,700000,False,-219.0,18.0,1,right,S. Aldama 3PT  (3 PTS) (D. Bane 2 AST),"[1630583, 1630217]",1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Left Corner 3,24+ Left,22.02,Made,3.0,D. Bane,1630217.0,2.0,,,,,,,,,,,,,,
74,PT06M45.00S,2023-11-06T02:23:41.5Z,1,REGULAR,3pt,Jump Shot,[],1631101,33.85348226018397,33.82352941176471,1610612757,17,9,2023-11-06T02:23:51Z,720000,False,81.0,266.0,1,left,S. Sharpe 27' 3PT step back (3 PTS) (M. Brogdon 3 AST),"[1631101, 1627763]",1610612757.0,POR,step back,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Center,27.77,Made,3.0,M. Brogdon,1627763.0,3.0,,,,,,,,,,,,,,
76,PT06M25.00S,2023-11-06T02:24:01.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,92.9862023653088,52.94117647058824,1610612763,17,11,2023-11-06T02:24:06Z,740000,False,15.0,13.0,1,right,J. Jackson Jr. driving Layup (4 PTS),[1628991],1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,1.99,Made,4.0,,,,,,,,,,,,,,,,,
77,PT06M14.00S,2023-11-06T02:24:12.5Z,1,REGULAR,3pt,Jump Shot,[],203924,26.62614980289093,16.666666666666664,1610612757,17,11,2023-11-06T02:24:17Z,750000,False,167.0,198.0,1,left,MISS J. Grant 25' 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right Center,25.87,Missed,,,,,,,,,,,,,,,,,,
78,PT06M11.00S,2023-11-06T02:24:15.9Z,1,REGULAR,rebound,offensive,[],1631101,,,1610612757,17,11,2023-11-06T02:24:15Z,760000,False,,,0,,S. Sharpe REBOUND (Off:1 Def:2),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,77.0,3.0,2.0,1.0
79,PT06M09.00S,2023-11-06T02:24:17.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627763,27.54599211563732,80.63725490196079,1610612757,20,11,2023-11-06T02:24:21Z,770000,False,-153.0,206.0,1,left,M. Brogdon 25' 3PT  (8 PTS) (S. Sharpe 2 AST),"[1627763, 1631101]",1610612757.0,POR,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Left Center,25.7,Made,8.0,S. Sharpe,1631101.0,2.0,,,,,,,,,,,,,,
81,PT05M53.00S,2023-11-06T02:24:34.2Z,1,REGULAR,3pt,Jump Shot,[],203935,91.14651773981603,2.696078431372549,1610612763,20,11,2023-11-06T02:25:50Z,790000,False,-237.0,31.0,1,right,MISS M. Smart pullup 3PT,[203935],1610612763.0,MEM,pullup,,,Smart,M. Smart,,,,,Left Corner 3,24+ Left,23.85,Missed,,,,,,,,,,,,,,,,,,
82,PT05M50.00S,2023-11-06T02:24:37.2Z,1,REGULAR,rebound,defensive,[],1627763,,,1610612757,20,11,2023-11-06T02:24:40Z,800000,False,,,0,,M. Brogdon REBOUND (Off:0 Def:1),[1627763],1610612757.0,POR,,,,Brogdon,M. Brogdon,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,81.0,1.0,1.0,0.0
83,PT05M42.00S,2023-11-06T02:24:44.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629028,10.726018396846255,49.754901960784316,1610612757,20,11,2023-11-06T02:24:49Z,810000,False,1.0,48.0,1,left,MISS D. Ayton floating Shot,[1629028],1610612757.0,POR,floating,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,4.83,Missed,,,,,,,,,,,,,,,,,,
84,PT05M40.00S,2023-11-06T02:24:46.9Z,1,REGULAR,rebound,defensive,[],1630583,,,1610612763,20,11,2023-11-06T02:24:49Z,820000,False,,,0,,S. Aldama REBOUND (Off:0 Def:1),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,83.0,1.0,1.0,0.0
