actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
84,PT04M58.00S,2024-01-30T03:26:07.8Z,1,REGULAR,foul,personal,['2freethrow'],1629028,,,1610612755,12,12,2024-01-30T03:26:16Z,840000,False,,,0,,D. Ayton shooting personal FOUL (1 PF) (Korkmaz 2 FT),"[1629028, 1627788]",1610612757.0,POR,shooting,,,Ayton,D. Ayton,,,,,Mid-Range,8-16 Right,,,,101284.0,,1.0,0.0,Korkmaz,1627788.0,,,,,,,,,,,
86,PT04M58.00S,2024-01-30T03:26:39.7Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1627788,,,1610612755,12,13,2024-01-30T03:26:39Z,860000,False,,,0,,F. Korkmaz Free Throw 1 of 2 (1 PTS),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
87,PT04M58.00S,2024-01-30T03:26:40.3Z,1,REGULAR,substitution,out,[],1626162,,,1610612755,12,13,2024-01-30T03:26:48Z,870000,False,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M58.00S,2024-01-30T03:26:40.3Z,1,REGULAR,substitution,out,[],201587,,,1610612755,12,13,2024-01-30T03:26:48Z,880000,False,,,0,,SUB out: N. Batum,[201587],1610612755.0,PHI,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M58.00S,2024-01-30T03:26:40.3Z,1,REGULAR,substitution,in,[],201976,,,1610612755,12,13,2024-01-30T03:26:48Z,890000,False,,,0,,SUB in: P. Beverley,[201976],1610612755.0,PHI,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M58.00S,2024-01-30T03:26:40.3Z,1,REGULAR,substitution,in,[],1627863,,,1610612755,12,13,2024-01-30T03:26:48Z,900000,False,,,0,,SUB in: D. House Jr.,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M58.00S,2024-01-30T03:27:03.7Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1627788,,,1610612755,12,14,2024-01-30T03:27:03Z,910000,False,,,0,,F. Korkmaz Free Throw 2 of 2 (2 PTS),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
92,PT04M45.00S,2024-01-30T03:27:20.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629028,84.1819973718791,39.46078431372549,1610612757,12,14,2024-01-30T03:27:35Z,920000,False,-53.0,96.0,1,right,MISS D. Ayton 10' turnaround fadeaway Shot,[1629028],1610612757.0,POR,turnaround fadeaway,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Center,10.97,Missed,,,,,,,,,,,,,,,,,,
93,PT04M44.00S,2024-01-30T03:27:21.4Z,1,REGULAR,rebound,defensive,[],202694,,,1610612755,12,14,2024-01-30T03:27:35Z,930000,False,,,0,,M. Morris Sr. REBOUND (Off:0 Def:1),[202694],1610612755.0,PHI,,,,Morris Sr.,M. Morris Sr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,92.0,1.0,1.0,0.0,,,,,,,
94,PT04M44.00S,2024-01-30T03:27:33.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630703,,,1610612755,12,14,2024-01-30T03:27:40Z,940000,False,,,0,,S. Henderson personal FOUL (1 PF) (Morris Sr. 2 FT),"[1630703, 202694]",1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Restricted Area,0-8 Center,,,,1628951.0,,1.0,0.0,Morris Sr.,202694.0,,,,,,,,,,,
96,PT04M44.00S,2024-01-30T03:27:55.2Z,1,REGULAR,freethrow,1 of 2,[],202694,,,1610612755,12,15,2024-01-30T03:27:55Z,960000,False,,,0,,M. Morris Sr. Free Throw 1 of 2 (3 PTS),[202694],1610612755.0,PHI,,,,Morris Sr.,M. Morris Sr.,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
97,PT04M44.00S,2024-01-30T03:28:15.8Z,1,REGULAR,freethrow,2 of 2,[],202694,,,1610612755,12,16,2024-01-30T03:28:15Z,970000,False,,,0,,M. Morris Sr. Free Throw 2 of 2 (4 PTS),[202694],1610612755.0,PHI,,,,Morris Sr.,M. Morris Sr.,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
98,PT04M34.00S,2024-01-30T03:28:26.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629028,93.64323258869908,49.754901960784316,1610612757,14,16,2024-01-30T03:28:32Z,980000,False,-1.0,7.0,1,right,D. Ayton alley-oop DUNK (6 PTS) (S. Henderson 2 AST),"[1629028, 1630703]",1610612757.0,POR,alley-oop,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,0.74,Made,6.0,,,,,,,,,,,,,S. Henderson,1630703.0,2.0,,
100,PT04M13.00S,2024-01-30T03:28:46.8Z,1,REGULAR,3pt,Jump Shot,[],1627788,25.706307490144546,13.725490196078432,1610612755,14,16,2024-01-30T03:28:51Z,1000000,False,181.0,189.0,1,left,MISS F. Korkmaz 26' 3PT,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,Above the Break 3,24+ Right Center,26.2,Missed,,,,,,,,,,,,,,,,,,
101,PT04M11.00S,2024-01-30T03:28:48.8Z,1,REGULAR,rebound,defensive,[],1627763,,,1610612757,14,16,2024-01-30T03:28:51Z,1010000,False,,,0,,M. Brogdon REBOUND (Off:0 Def:2),[1627763],1610612757.0,POR,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,100.0,2.0,2.0,0.0,,,,,,,
102,PT04M03.00S,2024-01-30T03:28:58.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,94.30026281208936,46.32352941176471,1610612757,16,16,2024-01-30T03:29:15Z,1020000,False,-18.0,1.0,1,right,M. Brogdon driving finger roll Layup (4 PTS),[1627763],1610612757.0,POR,driving finger roll,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,1.84,Made,4.0,,,,,,,,,,,,,,,,,
103,PT03M47.00S,2024-01-30T03:29:13.1Z,1,REGULAR,3pt,Jump Shot,[],201976,30.436925098554536,70.09803921568627,1610612755,16,16,2024-01-30T03:29:17Z,1030000,False,-100.0,234.0,1,left,MISS P. Beverley 25' pullup 3PT,[201976],1610612755.0,PHI,pullup,,,Beverley,P. Beverley,,,,,Above the Break 3,24+ Left Center,25.43,Missed,,,,,,,,,,,,,,,,,,
104,PT03M45.00S,2024-01-30T03:29:15.1Z,1,REGULAR,rebound,defensive,[],1627763,,,1610612757,16,16,2024-01-30T03:29:17Z,1040000,False,,,0,,M. Brogdon REBOUND (Off:0 Def:3),[1627763],1610612757.0,POR,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,103.0,3.0,3.0,0.0,,,,,,,
105,PT03M39.00S,2024-01-30T03:29:21.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627763,94.03745072273325,48.28431372549019,1610612757,18,16,2024-01-30T03:29:30Z,1050000,False,-9.0,4.0,1,right,M. Brogdon running finger roll Layup (6 PTS),[1627763],1610612757.0,POR,running finger roll,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,0.93,Made,6.0,,,,,,,,,,,,,,,,,
106,PT03M31.00S,2024-01-30T03:29:33.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,18,16,2024-01-30T03:29:33Z,1060000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M31.00S,2024-01-30T03:30:39.7Z,1,REGULAR,substitution,out,[],1629028,,,1610612755,18,16,2024-01-30T03:32:19Z,1070000,False,,,0,,SUB out: D. Ayton,[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M31.00S,2024-01-30T03:30:39.7Z,1,REGULAR,substitution,out,[],203924,,,1610612755,18,16,2024-01-30T03:32:19Z,1080000,False,,,0,,SUB out: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M31.00S,2024-01-30T03:30:39.7Z,1,REGULAR,substitution,out,[],1630194,,,1610612755,18,16,2024-01-30T03:32:19Z,1090000,False,,,0,,SUB out: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M31.00S,2024-01-30T03:30:39.7Z,1,REGULAR,substitution,in,[],1641871,,,1610612755,18,16,2024-01-30T03:32:19Z,1100000,False,,,0,,SUB in: D. Reath,[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M31.00S,2024-01-30T03:30:39.7Z,1,REGULAR,substitution,in,[],1629680,,,1610612755,18,16,2024-01-30T03:32:19Z,1110000,False,,,0,,SUB in: M. Thybulle,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M31.00S,2024-01-30T03:30:39.7Z,1,REGULAR,substitution,in,[],1628964,,,1610612755,18,16,2024-01-30T03:32:19Z,1120000,False,,,0,,SUB in: M. Bamba,[1628964],1610612755.0,PHI,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M22.00S,2024-01-30T03:32:33.7Z,1,REGULAR,3pt,Jump Shot,[],202694,5.863994743758213,94.36274509803921,1610612755,18,16,2024-01-30T03:32:37Z,1130000,False,-222.0,3.0,1,left,MISS M. Morris Sr. 3PT,[202694],1610612755.0,PHI,,,,Morris Sr.,M. Morris Sr.,,,,,Left Corner 3,24+ Left,22.18,Missed,,,,,,,,,,,,,,,,,,
114,PT03M20.00S,2024-01-30T03:32:35.7Z,1,REGULAR,rebound,defensive,[],1630703,,,1610612757,18,16,2024-01-30T03:32:37Z,1140000,False,,,0,,S. Henderson REBOUND (Off:1 Def:1),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Left Corner 3,24+ Left,,,,,,,,,,113.0,2.0,1.0,1.0,,,,,,,
115,PT03M06.00S,2024-01-30T03:32:49.6Z,1,REGULAR,2pt,Jump Shot,[],1627763,77.7431011826544,61.76470588235294,1610612757,18,16,2024-01-30T03:32:55Z,1150000,False,59.0,157.0,1,right,MISS M. Brogdon 16' pullup Shot,[1627763],1610612757.0,POR,pullup,,,Brogdon,M. Brogdon,,,,,Mid-Range,16-24 Right Center,16.74,Missed,,,,,,,,,,,,,,,,,,
116,PT03M04.00S,2024-01-30T03:32:51.6Z,1,REGULAR,rebound,defensive,[],1628964,,,1610612755,18,16,2024-01-30T03:32:55Z,1160000,False,,,0,,M. Bamba REBOUND (Off:0 Def:1),[1628964],1610612755.0,PHI,,,,Bamba,M. Bamba,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,115.0,1.0,1.0,0.0,,,,,,,
117,PT02M56.00S,2024-01-30T03:33:02.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201976,7.703679369250986,44.6078431372549,1610612755,18,18,2024-01-30T03:33:07Z,1170000,False,27.0,20.0,1,left,P. Beverley driving floating Jump Shot (2 PTS),[201976],1610612755.0,PHI,driving floating,,,Beverley,P. Beverley,,,,,Restricted Area,0-8 Center,3.35,Made,2.0,,,,,,,,,,,,,,,,,
118,PT02M56.00S,2024-01-30T03:33:04.2Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630703,,,1610612755,18,18,2024-01-30T03:33:10Z,1180000,False,,,0,,S. Henderson shooting personal FOUL (2 PF) (Beverley 1 FT),"[1630703, 201976]",1610612757.0,POR,shooting,,,Henderson,S. Henderson,,,,,Restricted Area,0-8 Center,,,,1628951.0,,2.0,0.0,Beverley,201976.0,,,,,,,,,,,
120,PT02M56.00S,2024-01-30T03:33:10.9Z,1,REGULAR,substitution,out,[],1627788,,,1610612755,18,18,2024-01-30T03:33:39Z,1200000,False,,,0,,SUB out: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M56.00S,2024-01-30T03:33:10.9Z,1,REGULAR,substitution,in,[],202699,,,1610612755,18,18,2024-01-30T03:33:39Z,1210000,False,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M56.00S,2024-01-30T03:33:26.3Z,1,REGULAR,freethrow,1 of 1,[],201976,,,1610612755,18,19,2024-01-30T03:33:26Z,1220000,False,,,0,,P. Beverley Free Throw 1 of 1 (3 PTS),[201976],1610612755.0,PHI,,,,Beverley,P. Beverley,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
123,PT02M47.00S,2024-01-30T03:33:37.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630703,91.27792378449409,45.588235294117645,1610612757,18,19,2024-01-30T03:33:41Z,1230000,False,-22.0,29.0,1,right,MISS S. Henderson driving Layup,[1630703],1610612757.0,POR,driving,,,Henderson,S. Henderson,,,,,Restricted Area,0-8 Center,3.69,Missed,,,,,,,,,,,,,,,,,,
124,PT02M46.00S,2024-01-30T03:33:38.7Z,1,REGULAR,rebound,defensive,[],201976,,,1610612755,18,19,2024-01-30T03:33:41Z,1240000,False,,,0,,P. Beverley REBOUND (Off:0 Def:1),[201976],1610612755.0,PHI,,,,Beverley,P. Beverley,,,,,Restricted Area,0-8 Center,,,,,,,,,,123.0,1.0,1.0,0.0,,,,,,,
125,PT02M36.00S,2024-01-30T03:33:48.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628964,6.389618922470433,48.77450980392157,1610612755,18,21,2024-01-30T03:33:52Z,1250000,False,6.0,8.0,1,left,M. Bamba alley-oop DUNK (2 PTS) (P. Beverley 2 AST),"[1628964, 201976]",1610612755.0,PHI,alley-oop,,,Bamba,M. Bamba,,,,,Restricted Area,0-8 Center,0.97,Made,2.0,,,,,,,,,,,,,P. Beverley,201976.0,2.0,,
127,PT02M12.00S,2024-01-30T03:34:11.6Z,1,REGULAR,3pt,Jump Shot,[],1641739,93.64323258869908,94.36274509803921,1610612757,18,21,2024-01-30T03:34:14Z,1270000,False,222.0,7.0,1,right,MISS T. Camara 3PT,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Right Corner 3,24+ Right,22.19,Missed,,,,,,,,,,,,,,,,,,
128,PT02M11.00S,2024-01-30T03:34:12.6Z,1,REGULAR,rebound,defensive,[],1627863,,,1610612755,18,21,2024-01-30T03:35:52Z,1280000,False,,,0,,D. House Jr. REBOUND (Off:0 Def:1),[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,Right Corner 3,24+ Right,,,,,,,,,,127.0,1.0,1.0,0.0,,,,,,,
129,PT01M55.00S,2024-01-30T03:34:29.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],202694,6.389618922470433,49.50980392156863,1610612755,18,23,2024-01-30T04:01:47Z,1290000,False,2.0,8.0,1,left,M. Morris Sr. DUNK (6 PTS) (P. Beverley 3 AST),"[202694, 201976]",1610612755.0,PHI,,,,Morris Sr.,M. Morris Sr.,,,,,Restricted Area,0-8 Center,0.8,Made,6.0,,,,,,,,,,,,,P. Beverley,201976.0,3.0,,
131,PT01M39.00S,2024-01-30T03:34:47.6Z,1,REGULAR,foul,personal,[],201976,,,1610612757,18,23,2024-01-30T03:34:53Z,1310000,False,,,0,,P. Beverley personal FOUL (1 PF),"[201976, 1641871]",1610612755.0,PHI,,,,Beverley,P. Beverley,,,,,Mid-Range,16-24 Right Center,,,,1628951.0,,1.0,0.0,Reath,1641871.0,,,,,,,,,,,
133,PT01M39.00S,2024-01-30T03:34:52.1Z,1,REGULAR,substitution,out,[],1641739,,,1610612757,18,23,2024-01-30T03:34:55Z,1330000,False,,,0,,SUB out: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT01M39.00S,2024-01-30T03:34:52.1Z,1,REGULAR,substitution,in,[],1631133,,,1610612757,18,23,2024-01-30T03:34:55Z,1340000,False,,,0,,SUB in: J. Walker,[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT01M33.00S,2024-01-30T03:35:12.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628964,,,1610612757,18,23,2024-01-30T03:35:25Z,1350000,False,,,0,,M. Bamba shooting personal FOUL (1 PF) (Henderson 2 FT),"[1628964, 1630703]",1610612755.0,PHI,shooting,,,Bamba,M. Bamba,,,,,Restricted Area,0-8 Center,,,,101284.0,,1.0,0.0,Henderson,1630703.0,,,,,,,,,,,
137,PT01M33.00S,2024-01-30T03:35:32.7Z,1,REGULAR,freethrow,1 of 2,[],1630703,,,1610612757,19,23,2024-01-30T03:35:32Z,1370000,False,,,0,,S. Henderson Free Throw 1 of 2 (1 PTS),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
138,PT01M33.00S,2024-01-30T03:35:40.4Z,1,REGULAR,foul,technical,['inpenalty'],1497,,,1610612757,19,23,2024-01-30T03:36:18Z,1380000,False,,,0,,TEAM foul technical,[1497],1610612757.0,POR,double,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,101284.0,,,,,,,,,,,,,,,,
139,PT01M33.00S,2024-01-30T03:35:40.4Z,1,REGULAR,foul,technical,['inpenalty'],201976,,,1610612757,19,23,2024-01-30T03:36:04Z,1390000,False,,,0,,P. Beverley double technical FOUL (1 Tech),[201976],1610612755.0,PHI,double,,,Beverley,P. Beverley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,1.0,1.0,,,,,,,,,,,,,
140,PT01M33.00S,2024-01-30T03:36:15.3Z,1,REGULAR,freethrow,2 of 2,[],1630703,,,1610612757,20,23,2024-01-30T03:36:15Z,1400000,False,,,0,,S. Henderson Free Throw 2 of 2 (2 PTS),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
141,PT01M19.00S,2024-01-30T03:36:24.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201976,7.30946123521682,47.05882352941176,1610612755,20,25,2024-01-30T03:36:33Z,1410000,False,15.0,16.0,1,left,P. Beverley driving Layup (5 PTS),[201976],1610612755.0,PHI,driving,,,Beverley,P. Beverley,,,,,Restricted Area,0-8 Center,2.19,Made,5.0,,,,,,,,,,,,,,,,,
142,PT01M19.00S,2024-01-30T03:36:28.9Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630703,,,1610612755,20,25,2024-01-30T03:36:34Z,1420000,False,,,0,,S. Henderson shooting personal FOUL (3 PF) (Beverley 1 FT),"[1630703, 201976]",1610612757.0,POR,shooting,,,Henderson,S. Henderson,,,,,Restricted Area,0-8 Center,,,,1628951.0,,3.0,0.0,Beverley,201976.0,,,,,,,,,,,
144,PT01M19.00S,2024-01-30T03:36:47.3Z,1,REGULAR,substitution,out,[],1630703,,,1610612755,20,25,2024-01-30T03:37:28Z,1440000,False,,,0,,SUB out: S. Henderson,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT01M19.00S,2024-01-30T03:36:47.3Z,1,REGULAR,substitution,in,[],1631200,,,1610612755,20,25,2024-01-30T03:37:28Z,1450000,False,,,0,,SUB in: K. Murray,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT01M19.00S,2024-01-30T03:37:07.1Z,1,REGULAR,freethrow,1 of 1,[],201976,,,1610612755,20,26,2024-01-30T03:37:07Z,1460000,False,,,0,,P. Beverley Free Throw 1 of 1 (6 PTS),[201976],1610612755.0,PHI,,,,Beverley,P. Beverley,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
147,PT01M01.00S,2024-01-30T03:37:26.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629680,83.78777923784494,55.88235294117647,1610612757,20,26,2024-01-30T03:37:30Z,1470000,False,29.0,100.0,1,right,MISS M. Thybulle 10' driving floating Shot,[1629680],1610612757.0,POR,driving floating,,,Thybulle,M. Thybulle,,,,,In The Paint (Non-RA),8-16 Center,10.41,Missed,,,,,,,,,,,,,,,,,,
148,PT01M00.00S,2024-01-30T03:37:27.0Z,1,REGULAR,rebound,defensive,[],1628964,,,1610612755,20,26,2024-01-30T03:37:30Z,1480000,False,,,0,,M. Bamba REBOUND (Off:0 Def:2),[1628964],1610612755.0,PHI,,,,Bamba,M. Bamba,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,147.0,2.0,2.0,0.0,,,,,,,
149,PT00M48.30S,2024-01-30T03:37:41.8Z,1,REGULAR,turnover,traveling,[],201976,,,1610612755,20,26,2024-01-30T03:37:47Z,1490000,False,,,0,,P. Beverley traveling TURNOVER (2 TO),[201976],1610612755.0,PHI,,,,Beverley,P. Beverley,,,,,Restricted Area,0-8 Center,,,,1628951.0,2.0,,,,,,,,,,,,,,,
150,PT00M26.70S,2024-01-30T03:38:15.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629680,81.42247043363994,4.166666666666666,1610612757,20,26,2024-01-30T03:38:19Z,1500000,False,-229.0,122.0,1,right,MISS M. Thybulle 25' 3PT,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Above the Break 3,24+ Left Center,25.97,Missed,,,,,,,,,,,,,,,,,,
151,PT00M23.70S,2024-01-30T03:38:18.0Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,20,26,2024-01-30T03:38:19Z,1510000,False,,,0,,T. Harris REBOUND (Off:1 Def:1),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,150.0,2.0,1.0,1.0,,,,,,,
152,PT00M03.90S,2024-01-30T03:38:37.6Z,1,REGULAR,2pt,Jump Shot,[],202699,18.873193166885677,70.34313725490196,1610612755,20,28,2024-01-30T03:39:05Z,1520000,False,-102.0,125.0,1,left,T. Harris 16' pullup Jump Shot (2 PTS),[202699],1610612755.0,PHI,pullup,,,Harris,T. Harris,,,,,Mid-Range,16-24 Left Center,16.11,Made,2.0,,,,,,,,,,,,,,,,,
153,PT00M00.00S,2024-01-30T03:38:48.1Z,1,REGULAR,period,end,[],0,,,1610612757,20,28,2024-01-30T03:38:48Z,1530000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2024-01-30T03:39:22.6Z,2,REGULAR,substitution,out,['startperiod'],1627763,,,1610612757,20,28,2024-01-30T03:41:46Z,1540000,False,,,0,,SUB out: M. Brogdon,[1627763],1610612757.0,POR,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2024-01-30T03:39:22.6Z,2,REGULAR,substitution,out,['startperiod'],1641871,,,1610612757,20,28,2024-01-30T03:41:46Z,1550000,False,,,0,,SUB out: D. Reath,[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2024-01-30T03:39:22.6Z,2,REGULAR,substitution,out,['startperiod'],1631200,,,1610612757,20,28,2024-01-30T03:41:46Z,1560000,False,,,0,,SUB out: K. Murray,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2024-01-30T03:39:22.6Z,2,REGULAR,substitution,out,['startperiod'],202694,,,1610612757,20,28,2024-01-30T03:41:46Z,1570000,False,,,0,,SUB out: M. Morris Sr.,[202694],1610612755.0,PHI,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2024-01-30T03:39:22.6Z,2,REGULAR,substitution,in,['startperiod'],1629028,,,1610612757,20,28,2024-01-30T03:41:46Z,1580000,False,,,0,,SUB in: D. Ayton,[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2024-01-30T03:39:22.6Z,2,REGULAR,substitution,in,['startperiod'],203924,,,1610612757,20,28,2024-01-30T03:41:46Z,1590000,False,,,0,,SUB in: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2024-01-30T03:39:22.6Z,2,REGULAR,substitution,in,['startperiod'],1629014,,,1610612757,20,28,2024-01-30T03:41:46Z,1600000,False,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2024-01-30T03:39:22.6Z,2,REGULAR,substitution,in,['startperiod'],1630231,,,1610612757,20,28,2024-01-30T03:41:46Z,1610000,False,,,0,,SUB in: K. Martin,[1630231],1610612755.0,PHI,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2024-01-30T03:41:49.0Z,2,REGULAR,period,start,[],0,,,1610612757,20,28,2024-01-30T03:41:49Z,1620000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT11M51.00S,2024-01-30T03:42:01.1Z,2,REGULAR,foul,personal,[],1628964,,,1610612757,20,28,2024-01-30T03:42:06Z,1630000,False,,,0,,M. Bamba personal FOUL (2 PF),"[1628964, 1629028]",1610612755.0,PHI,,,,Bamba,M. Bamba,,,,,Mid-Range,16-24 Center,,,,1628951.0,,2.0,0.0,Ayton,1629028.0,,,,,,,,,,,
165,PT11M43.00S,2024-01-30T03:42:25.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203924,81.15965834428384,39.46078431372549,1610612757,22,28,2024-01-30T03:42:33Z,1650000,False,-53.0,125.0,1,right,J. Grant 13' fadeaway Jump Shot (8 PTS),[203924],1610612757.0,POR,fadeaway,,,Grant,J. Grant,,,,,In The Paint (Non-RA),8-16 Center,13.53,Made,8.0,,,,,,,,,,,,,,,,,
166,PT11M24.00S,2024-01-30T03:42:44.8Z,2,REGULAR,3pt,Jump Shot,[],202699,29.517082785808146,76.47058823529412,1610612755,22,28,2024-01-30T03:42:48Z,1660000,False,-132.0,225.0,1,left,MISS T. Harris 26' pullup 3PT,[202699],1610612755.0,PHI,pullup,,,Harris,T. Harris,,,,,Above the Break 3,24+ Left Center,26.11,Missed,,,,,,,,,,,,,,,,,,
