actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
90,PT05M05.00S,2024-03-23T02:25:41.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201935,92.72339027595268,51.71568627450981,1610612746,11,24,2024-03-23T02:25:50Z,900000,False,9.0,16.0,1,right,J. Harden running reverse Layup (2 PTS),[201935],1610612746.0,LAC,running reverse,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,1.81,Made,,,,,,,,,,,,,2.0,,,,,
91,PT04M56.00S,2024-03-23T02:25:50.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629650,6.783837056504599,48.28431372549019,1610612757,13,24,2024-03-23T02:25:56Z,910000,False,9.0,11.0,1,left,M. Brown driving DUNK (3 PTS) (A. Simons 1 AST),"[1629650, 1629014]",1610612757.0,POR,driving,,,Brown,M. Brown,,,,,Restricted Area,0-8 Center,1.42,Made,,,,,,,,,,,,,3.0,,,A. Simons,1629014.0,1.0
93,PT04M39.00S,2024-03-23T02:26:09.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,84.97043363994744,49.01960784313725,1610612746,13,26,2024-03-23T02:26:12Z,930000,False,-5.0,89.0,1,right,K. Leonard 8' pullup Jump Shot (10 PTS),[202695],1610612746.0,LAC,pullup,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),8-16 Center,8.89,Made,,,,,,,,,,,,,10.0,,,,,
94,PT04M39.00S,2024-03-23T02:26:11.6Z,1,REGULAR,foul,personal,['1freethrow'],1631200,,,1610612746,13,26,2024-03-23T02:26:22Z,940000,False,,,0,,K. Murray shooting personal FOUL (1 PF) (Leonard 1 FT),"[1631200, 202695]",1610612757.0,POR,shooting,,,Murray,K. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,204058.0,1.0,0.0,Leonard,202695.0,,,,,,
96,PT04M39.00S,2024-03-23T02:26:28.3Z,1,REGULAR,substitution,out,[],201935,,,1610612746,13,26,2024-03-23T02:27:33Z,960000,False,,,0,,SUB out: J. Harden,[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M39.00S,2024-03-23T02:26:28.3Z,1,REGULAR,substitution,out,[],202331,,,1610612746,13,26,2024-03-23T02:27:33Z,970000,False,,,0,,SUB out: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M39.00S,2024-03-23T02:26:28.3Z,1,REGULAR,substitution,in,[],1629599,,,1610612746,13,26,2024-03-23T02:27:33Z,980000,False,,,0,,SUB in: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M39.00S,2024-03-23T02:26:28.3Z,1,REGULAR,substitution,in,[],200782,,,1610612746,13,26,2024-03-23T02:27:33Z,990000,False,,,0,,SUB in: P. Tucker,[200782],1610612746.0,LAC,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M39.00S,2024-03-23T02:27:09.2Z,1,REGULAR,freethrow,1 of 1,[],202695,,,1610612746,13,27,2024-03-23T02:27:09Z,1000000,False,,,0,,K. Leonard Free Throw 1 of 1 (11 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,Made,,,,,,,,,,,,,11.0,,,,,
101,PT04M18.00S,2024-03-23T02:27:31.3Z,1,REGULAR,2pt,Jump Shot,[],1630625,21.50131406044678,47.794117647058826,1610612757,13,27,2024-03-23T02:27:35Z,1010000,False,11.0,150.0,1,left,MISS D. Banton 15' turnaround fadeaway Shot,[1630625],1610612757.0,POR,turnaround fadeaway,,,Banton,D. Banton,,,,,Mid-Range,8-16 Center,15.0,Missed,,,,,,,,,,,,,,,,,,
102,PT04M15.00S,2024-03-23T02:27:34.3Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,13,27,2024-03-23T02:27:35Z,1020000,False,,,0,,I. Zubac REBOUND (Off:1 Def:3),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Mid-Range,8-16 Center,,,101.0,4.0,3.0,1.0,,,,,,,,,,,,,,
103,PT04M02.00S,2024-03-23T02:27:48.2Z,1,REGULAR,foul,personal,['2freethrow'],1629650,,,1610612746,13,27,2024-03-23T02:28:09Z,1030000,False,,,0,,M. Brown shooting personal FOUL (1 PF) (Mann 2 FT),"[1629650, 1629611]",1610612757.0,POR,shooting,,,Brown,M. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1627963.0,1.0,0.0,Mann,1629611.0,,,,,,
105,PT04M02.00S,2024-03-23T02:28:09.6Z,1,REGULAR,freethrow,1 of 2,[],1629611,,,1610612746,13,28,2024-03-23T02:28:09Z,1050000,False,,,0,,T. Mann Free Throw 1 of 2 (5 PTS),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,Made,,,,,,,,,,,,,5.0,,,,,
106,PT04M02.00S,2024-03-23T02:28:10.5Z,1,REGULAR,substitution,out,[],1631200,,,1610612746,13,28,2024-03-23T02:28:23Z,1060000,False,,,0,,SUB out: K. Murray,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M02.00S,2024-03-23T02:28:10.5Z,1,REGULAR,substitution,out,[],1641739,,,1610612746,13,28,2024-03-23T02:28:23Z,1070000,False,,,0,,SUB out: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M02.00S,2024-03-23T02:28:10.5Z,1,REGULAR,substitution,in,[],1631133,,,1610612746,13,28,2024-03-23T02:28:23Z,1080000,False,,,0,,SUB in: J. Walker,[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M02.00S,2024-03-23T02:28:10.5Z,1,REGULAR,substitution,in,[],1641712,,,1610612746,13,28,2024-03-23T02:28:23Z,1090000,False,,,0,,SUB in: R. Rupert,[1641712],1610612757.0,POR,,,,Rupert,R. Rupert,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M02.00S,2024-03-23T02:28:32.6Z,1,REGULAR,freethrow,2 of 2,[],1629611,,,1610612746,13,29,2024-03-23T02:28:32Z,1100000,False,,,0,,T. Mann Free Throw 2 of 2 (6 PTS),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,Made,,,,,,,,,,,,,6.0,,,,,
111,PT03M47.00S,2024-03-23T02:28:49.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629650,7.046649145860711,47.30392156862745,1610612757,15,29,2024-03-23T02:30:41Z,1110000,False,13.0,14.0,1,left,M. Brown DUNK (5 PTS) (J. Walker 1 AST),"[1629650, 1631133]",1610612757.0,POR,,,,Brown,M. Brown,,,,,Restricted Area,0-8 Center,1.92,Made,,,,,,,,,,,,,5.0,,,J. Walker,1631133.0,1.0
113,PT03M30.00S,2024-03-23T02:29:05.3Z,1,REGULAR,turnover,lost ball,[],1629599,,,1610612746,15,29,2024-03-23T02:29:11Z,1130000,False,,,0,,A. Coffey lost ball TURNOVER (1 TO),"[1629599, 1630625]",1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,Mid-Range,16-24 Center,,,,,,,1.0,Banton,1630625.0,,,,,,,,,,,
114,PT03M30.00S,2024-03-23T02:29:05.3Z,1,REGULAR,steal,,[],1630625,,,1610612757,15,29,2024-03-23T02:29:07Z,1140000,False,,,0,,D. Banton STEAL (1 STL),[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
115,PT03M27.00S,2024-03-23T02:29:10.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630625,8.09789750328515,48.28431372549019,1610612757,17,29,2024-03-23T02:29:17Z,1150000,False,9.0,24.0,1,left,D. Banton running DUNK (2 PTS) (M. Brown 1 AST),"[1630625, 1629650]",1610612757.0,POR,running,,,Banton,D. Banton,,,,,Restricted Area,0-8 Center,2.51,Made,,,,,,,,,,,,,2.0,,,M. Brown,1629650.0,1.0
117,PT03M27.00S,2024-03-23T02:29:16.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,17,29,2024-03-23T02:29:16Z,1170000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M27.00S,2024-03-23T02:31:43.0Z,1,REGULAR,substitution,out,[],1629014,,,1610612746,17,29,2024-03-23T02:32:13Z,1180000,False,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M27.00S,2024-03-23T02:31:43.0Z,1,REGULAR,substitution,out,[],1629611,,,1610612746,17,29,2024-03-23T02:32:13Z,1190000,False,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M27.00S,2024-03-23T02:31:43.0Z,1,REGULAR,substitution,out,[],1627826,,,1610612746,17,29,2024-03-23T02:32:13Z,1200000,False,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M27.00S,2024-03-23T02:31:43.0Z,1,REGULAR,substitution,in,[],1630703,,,1610612746,17,29,2024-03-23T02:32:13Z,1210000,False,,,0,,SUB in: S. Henderson,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M27.00S,2024-03-23T02:31:43.0Z,1,REGULAR,substitution,in,[],1628464,,,1610612746,17,29,2024-03-23T02:32:13Z,1220000,False,,,0,,SUB in: D. Theis,[1628464],1610612746.0,LAC,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M27.00S,2024-03-23T02:31:43.0Z,1,REGULAR,substitution,in,[],1630527,,,1610612746,17,29,2024-03-23T02:32:13Z,1230000,False,,,0,,SUB in: B. Boston Jr.,[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT03M27.00S,2024-03-23T02:31:43.0Z,1,REGULAR,substitution,out,[],1629650,,,1610612746,17,29,2024-03-23T02:35:38Z,1235000,False,,,0,,SUB out: M. Brown,[1629650],1610612757.0,POR,,,,Brown,M. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT03M27.00S,2024-03-23T02:31:43.0Z,1,REGULAR,substitution,in,[],1641871,,,1610612746,17,29,2024-03-23T02:35:38Z,1237500,False,,,0,,SUB in: D. Reath,[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M01.00S,2024-03-23T02:32:33.7Z,1,REGULAR,3pt,Jump Shot,[],200782,89.04402102496715,95.09803921568627,1610612746,17,32,2024-03-23T02:32:38Z,1240000,False,225.0,50.0,1,right,P. Tucker 3PT pullup (3 PTS) (A. Coffey 1 AST),"[200782, 1629599]",1610612746.0,LAC,pullup,,,Tucker,P. Tucker,,,,,Right Corner 3,24+ Right,23.11,Made,,,,,,,,,,,,,3.0,,,A. Coffey,1629599.0,1.0
127,PT02M49.00S,2024-03-23T02:32:47.1Z,1,REGULAR,2pt,Jump Shot,[],1630703,17.427726675427067,72.05882352941177,1610612757,19,32,2024-03-23T02:35:02Z,1270000,False,-110.0,111.0,1,left,S. Henderson 15' driving floating Jump Shot (2 PTS) (J. Walker 2 AST),"[1630703, 1631133]",1610612757.0,POR,driving floating,,,Henderson,S. Henderson,,,,,Mid-Range,8-16 Left,15.67,Made,,,,,,,,,,,,,2.0,,,J. Walker,1631133.0,2.0
129,PT02M49.00S,2024-03-23T02:32:56.1Z,1,REGULAR,foul,personal,['1freethrow'],1630527,,,1610612757,19,32,2024-03-23T02:33:01Z,1290000,False,,,0,,B. Boston Jr. shooting personal FOUL (1 PF) (Henderson 1 FT),"[1630527, 1630703]",1610612746.0,LAC,shooting,,,Boston Jr.,B. Boston Jr.,,,,,Mid-Range,8-16 Left,,,,,,,,,,1627963.0,1.0,0.0,Henderson,1630703.0,,,,,,
131,PT02M49.00S,2024-03-23T02:33:07.9Z,1,REGULAR,freethrow,1 of 1,[],1630703,,,1610612757,20,32,2024-03-23T02:33:07Z,1310000,False,,,0,,S. Henderson Free Throw 1 of 1 (3 PTS),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,Made,,,,,,,,,,,,,3.0,,,,,
132,PT02M35.00S,2024-03-23T02:33:22.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200782,83.919185282523,43.38235294117647,1610612746,20,32,2024-03-23T02:35:30Z,1320000,False,-33.0,99.0,1,right,MISS P. Tucker 10' floating Shot,[200782],1610612746.0,LAC,floating,,,Tucker,P. Tucker,,,,,In The Paint (Non-RA),8-16 Center,10.41,Missed,,,,,,,,,,,,,,,,,,
133,PT02M35.00S,2024-03-23T02:33:22.5Z,1,REGULAR,rebound,offensive,[],202695,,,1610612746,20,32,2024-03-23T02:33:28Z,1330000,False,,,0,,K. Leonard REBOUND (Off:1 Def:3),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),8-16 Center,,,132.0,4.0,3.0,1.0,,,,,,,,,,,,,,
134,PT02M33.00S,2024-03-23T02:33:25.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202695,74.32654402102497,84.06862745098039,1610612746,20,32,2024-03-23T02:33:31Z,1340000,False,170.0,189.0,1,right,MISS K. Leonard 25' pullup 3PT,[202695],1610612746.0,LAC,pullup,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Right Center,25.43,Missed,,,,,,,,,,,,,,,,,,
135,PT02M28.00S,2024-03-23T02:33:30.9Z,1,REGULAR,rebound,offensive,[],1628464,,,1610612746,20,32,2024-03-23T02:45:29Z,1350000,False,,,0,,D. Theis REBOUND (Off:1 Def:0),[1628464],1610612746.0,LAC,,,,Theis,D. Theis,,,,,Above the Break 3,24+ Right Center,,,134.0,1.0,0.0,1.0,,,,,,,,,,,,,,
138,PT02M26.00S,2024-03-23T02:33:31.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628464,94.40999984741211,50.0,1610612746,20,34,2024-03-23T02:33:31Z,1380000,False,0.0,0.0,1,right,D. Theis tip Layup (2 PTS),[1628464],1610612746.0,LAC,tip,,,Theis,D. Theis,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,,,,2.0,,,,,
139,PT02M20.00S,2024-03-23T02:33:38.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630703,6.783837056504599,53.18627450980392,1610612757,22,34,2024-03-23T02:33:42Z,1390000,False,-16.0,11.0,1,left,S. Henderson driving reverse Layup (5 PTS),[1630703],1610612757.0,POR,driving reverse,,,Henderson,S. Henderson,,,,,Restricted Area,0-8 Center,1.95,Made,,,,,,,,,,,,,5.0,,,,,
140,PT02M03.00S,2024-03-23T02:33:55.0Z,1,REGULAR,3pt,Jump Shot,[],1630527,72.88107752956637,13.23529411764706,1610612746,22,37,2024-03-23T02:34:00Z,1400000,False,-184.0,202.0,1,right,B. Boston Jr. 27' 3PT pullup (3 PTS) (P. Tucker 1 AST),"[1630527, 200782]",1610612746.0,LAC,pullup,,,Boston Jr.,B. Boston Jr.,,,,,Above the Break 3,24+ Left Center,27.34,Made,,,,,,,,,,,,,3.0,,,P. Tucker,200782.0,1.0
143,PT01M47.00S,2024-03-23T02:34:29.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641871,8.229303547963205,56.127450980392155,1610612757,24,37,2024-03-23T02:34:45Z,1430000,False,-31.0,25.0,1,left,D. Reath cutting Layup (2 PTS) (S. Henderson 2 AST),"[1641871, 1630703]",1610612757.0,POR,cutting,,,Reath,D. Reath,,,,,Restricted Area,0-8 Center,3.95,Made,,,,,,,,,,,,,2.0,,,S. Henderson,1630703.0,2.0
145,PT01M47.00S,2024-03-23T02:34:37.6Z,1,REGULAR,foul,personal,['1freethrow'],1630527,,,1610612757,24,37,2024-03-23T02:34:50Z,1450000,False,,,0,,B. Boston Jr. shooting personal FOUL (2 PF) (Reath 1 FT),"[1630527, 1641871]",1610612746.0,LAC,shooting,,,Boston Jr.,B. Boston Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,1627963.0,2.0,0.0,Reath,1641871.0,,,,,,
147,PT01M47.00S,2024-03-23T02:34:59.9Z,1,REGULAR,freethrow,1 of 1,[],1641871,,,1610612757,25,37,2024-03-23T02:34:59Z,1470000,False,,,0,,D. Reath Free Throw 1 of 1 (3 PTS),[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,,,,Made,,,,,,,,,,,,,3.0,,,,,
148,PT01M32.00S,2024-03-23T02:35:18.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,80.3712220762155,63.48039215686274,1610612746,25,39,2024-03-23T02:35:22Z,1480000,False,67.0,132.0,1,right,K. Leonard 14' pullup Jump Shot (13 PTS) (A. Coffey 2 AST),"[202695, 1629599]",1610612746.0,LAC,pullup,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),8-16 Center,14.82,Made,,,,,,,,,,,,,13.0,,,A. Coffey,1629599.0,2.0
149,PT01M32.00S,2024-03-23T02:35:21.7Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1641712,,,1610612746,25,39,2024-03-23T02:35:31Z,1490000,False,,,0,,R. Rupert shooting personal FOUL (1 PF) (Leonard 1 FT),"[1641712, 202695]",1610612757.0,POR,shooting,,,Rupert,R. Rupert,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,204058.0,1.0,0.0,Leonard,202695.0,,,,,,
153,PT01M32.00S,2024-03-23T02:35:45.5Z,1,REGULAR,freethrow,1 of 1,[],202695,,,1610612746,25,39,2024-03-23T02:35:48Z,1510000,False,,,0,,MISS K. Leonard Free Throw 1 of 1,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
154,PT01M29.00S,2024-03-23T02:35:48.5Z,1,REGULAR,rebound,defensive,[],1631133,,,1610612757,25,39,2024-03-23T02:35:48Z,1520000,False,,,0,,J. Walker REBOUND (Off:0 Def:1),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,,153.0,1.0,1.0,0.0,,,,,,,,,,,,,,
155,PT01M08.00S,2024-03-23T02:36:08.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631133,8.886333771353483,44.85294117647059,1610612757,27,39,2024-03-23T02:36:12Z,1530000,False,26.0,31.0,1,left,J. Walker driving Layup (2 PTS),[1631133],1610612757.0,POR,driving,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,4.03,Made,,,,,,,,,,,,,2.0,,,,,
156,PT00M44.10S,2024-03-23T02:36:33.3Z,1,REGULAR,3pt,Jump Shot,[],1629599,90.62089356110381,96.56862745098039,1610612746,27,42,2024-03-23T02:36:37Z,1540000,False,233.0,36.0,1,right,A. Coffey 3PT  (3 PTS) (K. Leonard 2 AST),"[1629599, 202695]",1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,Right Corner 3,24+ Right,23.55,Made,,,,,,,,,,,,,3.0,,,K. Leonard,202695.0,2.0
158,PT00M28.50S,2024-03-23T02:36:53.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630703,18.2161629434954,50.0,1610612757,27,42,2024-03-23T02:36:57Z,1560000,False,0.0,119.0,1,left,MISS S. Henderson 11' driving floating Shot,[1630703],1610612757.0,POR,driving floating,,,Henderson,S. Henderson,,,,,In The Paint (Non-RA),8-16 Center,11.87,Missed,,,,,,,,,,,,,,,,,,
159,PT00M26.00S,2024-03-23T02:36:55.9Z,1,REGULAR,rebound,defensive,[],1630527,,,1610612746,27,42,2024-03-23T02:46:17Z,1570000,False,,,0,,B. Boston Jr. REBOUND (Off:0 Def:1),[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,158.0,1.0,1.0,0.0,,,,,,,,,,,,,,
162,PT00M05.50S,2024-03-23T02:37:18.9Z,1,REGULAR,turnover,traveling,[],202695,,,1610612746,27,42,2024-03-23T02:37:25Z,1600000,False,,,0,,K. Leonard traveling TURNOVER (1 TO),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1.0,,,2530.0,,,,,,,,,,
163,PT00M00.20S,2024-03-23T02:37:37.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631133,32.53942181340342,65.93137254901961,1610612757,27,42,2024-03-23T02:37:43Z,1610000,False,-80.0,253.0,1,left,MISS J. Walker 26' 3PT - blocked,"[1631133, 202695]",1610612757.0,POR,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Center,26.56,Missed,,,,,,,,,,,,,,Leonard,202695.0,,,
164,PT00M00.20S,2024-03-23T02:37:37.7Z,1,REGULAR,block,,[],202695,,,1610612757,27,42,2024-03-23T02:37:40Z,1620000,False,,,0,,K. Leonard BLOCK (1 BLK),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
165,PT00M00.20S,2024-03-23T02:37:37.7Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,27,42,2024-03-23T02:37:43Z,1630000,False,,,0,,K. Leonard REBOUND (Off:1 Def:4),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Center,,,163.0,5.0,4.0,1.0,,,,,,,,,,,,,,
166,PT00M00.00S,2024-03-23T02:37:51.0Z,1,REGULAR,period,end,[],0,,,1610612746,27,42,2024-03-23T02:37:51Z,1640000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2024-03-23T02:39:51.5Z,2,REGULAR,substitution,out,['startperiod'],202695,,,1610612746,27,42,2024-03-23T02:40:19Z,1650000,False,,,0,,SUB out: K. Leonard,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2024-03-23T02:39:51.5Z,2,REGULAR,substitution,out,['startperiod'],1630527,,,1610612746,27,42,2024-03-23T02:40:19Z,1660000,False,,,0,,SUB out: B. Boston Jr.,[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2024-03-23T02:39:51.5Z,2,REGULAR,substitution,in,['startperiod'],201935,,,1610612746,27,42,2024-03-23T02:40:19Z,1670000,False,,,0,,SUB in: J. Harden,[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2024-03-23T02:39:51.5Z,2,REGULAR,substitution,in,['startperiod'],202331,,,1610612746,27,42,2024-03-23T02:40:19Z,1680000,False,,,0,,SUB in: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2024-03-23T02:40:28.9Z,2,REGULAR,period,start,[],0,,,1610612746,27,42,2024-03-23T02:40:28Z,1690000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT11M35.00S,2024-03-23T02:40:53.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202331,81.8166885676741,48.03921568627451,1610612746,27,44,2024-03-23T02:41:00Z,1700000,False,-10.0,118.0,1,right,P. George 11' turnaround fadeaway Jump Shot (10 PTS),[202331],1610612746.0,LAC,turnaround fadeaway,,,George,P. George,,,,,In The Paint (Non-RA),8-16 Center,11.88,Made,,,,,,,,,,,,,10.0,,,,,
173,PT11M14.00S,2024-03-23T02:41:13.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630703,9.149145860709593,62.5,1610612757,27,44,2024-03-23T02:41:19Z,1710000,False,-62.0,34.0,1,left,MISS S. Henderson 7' driving finger roll Layup,[1630703],1610612757.0,POR,driving finger roll,,,Henderson,S. Henderson,,,,,In The Paint (Non-RA),0-8 Center,7.09,Missed,,,,,,,,,,,,,,,,,,
174,PT11M10.00S,2024-03-23T02:41:17.5Z,2,REGULAR,rebound,defensive,[],200782,,,1610612746,27,44,2024-03-23T02:41:19Z,1720000,False,,,0,,P. Tucker REBOUND (Off:0 Def:1),[200782],1610612746.0,LAC,,,,Tucker,P. Tucker,,,,,In The Paint (Non-RA),0-8 Center,,,173.0,1.0,1.0,0.0,,,,,,,,,,,,,,
175,PT10M56.00S,2024-03-23T02:41:32.0Z,2,REGULAR,3pt,Jump Shot,[],1629599,88.91261498028909,94.11764705882352,1610612746,27,47,2024-03-23T02:41:37Z,1730000,False,221.0,52.0,1,right,A. Coffey 3PT  (6 PTS) (P. George 1 AST),"[1629599, 202331]",1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,Right Corner 3,24+ Right,22.66,Made,,,,,,,,,,,,,6.0,,,P. George,202331.0,1.0
177,PT10M38.00S,2024-03-23T02:41:50.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631133,7.178055190538765,47.549019607843135,1610612757,29,47,2024-03-23T02:48:14Z,1750000,False,12.0,15.0,1,left,J. Walker Layup (4 PTS) (D. Reath 1 AST),"[1631133, 1641871]",1610612757.0,POR,,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,1.94,Made,,,,,,,,,,,,,4.0,,,D. Reath,1641871.0,1.0
179,PT10M19.00S,2024-03-23T02:42:08.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628464,92.72339027595268,45.588235294117645,1610612746,29,49,2024-03-23T02:42:14Z,1770000,False,-22.0,16.0,1,right,D. Theis driving DUNK (4 PTS) (J. Harden 2 AST),"[1628464, 201935]",1610612746.0,LAC,driving,,,Theis,D. Theis,,,,,Restricted Area,0-8 Center,2.72,Made,,,,,,,,,,,,,4.0,,,J. Harden,201935.0,2.0
181,PT10M06.00S,2024-03-23T02:42:21.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630703,13.61695137976347,42.40196078431372,1610612757,31,49,2024-03-23T02:42:24Z,1790000,False,38.0,75.0,1,left,S. Henderson 8' driving floating Jump Shot (7 PTS),[1630703],1610612757.0,POR,driving floating,,,Henderson,S. Henderson,,,,,In The Paint (Non-RA),8-16 Center,8.45,Made,,,,,,,,,,,,,7.0,,,,,
