actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
391,PT09M05.00S,2023-11-04T03:31:34.0Z,3,REGULAR,steal,,[],1630217,,,1610612763,56,61,2023-11-04T03:31:35Z,3800000,False,,,0,,D. Bane STEAL (4 STL),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
392,PT08M57.00S,2023-11-04T03:31:40.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631223,6.258212877792378,50.0,1610612763,56,63,2023-11-04T03:31:47Z,3810000,False,0.0,6.0,1,left,D. Roddy running Layup (8 PTS),[1631223],1610612763.0,MEM,running,,,Roddy,D. Roddy,,,,,Restricted Area,0-8 Center,0.63,Made,,,,,8.0,,,,,,,,,,,,,
393,PT08M46.00S,2023-11-04T03:31:51.9Z,3,REGULAR,3pt,Jump Shot,[],203924,78.79434954007884,92.8921568627451,1610612757,59,63,2023-11-04T03:31:56Z,3820000,False,214.0,147.0,1,right,J. Grant 25' 3PT  (13 PTS) (M. Brogdon 7 AST),"[203924, 1627763]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right Center,25.99,Made,,,,,13.0,,,,,,,M. Brogdon,1627763.0,7.0,,,,
395,PT08M27.00S,2023-11-04T03:32:10.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,5.732588699080158,44.6078431372549,1610612763,59,63,2023-11-04T03:32:16Z,3840000,False,27.0,1.0,1,left,MISS J. Jackson Jr. Layup,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,2.7,Missed,,,,,,,,,,,,,,,,,,
396,PT08M25.00S,2023-11-04T03:32:12.1Z,3,REGULAR,rebound,defensive,[],1629028,,,1610612757,59,63,2023-11-04T03:32:12Z,3850000,False,,,0,,D. Ayton REBOUND (Off:3 Def:6),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,395.0,9.0,6.0,3.0,,,,,,,,,,,,,,
397,PT08M19.00S,2023-11-04T03:32:19.1Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203924,94.43166885676742,47.549019607843135,1610612757,59,63,2023-11-04T03:32:57Z,3860000,False,-12.0,0.0,1,right,MISS J. Grant running reverse Layup,[203924],1610612757.0,POR,running reverse,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,1.23,Missed,,,,,,,,,,,,,,,,,,
398,PT08M18.00S,2023-11-04T03:32:20.1Z,3,REGULAR,rebound,defensive,[],1630533,,,1610612763,59,63,2023-11-04T03:32:26Z,3870000,False,,,0,,Z. Williams REBOUND (Off:0 Def:5),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,Restricted Area,0-8 Center,,,397.0,5.0,5.0,0.0,,,,,,,,,,,,,,
399,PT08M07.00S,2023-11-04T03:32:34.5Z,3,REGULAR,foul,personal,[],1631101,,,1610612763,59,63,2023-11-04T03:32:42Z,3880000,False,,,0,,S. Sharpe personal FOUL (1 PF),"[1631101, 1630533]",1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,1148.0,,,,1.0,0.0,Williams,1630533.0
401,PT07M55.00S,2023-11-04T03:33:07.9Z,3,REGULAR,3pt,Jump Shot,[],203935,29.25427069645204,25.245098039215684,1610612763,59,63,2023-11-04T03:33:13Z,3900000,False,124.0,222.0,1,left,MISS M. Smart 25' step back 3PT,[203935],1610612763.0,MEM,step back,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,25.46,Missed,,,,,,,,,,,,,,,,,,
402,PT07M53.00S,2023-11-04T03:33:09.9Z,3,REGULAR,rebound,defensive,[],203924,,,1610612757,59,63,2023-11-04T03:33:13Z,3910000,False,,,0,,J. Grant REBOUND (Off:0 Def:3),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right Center,,,401.0,3.0,3.0,0.0,,,,,,,,,,,,,,
403,PT07M40.00S,2023-11-04T03:33:26.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203924,94.03745072273325,52.450980392156865,1610612757,59,63,2023-11-04T03:34:45Z,3920000,False,12.0,4.0,1,right,MISS J. Grant driving Layup,[203924],1610612757.0,POR,driving,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,1.28,Missed,,,,,,,,,,,,,,,,,,
404,PT07M39.00S,2023-11-04T03:33:27.9Z,3,REGULAR,rebound,offensive,[],1631101,,,1610612757,59,63,2023-11-04T03:34:45Z,3930000,False,,,0,,S. Sharpe REBOUND (Off:1 Def:3),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,,,403.0,4.0,3.0,1.0,,,,,,,,,,,,,,
405,PT07M38.00S,2023-11-04T03:33:30.5Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631101,94.40999984741211,50.0,1610612757,59,63,2023-11-04T03:34:51Z,3940000,False,0.0,0.0,1,right,MISS S. Sharpe tip Layup,[1631101],1610612757.0,POR,tip,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
406,PT07M37.00S,2023-11-04T03:33:31.5Z,3,REGULAR,rebound,offensive,[],1641739,,,1610612757,59,63,2023-11-04T03:34:51Z,3950000,False,,,0,,T. Camara REBOUND (Off:1 Def:0),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Restricted Area,0-8 Center,,,405.0,1.0,0.0,1.0,,,,,,,,,,,,,,
407,PT07M37.00S,2023-11-04T03:33:32.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641739,94.40999984741211,50.0,1610612757,61,63,2023-11-04T03:33:32Z,3960000,False,0.0,0.0,1,right,T. Camara tip Layup (2 PTS),[1641739],1610612757.0,POR,tip,,,Camara,T. Camara,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,2.0,,,,,,,,,,,,,
408,PT07M37.00S,2023-11-04T03:33:33.1Z,3,REGULAR,foul,personal,['1freethrow'],1630217,,,1610612757,61,63,2023-11-04T03:33:42Z,3970000,False,,,0,,D. Bane shooting personal FOUL (2 PF) (Camara 1 FT),"[1630217, 1641739]",1610612763.0,MEM,shooting,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1627534.0,,,,2.0,0.0,Camara,1641739.0
410,PT07M37.00S,2023-11-04T03:34:02.7Z,3,REGULAR,freethrow,1 of 1,['2ndchance'],1641739,,,1610612757,62,63,2023-11-04T03:34:02Z,3990000,False,,,0,,T. Camara Free Throw 1 of 1 (3 PTS),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
411,PT07M21.00S,2023-11-04T03:34:19.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,5.863994743758213,43.872549019607845,1610612763,62,63,2023-11-04T03:34:23Z,4000000,False,31.0,3.0,1,left,MISS D. Bane driving Layup - blocked,"[1630217, 1629028]",1610612763.0,MEM,driving,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,3.07,Missed,,,,,,Ayton,1629028.0,,,,,,,,,,,
412,PT07M21.00S,2023-11-04T03:34:19.6Z,3,REGULAR,block,,[],1629028,,,1610612763,62,63,2023-11-04T03:34:21Z,4010000,False,,,0,,D. Ayton BLOCK (1 BLK),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
413,PT07M21.00S,2023-11-04T03:34:19.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612763,62,63,2023-11-04T03:34:23Z,4020000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Restricted Area,0-8 Center,,,411.0,,,,,,,,,,,,,,,,,
415,PT07M19.00S,2023-11-04T03:34:44.7Z,3,REGULAR,turnover,out-of-bounds,[],1630533,,,1610612763,62,63,2023-11-04T03:34:52Z,4040000,False,,,0,,Z. Williams step out-of-bounds TURNOVER (2 TO),[1630533],1610612763.0,MEM,step,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,2.0,,,1148.0,,,,,,,
416,PT07M07.00S,2023-11-04T03:35:08.7Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203924,90.09526938239159,44.11764705882353,1610612757,62,63,2023-11-04T03:35:13Z,4050000,False,-29.0,41.0,1,right,MISS J. Grant driving floating Shot,[203924],1610612757.0,POR,driving floating,,,Grant,J. Grant,,,,,In The Paint (Non-RA),0-8 Center,5.01,Missed,,,,,,,,,,,,,,,,,,
417,PT07M06.00S,2023-11-04T03:35:09.7Z,3,REGULAR,rebound,offensive,[],203924,,,1610612757,62,63,2023-11-04T03:36:25Z,4060000,False,,,0,,J. Grant REBOUND (Off:1 Def:3),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,In The Paint (Non-RA),0-8 Center,,,416.0,4.0,3.0,1.0,,,,,,,,,,,,,,
418,PT07M05.00S,2023-11-04T03:35:11.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203924,92.32917214191852,48.529411764705884,1610612757,64,63,2023-11-04T03:36:11Z,4070000,False,-7.0,20.0,1,right,J. Grant putback Layup (15 PTS),[203924],1610612757.0,POR,putback,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,2.1,Made,,,,,15.0,,,,,,,,,,,,,
419,PT07M04.00S,2023-11-04T03:35:18.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,64,63,2023-11-04T03:35:18Z,4080000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT06M50.00S,2023-11-04T03:38:22.8Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1628991,9.543363994743759,50.0,1610612763,64,65,2023-11-04T03:38:29Z,4090000,False,0.0,37.0,1,left,J. Jackson Jr. driving Hook (16 PTS) (Z. Williams 3 AST),"[1628991, 1630533]",1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,3.72,Made,,,,,16.0,,,,,,,Z. Williams,1630533.0,3.0,,,,
422,PT06M50.00S,2023-11-04T03:38:24.8Z,3,REGULAR,foul,personal,['1freethrow'],1629028,,,1610612763,64,65,2023-11-04T03:38:32Z,4110000,False,,,0,,D. Ayton shooting personal FOUL (4 PF) (Jackson Jr. 1 FT),"[1629028, 1628991]",1610612757.0,POR,shooting,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1627534.0,,,,4.0,0.0,Jackson Jr.,1628991.0
424,PT06M50.00S,2023-11-04T03:38:35.6Z,3,REGULAR,substitution,out,[],1629028,,,1610612763,64,65,2023-11-04T03:39:09Z,4130000,False,,,0,,SUB out: D. Ayton,[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT06M50.00S,2023-11-04T03:38:35.6Z,3,REGULAR,substitution,in,[],1629057,,,1610612763,64,65,2023-11-04T03:39:09Z,4140000,False,,,0,,SUB in: R. Williams III,[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT06M50.00S,2023-11-04T03:38:55.5Z,3,REGULAR,freethrow,1 of 1,[],1628991,,,1610612763,64,66,2023-11-04T03:38:55Z,4150000,False,,,0,,J. Jackson Jr. Free Throw 1 of 1 (17 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,Made,,,,,17.0,,,,,,,,,,,,,
427,PT06M36.00S,2023-11-04T03:39:12.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631101,91.5407358738502,55.392156862745104,1610612757,64,66,2023-11-04T03:39:17Z,4160000,False,27.0,27.0,1,right,MISS S. Sharpe driving floating Shot - blocked,"[1631101, 1630533]",1610612757.0,POR,driving floating,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,3.82,Missed,,,,,,Williams,1630533.0,,,,,,,,,,,
428,PT06M36.00S,2023-11-04T03:39:12.7Z,3,REGULAR,block,,[],1630533,,,1610612757,64,66,2023-11-04T03:39:15Z,4170000,False,,,0,,Z. Williams BLOCK (1 BLK),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
429,PT06M33.00S,2023-11-04T03:39:15.7Z,3,REGULAR,rebound,offensive,[],203924,,,1610612757,64,66,2023-11-04T03:39:17Z,4180000,False,,,0,,J. Grant REBOUND (Off:2 Def:3),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,,,427.0,5.0,3.0,2.0,,,,,,,,,,,,,,
430,PT06M31.00S,2023-11-04T03:39:17.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627763,66.44218134034165,50.245098039215684,1610612757,64,66,2023-11-04T03:39:24Z,4190000,False,1.0,263.0,1,right,MISS M. Brogdon 26' 3PT,[1627763],1610612757.0,POR,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Center,26.29,Missed,,,,,,,,,,,,,,,,,,
431,PT06M29.00S,2023-11-04T03:39:19.9Z,3,REGULAR,rebound,defensive,[],1628991,,,1610612763,64,66,2023-11-04T03:39:24Z,4200000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:6),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Center,,,430.0,6.0,6.0,0.0,,,,,,,,,,,,,,
432,PT06M10.00S,2023-11-04T03:39:39.3Z,3,REGULAR,3pt,Jump Shot,[],1628991,5.206964520367937,95.58823529411765,1610612763,64,66,2023-11-04T03:39:43Z,4210000,False,-228.0,-4.0,1,left,MISS J. Jackson Jr. 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Left Corner 3,24+ Left,22.79,Missed,,,,,,,,,,,,,,,,,,
433,PT06M07.00S,2023-11-04T03:39:42.3Z,3,REGULAR,rebound,defensive,[],1627763,,,1610612757,64,66,2023-11-04T03:39:43Z,4220000,False,,,0,,M. Brogdon REBOUND (Off:0 Def:6),[1627763],1610612757.0,POR,,,,Brogdon,M. Brogdon,,,,,Left Corner 3,24+ Left,,,432.0,6.0,6.0,0.0,,,,,,,,,,,,,,
434,PT06M03.00S,2023-11-04T03:39:46.3Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631101,94.03745072273325,49.50980392156863,1610612757,66,66,2023-11-04T03:39:52Z,4230000,False,-2.0,4.0,1,right,S. Sharpe running DUNK (11 PTS) (M. Brogdon 8 AST),"[1631101, 1627763]",1610612757.0,POR,running,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,0.43,Made,,,,,11.0,,,,,,,M. Brogdon,1627763.0,8.0,,,,
436,PT05M49.00S,2023-11-04T03:39:59.6Z,3,REGULAR,3pt,Jump Shot,[],1630217,27.283180026281208,19.362745098039216,1610612763,66,66,2023-11-04T03:41:48Z,4250000,False,153.0,204.0,1,left,MISS D. Bane 25' pullup 3PT,[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,Above the Break 3,24+ Right Center,25.51,Missed,,,,,,,,,,,,,,,,,,
437,PT05M47.00S,2023-11-04T03:40:01.6Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612757,66,66,2023-11-04T03:40:03Z,4260000,False,,,0,,R. Williams III REBOUND (Off:2 Def:3),[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,Above the Break 3,24+ Right Center,,,436.0,5.0,3.0,2.0,,,,,,,,,,,,,,
438,PT05M41.00S,2023-11-04T03:40:08.3Z,3,REGULAR,3pt,Jump Shot,[],1627763,72.61826544021025,15.931372549019606,1610612757,66,66,2023-11-04T03:40:13Z,4270000,False,-170.0,205.0,1,right,MISS M. Brogdon 26' 3PT,[1627763],1610612757.0,POR,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Left Center,26.64,Missed,,,,,,,,,,,,,,,,,,
439,PT05M38.00S,2023-11-04T03:40:11.3Z,3,REGULAR,rebound,defensive,[],1630217,,,1610612763,66,66,2023-11-04T03:40:13Z,4280000,False,,,0,,D. Bane REBOUND (Off:1 Def:5),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,,,438.0,6.0,5.0,1.0,,,,,,,,,,,,,,
440,PT05M29.00S,2023-11-04T03:40:19.6Z,3,REGULAR,2pt,Jump Shot,[],1630533,15.719448094612352,82.35294117647058,1610612763,66,66,2023-11-04T03:40:23Z,4290000,False,-162.0,95.0,1,left,MISS Z. Williams 18' pullup Shot,[1630533],1610612763.0,MEM,pullup,,,Williams,Z. Williams,,,,,Mid-Range,16-24 Left,18.78,Missed,,,,,,,,,,,,,,,,,,
441,PT05M27.00S,2023-11-04T03:40:21.6Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612757,66,66,2023-11-04T03:40:23Z,4300000,False,,,0,,R. Williams III REBOUND (Off:2 Def:4),[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,Mid-Range,16-24 Left,,,440.0,6.0,4.0,2.0,,,,,,,,,,,,,,
442,PT05M10.00S,2023-11-04T03:40:39.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631101,93.77463863337714,53.92156862745098,1610612757,68,66,2023-11-04T03:40:43Z,4310000,False,20.0,6.0,1,right,S. Sharpe driving Layup (13 PTS),[1631101],1610612757.0,POR,driving,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,2.05,Made,,,,,13.0,,,,,,,,,,,,,
443,PT04M48.00S,2023-11-04T03:41:00.8Z,3,REGULAR,2pt,Jump Shot,[],1630217,22.158344283837057,59.31372549019608,1610612763,68,68,2023-11-04T03:41:05Z,4320000,False,-47.0,156.0,1,left,D. Bane 16' pullup Jump Shot (20 PTS),[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,Mid-Range,16-24 Center,16.26,Made,,,,,20.0,,,,,,,,,,,,,
444,PT04M25.00S,2023-11-04T03:41:23.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641739,86.5473061760841,44.6078431372549,1610612757,68,68,2023-11-04T03:41:32Z,4330000,False,-27.0,74.0,1,right,MISS T. Camara 7' driving floating Shot,[1641739],1610612757.0,POR,driving floating,,,Camara,T. Camara,,,,,In The Paint (Non-RA),0-8 Center,7.88,Missed,,,,,,,,,,,,,,,,,,
445,PT04M22.00S,2023-11-04T03:41:26.7Z,3,REGULAR,rebound,defensive,[],1630217,,,1610612763,68,68,2023-11-04T03:41:32Z,4340000,False,,,0,,D. Bane REBOUND (Off:1 Def:6),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,In The Paint (Non-RA),0-8 Center,,,444.0,7.0,6.0,1.0,,,,,,,,,,,,,,
446,PT04M17.00S,2023-11-04T03:41:32.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631223,6.783837056504599,48.03921568627451,1610612763,68,70,2023-11-04T03:41:36Z,4350000,False,10.0,11.0,1,left,D. Roddy running Layup (10 PTS) (M. Smart 3 AST),"[1631223, 203935]",1610612763.0,MEM,running,,,Roddy,D. Roddy,,,,,Restricted Area,0-8 Center,1.5,Made,,,,,10.0,,,,,,,M. Smart,203935.0,3.0,,,,
448,PT04M05.00S,2023-11-04T03:41:46.0Z,3,REGULAR,foul,personal,['2freethrow'],1630217,,,1610612757,68,70,2023-11-04T03:41:53Z,4370000,False,,,0,,D. Bane shooting personal FOUL (3 PF) (Brogdon 2 FT),"[1630217, 1627763]",1610612763.0,MEM,shooting,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1148.0,,,,3.0,0.0,Brogdon,1627763.0
450,PT04M05.00S,2023-11-04T03:42:10.1Z,3,REGULAR,freethrow,1 of 2,[],1627763,,,1610612757,69,70,2023-11-04T03:42:10Z,4390000,False,,,0,,M. Brogdon Free Throw 1 of 2 (12 PTS),[1627763],1610612757.0,POR,,,,Brogdon,M. Brogdon,,,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
451,PT04M05.00S,2023-11-04T03:42:10.8Z,3,REGULAR,substitution,out,[],1641739,,,1610612757,69,70,2023-11-04T03:42:28Z,4400000,False,,,0,,SUB out: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT04M05.00S,2023-11-04T03:42:10.8Z,3,REGULAR,substitution,out,[],1630533,,,1610612757,69,70,2023-11-04T03:42:28Z,4410000,False,,,0,,SUB out: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT04M05.00S,2023-11-04T03:42:10.8Z,3,REGULAR,substitution,out,[],1628991,,,1610612757,69,70,2023-11-04T03:42:28Z,4420000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT04M05.00S,2023-11-04T03:42:10.8Z,3,REGULAR,substitution,in,[],1629680,,,1610612757,69,70,2023-11-04T03:42:28Z,4430000,False,,,0,,SUB in: M. Thybulle,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT04M05.00S,2023-11-04T03:42:10.8Z,3,REGULAR,substitution,in,[],1628379,,,1610612757,69,70,2023-11-04T03:42:28Z,4440000,False,,,0,,SUB in: L. Kennard,[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT04M05.00S,2023-11-04T03:42:10.8Z,3,REGULAR,substitution,in,[],1630214,,,1610612757,69,70,2023-11-04T03:42:28Z,4450000,False,,,0,,SUB in: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT04M05.00S,2023-11-04T03:42:37.3Z,3,REGULAR,freethrow,2 of 2,[],1627763,,,1610612757,70,70,2023-11-04T03:42:37Z,4460000,False,,,0,,M. Brogdon Free Throw 2 of 2 (13 PTS),[1627763],1610612757.0,POR,,,,Brogdon,M. Brogdon,,,,,,,,Made,,,,,13.0,,,,,,,,,,,,,
458,PT03M50.00S,2023-11-04T03:42:53.8Z,3,REGULAR,3pt,Jump Shot,[],1630214,9.806176084099869,3.431372549019608,1610612763,70,70,2023-11-04T03:42:59Z,4470000,False,233.0,40.0,1,left,MISS X. Tillman 3PT,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,Right Corner 3,24+ Right,23.62,Missed,,,,,,,,,,,,,,,,,,
459,PT03M47.00S,2023-11-04T03:42:56.8Z,3,REGULAR,rebound,offensive,[],1628379,,,1610612763,70,70,2023-11-04T03:42:59Z,4480000,False,,,0,,L. Kennard REBOUND (Off:1 Def:1),[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,Right Corner 3,24+ Right,,,458.0,2.0,1.0,1.0,,,,,,,,,,,,,,
460,PT03M42.00S,2023-11-04T03:43:01.4Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1631223,13.87976346911958,3.6764705882352944,1610612763,70,70,2023-11-04T03:43:06Z,4490000,False,232.0,78.0,1,left,MISS D. Roddy 24' 3PT,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Right Corner 3,24+ Right,24.44,Missed,,,,,,,,,,,,,,,,,,
461,PT03M40.00S,2023-11-04T03:43:03.4Z,3,REGULAR,rebound,defensive,[],203924,,,1610612757,70,70,2023-11-04T03:43:06Z,4500000,False,,,0,,J. Grant REBOUND (Off:2 Def:4),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Right Corner 3,24+ Right,,,460.0,6.0,4.0,2.0,,,,,,,,,,,,,,
462,PT03M27.00S,2023-11-04T03:43:16.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203924,92.9862023653088,53.18627450980392,1610612757,70,70,2023-11-04T03:43:20Z,4510000,False,16.0,13.0,1,right,MISS J. Grant driving Layup,[203924],1610612757.0,POR,driving,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,2.08,Missed,,,,,,,,,,,,,,,,,,
463,PT03M26.00S,2023-11-04T03:43:17.3Z,3,REGULAR,rebound,defensive,[],1628379,,,1610612763,70,70,2023-11-04T03:43:20Z,4520000,False,,,0,,L. Kennard REBOUND (Off:1 Def:2),[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,Restricted Area,0-8 Center,,,462.0,3.0,2.0,1.0,,,,,,,,,,,,,,
464,PT03M22.00S,2023-11-04T03:43:22.2Z,3,REGULAR,turnover,bad pass,[],1630217,,,1610612763,70,70,2023-11-04T03:43:28Z,4530000,False,,,0,,D. Bane bad pass TURNOVER (1 TO),"[1630217, 1627763]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Center,,,,,,,,,,1.0,Brogdon,1627763.0,,,,,,,,
465,PT03M22.00S,2023-11-04T03:43:22.2Z,3,REGULAR,steal,,[],1627763,,,1610612757,70,70,2023-11-04T03:43:24Z,4540000,False,,,0,,M. Brogdon STEAL (2 STL),[1627763],1610612757.0,POR,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
466,PT03M18.00S,2023-11-04T03:43:27.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203924,93.64323258869908,50.49019607843137,1610612757,72,70,2023-11-04T03:43:32Z,4550000,False,2.0,7.0,1,right,J. Grant running Layup (17 PTS) (M. Brogdon 9 AST),"[203924, 1627763]",1610612757.0,POR,running,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,0.77,Made,,,,,17.0,,,,,,,M. Brogdon,1627763.0,9.0,,,,
468,PT03M18.00S,2023-11-04T03:43:28.8Z,3,REGULAR,foul,personal,['1freethrow'],1630217,,,1610612757,72,70,2023-11-04T03:43:39Z,4570000,False,,,0,,D. Bane shooting personal FOUL (4 PF) (Grant 1 FT),"[1630217, 203924]",1610612763.0,MEM,shooting,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202035.0,,,,4.0,0.0,Grant,203924.0
