actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
39,PT08M59.00S,2024-02-28T03:16:32.0Z,1,REGULAR,freethrow,1 of 2,[],203924,,,1610612757,9,2,2024-02-28T03:16:32Z,390000,False,,,0,,J. Grant Free Throw 1 of 2 (4 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
40,PT08M59.00S,2024-02-28T03:16:48.3Z,1,REGULAR,freethrow,2 of 2,[],203924,,,1610612757,10,2,2024-02-28T03:16:48Z,400000,False,,,0,,J. Grant Free Throw 2 of 2 (5 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
41,PT08M43.00S,2024-02-28T03:17:06.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628389,8.492115637319317,48.529411764705884,1610612748,10,4,2024-02-28T03:17:10Z,410000,False,7.0,27.0,1,left,B. Adebayo cutting DUNK (2 PTS) (J. Butler 2 AST),"[1628389, 202710]",1610612748.0,MIA,cutting,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,2.83,Made,2.0,J. Butler,202710.0,2.0,,,,,,,,,,,,,,
43,PT08M28.00S,2024-02-28T03:17:21.5Z,1,REGULAR,turnover,lost ball,[],203924,,,1610612757,10,4,2024-02-28T03:17:29Z,430000,False,,,0,,J. Grant lost ball TURNOVER (1 TO),"[203924, 202710]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,1.0,,,,,,,Butler,202710.0
44,PT08M28.00S,2024-02-28T03:17:21.5Z,1,REGULAR,steal,,[],202710,,,1610612748,10,4,2024-02-28T03:17:23Z,440000,False,,,0,,J. Butler STEAL (1 STL),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
45,PT08M21.00S,2024-02-28T03:17:28.3Z,1,REGULAR,turnover,lost ball,[],1628389,,,1610612748,10,4,2024-02-28T03:17:31Z,450000,False,,,0,,B. Adebayo lost ball TURNOVER (3 TO),"[1628389, 203924]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,3.0,,,,,,,Grant,203924.0
46,PT08M21.00S,2024-02-28T03:17:28.3Z,1,REGULAR,steal,,[],203924,,,1610612757,10,4,2024-02-28T03:17:30Z,460000,False,,,0,,J. Grant STEAL (1 STL),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
47,PT08M14.00S,2024-02-28T03:17:35.4Z,1,REGULAR,turnover,bad pass,[],1631200,,,1610612757,10,4,2024-02-28T03:17:38Z,470000,False,,,0,,K. Murray bad pass TURNOVER (2 TO),"[1631200, 1629130]",1610612757.0,POR,,,,Murray,K. Murray,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,2.0,,,,,,,Robinson,1629130.0
48,PT08M14.00S,2024-02-28T03:17:35.4Z,1,REGULAR,steal,,[],1629130,,,1610612748,10,4,2024-02-28T03:17:37Z,480000,False,,,0,,D. Robinson STEAL (1 STL),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
49,PT08M08.00S,2024-02-28T03:17:41.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628389,8.09789750328515,51.225490196078425,1610612748,10,6,2024-02-28T03:17:48Z,490000,False,-6.0,24.0,1,left,B. Adebayo running finger roll Layup (4 PTS) (D. Robinson 1 AST),"[1628389, 1629130]",1610612748.0,MIA,running finger roll,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,2.44,Made,4.0,D. Robinson,1629130.0,1.0,,,,,,,,,,,,,,
50,PT07M58.00S,2024-02-28T03:17:53.5Z,1,REGULAR,turnover,backcourt,[],1629014,,,1610612757,10,6,2024-02-28T03:18:02Z,500000,False,,,0,,A. Simons backcourt TURNOVER (1 TO),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,,,,,,,201638.0,,,,,1.0,,,,,,,,
51,PT07M49.00S,2024-02-28T03:18:24.2Z,1,REGULAR,violation,kicked ball,[],1629028,,,1610612748,10,6,2024-02-28T03:18:32Z,510000,False,,,0,,D. Ayton kicked ball VIOLATION,[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,,,,,,,,,1627964.0,,,,,,,,,,,,,
52,PT07M36.00S,2024-02-28T03:18:58.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202710,8.754927726675426,56.127450980392155,1610612748,10,6,2024-02-28T03:19:03Z,520000,False,-31.0,30.0,1,left,MISS J. Butler driving Layup - blocked,"[202710, 1629028]",1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,4.27,Missed,,,,,,,,,,,,,,,Ayton,1629028.0,,
53,PT07M36.00S,2024-02-28T03:18:58.3Z,1,REGULAR,block,,[],1629028,,,1610612748,10,6,2024-02-28T03:19:00Z,530000,False,,,0,,D. Ayton BLOCK (1 BLK),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
54,PT07M36.00S,2024-02-28T03:18:58.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612757,10,6,2024-02-28T03:19:03Z,540000,False,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,52.0,,,,,,,
56,PT07M27.00S,2024-02-28T03:19:15.9Z,1,REGULAR,2pt,Jump Shot,[],1629028,91.5407358738502,74.26470588235294,1610612757,12,6,2024-02-28T03:19:20Z,560000,False,121.0,27.0,1,right,D. Ayton 12' Jump Shot (2 PTS) (J. Grant 2 AST),"[1629028, 203924]",1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Mid-Range,8-16 Right,12.43,Made,2.0,J. Grant,203924.0,2.0,,,,,,,,,,,,,,
58,PT07M09.00S,2024-02-28T03:19:33.7Z,1,REGULAR,turnover,lost ball,[],1628389,,,1610612748,12,6,2024-02-28T03:19:40Z,580000,False,,,0,,B. Adebayo lost ball TURNOVER (4 TO),"[1628389, 1631200]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,4.0,,,,,,,Murray,1631200.0
59,PT07M09.00S,2024-02-28T03:19:33.7Z,1,REGULAR,steal,,[],1631200,,,1610612757,12,6,2024-02-28T03:19:36Z,590000,False,,,0,,K. Murray STEAL (1 STL),[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
60,PT07M05.00S,2024-02-28T03:19:38.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1641739,90.22667542706965,46.81372549019608,1610612757,12,6,2024-02-28T03:19:59Z,600000,False,-16.0,39.0,1,right,MISS T. Camara running finger roll Layup,[1641739],1610612757.0,POR,running finger roll,,,Camara,T. Camara,,,,,Restricted Area,0-8 Center,4.25,Missed,,,,,,,,,,,,,,,,,,
61,PT07M05.00S,2024-02-28T03:19:38.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,12,6,2024-02-28T03:19:59Z,610000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,60.0,,,,,,,
63,PT07M01.00S,2024-02-28T03:20:01.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",203924,75.90341655716163,87.00980392156863,1610612757,15,6,2024-02-28T03:20:05Z,630000,False,185.0,174.0,1,right,J. Grant 25' 3PT  (8 PTS) (D. Ayton 1 AST),"[203924, 1629028]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right Center,25.4,Made,8.0,D. Ayton,1629028.0,1.0,,,,,,,,,,,,,,
65,PT06M41.00S,2024-02-28T03:20:20.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,17.69053876478318,36.27450980392157,1610612748,15,6,2024-02-28T03:20:24Z,650000,False,69.0,114.0,1,left,MISS B. Adebayo 13' pullup Shot,[1628389],1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Right,13.29,Missed,,,,,,,,,,,,,,,,,,
66,PT06M39.00S,2024-02-28T03:20:22.7Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612757,15,6,2024-02-28T03:20:24Z,660000,False,,,0,,D. Ayton REBOUND (Off:0 Def:1),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,65.0,1.0,1.0,0.0,,,,
67,PT06M32.00S,2024-02-28T03:20:30.7Z,1,REGULAR,2pt,Jump Shot,[],1629014,79.31997371879106,45.09803921568628,1610612757,15,6,2024-02-28T03:30:28Z,670000,False,-25.0,142.0,1,right,MISS A. Simons 14' pullup Shot,[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,Mid-Range,8-16 Center,14.4,Missed,,,,,,,,,,,,,,,,,,
68,PT06M29.00S,2024-02-28T03:20:33.7Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,15,6,2024-02-28T03:20:35Z,680000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,67.0,3.0,2.0,1.0,,,,
69,PT06M25.00S,2024-02-28T03:20:39.0Z,1,REGULAR,foul,personal,['2freethrow'],203924,,,1610612748,15,6,2024-02-28T03:23:44Z,690000,False,,,0,,J. Grant shooting personal FOUL (1 PF) (Jovic 2 FT),"[203924, 1631107]",1610612757.0,POR,shooting,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,,,,,,,1627964.0,1.0,0.0,Jovic,1631107.0,,,,,,,,,
71,PT06M25.00S,2024-02-28T03:20:51.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,15,6,2024-02-28T03:20:51Z,710000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M25.00S,2024-02-28T03:22:18.5Z,1,REGULAR,substitution,out,[],203924,,,1610612748,15,6,2024-02-28T03:23:41Z,720000,False,,,0,,SUB out: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M25.00S,2024-02-28T03:22:18.5Z,1,REGULAR,substitution,in,[],1629680,,,1610612748,15,6,2024-02-28T03:23:41Z,730000,False,,,0,,SUB in: M. Thybulle,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M25.00S,2024-02-28T03:24:03.0Z,1,REGULAR,freethrow,1 of 2,[],1631107,,,1610612748,15,6,2024-02-28T03:24:23Z,740000,False,,,0,,MISS N. Jovic Free Throw 1 of 2,[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
75,PT06M25.00S,2024-02-28T03:24:03.0Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612748,15,6,2024-02-28T03:24:23Z,750000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,74.0,,,,,,,
76,PT06M25.00S,2024-02-28T03:24:03.0Z,1,REGULAR,freethrow,2 of 2,[],1631107,,,1610612748,15,6,2024-02-28T03:24:23Z,760000,False,,,0,,MISS N. Jovic Free Throw 2 of 2,[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
77,PT06M22.00S,2024-02-28T03:24:06.0Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612757,15,6,2024-02-28T03:24:23Z,770000,False,,,0,,D. Ayton REBOUND (Off:0 Def:2),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,76.0,2.0,2.0,0.0,,,,
78,PT06M13.00S,2024-02-28T03:24:31.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629028,91.93495400788436,48.28431372549019,1610612757,17,6,2024-02-28T03:24:35Z,780000,False,-9.0,23.0,1,right,D. Ayton alley-oop DUNK (4 PTS) (A. Simons 1 AST),"[1629028, 1629014]",1610612757.0,POR,alley-oop,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,2.48,Made,4.0,A. Simons,1629014.0,1.0,,,,,,,,,,,,,,
81,PT06M01.00S,2024-02-28T03:24:47.9Z,1,REGULAR,foul,technical,['1freethrow'],1629028,,,1610612748,17,6,2024-02-28T03:24:57Z,800000,False,,,0,,D. Ayton defensive-3-second technical FOUL (1 Tech),[1629028],1610612757.0,POR,defensive-3-second,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,201638.0,0.0,1.0,,,,,,,,,,,
82,PT06M01.00S,2024-02-28T03:25:05.8Z,1,REGULAR,freethrow,1 of 1,[],202710,,,1610612748,17,7,2024-02-28T03:25:05Z,810000,False,,,0,,J. Butler technical Free Throw 1 of 1 (1 PTS),[202710],1610612748.0,MIA,technical,,,Butler,J. Butler,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
83,PT06M01.00S,2024-02-28T03:25:06.7Z,1,REGULAR,substitution,out,[],202710,,,1610612748,17,7,2024-02-28T03:25:13Z,820000,False,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT06M01.00S,2024-02-28T03:25:06.7Z,1,REGULAR,substitution,in,[],1631170,,,1610612748,17,7,2024-02-28T03:25:13Z,830000,False,,,0,,SUB in: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M47.00S,2024-02-28T03:25:37.7Z,1,REGULAR,2pt,Jump Shot,[],1626179,9.411957950065702,71.07843137254902,1610612748,17,7,2024-02-28T03:25:42Z,840000,False,-105.0,36.0,1,left,MISS T. Rozier 11' turnaround fadeaway Shot,[1626179],1610612748.0,MIA,turnaround fadeaway,,,Rozier,T. Rozier,,,,,Mid-Range,8-16 Left,11.14,Missed,,,,,,,,,,,,,,,,,,
86,PT05M42.00S,2024-02-28T03:25:42.7Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612757,17,7,2024-02-28T03:25:42Z,850000,False,,,0,,D. Ayton REBOUND (Off:0 Def:3),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,85.0,3.0,3.0,0.0,,,,
87,PT05M35.00S,2024-02-28T03:25:48.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629028,85.49605781865965,49.754901960784316,1610612757,19,7,2024-02-28T03:25:54Z,860000,False,-1.0,84.0,1,right,D. Ayton 8' turnaround Jump Shot (6 PTS) (A. Simons 2 AST),"[1629028, 1629014]",1610612757.0,POR,turnaround,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Center,8.38,Made,6.0,A. Simons,1629014.0,2.0,,,,,,,,,,,,,,
