actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
17,PT10M19.00S,2023-12-17T01:13:00.3Z,1,REGULAR,turnover,lost ball,[],1630167,,,1610612754,2,6,2023-12-17T01:13:04Z,170000,False,,,0,,O. Toppin lost ball TURNOVER (1 TO),"[1630167, 1630183]",1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,1.0,McDaniels,1630183.0,,
18,PT10M19.00S,2023-12-17T01:13:00.3Z,1,REGULAR,steal,,[],1630183,,,1610612750,2,6,2023-12-17T01:13:01Z,180000,False,,,0,,J. McDaniels STEAL (1 STL),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
19,PT10M11.00S,2023-12-17T01:13:10.4Z,1,REGULAR,foul,personal,['2freethrow'],1630167,,,1610612750,2,6,2023-12-17T01:13:22Z,190000,False,,,0,,O. Toppin shooting personal FOUL (1 PF) (Towns 2 FT),"[1630167, 1626157]",1610612754.0,IND,shooting,,,Toppin,O. Toppin,,,,,In The Paint (Non-RA),8-16 Left,202058.0,1.0,0.0,Towns,1626157.0,,,,,,,,,,,,,,,
21,PT10M11.00S,2023-12-17T01:13:46.2Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1626157,,,1610612750,3,6,2023-12-17T01:13:46Z,210000,False,,,0,,K. Towns Free Throw 1 of 2 (3 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,Made,,,,,3.0,,,,,,,,
22,PT10M11.00S,2023-12-17T01:14:05.6Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1626157,,,1610612750,4,6,2023-12-17T01:14:05Z,220000,False,,,0,,K. Towns Free Throw 2 of 2 (4 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,Made,,,,,4.0,,,,,,,,
23,PT09M51.00S,2023-12-17T01:14:27.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628971,6.915243101182654,51.9607843137255,1610612754,4,8,2023-12-17T01:14:32Z,230000,False,-10.0,13.0,1,left,B. Brown driving Layup (2 PTS) (B. Hield 1 AST),"[1628971, 1627741]",1610612754.0,IND,driving,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,,,,,,1.59,Made,,,,,2.0,B. Hield,1627741.0,1.0,,,,,
25,PT09M41.00S,2023-12-17T01:14:40.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,91.40932982917214,48.529411764705884,1610612750,4,8,2023-12-17T01:14:51Z,250000,False,-7.0,28.0,1,right,MISS K. Towns driving Layup - blocked,"[1626157, 204456]",1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,,2.93,Missed,,,,,,,,,,,,McConnell,204456.0
26,PT09M41.00S,2023-12-17T01:14:40.7Z,1,REGULAR,block,,[],204456,,,1610612750,4,8,2023-12-17T01:15:03Z,260000,False,,,0,,T. McConnell BLOCK (1 BLK),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
27,PT09M40.00S,2023-12-17T01:14:41.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612750,4,8,2023-12-17T01:14:52Z,270000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,25.0,,,,,,,,,,,,
29,PT09M35.00S,2023-12-17T01:15:01.9Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1626157,88.78120893561103,25.98039215686275,1610612750,6,8,2023-12-17T01:16:30Z,290000,False,-120.0,53.0,1,right,K. Towns 13' driving floating Jump Shot (6 PTS) (M. Conley 1 AST),"[1626157, 201144]",1610612750.0,MIN,driving floating,,,Towns,K. Towns,,,,,Mid-Range,8-16 Left,,,,,,13.13,Made,,,,,6.0,M. Conley,201144.0,1.0,,,,,
30,PT09M25.00S,2023-12-17T01:15:12.1Z,1,REGULAR,3pt,Jump Shot,[],1626167,31.61957950065703,59.55882352941176,1610612754,6,8,2023-12-17T01:15:17Z,300000,False,-48.0,245.0,1,left,MISS M. Turner 24' 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,,,,,,24.93,Missed,,,,,,,,,,,,,
31,PT09M22.00S,2023-12-17T01:15:14.7Z,1,REGULAR,rebound,offensive,[],1630167,,,1610612754,6,8,2023-12-17T01:15:14Z,310000,False,,,0,,O. Toppin REBOUND (Off:1 Def:0),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Center,,,,,,,,30.0,1.0,0.0,1.0,,,,,,,,,
32,PT09M22.00S,2023-12-17T01:15:15.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630167,6.176084099868594,51.10294117647059,1610612754,6,10,2023-12-17T01:15:24Z,320000,False,-6.0,6.0,1,left,O. Toppin putback Layup (5 PTS),[1630167],1610612754.0,IND,putback,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,,,,,,0.78,Made,,,,,5.0,,,,,,,,
33,PT09M06.00S,2023-12-17T01:15:31.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630162,88.64980289093299,47.794117647058826,1610612750,6,10,2023-12-17T01:15:38Z,330000,False,-11.0,54.0,1,right,MISS A. Edwards turnaround Shot,[1630162],1610612750.0,MIN,turnaround,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.53,Missed,,,,,,,,,,,,,
34,PT09M03.00S,2023-12-17T01:15:34.1Z,1,REGULAR,rebound,defensive,[],1630167,,,1610612754,6,10,2023-12-17T01:15:38Z,340000,False,,,0,,O. Toppin REBOUND (Off:1 Def:1),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,33.0,2.0,1.0,1.0,,,,,,,,,
35,PT08M59.00S,2023-12-17T01:15:38.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627741,22.683968462549277,88.48039215686273,1610612754,6,10,2023-12-17T01:20:54Z,350000,False,-192.0,161.0,1,left,MISS B. Hield 25' running 3PT,[1627741],1610612754.0,IND,running,,,Hield,B. Hield,,,,,Above the Break 3,24+ Left Center,,,,,,25.07,Missed,,,,,,,,,,,,,
36,PT08M56.00S,2023-12-17T01:15:40.7Z,1,REGULAR,rebound,offensive,[],204456,,,1610612754,6,10,2023-12-17T01:15:40Z,360000,False,,,0,,T. McConnell REBOUND (Off:1 Def:1),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Above the Break 3,24+ Left Center,,,,,,,,35.0,2.0,1.0,1.0,,,,,,,,,
37,PT08M55.00S,2023-12-17T01:15:42.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627741,12.959921156373195,95.58823529411765,1610612754,6,10,2023-12-17T01:15:48Z,370000,False,-228.0,69.0,1,left,MISS B. Hield 3PT,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Left Corner 3,24+ Left,,,,,,23.82,Missed,,,,,,,,,,,,,
38,PT08M55.00S,2023-12-17T01:15:42.0Z,1,REGULAR,rebound,offensive,[],1630167,,,1610612754,6,10,2023-12-17T01:15:48Z,380000,False,,,0,,O. Toppin REBOUND (Off:2 Def:1),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Left Corner 3,24+ Left,,,,,,,,37.0,3.0,1.0,2.0,,,,,,,,,
39,PT08M46.00S,2023-12-17T01:15:51.2Z,1,REGULAR,turnover,lost ball,[],1627741,,,1610612754,6,10,2023-12-17T01:15:55Z,390000,False,,,0,,B. Hield lost ball TURNOVER (1 TO),"[1627741, 1630162]",1610612754.0,IND,,,,Hield,B. Hield,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,1.0,Edwards,1630162.0,,
40,PT08M46.00S,2023-12-17T01:15:51.2Z,1,REGULAR,steal,,[],1630162,,,1610612750,6,10,2023-12-17T01:15:52Z,400000,False,,,0,,A. Edwards STEAL (1 STL),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
41,PT08M43.00S,2023-12-17T01:15:55.0Z,1,REGULAR,turnover,bad pass,[],1630162,,,1610612750,6,10,2023-12-17T01:15:58Z,410000,False,,,0,,A. Edwards bad pass TURNOVER (1 TO),"[1630162, 204456]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,1.0,McConnell,204456.0,,
42,PT08M43.00S,2023-12-17T01:15:55.0Z,1,REGULAR,steal,,[],204456,,,1610612754,6,10,2023-12-17T01:15:56Z,420000,False,,,0,,T. McConnell STEAL (1 STL),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
43,PT08M32.00S,2023-12-17T01:16:05.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],204456,31.408097897503286,48.525582107843135,1610612754,6,10,2023-12-17T01:16:12Z,430000,False,7.0,243.0,1,left,MISS T. McConnell 24' 3PT,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Above the Break 3,24+ Center,,,,,,24.28,Missed,,,,,,,,,,,,,
44,PT08M29.00S,2023-12-17T01:16:08.3Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,6,10,2023-12-17T01:16:12Z,440000,False,,,0,,R. Gobert REBOUND (Off:0 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Center,,,,,,,,43.0,1.0,1.0,0.0,,,,,,,,,
45,PT08M22.00S,2023-12-17T01:16:15.7Z,1,REGULAR,2pt,Jump Shot,[],1630183,91.40932982917214,22.30392156862745,1610612750,6,10,2023-12-17T01:16:21Z,450000,False,-138.0,28.0,1,right,MISS J. McDaniels 14' pullup Shot,[1630183],1610612750.0,MIN,pullup,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Left,,,,,,14.14,Missed,,,,,,,,,,,,,
46,PT08M20.00S,2023-12-17T01:16:17.7Z,1,REGULAR,rebound,defensive,[],204456,,,1610612754,6,10,2023-12-17T01:16:21Z,460000,False,,,0,,T. McConnell REBOUND (Off:1 Def:2),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Mid-Range,8-16 Left,,,,,,,,45.0,3.0,2.0,1.0,,,,,,,,,
47,PT08M15.00S,2023-12-17T01:16:22.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630167,5.601182654402102,51.225490196078425,1610612754,6,12,2023-12-17T01:16:29Z,470000,False,-6.0,0.0,1,left,O. Toppin running reverse Layup (7 PTS) (T. McConnell 3 AST),"[1630167, 204456]",1610612754.0,IND,running reverse,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,,,,,,0.61,Made,,,,,7.0,T. McConnell,204456.0,3.0,,,,,
49,PT08M15.00S,2023-12-17T01:16:26.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,6,12,2023-12-17T01:16:26Z,490000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT08M06.00S,2023-12-17T01:19:29.0Z,1,REGULAR,turnover,bad pass,[],1630183,,,1610612750,6,12,2023-12-17T01:20:38Z,500000,False,,,0,,J. McDaniels bad pass TURNOVER (1 TO),"[1630183, 1626167]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,1.0,Turner,1626167.0,,
52,PT08M06.00S,2023-12-17T01:19:29.0Z,1,REGULAR,steal,,[],1626167,,,1610612754,6,12,2023-12-17T01:19:31Z,510000,False,,,0,,M. Turner STEAL (1 STL),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
53,PT08M02.00S,2023-12-17T01:19:33.4Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",204456,18.478975032851512,47.05882352941176,1610612754,6,12,2023-12-17T01:24:34Z,520000,False,15.0,121.0,1,left,MISS T. McConnell 12' running Shot,[204456],1610612754.0,IND,running,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,12.21,Missed,,,,,,,,,,,,,
54,PT07M59.00S,2023-12-17T01:19:36.4Z,1,REGULAR,rebound,offensive,[],1626167,,,1610612754,6,12,2023-12-17T01:23:40Z,530000,False,,,0,,M. Turner REBOUND (Off:1 Def:1),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,53.0,2.0,1.0,1.0,,,,,,,,,
55,PT07M54.00S,2023-12-17T01:19:43.4Z,1,REGULAR,turnover,out-of-bounds,[],1627741,,,1610612754,6,12,2023-12-17T01:19:49Z,540000,False,,,0,,B. Hield lost ball out-of-bounds TURNOVER (2 TO),[1627741],1610612754.0,IND,lost ball,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,202026.0,,,,,,,,,,,,,,,2.0,,,,
56,PT07M40.00S,2023-12-17T01:20:00.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201144,85.75886990801577,50.98039215686274,1610612750,8,12,2023-12-17T01:20:04Z,550000,False,5.0,81.0,1,right,M. Conley 8' floating Jump Shot (2 PTS) (A. Edwards 1 AST),"[201144, 1630162]",1610612750.0,MIN,floating,,,Conley,M. Conley,,,,,In The Paint (Non-RA),8-16 Center,,,,,,8.15,Made,,,,,2.0,A. Edwards,1630162.0,1.0,,,,,
58,PT07M24.00S,2023-12-17T01:20:20.6Z,1,REGULAR,foul,personal,[],1630162,,,1610612754,8,12,2023-12-17T01:21:06Z,560000,False,,,0,,A. Edwards personal FOUL (1 PF),"[1630162, 1626167]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Center,202058.0,1.0,0.0,Turner,1626167.0,,,,,,,,,,,,,,,
60,PT07M16.00S,2023-12-17T01:20:45.0Z,1,REGULAR,2pt,Jump Shot,[],204456,8.492115637319317,31.61764705882353,1610612754,8,12,2023-12-17T01:20:49Z,580000,False,92.0,27.0,1,left,MISS T. McConnell 9' pullup Shot,[204456],1610612754.0,IND,pullup,,,McConnell,T. McConnell,,,,,Mid-Range,8-16 Right,,,,,,9.59,Missed,,,,,,,,,,,,,
61,PT07M13.00S,2023-12-17T01:20:48.0Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,8,12,2023-12-17T01:20:49Z,590000,False,,,0,,K. Towns REBOUND (Off:0 Def:1),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Mid-Range,8-16 Right,,,,,,,,60.0,1.0,1.0,0.0,,,,,,,,,
62,PT07M04.00S,2023-12-17T01:20:57.3Z,1,REGULAR,3pt,Jump Shot,[],1630162,79.188567674113,8.333333333333332,1610612750,8,12,2023-12-17T01:21:03Z,600000,False,-208.0,143.0,1,right,MISS A. Edwards 25' 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,,,,,,25.27,Missed,,,,,,,,,,,,,
63,PT07M01.00S,2023-12-17T01:21:00.3Z,1,REGULAR,rebound,offensive,[],203497,,,1610612750,8,12,2023-12-17T01:21:03Z,610000,False,,,0,,R. Gobert REBOUND (Off:1 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Left Center,,,,,,,,62.0,2.0,1.0,1.0,,,,,,,,,
65,PT06M47.00S,2023-12-17T01:21:29.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1626157,87.1222076215506,38.60294117647059,1610612750,10,12,2023-12-17T01:21:35Z,630000,False,-57.0,69.0,1,right,K. Towns 8' driving floating Jump Shot (8 PTS) (M. Conley 2 AST),"[1626157, 201144]",1610612750.0,MIN,driving floating,,,Towns,K. Towns,,,,,In The Paint (Non-RA),8-16 Left,,,,,,8.92,Made,,,,,8.0,M. Conley,201144.0,2.0,,,,,
66,PT06M34.00S,2023-12-17T01:21:42.9Z,1,REGULAR,turnover,bad pass,[],1628971,,,1610612754,10,12,2023-12-17T01:21:47Z,640000,False,,,0,,B. Brown bad pass TURNOVER (1 TO),"[1628971, 1630162]",1610612754.0,IND,,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1.0,Edwards,1630162.0,,
67,PT06M34.00S,2023-12-17T01:21:42.9Z,1,REGULAR,steal,,[],1630162,,,1610612750,10,12,2023-12-17T01:21:44Z,650000,False,,,0,,A. Edwards STEAL (2 STL),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
68,PT06M23.00S,2023-12-17T01:21:54.2Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630162,88.91261498028909,52.20588235294118,1610612750,10,12,2023-12-17T01:22:00Z,660000,False,11.0,52.0,1,right,MISS A. Edwards turnaround Hook,[1630162],1610612750.0,MIN,turnaround,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.29,Missed,,,,,,,,,,,,,
69,PT06M21.00S,2023-12-17T01:21:56.2Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,10,12,2023-12-17T01:22:00Z,670000,False,,,0,,M. Turner REBOUND (Off:1 Def:2),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,68.0,3.0,2.0,1.0,,,,,,,,,
70,PT06M16.00S,2023-12-17T01:22:01.4Z,1,REGULAR,turnover,lost ball,[],204456,,,1610612754,10,12,2023-12-17T01:22:04Z,680000,False,,,0,,T. McConnell lost ball TURNOVER (1 TO),"[204456, 203497]",1610612754.0,IND,,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1.0,Gobert,203497.0,,
71,PT06M16.00S,2023-12-17T01:22:01.4Z,1,REGULAR,steal,,[],203497,,,1610612750,10,12,2023-12-17T01:22:03Z,690000,False,,,0,,R. Gobert STEAL (1 STL),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
72,PT06M12.00S,2023-12-17T01:22:07.2Z,1,REGULAR,turnover,out-of-bounds,[],203497,,,1610612750,10,12,2023-12-17T01:22:13Z,700000,False,,,0,,R. Gobert lost ball out-of-bounds TURNOVER (1 TO),[203497],1610612750.0,MIN,lost ball,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,202058.0,,,,,,,,,,,,,,,1.0,,,,
73,PT06M00.00S,2023-12-17T01:22:23.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626167,16.113666228646515,38.23529411764706,1610612754,10,12,2023-12-17T01:22:28Z,710000,False,59.0,99.0,1,left,MISS M. Turner 11' turnaround fadeaway Shot,[1626167],1610612754.0,IND,turnaround fadeaway,,,Turner,M. Turner,,,,,In The Paint (Non-RA),8-16 Center,,,,,,11.51,Missed,,,,,,,,,,,,,
74,PT05M58.00S,2023-12-17T01:22:25.7Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,10,12,2023-12-17T01:22:28Z,720000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,73.0,1.0,1.0,0.0,,,,,,,,,
75,PT05M50.00S,2023-12-17T01:22:33.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630183,92.9862023653088,53.18627450980392,1610612750,10,12,2023-12-17T01:22:38Z,730000,False,16.0,13.0,1,right,MISS J. McDaniels driving Layup,[1630183],1610612750.0,MIN,driving,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,2.08,Missed,,,,,,,,,,,,,
76,PT05M48.00S,2023-12-17T01:22:35.3Z,1,REGULAR,rebound,defensive,[],204456,,,1610612754,10,12,2023-12-17T01:22:38Z,740000,False,,,0,,T. McConnell REBOUND (Off:1 Def:3),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,,,,,,,,75.0,4.0,3.0,1.0,,,,,,,,,
77,PT05M41.00S,2023-12-17T01:22:42.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626167,8.886333771353483,52.20588235294118,1610612754,10,12,2023-12-17T01:22:52Z,750000,False,-11.0,31.0,1,left,MISS M. Turner Layup - blocked,"[1626167, 1626157]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,3.29,Missed,,,,,,,,,,,,Towns,1626157.0
78,PT05M41.00S,2023-12-17T01:22:42.1Z,1,REGULAR,block,,[],1626157,,,1610612754,10,12,2023-12-17T01:22:44Z,760000,False,,,0,,K. Towns BLOCK (1 BLK),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
79,PT05M38.00S,2023-12-17T01:22:45.1Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,10,12,2023-12-17T01:22:52Z,770000,False,,,0,,A. Edwards REBOUND (Off:0 Def:1),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,,77.0,1.0,1.0,0.0,,,,,,,,,
81,PT05M36.00S,2023-12-17T01:22:50.7Z,1,REGULAR,foul,offensive,[],1630162,,,1610612750,10,12,2023-12-17T01:23:02Z,790000,False,,,0,,A. Edwards charge offensive FOUL (2 PF),"[1630162, 204456]",1610612750.0,MIN,charge,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),8-16 Right,202058.0,2.0,0.0,McConnell,204456.0,,,,,,,,,,,,,,,
