actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-03-03T20:40:52.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-03-03T20:40:52Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-03-03T20:40:55.1Z,1,REGULAR,jumpball,recovered,[],1626157,,,1610612750,0,0,2024-03-03T20:40:55Z,40000,False,,,0,,Jump Ball R. Gobert vs. I. Zubac: Tip to K. Towns,"[1626157, 203497, 1627826]",1610612750.0,MIN,startperiod,K. Towns,1626157.0,Towns,K. Towns,Gobert,203497.0,Zubac,1627826.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2024-03-03T20:41:11.5Z,1,REGULAR,2pt,Jump Shot,[],1630183,88.91261498028909,20.34313725490196,1610612750,0,0,2024-03-03T20:41:16Z,70000,False,-148.0,52.0,1,right,MISS J. McDaniels 15' pullup Shot,[1630183],1610612750.0,MIN,pullup,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Left,15.71,Missed,,,,,,,,,,,,,,,,,,
8,PT11M37.00S,2024-03-03T20:41:13.5Z,1,REGULAR,rebound,defensive,[],1629611,,,1610612746,0,0,2024-03-03T20:41:16Z,80000,False,,,0,,T. Mann REBOUND (Off:0 Def:1),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Mid-Range,8-16 Left,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M25.00S,2024-03-03T20:41:26.4Z,1,REGULAR,turnover,lost ball,[],201935,,,1610612746,0,0,2024-03-03T20:41:31Z,90000,False,,,0,,J. Harden lost ball TURNOVER (1 TO),"[201935, 1630183]",1610612746.0,LAC,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,,,,,,,1.0,McDaniels,1630183.0,,,,,,,,,,,
10,PT11M25.00S,2024-03-03T20:41:26.4Z,1,REGULAR,steal,,[],1630183,,,1610612750,0,0,2024-03-03T20:41:28Z,100000,False,,,0,,J. McDaniels STEAL (1 STL),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
11,PT11M13.00S,2024-03-03T20:41:38.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630162,87.86136662286465,37.00980392156863,1610612750,2,0,2024-03-03T20:41:45Z,110000,False,-65.0,62.0,1,right,A. Edwards 8' pullup bank Jump Shot (2 PTS),[1630162],1610612750.0,MIN,pullup bank,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),8-16 Left,8.96,Made,,,,,,,,2.0,,,,,,,,,,
12,PT10M50.00S,2024-03-03T20:42:01.4Z,1,REGULAR,turnover,lost ball,[],202331,,,1610612746,2,0,2024-03-03T20:42:05Z,120000,False,,,0,,P. George lost ball TURNOVER (1 TO),"[202331, 1630162]",1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Left Center,,,,,,,1.0,Edwards,1630162.0,,,,,,,,,,,
13,PT10M50.00S,2024-03-03T20:42:01.4Z,1,REGULAR,steal,,[],1630162,,,1610612750,2,0,2024-03-03T20:42:03Z,130000,False,,,0,,A. Edwards STEAL (1 STL),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
14,PT10M37.00S,2024-03-03T20:42:15.9Z,1,REGULAR,foul,personal,[],1629611,,,1610612750,2,0,2024-03-03T20:42:36Z,140000,False,,,0,,T. Mann personal FOUL (1 PF),"[1629611, 1626157]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,Mid-Range,8-16 Center,,,,,,,,,,,204059.0,1.0,0.0,Towns,1626157.0,,,,,
