actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
18,PT10M10.00S,2023-12-22T02:12:55.9Z,1,REGULAR,rebound,defensive,[],1627752,,,1610612747,5,6,2023-12-22T02:16:43Z,180000,False,,,0,,T. Prince REBOUND (Off:0 Def:1),[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,Mid-Range,8-16 Left,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,
21,PT10M05.00S,2023-12-22T02:13:01.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627752,92.19776609724047,57.59803921568627,1610612747,5,8,2023-12-22T02:13:08Z,210000,False,38.0,21.0,1,right,T. Prince running Layup (2 PTS),[1627752],1610612747.0,LAL,running,,,Prince,T. Prince,,,,,Restricted Area,0-8 Center,4.33,Made,2.0,,,,,,,,,,,,,,,,,
22,PT09M43.00S,2023-12-22T02:13:22.8Z,1,REGULAR,2pt,Jump Shot,[],1626157,17.427726675427067,77.45098039215686,1610612750,5,8,2023-12-22T02:13:30Z,220000,False,-137.0,111.0,1,left,MISS K. Towns 17' fadeaway Shot,[1626157],1610612750.0,MIN,fadeaway,,,Towns,K. Towns,,,,,Mid-Range,16-24 Left Center,17.67,Missed,,,,,,,,,,,,,,,,,,
23,PT09M40.00S,2023-12-22T02:13:25.8Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,5,8,2023-12-22T02:13:30Z,230000,False,,,0,,A. Davis REBOUND (Off:0 Def:2),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Mid-Range,16-24 Left Center,,,,,,,22.0,2.0,2.0,0.0,,,,,,,,,,
24,PT09M36.00S,2023-12-22T02:13:30.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629060,93.9060446780552,51.225490196078425,1610612747,5,10,2023-12-22T02:13:35Z,240000,False,6.0,5.0,1,right,R. Hachimura running DUNK (2 PTS) (A. Davis 2 AST),"[1629060, 203076]",1610612747.0,LAL,running,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,0.78,Made,2.0,A. Davis,203076.0,2.0,,,,,,,,,,,,,,
27,PT09M21.00S,2023-12-22T02:13:56.2Z,1,REGULAR,turnover,out-of-bounds,[],1630162,,,1610612750,5,10,2023-12-22T02:14:03Z,270000,False,,,0,,A. Edwards bad pass out-of-bounds TURNOVER (1 TO),[1630162],1610612750.0,MIN,bad pass,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627534.0,1.0,,,,,,,,
29,PT09M12.00S,2023-12-22T02:14:10.0Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],203076,74.45795006570303,61.51960784313726,1610612747,5,10,2023-12-22T02:14:15Z,280000,False,58.0,188.0,1,right,MISS A. Davis 19' step back Shot,[203076],1610612747.0,LAL,step back,,,Davis,A. Davis,,,,,Mid-Range,16-24 Center,19.62,Missed,,,,,,,,,,,,,,,,,,
30,PT09M10.00S,2023-12-22T02:14:12.0Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,5,10,2023-12-22T02:14:15Z,290000,False,,,0,,K. Towns REBOUND (Off:0 Def:1),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Mid-Range,16-24 Center,,,,,,,29.0,1.0,1.0,0.0,,,,,,,,,,
31,PT08M59.00S,2023-12-22T02:14:23.3Z,1,REGULAR,3pt,Jump Shot,[],1630183,29.122864651773984,25.0,1610612750,5,10,2023-12-22T02:14:28Z,300000,False,125.0,221.0,1,left,MISS J. McDaniels 25' 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Right Center,25.42,Missed,,,,,,,,,,,,,,,,,,
32,PT08M57.00S,2023-12-22T02:14:25.3Z,1,REGULAR,rebound,defensive,[],1627752,,,1610612747,5,10,2023-12-22T02:14:28Z,310000,False,,,0,,T. Prince REBOUND (Off:0 Def:2),[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Right Center,,,,,,,31.0,2.0,2.0,0.0,,,,,,,,,,
33,PT08M50.00S,2023-12-22T02:14:32.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1626156,92.85479632063075,52.450980392156865,1610612747,5,12,2023-12-22T02:19:36Z,320000,False,12.0,15.0,1,right,D. Russell running finger roll Layup (4 PTS),[1626156],1610612747.0,LAL,running finger roll,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,1.92,Made,4.0,,,,,,,,,,,,,,,,,
35,PT08M28.00S,2023-12-22T02:15:05.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630183,10.726018396846255,46.32352941176471,1610612750,7,12,2023-12-22T02:15:09Z,340000,False,18.0,48.0,1,left,J. McDaniels cutting finger roll Layup (2 PTS) (R. Gobert 1 AST),"[1630183, 203497]",1610612750.0,MIN,cutting finger roll,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,5.17,Made,2.0,R. Gobert,203497.0,1.0,,,,,,,,,,,,,,
37,PT08M17.00S,2023-12-22T02:15:16.1Z,1,REGULAR,3pt,Jump Shot,[],1629060,79.05716162943496,89.70588235294117,1610612747,7,12,2023-12-22T02:15:21Z,360000,False,199.0,144.0,1,right,MISS R. Hachimura 24' 3PT,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Right Center,24.55,Missed,,,,,,,,,,,,,,,,,,
38,PT08M13.00S,2023-12-22T02:15:20.1Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,7,12,2023-12-22T02:15:21Z,370000,False,,,0,,A. Edwards REBOUND (Off:0 Def:1),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,,,,,,,37.0,1.0,1.0,0.0,,,,,,,,,,
39,PT07M54.00S,2023-12-22T02:15:38.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201144,13.222733245729303,49.01960784313725,1610612750,9,12,2023-12-22T02:15:47Z,380000,False,5.0,72.0,1,left,M. Conley 7' driving floating Jump Shot (5 PTS),[201144],1610612750.0,MIN,driving floating,,,Conley,M. Conley,,,,,In The Paint (Non-RA),0-8 Center,7.2,Made,5.0,,,,,,,,,,,,,,,,,
138,PT07M43.00S,2023-12-22T02:15:44.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626156,87.56570302233902,51.96078431372549,1610612747,9,12,2023-12-22T02:32:13Z,385000,False,10.0,64.0,1,right,MISS D. Russell 6' pullup Shot - blocked,"[1626156, 203497]",1610612747.0,LAL,pullup,,,Russell,D. Russell,,,,,In The Paint (Non-RA),0-8 Center,6.51,Missed,,,,,,,,,,,Gobert,203497.0,,,,,,
139,PT07M43.00S,2023-12-22T02:15:44.2Z,1,REGULAR,block,,[],203497,,,1610612747,9,12,2023-12-22T02:32:13Z,387500,False,,,0,,R. Gobert BLOCK (1 BLK),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
140,PT07M43.00S,2023-12-22T02:15:44.2Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,9,12,2023-12-22T02:32:13Z,388750,False,,,0,,R. Gobert REBOUND (Off:0 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,138.0,1.0,1.0,0.0,,,,,,,,,,
42,PT07M29.00S,2023-12-22T02:16:04.3Z,1,REGULAR,2pt,Jump Shot,[],1630183,11.383048620236531,72.54901960784314,1610612750,11,12,2023-12-22T02:32:19Z,410000,False,-113.0,55.0,1,left,J. McDaniels 12' pullup bank Jump Shot (4 PTS) (M. Conley 2 AST),"[1630183, 201144]",1610612750.0,MIN,pullup bank,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Left,12.52,Made,4.0,M. Conley,201144.0,2.0,,,,,,,,,,,,,,
43,PT07M12.00S,2023-12-22T02:16:21.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626156,90.48948751642575,48.03921568627451,1610612747,11,12,2023-12-22T02:16:26Z,420000,False,-10.0,37.0,1,right,MISS D. Russell driving finger roll Layup,[1626156],1610612747.0,LAL,driving finger roll,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,3.82,Missed,,,,,,,,,,,,,,,,,,
44,PT07M11.00S,2023-12-22T02:16:22.7Z,1,REGULAR,rebound,offensive,[],203076,,,1610612747,11,12,2023-12-22T02:16:22Z,430000,False,,,0,,A. Davis REBOUND (Off:1 Def:2),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,,43.0,3.0,2.0,1.0,,,,,,,,,,
45,PT07M09.00S,2023-12-22T02:16:23.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203076,93.24901445466492,50.245098039215684,1610612747,11,14,2023-12-22T02:16:29Z,440000,False,1.0,11.0,1,right,A. Davis putback Layup (6 PTS),[203076],1610612747.0,LAL,putback,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,1.11,Made,6.0,,,,,,,,,,,,,,,,,
46,PT06M59.00S,2023-12-22T02:16:35.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,8.886333771353483,50.0,1610612750,11,14,2023-12-22T02:16:42Z,450000,False,0.0,31.0,1,left,MISS K. Towns driving Layup - blocked,"[1626157, 203076]",1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,3.1,Missed,,,,,,,,,,,Davis,203076.0,,,,,,
47,PT06M59.00S,2023-12-22T02:16:35.1Z,1,REGULAR,block,,[],203076,,,1610612750,11,14,2023-12-22T02:16:37Z,460000,False,,,0,,A. Davis BLOCK (1 BLK),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
48,PT06M59.00S,2023-12-22T02:16:35.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612750,11,14,2023-12-22T02:16:42Z,470000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,46.0,,,,,,,,,,,,,
50,PT06M59.00S,2023-12-22T02:16:42.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,11,14,2023-12-22T02:16:42Z,490000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT06M57.00S,2023-12-22T02:19:43.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626157,22.683968462549277,12.254901960784313,1610612750,14,14,2023-12-22T02:19:50Z,500000,False,189.0,161.0,1,left,K. Towns 24' 3PT  (3 PTS) (M. Conley 3 AST),"[1626157, 201144]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Right Center,24.79,Made,3.0,M. Conley,201144.0,3.0,,,,,,,,,,,,,,
53,PT06M35.00S,2023-12-22T02:20:06.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626156,80.76544021024968,38.72549019607843,1610612747,14,14,2023-12-22T02:20:13Z,520000,False,-56.0,128.0,1,right,MISS D. Russell 14' pullup Shot,[1626156],1610612747.0,LAL,pullup,,,Russell,D. Russell,,,,,In The Paint (Non-RA),8-16 Center,14.01,Missed,,,,,,,,,,,,,,,,,,
54,PT06M33.00S,2023-12-22T02:20:08.3Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,14,14,2023-12-22T02:20:13Z,530000,False,,,0,,K. Towns REBOUND (Off:0 Def:2),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,53.0,2.0,2.0,0.0,,,,,,,,,,
56,PT06M22.00S,2023-12-22T02:20:32.9Z,1,REGULAR,foul,personal,[],203076,,,1610612750,14,14,2023-12-22T02:20:42Z,550000,False,,,0,,A. Davis personal FOUL (1 PF),"[203076, 1626157]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,Mid-Range,16-24 Right,,,,,,,,,,,1627534.0,,,,1.0,0.0,Towns,1626157.0,,
58,PT06M22.00S,2023-12-22T02:20:45.8Z,1,REGULAR,substitution,out,[],1629629,,,1610612750,14,14,2023-12-22T02:20:52Z,570000,False,,,0,,SUB out: C. Reddish,[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M22.00S,2023-12-22T02:20:45.8Z,1,REGULAR,substitution,in,[],1629020,,,1610612750,14,14,2023-12-22T02:20:52Z,580000,False,,,0,,SUB in: J. Vanderbilt,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M16.00S,2023-12-22T02:21:08.0Z,1,REGULAR,turnover,out-of-bounds,[],1630162,,,1610612750,14,14,2023-12-22T02:21:14Z,590000,False,,,0,,A. Edwards bad pass out-of-bounds TURNOVER (2 TO),[1630162],1610612750.0,MIN,bad pass,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,201246.0,2.0,,,,,,,,
61,PT05M55.00S,2023-12-22T02:21:37.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629020,93.11760840998686,96.32352941176471,1610612747,14,14,2023-12-22T02:22:02Z,600000,False,232.0,12.0,1,right,MISS J. Vanderbilt 3PT - blocked,"[1629020, 1630162]",1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Right Corner 3,24+ Right,23.19,Missed,,,,,,,,,,,Edwards,1630162.0,,,,,,
62,PT05M55.00S,2023-12-22T02:21:37.2Z,1,REGULAR,block,,[],1630162,,,1610612747,14,14,2023-12-22T02:21:39Z,610000,False,,,0,,A. Edwards BLOCK (1 BLK),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,,,,,
63,PT05M54.00S,2023-12-22T02:21:38.2Z,1,REGULAR,rebound,offensive,[],1629020,,,1610612747,14,14,2023-12-22T02:22:11Z,620000,False,,,0,,J. Vanderbilt REBOUND (Off:1 Def:0),[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Right Corner 3,24+ Right,,,,,,,61.0,1.0,0.0,1.0,,,,,,,,,,
64,PT05M53.00S,2023-12-22T02:21:42.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629020,93.38042049934296,51.9607843137255,1610612747,14,14,2023-12-22T02:22:07Z,630000,False,10.0,10.0,1,right,MISS J. Vanderbilt driving Layup - blocked,"[1629020, 203497]",1610612747.0,LAL,driving,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,1.38,Missed,,,,,,,,,,,Gobert,203497.0,,,,,,
65,PT05M53.00S,2023-12-22T02:21:42.9Z,1,REGULAR,block,,[],203497,,,1610612747,14,14,2023-12-22T02:21:45Z,640000,False,,,0,,R. Gobert BLOCK (2 BLK),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
66,PT05M52.00S,2023-12-22T02:21:43.9Z,1,REGULAR,rebound,offensive,[],1629060,,,1610612747,14,14,2023-12-22T02:22:07Z,650000,False,,,0,,R. Hachimura REBOUND (Off:1 Def:0),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,,,,,,,64.0,1.0,0.0,1.0,,,,,,,,,,
67,PT05M52.00S,2023-12-22T02:21:49.4Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612747,14,14,2023-12-22T02:22:20Z,660000,False,,,0,,LAL shot clock Team TURNOVER,[],1610612747.0,LAL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,201246.0,,,,,,,,,
68,PT05M39.00S,2023-12-22T02:22:10.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630162,28.465834428383708,22.058823529411764,1610612750,14,14,2023-12-22T02:25:51Z,670000,False,140.0,215.0,1,left,MISS A. Edwards 25' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,25.65,Missed,,,,,,,,,,,,,,,,,,
69,PT05M36.00S,2023-12-22T02:22:12.9Z,1,REGULAR,rebound,defensive,[],1627752,,,1610612747,14,14,2023-12-22T02:22:12Z,680000,False,,,0,,T. Prince REBOUND (Off:0 Def:3),[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Right Center,,,,,,,68.0,3.0,3.0,0.0,,,,,,,,,,
70,PT05M31.00S,2023-12-22T02:22:21.5Z,1,REGULAR,foul,personal,['2freethrow'],201144,,,1610612747,14,14,2023-12-22T02:22:29Z,690000,False,,,0,,M. Conley shooting personal FOUL (1 PF) (Davis 2 FT),"[201144, 203076]",1610612750.0,MIN,shooting,,,Conley,M. Conley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,201246.0,,,,1.0,0.0,Davis,203076.0,,
72,PT05M31.00S,2023-12-22T02:22:52.1Z,1,REGULAR,freethrow,1 of 2,[],203076,,,1610612747,14,15,2023-12-22T02:22:52Z,710000,False,,,0,,A. Davis Free Throw 1 of 2 (7 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
73,PT05M31.00S,2023-12-22T02:22:52.6Z,1,REGULAR,substitution,out,[],1627752,,,1610612747,14,15,2023-12-22T02:22:58Z,720000,False,,,0,,SUB out: T. Prince,[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M31.00S,2023-12-22T02:22:52.6Z,1,REGULAR,substitution,in,[],1630559,,,1610612747,14,15,2023-12-22T02:22:58Z,730000,False,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M31.00S,2023-12-22T02:23:15.0Z,1,REGULAR,freethrow,2 of 2,[],203076,,,1610612747,14,16,2023-12-22T02:23:15Z,740000,False,,,0,,A. Davis Free Throw 2 of 2 (8 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
77,PT05M19.00S,2023-12-22T02:23:31.0Z,1,REGULAR,foul,personal,[],203076,,,1610612750,14,16,2023-12-22T02:24:04Z,750000,False,,,0,,A. Davis personal FOUL (2 PF),"[203076, 1630183]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627534.0,,,,2.0,0.0,McDaniels,1630183.0,,
79,PT05M19.00S,2023-12-22T02:24:01.7Z,1,REGULAR,substitution,out,[],201144,,,1610612750,14,16,2023-12-22T02:24:07Z,770000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M19.00S,2023-12-22T02:24:01.7Z,1,REGULAR,substitution,in,[],1629638,,,1610612750,14,16,2023-12-22T02:24:07Z,780000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M13.00S,2023-12-22T02:24:18.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,7.835085413929041,54.65686274509803,1610612750,16,16,2023-12-22T02:24:22Z,790000,False,-23.0,21.0,1,left,A. Edwards driving Layup (4 PTS) (K. Towns 1 AST),"[1630162, 1626157]",1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,3.14,Made,4.0,K. Towns,1626157.0,1.0,,,,,,,,,,,,,,
83,PT04M59.00S,2023-12-22T02:24:32.0Z,1,REGULAR,3pt,Jump Shot,[],1629060,67.62483574244416,53.92156862745098,1610612747,16,19,2023-12-22T02:24:38Z,810000,False,20.0,252.0,1,right,R. Hachimura 25' 3PT  (5 PTS) (A. Reaves 1 AST),"[1629060, 1630559]",1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Center,25.26,Made,5.0,A. Reaves,1630559.0,1.0,,,,,,,,,,,,,,
85,PT04M40.00S,2023-12-22T02:24:50.5Z,1,REGULAR,turnover,lost ball,[],203497,,,1610612750,16,19,2023-12-22T02:30:50Z,830000,False,,,0,,R. Gobert lost ball TURNOVER (1 TO),"[203497, 1630559]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,1.0,,,,,,,Reaves,1630559.0
86,PT04M40.00S,2023-12-22T02:24:50.5Z,1,REGULAR,steal,,[],1630559,,,1610612747,16,19,2023-12-22T02:24:52Z,840000,False,,,0,,A. Reaves STEAL (1 STL),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
87,PT04M32.00S,2023-12-22T02:25:01.5Z,1,REGULAR,violation,kicked ball,[],1626157,,,1610612747,16,19,2023-12-22T03:26:49Z,850000,False,,,0,,K. Towns kicked ball VIOLATION,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,1627534.0,,,,,,,,,
88,PT04M32.00S,2023-12-22T02:25:04.4Z,1,REGULAR,substitution,out,[],1626157,,,1610612747,16,19,2023-12-22T02:25:12Z,860000,False,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M32.00S,2023-12-22T02:25:04.4Z,1,REGULAR,substitution,in,[],1629675,,,1610612747,16,19,2023-12-22T02:25:12Z,870000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
