actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-02-01T01:10:39.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-02-01T01:10:39Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2024-02-01T01:10:41.5Z,1,REGULAR,jumpball,recovered,[],1626157,,,1610612750,0,0,2024-02-01T01:10:41Z,40000,False,,,0,,Jump Ball R. Gobert vs. R. Holmes: Tip to K. Towns,"[1626157, 203497, 1626158]",1610612750.0,MIN,startperiod,K. Towns,1626157.0,Towns,K. Towns,Gobert,203497.0,Holmes,1626158.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M35.00S,2024-02-01T01:11:04.7Z,1,REGULAR,2pt,Jump Shot,[],1630183,5.601182654402102,23.284313725490197,1610612750,2,0,2024-02-01T01:11:11Z,70000,False,134.0,0.0,1,left,J. McDaniels 13' pullup Jump Shot (2 PTS),[1630183],1610612750.0,MIN,pullup,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Right,13.36,Made,2.0,,,,,,,,,,,,,,,,,
8,PT11M21.00S,2024-02-01T01:11:18.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630182,94.1688567674113,50.49019607843137,1610612742,2,2,2024-02-01T01:11:23Z,80000,False,2.0,2.0,1,right,J. Green cutting DUNK (2 PTS) (R. Holmes 1 AST),"[1630182, 1626158]",1610612742.0,DAL,cutting,,,Green,J. Green,,,,,Restricted Area,0-8 Center,0.34,Made,2.0,R. Holmes,1626158.0,1.0,,,,,,,,,,,,,,
10,PT11M07.00S,2024-02-01T01:11:34.4Z,1,REGULAR,turnover,out-of-bounds,[],203497,,,1610612750,2,2,2024-02-01T01:11:41Z,100000,False,,,0,,R. Gobert bad pass out-of-bounds TURNOVER (1 TO),[203497],1610612750.0,MIN,bad pass,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1628951.0,1.0,,,,,,,,,,,,
11,PT10M54.00S,2024-02-01T01:11:50.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629684,74.72076215505913,83.57843137254902,1610612742,2,2,2024-02-01T01:11:55Z,110000,False,168.0,185.0,1,right,MISS G. Williams 24' 3PT,[1629684],1610612742.0,DAL,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Right Center,24.99,Missed,,,,,,,,,,,,,,,,,,
12,PT10M51.00S,2024-02-01T01:11:53.6Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,2,2,2024-02-01T01:11:55Z,120000,False,,,0,,R. Gobert REBOUND (Off:0 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Right Center,,,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,
13,PT10M42.00S,2024-02-01T01:12:02.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,6.521024967148489,50.98039215686274,1610612750,4,2,2024-02-01T01:12:07Z,130000,False,-5.0,9.0,1,left,A. Edwards driving finger roll Layup (2 PTS),[1630162],1610612750.0,MIN,driving finger roll,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,1.01,Made,2.0,,,,,,,,,,,,,,,,,
14,PT10M30.00S,2024-02-01T01:12:13.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630702,92.59198423127464,49.50980392156863,1610612742,4,2,2024-02-01T01:12:19Z,140000,False,-2.0,17.0,1,right,MISS J. Hardy driving reverse Layup - blocked,"[1630702, 203497]",1610612742.0,DAL,driving reverse,,,Hardy,J. Hardy,,,,,Restricted Area,0-8 Center,1.73,Missed,,,,,,,,,,,Gobert,203497.0,,,,,,
15,PT10M30.00S,2024-02-01T01:12:13.7Z,1,REGULAR,block,,[],203497,,,1610612742,4,2,2024-02-01T01:12:15Z,150000,False,,,0,,R. Gobert BLOCK (1 BLK),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
16,PT10M27.00S,2024-02-01T01:12:16.7Z,1,REGULAR,rebound,defensive,[],201144,,,1610612750,4,2,2024-02-01T01:12:19Z,160000,False,,,0,,M. Conley REBOUND (Off:0 Def:1),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Restricted Area,0-8 Center,,,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,
17,PT10M14.00S,2024-02-01T01:12:29.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630183,18.610381077529567,41.42156862745098,1610612750,4,2,2024-02-01T01:12:35Z,170000,False,43.0,122.0,1,left,MISS J. McDaniels 12' pullup Shot,[1630183],1610612750.0,MIN,pullup,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Center,12.97,Missed,,,,,,,,,,,,,,,,,,
18,PT10M11.00S,2024-02-01T01:12:32.8Z,1,REGULAR,rebound,defensive,[],1630702,,,1610612742,4,2,2024-02-01T01:12:35Z,180000,False,,,0,,J. Hardy REBOUND (Off:0 Def:1),[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,
19,PT10M09.00S,2024-02-01T01:12:37.4Z,1,REGULAR,foul,personal,[],1630183,,,1610612742,4,2,2024-02-01T01:12:55Z,190000,False,,,0,,J. McDaniels personal FOUL (1 PF),"[1630183, 1630702]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Mid-Range,16-24 Center,,,,,,,1628951.0,,,,,,,,1.0,0.0,Hardy,1630702.0,,
21,PT10M02.00S,2024-02-01T01:13:01.6Z,1,REGULAR,3pt,Jump Shot,[],1629684,76.82325886990802,12.009803921568627,1610612742,4,2,2024-02-01T01:13:06Z,210000,False,-190.0,165.0,1,right,MISS G. Williams 25' 3PT,[1629684],1610612742.0,DAL,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Left Center,25.19,Missed,,,,,,,,,,,,,,,,,,
22,PT09M59.00S,2024-02-01T01:13:04.6Z,1,REGULAR,rebound,defensive,[],201144,,,1610612750,4,2,2024-02-01T01:13:06Z,220000,False,,,0,,M. Conley REBOUND (Off:0 Def:2),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Left Center,,,,,,,,,21.0,2.0,2.0,0.0,,,,,,,,
23,PT09M44.00S,2024-02-01T01:13:20.3Z,1,REGULAR,2pt,Jump Shot,[],1630162,20.05584756898817,31.127450980392158,1610612750,4,2,2024-02-01T01:13:41Z,230000,False,94.0,136.0,1,left,MISS A. Edwards 16' pullup Shot,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Right Center,16.56,Missed,,,,,,,,,,,,,,,,,,
24,PT09M42.00S,2024-02-01T01:13:22.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612750,4,2,2024-02-01T01:13:26Z,240000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Mid-Range,16-24 Right Center,,,,,,,,,23.0,,,,,,,,,,,
25,PT09M42.00S,2024-02-01T01:13:25.5Z,1,REGULAR,foul,personal,[],1626158,,,1610612750,4,2,2024-02-01T01:13:32Z,250000,False,,,0,,R. Holmes loose ball personal FOUL (1 PF),"[1626158, 203497]",1610612742.0,DAL,loose ball,,,Holmes,R. Holmes,,,,,Restricted Area,0-8 Center,,,,,,,1628951.0,,,,,,,,1.0,0.0,Gobert,203497.0,,
27,PT09M31.00S,2024-02-01T01:13:51.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203497,7.30946123521682,51.225490196078425,1610612750,6,2,2024-02-01T01:13:55Z,270000,False,-6.0,16.0,1,left,R. Gobert cutting DUNK (2 PTS) (A. Edwards 1 AST),"[203497, 1630162]",1610612750.0,MIN,cutting,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,1.73,Made,2.0,A. Edwards,1630162.0,1.0,,,,,,,,,,,,,,
29,PT09M21.00S,2024-02-01T01:14:01.3Z,1,REGULAR,turnover,bad pass,[],1630702,,,1610612742,6,2,2024-02-01T01:14:04Z,290000,False,,,0,,J. Hardy bad pass TURNOVER (1 TO),"[1630702, 201144]",1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1.0,,,,,,,,,,,Conley,201144.0
30,PT09M21.00S,2024-02-01T01:14:01.3Z,1,REGULAR,steal,,[],201144,,,1610612750,6,2,2024-02-01T01:14:02Z,300000,False,,,0,,M. Conley STEAL (1 STL),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
31,PT09M15.00S,2024-02-01T01:14:07.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1626157,22.28975032851511,11.519607843137255,1610612750,6,2,2024-02-01T01:14:43Z,310000,False,192.0,157.0,1,left,MISS K. Towns 24' running 3PT,[1626157],1610612750.0,MIN,running,,,Towns,K. Towns,,,,,Above the Break 3,24+ Right Center,24.83,Missed,,,,,,,,,,,,,,,,,,
32,PT09M12.00S,2024-02-01T01:14:10.0Z,1,REGULAR,rebound,defensive,[],1630182,,,1610612742,6,2,2024-02-01T01:14:11Z,320000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,,,,,,31.0,1.0,1.0,0.0,,,,,,,,
33,PT09M06.00S,2024-02-01T01:14:16.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630182,88.38699080157687,42.8921568627451,1610612742,6,4,2024-02-01T01:15:43Z,330000,False,-36.0,57.0,1,right,J. Green 6' driving floating bank Jump Shot (4 PTS),[1630182],1610612742.0,DAL,driving floating bank,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,6.69,Made,4.0,,,,,,,,,,,,,,,,,
34,PT08M49.00S,2024-02-01T01:14:32.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626157,19.530223390275953,39.21568627450981,1610612750,8,4,2024-02-01T01:14:38Z,340000,False,54.0,131.0,1,left,K. Towns 14' turnaround Jump Shot (2 PTS),[1626157],1610612750.0,MIN,turnaround,,,Towns,K. Towns,,,,,In The Paint (Non-RA),8-16 Center,14.17,Made,2.0,,,,,,,,,,,,,,,,,
35,PT08M23.00S,2024-02-01T01:14:58.8Z,1,REGULAR,3pt,Jump Shot,[],203501,68.67608409986859,50.49019607843137,1610612742,8,4,2024-02-01T01:15:03Z,350000,False,2.0,242.0,1,right,MISS T. Hardaway Jr. 24' pullup 3PT,[203501],1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Center,24.19,Missed,,,,,,,,,,,,,,,,,,
36,PT08M20.00S,2024-02-01T01:15:01.8Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,8,4,2024-02-01T01:15:03Z,360000,False,,,0,,A. Edwards REBOUND (Off:0 Def:1),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,,,,,,,,,35.0,1.0,1.0,0.0,,,,,,,,
37,PT08M10.00S,2024-02-01T01:15:14.8Z,1,REGULAR,foul,personal,['2freethrow'],1629684,,,1610612750,8,4,2024-02-01T01:15:20Z,370000,False,,,0,,G. Williams shooting personal FOUL (1 PF) (Towns 2 FT),"[1629684, 1626157]",1610612742.0,DAL,shooting,,,Williams,G. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,204059.0,,,,,,,,1.0,0.0,Towns,1626157.0,,
39,PT08M10.00S,2024-02-01T01:15:44.6Z,1,REGULAR,freethrow,1 of 2,[],1626157,,,1610612750,9,4,2024-02-01T01:15:44Z,390000,False,,,0,,K. Towns Free Throw 1 of 2 (3 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
40,PT08M10.00S,2024-02-01T01:15:45.2Z,1,REGULAR,substitution,out,[],1630702,,,1610612750,9,4,2024-02-01T01:15:49Z,400000,False,,,0,,SUB out: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
41,PT08M10.00S,2024-02-01T01:15:45.2Z,1,REGULAR,substitution,in,[],203552,,,1610612750,9,4,2024-02-01T01:15:49Z,410000,False,,,0,,SUB in: S. Curry,[203552],1610612742.0,DAL,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
