actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
87,PT04M02.00S,2024-01-23T01:23:29.9Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1626157,,,1610612750,25,23,2024-01-23T01:24:00Z,860000,False,,,0,,MISS K. Towns Free Throw 2 of 2,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
88,PT04M01.00S,2024-01-23T01:23:30.9Z,1,REGULAR,rebound,defensive,[],1630550,,,1610612766,25,23,2024-01-23T01:24:00Z,870000,False,,,0,,J. Thor REBOUND (Off:0 Def:1),[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,87.0,1.0,1.0,0.0,,,,,,,,
89,PT03M44.00S,2024-01-23T01:24:11.7Z,1,REGULAR,turnover,traveling,[],1630550,,,1610612766,25,23,2024-01-23T01:24:24Z,880000,False,,,0,,J. Thor traveling TURNOVER (1 TO),[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1198.0,1.0,,,,,,,,,,,,
90,PT03M35.00S,2024-01-23T01:24:32.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626157,69.20170827858082,27.941176470588236,1610612750,28,23,2024-01-23T01:24:36Z,890000,False,-110.0,237.0,1,right,K. Towns 26' 3PT  (20 PTS) (A. Edwards 4 AST),"[1626157, 1630162]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,26.14,Made,20.0,A. Edwards,1630162.0,4.0,,,,,,,,,,,,,,
94,PT03M22.00S,2024-01-23T01:24:59.4Z,1,REGULAR,turnover,offensive goaltending,[],1630550,,,1610612766,28,23,2024-01-23T01:33:09Z,930000,False,,,0,,J. Thor offensive goaltending TURNOVER (2 TO),[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,2.0,,,,,,,,,,,,
95,PT03M04.00S,2024-01-23T01:25:13.5Z,1,REGULAR,foul,personal,['2freethrow'],202397,,,1610612750,28,23,2024-01-23T01:25:22Z,940000,False,,,0,,I. Smith shooting personal FOUL (2 PF) (Towns 2 FT),"[202397, 1626157]",1610612766.0,CHA,shooting,,,Smith,I. Smith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,201246.0,,,,,,2.0,0.0,Towns,1626157.0,,,,
97,PT03M04.00S,2024-01-23T01:25:43.9Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1626157,,,1610612750,29,23,2024-01-23T01:25:44Z,960000,False,,,0,,K. Towns Free Throw 1 of 2 (21 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,Made,21.0,,,,,,,,,,,,,,,,,
98,PT03M04.00S,2024-01-23T01:26:05.2Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1626157,,,1610612750,30,23,2024-01-23T01:26:05Z,970000,False,,,0,,K. Towns Free Throw 2 of 2 (22 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,Made,22.0,,,,,,,,,,,,,,,,,
99,PT02M55.00S,2024-01-23T01:26:18.1Z,1,REGULAR,foul,personal,['2freethrow'],1630162,,,1610612766,30,23,2024-01-23T01:26:26Z,980000,False,,,0,,A. Edwards shooting personal FOUL (1 PF) (Rozier 2 FT),"[1630162, 1626179]",1610612750.0,MIN,shooting,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,200833.0,,,,,,1.0,0.0,Rozier,1626179.0,,,,
101,PT02M55.00S,2024-01-23T01:26:30.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,30,23,2024-01-23T01:26:30Z,1000000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT02M55.00S,2024-01-23T01:26:31.3Z,1,REGULAR,substitution,out,[],1626157,,,1610612766,30,23,2024-01-23T01:29:20Z,1010000,False,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT02M55.00S,2024-01-23T01:26:31.3Z,1,REGULAR,substitution,in,[],203497,,,1610612766,30,23,2024-01-23T01:29:20Z,1020000,False,,,0,,SUB in: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT02M55.00S,2024-01-23T01:29:37.4Z,1,REGULAR,freethrow,1 of 2,[],1626179,,,1610612766,30,24,2024-01-23T01:30:00Z,1030000,False,,,0,,T. Rozier Free Throw 1 of 2 (1 PTS),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
105,PT02M55.00S,2024-01-23T01:29:37.4Z,1,REGULAR,freethrow,2 of 2,[],1626179,,,1610612766,30,24,2024-01-23T01:30:00Z,1040000,False,,,0,,MISS T. Rozier Free Throw 2 of 2,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
106,PT02M54.00S,2024-01-23T01:29:38.4Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,30,24,2024-01-23T01:30:00Z,1050000,False,,,0,,R. Gobert REBOUND (Off:0 Def:4),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,105.0,4.0,4.0,0.0,,,,,,,,
107,PT02M41.00S,2024-01-23T01:30:11.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629675,90.48948751642575,52.450980392156865,1610612750,32,24,2024-01-23T01:30:17Z,1060000,False,12.0,37.0,1,right,N. Reid Hook (2 PTS) (J. McLaughlin 1 AST),"[1629675, 1629162]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,3.89,Made,2.0,J. McLaughlin,1629162.0,1.0,,,,,,,,,,,,,,
109,PT02M26.00S,2024-01-23T01:30:26.0Z,1,REGULAR,3pt,Jump Shot,[],1626179,12.828515111695138,5.637254901960785,1610612766,32,24,2024-01-23T01:34:45Z,1080000,False,222.0,68.0,1,left,MISS T. Rozier pullup 3PT,[1626179],1610612766.0,CHA,pullup,,,Rozier,T. Rozier,,,,,Right Corner 3,24+ Right,23.2,Missed,,,,,,,,,,,,,,,,,,
110,PT02M23.00S,2024-01-23T01:30:29.0Z,1,REGULAR,rebound,defensive,[],1629162,,,1610612750,32,24,2024-01-23T01:30:43Z,1090000,False,,,0,,J. McLaughlin REBOUND (Off:0 Def:2),[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,Right Corner 3,24+ Right,,,,,,,,,109.0,2.0,2.0,0.0,,,,,,,,
112,PT02M17.00S,2024-01-23T01:30:34.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629675,69.85873850197109,72.30392156862744,1610612750,32,24,2024-01-23T01:36:40Z,1100000,False,112.0,231.0,1,right,MISS N. Reid 25' running 3PT,[1629675],1610612750.0,MIN,running,,,Reid,N. Reid,,,,,Above the Break 3,24+ Right Center,25.63,Missed,,,,,,,,,,,,,,,,,,
113,PT02M15.00S,2024-01-23T01:30:36.7Z,1,REGULAR,rebound,defensive,[],1626179,,,1610612766,32,24,2024-01-23T01:30:55Z,1110000,False,,,0,,T. Rozier REBOUND (Off:0 Def:1),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Right Center,,,,,,,,,112.0,1.0,1.0,0.0,,,,,,,,
114,PT02M05.00S,2024-01-23T01:30:46.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628970,8.623521681997373,41.17647058823529,1610612766,32,24,2024-01-23T01:37:14Z,1120000,False,44.0,29.0,1,left,MISS M. Bridges driving Hook,[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,5.26,Missed,,,,,,,,,,,,,,,,,,
118,PT02M04.00S,2024-01-23T01:30:47.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612750,32,24,2024-01-23T01:38:10Z,1130000,False,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,114.0,,,,,,,,,,,
125,PT02M04.00S,2024-01-23T01:31:09.0Z,1,REGULAR,substitution,out,[],1626179,,,1610612750,32,24,2024-01-23T01:32:59Z,1131250,False,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M04.00S,2024-01-23T01:31:09.0Z,1,REGULAR,substitution,in,[],1630163,,,1610612750,32,24,2024-01-23T01:32:59Z,1131875,False,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M04.00S,2024-01-23T01:31:31.2Z,1,REGULAR,jumpball,recovered,[],0,,,1610612750,32,24,2024-01-23T01:38:05Z,1132500,False,,,0,,Jump Ball K. Anderson vs. N. Mensah: Tip to Team (MIN),"[203937, 1641877]",1610612750.0,MIN,heldball,Team (MIN),,,,Anderson,203937.0,Mensah,1641877.0,,,,,,,,,,,,,,,,,,,,,,
121,PT01M49.00S,2024-01-23T01:31:53.8Z,1,REGULAR,turnover,traveling,[],1629675,,,1610612750,32,24,2024-01-23T01:32:02Z,1170000,False,,,0,,N. Reid traveling TURNOVER (1 TO),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Left Corner 3,24+ Left,,,,,,,1198.0,1.0,,,,,,,,,,,,
122,PT01M34.00S,2024-01-23T01:32:21.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628970,6.521024967148489,4.901960784313726,1610612766,32,24,2024-01-23T01:32:26Z,1180000,False,225.0,9.0,1,left,MISS M. Bridges 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Right Corner 3,24+ Right,22.57,Missed,,,,,,,,,,,,,,,,,,
123,PT01M31.00S,2024-01-23T01:32:24.0Z,1,REGULAR,rebound,offensive,[],1641877,,,1610612766,32,24,2024-01-23T01:32:26Z,1190000,False,,,0,,N. Mensah REBOUND (Off:1 Def:0),[1641877],1610612766.0,CHA,,,,Mensah,N. Mensah,,,,,Right Corner 3,24+ Right,,,,,,,,,122.0,1.0,0.0,1.0,,,,,,,,
124,PT01M26.00S,2024-01-23T01:32:29.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",202397,11.908672798948752,48.529411764705884,1610612766,32,26,2024-01-23T01:32:45Z,1200000,False,7.0,59.0,1,left,I. Smith Jump Shot (4 PTS) (L. Ball 4 AST),"[202397, 1630163]",1610612766.0,CHA,,,,Smith,I. Smith,,,,,In The Paint (Non-RA),0-8 Center,5.99,Made,4.0,L. Ball,1630163.0,4.0,,,,,,,,,,,,,,
127,PT01M09.00S,2024-01-23T01:32:45.4Z,1,REGULAR,3pt,Jump Shot,[],1629675,91.93495400788436,4.166666666666666,1610612750,32,26,2024-01-23T01:32:49Z,1210000,False,-229.0,23.0,1,right,MISS N. Reid 3PT,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Left Corner 3,24+ Left,23.04,Missed,,,,,,,,,,,,,,,,,,
128,PT01M07.00S,2024-01-23T01:32:47.4Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,32,26,2024-01-23T01:32:49Z,1220000,False,,,0,,M. Bridges REBOUND (Off:0 Def:2),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,,,,,,,,,127.0,2.0,2.0,0.0,,,,,,,,
129,PT00M57.40S,2024-01-23T01:32:59.9Z,1,REGULAR,2pt,Jump Shot,[],1628970,8.886333771353483,67.40196078431373,1610612766,32,28,2024-01-23T01:41:14Z,1230000,False,-87.0,31.0,1,left,M. Bridges 9' pullup bank Jump Shot (10 PTS),[1628970],1610612766.0,CHA,pullup bank,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Left,9.24,Made,10.0,,,,,,,,,,,,,,,,,
130,PT00M47.70S,2024-01-23T01:33:15.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,93.38042049934296,48.529411764705884,1610612750,34,28,2024-01-23T01:33:24Z,1240000,False,-7.0,10.0,1,right,R. Gobert DUNK (2 PTS) (K. Anderson 2 AST),"[203497, 203937]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,1.22,Made,2.0,K. Anderson,203937.0,2.0,,,,,,,,,,,,,,
132,PT00M34.30S,2024-01-23T01:33:31.7Z,1,REGULAR,3pt,Jump Shot,[],1628970,6.258212877792378,95.34313725490196,1610612766,34,31,2024-01-23T01:33:35Z,1260000,False,-227.0,6.0,1,left,M. Bridges 3PT  (13 PTS) (L. Ball 5 AST),"[1628970, 1630163]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,22.68,Made,13.0,L. Ball,1630163.0,5.0,,,,,,,,,,,,,,
134,PT00M17.10S,2024-01-23T01:33:52.5Z,1,REGULAR,turnover,bad pass,[],1629162,,,1610612750,34,31,2024-01-23T01:33:57Z,1280000,False,,,0,,J. McLaughlin bad pass TURNOVER (1 TO),"[1629162, 202397]",1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,,,,,,,,,Smith,202397.0,,
135,PT00M17.10S,2024-01-23T01:33:52.5Z,1,REGULAR,steal,,[],202397,,,1610612766,34,31,2024-01-23T01:45:09Z,1290000,False,,,0,,I. Smith STEAL (1 STL),[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
136,PT00M12.70S,2024-01-23T01:33:57.9Z,1,REGULAR,foul,personal,['2freethrow'],1629675,,,1610612766,34,31,2024-01-23T01:35:14Z,1300000,False,,,0,,N. Reid shooting personal FOUL (1 PF) (Thor 2 FT),"[1629675, 1630550]",1610612750.0,MIN,shooting,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,,,,,200833.0,,,,,,1.0,0.0,Thor,1630550.0,,,,
138,PT00M12.70S,2024-01-23T01:34:31.9Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630550,,,1610612766,34,31,2024-01-23T01:35:02Z,1320000,False,,,0,,MISS J. Thor Free Throw 1 of 2,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
140,PT00M12.70S,2024-01-23T01:34:31.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,34,31,2024-01-23T01:35:02Z,1340000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,138.0,,,,,,,,,,,
141,PT00M12.70S,2024-01-23T01:34:31.9Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630550,,,1610612766,34,32,2024-01-23T01:35:02Z,1350000,False,,,0,,J. Thor Free Throw 2 of 2 (1 PTS),[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
142,PT00M00.30S,2024-01-23T01:35:07.8Z,1,REGULAR,3pt,Jump Shot,[],1629162,68.9388961892247,37.745098039215684,1610612750,34,32,2024-01-23T01:35:13Z,1360000,False,-61.0,239.0,1,right,MISS J. McLaughlin 24' 3PT,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,Above the Break 3,24+ Center,24.72,Missed,,,,,,,,,,,,,,,,,,
143,PT00M00.30S,2024-01-23T01:35:07.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612750,34,32,2024-01-23T01:35:13Z,1370000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,142.0,,,,,,,,,,,
144,PT00M00.00S,2024-01-23T01:35:17.7Z,1,REGULAR,period,end,[],0,,,1610612750,34,32,2024-01-23T01:35:17Z,1380000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2024-01-23T01:37:13.8Z,2,REGULAR,substitution,out,['startperiod'],1630162,,,1610612750,34,32,2024-01-23T01:37:51Z,1390000,False,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2024-01-23T01:37:13.8Z,2,REGULAR,substitution,out,['startperiod'],1629162,,,1610612750,34,32,2024-01-23T01:37:51Z,1400000,False,,,0,,SUB out: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2024-01-23T01:37:13.8Z,2,REGULAR,substitution,out,['startperiod'],1629675,,,1610612750,34,32,2024-01-23T01:37:51Z,1410000,False,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2024-01-23T01:37:13.8Z,2,REGULAR,substitution,out,['startperiod'],1628970,,,1610612750,34,32,2024-01-23T01:37:51Z,1420000,False,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2024-01-23T01:37:13.8Z,2,REGULAR,substitution,out,['startperiod'],202397,,,1610612750,34,32,2024-01-23T01:37:51Z,1430000,False,,,0,,SUB out: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2024-01-23T01:37:13.8Z,2,REGULAR,substitution,out,['startperiod'],1641877,,,1610612750,34,32,2024-01-23T01:37:51Z,1440000,False,,,0,,SUB out: N. Mensah,[1641877],1610612766.0,CHA,,,,Mensah,N. Mensah,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2024-01-23T01:37:13.8Z,2,REGULAR,substitution,in,['startperiod'],1626157,,,1610612750,34,32,2024-01-23T01:37:51Z,1450000,False,,,0,,SUB in: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2024-01-23T01:37:13.8Z,2,REGULAR,substitution,in,['startperiod'],1630183,,,1610612750,34,32,2024-01-23T01:37:51Z,1460000,False,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2024-01-23T01:37:13.8Z,2,REGULAR,substitution,in,['startperiod'],1629638,,,1610612750,34,32,2024-01-23T01:37:51Z,1470000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2024-01-23T01:37:13.8Z,2,REGULAR,substitution,in,['startperiod'],1629023,,,1610612750,34,32,2024-01-23T01:37:51Z,1480000,False,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2024-01-23T01:37:13.8Z,2,REGULAR,substitution,in,['startperiod'],1641706,,,1610612750,34,32,2024-01-23T01:37:51Z,1490000,False,,,0,,SUB in: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2024-01-23T01:37:13.8Z,2,REGULAR,substitution,in,['startperiod'],1641733,,,1610612750,34,32,2024-01-23T01:37:51Z,1500000,False,,,0,,SUB in: N. Smith Jr.,[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2024-01-23T01:37:58.4Z,2,REGULAR,period,start,[],0,,,1610612766,34,32,2024-01-23T01:37:58Z,1510000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT11M41.00S,2024-01-23T01:38:17.5Z,2,REGULAR,foul,personal,['2freethrow'],203937,,,1610612766,34,32,2024-01-23T01:38:22Z,1520000,False,,,0,,K. Anderson shooting personal FOUL (1 PF) (Miller 2 FT),"[203937, 1641706]",1610612750.0,MIN,shooting,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,1198.0,,,,,,1.0,0.0,Miller,1641706.0,,,,
160,PT11M41.00S,2024-01-23T01:38:44.1Z,2,REGULAR,freethrow,1 of 2,[],1641706,,,1610612766,34,33,2024-01-23T01:38:44Z,1540000,False,,,0,,B. Miller Free Throw 1 of 2 (8 PTS),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
161,PT11M41.00S,2024-01-23T01:38:56.5Z,2,REGULAR,freethrow,2 of 2,[],1641706,,,1610612766,34,34,2024-01-23T01:38:56Z,1550000,False,,,0,,B. Miller Free Throw 2 of 2 (9 PTS),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
162,PT11M27.00S,2024-01-23T01:39:15.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,86.15308804204993,38.970588235294116,1610612750,36,34,2024-01-23T01:46:14Z,1560000,False,-55.0,78.0,1,right,K. Anderson 9' fadeaway bank Jump Shot (2 PTS),[203937],1610612750.0,MIN,fadeaway bank,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),8-16 Left,9.53,Made,2.0,,,,,,,,,,,,,,,,,
163,PT11M27.00S,2024-01-23T01:39:18.5Z,2,REGULAR,foul,personal,['1freethrow'],1641706,,,1610612750,36,34,2024-01-23T01:39:26Z,1570000,False,,,0,,B. Miller shooting personal FOUL (1 PF) (Anderson 1 FT),"[1641706, 203937]",1610612766.0,CHA,shooting,,,Miller,B. Miller,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,1198.0,,,,,,1.0,0.0,Anderson,203937.0,,,,
165,PT11M27.00S,2024-01-23T01:39:47.7Z,2,REGULAR,freethrow,1 of 1,[],203937,,,1610612750,37,34,2024-01-23T01:39:47Z,1590000,False,,,0,,K. Anderson Free Throw 1 of 1 (3 PTS),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
166,PT11M10.00S,2024-01-23T01:40:06.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641706,17.16491458607096,53.18627450980392,1610612766,37,36,2024-01-23T01:46:47Z,1600000,False,-16.0,109.0,1,left,B. Miller 11' driving floating Jump Shot (11 PTS),[1641706],1610612766.0,CHA,driving floating,,,Miller,B. Miller,,,,,In The Paint (Non-RA),8-16 Center,11.01,Made,11.0,,,,,,,,,,,,,,,,,
168,PT10M54.00S,2024-01-23T01:40:24.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,87.59855453350855,38.72549019607843,1610612750,37,36,2024-01-23T01:47:18Z,1610000,False,-56.0,64.0,1,right,MISS K. Anderson 8' driving floating bank Shot,[203937],1610612750.0,MIN,driving floating bank,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),8-16 Left,8.54,Missed,,,,,,,,,,,,,,,,,,
169,PT10M52.00S,2024-01-23T01:40:26.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612750,37,36,2024-01-23T01:40:48Z,1620000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,168.0,,,,,,,,,,,
170,PT10M52.00S,2024-01-23T01:40:35.0Z,2,REGULAR,foul,personal,[],1641706,,,1610612750,37,36,2024-01-23T01:40:44Z,1630000,False,,,0,,B. Miller loose ball personal FOUL (2 PF),"[1641706, 203497]",1610612766.0,CHA,loose ball,,,Miller,B. Miller,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,201246.0,,,,,,2.0,0.0,Gobert,203497.0,,,,
172,PT10M44.00S,2024-01-23T01:40:56.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630183,70.25295663600527,71.56862745098039,1610612750,40,36,2024-01-23T01:41:01Z,1650000,False,108.0,227.0,1,right,J. McDaniels 25' 3PT  (6 PTS) (K. Anderson 3 AST),"[1630183, 203937]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Right Center,25.14,Made,6.0,K. Anderson,203937.0,3.0,,,,,,,,,,,,,,
174,PT10M28.00S,2024-01-23T01:41:12.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,6.915243101182654,44.85294117647059,1610612766,40,38,2024-01-23T01:41:19Z,1670000,False,26.0,13.0,1,left,L. Ball driving reverse Layup (6 PTS),[1630163],1610612766.0,CHA,driving reverse,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,2.86,Made,6.0,,,,,,,,,,,,,,,,,
175,PT10M20.00S,2024-01-23T01:41:20.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,89.96386333771353,52.69607843137255,1610612750,40,38,2024-01-23T01:41:25Z,1680000,False,13.0,42.0,1,right,MISS N. Alexander-Walker driving Layup,[1629638],1610612750.0,MIN,driving,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,4.39,Missed,,,,,,,,,,,,,,,,,,
176,PT10M18.00S,2024-01-23T01:41:22.6Z,2,REGULAR,rebound,defensive,[],1641706,,,1610612766,40,38,2024-01-23T01:41:25Z,1690000,False,,,0,,B. Miller REBOUND (Off:0 Def:2),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,,,,,,,,,175.0,2.0,2.0,0.0,,,,,,,,
177,PT10M06.00S,2024-01-23T01:41:34.5Z,2,REGULAR,3pt,Jump Shot,[],1630550,6.1268068331143235,4.6568627450980395,1610612766,40,38,2024-01-23T01:41:39Z,1700000,False,227.0,5.0,1,left,MISS J. Thor 3PT,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,Right Corner 3,24+ Right,22.68,Missed,,,,,,,,,,,,,,,,,,
178,PT10M03.00S,2024-01-23T01:41:37.5Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612750,40,38,2024-01-23T01:41:39Z,1710000,False,,,0,,K. Towns REBOUND (Off:1 Def:2),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Right Corner 3,24+ Right,,,,,,,,,177.0,3.0,2.0,1.0,,,,,,,,
