actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
495,PT09M53.00S,2023-11-02T01:55:10.1Z,4,REGULAR,block,,[],203497,,,1610612743,91,72,2023-11-02T01:55:12Z,4850000,False,,,0,,R. Gobert BLOCK (2 BLK),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
496,PT09M51.00S,2023-11-02T01:55:12.1Z,4,REGULAR,rebound,defensive,[],1629003,,,1610612750,91,72,2023-11-02T01:55:14Z,4860000,False,,,0,,S. Milton REBOUND (Off:0 Def:1),[1629003],1610612750.0,MIN,,,,Milton,S. Milton,,,,,,Restricted Area,0-8 Center,,,494.0,1.0,1.0,0.0,,,,,,,,,,,,,
497,PT09M47.00S,2023-11-02T01:55:17.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629003,90.88370565045992,47.30392156862745,1610612750,91,72,2023-11-02T01:55:30Z,4870000,False,-13.0,33.0,1,right,MISS S. Milton running Layup - blocked,"[1629003, 1627750]",1610612750.0,MIN,running,,,Milton,S. Milton,,,,,,Restricted Area,0-8 Center,3.58,Missed,,,,,,,,,,,,,,,,Murray,1627750.0
498,PT09M47.00S,2023-11-02T01:55:17.1Z,4,REGULAR,block,,[],1627750,,,1610612750,91,72,2023-11-02T01:55:20Z,4880000,False,,,0,,J. Murray BLOCK (1 BLK),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
499,PT09M47.00S,2023-11-02T01:55:17.1Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612743,91,72,2023-11-02T01:55:30Z,4890000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,Restricted Area,0-8 Center,,,497.0,,,,,,,,,,,,,,,,
501,PT09M34.00S,2023-11-02T01:55:45.7Z,4,REGULAR,turnover,out-of-bounds,[],1627750,,,1610612743,91,72,2023-11-02T01:55:51Z,4910000,False,,,0,,J. Murray bad pass out-of-bounds TURNOVER (3 TO),[1627750],1610612743.0,DEN,bad pass,,,Murray,J. Murray,,,,,101283.0,Mid-Range,8-16 Left,,,,,,,,,,,,,,,3.0,,,,
502,PT09M17.00S,2023-11-02T01:56:10.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203497,91.5407358738502,53.431372549019606,1610612750,91,72,2023-11-02T01:56:15Z,4920000,False,17.0,27.0,1,right,MISS R. Gobert Layup - blocked,"[203497, 1631124]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,Restricted Area,0-8 Center,3.2,Missed,,,,,,,,,,,,,,,,Strawther,1631124.0
503,PT09M17.00S,2023-11-02T01:56:10.9Z,4,REGULAR,block,,[],1631124,,,1610612750,91,72,2023-11-02T01:56:13Z,4930000,False,,,0,,J. Strawther BLOCK (1 BLK),[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
504,PT09M15.00S,2023-11-02T01:56:12.9Z,4,REGULAR,rebound,defensive,[],1631212,,,1610612743,91,72,2023-11-02T01:56:15Z,4940000,False,,,0,,P. Watson REBOUND (Off:0 Def:2),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,Restricted Area,0-8 Center,,,502.0,2.0,2.0,0.0,,,,,,,,,,,,,
505,PT09M11.00S,2023-11-02T01:56:17.1Z,4,REGULAR,turnover,bad pass,[],1631212,,,1610612743,91,72,2023-11-02T01:56:23Z,4950000,False,,,0,,P. Watson bad pass TURNOVER (2 TO),"[1631212, 1629003]",1610612743.0,DEN,,,,Watson,P. Watson,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,2.0,Milton,1629003.0,,
506,PT09M11.00S,2023-11-02T01:56:17.1Z,4,REGULAR,steal,,[],1629003,,,1610612750,91,72,2023-11-02T01:56:19Z,4960000,False,,,0,,S. Milton STEAL (2 STL),[1629003],1610612750.0,MIN,,,,Milton,S. Milton,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
507,PT09M02.00S,2023-11-02T01:56:28.2Z,4,REGULAR,foul,personal,['2freethrow'],1631212,,,1610612750,91,72,2023-11-02T01:56:41Z,4970000,False,,,0,,P. Watson shooting personal FOUL (2 PF) (Reid 2 FT),"[1631212, 1629675]",1610612743.0,DEN,shooting,,,Watson,P. Watson,,,,,203054.0,Restricted Area,0-8 Center,,,,,,,,,,,2.0,0.0,Reid,1629675.0,,,,,
509,PT09M02.00S,2023-11-02T01:56:45.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,91,72,2023-11-02T01:56:45Z,4990000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT09M02.00S,2023-11-02T01:58:43.0Z,4,REGULAR,substitution,out,[],1629003,,,1610612750,91,72,2023-11-02T01:59:13Z,5000000,False,,,0,,SUB out: S. Milton,[1629003],1610612750.0,MIN,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT09M02.00S,2023-11-02T01:58:43.0Z,4,REGULAR,substitution,out,[],1631128,,,1610612750,91,72,2023-11-02T01:59:13Z,5010000,False,,,0,,SUB out: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT09M02.00S,2023-11-02T01:58:43.0Z,4,REGULAR,substitution,out,[],1631212,,,1610612750,91,72,2023-11-02T01:59:13Z,5020000,False,,,0,,SUB out: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT09M02.00S,2023-11-02T01:58:43.0Z,4,REGULAR,substitution,out,[],1630192,,,1610612750,91,72,2023-11-02T01:59:13Z,5030000,False,,,0,,SUB out: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT09M02.00S,2023-11-02T01:58:43.0Z,4,REGULAR,substitution,in,[],1630162,,,1610612750,91,72,2023-11-02T01:59:13Z,5040000,False,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT09M02.00S,2023-11-02T01:58:43.0Z,4,REGULAR,substitution,in,[],1629008,,,1610612750,91,72,2023-11-02T01:59:13Z,5050000,False,,,0,,SUB in: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT09M02.00S,2023-11-02T01:58:43.0Z,4,REGULAR,substitution,in,[],203932,,,1610612750,91,72,2023-11-02T01:59:13Z,5060000,False,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT09M02.00S,2023-11-02T01:58:43.0Z,4,REGULAR,substitution,in,[],203999,,,1610612750,91,72,2023-11-02T01:59:13Z,5070000,False,,,0,,SUB in: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT09M02.00S,2023-11-02T01:59:39.0Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1629675,,,1610612750,92,72,2023-11-02T01:59:39Z,5080000,False,,,0,,N. Reid Free Throw 1 of 2 (15 PTS),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,Made,,,,,15.0,,,,,,,,,,,,
519,PT09M02.00S,2023-11-02T01:59:53.1Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1629675,,,1610612750,93,72,2023-11-02T01:59:53Z,5090000,False,,,0,,N. Reid Free Throw 2 of 2 (16 PTS),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,Made,,,,,16.0,,,,,,,,,,,,
520,PT08M46.00S,2023-11-02T02:00:15.0Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],203999,12.614980289093298,36.26302083333333,1610612743,93,74,2023-11-02T02:00:20Z,5100000,False,69.0,66.0,1,left,N. Jokic 9' Hook (25 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,In The Paint (Non-RA),8-16 Right,9.53,Made,,,,,25.0,,,,,,,,,,,,
521,PT08M30.00S,2023-11-02T02:00:32.1Z,4,REGULAR,foul,personal,['2freethrow'],1627750,,,1610612750,93,74,2023-11-02T02:00:38Z,5110000,False,,,0,,J. Murray shooting personal FOUL (3 PF) (Edwards 2 FT),"[1627750, 1630162]",1610612743.0,DEN,shooting,,,Murray,J. Murray,,,,,203054.0,Mid-Range,16-24 Right,,,,,,,,,,,3.0,0.0,Edwards,1630162.0,,,,,
523,PT08M30.00S,2023-11-02T02:00:56.2Z,4,REGULAR,freethrow,1 of 2,[],1630162,,,1610612750,94,74,2023-11-02T02:00:56Z,5130000,False,,,0,,A. Edwards Free Throw 1 of 2 (21 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,Made,,,,,21.0,,,,,,,,,,,,
524,PT08M30.00S,2023-11-02T02:01:08.1Z,4,REGULAR,freethrow,2 of 2,[],1630162,,,1610612750,95,74,2023-11-02T02:01:08Z,5140000,False,,,0,,A. Edwards Free Throw 2 of 2 (22 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,Made,,,,,22.0,,,,,,,,,,,,
525,PT08M12.00S,2023-11-02T02:01:28.3Z,4,REGULAR,3pt,Jump Shot,[],203932,6.783837056504599,96.56862745098039,1610612743,95,74,2023-11-02T02:01:39Z,5150000,False,-233.0,11.0,1,left,MISS A. Gordon 3PT,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,Left Corner 3,24+ Left,23.31,Missed,,,,,,,,,,,,,,,,,
526,PT08M08.00S,2023-11-02T02:01:32.3Z,4,REGULAR,rebound,defensive,[],201144,,,1610612750,95,74,2023-11-02T02:02:43Z,5160000,False,,,0,,M. Conley REBOUND (Off:0 Def:3),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,Left Corner 3,24+ Left,,,525.0,3.0,3.0,0.0,,,,,,,,,,,,,
527,PT07M50.00S,2023-11-02T02:01:50.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630162,81.68528252299606,60.5392156862745,1610612750,95,74,2023-11-02T02:01:56Z,5170000,False,53.0,120.0,1,right,MISS A. Edwards 13' pullup Shot,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,,In The Paint (Non-RA),8-16 Center,13.08,Missed,,,,,,,,,,,,,,,,,
528,PT07M47.00S,2023-11-02T02:01:53.1Z,4,REGULAR,rebound,defensive,[],203999,,,1610612743,95,74,2023-11-02T02:01:56Z,5180000,False,,,0,,N. Jokic REBOUND (Off:2 Def:7),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,In The Paint (Non-RA),8-16 Center,,,527.0,9.0,7.0,2.0,,,,,,,,,,,,,
529,PT07M39.00S,2023-11-02T02:02:01.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,8.623521681997373,46.568627450980394,1610612743,95,74,2023-11-02T02:02:16Z,5190000,False,17.0,29.0,1,left,MISS J. Murray driving Layup,[1627750],1610612743.0,DEN,driving,,,Murray,J. Murray,,,,,,Restricted Area,0-8 Center,3.34,Missed,,,,,,,,,,,,,,,,,
530,PT07M39.00S,2023-11-02T02:02:08.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612743,95,74,2023-11-02T02:02:08Z,5200000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,Restricted Area,0-8 Center,,,529.0,,,,,,,,,,,,,,,,
531,PT07M39.00S,2023-11-02T02:02:11.5Z,4,REGULAR,foul,personal,[],203497,,,1610612743,95,74,2023-11-02T02:02:36Z,5210000,False,,,0,,R. Gobert loose ball personal FOUL (3 PF),"[203497, 203999]",1610612750.0,MIN,loose ball,,,Gobert,R. Gobert,,,,,203054.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,3.0,1.0,Jokic,203999.0,,,,,
533,PT07M39.00S,2023-11-02T02:02:21.0Z,4,REGULAR,substitution,out,[],203937,,,1610612743,95,74,2023-11-02T02:02:32Z,5230000,False,,,0,,SUB out: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
534,PT07M39.00S,2023-11-02T02:02:21.0Z,4,REGULAR,substitution,out,[],1629675,,,1610612743,95,74,2023-11-02T02:02:32Z,5240000,False,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
535,PT07M39.00S,2023-11-02T02:02:21.0Z,4,REGULAR,substitution,in,[],1630183,,,1610612743,95,74,2023-11-02T02:02:32Z,5250000,False,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
536,PT07M39.00S,2023-11-02T02:02:21.0Z,4,REGULAR,substitution,in,[],1626157,,,1610612743,95,74,2023-11-02T02:02:32Z,5260000,False,,,0,,SUB in: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT07M31.00S,2023-11-02T02:02:49.9Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203932,6.389618922470433,50.49019607843137,1610612743,95,76,2023-11-02T02:02:55Z,5270000,False,-2.0,8.0,1,left,A. Gordon cutting DUNK (4 PTS) (J. Murray 6 AST),"[203932, 1627750]",1610612743.0,DEN,cutting,,,Gordon,A. Gordon,,,,,,Restricted Area,0-8 Center,0.8,Made,,,,,4.0,J. Murray,1627750.0,6.0,,,,,,,,,
539,PT07M14.00S,2023-11-02T02:03:07.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,92.90407358738501,42.670036764705884,1610612750,97,76,2023-11-02T02:03:13Z,5290000,False,-37.0,14.0,1,right,A. Edwards driving Layup (24 PTS),[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,,Restricted Area,0-8 Center,3.93,Made,,,,,24.0,,,,,,,,,,,,
540,PT07M03.00S,2023-11-02T02:03:17.8Z,4,REGULAR,3pt,Jump Shot,[],1629008,19.136005256241788,7.352941176470589,1610612743,97,76,2023-11-02T02:03:25Z,5300000,False,213.0,127.0,1,left,MISS M. Porter Jr. 24' 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,Above the Break 3,24+ Right Center,24.84,Missed,,,,,,,,,,,,,,,,,
541,PT07M00.00S,2023-11-02T02:03:20.8Z,4,REGULAR,rebound,defensive,[],203497,,,1610612750,97,76,2023-11-02T02:03:25Z,5310000,False,,,0,,R. Gobert REBOUND (Off:2 Def:10),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,Above the Break 3,24+ Right Center,,,540.0,12.0,10.0,2.0,,,,,,,,,,,,,
542,PT06M53.00S,2023-11-02T02:03:28.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203497,92.59198423127464,54.90196078431373,1610612750,97,76,2023-11-02T02:03:34Z,5320000,False,25.0,17.0,1,right,MISS R. Gobert alley-oop Layup,[203497],1610612750.0,MIN,alley-oop,,,Gobert,R. Gobert,,,,,,Restricted Area,0-8 Center,2.99,Missed,,,,,,,,,,,,,,,,,
543,PT06M51.00S,2023-11-02T02:03:30.9Z,4,REGULAR,rebound,defensive,[],203999,,,1610612743,97,76,2023-11-02T02:03:34Z,5330000,False,,,0,,N. Jokic REBOUND (Off:2 Def:8),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,Restricted Area,0-8 Center,,,542.0,10.0,8.0,2.0,,,,,,,,,,,,,
544,PT06M43.00S,2023-11-02T02:03:39.1Z,4,REGULAR,3pt,Jump Shot,[],1631124,32.53942181340342,35.53921568627451,1610612743,97,76,2023-11-02T02:03:44Z,5340000,False,72.0,253.0,1,left,MISS J. Strawther 26' 3PT,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,Above the Break 3,24+ Center,26.35,Missed,,,,,,,,,,,,,,,,,
545,PT06M40.00S,2023-11-02T02:03:42.1Z,4,REGULAR,rebound,defensive,[],1626157,,,1610612750,97,76,2023-11-02T02:03:44Z,5350000,False,,,0,,K. Towns REBOUND (Off:1 Def:6),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,Above the Break 3,24+ Center,,,544.0,7.0,6.0,1.0,,,,,,,,,,,,,
546,PT06M23.00S,2023-11-02T02:03:58.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626157,86.94152431011827,50.245098039215684,1610612750,99,76,2023-11-02T02:04:04Z,5360000,False,1.0,70.0,1,right,K. Towns 7' driving floating Jump Shot (21 PTS) (M. Conley 6 AST),"[1626157, 201144]",1610612750.0,MIN,driving floating,,,Towns,K. Towns,,,,,,In The Paint (Non-RA),0-8 Center,7.02,Made,,,,,21.0,M. Conley,201144.0,6.0,,,,,,,,,
548,PT06M21.00S,2023-11-02T02:04:04.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,99,76,2023-11-02T02:04:04Z,5380000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT06M21.00S,2023-11-02T02:06:02.4Z,4,REGULAR,substitution,out,[],1629008,,,1610612743,99,76,2023-11-02T02:06:46Z,5390000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
550,PT06M21.00S,2023-11-02T02:06:02.4Z,4,REGULAR,substitution,out,[],203999,,,1610612743,99,76,2023-11-02T02:06:46Z,5400000,False,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,,
551,PT06M21.00S,2023-11-02T02:06:02.4Z,4,REGULAR,substitution,out,[],1627750,,,1610612743,99,76,2023-11-02T02:06:46Z,5410000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
552,PT06M21.00S,2023-11-02T02:06:02.4Z,4,REGULAR,substitution,out,[],203932,,,1610612743,99,76,2023-11-02T02:06:46Z,5420000,False,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT06M21.00S,2023-11-02T02:06:02.4Z,4,REGULAR,substitution,in,[],1631128,,,1610612743,99,76,2023-11-02T02:06:46Z,5430000,False,,,0,,SUB in: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT06M21.00S,2023-11-02T02:06:02.4Z,4,REGULAR,substitution,in,[],202704,,,1610612743,99,76,2023-11-02T02:06:46Z,5440000,False,,,0,,SUB in: R. Jackson,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT06M21.00S,2023-11-02T02:06:02.4Z,4,REGULAR,substitution,in,[],1631212,,,1610612743,99,76,2023-11-02T02:06:46Z,5450000,False,,,0,,SUB in: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT06M21.00S,2023-11-02T02:06:02.4Z,4,REGULAR,substitution,in,[],1630192,,,1610612743,99,76,2023-11-02T02:06:46Z,5460000,False,,,0,,SUB in: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT06M12.00S,2023-11-02T02:07:10.1Z,4,REGULAR,3pt,Jump Shot,[],1631124,32.013797634691194,53.67647058823529,1610612743,99,76,2023-11-02T02:07:16Z,5470000,False,-18.0,248.0,1,left,MISS J. Strawther 24' 3PT,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,Above the Break 3,24+ Center,24.91,Missed,,,,,,,,,,,,,,,,,
558,PT06M10.00S,2023-11-02T02:07:12.1Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612750,99,76,2023-11-02T02:07:16Z,5480000,False,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,Above the Break 3,24+ Center,,,557.0,,,,,,,,,,,,,,,,
560,PT05M58.00S,2023-11-02T02:07:37.9Z,4,REGULAR,3pt,Jump Shot,[],1630183,70.64717477003943,72.05882352941177,1610612750,99,76,2023-11-02T02:07:44Z,5500000,False,110.0,223.0,1,right,MISS J. McDaniels 24' 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,Above the Break 3,24+ Right Center,24.91,Missed,,,,,,,,,,,,,,,,,
561,PT05M55.00S,2023-11-02T02:07:41.3Z,4,REGULAR,rebound,offensive,[],1626157,,,1610612750,99,76,2023-11-02T02:07:41Z,5510000,False,,,0,,K. Towns REBOUND (Off:2 Def:6),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,Above the Break 3,24+ Right Center,,,560.0,8.0,6.0,2.0,,,,,,,,,,,,,
562,PT05M54.00S,2023-11-02T02:07:42.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626157,93.51182654402102,52.450980392156865,1610612750,99,76,2023-11-02T02:07:48Z,5520000,False,12.0,8.0,1,right,MISS K. Towns putback Layup - blocked,"[1626157, 1630192]",1610612750.0,MIN,putback,,,Towns,K. Towns,,,,,,Restricted Area,0-8 Center,1.5,Missed,,,,,,,,,,,,,,,,Nnaji,1630192.0
563,PT05M54.00S,2023-11-02T02:07:42.5Z,4,REGULAR,block,,[],1630192,,,1610612750,99,76,2023-11-02T02:07:44Z,5530000,False,,,0,,Z. Nnaji BLOCK (2 BLK),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
564,PT05M52.00S,2023-11-02T02:07:44.5Z,4,REGULAR,rebound,defensive,[],1630192,,,1610612743,99,76,2023-11-02T02:07:44Z,5540000,False,,,0,,Z. Nnaji REBOUND (Off:2 Def:3),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,Restricted Area,0-8 Center,,,562.0,5.0,3.0,2.0,,,,,,,,,,,,,
565,PT05M44.00S,2023-11-02T02:07:55.9Z,4,REGULAR,foul,personal,[],1630183,,,1610612743,99,76,2023-11-02T02:08:09Z,5550000,False,,,0,,J. McDaniels personal FOUL (5 PF),"[1630183, 1630192]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,1193.0,Mid-Range,16-24 Center,,,,,,,,,,,5.0,0.0,Nnaji,1630192.0,,,,,
567,PT05M44.00S,2023-11-02T02:08:08.1Z,4,REGULAR,substitution,out,[],1631128,,,1610612743,99,76,2023-11-02T02:08:18Z,5570000,False,,,0,,SUB out: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
568,PT05M44.00S,2023-11-02T02:08:08.1Z,4,REGULAR,substitution,in,[],203200,,,1610612743,99,76,2023-11-02T02:08:18Z,5580000,False,,,0,,SUB in: J. Holiday,[203200],1610612743.0,DEN,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
569,PT05M39.00S,2023-11-02T02:08:33.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630192,6.83311432325887,43.54702818627451,1610612743,99,78,2023-11-02T02:08:39Z,5590000,False,32.0,12.0,1,left,Z. Nnaji cutting Layup (9 PTS) (R. Jackson 5 AST),"[1630192, 202704]",1610612743.0,DEN,cutting,,,Nnaji,Z. Nnaji,,,,,,Restricted Area,0-8 Center,3.44,Made,,,,,9.0,R. Jackson,202704.0,5.0,,,,,,,,,
571,PT05M20.00S,2023-11-02T02:08:52.4Z,4,REGULAR,turnover,bad pass,[],1630183,,,1610612750,99,78,2023-11-02T02:08:56Z,5610000,False,,,0,,J. McDaniels bad pass TURNOVER (4 TO),"[1630183, 202704]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,4.0,Jackson,202704.0,,
572,PT05M20.00S,2023-11-02T02:08:52.4Z,4,REGULAR,steal,,[],202704,,,1610612743,99,78,2023-11-02T02:08:54Z,5620000,False,,,0,,R. Jackson STEAL (2 STL),[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,
573,PT05M15.00S,2023-11-02T02:08:57.4Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203200,11.514454664914586,4.166666666666666,1610612743,99,78,2023-11-02T02:09:05Z,5630000,False,229.0,56.0,1,left,MISS J. Holiday 3PT,[203200],1610612743.0,DEN,,,,Holiday,J. Holiday,,,,,,Right Corner 3,24+ Right,23.59,Missed,,,,,,,,,,,,,,,,,
574,PT05M13.00S,2023-11-02T02:08:59.4Z,4,REGULAR,rebound,defensive,[],1630162,,,1610612750,99,78,2023-11-02T02:09:05Z,5640000,False,,,0,,A. Edwards REBOUND (Off:0 Def:2),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,Right Corner 3,24+ Right,,,573.0,2.0,2.0,0.0,,,,,,,,,,,,,
575,PT05M13.00S,2023-11-02T02:09:06.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612750,99,78,2023-11-02T02:09:06Z,5650000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT05M13.00S,2023-11-02T02:10:17.0Z,4,REGULAR,substitution,out,[],1630183,,,1610612750,99,78,2023-11-02T02:10:39Z,5660000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT05M13.00S,2023-11-02T02:10:17.0Z,4,REGULAR,substitution,out,[],1630162,,,1610612750,99,78,2023-11-02T02:10:39Z,5670000,False,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT05M13.00S,2023-11-02T02:10:17.0Z,4,REGULAR,substitution,out,[],201144,,,1610612750,99,78,2023-11-02T02:10:39Z,5680000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
