actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-02-29T01:10:59.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-02-29T01:10:59Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2024-02-29T01:11:03.1Z,1,REGULAR,jumpball,recovered,[],1631246,,,1610612763,0,0,2024-02-29T01:11:03Z,40000,False,,,0,,Jump Ball J. Jackson Jr. vs. R. Gobert: Tip to V. Williams Jr.,"[1631246, 1628991, 203497]",1610612763.0,MEM,startperiod,V. Williams Jr.,1631246.0,Williams Jr.,V. Williams Jr.,Jackson Jr.,1628991.0,Gobert,203497.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2024-02-29T01:11:12.8Z,1,REGULAR,3pt,Jump Shot,[],1628991,30.042706964520367,26.225490196078432,1610612763,0,3,2024-02-29T01:11:19Z,70000,False,119.0,230.0,1,left,J. Jackson Jr. 25' 3PT  (3 PTS) (V. Williams Jr. 1 AST),"[1628991, 1631246]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Right Center,25.88,Made,3.0,V. Williams Jr.,1631246.0,1.0,,,,,,,,,,,,,,
9,PT11M23.00S,2024-02-29T01:11:36.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,93.77463863337714,50.245098039215684,1610612750,0,3,2024-02-29T01:11:43Z,90000,False,1.0,6.0,1,right,MISS R. Gobert DUNK - blocked,"[203497, 1630583]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,0.61,Missed,,,,,Aldama,1630583.0,,,,,,,,,,,,
15,PT11M23.00S,2024-02-29T01:11:36.1Z,1,REGULAR,block,,[],1630583,,,1610612750,0,3,2024-02-29T01:12:20Z,95000,False,,,0,,S. Aldama BLOCK (1 BLK),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
10,PT11M21.00S,2024-02-29T01:11:38.1Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,0,3,2024-02-29T01:11:43Z,100000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:1),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,
11,PT11M15.00S,2024-02-29T01:11:43.9Z,1,REGULAR,3pt,Jump Shot,[],1631246,25.312089356110377,82.59803921568627,1610612763,0,6,2024-02-29T01:13:04Z,110000,False,-163.0,185.0,1,left,V. Williams Jr. 24' 3PT  (3 PTS) (J. Goodwin 1 AST),"[1631246, 1630692]",1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Above the Break 3,24+ Left Center,24.69,Made,3.0,J. Goodwin,1630692.0,1.0,,,,,,,,,,,,,,
13,PT10M50.00S,2024-02-29T01:12:08.8Z,1,REGULAR,3pt,Jump Shot,[],1630183,96.00854139290408,97.54901960784314,1610612750,0,6,2024-02-29T01:12:13Z,130000,False,238.0,-15.0,1,right,MISS J. McDaniels 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Right Corner 3,24+ Right,23.82,Missed,,,,,,,,,,,,,,,,,,
14,PT10M48.00S,2024-02-29T01:12:10.8Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,0,6,2024-02-29T01:12:13Z,140000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:2),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Right Corner 3,24+ Right,,,,,,,,,13.0,2.0,2.0,0.0,,,,,,,,
16,PT10M40.00S,2024-02-29T01:12:19.9Z,1,REGULAR,foul,personal,['2freethrow'],203497,,,1610612763,0,6,2024-02-29T01:12:28Z,150000,False,,,0,,R. Gobert shooting personal FOUL (1 PF) (Jackson Jr. 2 FT),"[203497, 1628991]",1610612750.0,MIN,shooting,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1155.0,1.0,0.0,Jackson Jr.,1628991.0,,,
18,PT10M40.00S,2024-02-29T01:12:43.7Z,1,REGULAR,freethrow,1 of 2,[],1628991,,,1610612763,0,7,2024-02-29T01:12:43Z,170000,False,,,0,,J. Jackson Jr. Free Throw 1 of 2 (4 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
19,PT10M40.00S,2024-02-29T01:12:57.6Z,1,REGULAR,freethrow,2 of 2,[],1628991,,,1610612763,0,8,2024-02-29T01:12:57Z,180000,False,,,0,,J. Jackson Jr. Free Throw 2 of 2 (5 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
20,PT10M23.00S,2024-02-29T01:13:16.0Z,1,REGULAR,3pt,Jump Shot,[],1626157,67.36202365308804,52.450980392156865,1610612750,0,8,2024-02-29T01:13:21Z,190000,False,12.0,254.0,1,right,MISS K. Towns 25' pullup 3PT,[1626157],1610612750.0,MIN,pullup,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,25.46,Missed,,,,,,,,,,,,,,,,,,
21,PT10M20.00S,2024-02-29T01:13:19.0Z,1,REGULAR,rebound,defensive,[],1630533,,,1610612763,0,8,2024-02-29T01:13:21Z,200000,False,,,0,,Z. Williams REBOUND (Off:0 Def:1),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Center,,,,,,,,,20.0,1.0,1.0,0.0,,,,,,,,
22,PT10M14.00S,2024-02-29T01:13:25.4Z,1,REGULAR,3pt,Jump Shot,[],1630583,19.793035479632064,8.088235294117647,1610612763,0,8,2024-02-29T01:13:35Z,210000,False,210.0,134.0,1,left,MISS S. Aldama 24' 3PT,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Right Center,24.86,Missed,,,,,,,,,,,,,,,,,,
23,PT10M12.00S,2024-02-29T01:13:27.4Z,1,REGULAR,rebound,offensive,[],1630533,,,1610612763,0,8,2024-02-29T01:13:35Z,220000,False,,,0,,Z. Williams REBOUND (Off:1 Def:1),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,,,22.0,2.0,1.0,1.0,,,,,,,,
