actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,playerName,playerNameI,descriptor,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,jumpBallRecoveredName,jumpBallRecoverdPersonId,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId
190,PT11M43.00S,2023-11-07T01:43:34.1Z,2,REGULAR,substitution,out,[],1626157,,,1610612738,29,26,2023-11-07T01:43:37Z,1890000,False,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT11M43.00S,2023-11-07T01:43:34.1Z,2,REGULAR,substitution,in,[],203937,,,1610612738,29,26,2023-11-07T01:43:37Z,1900000,False,,,0,,SUB in: K. Anderson,[203937],1610612750.0,MIN,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT11M32.00S,2023-11-07T01:44:01.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628369,89.30683311432325,43.872549019607845,1610612738,29,26,2023-11-07T01:44:10Z,1910000,False,-31.0,48.0,1,right,MISS J. Tatum driving Layup - blocked,"[1628369, 1629675]",1610612738.0,BOS,,Tatum,J. Tatum,driving,In The Paint (Non-RA),0-8 Center,5.69,Missed,Reid,1629675.0,,,,,,,,,,,,,,,,,,,,,
193,PT11M32.00S,2023-11-07T01:44:01.5Z,2,REGULAR,block,,[],1629675,,,1610612738,29,26,2023-11-07T01:44:04Z,1920000,False,,,0,,N. Reid BLOCK (1 BLK),[1629675],1610612750.0,MIN,,Reid,N. Reid,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT11M32.00S,2023-11-07T01:44:01.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,29,26,2023-11-07T01:44:10Z,1930000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,In The Paint (Non-RA),0-8 Center,,,,,192.0,,,,,,,,,,,,,,,,,,,,
196,PT11M30.00S,2023-11-07T01:44:20.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628436,92.72339027595268,47.549019607843135,1610612738,29,28,2023-11-07T01:44:25Z,1950000,False,-12.0,16.0,1,right,L. Kornet cutting DUNK (2 PTS) (J. Tatum 1 AST),"[1628436, 1628369]",1610612738.0,BOS,,Kornet,L. Kornet,cutting,Restricted Area,0-8 Center,2.01,Made,,,,,,,2.0,J. Tatum,1628369.0,1.0,,,,,,,,,,,,,
198,PT11M06.00S,2023-11-07T01:44:42.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,18.610381077529567,53.431372549019606,1610612750,29,28,2023-11-07T01:44:47Z,1970000,False,-17.0,122.0,1,left,MISS K. Anderson 12' pullup Shot,[203937],1610612750.0,MIN,,Anderson,K. Anderson,pullup,In The Paint (Non-RA),8-16 Center,12.36,Missed,,,,,,,,,,,,,,,,,,,,,,,
199,PT11M05.00S,2023-11-07T01:44:43.8Z,2,REGULAR,rebound,defensive,[],1630202,,,1610612738,29,28,2023-11-07T01:44:47Z,1980000,False,,,0,,P. Pritchard REBOUND (Off:1 Def:2),[1630202],1610612738.0,BOS,,Pritchard,P. Pritchard,,In The Paint (Non-RA),8-16 Center,,,,,198.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,
201,PT10M43.00S,2023-11-07T01:45:27.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201143,91.93495400788436,58.08823529411765,1610612738,29,28,2023-11-07T01:45:37Z,2000000,False,40.0,23.0,1,right,MISS A. Horford Layup,[201143],1610612738.0,BOS,,Horford,A. Horford,,In The Paint (Non-RA),0-8 Center,4.66,Missed,,,,,,,,,,,,,,,,,,,,,,,
202,PT10M42.00S,2023-11-07T01:45:28.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,29,28,2023-11-07T01:45:37Z,2010000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,In The Paint (Non-RA),0-8 Center,,,,,201.0,,,,,,,,,,,,,,,,,,,,
203,PT10M42.00S,2023-11-07T01:45:31.1Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612738,29,28,2023-11-07T01:45:44Z,2020000,False,,,0,,BOS shot clock Team TURNOVER,[],1610612738.0,BOS,201246.0,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT10M30.00S,2023-11-07T01:45:51.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203937,14.848883048620237,59.43627450980392,1610612750,29,28,2023-11-07T01:55:20Z,2030000,False,-47.0,87.0,1,left,MISS K. Anderson 9' floating Shot,[203937],1610612750.0,MIN,,Anderson,K. Anderson,floating,In The Paint (Non-RA),8-16 Center,9.91,Missed,,,,,,,,,,,,,,,,,,,,,,,
205,PT10M28.00S,2023-11-07T01:45:53.1Z,2,REGULAR,rebound,defensive,[],1630573,,,1610612738,29,28,2023-11-07T01:45:57Z,2040000,False,,,0,,S. Hauser REBOUND (Off:1 Def:1),[1630573],1610612738.0,BOS,,Hauser,S. Hauser,,In The Paint (Non-RA),8-16 Center,,,,,204.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
206,PT10M23.00S,2023-11-07T01:45:58.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628369,93.51182654402102,48.28431372549019,1610612738,29,30,2023-11-07T01:55:35Z,2050000,False,-9.0,8.0,1,right,J. Tatum driving DUNK (9 PTS),[1628369],1610612738.0,BOS,,Tatum,J. Tatum,driving,Restricted Area,0-8 Center,1.21,Made,,,,,,,9.0,,,,,,,,,,,,,,,,
207,PT10M05.00S,2023-11-07T01:46:19.9Z,2,REGULAR,turnover,traveling,[],203937,,,1610612750,29,30,2023-11-07T01:46:26Z,2060000,False,,,0,,K. Anderson traveling TURNOVER (1 TO),[203937],1610612750.0,MIN,1628171.0,Anderson,K. Anderson,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,1.0,,,,,,,,,,,,
208,PT09M58.00S,2023-11-07T01:46:38.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628369,93.82391590013141,47.181372549019606,1610612738,29,32,2023-11-07T01:46:46Z,2070000,False,-14.0,6.0,1,right,J. Tatum driving Layup (11 PTS),[1628369],1610612738.0,BOS,,Tatum,J. Tatum,driving,Restricted Area,0-8 Center,1.52,Made,,,,,,,11.0,,,,,,,,,,,,,,,,
209,PT09M47.00S,2023-11-07T01:46:49.6Z,2,REGULAR,3pt,Jump Shot,[],1630183,31.61957950065703,38.23529411764706,1610612750,29,32,2023-11-07T01:56:34Z,2080000,False,59.0,245.0,1,left,MISS J. McDaniels 25' step back 3PT,[1630183],1610612750.0,MIN,,McDaniels,J. McDaniels,step back,Above the Break 3,24+ Center,25.17,Missed,,,,,,,,,,,,,,,,,,,,,,,
210,PT09M44.00S,2023-11-07T01:46:52.6Z,2,REGULAR,rebound,defensive,[],1630202,,,1610612738,29,32,2023-11-07T01:46:54Z,2090000,False,,,0,,P. Pritchard REBOUND (Off:1 Def:3),[1630202],1610612738.0,BOS,,Pritchard,P. Pritchard,,Above the Break 3,24+ Center,,,,,209.0,4.0,3.0,1.0,,,,,,,,,,,,,,,,,
211,PT09M30.00S,2023-11-07T01:47:05.8Z,2,REGULAR,3pt,Jump Shot,[],1630573,73.01248357424441,79.16666666666666,1610612738,29,32,2023-11-07T01:47:10Z,2100000,False,146.0,201.0,1,right,MISS S. Hauser 24' 3PT,[1630573],1610612738.0,BOS,,Hauser,S. Hauser,,Above the Break 3,24+ Right Center,24.85,Missed,,,,,,,,,,,,,,,,,,,,,,,
212,PT09M27.00S,2023-11-07T01:47:08.8Z,2,REGULAR,rebound,defensive,[],203937,,,1610612750,29,32,2023-11-07T01:47:10Z,2110000,False,,,0,,K. Anderson REBOUND (Off:0 Def:1),[203937],1610612750.0,MIN,,Anderson,K. Anderson,,Above the Break 3,24+ Right Center,,,,,211.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,
213,PT09M22.00S,2023-11-07T01:47:15.2Z,2,REGULAR,turnover,lost ball,[],1629675,,,1610612750,29,32,2023-11-07T01:47:21Z,2120000,False,,,0,,N. Reid lost ball TURNOVER (2 TO),"[1629675, 1628369]",1610612750.0,MIN,,Reid,N. Reid,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,2.0,Tatum,1628369.0,,,,,,,,,,
214,PT09M22.00S,2023-11-07T01:47:15.2Z,2,REGULAR,steal,,[],1628369,,,1610612738,29,32,2023-11-07T01:47:16Z,2130000,False,,,0,,J. Tatum STEAL (3 STL),[1628369],1610612738.0,BOS,,Tatum,J. Tatum,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT09M19.00S,2023-11-07T01:47:18.4Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628369,93.38042049934296,50.49019607843137,1610612738,29,34,2023-11-07T01:47:31Z,2140000,False,2.0,10.0,1,right,J. Tatum running DUNK (13 PTS),[1628369],1610612738.0,BOS,,Tatum,J. Tatum,running,Restricted Area,0-8 Center,1.0,Made,,,,,,,13.0,,,,,,,,,,,,,,,,
216,PT09M19.00S,2023-11-07T01:47:21.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,29,34,2023-11-07T01:47:21Z,2150000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT09M19.00S,2023-11-07T01:49:38.7Z,2,REGULAR,substitution,out,[],1629003,,,1610612750,29,34,2023-11-07T01:50:06Z,2160000,False,,,0,,SUB out: S. Milton,[1629003],1610612750.0,MIN,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT09M19.00S,2023-11-07T01:49:38.7Z,2,REGULAR,substitution,out,[],1630202,,,1610612750,29,34,2023-11-07T01:50:06Z,2170000,False,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT09M19.00S,2023-11-07T01:49:38.7Z,2,REGULAR,substitution,in,[],203497,,,1610612750,29,34,2023-11-07T01:50:06Z,2180000,False,,,0,,SUB in: R. Gobert,[203497],1610612750.0,MIN,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT09M19.00S,2023-11-07T01:49:38.7Z,2,REGULAR,substitution,in,[],201950,,,1610612750,29,34,2023-11-07T01:50:06Z,2190000,False,,,0,,SUB in: J. Holiday,[201950],1610612738.0,BOS,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT09M07.00S,2023-11-07T01:50:29.4Z,2,REGULAR,3pt,Jump Shot,[],201144,25.18068331143233,17.892156862745097,1610612750,32,34,2023-11-07T01:50:34Z,2200000,False,161.0,184.0,1,left,M. Conley 24' 3PT  (3 PTS) (K. Anderson 2 AST),"[201144, 203937]",1610612750.0,MIN,,Conley,M. Conley,,Above the Break 3,24+ Right Center,24.43,Made,,,,,,,3.0,K. Anderson,203937.0,2.0,,,,,,,,,,,,,
225,PT08M47.00S,2023-11-07T01:50:52.2Z,2,REGULAR,foul,personal,['2freethrow'],203497,,,1610612738,32,34,2023-11-07T01:50:58Z,2220000,False,,,0,,R. Gobert shooting personal FOUL (1 PF) (Kornet 2 FT),"[203497, 1628436]",1610612750.0,MIN,201246.0,Gobert,R. Gobert,shooting,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1.0,0.0,Kornet,1628436.0,,,,,,
227,PT08M47.00S,2023-11-07T01:51:21.6Z,2,REGULAR,freethrow,1 of 2,[],1628436,,,1610612738,32,35,2023-11-07T01:51:21Z,2240000,False,,,0,,L. Kornet Free Throw 1 of 2 (3 PTS),[1628436],1610612738.0,BOS,,Kornet,L. Kornet,,,,,Made,,,,,,,3.0,,,,,,,,,,,,,,,,
228,PT08M47.00S,2023-11-07T01:51:36.7Z,2,REGULAR,freethrow,2 of 2,[],1628436,,,1610612738,32,36,2023-11-07T01:51:36Z,2250000,False,,,0,,L. Kornet Free Throw 2 of 2 (4 PTS),[1628436],1610612738.0,BOS,,Kornet,L. Kornet,,,,,Made,,,,,,,4.0,,,,,,,,,,,,,,,,
229,PT08M38.00S,2023-11-07T01:51:47.1Z,2,REGULAR,3pt,Jump Shot,[],201144,29.38567674113009,72.54901960784314,1610612750,32,36,2023-11-07T01:58:05Z,2260000,False,-113.0,224.0,1,left,MISS M. Conley 25' step back 3PT,[201144],1610612750.0,MIN,,Conley,M. Conley,step back,Above the Break 3,24+ Left Center,25.05,Missed,,,,,,,,,,,,,,,,,,,,,,,
230,PT08M36.00S,2023-11-07T01:51:49.1Z,2,REGULAR,rebound,defensive,[],1630573,,,1610612738,32,36,2023-11-07T01:51:51Z,2270000,False,,,0,,S. Hauser REBOUND (Off:1 Def:2),[1630573],1610612738.0,BOS,,Hauser,S. Hauser,,Above the Break 3,24+ Left Center,,,,,229.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,
231,PT08M28.00S,2023-11-07T01:51:57.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,93.24901445466492,52.450980392156865,1610612738,32,36,2023-11-07T01:52:04Z,2280000,False,12.0,11.0,1,right,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,,Tatum,J. Tatum,driving,Restricted Area,0-8 Center,1.65,Missed,,,,,,,,,,,,,,,,,,,,,,,
232,PT08M26.00S,2023-11-07T01:51:59.3Z,2,REGULAR,rebound,offensive,[],201143,,,1610612738,32,36,2023-11-07T02:00:22Z,2290000,False,,,0,,A. Horford REBOUND (Off:2 Def:1),[201143],1610612738.0,BOS,,Horford,A. Horford,,Restricted Area,0-8 Center,,,,,231.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,
233,PT08M23.00S,2023-11-07T01:52:02.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630573,67.49342969776609,39.705882352941174,1610612738,32,39,2023-11-07T01:52:08Z,2300000,False,-51.0,253.0,1,right,S. Hauser 25' 3PT bank (5 PTS) (A. Horford 3 AST),"[1630573, 201143]",1610612738.0,BOS,,Hauser,S. Hauser,bank,Above the Break 3,24+ Center,25.83,Made,,,,,,,5.0,A. Horford,201143.0,3.0,,,,,,,,,,,,,
235,PT08M05.00S,2023-11-07T01:52:21.0Z,2,REGULAR,turnover,bad pass,[],203497,,,1610612750,32,39,2023-11-07T02:01:05Z,2320000,False,,,0,,R. Gobert bad pass TURNOVER (1 TO),"[203497, 201143]",1610612750.0,MIN,,Gobert,R. Gobert,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1.0,Horford,201143.0,,,,,,,,,,
236,PT08M05.00S,2023-11-07T01:52:21.0Z,2,REGULAR,steal,,[],201143,,,1610612738,32,39,2023-11-07T01:52:23Z,2330000,False,,,0,,A. Horford STEAL (1 STL),[201143],1610612738.0,BOS,,Horford,A. Horford,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT08M05.00S,2023-11-07T01:52:24.5Z,2,REGULAR,turnover,traveling,[],201143,,,1610612738,32,39,2023-11-07T01:52:35Z,2340000,False,,,0,,A. Horford traveling TURNOVER (1 TO),[201143],1610612738.0,BOS,1626302.0,Horford,A. Horford,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1.0,,,,,,,,,,,,
238,PT08M05.00S,2023-11-07T01:52:26.6Z,2,REGULAR,substitution,out,[],1630183,,,1610612750,32,39,2023-11-07T01:52:39Z,2350000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT08M05.00S,2023-11-07T01:52:26.6Z,2,REGULAR,substitution,out,[],1628369,,,1610612750,32,39,2023-11-07T01:52:39Z,2360000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT08M05.00S,2023-11-07T01:52:26.6Z,2,REGULAR,substitution,in,[],1630162,,,1610612750,32,39,2023-11-07T01:52:39Z,2370000,False,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT08M05.00S,2023-11-07T01:52:26.6Z,2,REGULAR,substitution,in,[],1627759,,,1610612750,32,39,2023-11-07T01:52:39Z,2380000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M53.00S,2023-11-07T01:52:53.9Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1629675,12.697109067017081,50.98039215686274,1610612750,32,39,2023-11-07T01:52:59Z,2390000,False,-5.0,67.0,1,left,MISS N. Reid 6' Hook,[1629675],1610612750.0,MIN,,Reid,N. Reid,,In The Paint (Non-RA),0-8 Center,6.71,Missed,,,,,,,,,,,,,,,,,,,,,,,
243,PT07M50.00S,2023-11-07T01:52:57.4Z,2,REGULAR,rebound,offensive,[],203937,,,1610612750,32,39,2023-11-07T01:52:57Z,2400000,False,,,0,,K. Anderson REBOUND (Off:1 Def:1),[203937],1610612750.0,MIN,,Anderson,K. Anderson,,In The Paint (Non-RA),0-8 Center,,,,,242.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
244,PT07M46.00S,2023-11-07T01:53:01.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",203937,10.988830486202366,54.65686274509803,1610612750,32,39,2023-11-07T02:01:48Z,2410000,False,-23.0,51.0,1,left,MISS K. Anderson driving floating Shot,[203937],1610612750.0,MIN,,Anderson,K. Anderson,driving floating,In The Paint (Non-RA),0-8 Center,5.59,Missed,,,,,,,,,,,,,,,,,,,,,,,
245,PT07M42.00S,2023-11-07T01:53:05.0Z,2,REGULAR,rebound,offensive,[],1629675,,,1610612750,32,39,2023-11-07T01:53:04Z,2420000,False,,,0,,N. Reid REBOUND (Off:1 Def:1),[1629675],1610612750.0,MIN,,Reid,N. Reid,,In The Paint (Non-RA),0-8 Center,,,,,244.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
246,PT07M42.00S,2023-11-07T01:53:04.2Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1629675,5.590000152587891,50.0,1610612750,34,39,2023-11-07T01:53:10Z,2430000,False,0.0,0.0,1,left,N. Reid tip Layup (12 PTS),[1629675],1610612750.0,MIN,,Reid,N. Reid,tip,Restricted Area,0-8 Center,0.0,Made,,,,,,,12.0,,,,,,,,,,,,,,,,
247,PT07M20.00S,2023-11-07T01:53:27.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,92.32917214191852,47.794117647058826,1610612738,34,39,2023-11-07T02:02:32Z,2440000,False,-11.0,20.0,1,right,MISS J. Brown driving reverse Layup,[1627759],1610612738.0,BOS,,Brown,J. Brown,driving reverse,Restricted Area,0-8 Center,2.25,Missed,,,,,,,,,,,,,,,,,,,,,,,
248,PT07M18.00S,2023-11-07T01:53:29.6Z,2,REGULAR,rebound,defensive,[],203937,,,1610612750,34,39,2023-11-07T01:53:32Z,2450000,False,,,0,,K. Anderson REBOUND (Off:1 Def:2),[203937],1610612750.0,MIN,,Anderson,K. Anderson,,Restricted Area,0-8 Center,,,,,247.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,
249,PT07M16.00S,2023-11-07T01:53:32.7Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'defensivegoaltending']",1630162,8.229303547963205,50.0,1610612750,36,39,2023-11-07T01:54:02Z,2460000,False,0.0,25.0,1,left,A. Edwards running reverse Layup (13 PTS) (K. Anderson 3 AST),"[1630162, 203937]",1610612750.0,MIN,,Edwards,A. Edwards,running reverse,Restricted Area,0-8 Center,2.49,Made,,,,,,,13.0,K. Anderson,203937.0,3.0,,,,,,,,,,,,,
251,PT07M16.00S,2023-11-07T01:53:38.8Z,2,REGULAR,violation,defensive goaltending,[],201143,,,1610612750,36,39,2023-11-07T01:53:48Z,2480000,False,,,0,,A. Horford defensive goaltending VIOLATION,[201143],1610612738.0,BOS,201246.0,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT07M06.00S,2023-11-07T01:54:02.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201950,80.76544021024968,61.51960784313726,1610612738,36,39,2023-11-07T02:03:26Z,2490000,False,58.0,128.0,1,right,MISS J. Holiday 14' driving floating Shot,[201950],1610612738.0,BOS,,Holiday,J. Holiday,driving floating,In The Paint (Non-RA),8-16 Center,14.06,Missed,,,,,,,,,,,,,,,,,,,,,,,
253,PT07M02.00S,2023-11-07T01:54:06.9Z,2,REGULAR,rebound,defensive,[],203497,,,1610612750,36,39,2023-11-07T01:54:07Z,2500000,False,,,0,,R. Gobert REBOUND (Off:0 Def:1),[203497],1610612750.0,MIN,,Gobert,R. Gobert,,In The Paint (Non-RA),8-16 Center,,,,,252.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,
254,PT06M46.00S,2023-11-07T01:54:21.3Z,2,REGULAR,2pt,Jump Shot,[],1630162,23.340998685939553,49.01960784313725,1610612750,38,39,2023-11-07T01:54:30Z,2510000,False,5.0,167.0,1,left,A. Edwards 16' pullup Jump Shot (15 PTS),[1630162],1610612750.0,MIN,,Edwards,A. Edwards,pullup,Mid-Range,16-24 Center,16.7,Made,,,,,,,15.0,,,,,,,,,,,,,,,,
256,PT06M32.00S,2023-11-07T01:54:39.2Z,2,REGULAR,substitution,out,[],1628436,,,1610612738,38,39,2023-11-07T01:54:46Z,2530000,False,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT06M32.00S,2023-11-07T01:54:39.2Z,2,REGULAR,substitution,in,[],204001,,,1610612738,38,39,2023-11-07T01:54:46Z,2540000,False,,,0,,SUB in: K. Porzingis,[204001],1610612738.0,BOS,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT06M30.00S,2023-11-07T01:54:51.5Z,2,REGULAR,3pt,Jump Shot,[],204001,66.3107752956636,43.627450980392155,1610612738,38,39,2023-11-07T01:54:55Z,2550000,False,-32.0,264.0,1,right,MISS K. Porzingis 26' 3PT,[204001],1610612738.0,BOS,,Porzingis,K. Porzingis,,Above the Break 3,24+ Center,26.61,Missed,,,,,,,,,,,,,,,,,,,,,,,
259,PT06M27.00S,2023-11-07T01:54:54.5Z,2,REGULAR,rebound,defensive,[],203497,,,1610612750,38,39,2023-11-07T01:54:55Z,2560000,False,,,0,,R. Gobert REBOUND (Off:0 Def:2),[203497],1610612750.0,MIN,,Gobert,R. Gobert,,Above the Break 3,24+ Center,,,,,258.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,
260,PT06M13.00S,2023-11-07T01:55:08.5Z,2,REGULAR,3pt,Jump Shot,[],1630162,19.92444152431012,91.17647058823529,1610612750,38,39,2023-11-07T01:55:13Z,2570000,False,-206.0,135.0,1,left,MISS A. Edwards 24' step back 3PT,[1630162],1610612750.0,MIN,,Edwards,A. Edwards,step back,Above the Break 3,24+ Left Center,24.61,Missed,,,,,,,,,,,,,,,,,,,,,,,
261,PT06M11.00S,2023-11-07T01:55:10.5Z,2,REGULAR,rebound,defensive,[],204001,,,1610612738,38,39,2023-11-07T01:55:13Z,2580000,False,,,0,,K. Porzingis REBOUND (Off:1 Def:2),[204001],1610612738.0,BOS,,Porzingis,K. Porzingis,,Above the Break 3,24+ Left Center,,,,,260.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,
262,PT06M03.00S,2023-11-07T01:55:20.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,93.42969776609723,39.82843137254902,1610612738,38,39,2023-11-07T01:55:26Z,2590000,False,-51.0,9.0,1,right,MISS J. Brown driving Layup - blocked,"[1627759, 203937]",1610612738.0,BOS,,Brown,J. Brown,driving,In The Paint (Non-RA),0-8 Center,5.17,Missed,Anderson,203937.0,,,,,,,,,,,,,,,,,,,,,
263,PT06M03.00S,2023-11-07T01:55:20.1Z,2,REGULAR,block,,[],203937,,,1610612738,38,39,2023-11-07T01:55:22Z,2600000,False,,,0,,K. Anderson BLOCK (1 BLK),[203937],1610612750.0,MIN,,Anderson,K. Anderson,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT06M03.00S,2023-11-07T01:55:20.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,38,39,2023-11-07T01:55:26Z,2610000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,In The Paint (Non-RA),0-8 Center,,,,,262.0,,,,,,,,,,,,,,,,,,,,
266,PT06M02.00S,2023-11-07T01:55:36.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],201143,93.24901445466492,96.07843137254902,1610612738,38,39,2023-11-07T01:56:24Z,2630000,False,230.0,11.0,1,right,MISS A. Horford 3PT - blocked,"[201143, 1629675]",1610612738.0,BOS,,Horford,A. Horford,,Right Corner 3,24+ Right,23.07,Missed,Reid,1629675.0,,,,,,,,,,,,,,,,,,,,,
267,PT06M02.00S,2023-11-07T01:55:36.6Z,2,REGULAR,block,,[],1629675,,,1610612738,38,39,2023-11-07T01:55:39Z,2640000,False,,,0,,N. Reid BLOCK (2 BLK),[1629675],1610612750.0,MIN,,Reid,N. Reid,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT06M00.00S,2023-11-07T01:55:38.6Z,2,REGULAR,rebound,offensive,[],201950,,,1610612738,38,39,2023-11-07T01:56:24Z,2650000,False,,,0,,J. Holiday REBOUND (Off:1 Def:2),[201950],1610612738.0,BOS,,Holiday,J. Holiday,,Right Corner 3,24+ Right,,,,,266.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,
269,PT05M59.00S,2023-11-07T01:55:40.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201950,93.11760840998686,53.431372549019606,1610612738,38,39,2023-11-07T02:05:40Z,2660000,False,17.0,12.0,1,right,MISS J. Holiday tip Layup,[201950],1610612738.0,BOS,,Holiday,J. Holiday,tip,Restricted Area,0-8 Center,2.11,Missed,,,,,,,,,,,,,,,,,,,,,,,
270,PT05M58.00S,2023-11-07T01:55:41.5Z,2,REGULAR,rebound,defensive,[],1630162,,,1610612750,38,39,2023-11-07T01:56:34Z,2670000,False,,,0,,A. Edwards REBOUND (Off:0 Def:4),[1630162],1610612750.0,MIN,,Edwards,A. Edwards,,Restricted Area,0-8 Center,,,,,269.0,4.0,4.0,0.0,,,,,,,,,,,,,,,,,
