actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,turnoverTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
257,PT05M13.00S,2024-03-24T23:51:26.5Z,2,REGULAR,freethrow,2 of 2,[],201939,,,1610612744,31,41,2024-03-24T23:51:26Z,2550000,False,,,0,,S. Curry Free Throw 2 of 2 (8 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,
258,PT05M00.00S,2024-03-24T23:51:40.6Z,2,REGULAR,turnover,lost ball,[],1630162,,,1610612750,31,41,2024-03-24T23:51:52Z,2560000,False,,,0,,A. Edwards lost ball TURNOVER (2 TO),"[1630162, 1631218]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,,,,,,,,2.0,,,,,,,,,,,Jackson-Davis,1631218.0
259,PT05M00.00S,2024-03-24T23:51:40.6Z,2,REGULAR,steal,,[],1631218,,,1610612744,31,41,2024-03-24T23:51:52Z,2570000,False,,,0,,T. Jackson-Davis STEAL (3 STL),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
260,PT04M57.00S,2024-03-24T23:51:54.7Z,2,REGULAR,foul,personal,['2freethrow'],1629638,,,1610612744,31,41,2024-03-24T23:52:18Z,2580000,False,,,0,,N. Alexander-Walker shooting personal FOUL (1 PF) (Wiggins 2 FT),"[1629638, 203952]",1610612750.0,MIN,shooting,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),0-8 Center,200833.0,1.0,0.0,Wiggins,203952.0,,,,,,,,,,,,,,,
262,PT04M57.00S,2024-03-24T23:52:12.5Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",203952,,,1610612744,31,42,2024-03-24T23:52:12Z,2600000,False,,,0,,A. Wiggins Free Throw 1 of 2 (6 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,
263,PT04M57.00S,2024-03-24T23:52:33.1Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",203952,,,1610612744,31,43,2024-03-24T23:52:33Z,2610000,False,,,0,,A. Wiggins Free Throw 2 of 2 (7 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,
264,PT04M40.00S,2024-03-24T23:52:51.0Z,2,REGULAR,3pt,Jump Shot,[],1630162,68.67608409986859,37.254901960784316,1610612750,34,43,2024-03-24T23:52:58Z,2620000,False,-64.0,242.0,1,right,A. Edwards 25' 3PT pullup (7 PTS) (R. Gobert 1 AST),"[1630162, 203497]",1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,,,,,,Made,7.0,,25.01,,,,,R. Gobert,203497.0,1.0,,,,
266,PT04M22.00S,2024-03-24T23:53:09.4Z,2,REGULAR,2pt,Jump Shot,[],201939,3.3672798948751645,22.54901960784314,1610612744,34,43,2024-03-25T00:43:58Z,2640000,False,137.0,-21.0,1,left,MISS S. Curry 13' turnaround fadeaway Shot,[201939],1610612744.0,GSW,turnaround fadeaway,,,Curry,S. Curry,,,,,Mid-Range,8-16 Right,,,,,,Missed,,,13.89,,,,,,,,,,,
267,PT04M19.00S,2024-03-24T23:53:12.4Z,2,REGULAR,rebound,defensive,[],1628420,,,1610612750,34,43,2024-03-24T23:53:25Z,2650000,False,,,0,,M. Morris REBOUND (Off:0 Def:2),[1628420],1610612750.0,MIN,,,,Morris,M. Morris,,,,,Mid-Range,8-16 Right,,,,,,,,,,266.0,2.0,2.0,0.0,,,,,,,
268,PT04M10.00S,2024-03-24T23:53:21.5Z,2,REGULAR,2pt,Jump Shot,[],1630162,77.4802890932983,35.294117647058826,1610612750,36,43,2024-03-24T23:53:32Z,2660000,False,-74.0,159.0,1,right,A. Edwards 17' pullup Jump Shot (9 PTS),[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Left Center,,,,,,Made,9.0,,17.53,,,,,,,,,,,
269,PT03M49.00S,2024-03-24T23:53:42.4Z,2,REGULAR,2pt,Jump Shot,[],201939,28.465834428383708,50.98039215686274,1610612744,36,45,2024-03-24T23:55:31Z,2670000,False,-5.0,215.0,1,left,S. Curry 21' driving floating Jump Shot (10 PTS),[201939],1610612744.0,GSW,driving floating,,,Curry,S. Curry,,,,,Mid-Range,16-24 Center,,,,,,Made,10.0,,21.52,,,,,,,,,,,
270,PT03M23.00S,2024-03-24T23:54:08.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,91.01511169513797,46.32352941176471,1610612750,38,45,2024-03-24T23:54:17Z,2680000,False,-18.0,32.0,1,right,N. Alexander-Walker driving Layup (2 PTS) (M. Morris 1 AST),"[1629638, 1628420]",1610612750.0,MIN,driving,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,3.69,,,,,M. Morris,1628420.0,1.0,,,,
272,PT03M18.00S,2024-03-24T23:54:20.6Z,2,REGULAR,foul,offensive,[],1627780,,,1610612744,38,45,2024-03-24T23:54:50Z,2700000,False,,,0,,G. Payton II offensive FOUL (1 PF),"[1627780, 1630183]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Above the Break 3,24+ Center,1662.0,1.0,0.0,McDaniels,1630183.0,,,,,,,,,,,,,,,
274,PT03M18.00S,2024-03-24T23:54:20.6Z,2,REGULAR,turnover,offensive foul,[],1627780,,,1610612744,38,45,2024-03-24T23:54:20Z,2720000,False,,,0,,G. Payton II offensive foul TURNOVER (1 TO),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Above the Break 3,24+ Center,1662.0,,,,,,,1.0,,,,,,,,,,,,
275,PT03M18.00S,2024-03-24T23:54:41.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,38,45,2024-03-24T23:54:41Z,2730000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT03M18.00S,2024-03-24T23:57:25.0Z,2,REGULAR,substitution,out,[],1627780,,,1610612750,38,45,2024-03-24T23:57:30Z,2740000,False,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT03M18.00S,2024-03-24T23:57:25.0Z,2,REGULAR,substitution,in,[],202691,,,1610612750,38,45,2024-03-24T23:57:30Z,2750000,False,,,0,,SUB in: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT03M04.00S,2024-03-24T23:57:50.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630162,68.54467805519053,35.78431372549019,1610612750,41,45,2024-03-24T23:57:55Z,2760000,False,-71.0,243.0,1,right,A. Edwards 25' 3PT step back (12 PTS),[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,,,,,,Made,12.0,,25.34,,,,,,,,,,,
279,PT02M49.00S,2024-03-24T23:58:05.0Z,2,REGULAR,2pt,Jump Shot,[],201939,21.369908015768726,28.676470588235293,1610612744,41,47,2024-03-24T23:58:10Z,2770000,False,107.0,148.0,1,left,S. Curry 18' fadeaway Jump Shot (12 PTS),[201939],1610612744.0,GSW,fadeaway,,,Curry,S. Curry,,,,,Mid-Range,16-24 Right Center,,,,,,Made,12.0,,18.27,,,,,,,,,,,
280,PT02M30.00S,2024-03-24T23:58:25.1Z,2,REGULAR,3pt,Jump Shot,[],1630183,92.9862023653088,5.147058823529411,1610612750,44,47,2024-03-24T23:58:31Z,2780000,False,-224.0,13.0,1,right,J. McDaniels 3PT  (3 PTS) (A. Edwards 4 AST),"[1630183, 1630162]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Left Corner 3,24+ Left,,,,,,Made,3.0,,22.47,,,,,A. Edwards,1630162.0,4.0,,,,
282,PT02M16.00S,2024-03-24T23:58:38.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201939,8.886333771353483,45.588235294117645,1610612744,44,47,2024-03-24T23:58:58Z,2800000,False,22.0,31.0,1,left,MISS S. Curry driving finger roll Layup,[201939],1610612744.0,GSW,driving finger roll,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,3.81,,,,,,,,,,,
283,PT02M14.00S,2024-03-24T23:58:40.8Z,2,REGULAR,rebound,defensive,[],1630162,,,1610612750,44,47,2024-03-24T23:58:48Z,2810000,False,,,0,,A. Edwards REBOUND (Off:0 Def:2),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,,,,282.0,2.0,2.0,0.0,,,,,,,
284,PT02M12.00S,2024-03-24T23:58:51.5Z,2,REGULAR,foul,offensive,[],203497,,,1610612750,44,47,2024-03-24T23:58:59Z,2820000,False,,,0,,R. Gobert offensive FOUL (1 PF),"[203497, 1631218]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),8-16 Center,1662.0,1.0,0.0,Jackson-Davis,1631218.0,,,,,,,,,,,,,,,
286,PT02M12.00S,2024-03-24T23:58:51.5Z,2,REGULAR,turnover,offensive foul,[],203497,,,1610612750,44,47,2024-03-24T23:58:51Z,2840000,False,,,0,,R. Gobert offensive foul TURNOVER (3 TO),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),8-16 Center,1662.0,,,,,,,3.0,,,,,,,,,,,,
287,PT02M12.00S,2024-03-24T23:59:00.1Z,2,REGULAR,substitution,out,[],1629638,,,1610612744,44,47,2024-03-24T23:59:02Z,2850000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT02M12.00S,2024-03-24T23:59:00.1Z,2,REGULAR,substitution,in,[],1629675,,,1610612744,44,47,2024-03-24T23:59:02Z,2860000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT01M55.00S,2024-03-24T23:59:19.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202691,15.850854139290407,55.14705882352941,1610612744,44,47,2024-03-24T23:59:36Z,2870000,False,-26.0,96.0,1,left,MISS K. Thompson 9' turnaround fadeaway Shot,[202691],1610612744.0,GSW,turnaround fadeaway,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,9.99,,,,,,,,,,,
290,PT01M52.00S,2024-03-24T23:59:22.1Z,2,REGULAR,rebound,defensive,[],203497,,,1610612750,44,47,2024-03-24T23:59:25Z,2880000,False,,,0,,R. Gobert REBOUND (Off:0 Def:5),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,289.0,5.0,5.0,0.0,,,,,,,
291,PT01M40.00S,2024-03-24T23:59:33.7Z,2,REGULAR,2pt,Jump Shot,[],1630162,85.75886990801577,31.127450980392158,1610612750,44,47,2024-03-24T23:59:59Z,2890000,False,-94.0,81.0,1,right,MISS A. Edwards 12' pullup bank Shot,[1630162],1610612750.0,MIN,pullup bank,,,Edwards,A. Edwards,,,,,Mid-Range,8-16 Left,,,,,,Missed,,,12.46,,,,,,,,,,,
292,PT01M38.00S,2024-03-24T23:59:35.7Z,2,REGULAR,rebound,defensive,[],201939,,,1610612744,44,47,2024-03-24T23:59:41Z,2900000,False,,,0,,S. Curry REBOUND (Off:0 Def:3),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Mid-Range,8-16 Left,,,,,,,,,,291.0,3.0,3.0,0.0,,,,,,,
293,PT01M36.00S,2024-03-24T23:59:42.7Z,2,REGULAR,foul,personal,['2freethrow'],1628420,,,1610612744,44,47,2024-03-24T23:59:51Z,2910000,False,,,0,,M. Morris shooting personal FOUL (1 PF) (Curry 2 FT),"[1628420, 201939]",1610612750.0,MIN,shooting,,,Morris,M. Morris,,,,,In The Paint (Non-RA),0-8 Center,2005.0,1.0,0.0,Curry,201939.0,,,,,,,,,,,,,,,
295,PT01M36.00S,2024-03-25T00:00:09.0Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],201939,,,1610612744,44,48,2024-03-25T00:00:09Z,2930000,False,,,0,,S. Curry Free Throw 1 of 2 (13 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,Made,13.0,,,,,,,,,,,,,
296,PT01M36.00S,2024-03-25T00:00:10.0Z,2,REGULAR,substitution,out,[],1631218,,,1610612744,44,48,2024-03-25T00:00:14Z,2940000,False,,,0,,SUB out: T. Jackson-Davis,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT01M36.00S,2024-03-25T00:00:10.0Z,2,REGULAR,substitution,in,[],1630228,,,1610612744,44,48,2024-03-25T00:00:14Z,2950000,False,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT01M36.00S,2024-03-25T00:00:27.0Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],201939,,,1610612744,44,49,2024-03-25T00:00:27Z,2960000,False,,,0,,S. Curry Free Throw 2 of 2 (14 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,Made,14.0,,,,,,,,,,,,,
299,PT01M30.00S,2024-03-25T00:00:38.1Z,2,REGULAR,3pt,Jump Shot,[],1630162,71.17279894875165,73.2843137254902,1610612750,44,49,2024-03-25T00:00:57Z,2970000,False,116.0,218.0,1,right,MISS A. Edwards 24' 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,24.76,,,,,,,,,,,
300,PT01M27.00S,2024-03-25T00:00:41.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612744,44,49,2024-03-25T00:00:47Z,2980000,False,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,299.0,,,,,,,,,,
302,PT01M25.00S,2024-03-25T00:00:52.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203952,6.389618922470433,50.73529411764706,1610612744,44,51,2024-03-25T00:01:26Z,3000000,False,-4.0,8.0,1,left,A. Wiggins driving Layup (9 PTS) (D. Green 1 AST),"[203952, 203110]",1610612744.0,GSW,driving,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,,,,Made,9.0,,0.85,,,,,D. Green,203110.0,1.0,,,,
304,PT01M25.00S,2024-03-25T00:00:57.6Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629675,,,1610612744,44,51,2024-03-25T00:01:27Z,3020000,False,,,0,,N. Reid shooting personal FOUL (2 PF) (Wiggins 1 FT),"[1629675, 203952]",1610612750.0,MIN,shooting,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,200833.0,2.0,0.0,Wiggins,203952.0,,,,,,,,,,,,,,,
306,PT01M25.00S,2024-03-25T00:01:10.7Z,2,REGULAR,substitution,out,[],1628420,,,1610612744,44,51,2024-03-25T00:01:15Z,3040000,False,,,0,,SUB out: M. Morris,[1628420],1610612750.0,MIN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT01M25.00S,2024-03-25T00:01:10.7Z,2,REGULAR,substitution,in,[],201144,,,1610612744,44,51,2024-03-25T00:01:15Z,3050000,False,,,0,,SUB in: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT01M25.00S,2024-03-25T00:01:30.1Z,2,REGULAR,freethrow,1 of 1,[],203952,,,1610612744,44,51,2024-03-25T00:01:32Z,3060000,False,,,0,,MISS A. Wiggins Free Throw 1 of 1,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
309,PT01M19.00S,2024-03-25T00:01:36.1Z,2,REGULAR,rebound,defensive,[],203497,,,1610612750,44,51,2024-03-25T00:01:32Z,3070000,False,,,0,,R. Gobert REBOUND (Off:0 Def:6),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,308.0,6.0,6.0,0.0,,,,,,,
310,PT01M00.00S,2024-03-25T00:01:50.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203497,84.83902759526939,51.71568627450981,1610612750,44,51,2024-03-25T00:02:08Z,3080000,False,9.0,90.0,1,right,MISS R. Gobert 9' floating Shot,[203497],1610612750.0,MIN,floating,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,9.04,,,,,,,,,,,
311,PT00M58.70S,2024-03-25T00:01:53.0Z,2,REGULAR,rebound,defensive,[],203110,,,1610612744,44,51,2024-03-25T00:01:53Z,3090000,False,,,0,,D. Green REBOUND (Off:0 Def:2),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,310.0,2.0,2.0,0.0,,,,,,,
312,PT00M50.30S,2024-03-25T00:02:01.6Z,2,REGULAR,turnover,bad pass,[],201939,,,1610612744,44,51,2024-03-25T00:02:08Z,3100000,False,,,0,,S. Curry bad pass TURNOVER (1 TO),"[201939, 1629675]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Mid-Range,8-16 Center,,,,,,,,1.0,,,,,,,,,,,Reid,1629675.0
313,PT00M50.30S,2024-03-25T00:02:01.6Z,2,REGULAR,steal,,[],1629675,,,1610612750,44,51,2024-03-25T00:02:04Z,3110000,False,,,0,,N. Reid STEAL (1 STL),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
314,PT00M44.80S,2024-03-25T00:02:08.5Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630162,86.28449408672799,50.0,1610612750,46,51,2024-03-25T00:02:19Z,3120000,False,0.0,76.0,1,right,A. Edwards 7' running pullup Jump Shot (14 PTS),[1630162],1610612750.0,MIN,running pullup,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,14.0,,7.64,,,,,,,,,,,
315,PT00M35.40S,2024-03-25T00:02:28.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203497,,,1610612744,46,51,2024-03-25T00:02:34Z,3130000,False,,,0,,R. Gobert shooting personal FOUL (2 PF) (Wiggins 2 FT),"[203497, 203952]",1610612750.0,MIN,shooting,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,200833.0,2.0,0.0,Wiggins,203952.0,,,,,,,,,,,,,,,
317,PT00M35.40S,2024-03-25T00:02:56.7Z,2,REGULAR,freethrow,1 of 2,[],203952,,,1610612744,46,52,2024-03-25T00:02:56Z,3150000,False,,,0,,A. Wiggins Free Throw 1 of 2 (10 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,Made,10.0,,,,,,,,,,,,,
318,PT00M35.40S,2024-03-25T00:03:16.7Z,2,REGULAR,freethrow,2 of 2,[],203952,,,1610612744,46,53,2024-03-25T00:03:16Z,3160000,False,,,0,,A. Wiggins Free Throw 2 of 2 (11 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,Made,11.0,,,,,,,,,,,,,
319,PT00M25.90S,2024-03-25T00:03:37.9Z,2,REGULAR,foul,personal,[],1630228,,,1610612750,46,53,2024-03-25T00:04:03Z,3170000,False,,,0,,J. Kuminga personal FOUL (2 PF),"[1630228, 203497]",1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,In The Paint (Non-RA),8-16 Center,1662.0,2.0,0.0,Gobert,203497.0,,,,,,,,,,,,,,,
321,PT00M14.90S,2024-03-25T00:04:02.2Z,2,REGULAR,turnover,lost ball,[],1629675,,,1610612750,46,53,2024-03-25T00:04:07Z,3190000,False,,,0,,N. Reid lost ball TURNOVER (5 TO),"[1629675, 203952]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Mid-Range,8-16 Left,,,,,,,,5.0,,,,,,,,,,,Wiggins,203952.0
322,PT00M14.90S,2024-03-25T00:04:02.2Z,2,REGULAR,steal,,[],203952,,,1610612744,46,53,2024-03-25T00:04:04Z,3200000,False,,,0,,A. Wiggins STEAL (1 STL),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
323,PT00M00.80S,2024-03-25T00:04:18.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203497,,,1610612744,46,53,2024-03-25T00:04:25Z,3210000,False,,,0,,R. Gobert shooting personal FOUL (3 PF) (Kuminga 2 FT),"[203497, 1630228]",1610612750.0,MIN,shooting,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),8-16 Center,1662.0,3.0,0.0,Kuminga,1630228.0,,,,,,,,,,,,,,,
325,PT00M00.80S,2024-03-25T00:04:42.8Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1630228,,,1610612744,46,53,2024-03-25T00:04:42Z,3230000,False,,,0,,MISS J. Kuminga Free Throw 1 of 2,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
326,PT00M00.80S,2024-03-25T00:04:42.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,46,53,2024-03-25T00:04:42Z,3240000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,325.0,,,,,,,,,,
327,PT00M00.80S,2024-03-25T00:04:43.7Z,2,REGULAR,substitution,out,[],201939,,,1610612744,46,53,2024-03-25T00:04:46Z,3250000,False,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT00M00.80S,2024-03-25T00:04:43.7Z,2,REGULAR,substitution,in,[],1627780,,,1610612744,46,53,2024-03-25T00:04:46Z,3260000,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT00M00.80S,2024-03-25T00:05:00.7Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1630228,,,1610612744,46,54,2024-03-25T00:05:00Z,3270000,False,,,0,,J. Kuminga Free Throw 2 of 2 (11 PTS),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,Made,11.0,,,,,,,,,,,,,
330,PT00M00.00S,2024-03-25T00:05:05.5Z,2,REGULAR,period,end,[],0,,,1610612750,46,54,2024-03-25T00:05:05Z,3280000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT12M00.00S,2024-03-25T00:19:56.4Z,3,REGULAR,substitution,out,['startperiod'],202691,,,1610612750,46,54,2024-03-25T00:20:26Z,3290000,False,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT12M00.00S,2024-03-25T00:19:56.4Z,3,REGULAR,substitution,out,['startperiod'],1627780,,,1610612750,46,54,2024-03-25T00:20:26Z,3300000,False,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2024-03-25T00:19:56.4Z,3,REGULAR,substitution,in,['startperiod'],1641764,,,1610612750,46,54,2024-03-25T00:20:26Z,3310000,False,,,0,,SUB in: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2024-03-25T00:19:56.4Z,3,REGULAR,substitution,in,['startperiod'],201939,,,1610612750,46,54,2024-03-25T00:20:26Z,3320000,False,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2024-03-25T00:20:32.0Z,3,REGULAR,period,start,[],0,,,1610612750,46,54,2024-03-25T00:20:32Z,3330000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT11M43.00S,2024-03-25T00:20:48.5Z,3,REGULAR,3pt,Jump Shot,[],1629675,31.750985545335087,62.254901960784316,1610612750,49,54,2024-03-25T00:20:55Z,3350000,False,-61.0,246.0,1,left,N. Reid 25' 3PT  (20 PTS) (M. Conley 2 AST),"[1629675, 201144]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Center,,,,,,Made,20.0,,25.35,,,,,M. Conley,201144.0,2.0,,,,
339,PT11M20.00S,2024-03-25T00:21:11.0Z,3,REGULAR,3pt,Jump Shot,[],203110,71.04139290407359,78.18627450980392,1610612744,49,54,2024-03-25T00:21:15Z,3370000,False,141.0,220.0,1,right,MISS D. Green 26' 3PT,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,26.1,,,,,,,,,,,
340,PT11M17.00S,2024-03-25T00:21:14.0Z,3,REGULAR,rebound,defensive,[],1630162,,,1610612750,49,54,2024-03-25T00:21:15Z,3380000,False,,,0,,A. Edwards REBOUND (Off:0 Def:3),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,339.0,3.0,3.0,0.0,,,,,,,
341,PT11M12.00S,2024-03-25T00:21:19.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],201144,25.837713534822605,82.1078431372549,1610612750,52,54,2024-03-25T00:22:12Z,3390000,False,-161.0,190.0,1,left,M. Conley 24' 3PT running pullup (3 PTS),[201144],1610612750.0,MIN,running pullup,,,Conley,M. Conley,,,,,Above the Break 3,24+ Left Center,,,,,,Made,3.0,,24.9,,,,,,,,,,,
342,PT11M00.00S,2024-03-25T00:21:30.5Z,3,REGULAR,3pt,Jump Shot,[],1641764,91.67214191852825,98.0392156862745,1610612744,52,54,2024-03-25T00:21:35Z,3400000,False,240.0,26.0,1,right,MISS B. Podziemski 24' 3PT,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,24.16,,,,,,,,,,,
