actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-01-13T01:10:51.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-01-13T01:10:51Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2024-01-13T01:10:52.7Z,1,REGULAR,jumpball,recovered,[],1626157,,,1610612750,0,0,2024-01-13T01:10:52Z,40000,False,,,0,,Jump Ball R. Gobert vs. D. Reath: Tip to K. Towns,"[1626157, 203497, 1641871]",1610612750.0,MIN,startperiod,K. Towns,1626157.0,Towns,K. Towns,Gobert,203497.0,Reath,1641871.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2024-01-13T01:11:06.8Z,1,REGULAR,3pt,Jump Shot,[],201144,6.258212877792378,4.411764705882353,1610612750,3,0,2024-01-13T01:11:13Z,70000,False,228.0,6.0,1,left,M. Conley 3PT  (3 PTS) (J. McDaniels 1 AST),"[201144, 1630183]",1610612750.0,MIN,,,,Conley,M. Conley,,,,,Right Corner 3,24+ Right,22.8,Made,3.0,J. McDaniels,1630183.0,1.0,,,,,,,,,,,,,,
9,PT11M25.00S,2024-01-13T01:11:26.2Z,1,REGULAR,3pt,Jump Shot,[],1641871,90.93298291721419,97.32689950980392,1610612757,3,0,2024-01-13T01:11:32Z,90000,False,237.0,33.0,1,right,MISS D. Reath 3PT,[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,Right Corner 3,24+ Right,23.88,Missed,,,,,,,,,,,,,,,,,,
10,PT11M22.00S,2024-01-13T01:11:29.2Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,3,0,2024-01-13T01:11:32Z,100000,False,,,0,,R. Gobert REBOUND (Off:0 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Right Corner 3,24+ Right,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M15.00S,2024-01-13T01:11:35.6Z,1,REGULAR,3pt,Jump Shot,[],1626157,30.17411300919842,25.98039215686275,1610612750,6,0,2024-01-13T01:11:43Z,110000,False,120.0,231.0,1,left,K. Towns 26' 3PT  (3 PTS) (M. Conley 1 AST),"[1626157, 201144]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Right Center,26.04,Made,3.0,M. Conley,201144.0,1.0,,,,,,,,,,,,,,
13,PT10M57.00S,2024-01-13T01:11:53.5Z,1,REGULAR,3pt,Jump Shot,[],1641871,66.5735873850197,42.8921568627451,1610612757,6,0,2024-01-13T01:12:02Z,130000,False,-36.0,262.0,1,right,MISS D. Reath 26' 3PT,[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,Above the Break 3,24+ Center,26.41,Missed,,,,,,,,,,,,,,,,,,
14,PT10M55.00S,2024-01-13T01:11:55.5Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,6,0,2024-01-13T01:12:02Z,140000,False,,,0,,K. Towns REBOUND (Off:0 Def:1),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,
15,PT10M47.00S,2024-01-13T01:12:12.1Z,1,REGULAR,turnover,8-second-violation,['team'],0,,,1610612750,6,0,2024-01-13T01:12:21Z,150000,False,,,0,,MIN 8-second-violation Team TURNOVER,[],1610612750.0,MIN,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,202007.0,,,,,,,,,
16,PT10M36.00S,2024-01-13T01:12:31.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203924,88.30486202365309,49.306832107843135,1610612757,6,0,2024-01-13T01:12:45Z,160000,False,-3.0,57.0,1,right,MISS J. Grant driving Layup - blocked,"[203924, 1630162]",1610612757.0,POR,driving,,,Grant,J. Grant,,,,,In The Paint (Non-RA),0-8 Center,5.75,Missed,,,,,,,,,,Edwards,1630162.0,,,,,,,
