actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-02-05T00:10:37.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-02-05T00:10:37Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2024-02-05T00:10:39.7Z,1,REGULAR,jumpball,recovered,[],1626157,,,1610612750,0,0,2024-02-05T00:10:39Z,40000,False,,,0,,Jump Ball R. Gobert vs. A. Sengun: Tip to K. Towns,"[1626157, 203497, 1630578]",1610612750.0,MIN,startperiod,K. Towns,1626157.0,Towns,K. Towns,Gobert,203497.0,Sengun,1630578.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M47.00S,2024-02-05T00:10:50.2Z,1,REGULAR,2pt,Jump Shot,[],1630162,86.67871222076215,73.77450980392157,1610612750,0,0,2024-02-05T00:10:55Z,70000,False,119.0,73.0,1,right,MISS A. Edwards 13' pullup bank Shot,[1630162],1610612750.0,MIN,pullup bank,,,Edwards,A. Edwards,,,,,Mid-Range,8-16 Right,13.94,Missed,,,,,,,,,,,,,,,,,,
8,PT11M44.00S,2024-02-05T00:10:53.2Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,0,0,2024-02-05T00:10:55Z,80000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:1),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,8-16 Right,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
10,PT11M27.00S,2024-02-05T00:11:22.4Z,1,REGULAR,3pt,Jump Shot,[],1631095,30.962549277266753,62.254901960784316,1610612745,0,3,2024-02-05T00:11:26Z,100000,False,-61.0,239.0,1,left,J. Smith Jr. 24' 3PT  (3 PTS) (F. VanVleet 1 AST),"[1631095, 1627832]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Center,24.63,Made,,,,,3.0,F. VanVleet,1627832.0,1.0,,,,,,,,,,
12,PT11M06.00S,2024-02-05T00:11:42.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626157,87.59855453350855,49.01960784313725,1610612750,0,3,2024-02-05T00:11:47Z,120000,False,-5.0,64.0,1,right,MISS K. Towns 6' driving floating Shot,[1626157],1610612750.0,MIN,driving floating,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,6.43,Missed,,,,,,,,,,,,,,,,,,
13,PT11M03.00S,2024-02-05T00:11:45.8Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,0,3,2024-02-05T00:11:47Z,130000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,,
14,PT11M01.00S,2024-02-05T00:11:48.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627832,23.866622864651774,13.970588235294118,1610612745,0,6,2024-02-05T00:14:06Z,140000,False,180.0,172.0,1,left,F. VanVleet 24' 3PT running pullup (3 PTS) (J. Green 1 AST),"[1627832, 1630224]",1610612745.0,HOU,running pullup,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Right Center,24.89,Made,,,,,3.0,J. Green,1630224.0,1.0,,,,,,,,,,
16,PT10M42.00S,2024-02-05T00:12:08.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203497,92.46057818659659,49.50980392156863,1610612750,2,6,2024-02-05T00:12:13Z,160000,False,-2.0,18.0,1,right,R. Gobert cutting Layup (2 PTS) (A. Edwards 1 AST),"[203497, 1630162]",1610612750.0,MIN,cutting,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,1.86,Made,,,,,2.0,A. Edwards,1630162.0,1.0,,,,,,,,,,
18,PT10M42.00S,2024-02-05T00:12:11.7Z,1,REGULAR,foul,personal,['1freethrow'],1630578,,,1610612750,2,6,2024-02-05T00:12:19Z,180000,False,,,0,,A. Sengun shooting personal FOUL (1 PF) (Gobert 1 FT),"[1630578, 203497]",1610612745.0,HOU,shooting,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,,,,,,204058.0,1.0,0.0,Gobert,203497.0,,,,,
20,PT10M42.00S,2024-02-05T00:12:41.6Z,1,REGULAR,freethrow,1 of 1,[],203497,,,1610612750,3,6,2024-02-05T00:12:41Z,200000,False,,,0,,R. Gobert Free Throw 1 of 1 (3 PTS),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
21,PT10M28.00S,2024-02-05T00:12:57.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630578,18.2161629434954,42.15686274509804,1610612745,3,6,2024-02-05T04:01:09Z,210000,False,39.0,119.0,1,left,MISS A. Sengun 12' floating Shot,[1630578],1610612745.0,HOU,floating,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,12.5,Missed,,,,,,,,,,,,,,,,,,
22,PT10M25.00S,2024-02-05T00:13:00.0Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,3,6,2024-02-05T00:13:01Z,220000,False,,,0,,R. Gobert REBOUND (Off:0 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),8-16 Center,,,21.0,1.0,1.0,0.0,,,,,,,,,,,,,,
23,PT10M13.00S,2024-02-05T00:13:12.9Z,1,REGULAR,3pt,Jump Shot,[],201144,85.3646517739816,95.34313725490196,1610612750,6,6,2024-02-05T00:13:16Z,230000,False,227.0,85.0,1,right,M. Conley 24' 3PT pullup (3 PTS),[201144],1610612750.0,MIN,pullup,,,Conley,M. Conley,,,,,Right Corner 3,24+ Right,24.21,Made,,,,,3.0,,,,,,,,,,,,,
24,PT09M58.00S,2024-02-05T00:13:26.5Z,1,REGULAR,3pt,Jump Shot,[],1628415,29.25427069645204,24.754901960784316,1610612745,6,9,2024-02-05T00:13:31Z,240000,False,126.0,222.0,1,left,D. Brooks 25' 3PT  (3 PTS) (J. Green 2 AST),"[1628415, 1630224]",1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Right Center,25.58,Made,,,,,3.0,J. Green,1630224.0,2.0,,,,,,,,,,
26,PT09M42.00S,2024-02-05T00:13:43.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],201144,91.40932982917214,59.80392156862745,1610612750,8,9,2024-02-05T00:13:46Z,260000,False,49.0,28.0,1,right,M. Conley driving Hook (5 PTS),[201144],1610612750.0,MIN,driving,,,Conley,M. Conley,,,,,In The Paint (Non-RA),0-8 Center,5.66,Made,,,,,5.0,,,,,,,,,,,,,
27,PT09M28.00S,2024-02-05T00:13:59.5Z,1,REGULAR,turnover,traveling,[],1630578,,,1610612745,8,9,2024-02-05T00:14:04Z,270000,False,,,0,,A. Sengun traveling TURNOVER (1 TO),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,2882.0,,,,,1.0,,,,
28,PT09M10.00S,2024-02-05T00:14:31.8Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1626157,87.07293035479631,50.98039215686274,1610612750,8,9,2024-02-05T00:15:14Z,280000,False,5.0,69.0,1,right,MISS K. Towns 6' turnaround Hook,[1626157],1610612750.0,MIN,turnaround,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,6.92,Missed,,,,,,,,,,,,,,,,,,
29,PT09M08.00S,2024-02-05T00:14:33.8Z,1,REGULAR,rebound,offensive,[],203497,,,1610612750,8,9,2024-02-05T00:14:41Z,290000,False,,,0,,R. Gobert REBOUND (Off:1 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,28.0,2.0,1.0,1.0,,,,,,,,,,,,,,
30,PT09M00.00S,2024-02-05T00:14:41.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630162,69.85873850197109,72.79411764705883,1610612750,8,9,2024-02-05T00:14:45Z,300000,False,114.0,231.0,1,right,MISS A. Edwards 25' 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,25.74,Missed,,,,,,,,,,,,,,,,,,
31,PT08M58.00S,2024-02-05T00:14:43.9Z,1,REGULAR,rebound,offensive,[],1630183,,,1610612750,8,9,2024-02-05T00:14:45Z,310000,False,,,0,,J. McDaniels REBOUND (Off:1 Def:0),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Right Center,,,30.0,1.0,0.0,1.0,,,,,,,,,,,,,,
32,PT08M56.00S,2024-02-05T00:14:51.5Z,1,REGULAR,foul,personal,[],1631095,,,1610612750,8,9,2024-02-05T00:15:10Z,320000,False,,,0,,J. Smith Jr. personal FOUL (1 PF),"[1631095, 203497]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,204058.0,1.0,0.0,Gobert,203497.0,,,,,
34,PT08M46.00S,2024-02-05T00:15:15.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630183,92.85479632063075,3.6764705882352944,1610612750,11,9,2024-02-05T00:15:19Z,340000,False,-232.0,15.0,1,right,J. McDaniels 3PT  (3 PTS) (M. Conley 1 AST),"[1630183, 201144]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Left Corner 3,24+ Left,23.21,Made,,,,,3.0,M. Conley,201144.0,1.0,,,,,,,,,,
36,PT08M24.00S,2024-02-05T00:15:37.3Z,1,REGULAR,3pt,Jump Shot,[],1630224,26.888961892247043,78.18627450980392,1610612745,11,9,2024-02-05T00:15:40Z,360000,False,-141.0,200.0,1,left,MISS J. Green 24' pullup 3PT,[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,24.49,Missed,,,,,,,,,,,,,,,,,,
37,PT08M22.00S,2024-02-05T00:15:39.3Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,11,9,2024-02-05T00:15:40Z,370000,False,,,0,,A. Edwards REBOUND (Off:0 Def:1),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,,,36.0,1.0,1.0,0.0,,,,,,,,,,,,,,
38,PT08M15.00S,2024-02-05T00:15:49.1Z,1,REGULAR,foul,personal,[],1631095,,,1610612750,11,9,2024-02-05T00:15:58Z,380000,False,,,0,,J. Smith Jr. personal FOUL (2 PF),"[1631095, 1630162]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,16-24 Center,,,,,,,,,,,2882.0,2.0,0.0,Edwards,1630162.0,,,,,
40,PT08M15.00S,2024-02-05T00:16:03.1Z,1,REGULAR,substitution,out,[],1631095,,,1610612750,11,9,2024-02-05T00:16:11Z,400000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
41,PT08M15.00S,2024-02-05T00:16:03.1Z,1,REGULAR,substitution,in,[],1630256,,,1610612750,11,9,2024-02-05T00:16:11Z,410000,False,,,0,,SUB in: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,,
42,PT08M04.00S,2024-02-05T00:16:32.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201144,81.68528252299606,62.254901960784316,1610612750,11,9,2024-02-05T00:16:37Z,420000,False,61.0,120.0,1,right,MISS M. Conley 13' turnaround fadeaway Shot,[201144],1610612750.0,MIN,turnaround fadeaway,,,Conley,M. Conley,,,,,In The Paint (Non-RA),8-16 Center,13.45,Missed,,,,,,,,,,,,,,,,,,
43,PT08M00.00S,2024-02-05T00:16:36.1Z,1,REGULAR,rebound,defensive,[],1630256,,,1610612745,11,9,2024-02-05T00:16:37Z,430000,False,,,0,,J. Tate REBOUND (Off:0 Def:1),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,In The Paint (Non-RA),8-16 Center,,,42.0,1.0,1.0,0.0,,,,,,,,,,,,,,
