actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-04-04T00:10:38.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-04-04T00:10:38Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-04-04T00:10:40.1Z,1,REGULAR,jumpball,recovered,[],1629675,,,1610612750,0,0,2024-04-04T00:10:40Z,40000,False,,,0,,Jump Ball R. Gobert vs. M. Williams: Tip to N. Reid,"[1629675, 203497, 1642013]",1610612750.0,MIN,startperiod,N. Reid,1629675.0,Reid,N. Reid,Gobert,203497.0,Williams,1642013.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M37.00S,2024-04-04T00:11:00.9Z,1,REGULAR,2pt,Jump Shot,[],1630162,81.02825229960578,30.392156862745097,1610612750,0,0,2024-04-04T00:11:07Z,70000,False,-98.0,126.0,1,right,MISS A. Edwards 15' pullup Shot,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Mid-Range,8-16 Left,15.95,Missed,,,,,,,,,,,,,,,,,,
8,PT11M33.00S,2024-04-04T00:11:04.9Z,1,REGULAR,rebound,defensive,[],1642013,,,1610612761,0,0,2024-04-04T00:11:07Z,80000,False,,,0,,M. Williams REBOUND (Off:0 Def:1),[1642013],1610612761.0,TOR,,,,Williams,M. Williams,,,,,Mid-Range,8-16 Left,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M15.00S,2024-04-04T00:11:22.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642013,6.521024967148489,47.30392156862745,1610612761,0,0,2024-04-04T00:11:28Z,90000,False,13.0,9.0,1,left,MISS M. Williams cutting DUNK - blocked,"[1642013, 1630183]",1610612761.0,TOR,cutting,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,1.61,Missed,,,,,McDaniels,1630183.0,,,,,,,,,,,,
10,PT11M15.00S,2024-04-04T00:11:22.4Z,1,REGULAR,block,,[],1630183,,,1610612761,0,0,2024-04-04T00:11:24Z,100000,False,,,0,,J. McDaniels BLOCK (1 BLK),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
11,PT11M12.00S,2024-04-04T00:11:25.4Z,1,REGULAR,rebound,defensive,[],1629638,,,1610612750,0,0,2024-04-04T00:11:28Z,110000,False,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:1),[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
12,PT11M09.00S,2024-04-04T00:11:32.9Z,1,REGULAR,foul,offensive,[],203497,,,1610612750,0,0,2024-04-04T00:11:40Z,120000,False,,,0,,R. Gobert offensive FOUL (1 PF),"[203497, 1629667]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1627526.0,1.0,0.0,McDaniels,1629667.0,,,,,,,
14,PT11M09.00S,2024-04-04T00:11:32.9Z,1,REGULAR,turnover,offensive foul,[],203497,,,1610612750,0,0,2024-04-04T00:11:32Z,140000,False,,,0,,R. Gobert offensive foul TURNOVER (1 TO),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1627526.0,,,,,1.0,,,,,,
15,PT11M00.00S,2024-04-04T00:11:56.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630193,31.225361366622867,34.55882352941176,1610612761,0,0,2024-04-04T00:12:00Z,150000,False,77.0,241.0,1,left,MISS I. Quickley 25' pullup 3PT,[1630193],1610612761.0,TOR,pullup,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Center,25.31,Missed,,,,,,,,,,,,,,,,,,
