actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
82,PT04M52.00S,2024-03-05T01:26:35.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641871,68.01905387647832,51.71568627450981,1610612757,14,16,2024-03-05T01:26:39Z,800000,False,9.0,248.0,1,right,D. Reath 24' 3PT  (4 PTS) (A. Simons 1 AST),"[1641871, 1629014]",1610612757.0,POR,,,,Reath,D. Reath,,,,,Above the Break 3,24+ Center,24.82,Made,,,,,4.0,,,,,,,A. Simons,1629014.0,1.0,,,,
84,PT04M32.00S,2024-03-05T01:26:54.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629675,12.171484888304862,37.5,1610612750,14,16,2024-03-05T01:26:58Z,820000,False,62.0,62.0,1,left,MISS N. Reid 8' turnaround Hook,[1629675],1610612750.0,MIN,turnaround,,,Reid,N. Reid,,,,,In The Paint (Non-RA),8-16 Right,8.8,Missed,,,,,,,,,,,,,,,,,,
85,PT04M30.00S,2024-03-05T01:26:56.3Z,1,REGULAR,rebound,defensive,[],1631200,,,1610612757,14,16,2024-03-05T01:26:58Z,830000,False,,,0,,K. Murray REBOUND (Off:1 Def:1),[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,In The Paint (Non-RA),8-16 Right,,,84.0,2.0,1.0,1.0,,,,,,,,,,,,,,
86,PT04M20.00S,2024-03-05T01:27:09.1Z,1,REGULAR,turnover,backcourt,[],1630204,,,1610612757,14,16,2024-03-05T01:27:20Z,840000,False,,,0,,A. Hagans backcourt TURNOVER (1 TO),[1630204],1610612757.0,POR,,,,Hagans,A. Hagans,,,,,Mid-Range,8-16 Left,,,,,,,,,,1628172.0,1.0,,,,,,,,,
87,PT04M20.00S,2024-03-05T01:27:13.6Z,1,REGULAR,substitution,out,[],1630183,,,1610612750,14,16,2024-03-05T01:27:27Z,850000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M20.00S,2024-03-05T01:27:13.6Z,1,REGULAR,substitution,out,[],201144,,,1610612750,14,16,2024-03-05T01:27:27Z,860000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M20.00S,2024-03-05T01:27:13.6Z,1,REGULAR,substitution,out,[],203497,,,1610612750,14,16,2024-03-05T01:27:27Z,870000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M20.00S,2024-03-05T01:27:13.6Z,1,REGULAR,substitution,in,[],1628420,,,1610612750,14,16,2024-03-05T01:27:27Z,880000,False,,,0,,SUB in: M. Morris,[1628420],1610612750.0,MIN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M20.00S,2024-03-05T01:27:13.6Z,1,REGULAR,substitution,in,[],203937,,,1610612750,14,16,2024-03-05T01:27:27Z,890000,False,,,0,,SUB in: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M20.00S,2024-03-05T01:27:13.6Z,1,REGULAR,substitution,in,[],1629638,,,1610612750,14,16,2024-03-05T01:27:27Z,900000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M05.00S,2024-03-05T01:27:48.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629675,6.258212877792378,5.88235294117647,1610612750,17,16,2024-03-05T01:27:52Z,910000,False,221.0,6.0,1,left,N. Reid 3PT  (3 PTS) (M. Morris 1 AST),"[1629675, 1628420]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Right Corner 3,24+ Right,22.07,Made,,,,,3.0,,,,,,,M. Morris,1628420.0,1.0,,,,
95,PT03M48.00S,2024-03-05T01:28:05.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641871,91.14651773981603,45.09803921568628,1610612757,17,18,2024-03-05T01:28:09Z,930000,False,-25.0,31.0,1,right,D. Reath driving Layup (6 PTS) (A. Simons 2 AST),"[1641871, 1629014]",1610612757.0,POR,driving,,,Reath,D. Reath,,,,,Restricted Area,0-8 Center,3.93,Made,,,,,6.0,,,,,,,A. Simons,1629014.0,2.0,,,,
97,PT03M30.00S,2024-03-05T01:28:23.3Z,1,REGULAR,3pt,Jump Shot,[],203937,7.966491458607096,4.901960784313726,1610612750,17,18,2024-03-05T01:28:28Z,950000,False,225.0,22.0,1,left,MISS K. Anderson 3PT,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Right Corner 3,24+ Right,22.66,Missed,,,,,,,,,,,,,,,,,,
98,PT03M27.00S,2024-03-05T01:28:26.3Z,1,REGULAR,rebound,defensive,[],1629014,,,1610612757,17,18,2024-03-05T01:28:28Z,960000,False,,,0,,A. Simons REBOUND (Off:0 Def:3),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Right Corner 3,24+ Right,,,97.0,3.0,3.0,0.0,,,,,,,,,,,,,,
99,PT03M22.00S,2024-03-05T01:28:31.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631133,92.72339027595268,48.03921568627451,1610612757,17,20,2024-03-05T01:30:07Z,970000,False,-10.0,16.0,1,right,J. Walker running finger roll Layup (2 PTS) (A. Simons 3 AST),"[1631133, 1629014]",1610612757.0,POR,running finger roll,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,1.87,Made,,,,,2.0,,,,,,,A. Simons,1629014.0,3.0,,,,
101,PT02M58.00S,2024-03-05T01:28:57.3Z,1,REGULAR,foul,personal,['2freethrow'],1641871,,,1610612750,17,20,2024-03-05T01:29:16Z,990000,False,,,0,,D. Reath shooting personal FOUL (2 PF) (Edwards 2 FT),"[1641871, 1630162]",1610612757.0,POR,shooting,,,Reath,D. Reath,,,,,Mid-Range,8-16 Left,,,,,,,,,,1193.0,,,,,,,2.0,0.0,Edwards,1630162.0
103,PT02M58.00S,2024-03-05T01:29:14.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,17,20,2024-03-05T01:29:14Z,1010000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT02M58.00S,2024-03-05T01:31:15.3Z,1,REGULAR,substitution,out,[],1631200,,,1610612750,17,20,2024-03-05T01:31:47Z,1020000,False,,,0,,SUB out: K. Murray,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT02M58.00S,2024-03-05T01:31:15.3Z,1,REGULAR,substitution,out,[],1641871,,,1610612750,17,20,2024-03-05T01:31:47Z,1030000,False,,,0,,SUB out: D. Reath,[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT02M58.00S,2024-03-05T01:31:15.3Z,1,REGULAR,substitution,in,[],1629650,,,1610612750,17,20,2024-03-05T01:31:47Z,1040000,False,,,0,,SUB in: M. Brown,[1629650],1610612757.0,POR,,,,Brown,M. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT02M58.00S,2024-03-05T01:31:15.3Z,1,REGULAR,substitution,in,[],1641712,,,1610612750,17,20,2024-03-05T01:31:47Z,1050000,False,,,0,,SUB in: R. Rupert,[1641712],1610612757.0,POR,,,,Rupert,R. Rupert,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M58.00S,2024-03-05T01:32:06.1Z,1,REGULAR,freethrow,1 of 2,[],1630162,,,1610612750,18,20,2024-03-05T01:32:23Z,1060000,False,,,0,,A. Edwards Free Throw 1 of 2 (1 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
109,PT02M58.00S,2024-03-05T01:32:06.1Z,1,REGULAR,freethrow,2 of 2,[],1630162,,,1610612750,18,20,2024-03-05T01:32:23Z,1070000,False,,,0,,MISS A. Edwards Free Throw 2 of 2,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
110,PT02M55.00S,2024-03-05T01:32:09.1Z,1,REGULAR,rebound,defensive,[],1641712,,,1610612757,18,20,2024-03-05T01:32:23Z,1080000,False,,,0,,R. Rupert REBOUND (Off:0 Def:1),[1641712],1610612757.0,POR,,,,Rupert,R. Rupert,,,,,,,,,109.0,1.0,1.0,0.0,,,,,,,,,,,,,,
111,PT02M45.00S,2024-03-05T01:32:34.3Z,1,REGULAR,foul,offensive,[],1629650,,,1610612757,18,20,2024-03-05T01:32:44Z,1090000,False,,,0,,M. Brown offensive FOUL (1 PF),"[1629650, 1628420]",1610612757.0,POR,,,,Brown,M. Brown,,,,,Above the Break 3,24+ Center,,,,,,,,,,202041.0,,,,,,,1.0,0.0,Morris,1628420.0
113,PT02M45.00S,2024-03-05T01:32:34.3Z,1,REGULAR,turnover,offensive foul,[],1629650,,,1610612757,18,20,2024-03-05T01:32:34Z,1110000,False,,,0,,M. Brown offensive foul TURNOVER (1 TO),[1629650],1610612757.0,POR,,,,Brown,M. Brown,,,,,Above the Break 3,24+ Center,,,,,,,,,,202041.0,1.0,,,,,,,,,
114,PT02M45.00S,2024-03-05T01:32:45.8Z,1,REGULAR,substitution,out,[],1631133,,,1610612750,18,20,2024-03-05T01:32:50Z,1120000,False,,,0,,SUB out: J. Walker,[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M45.00S,2024-03-05T01:32:45.8Z,1,REGULAR,substitution,in,[],1631303,,,1610612750,18,20,2024-03-05T01:32:50Z,1130000,False,,,0,,SUB in: J. Minaya,[1631303],1610612757.0,POR,,,,Minaya,J. Minaya,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M33.00S,2024-03-05T01:33:10.4Z,1,REGULAR,foul,personal,['2freethrow'],1631303,,,1610612750,18,20,2024-03-05T01:33:20Z,1140000,False,,,0,,J. Minaya shooting personal FOUL (1 PF) (Edwards 2 FT),"[1631303, 1630162]",1610612757.0,POR,shooting,,,Minaya,J. Minaya,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1628172.0,,,,,,,1.0,0.0,Edwards,1630162.0
118,PT02M33.00S,2024-03-05T01:33:30.9Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630162,,,1610612750,18,20,2024-03-05T01:33:44Z,1160000,False,,,0,,MISS A. Edwards Free Throw 1 of 2,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
119,PT02M33.00S,2024-03-05T01:33:30.9Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612750,18,20,2024-03-05T01:33:44Z,1170000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,118.0,,,,,,,,,,,,,,,,,
120,PT02M33.00S,2024-03-05T01:33:30.9Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630162,,,1610612750,19,20,2024-03-05T01:33:44Z,1180000,False,,,0,,A. Edwards Free Throw 2 of 2 (2 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
121,PT02M09.00S,2024-03-05T01:34:07.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641712,91.80354796320631,46.32352941176471,1610612757,19,22,2024-03-05T01:34:12Z,1190000,False,-18.0,25.0,1,right,R. Rupert driving Layup (2 PTS) (M. Brown 1 AST),"[1641712, 1629650]",1610612757.0,POR,driving,,,Rupert,R. Rupert,,,,,Restricted Area,0-8 Center,3.06,Made,,,,,2.0,,,,,,,M. Brown,1629650.0,1.0,,,,
122,PT02M03.00S,2024-03-05T01:34:13.8Z,1,REGULAR,turnover,lost ball,[],1628420,,,1610612750,19,22,2024-03-05T01:34:17Z,1200000,False,,,0,,M. Morris lost ball TURNOVER (1 TO),"[1628420, 1630204]",1610612750.0,MIN,,,,Morris,M. Morris,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1.0,Hagans,1630204.0,,,,,,,
123,PT02M03.00S,2024-03-05T01:34:13.8Z,1,REGULAR,steal,,[],1630204,,,1610612757,19,22,2024-03-05T01:34:16Z,1210000,False,,,0,,A. Hagans STEAL (1 STL),[1630204],1610612757.0,POR,,,,Hagans,A. Hagans,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
124,PT02M00.00S,2024-03-05T01:34:17.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1641712,86.94152431011827,44.36274509803921,1610612757,19,22,2024-03-05T01:34:22Z,1220000,False,-28.0,70.0,1,right,MISS R. Rupert 7' fadeaway bank Shot,[1641712],1610612757.0,POR,fadeaway bank,,,Rupert,R. Rupert,,,,,In The Paint (Non-RA),0-8 Center,7.57,Missed,,,,,,,,,,,,,,,,,,
125,PT01M58.00S,2024-03-05T01:34:19.3Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,19,22,2024-03-05T01:34:22Z,1230000,False,,,0,,A. Edwards REBOUND (Off:0 Def:2),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,,,124.0,2.0,2.0,0.0,,,,,,,,,,,,,,
127,PT01M45.00S,2024-03-05T01:34:32.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630162,10.200394218134035,54.41176470588235,1610612750,19,22,2024-03-05T01:34:36Z,1240000,False,-22.0,43.0,1,left,MISS A. Edwards turnaround Shot,[1630162],1610612750.0,MIN,turnaround,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,4.87,Missed,,,,,,,,,,,,,,,,,,
128,PT01M43.00S,2024-03-05T01:34:34.3Z,1,REGULAR,rebound,defensive,[],1630204,,,1610612757,19,22,2024-03-05T01:34:36Z,1250000,False,,,0,,A. Hagans REBOUND (Off:0 Def:1),[1630204],1610612757.0,POR,,,,Hagans,A. Hagans,,,,,In The Paint (Non-RA),0-8 Center,,,127.0,1.0,1.0,0.0,,,,,,,,,,,,,,
129,PT01M35.00S,2024-03-05T01:34:42.0Z,1,REGULAR,3pt,Jump Shot,[],1629014,71.82982917214193,17.15686274509804,1610612757,19,22,2024-03-05T01:34:46Z,1260000,False,-164.0,212.0,1,right,MISS A. Simons 26' 3PT,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,26.84,Missed,,,,,,,,,,,,,,,,,,
130,PT01M32.00S,2024-03-05T01:34:45.0Z,1,REGULAR,rebound,defensive,[],203937,,,1610612750,19,22,2024-03-05T01:34:46Z,1270000,False,,,0,,K. Anderson REBOUND (Off:0 Def:1),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Above the Break 3,24+ Left Center,,,129.0,1.0,1.0,0.0,,,,,,,,,,,,,,
131,PT01M21.00S,2024-03-05T01:34:55.9Z,1,REGULAR,3pt,Jump Shot,[],1629638,9.411957950065702,95.09803921568627,1610612750,22,22,2024-03-05T01:34:59Z,1280000,False,-225.0,36.0,1,left,N. Alexander-Walker 3PT  (3 PTS) (K. Anderson 1 AST),"[1629638, 203937]",1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Left Corner 3,24+ Left,22.84,Made,,,,,3.0,,,,,,,K. Anderson,203937.0,1.0,,,,
133,PT00M55.30S,2024-03-05T01:35:23.0Z,1,REGULAR,2pt,Jump Shot,[],1641712,89.56964520367937,26.96078431372549,1610612757,22,22,2024-03-05T01:35:28Z,1300000,False,-115.0,46.0,1,right,MISS R. Rupert 12' pullup Shot - blocked,"[1641712, 203937]",1610612757.0,POR,pullup,,,Rupert,R. Rupert,,,,,Mid-Range,8-16 Left,12.39,Missed,,,,,,Anderson,203937.0,,,,,,,,,,,
134,PT00M55.30S,2024-03-05T01:35:23.0Z,1,REGULAR,block,,[],203937,,,1610612757,22,22,2024-03-05T01:35:25Z,1310000,False,,,0,,K. Anderson BLOCK (1 BLK),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
135,PT00M52.30S,2024-03-05T01:35:26.0Z,1,REGULAR,rebound,defensive,[],203937,,,1610612750,22,22,2024-03-05T01:35:28Z,1320000,False,,,0,,K. Anderson REBOUND (Off:0 Def:2),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Mid-Range,8-16 Left,,,133.0,2.0,2.0,0.0,,,,,,,,,,,,,,
136,PT00M45.20S,2024-03-05T01:35:33.2Z,1,REGULAR,3pt,Jump Shot,[],1629675,31.882391590013142,56.86274509803921,1610612750,25,22,2024-03-05T01:35:37Z,1330000,False,-34.0,247.0,1,left,N. Reid 24' 3PT  (6 PTS) (K. Anderson 2 AST),"[1629675, 203937]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Center,24.96,Made,,,,,6.0,,,,,,,K. Anderson,203937.0,2.0,,,,
138,PT00M33.20S,2024-03-05T01:35:47.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629014,82.21090670170827,47.794117647058826,1610612757,25,24,2024-03-05T01:35:52Z,1350000,False,-11.0,115.0,1,right,A. Simons 11' driving floating Jump Shot (7 PTS),[1629014],1610612757.0,POR,driving floating,,,Simons,A. Simons,,,,,In The Paint (Non-RA),8-16 Center,11.52,Made,,,,,7.0,,,,,,,,,,,,,
139,PT00M21.80S,2024-03-05T01:36:01.3Z,1,REGULAR,3pt,Jump Shot,[],1629675,19.136005256241788,90.19607843137256,1610612750,28,24,2024-03-05T01:36:05Z,1360000,False,-201.0,127.0,1,left,N. Reid 3PT  (9 PTS) (M. Morris 2 AST),"[1629675, 1628420]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Left Center,23.8,Made,,,,,9.0,,,,,,,M. Morris,1628420.0,2.0,,,,
141,PT00M05.40S,2024-03-05T01:36:21.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629650,92.59198423127464,56.86274509803921,1610612757,28,26,2024-03-05T01:36:25Z,1380000,False,34.0,17.0,1,right,M. Brown Layup (2 PTS) (A. Simons 4 AST),"[1629650, 1629014]",1610612757.0,POR,,,,Brown,M. Brown,,,,,Restricted Area,0-8 Center,3.83,Made,,,,,2.0,,,,,,,A. Simons,1629014.0,4.0,,,,
143,PT00M00.00S,2024-03-05T01:36:31.7Z,1,REGULAR,period,end,[],0,,,1610612750,28,26,2024-03-05T01:36:31Z,1400000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2024-03-05T01:38:41.0Z,2,REGULAR,substitution,out,['startperiod'],1630162,,,1610612750,28,26,2024-03-05T01:39:01Z,1410000,False,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2024-03-05T01:38:41.0Z,2,REGULAR,substitution,out,['startperiod'],1629014,,,1610612750,28,26,2024-03-05T01:39:01Z,1420000,False,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2024-03-05T01:38:41.0Z,2,REGULAR,substitution,in,['startperiod'],1626157,,,1610612750,28,26,2024-03-05T01:39:01Z,1430000,False,,,0,,SUB in: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2024-03-05T01:38:41.0Z,2,REGULAR,substitution,in,['startperiod'],1630625,,,1610612750,28,26,2024-03-05T01:39:01Z,1440000,False,,,0,,SUB in: D. Banton,[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2024-03-05T01:39:09.9Z,2,REGULAR,period,start,[],0,,,1610612757,28,26,2024-03-05T01:39:09Z,1450000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT11M46.00S,2024-03-05T01:39:23.4Z,2,REGULAR,foul,personal,['2freethrow'],1626157,,,1610612757,28,26,2024-03-05T01:41:14Z,1460000,False,,,0,,K. Towns shooting personal FOUL (3 PF) (Banton 2 FT),"[1626157, 1630625]",1610612750.0,MIN,shooting,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1628172.0,,,,,,,3.0,0.0,Banton,1630625.0
151,PT11M46.00S,2024-03-05T01:39:54.0Z,2,REGULAR,freethrow,1 of 2,[],1630625,,,1610612757,28,27,2024-03-05T01:40:59Z,1480000,False,,,0,,D. Banton Free Throw 1 of 2 (8 PTS),[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
152,PT11M46.00S,2024-03-05T01:39:55.1Z,2,REGULAR,substitution,out,[],1626157,,,1610612757,28,27,2024-03-05T01:39:59Z,1490000,False,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT11M46.00S,2024-03-05T01:39:55.1Z,2,REGULAR,substitution,in,[],203497,,,1610612757,28,27,2024-03-05T01:39:59Z,1500000,False,,,0,,SUB in: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT11M46.00S,2024-03-05T01:39:54.0Z,2,REGULAR,freethrow,2 of 2,[],1630625,,,1610612757,28,27,2024-03-05T01:40:59Z,1510000,False,,,0,,MISS D. Banton Free Throw 2 of 2,[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
155,PT11M46.00S,2024-03-05T01:39:54.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612750,28,27,2024-03-05T01:40:59Z,1520000,False,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,154.0,,,,,,,,,,,,,,,,,
156,PT11M46.00S,2024-03-05T01:40:21.0Z,2,REGULAR,foul,personal,[],1629650,,,1610612750,28,27,2024-03-05T01:40:27Z,1530000,False,,,0,,M. Brown loose ball personal FOUL (2 PF),"[1629650, 203497]",1610612757.0,POR,loose ball,,,Brown,M. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,202041.0,,,,,,,2.0,0.0,Gobert,203497.0
158,PT11M29.00S,2024-03-05T01:40:51.8Z,2,REGULAR,2pt,Jump Shot,[],1628420,7.440867279894875,84.55882352941177,1610612750,28,27,2024-03-05T01:40:59Z,1550000,False,-173.0,17.0,1,left,MISS M. Morris 17' pullup Shot,[1628420],1610612750.0,MIN,pullup,,,Morris,M. Morris,,,,,Mid-Range,16-24 Left,17.37,Missed,,,,,,,,,,,,,,,,,,
159,PT11M24.00S,2024-03-05T01:40:55.6Z,2,REGULAR,rebound,defensive,[],1630204,,,1610612757,28,27,2024-03-05T01:40:55Z,1560000,False,,,0,,A. Hagans REBOUND (Off:0 Def:2),[1630204],1610612757.0,POR,,,,Hagans,A. Hagans,,,,,Mid-Range,16-24 Left,,,158.0,2.0,2.0,0.0,,,,,,,,,,,,,,
160,PT11M19.00S,2024-03-05T01:41:00.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1631303,68.41327201051249,29.901960784313726,1610612757,28,30,2024-03-05T01:42:44Z,1570000,False,-100.0,244.0,1,right,J. Minaya 26' 3PT running (3 PTS) (A. Hagans 1 AST),"[1631303, 1630204]",1610612757.0,POR,running,,,Minaya,J. Minaya,,,,,Above the Break 3,24+ Left Center,26.43,Made,,,,,3.0,,,,,,,A. Hagans,1630204.0,1.0,,,,
162,PT11M03.00S,2024-03-05T01:41:19.2Z,2,REGULAR,turnover,out-of-bounds,[],1629675,,,1610612750,28,30,2024-03-05T01:41:35Z,1590000,False,,,0,,N. Reid bad pass out-of-bounds TURNOVER (1 TO),[1629675],1610612750.0,MIN,bad pass,,,Reid,N. Reid,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,202041.0,1.0,,,,,,,,,
163,PT10M53.00S,2024-03-05T01:41:53.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630625,91.14651773981603,44.6078431372549,1610612757,28,30,2024-03-05T01:44:26Z,1600000,False,-27.0,31.0,1,right,MISS D. Banton Layup - blocked,"[1630625, 203497]",1610612757.0,POR,,,,Banton,D. Banton,,,,,Restricted Area,0-8 Center,4.09,Missed,,,,,,Gobert,203497.0,,,,,,,,,,,
173,PT10M53.00S,2024-03-05T01:41:53.7Z,2,REGULAR,block,,[],203497,,,1610612757,28,30,2024-03-05T01:43:02Z,1605000,False,,,0,,R. Gobert BLOCK (1 BLK),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
164,PT10M52.00S,2024-03-05T01:41:54.7Z,2,REGULAR,rebound,offensive,[],1630625,,,1610612757,28,30,2024-03-05T01:42:08Z,1610000,False,,,0,,D. Banton REBOUND (Off:1 Def:1),[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,Restricted Area,0-8 Center,,,163.0,2.0,1.0,1.0,,,,,,,,,,,,,,
165,PT10M51.00S,2024-03-05T01:41:56.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630625,91.67214191852825,46.568627450980394,1610612757,28,30,2024-03-05T01:44:46Z,1620000,False,-17.0,26.0,1,right,MISS D. Banton floating Shot - blocked,"[1630625, 1629675]",1610612757.0,POR,floating,,,Banton,D. Banton,,,,,Restricted Area,0-8 Center,3.1,Missed,,,,,,Reid,1629675.0,,,,,,,,,,,
166,PT10M51.00S,2024-03-05T01:41:56.0Z,2,REGULAR,block,,[],1629675,,,1610612757,28,30,2024-03-05T01:41:58Z,1630000,False,,,0,,N. Reid BLOCK (1 BLK),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
167,PT10M51.00S,2024-03-05T01:41:56.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612757,28,30,2024-03-05T01:42:00Z,1640000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Restricted Area,0-8 Center,,,165.0,,,,,,,,,,,,,,,,,
