actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-02-24T03:16:00.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-02-24T03:16:00Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-02-24T03:16:02.1Z,1,REGULAR,jumpball,recovered,[],1630183,,,1610612750,0,0,2024-02-24T03:16:02Z,40000,False,,,0,,Jump Ball R. Gobert vs. B. Lopez: Tip to J. McDaniels,"[1630183, 203497, 201572]",1610612750.0,MIN,startperiod,J. McDaniels,1630183.0,McDaniels,J. McDaniels,Gobert,203497.0,Lopez,201572.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2024-02-24T03:16:15.8Z,1,REGULAR,turnover,bad pass,[],201144,,,1610612750,0,0,2024-02-24T03:16:19Z,70000,False,,,0,,M. Conley bad pass TURNOVER (1 TO),"[201144, 203109]",1610612750.0,MIN,,,,Conley,M. Conley,,,,,In The Paint (Non-RA),0-8 Center,1.0,Crowder,203109.0,,,,,,,,,,,,,,,,,
8,PT11M43.00S,2024-02-24T03:16:15.8Z,1,REGULAR,steal,,[],203109,,,1610612749,0,0,2024-02-24T03:16:17Z,80000,False,,,0,,J. Crowder STEAL (1 STL),[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M30.00S,2024-02-24T03:16:28.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203081,69.99014454664915,71.32352941176471,1610612749,0,0,2024-02-24T03:18:22Z,90000,False,107.0,230.0,1,right,MISS D. Lillard 25' pullup 3PT,[203081],1610612749.0,MIL,pullup,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Right Center,,,,25.31,Missed,,,,,,,,,,,,,,,
10,PT11M27.00S,2024-02-24T03:16:31.7Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,0,0,2024-02-24T03:16:32Z,100000,False,,,0,,A. Edwards REBOUND (Off:0 Def:1),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,
11,PT11M22.00S,2024-02-24T03:16:36.2Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1630162,15.588042049934298,50.98039215686274,1610612750,0,0,2024-02-24T03:18:30Z,110000,False,-5.0,94.0,1,left,MISS A. Edwards 9' driving floating Shot,[1630162],1610612750.0,MIN,driving floating,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),8-16 Center,,,,9.41,Missed,,,,,,,,,,,,,,,
12,PT11M16.00S,2024-02-24T03:16:42.2Z,1,REGULAR,rebound,defensive,[],1627736,,,1610612749,0,0,2024-02-24T03:16:47Z,120000,False,,,0,,M. Beasley REBOUND (Off:0 Def:1),[1627736],1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,In The Paint (Non-RA),8-16 Center,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,,
13,PT11M02.00S,2024-02-24T03:16:56.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,94.82588699080158,49.50980392156863,1610612749,0,2,2024-02-24T03:17:00Z,130000,False,-2.0,-4.0,1,right,G. Antetokounmpo Layup (2 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,0.46,Made,,,,,2.0,,,,,,,,,,
14,PT10M49.00S,2024-02-24T03:17:09.9Z,1,REGULAR,turnover,bad pass,[],1626157,,,1610612750,0,2,2024-02-24T03:17:14Z,140000,False,,,0,,K. Towns bad pass TURNOVER (1 TO),"[1626157, 201572]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,1.0,Lopez,201572.0,,,,,,,,,,,,,,,,,
