actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
45,PT07M33.00S,2023-11-09T01:16:27.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,93.29829172141918,47.44944852941176,1610612750,11,6,2023-11-09T01:16:34Z,450000,False,-13.0,10.0,1,right,A. Edwards driving Layup (2 PTS),[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,1.66,Made,,,,,,,,,,,2.0,,,,,,,
46,PT07M28.00S,2023-11-09T01:16:34.3Z,1,REGULAR,turnover,out-of-bounds,[],1630700,,,1610612740,11,6,2023-11-09T01:16:40Z,460000,False,,,0,,D. Daniels bad pass out-of-bounds TURNOVER (1 TO),[1630700],1610612740.0,NOP,bad pass,,,Daniels,D. Daniels,,,,,Mid-Range,8-16 Left,,,,,,,202026.0,,,,,1.0,,,,,,,,
47,PT07M13.00S,2023-11-09T01:16:57.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201144,69.85873850197109,67.64705882352942,1610612750,14,6,2023-11-09T01:17:07Z,470000,False,88.0,231.0,1,right,M. Conley 24' 3PT pullup (3 PTS),[201144],1610612750.0,MIN,pullup,,,Conley,M. Conley,,,,,Above the Break 3,24+ Right Center,24.71,Made,,,,,,,,,,,3.0,,,,,,,
48,PT06M56.00S,2023-11-09T01:17:14.8Z,1,REGULAR,2pt,Jump Shot,[],1641722,27.151773981603156,55.88235294117647,1610612740,14,6,2023-11-09T01:17:19Z,480000,False,-29.0,203.0,1,left,MISS J. Hawkins 20' pullup Shot,[1641722],1610612740.0,NOP,pullup,,,Hawkins,J. Hawkins,,,,,Mid-Range,16-24 Center,20.48,Missed,,,,,,,,,,,,,,,,,,
49,PT06M53.00S,2023-11-09T01:17:17.8Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,14,6,2023-11-09T01:17:19Z,490000,False,,,0,,R. Gobert REBOUND (Off:0 Def:4),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,16-24 Center,,,48.0,4.0,4.0,0.0,,,,,,,,,,,,,,
50,PT06M45.00S,2023-11-09T01:17:25.6Z,1,REGULAR,3pt,Jump Shot,[],1630162,68.01905387647832,36.51960784313725,1610612750,17,6,2023-11-09T01:17:31Z,500000,False,-67.0,248.0,1,right,A. Edwards 25' 3PT pullup (5 PTS),[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,25.71,Made,,,,,,,,,,,5.0,,,,,,,
51,PT06M45.00S,2023-11-09T01:17:30.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,17,6,2023-11-09T01:17:30Z,510000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT06M30.00S,2023-11-09T01:20:46.0Z,1,REGULAR,foul,personal,[],1630183,,,1610612740,17,6,2023-11-09T01:20:52Z,520000,False,,,0,,J. McDaniels personal FOUL (1 PF),"[1630183, 1627742]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Mid-Range,16-24 Left Center,,,,,,,200832.0,1.0,0.0,Ingram,1627742.0,,,,,,,,,
54,PT06M24.00S,2023-11-09T01:21:06.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,6.83311432325887,55.29258578431373,1610612740,17,8,2023-11-09T01:21:12Z,540000,False,-26.0,12.0,1,left,B. Ingram cutting Layup (4 PTS) (D. Daniels 2 AST),"[1627742, 1630700]",1610612740.0,NOP,cutting,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,2.9,Made,,,,,,,,,,,4.0,D. Daniels,1630700.0,2.0,,,,
56,PT06M01.00S,2023-11-09T01:21:27.7Z,1,REGULAR,2pt,Jump Shot,[],1630162,76.69185282522996,62.254901960784316,1610612750,17,8,2023-11-09T01:21:32Z,560000,False,61.0,167.0,1,right,MISS A. Edwards 17' pullup Shot,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Right Center,17.75,Missed,,,,,,,,,,,,,,,,,,
57,PT05M59.00S,2023-11-09T01:21:29.7Z,1,REGULAR,rebound,defensive,[],1630526,,,1610612740,17,8,2023-11-09T01:21:32Z,570000,False,,,0,,J. Robinson-Earl REBOUND (Off:1 Def:1),[1630526],1610612740.0,NOP,,,,Robinson-Earl,J. Robinson-Earl,,,,,Mid-Range,16-24 Right Center,,,56.0,2.0,1.0,1.0,,,,,,,,,,,,,,
58,PT05M49.00S,2023-11-09T01:21:40.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630700,9.937582128777924,46.32352941176471,1610612740,17,8,2023-11-09T01:21:46Z,580000,False,18.0,41.0,1,left,MISS D. Daniels driving finger roll Layup,[1630700],1610612740.0,NOP,driving finger roll,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,4.48,Missed,,,,,,,,,,,,,,,,,,
59,PT05M48.00S,2023-11-09T01:21:41.3Z,1,REGULAR,rebound,offensive,[],202685,,,1610612740,17,8,2023-11-09T01:22:11Z,590000,False,,,0,,J. Valanciunas REBOUND (Off:1 Def:1),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,,,58.0,2.0,1.0,1.0,,,,,,,,,,,,,,
60,PT05M47.00S,2023-11-09T01:21:48.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202685,6.783837056504599,47.30392156862745,1610612740,17,10,2023-11-09T01:21:59Z,600000,False,13.0,11.0,1,left,J. Valanciunas putback Layup (4 PTS),[202685],1610612740.0,NOP,putback,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,1.76,Made,,,,,,,,,,,4.0,,,,,,,
61,PT05M34.00S,2023-11-09T01:21:55.0Z,1,REGULAR,3pt,Jump Shot,[],1630183,71.69842312746385,25.245098039215684,1610612750,17,10,2023-11-09T01:22:05Z,610000,False,-124.0,214.0,1,right,MISS J. McDaniels 24' 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,24.68,Missed,,,,,,,,,,,,,,,,,,
62,PT05M34.00S,2023-11-09T01:21:55.0Z,1,REGULAR,rebound,defensive,[],1630700,,,1610612740,17,10,2023-11-09T01:22:05Z,620000,False,,,0,,D. Daniels REBOUND (Off:0 Def:1),[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Left Center,,,61.0,1.0,1.0,0.0,,,,,,,,,,,,,,
63,PT05M28.00S,2023-11-09T01:22:07.1Z,1,REGULAR,foul,personal,[],201144,,,1610612740,17,10,2023-11-09T01:22:13Z,630000,False,,,0,,M. Conley personal FOUL (1 PF),"[201144, 1641722]",1610612750.0,MIN,,,,Conley,M. Conley,,,,,Mid-Range,8-16 Left,,,,,,,202026.0,1.0,0.0,Hawkins,1641722.0,,,,,,,,,
65,PT05M28.00S,2023-11-09T01:22:12.6Z,1,REGULAR,substitution,out,[],201144,,,1610612740,17,10,2023-11-09T01:22:18Z,650000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT05M28.00S,2023-11-09T01:22:12.6Z,1,REGULAR,substitution,out,[],203497,,,1610612740,17,10,2023-11-09T01:22:18Z,660000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT05M28.00S,2023-11-09T01:22:12.6Z,1,REGULAR,substitution,in,[],1629675,,,1610612740,17,10,2023-11-09T01:22:18Z,670000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT05M28.00S,2023-11-09T01:22:12.6Z,1,REGULAR,substitution,in,[],1629638,,,1610612740,17,10,2023-11-09T01:22:18Z,680000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT05M12.00S,2023-11-09T01:22:45.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,7.095926412614981,41.07689950980392,1610612740,17,12,2023-11-09T01:22:51Z,690000,False,45.0,14.0,1,left,B. Ingram driving Layup (6 PTS),[1627742],1610612740.0,NOP,driving,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),0-8 Center,4.68,Made,,,,,,,,,,,6.0,,,,,,,
70,PT04M58.00S,2023-11-09T01:23:00.2Z,1,REGULAR,3pt,Jump Shot,[],1630162,67.49342969776609,39.950980392156865,1610612750,17,12,2023-11-09T01:23:05Z,700000,False,-50.0,253.0,1,right,MISS A. Edwards 25' 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,25.8,Missed,,,,,,,,,,,,,,,,,,
71,PT04M54.00S,2023-11-09T01:23:04.2Z,1,REGULAR,rebound,defensive,[],1641722,,,1610612740,17,12,2023-11-09T01:23:05Z,710000,False,,,0,,J. Hawkins REBOUND (Off:0 Def:1),[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Center,,,70.0,1.0,1.0,0.0,,,,,,,,,,,,,,
72,PT04M48.00S,2023-11-09T01:23:12.0Z,1,REGULAR,turnover,out-of-bounds,[],1630526,,,1610612740,17,12,2023-11-09T01:23:46Z,720000,False,,,0,,J. Robinson-Earl bad pass out-of-bounds TURNOVER (1 TO),[1630526],1610612740.0,NOP,bad pass,,,Robinson-Earl,J. Robinson-Earl,,,,,Above the Break 3,24+ Right Center,,,,,,,200832.0,,,,,1.0,,,,,,,,
73,PT04M30.00S,2023-11-09T01:23:33.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626157,92.19776609724047,50.245098039215684,1610612750,19,12,2023-11-09T01:23:41Z,730000,False,1.0,21.0,1,right,K. Towns Layup (8 PTS) (N. Alexander-Walker 1 AST),"[1626157, 1629638]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,2.08,Made,,,,,,,,,,,8.0,N. Alexander-Walker,1629638.0,1.0,,,,
75,PT04M14.00S,2023-11-09T01:23:50.5Z,1,REGULAR,foul,personal,['3freethrow'],1630183,,,1610612740,19,12,2023-11-09T01:24:02Z,750000,False,,,0,,J. McDaniels shooting personal FOUL (2 PF) (Hawkins 3 FT),"[1630183, 1641722]",1610612750.0,MIN,shooting,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,,,,,,,202026.0,2.0,0.0,Hawkins,1641722.0,,,,,,,,,
77,PT04M14.00S,2023-11-09T01:24:24.0Z,1,REGULAR,freethrow,1 of 3,[],1641722,,,1610612740,19,13,2023-11-09T01:24:24Z,770000,False,,,0,,J. Hawkins Free Throw 1 of 3 (1 PTS),[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,Made,,,,,,,,,,,1.0,,,,,,,
78,PT04M14.00S,2023-11-09T01:24:38.5Z,1,REGULAR,freethrow,2 of 3,[],1641722,,,1610612740,19,14,2023-11-09T01:24:38Z,780000,False,,,0,,J. Hawkins Free Throw 2 of 3 (2 PTS),[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,Made,,,,,,,,,,,2.0,,,,,,,
79,PT04M14.00S,2023-11-09T01:24:39.4Z,1,REGULAR,substitution,out,[],1630183,,,1610612740,19,14,2023-11-09T01:24:56Z,790000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M14.00S,2023-11-09T01:24:39.4Z,1,REGULAR,substitution,out,[],202685,,,1610612740,19,14,2023-11-09T01:24:56Z,800000,False,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M14.00S,2023-11-09T01:24:39.4Z,1,REGULAR,substitution,out,[],1630526,,,1610612740,19,14,2023-11-09T01:24:56Z,810000,False,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612740.0,NOP,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M14.00S,2023-11-09T01:24:39.4Z,1,REGULAR,substitution,in,[],203937,,,1610612740,19,14,2023-11-09T01:24:56Z,820000,False,,,0,,SUB in: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M14.00S,2023-11-09T01:24:39.4Z,1,REGULAR,substitution,in,[],1626204,,,1610612740,19,14,2023-11-09T01:24:56Z,830000,False,,,0,,SUB in: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M14.00S,2023-11-09T01:24:39.4Z,1,REGULAR,substitution,in,[],1630346,,,1610612740,19,14,2023-11-09T01:24:56Z,840000,False,,,0,,SUB in: M. Ryan,[1630346],1610612740.0,NOP,,,,Ryan,M. Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M14.00S,2023-11-09T01:25:05.5Z,1,REGULAR,freethrow,3 of 3,[],1641722,,,1610612740,19,15,2023-11-09T01:25:05Z,850000,False,,,0,,J. Hawkins Free Throw 3 of 3 (3 PTS),[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,Made,,,,,,,,,,,3.0,,,,,,,
