actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
83,PT04M17.00S,2023-10-29T00:25:37.6Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1630162,14.14257555847569,41.17647058823529,1610612750,16,21,2023-10-29T00:28:12Z,820000,False,44.0,80.0,1,left,MISS A. Edwards 9' driving floating Shot,[1630162],1610612750.0,MIN,driving floating,,,Edwards,A. Edwards,,,,,,In The Paint (Non-RA),8-16 Center,9.17,Missed,,,,,,,,,,,,,,,,,
84,PT04M13.00S,2023-10-29T00:25:41.6Z,1,REGULAR,rebound,defensive,[],1629130,,,1610612748,16,21,2023-10-29T00:25:48Z,830000,False,,,0,,D. Robinson REBOUND (Off:0 Def:1),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,83.0,1.0,1.0,0.0,,,,,,,,,
85,PT03M57.00S,2023-10-29T00:25:58.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629130,92.9862023653088,43.13725490196079,1610612748,16,23,2023-10-29T00:28:33Z,840000,False,-34.0,13.0,1,right,D. Robinson driving Layup (2 PTS) (J. Jaquez Jr. 1 AST),"[1629130, 1631170]",1610612748.0,MIA,driving,,,Robinson,D. Robinson,,,,,,Restricted Area,0-8 Center,3.68,Made,2.0,J. Jaquez Jr.,1631170.0,1.0,,,,,,,,,,,,,
87,PT03M44.00S,2023-10-29T00:26:13.1Z,1,REGULAR,foul,personal,[],1631107,,,1610612750,16,23,2023-10-29T00:26:22Z,860000,False,,,0,,N. Jovic personal FOUL (2 PF),"[1631107, 1626157]",1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,1628480.0,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,2.0,0.0,Towns,1626157.0,,
89,PT03M44.00S,2023-10-29T00:26:19.8Z,1,REGULAR,substitution,out,[],1629638,,,1610612750,16,23,2023-10-29T00:26:38Z,880000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT03M44.00S,2023-10-29T00:26:19.8Z,1,REGULAR,substitution,out,[],1631107,,,1610612750,16,23,2023-10-29T00:26:38Z,890000,False,,,0,,SUB out: N. Jovic,[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT03M44.00S,2023-10-29T00:26:19.8Z,1,REGULAR,substitution,out,[],1631170,,,1610612750,16,23,2023-10-29T00:26:38Z,900000,False,,,0,,SUB out: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT03M44.00S,2023-10-29T00:26:19.8Z,1,REGULAR,substitution,in,[],1629675,,,1610612750,16,23,2023-10-29T00:26:38Z,910000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT03M44.00S,2023-10-29T00:26:19.8Z,1,REGULAR,substitution,in,[],1630696,,,1610612750,16,23,2023-10-29T00:26:38Z,920000,False,,,0,,SUB in: D. Smith,[1630696],1610612748.0,MIA,,,,Smith,D. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT03M44.00S,2023-10-29T00:26:19.8Z,1,REGULAR,substitution,in,[],1631288,,,1610612750,16,23,2023-10-29T00:26:38Z,930000,False,,,0,,SUB in: J. Cain,[1631288],1610612748.0,MIA,,,,Cain,J. Cain,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT03M31.00S,2023-10-29T00:26:57.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,5.469776609724048,36.51960784313725,1610612750,18,23,2023-10-29T00:29:31Z,940000,False,67.0,-1.0,1,left,K. Anderson 6' floating Jump Shot (2 PTS),[203937],1610612750.0,MIN,floating,,,Anderson,K. Anderson,,,,,,In The Paint (Non-RA),0-8 Center,6.74,Made,2.0,,,,,,,,,,,,,,,,
96,PT03M07.00S,2023-10-29T00:27:23.5Z,1,REGULAR,turnover,traveling,[],1628389,,,1610612748,18,23,2023-10-29T00:27:28Z,950000,False,,,0,,B. Adebayo traveling TURNOVER (2 TO),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,2004.0,Mid-Range,16-24 Left Center,,,,,,,,,,,2.0,,,,,,,,
97,PT03M00.00S,2023-10-29T00:27:46.3Z,1,REGULAR,foul,personal,['2freethrow'],1630696,,,1610612750,18,23,2023-10-29T00:27:53Z,960000,False,,,0,,D. Smith shooting personal FOUL (1 PF) (Edwards 2 FT),"[1630696, 1630162]",1610612748.0,MIA,shooting,,,Smith,D. Smith,,,,,1627534.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,1.0,0.0,Edwards,1630162.0,,
99,PT03M00.00S,2023-10-29T00:28:13.0Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630162,,,1610612750,19,23,2023-10-29T00:28:13Z,980000,False,,,0,,A. Edwards Free Throw 1 of 2 (6 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,
100,PT03M00.00S,2023-10-29T00:28:15.5Z,1,REGULAR,substitution,out,[],1628389,,,1610612750,19,23,2023-10-29T00:28:18Z,990000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M00.00S,2023-10-29T00:28:15.5Z,1,REGULAR,substitution,in,[],1628418,,,1610612750,19,23,2023-10-29T00:28:18Z,1000000,False,,,0,,SUB in: T. Bryant,[1628418],1610612748.0,MIA,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M00.00S,2023-10-29T00:28:33.2Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630162,,,1610612750,20,23,2023-10-29T00:28:33Z,1010000,False,,,0,,A. Edwards Free Throw 2 of 2 (7 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,
103,PT02M45.00S,2023-10-29T00:28:49.8Z,1,REGULAR,3pt,Jump Shot,[],200768,67.49342969776609,37.745098039215684,1610612748,20,23,2023-10-29T00:28:56Z,1020000,False,-61.0,253.0,1,right,MISS K. Lowry 26' step back 3PT,[200768],1610612748.0,MIA,step back,,,Lowry,K. Lowry,,,,,,Above the Break 3,24+ Center,26.04,Missed,,,,,,,,,,,,,,,,,
104,PT02M42.00S,2023-10-29T00:28:52.8Z,1,REGULAR,rebound,defensive,[],1629675,,,1610612750,20,23,2023-10-29T00:28:56Z,1030000,False,,,0,,N. Reid REBOUND (Off:0 Def:1),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,Above the Break 3,24+ Center,,,,,,,103.0,1.0,1.0,0.0,,,,,,,,,
105,PT02M36.00S,2023-10-29T00:28:58.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630162,15.719448094612352,40.68627450980392,1610612750,22,23,2023-10-29T00:31:07Z,1040000,False,47.0,95.0,1,left,A. Edwards 10' driving floating Jump Shot (9 PTS),[1630162],1610612750.0,MIN,driving floating,,,Edwards,A. Edwards,,,,,,In The Paint (Non-RA),8-16 Center,10.61,Made,9.0,,,,,,,,,,,,,,,,
106,PT02M15.00S,2023-10-29T00:29:20.1Z,1,REGULAR,3pt,Jump Shot,[],1629130,76.42904073587385,11.76470588235294,1610612748,22,23,2023-10-29T00:29:26Z,1050000,False,-191.0,169.0,1,right,MISS D. Robinson 25' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,Above the Break 3,24+ Left Center,25.52,Missed,,,,,,,,,,,,,,,,,
107,PT02M13.00S,2023-10-29T00:29:22.1Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,22,23,2023-10-29T00:29:26Z,1060000,False,,,0,,K. Towns REBOUND (Off:0 Def:2),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,Above the Break 3,24+ Left Center,,,,,,,106.0,2.0,2.0,0.0,,,,,,,,,
108,PT01M59.00S,2023-10-29T00:29:36.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629675,14.14257555847569,50.98039215686274,1610612750,24,23,2023-10-29T00:29:48Z,1070000,False,-5.0,80.0,1,left,N. Reid 8' driving floating Jump Shot (2 PTS),[1629675],1610612750.0,MIN,driving floating,,,Reid,N. Reid,,,,,,In The Paint (Non-RA),8-16 Center,8.05,Made,2.0,,,,,,,,,,,,,,,,
109,PT01M58.00S,2023-10-29T00:29:49.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,24,23,2023-10-29T00:33:15Z,1080000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT01M58.00S,2023-10-29T00:31:45.4Z,1,REGULAR,substitution,out,[],1626157,,,1610612748,24,23,2023-10-29T00:32:23Z,1090000,False,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT01M58.00S,2023-10-29T00:31:45.4Z,1,REGULAR,substitution,out,[],200768,,,1610612748,24,23,2023-10-29T00:32:23Z,1100000,False,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT01M58.00S,2023-10-29T00:31:45.4Z,1,REGULAR,substitution,in,[],203497,,,1610612748,24,23,2023-10-29T00:32:23Z,1110000,False,,,0,,SUB in: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT01M58.00S,2023-10-29T00:31:45.4Z,1,REGULAR,substitution,in,[],1629639,,,1610612748,24,23,2023-10-29T00:32:23Z,1120000,False,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT01M42.00S,2023-10-29T00:32:49.5Z,1,REGULAR,foul,personal,[],203937,,,1610612748,24,23,2023-10-29T00:32:57Z,1130000,False,,,0,,K. Anderson personal FOUL (1 PF),"[203937, 1629639]",1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,1628480.0,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,1.0,0.0,Herro,1629639.0,,
116,PT01M37.00S,2023-10-29T00:33:14.5Z,1,REGULAR,3pt,Jump Shot,[],1629639,70.64717477003943,23.52941176470588,1610612748,24,23,2023-10-29T00:33:20Z,1150000,False,-132.0,223.0,1,right,MISS T. Herro 25' 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,Above the Break 3,24+ Left Center,25.97,Missed,,,,,,,,,,,,,,,,,
117,PT01M34.00S,2023-10-29T00:33:17.5Z,1,REGULAR,rebound,defensive,[],203937,,,1610612750,24,23,2023-10-29T00:33:20Z,1160000,False,,,0,,K. Anderson REBOUND (Off:0 Def:2),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,Above the Break 3,24+ Left Center,,,,,,,116.0,2.0,2.0,0.0,,,,,,,,,
118,PT01M31.00S,2023-10-29T00:33:19.8Z,1,REGULAR,turnover,bad pass,[],203937,,,1610612750,24,23,2023-10-29T00:33:25Z,1170000,False,,,0,,K. Anderson bad pass TURNOVER (1 TO),"[203937, 1630696]",1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,1.0,Smith,1630696.0,,,,,,
119,PT01M31.00S,2023-10-29T00:33:19.8Z,1,REGULAR,steal,,[],1630696,,,1610612748,24,23,2023-10-29T00:33:22Z,1180000,False,,,0,,D. Smith STEAL (1 STL),[1630696],1610612748.0,MIA,,,,Smith,D. Smith,,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,
120,PT01M25.00S,2023-10-29T00:33:26.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630696,92.46057818659659,55.14705882352941,1610612748,24,23,2023-10-29T00:38:09Z,1190000,False,26.0,18.0,1,right,MISS D. Smith running Layup,[1630696],1610612748.0,MIA,running,,,Smith,D. Smith,,,,,,Restricted Area,0-8 Center,3.16,Missed,,,,,,,,,,,,,,,,,
121,PT01M24.00S,2023-10-29T00:33:27.8Z,1,REGULAR,rebound,offensive,[],1628418,,,1610612748,24,23,2023-10-29T00:38:09Z,1200000,False,,,0,,T. Bryant REBOUND (Off:1 Def:0),[1628418],1610612748.0,MIA,,,,Bryant,T. Bryant,,,,,,Restricted Area,0-8 Center,,,,,,,120.0,1.0,0.0,1.0,,,,,,,,,
122,PT01M23.00S,2023-10-29T00:33:32.7Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1628418,94.40999984741211,50.0,1610612748,24,23,2023-10-29T00:38:21Z,1210000,False,0.0,0.0,1,right,MISS T. Bryant tip Layup,[1628418],1610612748.0,MIA,tip,,,Bryant,T. Bryant,,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,
123,PT01M22.00S,2023-10-29T00:33:33.7Z,1,REGULAR,rebound,offensive,[],1628418,,,1610612748,24,23,2023-10-29T00:38:21Z,1220000,False,,,0,,T. Bryant REBOUND (Off:2 Def:0),[1628418],1610612748.0,MIA,,,,Bryant,T. Bryant,,,,,,Restricted Area,0-8 Center,,,,,,,122.0,2.0,0.0,2.0,,,,,,,,,
124,PT01M22.00S,2023-10-29T00:33:34.5Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1628418,94.40999984741211,50.0,1610612748,24,25,2023-10-29T00:38:33Z,1230000,False,0.0,0.0,1,right,T. Bryant tip Layup (2 PTS),[1628418],1610612748.0,MIA,tip,,,Bryant,T. Bryant,,,,,,Restricted Area,0-8 Center,0.0,Made,2.0,,,,,,,,,,,,,,,,
125,PT01M04.00S,2023-10-29T00:33:46.0Z,1,REGULAR,3pt,Jump Shot,[],1630162,24.78646517739816,16.176470588235293,1610612750,24,25,2023-10-29T00:33:56Z,1240000,False,169.0,180.0,1,left,MISS A. Edwards 24' 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,Above the Break 3,24+ Right Center,24.73,Missed,,,,,,,,,,,,,,,,,
126,PT01M03.00S,2023-10-29T00:33:47.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612748,24,25,2023-10-29T00:33:56Z,1250000,False,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,125.0,,,,,,,,,,,,
128,PT01M03.00S,2023-10-29T00:34:00.8Z,1,REGULAR,substitution,out,[],1630162,,,1610612748,24,25,2023-10-29T00:34:04Z,1270000,False,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT01M03.00S,2023-10-29T00:34:00.8Z,1,REGULAR,substitution,in,[],1628972,,,1610612748,24,25,2023-10-29T00:34:04Z,1280000,False,,,0,,SUB in: T. Brown Jr.,[1628972],1610612750.0,MIN,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT00M52.30S,2023-10-29T00:34:16.9Z,1,REGULAR,3pt,Jump Shot,[],1629130,69.20170827858082,71.07843137254902,1610612748,24,28,2023-10-29T00:34:22Z,1290000,False,105.0,237.0,1,right,D. Robinson 25' 3PT pullup (5 PTS) (T. Bryant 1 AST),"[1629130, 1628418]",1610612748.0,MIA,pullup,,,Robinson,D. Robinson,,,,,,Above the Break 3,24+ Right Center,25.94,Made,5.0,T. Bryant,1628418.0,1.0,,,,,,,,,,,,,
132,PT00M37.70S,2023-10-29T00:34:35.3Z,1,REGULAR,3pt,Jump Shot,[],1628972,24.129434954007884,11.029411764705882,1610612750,24,28,2023-10-29T00:34:43Z,1310000,False,195.0,174.0,1,left,MISS T. Brown Jr. 26' 3PT,[1628972],1610612750.0,MIN,,,,Brown Jr.,T. Brown Jr.,,,,,,Above the Break 3,24+ Right Center,26.15,Missed,,,,,,,,,,,,,,,,,
133,PT00M36.20S,2023-10-29T00:34:36.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612748,24,28,2023-10-29T00:34:43Z,1320000,False,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,132.0,,,,,,,,,,,,
134,PT00M31.00S,2023-10-29T00:34:55.4Z,1,REGULAR,3pt,Jump Shot,[],1629639,64.47109067017082,49.26470588235294,1610612748,24,31,2023-10-29T00:35:59Z,1330000,False,-4.0,281.0,1,right,T. Herro 28' 3PT  (8 PTS) (D. Smith 1 AST),"[1629639, 1630696]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,,Above the Break 3,24+ Center,28.15,Made,8.0,D. Smith,1630696.0,1.0,,,,,,,,,,,,,
136,PT00M16.10S,2023-10-29T00:35:22.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,6.915243101182654,46.07843137254902,1610612750,24,31,2023-10-29T00:35:27Z,1350000,False,20.0,13.0,1,left,MISS N. Reid Layup,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,Restricted Area,0-8 Center,2.32,Missed,,,,,,,,,,,,,,,,,
137,PT00M15.00S,2023-10-29T00:35:23.1Z,1,REGULAR,rebound,offensive,[],203497,,,1610612750,24,31,2023-10-29T00:35:27Z,1360000,False,,,0,,R. Gobert REBOUND (Off:1 Def:3),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,Restricted Area,0-8 Center,,,,,,,136.0,4.0,3.0,1.0,,,,,,,,,
138,PT00M15.00S,2023-10-29T00:35:24.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203497,7.046649145860711,48.28431372549019,1610612750,26,31,2023-10-29T00:35:36Z,1370000,False,9.0,14.0,1,left,R. Gobert putback DUNK (4 PTS),[203497],1610612750.0,MIN,putback,,,Gobert,R. Gobert,,,,,,Restricted Area,0-8 Center,1.62,Made,4.0,,,,,,,,,,,,,,,,
139,PT00M02.80S,2023-10-29T00:35:37.8Z,1,REGULAR,2pt,Jump Shot,[],1629639,78.40013140604468,36.51960784313725,1610612748,26,31,2023-10-29T00:35:42Z,1380000,False,-67.0,151.0,1,right,MISS T. Herro 16' pullup Shot,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,,Mid-Range,16-24 Left Center,16.49,Missed,,,,,,,,,,,,,,,,,
140,PT00M00.40S,2023-10-29T00:35:40.2Z,1,REGULAR,rebound,defensive,[],1629675,,,1610612750,26,31,2023-10-29T00:35:40Z,1390000,False,,,0,,N. Reid REBOUND (Off:0 Def:2),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,Mid-Range,16-24 Left Center,,,,,,,139.0,2.0,2.0,0.0,,,,,,,,,
141,PT00M00.40S,2023-10-29T00:35:43.3Z,1,REGULAR,3pt,Jump Shot,[],1629675,57.76938239159002,51.71568627450981,1610612750,26,31,2023-10-29T00:36:59Z,1400000,False,-9.0,491.0,1,left,MISS N. Reid 49' running 3PT,[1629675],1610612750.0,MIN,running,,,Reid,N. Reid,,,,,,Above the Break 3,24+ Center,49.06,Missed,,,,,,,,,,,,,,,,,
142,PT00M00.10S,2023-10-29T00:35:43.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612750,26,31,2023-10-29T00:36:26Z,1410000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,141.0,,,,,,,,,,,,
143,PT00M00.00S,2023-10-29T00:35:48.8Z,1,REGULAR,period,end,[],0,,,1610612750,26,31,2023-10-29T00:35:48Z,1420000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2023-10-29T00:38:21.4Z,2,REGULAR,period,start,[],0,,,1610612750,26,31,2023-10-29T00:38:21Z,1430000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT11M35.00S,2023-10-29T00:38:47.2Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612750,26,31,2023-10-29T00:38:58Z,1440000,False,,,0,,MIN shot clock Team TURNOVER,[],1610612750.0,MIN,,,,,,,,,,1628480.0,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,
146,PT11M27.00S,2023-10-29T00:39:09.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1631288,92.9862023653088,51.470588235294116,1610612748,26,33,2023-10-29T00:39:14Z,1450000,False,7.0,13.0,1,right,J. Cain alley-oop DUNK (2 PTS) (D. Smith 2 AST),"[1631288, 1630696]",1610612748.0,MIA,alley-oop,,,Cain,J. Cain,,,,,,Restricted Area,0-8 Center,1.53,Made,2.0,D. Smith,1630696.0,2.0,,,,,,,,,,,,,
148,PT11M15.00S,2023-10-29T00:39:21.9Z,2,REGULAR,3pt,Jump Shot,[],1629003,28.465834428383708,21.323529411764707,1610612750,26,33,2023-10-29T00:39:27Z,1470000,False,143.0,215.0,1,left,MISS S. Milton 25' 3PT,[1629003],1610612750.0,MIN,,,,Milton,S. Milton,,,,,,Above the Break 3,24+ Right Center,25.85,Missed,,,,,,,,,,,,,,,,,
149,PT11M13.00S,2023-10-29T00:39:23.9Z,2,REGULAR,rebound,defensive,[],1628418,,,1610612748,26,33,2023-10-29T00:39:27Z,1480000,False,,,0,,T. Bryant REBOUND (Off:2 Def:1),[1628418],1610612748.0,MIA,,,,Bryant,T. Bryant,,,,,,Above the Break 3,24+ Right Center,,,,,,,148.0,3.0,1.0,2.0,,,,,,,,,
150,PT11M04.00S,2023-10-29T00:39:32.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628418,91.01511169513797,42.40196078431372,1610612748,26,33,2023-10-29T00:40:45Z,1490000,False,-38.0,32.0,1,right,MISS T. Bryant floating Shot,[1628418],1610612748.0,MIA,floating,,,Bryant,T. Bryant,,,,,,In The Paint (Non-RA),0-8 Center,4.97,Missed,,,,,,,,,,,,,,,,,
151,PT11M02.00S,2023-10-29T00:39:34.8Z,2,REGULAR,rebound,defensive,[],203497,,,1610612750,26,33,2023-10-29T00:39:36Z,1500000,False,,,0,,R. Gobert REBOUND (Off:1 Def:4),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,150.0,5.0,4.0,1.0,,,,,,,,,
152,PT10M58.00S,2023-10-29T00:39:40.8Z,2,REGULAR,foul,personal,[],1628418,,,1610612750,26,33,2023-10-29T00:39:48Z,1510000,False,,,0,,T. Bryant personal FOUL (1 PF),"[1628418, 1629003]",1610612748.0,MIA,,,,Bryant,T. Bryant,,,,,2004.0,Mid-Range,8-16 Right,,,,,,,,,,,,,,1.0,0.0,Milton,1629003.0,,
154,PT10M58.00S,2023-10-29T00:39:47.2Z,2,REGULAR,substitution,out,[],203937,,,1610612750,26,33,2023-10-29T00:39:55Z,1530000,False,,,0,,SUB out: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT10M58.00S,2023-10-29T00:39:47.2Z,2,REGULAR,substitution,in,[],201144,,,1610612750,26,33,2023-10-29T00:39:55Z,1540000,False,,,0,,SUB in: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT10M58.00S,2023-10-29T00:40:09.1Z,2,REGULAR,turnover,out-of-bounds,[],1629003,,,1610612750,26,33,2023-10-29T00:41:53Z,1550000,False,,,0,,S. Milton bad pass out-of-bounds TURNOVER (1 TO),[1629003],1610612750.0,MIN,bad pass,,,Milton,S. Milton,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1.0,,,,,,,,
157,PT10M48.00S,2023-10-29T00:40:31.6Z,2,REGULAR,turnover,lost ball,[],1629130,,,1610612748,26,33,2023-10-29T00:40:36Z,1560000,False,,,0,,D. Robinson lost ball TURNOVER (1 TO),"[1629130, 201144]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1.0,Conley,201144.0,,,,,,
158,PT10M48.00S,2023-10-29T00:40:31.6Z,2,REGULAR,steal,,[],201144,,,1610612750,26,33,2023-10-29T00:45:55Z,1570000,False,,,0,,M. Conley STEAL (1 STL),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,
159,PT10M47.00S,2023-10-29T00:40:34.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629003,7.046649145860711,50.49019607843137,1610612750,28,33,2023-10-29T00:40:47Z,1580000,False,-2.0,14.0,1,left,S. Milton running Layup (2 PTS),[1629003],1610612750.0,MIN,running,,,Milton,S. Milton,,,,,,Restricted Area,0-8 Center,1.39,Made,2.0,,,,,,,,,,,,,,,,
160,PT10M47.00S,2023-10-29T00:40:40.6Z,2,REGULAR,foul,personal,['1freethrow'],1629130,,,1610612750,28,33,2023-10-29T00:40:46Z,1590000,False,,,0,,D. Robinson shooting personal FOUL (1 PF) (Milton 1 FT),"[1629130, 1629003]",1610612748.0,MIA,shooting,,,Robinson,D. Robinson,,,,,1627534.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,1.0,0.0,Milton,1629003.0,,
162,PT10M47.00S,2023-10-29T00:41:02.7Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],1629003,,,1610612750,28,33,2023-10-29T00:41:07Z,1610000,False,,,0,,MISS S. Milton Free Throw 1 of 1,[1629003],1610612750.0,MIN,,,,Milton,S. Milton,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
163,PT10M45.00S,2023-10-29T00:41:04.7Z,2,REGULAR,rebound,defensive,[],1628418,,,1610612748,28,33,2023-10-29T00:41:07Z,1620000,False,,,0,,T. Bryant REBOUND (Off:2 Def:2),[1628418],1610612748.0,MIA,,,,Bryant,T. Bryant,,,,,,,,,,,,,,162.0,4.0,2.0,2.0,,,,,,,,,
164,PT10M37.00S,2023-10-29T00:41:12.1Z,2,REGULAR,3pt,Jump Shot,[],1629130,65.39093298291722,47.05882352941176,1610612748,28,33,2023-10-29T00:41:17Z,1630000,False,-15.0,273.0,1,right,MISS D. Robinson 27' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,Above the Break 3,24+ Center,27.32,Missed,,,,,,,,,,,,,,,,,
