actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-12-29T01:10:43.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-12-29T01:10:43Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2023-12-29T01:10:45.8Z,1,REGULAR,jumpball,recovered,[],201144,,,1610612750,0,0,2023-12-29T01:10:45Z,40000,False,,,0,,Jump Ball R. Gobert vs. D. Lively II: Tip to M. Conley,"[201144, 203497, 1641726]",1610612750.0,MIN,startperiod,M. Conley,201144.0,Conley,M. Conley,Gobert,203497.0,Lively II,1641726.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2023-12-29T01:10:59.8Z,1,REGULAR,3pt,Jump Shot,[],201144,29.77989487516426,74.26470588235294,1610612750,0,0,2023-12-29T01:11:08Z,70000,False,-121.0,227.0,1,left,MISS M. Conley 25' 3PT,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Left Center,25.77,Missed,,,,,,,,,,,,,,,,,,
8,PT11M40.00S,2023-12-29T01:11:02.8Z,1,REGULAR,rebound,offensive,[],201144,,,1610612750,0,0,2023-12-29T01:11:08Z,80000,False,,,0,,M. Conley REBOUND (Off:1 Def:0),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Left Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
10,PT11M35.00S,2023-12-29T01:11:27.9Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630162,19.66162943495401,71.32352941176471,1610612750,0,0,2023-12-29T01:11:33Z,100000,False,-107.0,132.0,1,left,MISS A. Edwards 16' pullup Shot,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Left Center,16.99,Missed,,,,,,,,,,,,,,,,,,
11,PT11M31.00S,2023-12-29T01:11:31.9Z,1,REGULAR,rebound,defensive,[],1627884,,,1610612742,0,0,2023-12-29T01:11:33Z,110000,False,,,0,,D. Jones Jr. REBOUND (Off:0 Def:1),[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,Mid-Range,16-24 Left Center,,,10.0,1.0,1.0,0.0,,,,,,,,,,,,,,
12,PT11M21.00S,2023-12-29T01:11:41.2Z,1,REGULAR,3pt,Jump Shot,[],1629684,71.56701708278581,22.30392156862745,1610612742,0,3,2023-12-29T01:11:46Z,120000,False,-138.0,215.0,1,right,G. Williams 25' 3PT  (3 PTS) (D. Exum 1 AST),"[1629684, 203957]",1610612742.0,DAL,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Left Center,25.56,Made,,,,,3.0,D. Exum,203957.0,1.0,,,,,,,,,,
14,PT11M02.00S,2023-12-29T01:12:00.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,5.781865965834428,48.67493872549019,1610612750,2,3,2023-12-29T01:12:06Z,140000,False,7.0,2.0,1,left,A. Edwards driving Layup (2 PTS),[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,0.68,Made,,,,,2.0,,,,,,,,,,,,,
15,PT10M52.00S,2023-12-29T01:12:11.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203957,91.93495400788436,47.30392156862745,1610612742,2,3,2023-12-29T01:12:16Z,150000,False,-13.0,23.0,1,right,MISS D. Exum driving finger roll Layup,[203957],1610612742.0,DAL,driving finger roll,,,Exum,D. Exum,,,,,Restricted Area,0-8 Center,2.69,Missed,,,,,,,,,,,,,,,,,,
16,PT10M50.00S,2023-12-29T01:12:13.3Z,1,REGULAR,rebound,offensive,[],1641726,,,1610612742,2,3,2023-12-29T01:12:13Z,160000,False,,,0,,D. Lively II REBOUND (Off:1 Def:0),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Restricted Area,0-8 Center,,,15.0,1.0,0.0,1.0,,,,,,,,,,,,,,
17,PT10M49.00S,2023-12-29T01:12:14.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629684,67.09921156373193,52.450980392156865,1610612742,2,3,2023-12-29T01:12:19Z,170000,False,12.0,257.0,1,right,MISS G. Williams 25' 3PT,[1629684],1610612742.0,DAL,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Center,25.71,Missed,,,,,,,,,,,,,,,,,,
