actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
168,PT00M05.00S,2024-03-23T00:37:48.3Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,22,20,2024-03-23T00:37:56Z,1680000,False,,,0,,A. Edwards REBOUND (Off:0 Def:5),[1630162],1610612750.0,MIN,,,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,,,,167.0,5.0,5.0,0.0,,,,,,,,,,,,
169,PT00M02.10S,2024-03-23T00:37:51.1Z,1,REGULAR,3pt,Jump Shot,[],1629162,24.129434954007884,84.31372549019608,1610612750,25,20,2024-03-23T00:37:59Z,1690000,False,-172.0,174.0,1,left,J. McLaughlin 24' 3PT  (3 PTS) (A. Edwards 2 AST),"[1629162, 1630162]",1610612750.0,MIN,,,,,McLaughlin,J. McLaughlin,,,,,Above the Break 3,24+ Left Center,24.46,Made,3.0,,,,,,,,,,,,,,A. Edwards,1630162.0,2.0
171,PT00M00.20S,2024-03-23T00:38:02.6Z,1,REGULAR,3pt,Jump Shot,[],202694,31.882391590013142,6.862745098039216,1610612739,25,20,2024-03-23T00:39:58Z,1710000,False,-216.0,588.0,1,right,MISS M. Morris Sr. 62' 3PT,[202694],1610612739.0,CLE,,,,,Morris Sr.,M. Morris Sr.,,,,,Above the Break 3,24+ Right Center,62.61,Missed,,,,,,,,,,,,,,,,,
172,PT00M00.10S,2024-03-23T00:38:02.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612739,25,20,2024-03-23T00:39:58Z,1720000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,Above the Break 3,24+ Right Center,,,,171.0,,,,,,,,,,,,,,,
173,PT00M00.00S,2024-03-23T00:38:09.8Z,1,REGULAR,period,end,[],0,,,1610612739,25,20,2024-03-23T00:38:09Z,1730000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2024-03-23T00:40:07.0Z,2,REGULAR,substitution,out,['startperiod'],1630183,,,1610612739,25,20,2024-03-23T00:40:22Z,1740000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2024-03-23T00:40:07.0Z,2,REGULAR,substitution,out,['startperiod'],1630162,,,1610612739,25,20,2024-03-23T00:40:22Z,1750000,False,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2024-03-23T00:40:07.0Z,2,REGULAR,substitution,out,['startperiod'],1629636,,,1610612739,25,20,2024-03-23T00:40:22Z,1760000,False,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2024-03-23T00:40:07.0Z,2,REGULAR,substitution,out,['startperiod'],202684,,,1610612739,25,20,2024-03-23T00:40:22Z,1770000,False,,,0,,SUB out: T. Thompson,[202684],1610612739.0,CLE,,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2024-03-23T00:40:07.0Z,2,REGULAR,substitution,in,['startperiod'],203497,,,1610612739,25,20,2024-03-23T00:40:22Z,1780000,False,,,0,,SUB in: R. Gobert,[203497],1610612750.0,MIN,,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2024-03-23T00:40:07.0Z,2,REGULAR,substitution,in,['startperiod'],1629638,,,1610612739,25,20,2024-03-23T00:40:22Z,1790000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2024-03-23T00:40:07.0Z,2,REGULAR,substitution,in,['startperiod'],1627777,,,1610612739,25,20,2024-03-23T00:40:22Z,1800000,False,,,0,,SUB in: G. Niang,[1627777],1610612739.0,CLE,,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2024-03-23T00:40:07.0Z,2,REGULAR,substitution,in,['startperiod'],1628386,,,1610612739,25,20,2024-03-23T00:40:22Z,1810000,False,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2024-03-23T00:40:38.5Z,2,REGULAR,period,start,[],0,,,1610612739,25,20,2024-03-23T00:40:38Z,1820000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT11M43.00S,2024-03-23T00:40:55.3Z,2,REGULAR,3pt,Jump Shot,[],1630241,71.17279894875165,25.49019607843137,1610612739,25,20,2024-03-23T00:49:16Z,1830000,False,-123.0,218.0,1,right,MISS S. Merrill 25' 3PT,[1630241],1610612739.0,CLE,,,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Left Center,25.05,Missed,,,,,,,,,,,,,,,,,
184,PT11M38.00S,2024-03-23T00:41:00.3Z,2,REGULAR,rebound,defensive,[],203937,,,1610612750,25,20,2024-03-23T00:41:02Z,1840000,False,,,0,,K. Anderson REBOUND (Off:0 Def:1),[203937],1610612750.0,MIN,,,,,Anderson,K. Anderson,,,,,Above the Break 3,24+ Left Center,,,,183.0,1.0,1.0,0.0,,,,,,,,,,,,
185,PT11M24.00S,2024-03-23T00:41:13.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,18.74178712220762,53.431372549019606,1610612750,27,20,2024-03-23T00:41:18Z,1850000,False,-17.0,124.0,1,left,K. Anderson 12' pullup Jump Shot (2 PTS) (M. Morris 1 AST),"[203937, 1628420]",1610612750.0,MIN,,pullup,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),8-16 Center,12.49,Made,2.0,,,,,,,,,,,,,,M. Morris,1628420.0,1.0
187,PT11M17.00S,2024-03-23T00:41:24.1Z,2,REGULAR,foul,offensive,[],1627777,,,1610612739,27,20,2024-03-23T00:41:30Z,1870000,False,,,0,,G. Niang offensive FOUL (2 PF),"[1627777, 1629638]",1610612739.0,CLE,1628953.0,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,2.0,0.0,Alexander-Walker,1629638.0,,,,,,
189,PT11M17.00S,2024-03-23T00:41:24.1Z,2,REGULAR,turnover,offensive foul,[],1627777,,,1610612739,27,20,2024-03-23T00:41:24Z,1890000,False,,,0,,G. Niang offensive foul TURNOVER (1 TO),[1627777],1610612739.0,CLE,1628953.0,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,1.0,,,,,
190,PT11M17.00S,2024-03-23T00:41:34.2Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612750,27,20,2024-03-23T00:41:43Z,1900000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612739.0,CLE,203593.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT11M03.00S,2024-03-23T00:42:03.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203937,16.507884362680684,57.84313725490197,1610612750,27,20,2024-03-23T00:50:38Z,1910000,False,-39.0,103.0,1,left,MISS K. Anderson 10' driving floating Shot,[203937],1610612750.0,MIN,,driving floating,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),8-16 Center,10.99,Missed,,,,,,,,,,,,,,,,,
192,PT10M59.00S,2024-03-23T00:42:07.0Z,2,REGULAR,rebound,defensive,[],202694,,,1610612739,27,20,2024-03-23T00:42:08Z,1920000,False,,,0,,M. Morris Sr. REBOUND (Off:0 Def:1),[202694],1610612739.0,CLE,,,,,Morris Sr.,M. Morris Sr.,,,,,In The Paint (Non-RA),8-16 Center,,,,191.0,1.0,1.0,0.0,,,,,,,,,,,,
193,PT10M49.00S,2024-03-23T00:42:20.6Z,2,REGULAR,foul,technical,['1freethrow'],203497,,,1610612739,27,20,2024-03-23T00:42:29Z,1930000,False,,,0,,R. Gobert defensive-3-second technical FOUL (1 Tech),[203497],1610612750.0,MIN,203593.0,defensive-3-second,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,0.0,1.0,,,,,,,,
194,PT10M49.00S,2024-03-23T00:42:37.5Z,2,REGULAR,freethrow,1 of 1,[],1630241,,,1610612739,27,21,2024-03-23T00:42:37Z,1940000,False,,,0,,S. Merrill technical Free Throw 1 of 1 (1 PTS),[1630241],1610612739.0,CLE,,technical,,,Merrill,S. Merrill,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,
195,PT10M43.00S,2024-03-23T00:43:00.0Z,2,REGULAR,3pt,Jump Shot,[],1630241,71.82982917214193,24.509803921568626,1610612739,27,24,2024-03-23T00:43:06Z,1950000,False,-127.0,212.0,1,right,S. Merrill 24' 3PT pullup (4 PTS) (J. Allen 2 AST),"[1630241, 1628386]",1610612739.0,CLE,,pullup,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Left Center,24.76,Made,4.0,,,,,,,,,,,,,,J. Allen,1628386.0,2.0
197,PT10M23.00S,2024-03-23T00:43:19.4Z,2,REGULAR,3pt,Jump Shot,[],1628420,23.866622864651774,15.931372549019606,1610612750,27,24,2024-03-23T00:43:25Z,1970000,False,170.0,172.0,1,left,MISS M. Morris 24' 3PT,[1628420],1610612750.0,MIN,,,,,Morris,M. Morris,,,,,Above the Break 3,24+ Right Center,24.19,Missed,,,,,,,,,,,,,,,,,
198,PT10M19.00S,2024-03-23T00:43:23.4Z,2,REGULAR,rebound,offensive,[],203497,,,1610612750,27,24,2024-03-23T00:43:25Z,1980000,False,,,0,,R. Gobert REBOUND (Off:2 Def:2),[203497],1610612750.0,MIN,,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Right Center,,,,197.0,4.0,2.0,2.0,,,,,,,,,,,,
199,PT10M16.00S,2024-03-23T00:43:26.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629162,8.229303547963205,96.56862745098039,1610612750,30,24,2024-03-23T00:43:31Z,1990000,False,-233.0,25.0,1,left,J. McLaughlin 3PT  (6 PTS) (R. Gobert 1 AST),"[1629162, 203497]",1610612750.0,MIN,,,,,McLaughlin,J. McLaughlin,,,,,Left Corner 3,24+ Left,23.41,Made,6.0,,,,,,,,,,,,,,R. Gobert,203497.0,1.0
201,PT10M05.00S,2024-03-23T00:43:37.1Z,2,REGULAR,3pt,Jump Shot,[],1627747,67.23061760840999,47.794117647058826,1610612739,30,27,2024-03-23T00:43:41Z,2010000,False,-11.0,256.0,1,right,C. LeVert 25' 3PT pullup (5 PTS),[1627747],1610612739.0,CLE,,pullup,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Center,25.57,Made,5.0,,,,,,,,,,,,,,,,
203,PT09M48.00S,2024-03-23T00:43:54.9Z,2,REGULAR,3pt,Jump Shot,[],1628420,24.83574244415243,14.728860294117647,1610612750,33,27,2024-03-23T00:44:01Z,2030000,False,176.0,181.0,1,left,M. Morris 25' 3PT  (3 PTS) (K. Anderson 2 AST),"[1628420, 203937]",1610612750.0,MIN,,,,,Morris,M. Morris,,,,,Above the Break 3,24+ Right Center,25.27,Made,3.0,,,,,,,,,,,,,,K. Anderson,203937.0,2.0
205,PT09M36.00S,2024-03-23T00:44:09.8Z,2,REGULAR,foul,personal,[],1629638,,,1610612739,33,27,2024-03-23T00:44:15Z,2050000,False,,,0,,N. Alexander-Walker personal FOUL (3 PF),"[1629638, 1627747]",1610612750.0,MIN,203593.0,,,,Alexander-Walker,N. Alexander-Walker,,,,,Mid-Range,8-16 Center,,,,,,,,,,3.0,0.0,LeVert,1627747.0,,,,,,
207,PT09M36.00S,2024-03-23T00:44:17.4Z,2,REGULAR,substitution,out,[],1629638,,,1610612739,33,27,2024-03-23T00:44:21Z,2070000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT09M36.00S,2024-03-23T00:44:17.4Z,2,REGULAR,substitution,in,[],201144,,,1610612739,33,27,2024-03-23T00:44:21Z,2080000,False,,,0,,SUB in: M. Conley,[201144],1610612750.0,MIN,,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT09M20.00S,2024-03-23T00:44:53.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,92.06636005256242,54.90196078431373,1610612739,33,27,2024-03-23T00:44:59Z,2090000,False,25.0,22.0,1,right,MISS C. LeVert driving Layup,[1627747],1610612739.0,CLE,,driving,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,3.3,Missed,,,,,,,,,,,,,,,,,
210,PT09M18.00S,2024-03-23T00:44:55.3Z,2,REGULAR,rebound,defensive,[],203497,,,1610612750,33,27,2024-03-23T00:44:59Z,2100000,False,,,0,,R. Gobert REBOUND (Off:2 Def:3),[203497],1610612750.0,MIN,,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,209.0,5.0,3.0,2.0,,,,,,,,,,,,
211,PT09M11.00S,2024-03-23T00:45:02.0Z,2,REGULAR,3pt,Jump Shot,[],1629162,6.652431011826544,5.637254901960785,1610612750,36,27,2024-03-23T00:45:07Z,2110000,False,222.0,10.0,1,left,J. McLaughlin 3PT  (9 PTS) (M. Morris 2 AST),"[1629162, 1628420]",1610612750.0,MIN,,,,,McLaughlin,J. McLaughlin,,,,,Right Corner 3,24+ Right,22.2,Made,9.0,,,,,,,,,,,,,,M. Morris,1628420.0,2.0
213,PT08M54.00S,2024-03-23T00:45:18.4Z,2,REGULAR,3pt,Jump Shot,[],1630241,89.83245729303549,5.147058823529411,1610612739,36,27,2024-03-23T00:45:22Z,2130000,False,-224.0,43.0,1,right,MISS S. Merrill 3PT,[1630241],1610612739.0,CLE,,,,,Merrill,S. Merrill,,,,,Left Corner 3,24+ Left,22.84,Missed,,,,,,,,,,,,,,,,,
214,PT08M53.00S,2024-03-23T00:45:19.4Z,2,REGULAR,rebound,defensive,[],201144,,,1610612750,36,27,2024-03-23T00:45:22Z,2140000,False,,,0,,M. Conley REBOUND (Off:0 Def:1),[201144],1610612750.0,MIN,,,,,Conley,M. Conley,,,,,Left Corner 3,24+ Left,,,,213.0,1.0,1.0,0.0,,,,,,,,,,,,
215,PT08M41.00S,2024-03-23T00:45:32.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628420,18.2161629434954,46.568627450980394,1610612750,36,27,2024-03-23T00:45:40Z,2150000,False,17.0,119.0,1,left,MISS M. Morris 11' floating Shot - blocked,"[1628420, 1627747]",1610612750.0,MIN,,floating,,,Morris,M. Morris,,,,,In The Paint (Non-RA),8-16 Center,11.99,Missed,,,,,,LeVert,1627747.0,,,,,,,,,,
216,PT08M41.00S,2024-03-23T00:45:32.7Z,2,REGULAR,block,,[],1627747,,,1610612750,36,27,2024-03-23T00:45:34Z,2160000,False,,,0,,C. LeVert BLOCK (1 BLK),[1627747],1610612739.0,CLE,,,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,
217,PT08M38.00S,2024-03-23T00:45:35.7Z,2,REGULAR,rebound,defensive,[],1628386,,,1610612739,36,27,2024-03-23T00:45:40Z,2170000,False,,,0,,J. Allen REBOUND (Off:4 Def:3),[1628386],1610612739.0,CLE,,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),8-16 Center,,,,215.0,7.0,3.0,4.0,,,,,,,,,,,,
218,PT08M33.00S,2024-03-23T00:45:40.2Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",202694,91.40932982917214,53.92156862745098,1610612739,36,29,2024-03-23T00:58:28Z,2180000,False,20.0,28.0,1,right,M. Morris Sr. running finger roll Layup (4 PTS),[202694],1610612739.0,CLE,,running finger roll,,,Morris Sr.,M. Morris Sr.,,,,,Restricted Area,0-8 Center,3.44,Made,4.0,,,,,,,,,,,,,,,,
219,PT08M16.00S,2024-03-23T00:45:56.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,14.14257555847569,54.166666666666664,1610612750,36,29,2024-03-23T01:01:28Z,2190000,False,-21.0,80.0,1,left,MISS K. Anderson 8' turnaround fadeaway Shot,[203937],1610612750.0,MIN,,turnaround fadeaway,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),8-16 Center,8.3,Missed,,,,,,,,,,,,,,,,,
220,PT08M13.00S,2024-03-23T00:45:59.5Z,2,REGULAR,rebound,defensive,[],202694,,,1610612739,36,29,2024-03-23T00:46:01Z,2200000,False,,,0,,M. Morris Sr. REBOUND (Off:0 Def:2),[202694],1610612739.0,CLE,,,,,Morris Sr.,M. Morris Sr.,,,,,In The Paint (Non-RA),8-16 Center,,,,219.0,2.0,2.0,0.0,,,,,,,,,,,,
221,PT08M07.00S,2024-03-23T00:46:06.2Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628386,92.85479632063075,51.470588235294116,1610612739,36,31,2024-03-23T03:59:14Z,2210000,False,7.0,15.0,1,right,J. Allen running Layup (9 PTS) (M. Morris Sr. 1 AST),"[1628386, 202694]",1610612739.0,CLE,,running,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,1.65,Made,9.0,,,,,,,,,,,,,,M. Morris Sr.,202694.0,1.0
223,PT07M37.00S,2024-03-23T00:46:36.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201144,7.046649145860711,56.372549019607845,1610612750,38,31,2024-03-23T00:46:45Z,2230000,False,-32.0,14.0,1,left,M. Conley driving finger roll Layup (4 PTS),[201144],1610612750.0,MIN,,driving finger roll,,,Conley,M. Conley,,,,,Restricted Area,0-8 Center,3.47,Made,4.0,,,,,,,,,,,,,,,,
224,PT07M22.00S,2024-03-23T00:46:50.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628386,89.17542706964521,47.794117647058826,1610612739,38,31,2024-03-23T00:46:54Z,2240000,False,-11.0,49.0,1,right,MISS J. Allen Hook - blocked,"[1628386, 203497]",1610612739.0,CLE,,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,5.05,Missed,,,,,,Gobert,203497.0,,,,,,,,,,
225,PT07M22.00S,2024-03-23T00:46:50.9Z,2,REGULAR,block,,[],203497,,,1610612739,38,31,2024-03-23T00:46:52Z,2250000,False,,,0,,R. Gobert BLOCK (2 BLK),[203497],1610612750.0,MIN,,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
226,PT07M21.00S,2024-03-23T00:46:51.9Z,2,REGULAR,rebound,defensive,[],203497,,,1610612750,38,31,2024-03-23T00:46:54Z,2260000,False,,,0,,R. Gobert REBOUND (Off:2 Def:4),[203497],1610612750.0,MIN,,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,224.0,6.0,4.0,2.0,,,,,,,,,,,,
227,PT07M08.00S,2024-03-23T00:47:05.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201144,11.383048620236531,62.00980392156863,1610612750,38,31,2024-03-23T00:47:13Z,2270000,False,-60.0,55.0,1,left,MISS M. Conley 8' turnaround fadeaway Shot,[201144],1610612750.0,MIN,,turnaround fadeaway,,,Conley,M. Conley,,,,,In The Paint (Non-RA),8-16 Left,8.11,Missed,,,,,,,,,,,,,,,,,
228,PT07M06.00S,2024-03-23T00:47:07.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612750,38,31,2024-03-23T00:47:13Z,2280000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,In The Paint (Non-RA),8-16 Left,,,,227.0,,,,,,,,,,,,,,,
229,PT07M06.00S,2024-03-23T00:47:12.4Z,2,REGULAR,foul,personal,[],1627777,,,1610612750,38,31,2024-03-23T00:47:21Z,2290000,False,,,0,,G. Niang loose ball personal FOUL (3 PF),"[1627777, 203497]",1610612739.0,CLE,203593.0,loose ball,,,Niang,G. Niang,,,,,Restricted Area,0-8 Center,,,,,,,,,,3.0,0.0,Gobert,203497.0,,,,,,
231,PT07M06.00S,2024-03-23T00:47:22.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,38,31,2024-03-23T00:47:22Z,2310000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT07M06.00S,2024-03-23T00:49:03.6Z,2,REGULAR,substitution,out,[],203937,,,1610612750,38,31,2024-03-23T00:50:03Z,2320000,False,,,0,,SUB out: K. Anderson,[203937],1610612750.0,MIN,,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT07M06.00S,2024-03-23T00:49:03.6Z,2,REGULAR,substitution,out,[],202694,,,1610612750,38,31,2024-03-23T00:50:03Z,2330000,False,,,0,,SUB out: M. Morris Sr.,[202694],1610612739.0,CLE,,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M06.00S,2024-03-23T00:49:03.6Z,2,REGULAR,substitution,in,[],1629675,,,1610612750,38,31,2024-03-23T00:50:03Z,2340000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M06.00S,2024-03-23T00:49:03.6Z,2,REGULAR,substitution,in,[],1630171,,,1610612750,38,31,2024-03-23T00:50:03Z,2350000,False,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M58.00S,2024-03-23T00:50:21.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],201144,24.392247043363994,13.970588235294118,1610612750,41,31,2024-03-23T00:50:27Z,2360000,False,180.0,177.0,1,left,M. Conley 25' 3PT pullup (7 PTS) (J. McLaughlin 1 AST),"[201144, 1629162]",1610612750.0,MIN,,pullup,,,Conley,M. Conley,,,,,Above the Break 3,24+ Right Center,25.24,Made,7.0,,,,,,,,,,,,,,J. McLaughlin,1629162.0,1.0
238,PT06M32.00S,2024-03-23T00:50:46.8Z,2,REGULAR,3pt,Jump Shot,[],1630241,70.90998685939553,75.73529411764706,1610612739,41,31,2024-03-23T01:05:12Z,2380000,False,129.0,221.0,1,right,MISS S. Merrill 25' pullup 3PT,[1630241],1610612739.0,CLE,,pullup,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Right Center,25.57,Missed,,,,,,,,,,,,,,,,,
239,PT06M29.00S,2024-03-23T00:50:49.8Z,2,REGULAR,rebound,defensive,[],203497,,,1610612750,41,31,2024-03-23T00:50:51Z,2390000,False,,,0,,R. Gobert REBOUND (Off:2 Def:5),[203497],1610612750.0,MIN,,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Right Center,,,,238.0,7.0,5.0,2.0,,,,,,,,,,,,
240,PT06M16.00S,2024-03-23T00:51:03.7Z,2,REGULAR,turnover,lost ball,[],1629675,,,1610612750,41,31,2024-03-23T00:51:09Z,2400000,False,,,0,,N. Reid lost ball TURNOVER (1 TO),"[1629675, 1630171]",1610612750.0,MIN,,,,,Reid,N. Reid,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,1.0,Okoro,1630171.0,,,
241,PT06M16.00S,2024-03-23T00:51:03.7Z,2,REGULAR,steal,,[],1630171,,,1610612739,41,31,2024-03-23T01:17:51Z,2410000,False,,,0,,I. Okoro STEAL (2 STL),[1630171],1610612739.0,CLE,,,,,Okoro,I. Okoro,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,
242,PT06M12.00S,2024-03-23T00:51:07.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630171,92.59198423127464,55.392156862745104,1610612739,41,33,2024-03-23T00:51:15Z,2420000,False,27.0,17.0,1,right,I. Okoro running Layup (3 PTS),[1630171],1610612739.0,CLE,,running,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,3.2,Made,3.0,,,,,,,,,,,,,,,,
243,PT05M48.00S,2024-03-23T00:51:31.0Z,2,REGULAR,2pt,Jump Shot,[],1628420,18.2161629434954,30.88235294117647,1610612750,41,33,2024-03-23T00:51:36Z,2430000,False,96.0,119.0,1,left,MISS M. Morris 15' pullup Shot,[1628420],1610612750.0,MIN,,pullup,,,Morris,M. Morris,,,,,Mid-Range,8-16 Right,15.24,Missed,,,,,,,,,,,,,,,,,
244,PT05M46.00S,2024-03-23T00:51:33.0Z,2,REGULAR,rebound,defensive,[],1630241,,,1610612739,41,33,2024-03-23T00:51:36Z,2440000,False,,,0,,S. Merrill REBOUND (Off:0 Def:1),[1630241],1610612739.0,CLE,,,,,Merrill,S. Merrill,,,,,Mid-Range,8-16 Right,,,,243.0,1.0,1.0,0.0,,,,,,,,,,,,
245,PT05M34.00S,2024-03-23T00:51:45.3Z,2,REGULAR,3pt,Jump Shot,[],1630241,74.06373193166885,19.11764705882353,1610612739,41,36,2024-03-23T00:51:51Z,2450000,False,-154.0,191.0,1,right,S. Merrill 24' 3PT  (7 PTS) (J. Allen 3 AST),"[1630241, 1628386]",1610612739.0,CLE,,,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Left Center,24.58,Made,7.0,,,,,,,,,,,,,,J. Allen,1628386.0,3.0
247,PT05M06.00S,2024-03-23T00:52:12.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629675,9.674770039421814,61.274509803921575,1610612750,41,36,2024-03-23T01:09:29Z,2470000,False,-56.0,38.0,1,left,MISS N. Reid 6' driving floating Shot,[1629675],1610612750.0,MIN,,driving floating,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,6.82,Missed,,,,,,,,,,,,,,,,,
248,PT05M04.00S,2024-03-23T00:52:14.9Z,2,REGULAR,rebound,defensive,[],1627747,,,1610612739,41,36,2024-03-23T00:52:19Z,2480000,False,,,0,,C. LeVert REBOUND (Off:1 Def:3),[1627747],1610612739.0,CLE,,,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),0-8 Center,,,,247.0,4.0,3.0,1.0,,,,,,,,,,,,
249,PT04M57.00S,2024-03-23T00:52:21.7Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627747,92.59198423127464,54.41176470588235,1610612739,41,36,2024-03-23T01:09:40Z,2490000,False,22.0,17.0,1,right,MISS C. LeVert running Layup,[1627747],1610612739.0,CLE,,running,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,2.79,Missed,,,,,,,,,,,,,,,,,
