actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-04-13T00:10:37.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-04-13T00:10:37Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2024-04-13T00:10:43.2Z,1,REGULAR,jumpball,recovered,[],203992,,,1610612737,0,0,2024-04-13T00:10:43Z,40000,False,,,0,,Jump Ball C. Capela vs. R. Gobert: Tip to B. Bogdanovic,"[203992, 203991, 203497]",1610612737.0,ATL,startperiod,B. Bogdanovic,203992.0,Bogdanovic,B. Bogdanovic,Capela,203991.0,Gobert,203497.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2024-04-13T00:10:52.7Z,1,REGULAR,foul,personal,['3freethrow'],1626157,,,1610612737,0,0,2024-04-13T00:11:04Z,70000,False,,,0,,K. Towns shooting personal FOUL (1 PF) (Hunter 3 FT),"[1626157, 1629631]",1610612750.0,MIN,shooting,,,Towns,K. Towns,,,,,Left Corner 3,24+ Left,1626301.0,1.0,0.0,Hunter,1629631.0,,,,,,,,,,,,,,,
9,PT11M45.00S,2024-04-13T00:11:22.3Z,1,REGULAR,freethrow,1 of 3,[],1629631,,,1610612737,0,1,2024-04-13T00:11:22Z,90000,False,,,0,,D. Hunter Free Throw 1 of 3 (1 PTS),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
10,PT11M45.00S,2024-04-13T00:11:35.7Z,1,REGULAR,freethrow,2 of 3,[],1629631,,,1610612737,0,2,2024-04-13T00:11:35Z,100000,False,,,0,,D. Hunter Free Throw 2 of 3 (2 PTS),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
11,PT11M45.00S,2024-04-13T00:11:50.4Z,1,REGULAR,freethrow,3 of 3,[],1629631,,,1610612737,0,3,2024-04-13T00:11:50Z,110000,False,,,0,,D. Hunter Free Throw 3 of 3 (3 PTS),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
12,PT11M23.00S,2024-04-13T00:12:14.3Z,1,REGULAR,3pt,Jump Shot,[],201144,26.806833114323258,78.20925245098039,1610612750,0,3,2024-04-13T00:12:20Z,120000,False,-141.0,199.0,1,left,MISS M. Conley 24' step back 3PT,[201144],1610612750.0,MIN,step back,,,Conley,M. Conley,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,24.43,,,,,,,,,,,,
13,PT11M19.00S,2024-04-13T00:12:18.3Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,0,3,2024-04-13T00:12:20Z,130000,False,,,0,,C. Capela REBOUND (Off:0 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Left Center,,,,,,,,,12.0,1.0,1.0,0.0,,,,,,,,
14,PT11M12.00S,2024-04-13T00:12:24.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,81.42247043363994,50.49019607843137,1610612737,0,3,2024-04-13T00:12:29Z,140000,False,2.0,122.0,1,right,MISS D. Murray 12' turnaround Shot,[1627749],1610612737.0,ATL,turnaround,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,12.21,,,,,,,,,,,,
15,PT11M09.00S,2024-04-13T00:12:27.6Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,0,3,2024-04-13T00:12:29Z,150000,False,,,0,,R. Gobert REBOUND (Off:0 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,
16,PT11M05.00S,2024-04-13T00:12:35.5Z,1,REGULAR,foul,personal,[],1627749,,,1610612750,0,3,2024-04-13T00:12:42Z,160000,False,,,0,,D. Murray personal FOUL (1 PF),"[1627749, 1630183]",1610612737.0,ATL,,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,1626301.0,1.0,0.0,McDaniels,1630183.0,,,,,,,,,,,,,,,
18,PT11M00.00S,2024-04-13T00:12:55.2Z,1,REGULAR,3pt,Jump Shot,[],1626157,19.44809461235217,90.95435049019608,1610612750,0,3,2024-04-13T00:13:02Z,180000,False,-205.0,130.0,1,left,MISS K. Towns 24' 3PT,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,24.27,,,,,,,,,,,,
19,PT10M59.00S,2024-04-13T00:12:56.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612737,0,3,2024-04-13T00:13:02Z,190000,False,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,18.0,,,,,,,,,,,
21,PT10M49.00S,2024-04-13T00:13:18.6Z,1,REGULAR,2pt,Jump Shot,[],1629027,88.17345597897503,29.281556372549016,1610612737,0,5,2024-04-13T00:16:44Z,210000,False,-104.0,59.0,1,right,T. Young 11' driving floating bank Jump Shot (2 PTS) (C. Capela 1 AST),"[1629027, 203991]",1610612737.0,ATL,driving floating bank,,,Young,T. Young,,,,,Mid-Range,8-16 Left,,,,,,Made,2.0,11.91,,,,,C. Capela,203991.0,1.0,,,,,
22,PT10M31.00S,2024-04-13T00:13:36.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,6.044678055190539,46.22395833333333,1610612750,0,5,2024-04-13T00:13:44Z,220000,False,19.0,4.0,1,left,MISS A. Edwards driving reverse Layup,[1630162],1610612750.0,MIN,driving reverse,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,,Missed,,1.94,,,,,,,,,,,,
23,PT10M28.00S,2024-04-13T00:13:39.9Z,1,REGULAR,rebound,offensive,[],1626157,,,1610612750,0,5,2024-04-13T00:13:44Z,230000,False,,,0,,K. Towns REBOUND (Off:1 Def:0),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,,,,,22.0,1.0,0.0,1.0,,,,,,,,
24,PT10M28.00S,2024-04-13T00:13:40.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626157,5.590000152587891,50.0,1610612750,2,5,2024-04-13T00:13:40Z,240000,False,0.0,0.0,1,left,K. Towns tip Layup (2 PTS),[1626157],1610612750.0,MIN,tip,,,Towns,K. Towns,,,,,Mid-Range,8-16 Left,,,,,,Made,2.0,0.0,,,,,,,,,,,,
25,PT10M19.00S,2024-04-13T00:13:49.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203991,93.29829172141918,44.77251838235294,1610612737,2,7,2024-04-13T00:13:55Z,250000,False,-26.0,10.0,1,right,C. Capela reverse Layup (2 PTS) (D. Murray 1 AST),"[203991, 1627749]",1610612737.0,ATL,reverse,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,2.81,,,,,D. Murray,1627749.0,1.0,,,,,
27,PT10M07.00S,2024-04-13T00:14:01.9Z,1,REGULAR,turnover,out-of-bounds,[],1630162,,,1610612750,2,7,2024-04-13T00:14:07Z,270000,False,,,0,,A. Edwards bad pass out-of-bounds TURNOVER (1 TO),[1630162],1610612750.0,MIN,bad pass,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Center,1626302.0,,,,,,,,,,,,,,,1.0,,,,
28,PT09M57.00S,2024-04-13T00:14:18.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629631,71.56701708278581,23.03921568627451,1610612737,2,7,2024-04-13T00:14:23Z,280000,False,-135.0,215.0,1,right,MISS D. Hunter 25' 3PT,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,25.36,,,,,,,,,,,,
29,PT09M54.00S,2024-04-13T00:14:21.1Z,1,REGULAR,rebound,defensive,[],201144,,,1610612750,2,7,2024-04-13T00:14:23Z,290000,False,,,0,,M. Conley REBOUND (Off:0 Def:1),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Left Center,,,,,,,,,28.0,1.0,1.0,0.0,,,,,,,,
30,PT09M51.00S,2024-04-13T00:14:29.3Z,1,REGULAR,foul,personal,[],1629631,,,1610612750,2,7,2024-04-13T00:14:34Z,300000,False,,,0,,D. Hunter personal FOUL (1 PF),"[1629631, 1626157]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Mid-Range,8-16 Right,1162.0,1.0,0.0,Towns,1626157.0,,,,,,,,,,,,,,,
33,PT09M41.00S,2024-04-13T00:15:16.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,6.176084099868594,50.635723039215684,1610612750,4,7,2024-04-13T00:15:23Z,330000,False,-3.0,6.0,1,left,R. Gobert driving DUNK (2 PTS) (K. Towns 1 AST),"[203497, 1626157]",1610612750.0,MIN,driving,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,0.64,,,,,K. Towns,1626157.0,1.0,,,,,
