actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-12-07T00:44:01.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-12-07T00:44:01Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-12-07T00:44:06.2Z,1,REGULAR,jumpball,recovered,[],1630170,,,1610612759,0,0,2023-12-07T00:44:06Z,40000,False,,,0,,Jump Ball V. Wembanyama vs. R. Gobert: Tip to D. Vassell,"[1630170, 1641705, 203497]",1610612759.0,SAS,startperiod,D. Vassell,1630170.0,Vassell,D. Vassell,Wembanyama,1641705.0,Gobert,203497.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M38.00S,2023-12-07T00:44:24.9Z,1,REGULAR,2pt,Jump Shot,[],1641705,93.64323258869908,11.76470588235294,1610612759,0,0,2023-12-07T00:44:35Z,70000,False,-191.0,7.0,1,right,MISS V. Wembanyama 19' turnaround Shot,[1641705],1610612759.0,SAS,turnaround,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,16-24 Left,19.13,Missed,,,,,,,,,,,,,,,,,,
8,PT11M34.00S,2023-12-07T00:44:28.9Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,0,0,2023-12-07T00:44:35Z,80000,False,,,0,,A. Edwards REBOUND (Off:0 Def:1),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Left,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
10,PT11M27.00S,2023-12-07T00:44:34.9Z,1,REGULAR,2pt,Jump Shot,[],1630162,19.004599211563733,77.69607843137256,1610612750,0,0,2023-12-07T00:44:42Z,100000,False,-138.0,126.0,1,left,MISS A. Edwards 18' pullup bank Shot,[1630162],1610612750.0,MIN,pullup bank,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Left Center,18.73,Missed,,,,,,,,,,,,,,,,,,
11,PT11M24.00S,2023-12-07T00:44:37.9Z,1,REGULAR,rebound,defensive,[],1628380,,,1610612759,0,0,2023-12-07T00:44:42Z,110000,False,,,0,,Z. Collins REBOUND (Off:0 Def:1),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Mid-Range,16-24 Left Center,,,10.0,1.0,1.0,0.0,,,,,,,,,,,,,,
12,PT11M18.00S,2023-12-07T00:44:46.7Z,1,REGULAR,foul,personal,['2freethrow'],201144,,,1610612759,0,0,2023-12-07T00:45:02Z,120000,False,,,0,,M. Conley shooting personal FOUL (1 PF) (Osman 2 FT),"[201144, 1626224]",1610612750.0,MIN,shooting,,,Conley,M. Conley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1627961.0,1.0,0.0,Osman,1626224.0,,,,,,,,,
14,PT11M18.00S,2023-12-07T00:45:11.7Z,1,REGULAR,freethrow,1 of 2,[],1626224,,,1610612759,0,0,2023-12-07T00:49:26Z,140000,False,,,0,,MISS C. Osman Free Throw 1 of 2,[1626224],1610612759.0,SAS,,,,Osman,C. Osman,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
15,PT11M18.00S,2023-12-07T00:45:11.7Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612759,0,0,2023-12-07T00:49:26Z,150000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,
16,PT11M18.00S,2023-12-07T00:45:11.7Z,1,REGULAR,freethrow,2 of 2,[],1626224,,,1610612759,0,0,2023-12-07T00:49:26Z,160000,False,,,0,,MISS C. Osman Free Throw 2 of 2,[1626224],1610612759.0,SAS,,,,Osman,C. Osman,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
