actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
355,PT06M23.00S,2024-01-15T01:33:37.4Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1628464,91.67214191852825,67.8921568627451,1610612746,63,56,2024-01-15T01:34:46Z,3510000,False,89.0,26.0,1,right,MISS D. Theis 9' turnaround Shot,[1628464],1610612746.0,LAC,turnaround,,,Theis,D. Theis,,,,,Mid-Range,8-16 Right,9.31,Missed,,,,,,,,,,,,,,,,,,
356,PT06M21.00S,2024-01-15T01:33:39.4Z,3,REGULAR,rebound,offensive,[],201566,,,1610612746,63,56,2024-01-15T01:33:45Z,3520000,False,,,0,,R. Westbrook REBOUND (Off:1 Def:0),[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,Mid-Range,8-16 Right,,,,,355.0,,,,,,1.0,0.0,1.0,,,,,,,
357,PT06M19.00S,2024-01-15T01:33:40.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201566,92.06636005256242,55.14705882352941,1610612746,63,56,2024-01-15T01:35:29Z,3530000,False,26.0,22.0,1,right,MISS R. Westbrook putback Layup - blocked,"[201566, 203497]",1610612746.0,LAC,putback,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,3.39,Missed,Gobert,203497.0,,,,,,,,,,,,,,,,
358,PT06M19.00S,2024-01-15T01:33:40.5Z,3,REGULAR,block,,[],203497,,,1610612746,63,56,2024-01-15T01:33:42Z,3540000,False,,,0,,R. Gobert BLOCK (2 BLK),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
359,PT06M17.00S,2024-01-15T01:33:42.5Z,3,REGULAR,rebound,defensive,[],1630162,,,1610612750,63,56,2024-01-15T01:33:56Z,3550000,False,,,0,,A. Edwards REBOUND (Off:1 Def:6),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,357.0,,,,,,7.0,6.0,1.0,,,,,,,
360,PT06M12.00S,2024-01-15T01:33:47.4Z,3,REGULAR,3pt,Jump Shot,[],1629638,6.1268068331143235,95.58823529411765,1610612750,66,56,2024-01-15T01:36:24Z,3560000,False,-228.0,5.0,1,left,N. Alexander-Walker 3PT  (6 PTS) (J. McDaniels 4 AST),"[1629638, 1630183]",1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Left Corner 3,24+ Left,22.8,Made,,,,,6.0,J. McDaniels,1630183.0,4.0,,,,,,,,,,
362,PT05M52.00S,2024-01-15T01:34:12.4Z,3,REGULAR,foul,personal,[],1626157,,,1610612746,66,56,2024-01-15T01:34:34Z,3580000,False,,,0,,K. Towns personal FOUL (2 PF),"[1626157, 202695]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Right Center,,,,,,1199.0,,,,,,,,,,,2.0,0.0,Leonard,202695.0
364,PT05M52.00S,2024-01-15T01:34:20.8Z,3,REGULAR,substitution,out,[],1626157,,,1610612746,66,56,2024-01-15T01:34:28Z,3600000,False,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT05M52.00S,2024-01-15T01:34:20.8Z,3,REGULAR,substitution,out,[],1628464,,,1610612746,66,56,2024-01-15T01:34:28Z,3610000,False,,,0,,SUB out: D. Theis,[1628464],1610612746.0,LAC,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT05M52.00S,2024-01-15T01:34:20.8Z,3,REGULAR,substitution,in,[],1629675,,,1610612746,66,56,2024-01-15T01:34:28Z,3620000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT05M52.00S,2024-01-15T01:34:20.8Z,3,REGULAR,substitution,in,[],203486,,,1610612746,66,56,2024-01-15T01:34:28Z,3630000,False,,,0,,SUB in: M. Plumlee,[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
368,PT05M41.00S,2024-01-15T01:34:42.7Z,3,REGULAR,turnover,bad pass,[],202695,,,1610612746,66,56,2024-01-15T01:34:46Z,3640000,False,,,0,,K. Leonard bad pass TURNOVER (1 TO),"[202695, 1629675]",1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1.0,Reid,1629675.0,,,,
369,PT05M41.00S,2024-01-15T01:34:42.7Z,3,REGULAR,steal,,[],1629675,,,1610612750,66,56,2024-01-15T01:34:44Z,3650000,False,,,0,,N. Reid STEAL (1 STL),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
370,PT05M27.00S,2024-01-15T01:34:56.2Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1630162,11.251642575558476,79.16666666666666,1610612750,66,56,2024-01-15T01:37:13Z,3660000,False,-146.0,53.0,1,left,MISS A. Edwards 15' step back bank Shot,[1630162],1610612750.0,MIN,step back bank,,,Edwards,A. Edwards,,,,,Mid-Range,8-16 Left,15.52,Missed,,,,,,,,,,,,,,,,,,
371,PT05M24.00S,2024-01-15T01:34:59.2Z,3,REGULAR,rebound,defensive,[],202695,,,1610612746,66,56,2024-01-15T01:35:00Z,3670000,False,,,0,,K. Leonard REBOUND (Off:0 Def:4),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Mid-Range,8-16 Left,,,,,370.0,,,,,,4.0,4.0,0.0,,,,,,,
372,PT05M12.00S,2024-01-15T01:35:10.5Z,3,REGULAR,3pt,Jump Shot,[],202331,92.9862023653088,96.07843137254902,1610612746,66,59,2024-01-15T01:35:14Z,3680000,False,230.0,13.0,1,right,P. George 3PT  (8 PTS) (K. Leonard 3 AST),"[202331, 202695]",1610612746.0,LAC,,,,George,P. George,,,,,Right Corner 3,24+ Right,23.08,Made,,,,,8.0,K. Leonard,202695.0,3.0,,,,,,,,,,
374,PT04M50.00S,2024-01-15T01:35:33.2Z,3,REGULAR,turnover,bad pass,[],1630183,,,1610612750,66,59,2024-01-15T01:35:36Z,3700000,False,,,0,,J. McDaniels bad pass TURNOVER (3 TO),"[1630183, 201935]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,3.0,Harden,201935.0,,,,
375,PT04M50.00S,2024-01-15T01:35:33.2Z,3,REGULAR,steal,,[],201935,,,1610612746,66,59,2024-01-15T01:35:34Z,3710000,False,,,0,,J. Harden STEAL (2 STL),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
397,PT04M49.00S,2024-01-15T01:35:44.9Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",201566,92.95335085413929,47.79411764705882,1610612746,66,59,2024-01-15T01:41:11Z,3725000,False,-11.0,14.0,1,right,MISS R. Westbrook running Layup,[201566],1610612746.0,LAC,running,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,1.76,Missed,,,,,,,,,,,,,,,,,,
398,PT04M48.00S,2024-01-15T01:35:45.9Z,3,REGULAR,rebound,defensive,[],1630162,,,1610612750,66,59,2024-01-15T01:41:32Z,3732500,False,,,0,,A. Edwards REBOUND (Off:1 Def:7),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,397.0,,,,,,8.0,7.0,1.0,,,,,,,
378,PT04M47.00S,2024-01-15T01:35:56.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,66,59,2024-01-15T01:41:05Z,3740000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,PT04M47.00S,2024-01-15T01:39:08.7Z,3,REGULAR,substitution,out,[],1630183,,,1610612750,66,59,2024-01-15T01:41:05Z,3760000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
381,PT04M47.00S,2024-01-15T01:39:08.7Z,3,REGULAR,substitution,out,[],201935,,,1610612750,66,59,2024-01-15T01:41:05Z,3770000,False,,,0,,SUB out: J. Harden,[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
382,PT04M47.00S,2024-01-15T01:39:08.7Z,3,REGULAR,substitution,in,[],203937,,,1610612750,66,59,2024-01-15T01:41:05Z,3780000,False,,,0,,SUB in: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
383,PT04M47.00S,2024-01-15T01:39:08.7Z,3,REGULAR,substitution,in,[],1626181,,,1610612750,66,59,2024-01-15T01:41:05Z,3790000,False,,,0,,SUB in: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT04M34.00S,2024-01-15T01:39:46.8Z,3,REGULAR,2pt,Jump Shot,[],1630162,12.302890932982917,32.1078431372549,1610612750,68,59,2024-01-15T01:40:04Z,3800000,False,89.0,63.0,1,left,A. Edwards 10' pullup bank Jump Shot (20 PTS),[1630162],1610612750.0,MIN,pullup bank,,,Edwards,A. Edwards,,,,,Mid-Range,8-16 Right,10.95,Made,,,,,20.0,,,,,,,,,,,,,
385,PT04M14.00S,2024-01-15T01:40:05.9Z,3,REGULAR,3pt,Jump Shot,[],202331,67.7562417871222,59.068627450980394,1610612746,68,59,2024-01-15T01:42:36Z,3810000,False,45.0,251.0,1,right,MISS P. George 25' 3PT,[202331],1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Center,25.47,Missed,,,,,,,,,,,,,,,,,,
386,PT04M12.00S,2024-01-15T01:40:07.9Z,3,REGULAR,rebound,defensive,[],203497,,,1610612750,68,59,2024-01-15T01:42:36Z,3820000,False,,,0,,R. Gobert REBOUND (Off:2 Def:11),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Center,,,,,385.0,,,,,,13.0,11.0,2.0,,,,,,,
387,PT04M01.00S,2024-01-15T01:40:20.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,7.440867279894875,55.14705882352941,1610612750,68,59,2024-01-15T01:40:27Z,3830000,False,-26.0,17.0,1,left,MISS A. Edwards driving reverse Layup,[1630162],1610612750.0,MIN,driving reverse,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,3.1,Missed,,,,,,,,,,,,,,,,,,
388,PT03M58.00S,2024-01-15T01:40:22.6Z,3,REGULAR,rebound,defensive,[],202695,,,1610612746,68,59,2024-01-15T01:40:22Z,3840000,False,,,0,,K. Leonard REBOUND (Off:0 Def:5),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,,,,,387.0,,,,,,5.0,5.0,0.0,,,,,,,
389,PT03M55.00S,2024-01-15T01:40:28.6Z,3,REGULAR,foul,personal,[],203937,,,1610612746,68,59,2024-01-15T01:40:32Z,3850000,False,,,0,,K. Anderson personal FOUL (1 PF),"[203937, 202331]",1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,2534.0,,,,,,,,,,,1.0,0.0,George,202331.0
391,PT03M55.00S,2024-01-15T01:40:34.1Z,3,REGULAR,substitution,out,[],203497,,,1610612746,68,59,2024-01-15T01:40:46Z,3870000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT03M55.00S,2024-01-15T01:40:34.1Z,3,REGULAR,substitution,out,[],202331,,,1610612746,68,59,2024-01-15T01:40:46Z,3880000,False,,,0,,SUB out: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT03M55.00S,2024-01-15T01:40:34.1Z,3,REGULAR,substitution,in,[],1626157,,,1610612746,68,59,2024-01-15T01:40:46Z,3890000,False,,,0,,SUB in: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT03M55.00S,2024-01-15T01:40:34.1Z,3,REGULAR,substitution,in,[],1629599,,,1610612746,68,59,2024-01-15T01:40:46Z,3900000,False,,,0,,SUB in: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT03M49.00S,2024-01-15T01:40:55.4Z,3,REGULAR,3pt,Jump Shot,[],1626181,70.77858081471747,75.0,1610612746,68,59,2024-01-15T01:41:01Z,3910000,False,125.0,222.0,1,right,MISS N. Powell 25' pullup 3PT,[1626181],1610612746.0,LAC,pullup,,,Powell,N. Powell,,,,,Above the Break 3,24+ Right Center,25.49,Missed,,,,,,,,,,,,,,,,,,
396,PT03M45.00S,2024-01-15T01:40:59.4Z,3,REGULAR,rebound,defensive,[],1630162,,,1610612750,68,59,2024-01-15T01:41:01Z,3920000,False,,,0,,A. Edwards REBOUND (Off:1 Def:8),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,,,,,395.0,,,,,,9.0,8.0,1.0,,,,,,,
399,PT03M35.00S,2024-01-15T01:41:09.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,7.30946123521682,57.59803921568627,1610612750,68,59,2024-01-15T01:41:15Z,3930000,False,-38.0,16.0,1,left,MISS A. Edwards driving Layup,[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,4.13,Missed,,,,,,,,,,,,,,,,,,
400,PT03M35.00S,2024-01-15T01:41:09.6Z,3,REGULAR,rebound,defensive,[],202695,,,1610612746,68,59,2024-01-15T01:41:15Z,3940000,False,,,0,,K. Leonard REBOUND (Off:0 Def:6),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,,,,,399.0,,,,,,6.0,6.0,0.0,,,,,,,
401,PT03M30.00S,2024-01-15T01:41:16.4Z,3,REGULAR,foul,personal,[],203937,,,1610612746,68,59,2024-01-15T01:41:35Z,3950000,False,,,0,,K. Anderson personal FOUL (2 PF),"[203937, 202695]",1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,1627524.0,,,,,,,,,,,2.0,0.0,Leonard,202695.0
403,PT03M17.00S,2024-01-15T01:41:49.8Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],202695,93.51182654402102,49.26470588235294,1610612746,68,61,2024-01-15T01:41:55Z,3970000,False,-4.0,8.0,1,right,K. Leonard reverse DUNK (20 PTS) (R. Westbrook 8 AST),"[202695, 201566]",1610612746.0,LAC,reverse,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,0.93,Made,,,,,20.0,R. Westbrook,201566.0,8.0,,,,,,,,,,
405,PT03M02.00S,2024-01-15T01:42:08.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202695,,,1610612750,68,61,2024-01-15T01:42:13Z,3990000,False,,,0,,K. Leonard personal FOUL (2 PF) (Edwards 2 FT),"[202695, 1630162]",1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Left Corner 3,24+ Left,,,,,,1199.0,,,,,,,,,,,2.0,0.0,Edwards,1630162.0
407,PT03M02.00S,2024-01-15T01:42:40.6Z,3,REGULAR,freethrow,1 of 2,[],1630162,,,1610612750,69,61,2024-01-15T01:42:40Z,4010000,False,,,0,,A. Edwards Free Throw 1 of 2 (21 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,,,,,21.0,,,,,,,,,,,,,
408,PT03M02.00S,2024-01-15T01:42:55.7Z,3,REGULAR,freethrow,2 of 2,[],1630162,,,1610612750,70,61,2024-01-15T01:42:55Z,4020000,False,,,0,,A. Edwards Free Throw 2 of 2 (22 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,,,,,22.0,,,,,,,,,,,,,
409,PT02M43.00S,2024-01-15T01:43:19.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201566,90.62089356110381,63.725490196078425,1610612746,70,61,2024-01-15T01:46:54Z,4030000,False,69.0,36.0,1,right,MISS R. Westbrook 7' turnaround fadeaway Shot,[201566],1610612746.0,LAC,turnaround fadeaway,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,7.73,Missed,,,,,,,,,,,,,,,,,,
410,PT02M42.00S,2024-01-15T01:43:20.4Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612750,70,61,2024-01-15T01:43:24Z,4040000,False,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,409.0,,,,,,,,,,,,,,,
412,PT02M33.00S,2024-01-15T01:43:42.9Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1626157,6.1268068331143235,50.49019607843137,1610612750,72,61,2024-01-15T01:43:54Z,4060000,False,-2.0,5.0,1,left,K. Towns driving DUNK (12 PTS) (A. Edwards 5 AST),"[1626157, 1630162]",1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,0.57,Made,,,,,12.0,A. Edwards,1630162.0,5.0,,,,,,,,,,
413,PT02M29.00S,2024-01-15T01:43:55.9Z,3,REGULAR,timeout,full,['team'],0,,,1610612746,72,61,2024-01-15T01:43:55Z,4070000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT02M19.00S,2024-01-15T01:45:54.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203937,,,1610612746,72,61,2024-01-15T01:46:01Z,4080000,False,,,0,,K. Anderson shooting personal FOUL (3 PF) (Leonard 2 FT),"[203937, 202695]",1610612750.0,MIN,shooting,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),8-16 Right,,,,,,1199.0,,,,,,,,,,,3.0,0.0,Leonard,202695.0
416,PT02M19.00S,2024-01-15T01:46:18.8Z,3,REGULAR,freethrow,1 of 2,[],202695,,,1610612746,72,62,2024-01-15T01:46:18Z,4100000,False,,,0,,K. Leonard Free Throw 1 of 2 (21 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,Made,,,,,21.0,,,,,,,,,,,,,
417,PT02M19.00S,2024-01-15T01:46:34.7Z,3,REGULAR,freethrow,2 of 2,[],202695,,,1610612746,72,63,2024-01-15T01:46:34Z,4110000,False,,,0,,K. Leonard Free Throw 2 of 2 (22 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,Made,,,,,22.0,,,,,,,,,,,,,
419,PT02M02.00S,2024-01-15T01:47:06.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202695,,,1610612750,72,63,2024-01-15T01:47:16Z,4130000,False,,,0,,K. Leonard personal FOUL (3 PF) (Edwards 2 FT),"[202695, 1630162]",1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Left Corner 3,24+ Left,,,,,,1199.0,,,,,,,,,,,3.0,0.0,Edwards,1630162.0
421,PT02M02.00S,2024-01-15T01:47:52.2Z,3,REGULAR,freethrow,1 of 2,[],1630162,,,1610612750,73,63,2024-01-15T01:48:26Z,4150000,False,,,0,,A. Edwards Free Throw 1 of 2 (23 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,,,,,23.0,,,,,,,,,,,,,
422,PT02M02.00S,2024-01-15T01:48:00.4Z,3,REGULAR,substitution,out,[],203486,,,1610612750,73,63,2024-01-15T01:48:10Z,4160000,False,,,0,,SUB out: M. Plumlee,[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT02M02.00S,2024-01-15T01:48:00.4Z,3,REGULAR,substitution,in,[],202331,,,1610612750,73,63,2024-01-15T01:48:10Z,4170000,False,,,0,,SUB in: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT02M02.00S,2024-01-15T01:47:52.2Z,3,REGULAR,freethrow,2 of 2,[],1630162,,,1610612750,73,63,2024-01-15T01:48:26Z,4180000,False,,,0,,MISS A. Edwards Free Throw 2 of 2,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
425,PT02M00.00S,2024-01-15T01:47:54.2Z,3,REGULAR,rebound,defensive,[],201566,,,1610612746,73,63,2024-01-15T01:48:26Z,4190000,False,,,0,,R. Westbrook REBOUND (Off:1 Def:1),[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,,,,,,,424.0,,,,,,2.0,1.0,1.0,,,,,,,
426,PT01M52.00S,2024-01-15T01:48:33.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201566,91.27792378449409,45.09803921568628,1610612746,73,63,2024-01-15T01:48:36Z,4200000,False,-25.0,29.0,1,right,MISS R. Westbrook Layup,[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,3.83,Missed,,,,,,,,,,,,,,,,,,
427,PT01M50.00S,2024-01-15T01:48:35.1Z,3,REGULAR,rebound,defensive,[],1629675,,,1610612750,73,63,2024-01-15T01:48:36Z,4210000,False,,,0,,N. Reid REBOUND (Off:0 Def:1),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,,,426.0,,,,,,1.0,1.0,0.0,,,,,,,
428,PT01M36.00S,2024-01-15T01:48:49.4Z,3,REGULAR,3pt,Jump Shot,[],1630162,9.017739816031538,4.6568627450980395,1610612750,73,63,2024-01-15T01:48:54Z,4220000,False,227.0,32.0,1,left,MISS A. Edwards 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Right Corner 3,24+ Right,22.9,Missed,,,,,,,,,,,,,,,,,,
429,PT01M33.00S,2024-01-15T01:48:52.4Z,3,REGULAR,rebound,defensive,[],202695,,,1610612746,73,63,2024-01-15T01:48:54Z,4230000,False,,,0,,K. Leonard REBOUND (Off:0 Def:7),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Right Corner 3,24+ Right,,,,,428.0,,,,,,7.0,7.0,0.0,,,,,,,
430,PT01M22.00S,2024-01-15T01:49:03.8Z,3,REGULAR,turnover,bad pass,[],201566,,,1610612746,73,63,2024-01-15T01:49:07Z,4240000,False,,,0,,R. Westbrook bad pass TURNOVER (2 TO),"[201566, 1629675]",1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,2.0,Reid,1629675.0,,,,
431,PT01M22.00S,2024-01-15T01:49:03.8Z,3,REGULAR,steal,,[],1629675,,,1610612750,73,63,2024-01-15T01:49:05Z,4250000,False,,,0,,N. Reid STEAL (2 STL),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
432,PT01M17.00S,2024-01-15T01:49:08.5Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630162,24.392247043363994,16.42156862745098,1610612750,76,63,2024-01-15T01:52:54Z,4260000,False,168.0,177.0,1,left,A. Edwards 24' 3PT running (26 PTS) (N. Reid 1 AST),"[1630162, 1629675]",1610612750.0,MIN,running,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,24.38,Made,,,,,26.0,N. Reid,1629675.0,1.0,,,,,,,,,,
434,PT00M51.50S,2024-01-15T01:49:33.5Z,3,REGULAR,3pt,Jump Shot,[],202331,67.88764783180025,51.9607843137255,1610612746,76,66,2024-01-15T01:49:38Z,4280000,False,10.0,249.0,1,right,P. George 24' 3PT  (11 PTS) (K. Leonard 4 AST),"[202331, 202695]",1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Center,24.96,Made,,,,,11.0,K. Leonard,202695.0,4.0,,,,,,,,,,
436,PT00M33.10S,2024-01-15T01:49:58.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201566,,,1610612750,76,66,2024-01-15T01:50:13Z,4300000,False,,,0,,R. Westbrook shooting personal FOUL (1 PF) (Edwards 2 FT),"[201566, 1630162]",1610612746.0,LAC,shooting,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,,,,,,2534.0,,,,,,,,,,,1.0,0.0,Edwards,1630162.0
438,PT00M33.10S,2024-01-15T01:50:29.4Z,3,REGULAR,freethrow,1 of 2,[],1630162,,,1610612750,77,66,2024-01-15T01:50:29Z,4320000,False,,,0,,A. Edwards Free Throw 1 of 2 (27 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,,,,,27.0,,,,,,,,,,,,,
439,PT00M33.10S,2024-01-15T01:50:30.1Z,3,REGULAR,substitution,out,[],1626157,,,1610612750,77,66,2024-01-15T01:50:35Z,4330000,False,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT00M33.10S,2024-01-15T01:50:30.1Z,3,REGULAR,substitution,in,[],1630183,,,1610612750,77,66,2024-01-15T01:50:35Z,4340000,False,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT00M33.10S,2024-01-15T01:50:45.6Z,3,REGULAR,freethrow,2 of 2,[],1630162,,,1610612750,78,66,2024-01-15T01:50:45Z,4350000,False,,,0,,A. Edwards Free Throw 2 of 2 (28 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,,,,,28.0,,,,,,,,,,,,,
442,PT00M25.40S,2024-01-15T01:51:05.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629675,,,1610612746,78,66,2024-01-15T01:51:21Z,4360000,False,,,0,,N. Reid personal FOUL (2 PF) (Leonard 2 FT),"[1629675, 202695]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Mid-Range,8-16 Right,,,,,,2534.0,,,,,,,,,,,2.0,0.0,Leonard,202695.0
445,PT00M25.40S,2024-01-15T01:51:48.9Z,3,REGULAR,freethrow,1 of 2,[],202695,,,1610612746,78,67,2024-01-15T01:51:49Z,4380000,False,,,0,,K. Leonard Free Throw 1 of 2 (23 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,Made,,,,,23.0,,,,,,,,,,,,,
